system_id,fast_scale,slow_scale,scenario_id,scenario_name,time_step,fast_phase,slow_phase,fast_potential,fast_connectedness,fast_resilience,fast_rigidity,fast_memory,slow_potential,slow_connectedness,slow_resilience,slow_rigidity,slow_memory,revolt_effect,remember_effect,fast_phase_changed,slow_phase_changed
ACYP005,local_food_distribution,global_trade_climate_energy,CY002,Rigidity and lock-in,92,Omega,alpha,0.6837,0.793,0.2283,0.73188,0.58281,0.47329,1.0,1.0,0.28108,1.0,0.0,0.0,True,False
ACYP005,local_food_distribution,global_trade_climate_energy,CY002,Rigidity and lock-in,93,alpha,alpha,0.28715,0.25376,0.5283,0.27811,0.50121,0.47738,1.0,1.0,0.27388,0.98556,0.0,0.0,True,False
ACYP005,local_food_distribution,global_trade_climate_energy,CY002,Rigidity and lock-in,94,r,alpha,0.36192,0.2824,0.58692,0.28166,0.5096,0.46059,1.0,1.0,0.25768,0.97156,0.0,0.09856,True,False
ACYP005,local_food_distribution,global_trade_climate_energy,CY002,Rigidity and lock-in,95,r,alpha,0.38732,0.34699,0.65023,0.30421,0.51424,0.4605,1.0,1.0,0.26971,0.95909,0.0,0.0,False,False
ACYP005,local_food_distribution,global_trade_climate_energy,CY002,Rigidity and lock-in,96,r,alpha,0.41342,0.40576,0.60513,0.3297,0.5192,0.45118,1.0,1.0,0.26029,0.94968,0.0,0.0,False,False
ACYP005,local_food_distribution,global_trade_climate_energy,CY002,Rigidity and lock-in,97,r,alpha,0.4401,0.45924,0.5624,0.35786,0.52449,0.45758,1.0,1.0,0.25753,0.97017,0.0,0.0,False,False
ACYP005,local_food_distribution,global_trade_climate_energy,CY002,Rigidity and lock-in,98,r,alpha,0.4672,0.50791,0.52182,0.38846,0.53009,0.40011,1.0,1.0,0.261,0.99301,0.0,0.0,False,False
ACYP005,local_food_distribution,global_trade_climate_energy,CY002,Rigidity and lock-in,99,K,alpha,0.49459,0.5522,0.48321,0.42127,0.53603,0.43101,1.0,1.0,0.2464,0.98197,0.0,0.0,True,False
ACYP005,local_food_distribution,global_trade_climate_energy,CY002,Rigidity and lock-in,100,K,alpha,0.52208,0.5925,0.44638,0.45609,0.54229,0.43266,1.0,1.0,0.25971,0.98179,0.0,0.0,False,False
ACYP005,local_food_distribution,global_trade_climate_energy,CY002,Rigidity and lock-in,101,K,alpha,0.54953,0.62917,0.41118,0.49275,0.54889,0.42891,1.0,1.0,0.26965,0.99422,0.0,0.0,False,False
ACYP005,local_food_distribution,global_trade_climate_energy,CY002,Rigidity and lock-in,102,K,alpha,0.57676,0.66255,0.37745,0.53108,0.55581,0.44148,1.0,1.0,0.2622,0.98681,0.0,0.0,False,False
ACYP005,local_food_distribution,global_trade_climate_energy,CY002,Rigidity and lock-in,103,K,alpha,0.60361,0.69292,0.34508,0.57093,0.56305,0.40502,1.0,1.0,0.25812,0.99748,0.0,0.0,False,False
ACYP005,local_food_distribution,global_trade_climate_energy,CY002,Rigidity and lock-in,104,K,alpha,0.62993,0.72056,0.31392,0.61215,0.57061,0.44686,1.0,1.0,0.26565,0.98751,0.0,0.0,False,False
ACYP005,local_food_distribution,global_trade_climate_energy,CY002,Rigidity and lock-in,105,K,alpha,0.65557,0.74571,0.28388,0.65464,0.57848,0.44067,1.0,1.0,0.27243,0.98115,0.0,0.0,False,False
ACYP005,local_food_distribution,global_trade_climate_energy,CY002,Rigidity and lock-in,106,K,alpha,0.68041,0.76859,0.25486,0.69827,0.58664,0.46279,1.0,1.0,0.2576,0.96627,0.0,0.0,False,False
ACYP005,local_food_distribution,global_trade_climate_energy,CY002,Rigidity and lock-in,107,Omega,alpha,0.70433,0.78942,0.22676,0.74294,0.59509,0.45653,1.0,1.0,0.24215,0.95824,0.0,0.0,True,False
ACYP005,local_food_distribution,global_trade_climate_energy,CY002,Rigidity and lock-in,108,alpha,alpha,0.29582,0.25261,0.52676,0.28232,0.51178,0.38703,1.0,1.0,0.2498,0.9562,0.0,0.0,True,False
ACYP005,local_food_distribution,global_trade_climate_energy,CY002,Rigidity and lock-in,109,r,alpha,0.3338,0.26919,0.57806,0.28828,0.52661,0.42233,1.0,1.0,0.24776,0.96135,0.0,0.09562,True,False
ACYP005,local_food_distribution,global_trade_climate_energy,CY002,Rigidity and lock-in,110,r,alpha,0.35826,0.33496,0.65565,0.31023,0.53091,0.46172,1.0,1.0,0.25517,0.96721,0.0,0.0,False,False
ACYP005,local_food_distribution,global_trade_climate_energy,CY002,Rigidity and lock-in,111,r,alpha,0.38355,0.39481,0.61006,0.33517,0.53551,0.42484,1.0,1.0,0.2373,0.96827,0.0,0.0,False,False
ACYP005,local_food_distribution,global_trade_climate_energy,CY002,Rigidity and lock-in,112,r,alpha,0.40956,0.44928,0.56688,0.36283,0.54042,0.44347,1.0,1.0,0.24914,0.9565,0.0,0.0,False,False
ACYP005,local_food_distribution,global_trade_climate_energy,CY002,Rigidity and lock-in,113,r,alpha,0.43616,0.49884,0.52591,0.39297,0.54566,0.43301,1.0,1.0,0.23877,0.96344,0.0,0.0,False,False
ACYP005,local_food_distribution,global_trade_climate_energy,CY002,Rigidity and lock-in,114,r,alpha,0.46321,0.54395,0.48693,0.42537,0.55122,0.41285,1.0,1.0,0.23734,0.97266,0.0,0.0,False,False
ACYP005,local_food_distribution,global_trade_climate_energy,CY002,Rigidity and lock-in,115,K,alpha,0.49056,0.58499,0.44977,0.45982,0.5571,0.39809,1.0,1.0,0.24719,0.98841,0.0,0.0,True,False
ACYP005,local_food_distribution,global_trade_climate_energy,CY002,Rigidity and lock-in,116,K,alpha,0.51805,0.62234,0.41426,0.49614,0.56332,0.4535,1.0,1.0,0.24299,0.98697,0.0,0.0,False,False
ACYP005,local_food_distribution,global_trade_climate_energy,CY002,Rigidity and lock-in,117,K,alpha,0.54552,0.65633,0.38026,0.53415,0.56987,0.43159,1.0,1.0,0.22632,0.99858,0.0,0.0,False,False
ACYP005,local_food_distribution,global_trade_climate_energy,CY002,Rigidity and lock-in,118,K,alpha,0.57279,0.68726,0.34763,0.57372,0.57674,0.42943,1.0,1.0,0.23862,1.0,0.0,0.0,False,False
ACYP005,local_food_distribution,global_trade_climate_energy,CY002,Rigidity and lock-in,119,K,alpha,0.59971,0.71541,0.31625,0.61469,0.58394,0.40746,1.0,1.0,0.24448,1.0,0.0,0.0,False,False
ACYP005,local_food_distribution,global_trade_climate_energy,CY002,Rigidity and lock-in,120,K,alpha,0.62611,0.74102,0.28601,0.65694,0.59145,0.44692,1.0,1.0,0.23602,0.99914,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,1,r,K,0.4216,0.389,0.64185,0.27345,0.45506,0.75732,0.7744,0.25695,0.70272,0.82909,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,2,r,K,0.44355,0.42566,0.61052,0.29873,0.46038,0.77386,0.78794,0.2338,0.74612,0.83837,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,3,r,Omega,0.46576,0.46012,0.57997,0.32574,0.46597,0.78961,0.80066,0.21094,0.79015,0.84785,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,4,r,alpha,0.48815,0.49251,0.55016,0.35436,0.47183,0.33164,0.25621,0.51094,0.30026,0.72915,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,5,r,r,0.51064,0.52296,0.52103,0.38451,0.47796,0.55557,0.27946,0.57276,0.28807,0.74122,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,6,K,r,0.53313,0.55158,0.49255,0.41609,0.48435,0.5778,0.32269,0.67114,0.3082,0.74815,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,7,K,r,0.55553,0.57849,0.46467,0.44902,0.49102,0.59975,0.36333,0.63841,0.33037,0.75535,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,8,K,r,0.57776,0.60378,0.43737,0.48321,0.49795,0.62136,0.40153,0.60654,0.35445,0.76281,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,9,K,r,0.59971,0.62755,0.4106,0.51858,0.50515,0.64253,0.43744,0.57548,0.38032,0.77052,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,10,K,r,0.62132,0.6499,0.38434,0.55508,0.51261,0.6632,0.47119,0.54518,0.40788,0.77847,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,11,K,r,0.64249,0.67091,0.35855,0.59262,0.52032,0.68331,0.50292,0.5156,0.43703,0.78667,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,12,K,r,0.66316,0.69065,0.3332,0.63116,0.52827,0.70278,0.53275,0.48669,0.46766,0.79511,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,13,K,K,0.68327,0.70921,0.30828,0.67062,0.53647,0.72158,0.56078,0.45842,0.4997,0.80377,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,14,K,K,0.70275,0.72666,0.28375,0.71095,0.54491,0.73966,0.58714,0.43074,0.53306,0.81264,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,15,K,K,0.72155,0.74306,0.25959,0.7521,0.55356,0.75699,0.61191,0.40362,0.56765,0.82173,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,16,Omega,K,0.73963,0.75848,0.23578,0.79403,0.56244,0.77355,0.63519,0.37702,0.60341,0.83101,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,17,alpha,K,0.31064,0.24271,0.53578,0.30173,0.4837,0.78931,0.65708,0.35092,0.64027,0.84048,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,18,r,K,0.61378,0.27037,0.57171,0.28277,0.48891,0.80428,0.67766,0.32528,0.67815,0.85013,0.0,0.20172,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,19,r,K,0.63511,0.31415,0.67838,0.30248,0.49653,0.81845,0.697,0.30008,0.717,0.85995,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,20,r,K,0.65597,0.3553,0.64547,0.32425,0.50441,0.83182,0.71518,0.27529,0.75676,0.86993,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,21,r,Omega,0.67628,0.39398,0.61343,0.34794,0.51252,0.84441,0.73227,0.25089,0.79737,0.88007,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,22,r,alpha,0.69599,0.43034,0.58221,0.37346,0.52087,0.35465,0.23433,0.55089,0.303,0.75686,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,23,r,r,0.71503,0.46452,0.55176,0.40069,0.52945,0.59709,0.26882,0.58691,0.30207,0.76543,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,24,r,r,0.73337,0.49665,0.52204,0.42952,0.53825,0.61874,0.31269,0.67275,0.32171,0.77285,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,25,r,r,0.75097,0.52685,0.493,0.45986,0.54727,0.63997,0.35393,0.6398,0.34341,0.78053,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,26,K,r,0.7678,0.55524,0.4646,0.49162,0.55648,0.66071,0.3927,0.60774,0.36704,0.78846,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,27,K,r,0.78384,0.58193,0.4368,0.52472,0.56588,0.68088,0.42913,0.57649,0.3925,0.79663,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,28,K,r,0.79909,0.60701,0.40957,0.55907,0.57547,0.70044,0.46339,0.54601,0.41967,0.80504,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,29,K,r,0.81354,0.63059,0.38287,0.5946,0.58524,0.71932,0.49558,0.51627,0.44845,0.81367,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,30,K,r,0.82719,0.65275,0.35667,0.63124,0.59516,0.73749,0.52585,0.4872,0.47874,0.82252,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,31,K,K,0.84006,0.67359,0.33094,0.66892,0.60524,0.75492,0.5543,0.45878,0.51045,0.83158,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,32,K,K,0.85215,0.69317,0.30566,0.70758,0.61547,0.77157,0.58104,0.43096,0.5435,0.84084,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,33,K,K,0.86349,0.71158,0.28079,0.74716,0.62583,0.78743,0.60618,0.40371,0.57781,0.85029,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,34,Omega,K,0.8741,0.72889,0.25631,0.7876,0.63632,0.8025,0.62981,0.377,0.6133,0.85992,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,35,alpha,K,0.36712,0.23324,0.55631,0.29929,0.54724,0.81676,0.65202,0.35078,0.6499,0.86972,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,36,r,K,0.64893,0.27242,0.59832,0.30372,0.53845,0.83023,0.6729,0.32504,0.68755,0.87968,0.0,0.20873,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,37,r,K,0.66943,0.31607,0.67004,0.32353,0.54649,0.84292,0.69252,0.29974,0.72618,0.8898,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,38,r,Omega,0.68935,0.35711,0.63716,0.34538,0.55476,0.85483,0.71097,0.27485,0.76572,0.90005,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,39,r,alpha,0.70862,0.39568,0.60516,0.36917,0.56326,0.35903,0.22751,0.57485,0.29098,0.77405,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,40,r,r,0.7272,0.43194,0.57398,0.39476,0.57199,0.62703,0.24529,0.64223,0.27436,0.7832,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,41,r,r,0.74506,0.46603,0.54356,0.42206,0.58093,0.64808,0.29058,0.69626,0.29289,0.79097,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,42,r,r,0.76215,0.49806,0.51387,0.45097,0.59008,0.66861,0.33314,0.66285,0.31355,0.799,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,43,r,r,0.77847,0.52818,0.48486,0.48138,0.59942,0.68855,0.37315,0.63034,0.3362,0.80726,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,44,K,r,0.79399,0.55649,0.45649,0.5132,0.60895,0.70785,0.41076,0.59867,0.36074,0.81575,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,45,K,r,0.80871,0.5831,0.42872,0.54636,0.61865,0.72646,0.44612,0.56781,0.38705,0.82447,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,46,K,r,0.82263,0.60811,0.40151,0.58076,0.62852,0.74434,0.47935,0.5377,0.41502,0.8334,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,47,K,r,0.83577,0.63163,0.37483,0.61634,0.63855,0.76147,0.51059,0.50829,0.44454,0.84254,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,48,K,r,0.84812,0.65373,0.34866,0.65303,0.64873,0.77782,0.53995,0.47954,0.47554,0.85187,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,49,K,K,0.85971,0.67451,0.32295,0.69076,0.65905,0.79337,0.56756,0.45142,0.50792,0.86139,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,50,K,K,0.87057,0.69404,0.29768,0.72946,0.66949,0.80813,0.5935,0.42389,0.5416,0.87109,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,51,Omega,K,0.88071,0.71239,0.27283,0.76908,0.68006,0.82208,0.61789,0.3969,0.57649,0.88096,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,52,alpha,K,0.3699,0.22797,0.57283,0.29225,0.58485,0.83524,0.64082,0.37043,0.61253,0.89098,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,53,r,K,0.77861,0.25905,0.61676,0.30631,0.59193,0.84763,0.66237,0.34445,0.64965,0.90115,0.0,0.21383,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,54,r,K,0.79412,0.30351,0.67716,0.32548,0.60146,0.85925,0.68263,0.31892,0.68778,0.91146,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,55,r,K,0.80883,0.3453,0.64402,0.34675,0.61117,0.87014,0.70167,0.29383,0.72686,0.9219,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,56,r,Omega,0.82275,0.38458,0.61177,0.36998,0.62104,0.88031,0.71957,0.26914,0.76684,0.93247,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,57,r,alpha,0.83588,0.42151,0.58035,0.39505,0.63107,0.36973,0.23026,0.56914,0.2914,0.80192,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,58,r,r,0.84822,0.45622,0.54971,0.42186,0.64125,0.68378,0.27111,0.62937,0.29161,0.78875,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,59,r,r,0.85981,0.48884,0.51981,0.45031,0.65157,0.70324,0.31485,0.67494,0.31135,0.79719,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,60,r,r,0.87066,0.51951,0.49061,0.48028,0.66202,0.72203,0.35596,0.64204,0.33315,0.80586,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,61,r,r,0.88079,0.54834,0.46205,0.5117,0.67259,0.74009,0.3946,0.61001,0.35688,0.81474,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,62,K,r,0.89024,0.57544,0.43411,0.54447,0.68327,0.7574,0.43092,0.5788,0.38242,0.82383,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,63,K,r,0.89904,0.60091,0.40674,0.57852,0.69406,0.77394,0.46507,0.54837,0.40968,0.83312,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,64,K,r,0.90721,0.62486,0.37991,0.61376,0.70494,0.78969,0.49716,0.51866,0.43854,0.84259,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,65,K,r,0.91478,0.64737,0.35359,0.65013,0.71592,0.80463,0.52733,0.48963,0.4689,0.85225,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,66,K,K,0.9218,0.66853,0.32775,0.68755,0.72698,0.81878,0.55569,0.46124,0.50069,0.86207,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,67,K,K,0.92829,0.68841,0.30235,0.72597,0.73812,0.83213,0.58235,0.43345,0.5338,0.87206,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,68,Omega,K,0.93428,0.70711,0.27738,0.76533,0.74933,0.84471,0.60741,0.40623,0.56817,0.88219,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,69,alpha,K,0.3924,0.22628,0.57738,0.29083,0.64443,0.85651,0.63097,0.37954,0.60372,0.89247,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,70,r,K,0.75425,0.24367,0.60743,0.27897,0.64055,0.86757,0.65311,0.35334,0.64038,0.90288,0.0,0.21419,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,71,r,K,0.77093,0.28905,0.69567,0.29743,0.6498,0.87791,0.67392,0.32762,0.67807,0.91342,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,72,r,K,0.78683,0.33171,0.66222,0.31801,0.65924,0.88756,0.69349,0.30234,0.71675,0.92407,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,73,r,K,0.80192,0.3718,0.62968,0.3406,0.66886,0.89654,0.71188,0.27748,0.75634,0.93483,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,74,r,Omega,0.81622,0.4095,0.59799,0.36508,0.67866,0.90489,0.72916,0.25301,0.7968,0.94569,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,75,r,alpha,0.82972,0.44493,0.5671,0.39132,0.68861,0.38005,0.23333,0.55301,0.30278,0.81329,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,76,r,r,0.84244,0.47823,0.53696,0.41923,0.69872,0.65532,0.25944,0.59135,0.29012,0.83576,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,77,r,r,0.85438,0.50954,0.50753,0.44871,0.70898,0.67565,0.30387,0.68243,0.30931,0.84386,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,78,r,r,0.86558,0.53896,0.47876,0.47966,0.71936,0.69537,0.34564,0.6493,0.33059,0.85221,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,79,K,r,0.87605,0.56663,0.45062,0.51199,0.72987,0.71443,0.3849,0.61706,0.35384,0.86078,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,80,K,r,0.88582,0.59263,0.42306,0.54562,0.7405,0.7328,0.42181,0.58564,0.37893,0.86958,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,81,K,r,0.89493,0.61707,0.39605,0.58047,0.75124,0.75042,0.4565,0.55501,0.40575,0.87858,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,82,K,r,0.90339,0.64005,0.36957,0.61648,0.76208,0.76727,0.48911,0.52512,0.43421,0.88779,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,83,K,r,0.91124,0.66164,0.34357,0.65356,0.77302,0.78334,0.51976,0.49592,0.4642,0.89719,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,84,K,r,0.91852,0.68195,0.31803,0.69166,0.78404,0.79862,0.54858,0.46737,0.49563,0.90677,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,85,K,K,0.92526,0.70103,0.29292,0.73071,0.79514,0.81309,0.57566,0.43943,0.52841,0.91653,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,86,Omega,K,0.93148,0.71897,0.26822,0.77066,0.80632,0.82677,0.60112,0.41207,0.56246,0.92645,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,87,alpha,K,0.39122,0.23007,0.56822,0.29285,0.69344,0.83966,0.62505,0.38524,0.59772,0.93653,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,88,r,K,0.83998,0.2502,0.60139,0.29837,0.69362,0.85178,0.64755,0.35893,0.63409,0.94675,0.0,0.22477,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,89,r,K,0.85207,0.29519,0.68516,0.31713,0.70384,0.86314,0.6687,0.33309,0.67153,0.9571,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,90,r,K,0.86342,0.33748,0.65184,0.338,0.7142,0.87377,0.68858,0.3077,0.70996,0.96759,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,91,r,K,0.87403,0.37723,0.61942,0.36086,0.72469,0.8837,0.70726,0.28273,0.74932,0.97819,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,92,r,Omega,0.88394,0.4146,0.58785,0.38559,0.7353,0.89295,0.72483,0.25816,0.78956,0.98891,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,93,r,alpha,0.89317,0.44972,0.55707,0.41208,0.74602,0.37504,0.23194,0.55816,0.30003,0.85046,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,94,r,r,0.90176,0.48274,0.52703,0.44022,0.75684,0.71689,0.26365,0.6253,0.304,0.8665,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,95,r,r,0.90973,0.51377,0.49769,0.46991,0.76775,0.73515,0.30783,0.67519,0.32339,0.87532,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,96,r,r,0.91712,0.54295,0.46901,0.50105,0.77876,0.75268,0.34936,0.64214,0.34486,0.88436,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,97,K,r,0.92396,0.57037,0.44096,0.53357,0.78985,0.76943,0.3884,0.60998,0.36828,0.89359,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,98,K,r,0.93029,0.59615,0.41348,0.56738,0.80101,0.7854,0.4251,0.57864,0.39353,0.90301,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,99,K,r,0.93612,0.62038,0.38655,0.6024,0.81224,0.80057,0.45959,0.54808,0.42051,0.91262,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,100,K,r,0.94151,0.64316,0.36013,0.63856,0.82354,0.81494,0.49202,0.51825,0.44911,0.9224,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY003,Strong memory renewal,101,K,r,0.94646,0.66457,0.3342,0.67578,0.8349,0.82851,0.5225,0.48911,0.47924,0.93234,0.0,0.0,False,False
