simulation_id,pathway_id,pathway,rank,transformation_value,winner
1767,TP004,Institutional Governance Reform,3,7.45914,Watershed Restoration and Land-Use Transition
1767,TP006,Public Health Prevention Transformation,4,7.45769,Watershed Restoration and Land-Use Transition
1767,TP003,Regional Food System Reconfiguration,5,7.4044,Watershed Restoration and Land-Use Transition
1767,TP001,Energy System Transition,6,7.28315,Watershed Restoration and Land-Use Transition
1768,TP006,Public Health Prevention Transformation,1,7.67451,Public Health Prevention Transformation
1768,TP002,Climate-Resilient Urban Redesign,2,7.58413,Public Health Prevention Transformation
1768,TP001,Energy System Transition,3,7.54582,Public Health Prevention Transformation
1768,TP004,Institutional Governance Reform,4,7.54398,Public Health Prevention Transformation
1768,TP005,Watershed Restoration and Land-Use Transition,5,7.33677,Public Health Prevention Transformation
1768,TP003,Regional Food System Reconfiguration,6,7.13544,Public Health Prevention Transformation
1769,TP005,Watershed Restoration and Land-Use Transition,1,7.81399,Watershed Restoration and Land-Use Transition
1769,TP004,Institutional Governance Reform,2,7.43797,Watershed Restoration and Land-Use Transition
1769,TP002,Climate-Resilient Urban Redesign,3,7.36843,Watershed Restoration and Land-Use Transition
1769,TP006,Public Health Prevention Transformation,4,7.27441,Watershed Restoration and Land-Use Transition
1769,TP003,Regional Food System Reconfiguration,5,7.26194,Watershed Restoration and Land-Use Transition
1769,TP001,Energy System Transition,6,7.03275,Watershed Restoration and Land-Use Transition
1770,TP002,Climate-Resilient Urban Redesign,1,7.65895,Climate-Resilient Urban Redesign
1770,TP005,Watershed Restoration and Land-Use Transition,2,7.58659,Climate-Resilient Urban Redesign
1770,TP003,Regional Food System Reconfiguration,3,7.30755,Climate-Resilient Urban Redesign
1770,TP004,Institutional Governance Reform,4,7.21718,Climate-Resilient Urban Redesign
1770,TP001,Energy System Transition,5,7.18585,Climate-Resilient Urban Redesign
1770,TP006,Public Health Prevention Transformation,6,7.10264,Climate-Resilient Urban Redesign
1771,TP006,Public Health Prevention Transformation,1,7.63979,Public Health Prevention Transformation
1771,TP005,Watershed Restoration and Land-Use Transition,2,7.5098,Public Health Prevention Transformation
1771,TP004,Institutional Governance Reform,3,7.49809,Public Health Prevention Transformation
1771,TP002,Climate-Resilient Urban Redesign,4,7.47595,Public Health Prevention Transformation
1771,TP003,Regional Food System Reconfiguration,5,7.31189,Public Health Prevention Transformation
1771,TP001,Energy System Transition,6,6.90309,Public Health Prevention Transformation
1772,TP006,Public Health Prevention Transformation,1,7.69013,Public Health Prevention Transformation
1772,TP001,Energy System Transition,2,7.65363,Public Health Prevention Transformation
1772,TP004,Institutional Governance Reform,3,7.62032,Public Health Prevention Transformation
1772,TP002,Climate-Resilient Urban Redesign,4,7.49108,Public Health Prevention Transformation
1772,TP005,Watershed Restoration and Land-Use Transition,5,7.09908,Public Health Prevention Transformation
1772,TP003,Regional Food System Reconfiguration,6,7.04536,Public Health Prevention Transformation
1773,TP006,Public Health Prevention Transformation,1,7.54183,Public Health Prevention Transformation
1773,TP004,Institutional Governance Reform,2,7.45734,Public Health Prevention Transformation
1773,TP002,Climate-Resilient Urban Redesign,3,7.45577,Public Health Prevention Transformation
1773,TP005,Watershed Restoration and Land-Use Transition,4,7.37091,Public Health Prevention Transformation
1773,TP001,Energy System Transition,5,7.35131,Public Health Prevention Transformation
1773,TP003,Regional Food System Reconfiguration,6,7.03826,Public Health Prevention Transformation
1774,TP001,Energy System Transition,1,7.6585,Energy System Transition
1774,TP004,Institutional Governance Reform,2,7.23752,Energy System Transition
1774,TP005,Watershed Restoration and Land-Use Transition,3,7.19976,Energy System Transition
1774,TP002,Climate-Resilient Urban Redesign,4,7.1884,Energy System Transition
1774,TP006,Public Health Prevention Transformation,5,7.18653,Energy System Transition
1774,TP003,Regional Food System Reconfiguration,6,6.95164,Energy System Transition
1775,TP002,Climate-Resilient Urban Redesign,1,7.74886,Climate-Resilient Urban Redesign
1775,TP006,Public Health Prevention Transformation,2,7.5255,Climate-Resilient Urban Redesign
1775,TP003,Regional Food System Reconfiguration,3,7.39053,Climate-Resilient Urban Redesign
1775,TP004,Institutional Governance Reform,4,7.35013,Climate-Resilient Urban Redesign
1775,TP001,Energy System Transition,5,7.33234,Climate-Resilient Urban Redesign
1775,TP005,Watershed Restoration and Land-Use Transition,6,7.12269,Climate-Resilient Urban Redesign
1776,TP004,Institutional Governance Reform,1,7.61665,Institutional Governance Reform
1776,TP005,Watershed Restoration and Land-Use Transition,2,7.5264,Institutional Governance Reform
1776,TP002,Climate-Resilient Urban Redesign,3,7.40269,Institutional Governance Reform
1776,TP006,Public Health Prevention Transformation,4,7.27829,Institutional Governance Reform
1776,TP001,Energy System Transition,5,7.27351,Institutional Governance Reform
1776,TP003,Regional Food System Reconfiguration,6,7.18922,Institutional Governance Reform
1777,TP006,Public Health Prevention Transformation,1,7.50076,Public Health Prevention Transformation
1777,TP002,Climate-Resilient Urban Redesign,2,7.45671,Public Health Prevention Transformation
1777,TP001,Energy System Transition,3,7.44452,Public Health Prevention Transformation
1777,TP005,Watershed Restoration and Land-Use Transition,4,7.38118,Public Health Prevention Transformation
1777,TP003,Regional Food System Reconfiguration,5,7.06676,Public Health Prevention Transformation
1777,TP004,Institutional Governance Reform,6,6.95532,Public Health Prevention Transformation
1778,TP006,Public Health Prevention Transformation,1,7.63281,Public Health Prevention Transformation
1778,TP004,Institutional Governance Reform,2,7.56771,Public Health Prevention Transformation
1778,TP001,Energy System Transition,3,7.4466,Public Health Prevention Transformation
1778,TP003,Regional Food System Reconfiguration,4,7.4307,Public Health Prevention Transformation
1778,TP005,Watershed Restoration and Land-Use Transition,5,7.36315,Public Health Prevention Transformation
1778,TP002,Climate-Resilient Urban Redesign,6,7.35935,Public Health Prevention Transformation
1779,TP001,Energy System Transition,1,7.71731,Energy System Transition
1779,TP002,Climate-Resilient Urban Redesign,2,7.53789,Energy System Transition
1779,TP003,Regional Food System Reconfiguration,3,7.5162,Energy System Transition
1779,TP005,Watershed Restoration and Land-Use Transition,4,7.44079,Energy System Transition
1779,TP006,Public Health Prevention Transformation,5,7.33632,Energy System Transition
1779,TP004,Institutional Governance Reform,6,7.32668,Energy System Transition
1780,TP005,Watershed Restoration and Land-Use Transition,1,7.42806,Watershed Restoration and Land-Use Transition
1780,TP002,Climate-Resilient Urban Redesign,2,7.4088,Watershed Restoration and Land-Use Transition
1780,TP006,Public Health Prevention Transformation,3,7.3543,Watershed Restoration and Land-Use Transition
1780,TP004,Institutional Governance Reform,4,7.31236,Watershed Restoration and Land-Use Transition
1780,TP001,Energy System Transition,5,6.9981,Watershed Restoration and Land-Use Transition
1780,TP003,Regional Food System Reconfiguration,6,6.84145,Watershed Restoration and Land-Use Transition
1781,TP004,Institutional Governance Reform,1,7.66274,Institutional Governance Reform
1781,TP006,Public Health Prevention Transformation,2,7.54175,Institutional Governance Reform
1781,TP005,Watershed Restoration and Land-Use Transition,3,7.37736,Institutional Governance Reform
1781,TP002,Climate-Resilient Urban Redesign,4,7.21104,Institutional Governance Reform
1781,TP001,Energy System Transition,5,7.13161,Institutional Governance Reform
1781,TP003,Regional Food System Reconfiguration,6,7.00595,Institutional Governance Reform
1782,TP002,Climate-Resilient Urban Redesign,1,7.77352,Climate-Resilient Urban Redesign
1782,TP001,Energy System Transition,2,7.62591,Climate-Resilient Urban Redesign
1782,TP004,Institutional Governance Reform,3,7.34822,Climate-Resilient Urban Redesign
1782,TP003,Regional Food System Reconfiguration,4,7.34309,Climate-Resilient Urban Redesign
1782,TP006,Public Health Prevention Transformation,5,7.28035,Climate-Resilient Urban Redesign
1782,TP005,Watershed Restoration and Land-Use Transition,6,7.14882,Climate-Resilient Urban Redesign
1783,TP001,Energy System Transition,1,7.6338,Energy System Transition
1783,TP004,Institutional Governance Reform,2,7.41815,Energy System Transition
1783,TP006,Public Health Prevention Transformation,3,7.39642,Energy System Transition
1783,TP002,Climate-Resilient Urban Redesign,4,7.35046,Energy System Transition
1783,TP005,Watershed Restoration and Land-Use Transition,5,7.30638,Energy System Transition
1783,TP003,Regional Food System Reconfiguration,6,7.12715,Energy System Transition
1784,TP002,Climate-Resilient Urban Redesign,1,7.85382,Climate-Resilient Urban Redesign
1784,TP004,Institutional Governance Reform,2,7.79178,Climate-Resilient Urban Redesign
1784,TP006,Public Health Prevention Transformation,3,7.43239,Climate-Resilient Urban Redesign
1784,TP001,Energy System Transition,4,7.40789,Climate-Resilient Urban Redesign
1784,TP003,Regional Food System Reconfiguration,5,7.35812,Climate-Resilient Urban Redesign
1784,TP005,Watershed Restoration and Land-Use Transition,6,7.30096,Climate-Resilient Urban Redesign
1785,TP002,Climate-Resilient Urban Redesign,1,7.98847,Climate-Resilient Urban Redesign
1785,TP004,Institutional Governance Reform,2,7.67804,Climate-Resilient Urban Redesign
1785,TP005,Watershed Restoration and Land-Use Transition,3,7.3858,Climate-Resilient Urban Redesign
1785,TP001,Energy System Transition,4,7.20717,Climate-Resilient Urban Redesign
1785,TP006,Public Health Prevention Transformation,5,7.10009,Climate-Resilient Urban Redesign
1785,TP003,Regional Food System Reconfiguration,6,6.74459,Climate-Resilient Urban Redesign
1786,TP002,Climate-Resilient Urban Redesign,1,7.65967,Climate-Resilient Urban Redesign
1786,TP003,Regional Food System Reconfiguration,2,7.63846,Climate-Resilient Urban Redesign
1786,TP006,Public Health Prevention Transformation,3,7.53282,Climate-Resilient Urban Redesign
1786,TP005,Watershed Restoration and Land-Use Transition,4,7.48309,Climate-Resilient Urban Redesign
1786,TP004,Institutional Governance Reform,5,7.08163,Climate-Resilient Urban Redesign
1786,TP001,Energy System Transition,6,7.041,Climate-Resilient Urban Redesign
1787,TP005,Watershed Restoration and Land-Use Transition,1,7.70229,Watershed Restoration and Land-Use Transition
1787,TP004,Institutional Governance Reform,2,7.68444,Watershed Restoration and Land-Use Transition
1787,TP006,Public Health Prevention Transformation,3,7.51309,Watershed Restoration and Land-Use Transition
1787,TP002,Climate-Resilient Urban Redesign,4,7.51125,Watershed Restoration and Land-Use Transition
1787,TP001,Energy System Transition,5,7.35619,Watershed Restoration and Land-Use Transition
1787,TP003,Regional Food System Reconfiguration,6,6.88915,Watershed Restoration and Land-Use Transition
1788,TP002,Climate-Resilient Urban Redesign,1,7.78867,Climate-Resilient Urban Redesign
1788,TP004,Institutional Governance Reform,2,7.56098,Climate-Resilient Urban Redesign
1788,TP006,Public Health Prevention Transformation,3,7.3623,Climate-Resilient Urban Redesign
1788,TP005,Watershed Restoration and Land-Use Transition,4,7.35862,Climate-Resilient Urban Redesign
1788,TP003,Regional Food System Reconfiguration,5,7.28787,Climate-Resilient Urban Redesign
1788,TP001,Energy System Transition,6,7.13875,Climate-Resilient Urban Redesign
1789,TP002,Climate-Resilient Urban Redesign,1,7.67624,Climate-Resilient Urban Redesign
1789,TP004,Institutional Governance Reform,2,7.6591,Climate-Resilient Urban Redesign
1789,TP001,Energy System Transition,3,7.43404,Climate-Resilient Urban Redesign
1789,TP006,Public Health Prevention Transformation,4,7.40248,Climate-Resilient Urban Redesign
1789,TP005,Watershed Restoration and Land-Use Transition,5,7.19913,Climate-Resilient Urban Redesign
1789,TP003,Regional Food System Reconfiguration,6,7.12302,Climate-Resilient Urban Redesign
1790,TP006,Public Health Prevention Transformation,1,7.79962,Public Health Prevention Transformation
1790,TP004,Institutional Governance Reform,2,7.78276,Public Health Prevention Transformation
1790,TP001,Energy System Transition,3,7.5555,Public Health Prevention Transformation
1790,TP002,Climate-Resilient Urban Redesign,4,7.36464,Public Health Prevention Transformation
1790,TP003,Regional Food System Reconfiguration,5,7.27477,Public Health Prevention Transformation
1790,TP005,Watershed Restoration and Land-Use Transition,6,7.2126,Public Health Prevention Transformation
1791,TP006,Public Health Prevention Transformation,1,7.71072,Public Health Prevention Transformation
1791,TP003,Regional Food System Reconfiguration,2,7.54173,Public Health Prevention Transformation
1791,TP001,Energy System Transition,3,7.48846,Public Health Prevention Transformation
1791,TP005,Watershed Restoration and Land-Use Transition,4,7.26457,Public Health Prevention Transformation
1791,TP002,Climate-Resilient Urban Redesign,5,7.23703,Public Health Prevention Transformation
1791,TP004,Institutional Governance Reform,6,7.01963,Public Health Prevention Transformation
1792,TP001,Energy System Transition,1,7.86102,Energy System Transition
1792,TP006,Public Health Prevention Transformation,2,7.67231,Energy System Transition
1792,TP004,Institutional Governance Reform,3,7.4872,Energy System Transition
1792,TP002,Climate-Resilient Urban Redesign,4,7.47213,Energy System Transition
1792,TP003,Regional Food System Reconfiguration,5,7.46385,Energy System Transition
1792,TP005,Watershed Restoration and Land-Use Transition,6,7.13231,Energy System Transition
1793,TP006,Public Health Prevention Transformation,1,7.70883,Public Health Prevention Transformation
1793,TP002,Climate-Resilient Urban Redesign,2,7.6536,Public Health Prevention Transformation
1793,TP004,Institutional Governance Reform,3,7.61957,Public Health Prevention Transformation
1793,TP005,Watershed Restoration and Land-Use Transition,4,7.3734,Public Health Prevention Transformation
1793,TP001,Energy System Transition,5,7.31393,Public Health Prevention Transformation
1793,TP003,Regional Food System Reconfiguration,6,7.15948,Public Health Prevention Transformation
1794,TP001,Energy System Transition,1,7.80582,Energy System Transition
1794,TP002,Climate-Resilient Urban Redesign,2,7.65327,Energy System Transition
1794,TP005,Watershed Restoration and Land-Use Transition,3,7.4463,Energy System Transition
1794,TP006,Public Health Prevention Transformation,4,7.4442,Energy System Transition
1794,TP003,Regional Food System Reconfiguration,5,7.18638,Energy System Transition
1794,TP004,Institutional Governance Reform,6,6.80376,Energy System Transition
1795,TP005,Watershed Restoration and Land-Use Transition,1,7.59408,Watershed Restoration and Land-Use Transition
1795,TP002,Climate-Resilient Urban Redesign,2,7.36923,Watershed Restoration and Land-Use Transition
1795,TP006,Public Health Prevention Transformation,3,7.31504,Watershed Restoration and Land-Use Transition
1795,TP001,Energy System Transition,4,7.22905,Watershed Restoration and Land-Use Transition
1795,TP003,Regional Food System Reconfiguration,5,7.06189,Watershed Restoration and Land-Use Transition
1795,TP004,Institutional Governance Reform,6,7.02994,Watershed Restoration and Land-Use Transition
1796,TP002,Climate-Resilient Urban Redesign,1,7.747,Climate-Resilient Urban Redesign
1796,TP001,Energy System Transition,2,7.72747,Climate-Resilient Urban Redesign
1796,TP005,Watershed Restoration and Land-Use Transition,3,7.38448,Climate-Resilient Urban Redesign
1796,TP003,Regional Food System Reconfiguration,4,7.3055,Climate-Resilient Urban Redesign
1796,TP006,Public Health Prevention Transformation,5,7.21298,Climate-Resilient Urban Redesign
1796,TP004,Institutional Governance Reform,6,6.98264,Climate-Resilient Urban Redesign
1797,TP002,Climate-Resilient Urban Redesign,1,7.92002,Climate-Resilient Urban Redesign
1797,TP006,Public Health Prevention Transformation,2,7.49431,Climate-Resilient Urban Redesign
1797,TP004,Institutional Governance Reform,3,7.48273,Climate-Resilient Urban Redesign
1797,TP005,Watershed Restoration and Land-Use Transition,4,7.43759,Climate-Resilient Urban Redesign
1797,TP001,Energy System Transition,5,6.89726,Climate-Resilient Urban Redesign
1797,TP003,Regional Food System Reconfiguration,6,6.86013,Climate-Resilient Urban Redesign
1798,TP005,Watershed Restoration and Land-Use Transition,1,7.86465,Watershed Restoration and Land-Use Transition
1798,TP002,Climate-Resilient Urban Redesign,2,7.51837,Watershed Restoration and Land-Use Transition
1798,TP006,Public Health Prevention Transformation,3,7.43942,Watershed Restoration and Land-Use Transition
1798,TP003,Regional Food System Reconfiguration,4,7.39351,Watershed Restoration and Land-Use Transition
1798,TP004,Institutional Governance Reform,5,7.30558,Watershed Restoration and Land-Use Transition
1798,TP001,Energy System Transition,6,6.79251,Watershed Restoration and Land-Use Transition
1799,TP002,Climate-Resilient Urban Redesign,1,7.67261,Climate-Resilient Urban Redesign
1799,TP001,Energy System Transition,2,7.5346,Climate-Resilient Urban Redesign
1799,TP004,Institutional Governance Reform,3,7.53453,Climate-Resilient Urban Redesign
1799,TP003,Regional Food System Reconfiguration,4,7.20424,Climate-Resilient Urban Redesign
1799,TP005,Watershed Restoration and Land-Use Transition,5,7.122,Climate-Resilient Urban Redesign
1799,TP006,Public Health Prevention Transformation,6,6.88376,Climate-Resilient Urban Redesign
1800,TP002,Climate-Resilient Urban Redesign,1,7.95448,Climate-Resilient Urban Redesign
1800,TP005,Watershed Restoration and Land-Use Transition,2,7.7345,Climate-Resilient Urban Redesign
1800,TP004,Institutional Governance Reform,3,7.60006,Climate-Resilient Urban Redesign
1800,TP003,Regional Food System Reconfiguration,4,7.52945,Climate-Resilient Urban Redesign
1800,TP001,Energy System Transition,5,7.42894,Climate-Resilient Urban Redesign
1800,TP006,Public Health Prevention Transformation,6,7.27252,Climate-Resilient Urban Redesign
1801,TP002,Climate-Resilient Urban Redesign,1,7.54638,Climate-Resilient Urban Redesign
1801,TP005,Watershed Restoration and Land-Use Transition,2,7.39482,Climate-Resilient Urban Redesign
1801,TP001,Energy System Transition,3,7.28024,Climate-Resilient Urban Redesign
1801,TP006,Public Health Prevention Transformation,4,7.25744,Climate-Resilient Urban Redesign
1801,TP004,Institutional Governance Reform,5,7.11688,Climate-Resilient Urban Redesign
1801,TP003,Regional Food System Reconfiguration,6,6.95149,Climate-Resilient Urban Redesign
1802,TP002,Climate-Resilient Urban Redesign,1,7.71105,Climate-Resilient Urban Redesign
1802,TP004,Institutional Governance Reform,2,7.53137,Climate-Resilient Urban Redesign
1802,TP005,Watershed Restoration and Land-Use Transition,3,7.38913,Climate-Resilient Urban Redesign
1802,TP001,Energy System Transition,4,7.17911,Climate-Resilient Urban Redesign
1802,TP006,Public Health Prevention Transformation,5,7.10133,Climate-Resilient Urban Redesign
1802,TP003,Regional Food System Reconfiguration,6,7.07272,Climate-Resilient Urban Redesign
1803,TP004,Institutional Governance Reform,1,7.74417,Institutional Governance Reform
1803,TP005,Watershed Restoration and Land-Use Transition,2,7.72714,Institutional Governance Reform
1803,TP001,Energy System Transition,3,7.54867,Institutional Governance Reform
1803,TP006,Public Health Prevention Transformation,4,7.44497,Institutional Governance Reform
1803,TP002,Climate-Resilient Urban Redesign,5,7.41074,Institutional Governance Reform
1803,TP003,Regional Food System Reconfiguration,6,6.98429,Institutional Governance Reform
1804,TP004,Institutional Governance Reform,1,7.92743,Institutional Governance Reform
1804,TP002,Climate-Resilient Urban Redesign,2,7.72671,Institutional Governance Reform
1804,TP005,Watershed Restoration and Land-Use Transition,3,7.53102,Institutional Governance Reform
1804,TP006,Public Health Prevention Transformation,4,7.47906,Institutional Governance Reform
1804,TP001,Energy System Transition,5,7.46901,Institutional Governance Reform
1804,TP003,Regional Food System Reconfiguration,6,7.21309,Institutional Governance Reform
1805,TP006,Public Health Prevention Transformation,1,7.59219,Public Health Prevention Transformation
1805,TP005,Watershed Restoration and Land-Use Transition,2,7.48337,Public Health Prevention Transformation
1805,TP002,Climate-Resilient Urban Redesign,3,7.37631,Public Health Prevention Transformation
1805,TP001,Energy System Transition,4,7.34541,Public Health Prevention Transformation
1805,TP003,Regional Food System Reconfiguration,5,7.0803,Public Health Prevention Transformation
1805,TP004,Institutional Governance Reform,6,6.95235,Public Health Prevention Transformation
1806,TP002,Climate-Resilient Urban Redesign,1,7.99098,Climate-Resilient Urban Redesign
1806,TP006,Public Health Prevention Transformation,2,7.52692,Climate-Resilient Urban Redesign
1806,TP005,Watershed Restoration and Land-Use Transition,3,7.32179,Climate-Resilient Urban Redesign
1806,TP004,Institutional Governance Reform,4,7.28736,Climate-Resilient Urban Redesign
1806,TP001,Energy System Transition,5,7.23654,Climate-Resilient Urban Redesign
1806,TP003,Regional Food System Reconfiguration,6,6.82958,Climate-Resilient Urban Redesign
1807,TP001,Energy System Transition,1,7.64344,Energy System Transition
1807,TP002,Climate-Resilient Urban Redesign,2,7.56282,Energy System Transition
1807,TP006,Public Health Prevention Transformation,3,7.38415,Energy System Transition
1807,TP005,Watershed Restoration and Land-Use Transition,4,7.34255,Energy System Transition
1807,TP004,Institutional Governance Reform,5,7.30173,Energy System Transition
1807,TP003,Regional Food System Reconfiguration,6,7.27562,Energy System Transition
1808,TP002,Climate-Resilient Urban Redesign,1,7.76619,Climate-Resilient Urban Redesign
1808,TP005,Watershed Restoration and Land-Use Transition,2,7.56722,Climate-Resilient Urban Redesign
1808,TP004,Institutional Governance Reform,3,7.47556,Climate-Resilient Urban Redesign
1808,TP003,Regional Food System Reconfiguration,4,7.37163,Climate-Resilient Urban Redesign
1808,TP006,Public Health Prevention Transformation,5,7.3098,Climate-Resilient Urban Redesign
1808,TP001,Energy System Transition,6,7.03266,Climate-Resilient Urban Redesign
1809,TP004,Institutional Governance Reform,1,7.78004,Institutional Governance Reform
1809,TP002,Climate-Resilient Urban Redesign,2,7.73842,Institutional Governance Reform
1809,TP005,Watershed Restoration and Land-Use Transition,3,7.61846,Institutional Governance Reform
1809,TP001,Energy System Transition,4,7.33512,Institutional Governance Reform
1809,TP003,Regional Food System Reconfiguration,5,7.19846,Institutional Governance Reform
1809,TP006,Public Health Prevention Transformation,6,7.15521,Institutional Governance Reform
1810,TP004,Institutional Governance Reform,1,7.86764,Institutional Governance Reform
1810,TP005,Watershed Restoration and Land-Use Transition,2,7.80246,Institutional Governance Reform
1810,TP001,Energy System Transition,3,7.56558,Institutional Governance Reform
1810,TP002,Climate-Resilient Urban Redesign,4,7.48169,Institutional Governance Reform
1810,TP006,Public Health Prevention Transformation,5,7.17337,Institutional Governance Reform
1810,TP003,Regional Food System Reconfiguration,6,6.95727,Institutional Governance Reform
1811,TP002,Climate-Resilient Urban Redesign,1,7.76262,Climate-Resilient Urban Redesign
1811,TP005,Watershed Restoration and Land-Use Transition,2,7.50307,Climate-Resilient Urban Redesign
1811,TP004,Institutional Governance Reform,3,7.32491,Climate-Resilient Urban Redesign
1811,TP006,Public Health Prevention Transformation,4,7.23176,Climate-Resilient Urban Redesign
1811,TP003,Regional Food System Reconfiguration,5,7.2175,Climate-Resilient Urban Redesign
1811,TP001,Energy System Transition,6,7.01366,Climate-Resilient Urban Redesign
1812,TP005,Watershed Restoration and Land-Use Transition,1,7.62591,Watershed Restoration and Land-Use Transition
1812,TP002,Climate-Resilient Urban Redesign,2,7.54855,Watershed Restoration and Land-Use Transition
1812,TP006,Public Health Prevention Transformation,3,7.52052,Watershed Restoration and Land-Use Transition
1812,TP004,Institutional Governance Reform,4,7.36071,Watershed Restoration and Land-Use Transition
1812,TP001,Energy System Transition,5,7.24927,Watershed Restoration and Land-Use Transition
1812,TP003,Regional Food System Reconfiguration,6,7.217,Watershed Restoration and Land-Use Transition
1813,TP002,Climate-Resilient Urban Redesign,1,7.55149,Climate-Resilient Urban Redesign
1813,TP004,Institutional Governance Reform,2,7.53672,Climate-Resilient Urban Redesign
1813,TP006,Public Health Prevention Transformation,3,7.51987,Climate-Resilient Urban Redesign
1813,TP001,Energy System Transition,4,7.42336,Climate-Resilient Urban Redesign
1813,TP005,Watershed Restoration and Land-Use Transition,5,7.37339,Climate-Resilient Urban Redesign
1813,TP003,Regional Food System Reconfiguration,6,7.31398,Climate-Resilient Urban Redesign
1814,TP004,Institutional Governance Reform,1,7.81185,Institutional Governance Reform
1814,TP006,Public Health Prevention Transformation,2,7.45662,Institutional Governance Reform
1814,TP003,Regional Food System Reconfiguration,3,7.4306,Institutional Governance Reform
1814,TP002,Climate-Resilient Urban Redesign,4,7.3372,Institutional Governance Reform
1814,TP005,Watershed Restoration and Land-Use Transition,5,7.21792,Institutional Governance Reform
1814,TP001,Energy System Transition,6,7.20555,Institutional Governance Reform
1815,TP002,Climate-Resilient Urban Redesign,1,7.79242,Climate-Resilient Urban Redesign
1815,TP006,Public Health Prevention Transformation,2,7.67883,Climate-Resilient Urban Redesign
1815,TP001,Energy System Transition,3,7.5113,Climate-Resilient Urban Redesign
1815,TP005,Watershed Restoration and Land-Use Transition,4,7.38605,Climate-Resilient Urban Redesign
1815,TP003,Regional Food System Reconfiguration,5,7.06321,Climate-Resilient Urban Redesign
1815,TP004,Institutional Governance Reform,6,6.96592,Climate-Resilient Urban Redesign
1816,TP002,Climate-Resilient Urban Redesign,1,7.62645,Climate-Resilient Urban Redesign
1816,TP003,Regional Food System Reconfiguration,2,7.38485,Climate-Resilient Urban Redesign
1816,TP001,Energy System Transition,3,7.3779,Climate-Resilient Urban Redesign
1816,TP005,Watershed Restoration and Land-Use Transition,4,7.37097,Climate-Resilient Urban Redesign
1816,TP006,Public Health Prevention Transformation,5,7.18551,Climate-Resilient Urban Redesign
1816,TP004,Institutional Governance Reform,6,7.01856,Climate-Resilient Urban Redesign
1817,TP001,Energy System Transition,1,7.53226,Energy System Transition
1817,TP006,Public Health Prevention Transformation,2,7.51731,Energy System Transition
1817,TP005,Watershed Restoration and Land-Use Transition,3,7.46707,Energy System Transition
1817,TP004,Institutional Governance Reform,4,7.39999,Energy System Transition
1817,TP003,Regional Food System Reconfiguration,5,7.32562,Energy System Transition
1817,TP002,Climate-Resilient Urban Redesign,6,7.27187,Energy System Transition
1818,TP005,Watershed Restoration and Land-Use Transition,1,8.01653,Watershed Restoration and Land-Use Transition
1818,TP006,Public Health Prevention Transformation,2,7.72452,Watershed Restoration and Land-Use Transition
1818,TP004,Institutional Governance Reform,3,7.55456,Watershed Restoration and Land-Use Transition
1818,TP001,Energy System Transition,4,7.43255,Watershed Restoration and Land-Use Transition
1818,TP003,Regional Food System Reconfiguration,5,7.31026,Watershed Restoration and Land-Use Transition
1818,TP002,Climate-Resilient Urban Redesign,6,6.9095,Watershed Restoration and Land-Use Transition
1819,TP005,Watershed Restoration and Land-Use Transition,1,7.66469,Watershed Restoration and Land-Use Transition
1819,TP004,Institutional Governance Reform,2,7.48289,Watershed Restoration and Land-Use Transition
1819,TP002,Climate-Resilient Urban Redesign,3,7.46022,Watershed Restoration and Land-Use Transition
1819,TP001,Energy System Transition,4,7.45193,Watershed Restoration and Land-Use Transition
1819,TP006,Public Health Prevention Transformation,5,7.24118,Watershed Restoration and Land-Use Transition
1819,TP003,Regional Food System Reconfiguration,6,7.07746,Watershed Restoration and Land-Use Transition
1820,TP002,Climate-Resilient Urban Redesign,1,7.82863,Climate-Resilient Urban Redesign
1820,TP005,Watershed Restoration and Land-Use Transition,2,7.49097,Climate-Resilient Urban Redesign
1820,TP001,Energy System Transition,3,7.34462,Climate-Resilient Urban Redesign
1820,TP004,Institutional Governance Reform,4,7.3403,Climate-Resilient Urban Redesign
1820,TP006,Public Health Prevention Transformation,5,7.1232,Climate-Resilient Urban Redesign
1820,TP003,Regional Food System Reconfiguration,6,7.09995,Climate-Resilient Urban Redesign
1821,TP002,Climate-Resilient Urban Redesign,1,7.77744,Climate-Resilient Urban Redesign
1821,TP001,Energy System Transition,2,7.63959,Climate-Resilient Urban Redesign
1821,TP003,Regional Food System Reconfiguration,3,7.40821,Climate-Resilient Urban Redesign
1821,TP004,Institutional Governance Reform,4,7.29502,Climate-Resilient Urban Redesign
1821,TP006,Public Health Prevention Transformation,5,7.26802,Climate-Resilient Urban Redesign
1821,TP005,Watershed Restoration and Land-Use Transition,6,7.14007,Climate-Resilient Urban Redesign
1822,TP001,Energy System Transition,1,7.4532,Energy System Transition
1822,TP002,Climate-Resilient Urban Redesign,2,7.41414,Energy System Transition
1822,TP006,Public Health Prevention Transformation,3,7.34588,Energy System Transition
1822,TP004,Institutional Governance Reform,4,7.3077,Energy System Transition
1822,TP005,Watershed Restoration and Land-Use Transition,5,7.28991,Energy System Transition
1822,TP003,Regional Food System Reconfiguration,6,7.12333,Energy System Transition
1823,TP002,Climate-Resilient Urban Redesign,1,7.56027,Climate-Resilient Urban Redesign
1823,TP004,Institutional Governance Reform,2,7.40885,Climate-Resilient Urban Redesign
1823,TP005,Watershed Restoration and Land-Use Transition,3,7.31979,Climate-Resilient Urban Redesign
1823,TP003,Regional Food System Reconfiguration,4,7.31541,Climate-Resilient Urban Redesign
