scenario_id,scenario_name,time_step,maintenance_backlog,public_trust,ecological_memory,climate_pressure,system_memory,monitoring_quality,justice_visibility,adaptive_capacity,threshold_distance,hidden_risk,fast_shock,system_function
SL004,Unequal exposure and ignored warning,15,0.3385,0.6705,0.6425,0.295,0.65639,0.558,0.46725,0.65126,0.67037,0.34817,0.0,1.0
SL004,Unequal exposure and ignored warning,16,0.3444,0.6672,0.64,0.3,0.66003,0.5592,0.4664,0.64849,0.66603,0.35202,0.0,1.0
SL004,Unequal exposure and ignored warning,17,0.3503,0.6639,0.6375,0.305,0.66365,0.5604,0.46555,0.64572,0.66168,0.35587,0.0,1.0
SL004,Unequal exposure and ignored warning,18,0.3562,0.6606,0.635,0.31,0.66726,0.5616,0.4647,0.64295,0.65734,0.35972,0.0,1.0
SL004,Unequal exposure and ignored warning,19,0.3621,0.6573,0.6325,0.315,0.67085,0.5628,0.46385,0.64018,0.653,0.36357,0.0,1.0
SL004,Unequal exposure and ignored warning,20,0.368,0.654,0.63,0.32,0.67443,0.564,0.463,0.6374,0.64866,0.36742,0.0,1.0
SL004,Unequal exposure and ignored warning,21,0.3739,0.6507,0.6275,0.325,0.67799,0.5652,0.46215,0.63463,0.64432,0.37127,0.0,1.0
SL004,Unequal exposure and ignored warning,22,0.3798,0.6474,0.625,0.33,0.68154,0.5664,0.4613,0.63185,0.63998,0.37512,0.0,1.0
SL004,Unequal exposure and ignored warning,23,0.3857,0.6441,0.6225,0.335,0.68507,0.5676,0.46045,0.62907,0.63564,0.37897,0.0,1.0
SL004,Unequal exposure and ignored warning,24,0.3916,0.6408,0.62,0.34,0.68859,0.5688,0.4596,0.62629,0.63129,0.38282,0.0,1.0
SL004,Unequal exposure and ignored warning,25,0.3975,0.6375,0.6175,0.345,0.69209,0.57,0.45875,0.62351,0.62695,0.38668,0.0,1.0
SL004,Unequal exposure and ignored warning,26,0.4034,0.6342,0.615,0.35,0.69558,0.5712,0.4579,0.62073,0.62261,0.39053,0.0,1.0
SL004,Unequal exposure and ignored warning,27,0.4093,0.6309,0.6125,0.355,0.69905,0.5724,0.45705,0.61794,0.61827,0.39438,0.0,1.0
SL004,Unequal exposure and ignored warning,28,0.4152,0.6276,0.61,0.36,0.70251,0.5736,0.4562,0.61515,0.61392,0.39823,0.0,1.0
SL004,Unequal exposure and ignored warning,29,0.4211,0.6243,0.6075,0.365,0.70595,0.5748,0.45535,0.61237,0.60958,0.40208,0.0,1.0
SL004,Unequal exposure and ignored warning,30,0.427,0.621,0.605,0.37,0.70938,0.576,0.4545,0.60958,0.60524,0.40593,0.0,1.0
SL004,Unequal exposure and ignored warning,31,0.4329,0.6177,0.6025,0.375,0.71279,0.5772,0.45365,0.60679,0.60089,0.40978,0.0,1.0
SL004,Unequal exposure and ignored warning,32,0.4388,0.6144,0.6,0.38,0.71619,0.5784,0.4528,0.60399,0.59655,0.41363,0.0,1.0
SL004,Unequal exposure and ignored warning,33,0.4447,0.6111,0.5975,0.385,0.71957,0.5796,0.45195,0.6012,0.59221,0.41748,0.0,1.0
SL004,Unequal exposure and ignored warning,34,0.4506,0.6078,0.595,0.39,0.72294,0.5808,0.4511,0.59841,0.58786,0.42133,0.0,1.0
SL004,Unequal exposure and ignored warning,35,0.4565,0.6045,0.5925,0.395,0.72629,0.582,0.45025,0.59561,0.58352,0.42519,0.0,1.0
SL004,Unequal exposure and ignored warning,36,0.4624,0.6012,0.59,0.4,0.72962,0.5832,0.4494,0.59281,0.57918,0.42904,0.0,1.0
SL004,Unequal exposure and ignored warning,37,0.4683,0.5979,0.5875,0.405,0.73294,0.5844,0.44855,0.59001,0.57483,0.43289,0.0,1.0
SL004,Unequal exposure and ignored warning,38,0.4742,0.5946,0.585,0.41,0.73625,0.5856,0.4477,0.58721,0.57049,0.43674,0.0,1.0
SL004,Unequal exposure and ignored warning,39,0.4801,0.5913,0.5825,0.415,0.73954,0.5868,0.44685,0.58441,0.56614,0.44059,0.0,1.0
SL004,Unequal exposure and ignored warning,40,0.486,0.588,0.58,0.42,0.74282,0.588,0.446,0.5816,0.5618,0.44444,0.0,1.0
SL004,Unequal exposure and ignored warning,41,0.4919,0.5847,0.5775,0.425,0.74608,0.5892,0.44515,0.5788,0.55746,0.44829,0.0,1.0
SL004,Unequal exposure and ignored warning,42,0.4978,0.5814,0.575,0.43,0.74932,0.5904,0.4443,0.57599,0.55311,0.45214,0.0,1.0
SL004,Unequal exposure and ignored warning,43,0.5037,0.5781,0.5725,0.435,0.75256,0.5916,0.44345,0.57318,0.54877,0.45599,0.0,1.0
SL004,Unequal exposure and ignored warning,44,0.5096,0.5748,0.57,0.44,0.75577,0.5928,0.4426,0.57037,0.54442,0.45984,0.0,1.0
SL004,Unequal exposure and ignored warning,45,0.5155,0.5715,0.5675,0.445,0.75897,0.594,0.44175,0.56756,0.54008,0.4637,0.0,1.0
SL004,Unequal exposure and ignored warning,46,0.5214,0.5682,0.565,0.45,0.76216,0.5952,0.4409,0.56474,0.53573,0.46755,0.0,1.0
SL004,Unequal exposure and ignored warning,47,0.5273,0.5649,0.5625,0.455,0.76533,0.5964,0.44005,0.56193,0.53138,0.4714,0.0,1.0
SL004,Unequal exposure and ignored warning,48,0.5332,0.5616,0.56,0.46,0.76848,0.5976,0.4392,0.55911,0.52704,0.47525,0.0,1.0
SL004,Unequal exposure and ignored warning,49,0.5391,0.5583,0.5575,0.465,0.77162,0.5988,0.43835,0.55629,0.52269,0.4791,0.0,1.0
SL004,Unequal exposure and ignored warning,50,0.545,0.555,0.555,0.47,0.77475,0.6,0.4375,0.55347,0.51835,0.48295,0.0,1.0
SL004,Unequal exposure and ignored warning,51,0.5509,0.5517,0.5525,0.475,0.77786,0.6012,0.43665,0.55065,0.514,0.4868,0.0,1.0
SL004,Unequal exposure and ignored warning,52,0.5568,0.5484,0.55,0.48,0.78095,0.6024,0.4358,0.54783,0.50966,0.49065,0.0,1.0
SL004,Unequal exposure and ignored warning,53,0.5627,0.5451,0.5475,0.485,0.78403,0.6036,0.43495,0.54501,0.50531,0.4945,0.0,1.0
SL004,Unequal exposure and ignored warning,54,0.5686,0.5418,0.545,0.49,0.7871,0.6048,0.4341,0.54218,0.50096,0.49835,0.0,1.0
SL004,Unequal exposure and ignored warning,55,0.5745,0.5385,0.5425,0.495,0.79015,0.606,0.43325,0.53935,0.49662,0.50221,0.0,1.0
SL004,Unequal exposure and ignored warning,56,0.5804,0.5352,0.54,0.5,0.79318,0.6072,0.4324,0.53653,0.49227,0.50606,0.0,1.0
SL004,Unequal exposure and ignored warning,57,0.5863,0.5319,0.5375,0.505,0.7962,0.6084,0.43155,0.5337,0.48792,0.50991,0.0,1.0
SL004,Unequal exposure and ignored warning,58,0.5922,0.5286,0.535,0.51,0.7992,0.6096,0.4307,0.53086,0.48357,0.51376,0.0,1.0
SL004,Unequal exposure and ignored warning,59,0.5981,0.5253,0.5325,0.515,0.80219,0.6108,0.42985,0.52803,0.47923,0.51761,0.0,1.0
SL004,Unequal exposure and ignored warning,60,0.604,0.522,0.53,0.52,0.80517,0.612,0.429,0.5252,0.47488,0.52146,0.0,1.0
SL004,Unequal exposure and ignored warning,61,0.6099,0.5187,0.5275,0.525,0.80813,0.6132,0.42815,0.52236,0.47053,0.52531,0.0,1.0
SL004,Unequal exposure and ignored warning,62,0.6158,0.5154,0.525,0.53,0.81107,0.6144,0.4273,0.51952,0.46618,0.52916,0.0,1.0
SL004,Unequal exposure and ignored warning,63,0.6217,0.5121,0.5225,0.535,0.814,0.6156,0.42645,0.51668,0.46184,0.53301,0.0,1.0
SL004,Unequal exposure and ignored warning,64,0.6276,0.5088,0.52,0.54,0.81691,0.6168,0.4256,0.51384,0.45749,0.53686,0.0,1.0
SL004,Unequal exposure and ignored warning,65,0.6335,0.5055,0.5175,0.545,0.81981,0.618,0.42475,0.511,0.45314,0.54072,0.0,1.0
SL004,Unequal exposure and ignored warning,66,0.6394,0.5022,0.515,0.55,0.82269,0.6192,0.4239,0.50816,0.44879,0.54457,0.0,1.0
SL004,Unequal exposure and ignored warning,67,0.6453,0.4989,0.5125,0.555,0.82556,0.6204,0.42305,0.50531,0.44444,0.54842,0.0,1.0
SL004,Unequal exposure and ignored warning,68,0.6512,0.4956,0.51,0.56,0.82842,0.6216,0.4222,0.50247,0.44009,0.55227,0.36,0.83648
SL004,Unequal exposure and ignored warning,69,0.6571,0.4923,0.5075,0.565,0.83125,0.6228,0.42135,0.49962,0.43575,0.55612,0.0,0.83732
SL004,Unequal exposure and ignored warning,70,0.663,0.489,0.505,0.57,0.83408,0.624,0.4205,0.49677,0.4314,0.55997,0.0,0.8369
SL004,Unequal exposure and ignored warning,71,0.6689,0.4857,0.5025,0.575,0.83688,0.6252,0.41965,0.49392,0.42705,0.56382,0.0,0.83524
SL004,Unequal exposure and ignored warning,72,0.6748,0.4824,0.5,0.58,0.83968,0.6264,0.4188,0.49106,0.4227,0.56767,0.0,0.83233
SL004,Unequal exposure and ignored warning,73,0.6807,0.4791,0.4975,0.585,0.84245,0.6276,0.41795,0.48821,0.41835,0.57152,0.0,0.82818
SL004,Unequal exposure and ignored warning,74,0.6866,0.4758,0.495,0.59,0.84522,0.6288,0.4171,0.48535,0.414,0.57537,0.0,0.82277
SL004,Unequal exposure and ignored warning,75,0.6925,0.4725,0.4925,0.595,0.84796,0.63,0.41625,0.4825,0.40965,0.57922,0.0,0.8161
SL004,Unequal exposure and ignored warning,76,0.6984,0.4692,0.49,0.6,0.8507,0.6312,0.4154,0.47964,0.4053,0.58308,0.0,0.80819
SL004,Unequal exposure and ignored warning,77,0.7043,0.4659,0.4875,0.605,0.85341,0.6324,0.41455,0.47678,0.40095,0.58693,0.0,0.79902
SL004,Unequal exposure and ignored warning,78,0.7102,0.4626,0.485,0.61,0.85612,0.6336,0.4137,0.47392,0.3966,0.59078,0.0,0.7886
SL004,Unequal exposure and ignored warning,79,0.7161,0.4593,0.4825,0.615,0.8588,0.6348,0.41285,0.47105,0.39225,0.59463,0.0,0.77692
SL004,Unequal exposure and ignored warning,80,0.722,0.456,0.48,0.62,0.86148,0.636,0.412,0.46819,0.3879,0.59848,0.0,0.76399
SL004,Unequal exposure and ignored warning,81,0.7279,0.4527,0.4775,0.625,0.86413,0.6372,0.41115,0.46532,0.38355,0.60233,0.0,0.7498
SL004,Unequal exposure and ignored warning,82,0.7338,0.4494,0.475,0.63,0.86677,0.6384,0.4103,0.46245,0.3792,0.60618,0.0,0.73435
SL004,Unequal exposure and ignored warning,83,0.7397,0.4461,0.4725,0.635,0.8694,0.6396,0.40945,0.45958,0.37485,0.61003,0.0,0.71765
SL004,Unequal exposure and ignored warning,84,0.7456,0.4428,0.47,0.64,0.87201,0.6408,0.4086,0.45671,0.3705,0.61388,0.0,0.69968
SL004,Unequal exposure and ignored warning,85,0.7515,0.4395,0.4675,0.645,0.87461,0.642,0.40775,0.45384,0.36614,0.61773,0.0,0.68046
SL004,Unequal exposure and ignored warning,86,0.7574,0.4362,0.465,0.65,0.87719,0.6432,0.4069,0.45097,0.36179,0.62159,0.0,0.65997
SL004,Unequal exposure and ignored warning,87,0.7633,0.4329,0.4625,0.655,0.87976,0.6444,0.40605,0.44809,0.35744,0.62544,0.0,0.63822
SL004,Unequal exposure and ignored warning,88,0.7692,0.4296,0.46,0.66,0.88231,0.6456,0.4052,0.44521,0.35309,0.62929,0.0,0.61521
SL004,Unequal exposure and ignored warning,89,0.7751,0.4263,0.4575,0.665,0.88484,0.6468,0.40435,0.44234,0.34874,0.63314,0.0,0.59093
SL004,Unequal exposure and ignored warning,90,0.781,0.423,0.455,0.67,0.88737,0.648,0.4035,0.43946,0.34439,0.63699,0.0,0.56539
SL004,Unequal exposure and ignored warning,91,0.7869,0.4197,0.4525,0.675,0.88987,0.6492,0.40265,0.43658,0.34003,0.64084,0.0,0.53858
SL004,Unequal exposure and ignored warning,92,0.7928,0.4164,0.45,0.68,0.89236,0.6504,0.4018,0.43369,0.33568,0.64469,0.0,0.51051
SL004,Unequal exposure and ignored warning,93,0.7987,0.4131,0.4475,0.685,0.89484,0.6516,0.40095,0.43081,0.33133,0.64854,0.0,0.48117
SL004,Unequal exposure and ignored warning,94,0.8046,0.4098,0.445,0.69,0.8973,0.6528,0.4001,0.42792,0.32698,0.65239,0.36,0.28496
SL004,Unequal exposure and ignored warning,95,0.8105,0.4065,0.4425,0.695,0.89974,0.654,0.39925,0.42503,0.32262,0.65624,0.0,0.25308
SL004,Unequal exposure and ignored warning,96,0.8164,0.4032,0.44,0.7,0.90217,0.6552,0.3984,0.42215,0.31827,0.6601,0.0,0.21994
SL004,Unequal exposure and ignored warning,97,0.8223,0.3999,0.4375,0.705,0.90459,0.6564,0.39755,0.41925,0.31392,0.66395,0.0,0.18552
SL004,Unequal exposure and ignored warning,98,0.8282,0.3966,0.435,0.71,0.90699,0.6576,0.3967,0.41636,0.30956,0.6678,0.0,0.14983
SL004,Unequal exposure and ignored warning,99,0.8341,0.3933,0.4325,0.715,0.90938,0.6588,0.39585,0.41347,0.30521,0.67165,0.0,0.11286
SL004,Unequal exposure and ignored warning,100,0.84,0.39,0.43,0.72,0.91175,0.66,0.395,0.41057,0.30086,0.6755,0.0,0.07463
SL004,Unequal exposure and ignored warning,101,0.8459,0.3867,0.4275,0.725,0.9141,0.6612,0.39415,0.40768,0.2965,0.67935,0.0,0.03511
SL004,Unequal exposure and ignored warning,102,0.8518,0.3834,0.425,0.73,0.91644,0.6624,0.3933,0.40478,0.29215,0.6832,0.0,0.0
SL004,Unequal exposure and ignored warning,103,0.8577,0.3801,0.4225,0.735,0.91876,0.6636,0.39245,0.40188,0.2878,0.68705,0.0,0.0
SL004,Unequal exposure and ignored warning,104,0.8636,0.3768,0.42,0.74,0.92107,0.6648,0.3916,0.39898,0.28344,0.6909,0.0,0.0
SL004,Unequal exposure and ignored warning,105,0.8695,0.3735,0.4175,0.745,0.92337,0.666,0.39075,0.39608,0.27909,0.69475,0.0,0.0
SL004,Unequal exposure and ignored warning,106,0.8754,0.3702,0.415,0.75,0.92565,0.6672,0.3899,0.39317,0.27473,0.69861,0.0,0.0
SL004,Unequal exposure and ignored warning,107,0.8813,0.3669,0.4125,0.755,0.92791,0.6684,0.38905,0.39027,0.27038,0.70246,0.0,0.0
SL004,Unequal exposure and ignored warning,108,0.8872,0.3636,0.41,0.76,0.93016,0.6696,0.3882,0.38736,0.26602,0.70631,0.0,0.0
SL004,Unequal exposure and ignored warning,109,0.8931,0.3603,0.4075,0.765,0.9324,0.6708,0.38735,0.38445,0.26167,0.71016,0.0,0.0
SL004,Unequal exposure and ignored warning,110,0.899,0.357,0.405,0.77,0.93461,0.672,0.3865,0.38154,0.25731,0.71401,0.0,0.0
SL004,Unequal exposure and ignored warning,111,0.9049,0.3537,0.4025,0.775,0.93682,0.6732,0.38565,0.37863,0.25296,0.71786,0.0,0.0
SL004,Unequal exposure and ignored warning,112,0.9108,0.3504,0.4,0.78,0.93901,0.6744,0.3848,0.37572,0.2486,0.72171,0.0,0.0
SL004,Unequal exposure and ignored warning,113,0.9167,0.3471,0.3975,0.785,0.94118,0.6756,0.38395,0.3728,0.24425,0.72556,0.0,0.0
SL004,Unequal exposure and ignored warning,114,0.9226,0.3438,0.395,0.79,0.94334,0.6768,0.3831,0.36989,0.23989,0.72941,0.0,0.0
SL004,Unequal exposure and ignored warning,115,0.9285,0.3405,0.3925,0.795,0.94548,0.678,0.38225,0.36697,0.23554,0.73326,0.0,0.0
SL004,Unequal exposure and ignored warning,116,0.9344,0.3372,0.39,0.8,0.94761,0.6792,0.3814,0.36405,0.23118,0.73712,0.0,0.0
SL004,Unequal exposure and ignored warning,117,0.9403,0.3339,0.3875,0.805,0.94972,0.6804,0.38055,0.36113,0.22682,0.74097,0.0,0.0
SL004,Unequal exposure and ignored warning,118,0.9462,0.3306,0.385,0.81,0.95182,0.6816,0.3797,0.35821,0.22247,0.74482,0.0,0.0
SL004,Unequal exposure and ignored warning,119,0.9521,0.3273,0.3825,0.815,0.95391,0.6828,0.37885,0.35528,0.21811,0.74867,0.0,0.0
SL004,Unequal exposure and ignored warning,120,0.958,0.324,0.38,0.82,0.95597,0.684,0.378,0.35236,0.21376,0.75252,0.0,0.0
