simulation_id,strategy_id,strategy,rank,adaptive_learning_value,winner
1906,AM003,Community Knowledge and Early Warning Network,2,7.45012,Adaptive Governance Decision-Trigger Framework
1906,AM002,Institutional After-Action Learning System,3,7.31364,Adaptive Governance Decision-Trigger Framework
1906,AM001,Ecological Monitoring and Threshold Review,4,7.2681,Adaptive Governance Decision-Trigger Framework
1906,AM004,Infrastructure Memory and Maintenance Analytics,5,6.99635,Adaptive Governance Decision-Trigger Framework
1906,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.84391,Adaptive Governance Decision-Trigger Framework
1907,AM005,Adaptive Governance Decision-Trigger Framework,1,7.43346,Adaptive Governance Decision-Trigger Framework
1907,AM003,Community Knowledge and Early Warning Network,2,7.41956,Adaptive Governance Decision-Trigger Framework
1907,AM001,Ecological Monitoring and Threshold Review,3,7.10648,Adaptive Governance Decision-Trigger Framework
1907,AM006,Safe-to-Fail Climate Adaptation Pilots,4,7.07816,Adaptive Governance Decision-Trigger Framework
1907,AM002,Institutional After-Action Learning System,5,7.01089,Adaptive Governance Decision-Trigger Framework
1907,AM004,Infrastructure Memory and Maintenance Analytics,6,6.81876,Adaptive Governance Decision-Trigger Framework
1908,AM003,Community Knowledge and Early Warning Network,1,7.76274,Community Knowledge and Early Warning Network
1908,AM001,Ecological Monitoring and Threshold Review,2,7.35522,Community Knowledge and Early Warning Network
1908,AM005,Adaptive Governance Decision-Trigger Framework,3,7.32788,Community Knowledge and Early Warning Network
1908,AM004,Infrastructure Memory and Maintenance Analytics,4,7.27091,Community Knowledge and Early Warning Network
1908,AM002,Institutional After-Action Learning System,5,7.13902,Community Knowledge and Early Warning Network
1908,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.95223,Community Knowledge and Early Warning Network
1909,AM003,Community Knowledge and Early Warning Network,1,7.4261,Community Knowledge and Early Warning Network
1909,AM006,Safe-to-Fail Climate Adaptation Pilots,2,7.35455,Community Knowledge and Early Warning Network
1909,AM005,Adaptive Governance Decision-Trigger Framework,3,7.19397,Community Knowledge and Early Warning Network
1909,AM002,Institutional After-Action Learning System,4,7.1243,Community Knowledge and Early Warning Network
1909,AM001,Ecological Monitoring and Threshold Review,5,7.07198,Community Knowledge and Early Warning Network
1909,AM004,Infrastructure Memory and Maintenance Analytics,6,6.66409,Community Knowledge and Early Warning Network
1910,AM005,Adaptive Governance Decision-Trigger Framework,1,7.65126,Adaptive Governance Decision-Trigger Framework
1910,AM002,Institutional After-Action Learning System,2,7.65049,Adaptive Governance Decision-Trigger Framework
1910,AM003,Community Knowledge and Early Warning Network,3,7.26404,Adaptive Governance Decision-Trigger Framework
1910,AM006,Safe-to-Fail Climate Adaptation Pilots,4,6.8876,Adaptive Governance Decision-Trigger Framework
1910,AM001,Ecological Monitoring and Threshold Review,5,6.88257,Adaptive Governance Decision-Trigger Framework
1910,AM004,Infrastructure Memory and Maintenance Analytics,6,6.65049,Adaptive Governance Decision-Trigger Framework
1911,AM002,Institutional After-Action Learning System,1,7.39827,Institutional After-Action Learning System
1911,AM001,Ecological Monitoring and Threshold Review,2,7.35601,Institutional After-Action Learning System
1911,AM005,Adaptive Governance Decision-Trigger Framework,3,7.29169,Institutional After-Action Learning System
1911,AM004,Infrastructure Memory and Maintenance Analytics,4,7.27767,Institutional After-Action Learning System
1911,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.19582,Institutional After-Action Learning System
1911,AM003,Community Knowledge and Early Warning Network,6,7.15102,Institutional After-Action Learning System
1912,AM005,Adaptive Governance Decision-Trigger Framework,1,7.6222,Adaptive Governance Decision-Trigger Framework
1912,AM003,Community Knowledge and Early Warning Network,2,7.39199,Adaptive Governance Decision-Trigger Framework
1912,AM004,Infrastructure Memory and Maintenance Analytics,3,7.37266,Adaptive Governance Decision-Trigger Framework
1912,AM002,Institutional After-Action Learning System,4,7.33021,Adaptive Governance Decision-Trigger Framework
1912,AM006,Safe-to-Fail Climate Adaptation Pilots,5,6.94732,Adaptive Governance Decision-Trigger Framework
1912,AM001,Ecological Monitoring and Threshold Review,6,6.71186,Adaptive Governance Decision-Trigger Framework
1913,AM003,Community Knowledge and Early Warning Network,1,7.37048,Community Knowledge and Early Warning Network
1913,AM005,Adaptive Governance Decision-Trigger Framework,2,7.32429,Community Knowledge and Early Warning Network
1913,AM002,Institutional After-Action Learning System,3,6.97089,Community Knowledge and Early Warning Network
1913,AM004,Infrastructure Memory and Maintenance Analytics,4,6.94757,Community Knowledge and Early Warning Network
1913,AM001,Ecological Monitoring and Threshold Review,5,6.90261,Community Knowledge and Early Warning Network
1913,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.5912,Community Knowledge and Early Warning Network
1914,AM005,Adaptive Governance Decision-Trigger Framework,1,7.44326,Adaptive Governance Decision-Trigger Framework
1914,AM003,Community Knowledge and Early Warning Network,2,7.25676,Adaptive Governance Decision-Trigger Framework
1914,AM002,Institutional After-Action Learning System,3,7.17582,Adaptive Governance Decision-Trigger Framework
1914,AM001,Ecological Monitoring and Threshold Review,4,7.00651,Adaptive Governance Decision-Trigger Framework
1914,AM004,Infrastructure Memory and Maintenance Analytics,5,6.79086,Adaptive Governance Decision-Trigger Framework
1914,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.73029,Adaptive Governance Decision-Trigger Framework
1915,AM003,Community Knowledge and Early Warning Network,1,7.51237,Community Knowledge and Early Warning Network
1915,AM005,Adaptive Governance Decision-Trigger Framework,2,7.43353,Community Knowledge and Early Warning Network
1915,AM002,Institutional After-Action Learning System,3,7.36852,Community Knowledge and Early Warning Network
1915,AM004,Infrastructure Memory and Maintenance Analytics,4,7.27733,Community Knowledge and Early Warning Network
1915,AM001,Ecological Monitoring and Threshold Review,5,7.08024,Community Knowledge and Early Warning Network
1915,AM006,Safe-to-Fail Climate Adaptation Pilots,6,7.06758,Community Knowledge and Early Warning Network
1916,AM001,Ecological Monitoring and Threshold Review,1,7.42373,Ecological Monitoring and Threshold Review
1916,AM004,Infrastructure Memory and Maintenance Analytics,2,7.4101,Ecological Monitoring and Threshold Review
1916,AM006,Safe-to-Fail Climate Adaptation Pilots,3,7.32889,Ecological Monitoring and Threshold Review
1916,AM005,Adaptive Governance Decision-Trigger Framework,4,7.23826,Ecological Monitoring and Threshold Review
1916,AM003,Community Knowledge and Early Warning Network,5,7.11605,Ecological Monitoring and Threshold Review
1916,AM002,Institutional After-Action Learning System,6,7.08363,Ecological Monitoring and Threshold Review
1917,AM002,Institutional After-Action Learning System,1,7.4662,Institutional After-Action Learning System
1917,AM005,Adaptive Governance Decision-Trigger Framework,2,7.34275,Institutional After-Action Learning System
1917,AM004,Infrastructure Memory and Maintenance Analytics,3,7.32825,Institutional After-Action Learning System
1917,AM003,Community Knowledge and Early Warning Network,4,7.29867,Institutional After-Action Learning System
1917,AM001,Ecological Monitoring and Threshold Review,5,7.19435,Institutional After-Action Learning System
1917,AM006,Safe-to-Fail Climate Adaptation Pilots,6,7.14054,Institutional After-Action Learning System
1918,AM003,Community Knowledge and Early Warning Network,1,7.73114,Community Knowledge and Early Warning Network
1918,AM002,Institutional After-Action Learning System,2,7.37427,Community Knowledge and Early Warning Network
1918,AM001,Ecological Monitoring and Threshold Review,3,7.26879,Community Knowledge and Early Warning Network
1918,AM005,Adaptive Governance Decision-Trigger Framework,4,7.24614,Community Knowledge and Early Warning Network
1918,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.19539,Community Knowledge and Early Warning Network
1918,AM004,Infrastructure Memory and Maintenance Analytics,6,7.11134,Community Knowledge and Early Warning Network
1919,AM003,Community Knowledge and Early Warning Network,1,7.6033,Community Knowledge and Early Warning Network
1919,AM005,Adaptive Governance Decision-Trigger Framework,2,7.27466,Community Knowledge and Early Warning Network
1919,AM006,Safe-to-Fail Climate Adaptation Pilots,3,7.16712,Community Knowledge and Early Warning Network
1919,AM001,Ecological Monitoring and Threshold Review,4,7.16704,Community Knowledge and Early Warning Network
1919,AM004,Infrastructure Memory and Maintenance Analytics,5,6.99289,Community Knowledge and Early Warning Network
1919,AM002,Institutional After-Action Learning System,6,6.93508,Community Knowledge and Early Warning Network
1920,AM005,Adaptive Governance Decision-Trigger Framework,1,7.77821,Adaptive Governance Decision-Trigger Framework
1920,AM003,Community Knowledge and Early Warning Network,2,7.60284,Adaptive Governance Decision-Trigger Framework
1920,AM006,Safe-to-Fail Climate Adaptation Pilots,3,7.31999,Adaptive Governance Decision-Trigger Framework
1920,AM001,Ecological Monitoring and Threshold Review,4,7.02229,Adaptive Governance Decision-Trigger Framework
1920,AM002,Institutional After-Action Learning System,5,6.98482,Adaptive Governance Decision-Trigger Framework
1920,AM004,Infrastructure Memory and Maintenance Analytics,6,6.86653,Adaptive Governance Decision-Trigger Framework
1921,AM005,Adaptive Governance Decision-Trigger Framework,1,7.55735,Adaptive Governance Decision-Trigger Framework
1921,AM001,Ecological Monitoring and Threshold Review,2,7.54112,Adaptive Governance Decision-Trigger Framework
1921,AM002,Institutional After-Action Learning System,3,7.53639,Adaptive Governance Decision-Trigger Framework
1921,AM004,Infrastructure Memory and Maintenance Analytics,4,7.21783,Adaptive Governance Decision-Trigger Framework
1921,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.05638,Adaptive Governance Decision-Trigger Framework
1921,AM003,Community Knowledge and Early Warning Network,6,6.99985,Adaptive Governance Decision-Trigger Framework
1922,AM002,Institutional After-Action Learning System,1,7.53773,Institutional After-Action Learning System
1922,AM003,Community Knowledge and Early Warning Network,2,7.31002,Institutional After-Action Learning System
1922,AM005,Adaptive Governance Decision-Trigger Framework,3,7.17152,Institutional After-Action Learning System
1922,AM006,Safe-to-Fail Climate Adaptation Pilots,4,7.05467,Institutional After-Action Learning System
1922,AM001,Ecological Monitoring and Threshold Review,5,7.00999,Institutional After-Action Learning System
1922,AM004,Infrastructure Memory and Maintenance Analytics,6,6.85744,Institutional After-Action Learning System
1923,AM005,Adaptive Governance Decision-Trigger Framework,1,7.79546,Adaptive Governance Decision-Trigger Framework
1923,AM002,Institutional After-Action Learning System,2,7.35136,Adaptive Governance Decision-Trigger Framework
1923,AM004,Infrastructure Memory and Maintenance Analytics,3,7.30617,Adaptive Governance Decision-Trigger Framework
1923,AM003,Community Knowledge and Early Warning Network,4,7.2754,Adaptive Governance Decision-Trigger Framework
1923,AM001,Ecological Monitoring and Threshold Review,5,7.10257,Adaptive Governance Decision-Trigger Framework
1923,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.71718,Adaptive Governance Decision-Trigger Framework
1924,AM005,Adaptive Governance Decision-Trigger Framework,1,7.55525,Adaptive Governance Decision-Trigger Framework
1924,AM004,Infrastructure Memory and Maintenance Analytics,2,7.4269,Adaptive Governance Decision-Trigger Framework
1924,AM003,Community Knowledge and Early Warning Network,3,7.33051,Adaptive Governance Decision-Trigger Framework
1924,AM006,Safe-to-Fail Climate Adaptation Pilots,4,7.18436,Adaptive Governance Decision-Trigger Framework
1924,AM002,Institutional After-Action Learning System,5,7.15214,Adaptive Governance Decision-Trigger Framework
1924,AM001,Ecological Monitoring and Threshold Review,6,6.79404,Adaptive Governance Decision-Trigger Framework
1925,AM001,Ecological Monitoring and Threshold Review,1,7.85518,Ecological Monitoring and Threshold Review
1925,AM005,Adaptive Governance Decision-Trigger Framework,2,7.6524,Ecological Monitoring and Threshold Review
1925,AM006,Safe-to-Fail Climate Adaptation Pilots,3,7.33258,Ecological Monitoring and Threshold Review
1925,AM004,Infrastructure Memory and Maintenance Analytics,4,7.30335,Ecological Monitoring and Threshold Review
1925,AM003,Community Knowledge and Early Warning Network,5,7.28764,Ecological Monitoring and Threshold Review
1925,AM002,Institutional After-Action Learning System,6,7.28246,Ecological Monitoring and Threshold Review
1926,AM005,Adaptive Governance Decision-Trigger Framework,1,7.59432,Adaptive Governance Decision-Trigger Framework
1926,AM003,Community Knowledge and Early Warning Network,2,7.49176,Adaptive Governance Decision-Trigger Framework
1926,AM004,Infrastructure Memory and Maintenance Analytics,3,7.28821,Adaptive Governance Decision-Trigger Framework
1926,AM002,Institutional After-Action Learning System,4,7.26953,Adaptive Governance Decision-Trigger Framework
1926,AM001,Ecological Monitoring and Threshold Review,5,7.11766,Adaptive Governance Decision-Trigger Framework
1926,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.86086,Adaptive Governance Decision-Trigger Framework
1927,AM005,Adaptive Governance Decision-Trigger Framework,1,7.40108,Adaptive Governance Decision-Trigger Framework
1927,AM002,Institutional After-Action Learning System,2,7.35929,Adaptive Governance Decision-Trigger Framework
1927,AM003,Community Knowledge and Early Warning Network,3,7.34667,Adaptive Governance Decision-Trigger Framework
1927,AM004,Infrastructure Memory and Maintenance Analytics,4,7.30416,Adaptive Governance Decision-Trigger Framework
1927,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.15882,Adaptive Governance Decision-Trigger Framework
1927,AM001,Ecological Monitoring and Threshold Review,6,6.59476,Adaptive Governance Decision-Trigger Framework
1928,AM003,Community Knowledge and Early Warning Network,1,7.5488,Community Knowledge and Early Warning Network
1928,AM002,Institutional After-Action Learning System,2,7.49595,Community Knowledge and Early Warning Network
1928,AM004,Infrastructure Memory and Maintenance Analytics,3,7.48175,Community Knowledge and Early Warning Network
1928,AM001,Ecological Monitoring and Threshold Review,4,7.42446,Community Knowledge and Early Warning Network
1928,AM005,Adaptive Governance Decision-Trigger Framework,5,7.20394,Community Knowledge and Early Warning Network
1928,AM006,Safe-to-Fail Climate Adaptation Pilots,6,7.0616,Community Knowledge and Early Warning Network
1929,AM005,Adaptive Governance Decision-Trigger Framework,1,7.94935,Adaptive Governance Decision-Trigger Framework
1929,AM003,Community Knowledge and Early Warning Network,2,7.60786,Adaptive Governance Decision-Trigger Framework
1929,AM004,Infrastructure Memory and Maintenance Analytics,3,7.47617,Adaptive Governance Decision-Trigger Framework
1929,AM006,Safe-to-Fail Climate Adaptation Pilots,4,7.45589,Adaptive Governance Decision-Trigger Framework
1929,AM002,Institutional After-Action Learning System,5,7.13204,Adaptive Governance Decision-Trigger Framework
1929,AM001,Ecological Monitoring and Threshold Review,6,6.95362,Adaptive Governance Decision-Trigger Framework
1930,AM002,Institutional After-Action Learning System,1,7.62201,Institutional After-Action Learning System
1930,AM005,Adaptive Governance Decision-Trigger Framework,2,7.35459,Institutional After-Action Learning System
1930,AM003,Community Knowledge and Early Warning Network,3,7.35213,Institutional After-Action Learning System
1930,AM001,Ecological Monitoring and Threshold Review,4,7.30955,Institutional After-Action Learning System
1930,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.04294,Institutional After-Action Learning System
1930,AM004,Infrastructure Memory and Maintenance Analytics,6,7.0036,Institutional After-Action Learning System
1931,AM002,Institutional After-Action Learning System,1,7.43918,Institutional After-Action Learning System
1931,AM001,Ecological Monitoring and Threshold Review,2,7.30017,Institutional After-Action Learning System
1931,AM006,Safe-to-Fail Climate Adaptation Pilots,3,7.23461,Institutional After-Action Learning System
1931,AM004,Infrastructure Memory and Maintenance Analytics,4,7.19117,Institutional After-Action Learning System
1931,AM003,Community Knowledge and Early Warning Network,5,7.18121,Institutional After-Action Learning System
1931,AM005,Adaptive Governance Decision-Trigger Framework,6,7.16935,Institutional After-Action Learning System
1932,AM005,Adaptive Governance Decision-Trigger Framework,1,7.73411,Adaptive Governance Decision-Trigger Framework
1932,AM006,Safe-to-Fail Climate Adaptation Pilots,2,7.34224,Adaptive Governance Decision-Trigger Framework
1932,AM002,Institutional After-Action Learning System,3,7.33748,Adaptive Governance Decision-Trigger Framework
1932,AM001,Ecological Monitoring and Threshold Review,4,7.31746,Adaptive Governance Decision-Trigger Framework
1932,AM003,Community Knowledge and Early Warning Network,5,7.26115,Adaptive Governance Decision-Trigger Framework
1932,AM004,Infrastructure Memory and Maintenance Analytics,6,6.71913,Adaptive Governance Decision-Trigger Framework
1933,AM004,Infrastructure Memory and Maintenance Analytics,1,7.42564,Infrastructure Memory and Maintenance Analytics
1933,AM005,Adaptive Governance Decision-Trigger Framework,2,7.31575,Infrastructure Memory and Maintenance Analytics
1933,AM002,Institutional After-Action Learning System,3,7.20717,Infrastructure Memory and Maintenance Analytics
1933,AM003,Community Knowledge and Early Warning Network,4,7.13744,Infrastructure Memory and Maintenance Analytics
1933,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.09859,Infrastructure Memory and Maintenance Analytics
1933,AM001,Ecological Monitoring and Threshold Review,6,6.89739,Infrastructure Memory and Maintenance Analytics
1934,AM005,Adaptive Governance Decision-Trigger Framework,1,7.53194,Adaptive Governance Decision-Trigger Framework
1934,AM003,Community Knowledge and Early Warning Network,2,7.39907,Adaptive Governance Decision-Trigger Framework
1934,AM006,Safe-to-Fail Climate Adaptation Pilots,3,7.25906,Adaptive Governance Decision-Trigger Framework
1934,AM001,Ecological Monitoring and Threshold Review,4,7.18563,Adaptive Governance Decision-Trigger Framework
1934,AM002,Institutional After-Action Learning System,5,7.12955,Adaptive Governance Decision-Trigger Framework
1934,AM004,Infrastructure Memory and Maintenance Analytics,6,6.83139,Adaptive Governance Decision-Trigger Framework
1935,AM005,Adaptive Governance Decision-Trigger Framework,1,7.37969,Adaptive Governance Decision-Trigger Framework
1935,AM002,Institutional After-Action Learning System,2,7.32236,Adaptive Governance Decision-Trigger Framework
1935,AM001,Ecological Monitoring and Threshold Review,3,7.30186,Adaptive Governance Decision-Trigger Framework
1935,AM003,Community Knowledge and Early Warning Network,4,6.99121,Adaptive Governance Decision-Trigger Framework
1935,AM006,Safe-to-Fail Climate Adaptation Pilots,5,6.80991,Adaptive Governance Decision-Trigger Framework
1935,AM004,Infrastructure Memory and Maintenance Analytics,6,6.7836,Adaptive Governance Decision-Trigger Framework
1936,AM005,Adaptive Governance Decision-Trigger Framework,1,7.68697,Adaptive Governance Decision-Trigger Framework
1936,AM001,Ecological Monitoring and Threshold Review,2,7.46185,Adaptive Governance Decision-Trigger Framework
1936,AM002,Institutional After-Action Learning System,3,7.28569,Adaptive Governance Decision-Trigger Framework
1936,AM003,Community Knowledge and Early Warning Network,4,7.2809,Adaptive Governance Decision-Trigger Framework
1936,AM004,Infrastructure Memory and Maintenance Analytics,5,7.12402,Adaptive Governance Decision-Trigger Framework
1936,AM006,Safe-to-Fail Climate Adaptation Pilots,6,7.01916,Adaptive Governance Decision-Trigger Framework
1937,AM004,Infrastructure Memory and Maintenance Analytics,1,7.51053,Infrastructure Memory and Maintenance Analytics
1937,AM003,Community Knowledge and Early Warning Network,2,7.36074,Infrastructure Memory and Maintenance Analytics
1937,AM006,Safe-to-Fail Climate Adaptation Pilots,3,7.25913,Infrastructure Memory and Maintenance Analytics
1937,AM005,Adaptive Governance Decision-Trigger Framework,4,7.23648,Infrastructure Memory and Maintenance Analytics
1937,AM002,Institutional After-Action Learning System,5,6.97731,Infrastructure Memory and Maintenance Analytics
1937,AM001,Ecological Monitoring and Threshold Review,6,6.85592,Infrastructure Memory and Maintenance Analytics
1938,AM003,Community Knowledge and Early Warning Network,1,7.58537,Community Knowledge and Early Warning Network
1938,AM005,Adaptive Governance Decision-Trigger Framework,2,7.40449,Community Knowledge and Early Warning Network
1938,AM002,Institutional After-Action Learning System,3,7.22852,Community Knowledge and Early Warning Network
1938,AM006,Safe-to-Fail Climate Adaptation Pilots,4,7.14202,Community Knowledge and Early Warning Network
1938,AM004,Infrastructure Memory and Maintenance Analytics,5,7.12207,Community Knowledge and Early Warning Network
1938,AM001,Ecological Monitoring and Threshold Review,6,7.0606,Community Knowledge and Early Warning Network
1939,AM005,Adaptive Governance Decision-Trigger Framework,1,7.47353,Adaptive Governance Decision-Trigger Framework
1939,AM006,Safe-to-Fail Climate Adaptation Pilots,2,7.40642,Adaptive Governance Decision-Trigger Framework
1939,AM003,Community Knowledge and Early Warning Network,3,7.37868,Adaptive Governance Decision-Trigger Framework
1939,AM004,Infrastructure Memory and Maintenance Analytics,4,7.27205,Adaptive Governance Decision-Trigger Framework
1939,AM002,Institutional After-Action Learning System,5,7.23684,Adaptive Governance Decision-Trigger Framework
1939,AM001,Ecological Monitoring and Threshold Review,6,7.05497,Adaptive Governance Decision-Trigger Framework
1940,AM005,Adaptive Governance Decision-Trigger Framework,1,7.42538,Adaptive Governance Decision-Trigger Framework
1940,AM003,Community Knowledge and Early Warning Network,2,7.36793,Adaptive Governance Decision-Trigger Framework
1940,AM001,Ecological Monitoring and Threshold Review,3,7.20239,Adaptive Governance Decision-Trigger Framework
1940,AM004,Infrastructure Memory and Maintenance Analytics,4,7.12018,Adaptive Governance Decision-Trigger Framework
1940,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.05063,Adaptive Governance Decision-Trigger Framework
1940,AM002,Institutional After-Action Learning System,6,6.98016,Adaptive Governance Decision-Trigger Framework
1941,AM003,Community Knowledge and Early Warning Network,1,7.52424,Community Knowledge and Early Warning Network
1941,AM005,Adaptive Governance Decision-Trigger Framework,2,7.28935,Community Knowledge and Early Warning Network
1941,AM001,Ecological Monitoring and Threshold Review,3,7.25083,Community Knowledge and Early Warning Network
1941,AM006,Safe-to-Fail Climate Adaptation Pilots,4,7.23891,Community Knowledge and Early Warning Network
1941,AM002,Institutional After-Action Learning System,5,6.98651,Community Knowledge and Early Warning Network
1941,AM004,Infrastructure Memory and Maintenance Analytics,6,6.89059,Community Knowledge and Early Warning Network
1942,AM005,Adaptive Governance Decision-Trigger Framework,1,7.70384,Adaptive Governance Decision-Trigger Framework
1942,AM003,Community Knowledge and Early Warning Network,2,7.23247,Adaptive Governance Decision-Trigger Framework
1942,AM002,Institutional After-Action Learning System,3,7.22704,Adaptive Governance Decision-Trigger Framework
1942,AM006,Safe-to-Fail Climate Adaptation Pilots,4,7.19669,Adaptive Governance Decision-Trigger Framework
1942,AM001,Ecological Monitoring and Threshold Review,5,6.90344,Adaptive Governance Decision-Trigger Framework
1942,AM004,Infrastructure Memory and Maintenance Analytics,6,6.58857,Adaptive Governance Decision-Trigger Framework
1943,AM003,Community Knowledge and Early Warning Network,1,7.53568,Community Knowledge and Early Warning Network
1943,AM005,Adaptive Governance Decision-Trigger Framework,2,7.46631,Community Knowledge and Early Warning Network
1943,AM002,Institutional After-Action Learning System,3,7.06453,Community Knowledge and Early Warning Network
1943,AM006,Safe-to-Fail Climate Adaptation Pilots,4,7.05166,Community Knowledge and Early Warning Network
1943,AM001,Ecological Monitoring and Threshold Review,5,6.95659,Community Knowledge and Early Warning Network
1943,AM004,Infrastructure Memory and Maintenance Analytics,6,6.73114,Community Knowledge and Early Warning Network
1944,AM005,Adaptive Governance Decision-Trigger Framework,1,7.45182,Adaptive Governance Decision-Trigger Framework
1944,AM002,Institutional After-Action Learning System,2,7.29844,Adaptive Governance Decision-Trigger Framework
1944,AM004,Infrastructure Memory and Maintenance Analytics,3,7.26814,Adaptive Governance Decision-Trigger Framework
1944,AM003,Community Knowledge and Early Warning Network,4,7.18651,Adaptive Governance Decision-Trigger Framework
1944,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.12101,Adaptive Governance Decision-Trigger Framework
1944,AM001,Ecological Monitoring and Threshold Review,6,6.84087,Adaptive Governance Decision-Trigger Framework
1945,AM004,Infrastructure Memory and Maintenance Analytics,1,7.62659,Infrastructure Memory and Maintenance Analytics
1945,AM005,Adaptive Governance Decision-Trigger Framework,2,7.43347,Infrastructure Memory and Maintenance Analytics
1945,AM001,Ecological Monitoring and Threshold Review,3,7.16215,Infrastructure Memory and Maintenance Analytics
1945,AM002,Institutional After-Action Learning System,4,7.12029,Infrastructure Memory and Maintenance Analytics
1945,AM003,Community Knowledge and Early Warning Network,5,7.11621,Infrastructure Memory and Maintenance Analytics
1945,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.98512,Infrastructure Memory and Maintenance Analytics
1946,AM002,Institutional After-Action Learning System,1,7.79548,Institutional After-Action Learning System
1946,AM005,Adaptive Governance Decision-Trigger Framework,2,7.62659,Institutional After-Action Learning System
1946,AM006,Safe-to-Fail Climate Adaptation Pilots,3,7.42689,Institutional After-Action Learning System
1946,AM003,Community Knowledge and Early Warning Network,4,7.41792,Institutional After-Action Learning System
1946,AM001,Ecological Monitoring and Threshold Review,5,6.94843,Institutional After-Action Learning System
1946,AM004,Infrastructure Memory and Maintenance Analytics,6,6.5512,Institutional After-Action Learning System
1947,AM003,Community Knowledge and Early Warning Network,1,7.60748,Community Knowledge and Early Warning Network
1947,AM005,Adaptive Governance Decision-Trigger Framework,2,7.41819,Community Knowledge and Early Warning Network
1947,AM001,Ecological Monitoring and Threshold Review,3,7.37513,Community Knowledge and Early Warning Network
1947,AM004,Infrastructure Memory and Maintenance Analytics,4,7.33467,Community Knowledge and Early Warning Network
1947,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.01757,Community Knowledge and Early Warning Network
1947,AM002,Institutional After-Action Learning System,6,6.98185,Community Knowledge and Early Warning Network
1948,AM006,Safe-to-Fail Climate Adaptation Pilots,1,7.51257,Safe-to-Fail Climate Adaptation Pilots
1948,AM001,Ecological Monitoring and Threshold Review,2,7.44634,Safe-to-Fail Climate Adaptation Pilots
1948,AM002,Institutional After-Action Learning System,3,7.38069,Safe-to-Fail Climate Adaptation Pilots
1948,AM003,Community Knowledge and Early Warning Network,4,7.18171,Safe-to-Fail Climate Adaptation Pilots
1948,AM004,Infrastructure Memory and Maintenance Analytics,5,7.14178,Safe-to-Fail Climate Adaptation Pilots
1948,AM005,Adaptive Governance Decision-Trigger Framework,6,6.99599,Safe-to-Fail Climate Adaptation Pilots
1949,AM005,Adaptive Governance Decision-Trigger Framework,1,7.56373,Adaptive Governance Decision-Trigger Framework
1949,AM002,Institutional After-Action Learning System,2,7.23663,Adaptive Governance Decision-Trigger Framework
1949,AM003,Community Knowledge and Early Warning Network,3,7.2239,Adaptive Governance Decision-Trigger Framework
1949,AM006,Safe-to-Fail Climate Adaptation Pilots,4,7.15474,Adaptive Governance Decision-Trigger Framework
1949,AM001,Ecological Monitoring and Threshold Review,5,7.1129,Adaptive Governance Decision-Trigger Framework
1949,AM004,Infrastructure Memory and Maintenance Analytics,6,7.01023,Adaptive Governance Decision-Trigger Framework
1950,AM003,Community Knowledge and Early Warning Network,1,8.04511,Community Knowledge and Early Warning Network
1950,AM005,Adaptive Governance Decision-Trigger Framework,2,7.63144,Community Knowledge and Early Warning Network
1950,AM004,Infrastructure Memory and Maintenance Analytics,3,7.56507,Community Knowledge and Early Warning Network
1950,AM001,Ecological Monitoring and Threshold Review,4,7.18108,Community Knowledge and Early Warning Network
1950,AM002,Institutional After-Action Learning System,5,7.15171,Community Knowledge and Early Warning Network
1950,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.89352,Community Knowledge and Early Warning Network
1951,AM005,Adaptive Governance Decision-Trigger Framework,1,7.66894,Adaptive Governance Decision-Trigger Framework
1951,AM004,Infrastructure Memory and Maintenance Analytics,2,7.30515,Adaptive Governance Decision-Trigger Framework
1951,AM002,Institutional After-Action Learning System,3,7.11863,Adaptive Governance Decision-Trigger Framework
1951,AM001,Ecological Monitoring and Threshold Review,4,7.09899,Adaptive Governance Decision-Trigger Framework
1951,AM003,Community Knowledge and Early Warning Network,5,6.85921,Adaptive Governance Decision-Trigger Framework
1951,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.828,Adaptive Governance Decision-Trigger Framework
1952,AM005,Adaptive Governance Decision-Trigger Framework,1,7.4052,Adaptive Governance Decision-Trigger Framework
1952,AM003,Community Knowledge and Early Warning Network,2,7.33068,Adaptive Governance Decision-Trigger Framework
1952,AM006,Safe-to-Fail Climate Adaptation Pilots,3,7.31491,Adaptive Governance Decision-Trigger Framework
1952,AM001,Ecological Monitoring and Threshold Review,4,7.23991,Adaptive Governance Decision-Trigger Framework
