simulation_id,portfolio_id,portfolio,rank,slack_resilience_value,winner
1878,SS005,Supplier and Partner Optionality,3,7.26766,Adaptive Governance and Emergency Decision Space
1878,SS003,Critical Operations Redundancy,4,7.19253,Adaptive Governance and Emergency Decision Space
1878,SS002,Workforce Depth and Recovery Time,5,7.17405,Adaptive Governance and Emergency Decision Space
1878,SS001,Cash Reserves and Liquidity Buffer,6,7.09276,Adaptive Governance and Emergency Decision Space
1879,SS005,Supplier and Partner Optionality,1,7.7758,Supplier and Partner Optionality
1879,SS002,Workforce Depth and Recovery Time,2,7.74544,Supplier and Partner Optionality
1879,SS006,Adaptive Governance and Emergency Decision Space,3,7.60189,Supplier and Partner Optionality
1879,SS004,Knowledge Architecture and Institutional Memory,4,7.48587,Supplier and Partner Optionality
1879,SS003,Critical Operations Redundancy,5,7.29462,Supplier and Partner Optionality
1879,SS001,Cash Reserves and Liquidity Buffer,6,6.77829,Supplier and Partner Optionality
1880,SS004,Knowledge Architecture and Institutional Memory,1,7.52768,Knowledge Architecture and Institutional Memory
1880,SS006,Adaptive Governance and Emergency Decision Space,2,7.36994,Knowledge Architecture and Institutional Memory
1880,SS002,Workforce Depth and Recovery Time,3,7.35288,Knowledge Architecture and Institutional Memory
1880,SS003,Critical Operations Redundancy,4,7.23577,Knowledge Architecture and Institutional Memory
1880,SS005,Supplier and Partner Optionality,5,7.10947,Knowledge Architecture and Institutional Memory
1880,SS001,Cash Reserves and Liquidity Buffer,6,7.06634,Knowledge Architecture and Institutional Memory
1881,SS002,Workforce Depth and Recovery Time,1,7.6334,Workforce Depth and Recovery Time
1881,SS006,Adaptive Governance and Emergency Decision Space,2,7.52764,Workforce Depth and Recovery Time
1881,SS004,Knowledge Architecture and Institutional Memory,3,7.32652,Workforce Depth and Recovery Time
1881,SS003,Critical Operations Redundancy,4,7.05919,Workforce Depth and Recovery Time
1881,SS005,Supplier and Partner Optionality,5,7.04403,Workforce Depth and Recovery Time
1881,SS001,Cash Reserves and Liquidity Buffer,6,6.9479,Workforce Depth and Recovery Time
1882,SS005,Supplier and Partner Optionality,1,7.58401,Supplier and Partner Optionality
1882,SS006,Adaptive Governance and Emergency Decision Space,2,7.48633,Supplier and Partner Optionality
1882,SS003,Critical Operations Redundancy,3,7.45359,Supplier and Partner Optionality
1882,SS002,Workforce Depth and Recovery Time,4,7.43104,Supplier and Partner Optionality
1882,SS004,Knowledge Architecture and Institutional Memory,5,7.42241,Supplier and Partner Optionality
1882,SS001,Cash Reserves and Liquidity Buffer,6,6.6747,Supplier and Partner Optionality
1883,SS006,Adaptive Governance and Emergency Decision Space,1,7.5759,Adaptive Governance and Emergency Decision Space
1883,SS003,Critical Operations Redundancy,2,7.4367,Adaptive Governance and Emergency Decision Space
1883,SS001,Cash Reserves and Liquidity Buffer,3,7.11375,Adaptive Governance and Emergency Decision Space
1883,SS005,Supplier and Partner Optionality,4,7.09752,Adaptive Governance and Emergency Decision Space
1883,SS004,Knowledge Architecture and Institutional Memory,5,7.09566,Adaptive Governance and Emergency Decision Space
1883,SS002,Workforce Depth and Recovery Time,6,6.94779,Adaptive Governance and Emergency Decision Space
1884,SS005,Supplier and Partner Optionality,1,7.45259,Supplier and Partner Optionality
1884,SS006,Adaptive Governance and Emergency Decision Space,2,7.45057,Supplier and Partner Optionality
1884,SS004,Knowledge Architecture and Institutional Memory,3,7.38159,Supplier and Partner Optionality
1884,SS003,Critical Operations Redundancy,4,7.2862,Supplier and Partner Optionality
1884,SS002,Workforce Depth and Recovery Time,5,7.02231,Supplier and Partner Optionality
1884,SS001,Cash Reserves and Liquidity Buffer,6,6.99829,Supplier and Partner Optionality
1885,SS004,Knowledge Architecture and Institutional Memory,1,7.64658,Knowledge Architecture and Institutional Memory
1885,SS002,Workforce Depth and Recovery Time,2,7.55739,Knowledge Architecture and Institutional Memory
1885,SS006,Adaptive Governance and Emergency Decision Space,3,7.4159,Knowledge Architecture and Institutional Memory
1885,SS005,Supplier and Partner Optionality,4,7.34965,Knowledge Architecture and Institutional Memory
1885,SS001,Cash Reserves and Liquidity Buffer,5,7.15316,Knowledge Architecture and Institutional Memory
1885,SS003,Critical Operations Redundancy,6,7.07983,Knowledge Architecture and Institutional Memory
1886,SS003,Critical Operations Redundancy,1,7.71396,Critical Operations Redundancy
1886,SS006,Adaptive Governance and Emergency Decision Space,2,7.70141,Critical Operations Redundancy
1886,SS004,Knowledge Architecture and Institutional Memory,3,7.65489,Critical Operations Redundancy
1886,SS005,Supplier and Partner Optionality,4,7.57969,Critical Operations Redundancy
1886,SS002,Workforce Depth and Recovery Time,5,7.32827,Critical Operations Redundancy
1886,SS001,Cash Reserves and Liquidity Buffer,6,6.86845,Critical Operations Redundancy
1887,SS006,Adaptive Governance and Emergency Decision Space,1,7.57058,Adaptive Governance and Emergency Decision Space
1887,SS003,Critical Operations Redundancy,2,7.49893,Adaptive Governance and Emergency Decision Space
1887,SS002,Workforce Depth and Recovery Time,3,7.19841,Adaptive Governance and Emergency Decision Space
1887,SS005,Supplier and Partner Optionality,4,7.18043,Adaptive Governance and Emergency Decision Space
1887,SS001,Cash Reserves and Liquidity Buffer,5,6.88779,Adaptive Governance and Emergency Decision Space
1887,SS004,Knowledge Architecture and Institutional Memory,6,6.84586,Adaptive Governance and Emergency Decision Space
1888,SS006,Adaptive Governance and Emergency Decision Space,1,7.58263,Adaptive Governance and Emergency Decision Space
1888,SS002,Workforce Depth and Recovery Time,2,7.39494,Adaptive Governance and Emergency Decision Space
1888,SS003,Critical Operations Redundancy,3,7.23495,Adaptive Governance and Emergency Decision Space
1888,SS004,Knowledge Architecture and Institutional Memory,4,7.19346,Adaptive Governance and Emergency Decision Space
1888,SS005,Supplier and Partner Optionality,5,7.13624,Adaptive Governance and Emergency Decision Space
1888,SS001,Cash Reserves and Liquidity Buffer,6,6.77716,Adaptive Governance and Emergency Decision Space
1889,SS006,Adaptive Governance and Emergency Decision Space,1,7.66535,Adaptive Governance and Emergency Decision Space
1889,SS004,Knowledge Architecture and Institutional Memory,2,7.61579,Adaptive Governance and Emergency Decision Space
1889,SS003,Critical Operations Redundancy,3,7.61136,Adaptive Governance and Emergency Decision Space
1889,SS002,Workforce Depth and Recovery Time,4,7.50981,Adaptive Governance and Emergency Decision Space
1889,SS005,Supplier and Partner Optionality,5,7.39893,Adaptive Governance and Emergency Decision Space
1889,SS001,Cash Reserves and Liquidity Buffer,6,6.80735,Adaptive Governance and Emergency Decision Space
1890,SS004,Knowledge Architecture and Institutional Memory,1,7.49363,Knowledge Architecture and Institutional Memory
1890,SS006,Adaptive Governance and Emergency Decision Space,2,7.49237,Knowledge Architecture and Institutional Memory
1890,SS005,Supplier and Partner Optionality,3,7.37549,Knowledge Architecture and Institutional Memory
1890,SS002,Workforce Depth and Recovery Time,4,7.35053,Knowledge Architecture and Institutional Memory
1890,SS003,Critical Operations Redundancy,5,7.14158,Knowledge Architecture and Institutional Memory
1890,SS001,Cash Reserves and Liquidity Buffer,6,7.1323,Knowledge Architecture and Institutional Memory
1891,SS006,Adaptive Governance and Emergency Decision Space,1,7.5371,Adaptive Governance and Emergency Decision Space
1891,SS005,Supplier and Partner Optionality,2,7.4418,Adaptive Governance and Emergency Decision Space
1891,SS002,Workforce Depth and Recovery Time,3,7.41524,Adaptive Governance and Emergency Decision Space
1891,SS004,Knowledge Architecture and Institutional Memory,4,7.20096,Adaptive Governance and Emergency Decision Space
1891,SS003,Critical Operations Redundancy,5,7.112,Adaptive Governance and Emergency Decision Space
1891,SS001,Cash Reserves and Liquidity Buffer,6,6.61501,Adaptive Governance and Emergency Decision Space
1892,SS006,Adaptive Governance and Emergency Decision Space,1,7.58247,Adaptive Governance and Emergency Decision Space
1892,SS004,Knowledge Architecture and Institutional Memory,2,7.42133,Adaptive Governance and Emergency Decision Space
1892,SS005,Supplier and Partner Optionality,3,7.38762,Adaptive Governance and Emergency Decision Space
1892,SS002,Workforce Depth and Recovery Time,4,7.32378,Adaptive Governance and Emergency Decision Space
1892,SS003,Critical Operations Redundancy,5,7.07243,Adaptive Governance and Emergency Decision Space
1892,SS001,Cash Reserves and Liquidity Buffer,6,6.72606,Adaptive Governance and Emergency Decision Space
1893,SS002,Workforce Depth and Recovery Time,1,7.3911,Workforce Depth and Recovery Time
1893,SS006,Adaptive Governance and Emergency Decision Space,2,7.37751,Workforce Depth and Recovery Time
1893,SS005,Supplier and Partner Optionality,3,7.36507,Workforce Depth and Recovery Time
1893,SS004,Knowledge Architecture and Institutional Memory,4,7.35288,Workforce Depth and Recovery Time
1893,SS003,Critical Operations Redundancy,5,7.1571,Workforce Depth and Recovery Time
1893,SS001,Cash Reserves and Liquidity Buffer,6,7.10052,Workforce Depth and Recovery Time
1894,SS002,Workforce Depth and Recovery Time,1,7.61128,Workforce Depth and Recovery Time
1894,SS004,Knowledge Architecture and Institutional Memory,2,7.41166,Workforce Depth and Recovery Time
1894,SS005,Supplier and Partner Optionality,3,7.32069,Workforce Depth and Recovery Time
1894,SS003,Critical Operations Redundancy,4,7.29466,Workforce Depth and Recovery Time
1894,SS006,Adaptive Governance and Emergency Decision Space,5,7.26701,Workforce Depth and Recovery Time
1894,SS001,Cash Reserves and Liquidity Buffer,6,6.83559,Workforce Depth and Recovery Time
1895,SS002,Workforce Depth and Recovery Time,1,7.54015,Workforce Depth and Recovery Time
1895,SS005,Supplier and Partner Optionality,2,7.46277,Workforce Depth and Recovery Time
1895,SS004,Knowledge Architecture and Institutional Memory,3,7.42593,Workforce Depth and Recovery Time
1895,SS006,Adaptive Governance and Emergency Decision Space,4,7.41985,Workforce Depth and Recovery Time
1895,SS003,Critical Operations Redundancy,5,7.40715,Workforce Depth and Recovery Time
1895,SS001,Cash Reserves and Liquidity Buffer,6,6.90891,Workforce Depth and Recovery Time
1896,SS005,Supplier and Partner Optionality,1,7.75974,Supplier and Partner Optionality
1896,SS006,Adaptive Governance and Emergency Decision Space,2,7.65491,Supplier and Partner Optionality
1896,SS003,Critical Operations Redundancy,3,7.42215,Supplier and Partner Optionality
1896,SS004,Knowledge Architecture and Institutional Memory,4,7.26675,Supplier and Partner Optionality
1896,SS002,Workforce Depth and Recovery Time,5,7.13595,Supplier and Partner Optionality
1896,SS001,Cash Reserves and Liquidity Buffer,6,6.76994,Supplier and Partner Optionality
1897,SS005,Supplier and Partner Optionality,1,7.56174,Supplier and Partner Optionality
1897,SS006,Adaptive Governance and Emergency Decision Space,2,7.52772,Supplier and Partner Optionality
1897,SS002,Workforce Depth and Recovery Time,3,7.491,Supplier and Partner Optionality
1897,SS004,Knowledge Architecture and Institutional Memory,4,7.48746,Supplier and Partner Optionality
1897,SS003,Critical Operations Redundancy,5,7.00842,Supplier and Partner Optionality
1897,SS001,Cash Reserves and Liquidity Buffer,6,6.61799,Supplier and Partner Optionality
1898,SS006,Adaptive Governance and Emergency Decision Space,1,7.74484,Adaptive Governance and Emergency Decision Space
1898,SS002,Workforce Depth and Recovery Time,2,7.4606,Adaptive Governance and Emergency Decision Space
1898,SS005,Supplier and Partner Optionality,3,7.39749,Adaptive Governance and Emergency Decision Space
1898,SS004,Knowledge Architecture and Institutional Memory,4,7.34368,Adaptive Governance and Emergency Decision Space
1898,SS003,Critical Operations Redundancy,5,7.30741,Adaptive Governance and Emergency Decision Space
1898,SS001,Cash Reserves and Liquidity Buffer,6,7.1667,Adaptive Governance and Emergency Decision Space
1899,SS006,Adaptive Governance and Emergency Decision Space,1,7.66122,Adaptive Governance and Emergency Decision Space
1899,SS004,Knowledge Architecture and Institutional Memory,2,7.56896,Adaptive Governance and Emergency Decision Space
1899,SS003,Critical Operations Redundancy,3,7.55098,Adaptive Governance and Emergency Decision Space
1899,SS005,Supplier and Partner Optionality,4,7.47028,Adaptive Governance and Emergency Decision Space
1899,SS002,Workforce Depth and Recovery Time,5,7.32093,Adaptive Governance and Emergency Decision Space
1899,SS001,Cash Reserves and Liquidity Buffer,6,7.12404,Adaptive Governance and Emergency Decision Space
1900,SS004,Knowledge Architecture and Institutional Memory,1,7.41907,Knowledge Architecture and Institutional Memory
1900,SS006,Adaptive Governance and Emergency Decision Space,2,7.39229,Knowledge Architecture and Institutional Memory
1900,SS005,Supplier and Partner Optionality,3,7.35485,Knowledge Architecture and Institutional Memory
1900,SS002,Workforce Depth and Recovery Time,4,7.27037,Knowledge Architecture and Institutional Memory
1900,SS003,Critical Operations Redundancy,5,7.2628,Knowledge Architecture and Institutional Memory
1900,SS001,Cash Reserves and Liquidity Buffer,6,6.79506,Knowledge Architecture and Institutional Memory
1901,SS006,Adaptive Governance and Emergency Decision Space,1,7.68923,Adaptive Governance and Emergency Decision Space
1901,SS004,Knowledge Architecture and Institutional Memory,2,7.63216,Adaptive Governance and Emergency Decision Space
1901,SS005,Supplier and Partner Optionality,3,7.53776,Adaptive Governance and Emergency Decision Space
1901,SS003,Critical Operations Redundancy,4,7.43979,Adaptive Governance and Emergency Decision Space
1901,SS002,Workforce Depth and Recovery Time,5,7.3766,Adaptive Governance and Emergency Decision Space
1901,SS001,Cash Reserves and Liquidity Buffer,6,6.89907,Adaptive Governance and Emergency Decision Space
1902,SS005,Supplier and Partner Optionality,1,7.57297,Supplier and Partner Optionality
1902,SS006,Adaptive Governance and Emergency Decision Space,2,7.51154,Supplier and Partner Optionality
1902,SS003,Critical Operations Redundancy,3,7.46439,Supplier and Partner Optionality
1902,SS002,Workforce Depth and Recovery Time,4,7.39281,Supplier and Partner Optionality
1902,SS004,Knowledge Architecture and Institutional Memory,5,7.27942,Supplier and Partner Optionality
1902,SS001,Cash Reserves and Liquidity Buffer,6,6.96187,Supplier and Partner Optionality
1903,SS005,Supplier and Partner Optionality,1,7.67403,Supplier and Partner Optionality
1903,SS006,Adaptive Governance and Emergency Decision Space,2,7.49805,Supplier and Partner Optionality
1903,SS004,Knowledge Architecture and Institutional Memory,3,7.41722,Supplier and Partner Optionality
1903,SS003,Critical Operations Redundancy,4,7.31282,Supplier and Partner Optionality
1903,SS002,Workforce Depth and Recovery Time,5,7.29517,Supplier and Partner Optionality
1903,SS001,Cash Reserves and Liquidity Buffer,6,6.55094,Supplier and Partner Optionality
1904,SS006,Adaptive Governance and Emergency Decision Space,1,7.6419,Adaptive Governance and Emergency Decision Space
1904,SS005,Supplier and Partner Optionality,2,7.222,Adaptive Governance and Emergency Decision Space
1904,SS003,Critical Operations Redundancy,3,7.18795,Adaptive Governance and Emergency Decision Space
1904,SS002,Workforce Depth and Recovery Time,4,7.06149,Adaptive Governance and Emergency Decision Space
1904,SS004,Knowledge Architecture and Institutional Memory,5,6.97239,Adaptive Governance and Emergency Decision Space
1904,SS001,Cash Reserves and Liquidity Buffer,6,6.77163,Adaptive Governance and Emergency Decision Space
1905,SS005,Supplier and Partner Optionality,1,7.68602,Supplier and Partner Optionality
1905,SS006,Adaptive Governance and Emergency Decision Space,2,7.55903,Supplier and Partner Optionality
1905,SS004,Knowledge Architecture and Institutional Memory,3,7.49197,Supplier and Partner Optionality
1905,SS002,Workforce Depth and Recovery Time,4,7.47362,Supplier and Partner Optionality
1905,SS003,Critical Operations Redundancy,5,7.39241,Supplier and Partner Optionality
1905,SS001,Cash Reserves and Liquidity Buffer,6,6.59414,Supplier and Partner Optionality
1906,SS004,Knowledge Architecture and Institutional Memory,1,7.83294,Knowledge Architecture and Institutional Memory
1906,SS006,Adaptive Governance and Emergency Decision Space,2,7.58866,Knowledge Architecture and Institutional Memory
1906,SS002,Workforce Depth and Recovery Time,3,7.49294,Knowledge Architecture and Institutional Memory
1906,SS003,Critical Operations Redundancy,4,7.48425,Knowledge Architecture and Institutional Memory
1906,SS005,Supplier and Partner Optionality,5,7.46584,Knowledge Architecture and Institutional Memory
1906,SS001,Cash Reserves and Liquidity Buffer,6,6.68746,Knowledge Architecture and Institutional Memory
1907,SS004,Knowledge Architecture and Institutional Memory,1,7.70057,Knowledge Architecture and Institutional Memory
1907,SS006,Adaptive Governance and Emergency Decision Space,2,7.4614,Knowledge Architecture and Institutional Memory
1907,SS003,Critical Operations Redundancy,3,7.41321,Knowledge Architecture and Institutional Memory
1907,SS005,Supplier and Partner Optionality,4,7.26877,Knowledge Architecture and Institutional Memory
1907,SS002,Workforce Depth and Recovery Time,5,7.26202,Knowledge Architecture and Institutional Memory
1907,SS001,Cash Reserves and Liquidity Buffer,6,6.66281,Knowledge Architecture and Institutional Memory
1908,SS006,Adaptive Governance and Emergency Decision Space,1,7.77692,Adaptive Governance and Emergency Decision Space
1908,SS005,Supplier and Partner Optionality,2,7.43135,Adaptive Governance and Emergency Decision Space
1908,SS004,Knowledge Architecture and Institutional Memory,3,7.39213,Adaptive Governance and Emergency Decision Space
1908,SS002,Workforce Depth and Recovery Time,4,7.28162,Adaptive Governance and Emergency Decision Space
1908,SS003,Critical Operations Redundancy,5,7.11098,Adaptive Governance and Emergency Decision Space
1908,SS001,Cash Reserves and Liquidity Buffer,6,6.62825,Adaptive Governance and Emergency Decision Space
1909,SS006,Adaptive Governance and Emergency Decision Space,1,7.68915,Adaptive Governance and Emergency Decision Space
1909,SS005,Supplier and Partner Optionality,2,7.6574,Adaptive Governance and Emergency Decision Space
1909,SS003,Critical Operations Redundancy,3,7.53087,Adaptive Governance and Emergency Decision Space
1909,SS004,Knowledge Architecture and Institutional Memory,4,7.33808,Adaptive Governance and Emergency Decision Space
1909,SS002,Workforce Depth and Recovery Time,5,7.15147,Adaptive Governance and Emergency Decision Space
1909,SS001,Cash Reserves and Liquidity Buffer,6,6.61592,Adaptive Governance and Emergency Decision Space
1910,SS004,Knowledge Architecture and Institutional Memory,1,7.74239,Knowledge Architecture and Institutional Memory
1910,SS002,Workforce Depth and Recovery Time,2,7.5077,Knowledge Architecture and Institutional Memory
1910,SS006,Adaptive Governance and Emergency Decision Space,3,7.42685,Knowledge Architecture and Institutional Memory
1910,SS005,Supplier and Partner Optionality,4,7.25968,Knowledge Architecture and Institutional Memory
1910,SS003,Critical Operations Redundancy,5,7.24202,Knowledge Architecture and Institutional Memory
1910,SS001,Cash Reserves and Liquidity Buffer,6,7.01815,Knowledge Architecture and Institutional Memory
1911,SS004,Knowledge Architecture and Institutional Memory,1,7.50288,Knowledge Architecture and Institutional Memory
1911,SS006,Adaptive Governance and Emergency Decision Space,2,7.38828,Knowledge Architecture and Institutional Memory
1911,SS002,Workforce Depth and Recovery Time,3,7.24516,Knowledge Architecture and Institutional Memory
1911,SS001,Cash Reserves and Liquidity Buffer,4,7.04933,Knowledge Architecture and Institutional Memory
1911,SS005,Supplier and Partner Optionality,5,6.98332,Knowledge Architecture and Institutional Memory
1911,SS003,Critical Operations Redundancy,6,6.89529,Knowledge Architecture and Institutional Memory
1912,SS006,Adaptive Governance and Emergency Decision Space,1,7.41641,Adaptive Governance and Emergency Decision Space
1912,SS005,Supplier and Partner Optionality,2,7.38237,Adaptive Governance and Emergency Decision Space
1912,SS002,Workforce Depth and Recovery Time,3,7.36915,Adaptive Governance and Emergency Decision Space
1912,SS004,Knowledge Architecture and Institutional Memory,4,7.36451,Adaptive Governance and Emergency Decision Space
1912,SS003,Critical Operations Redundancy,5,7.22674,Adaptive Governance and Emergency Decision Space
1912,SS001,Cash Reserves and Liquidity Buffer,6,7.0304,Adaptive Governance and Emergency Decision Space
1913,SS005,Supplier and Partner Optionality,1,7.5812,Supplier and Partner Optionality
1913,SS002,Workforce Depth and Recovery Time,2,7.52617,Supplier and Partner Optionality
1913,SS003,Critical Operations Redundancy,3,7.50545,Supplier and Partner Optionality
1913,SS006,Adaptive Governance and Emergency Decision Space,4,7.42961,Supplier and Partner Optionality
1913,SS004,Knowledge Architecture and Institutional Memory,5,6.99816,Supplier and Partner Optionality
1913,SS001,Cash Reserves and Liquidity Buffer,6,6.92185,Supplier and Partner Optionality
1914,SS002,Workforce Depth and Recovery Time,1,7.53693,Workforce Depth and Recovery Time
1914,SS005,Supplier and Partner Optionality,2,7.53637,Workforce Depth and Recovery Time
1914,SS006,Adaptive Governance and Emergency Decision Space,3,7.4293,Workforce Depth and Recovery Time
1914,SS004,Knowledge Architecture and Institutional Memory,4,7.39353,Workforce Depth and Recovery Time
1914,SS003,Critical Operations Redundancy,5,7.30665,Workforce Depth and Recovery Time
1914,SS001,Cash Reserves and Liquidity Buffer,6,6.62904,Workforce Depth and Recovery Time
1915,SS004,Knowledge Architecture and Institutional Memory,1,7.56888,Knowledge Architecture and Institutional Memory
1915,SS002,Workforce Depth and Recovery Time,2,7.54894,Knowledge Architecture and Institutional Memory
1915,SS003,Critical Operations Redundancy,3,7.51928,Knowledge Architecture and Institutional Memory
1915,SS006,Adaptive Governance and Emergency Decision Space,4,7.43997,Knowledge Architecture and Institutional Memory
1915,SS005,Supplier and Partner Optionality,5,7.42217,Knowledge Architecture and Institutional Memory
1915,SS001,Cash Reserves and Liquidity Buffer,6,6.99322,Knowledge Architecture and Institutional Memory
1916,SS002,Workforce Depth and Recovery Time,1,7.57817,Workforce Depth and Recovery Time
1916,SS006,Adaptive Governance and Emergency Decision Space,2,7.52395,Workforce Depth and Recovery Time
1916,SS004,Knowledge Architecture and Institutional Memory,3,7.51957,Workforce Depth and Recovery Time
1916,SS005,Supplier and Partner Optionality,4,7.24612,Workforce Depth and Recovery Time
1916,SS003,Critical Operations Redundancy,5,6.94095,Workforce Depth and Recovery Time
1916,SS001,Cash Reserves and Liquidity Buffer,6,6.89422,Workforce Depth and Recovery Time
1917,SS004,Knowledge Architecture and Institutional Memory,1,7.51999,Knowledge Architecture and Institutional Memory
1917,SS002,Workforce Depth and Recovery Time,2,7.37731,Knowledge Architecture and Institutional Memory
1917,SS006,Adaptive Governance and Emergency Decision Space,3,7.36967,Knowledge Architecture and Institutional Memory
1917,SS003,Critical Operations Redundancy,4,7.1125,Knowledge Architecture and Institutional Memory
1917,SS005,Supplier and Partner Optionality,5,7.07833,Knowledge Architecture and Institutional Memory
1917,SS001,Cash Reserves and Liquidity Buffer,6,6.72908,Knowledge Architecture and Institutional Memory
1918,SS004,Knowledge Architecture and Institutional Memory,1,7.6583,Knowledge Architecture and Institutional Memory
1918,SS005,Supplier and Partner Optionality,2,7.53908,Knowledge Architecture and Institutional Memory
1918,SS006,Adaptive Governance and Emergency Decision Space,3,7.51796,Knowledge Architecture and Institutional Memory
1918,SS002,Workforce Depth and Recovery Time,4,7.35924,Knowledge Architecture and Institutional Memory
1918,SS003,Critical Operations Redundancy,5,7.03888,Knowledge Architecture and Institutional Memory
1918,SS001,Cash Reserves and Liquidity Buffer,6,6.94347,Knowledge Architecture and Institutional Memory
1919,SS005,Supplier and Partner Optionality,1,7.53022,Supplier and Partner Optionality
1919,SS003,Critical Operations Redundancy,2,7.48216,Supplier and Partner Optionality
1919,SS006,Adaptive Governance and Emergency Decision Space,3,7.3243,Supplier and Partner Optionality
1919,SS001,Cash Reserves and Liquidity Buffer,4,7.22383,Supplier and Partner Optionality
1919,SS004,Knowledge Architecture and Institutional Memory,5,7.1823,Supplier and Partner Optionality
1919,SS002,Workforce Depth and Recovery Time,6,6.81454,Supplier and Partner Optionality
1920,SS005,Supplier and Partner Optionality,1,7.52576,Supplier and Partner Optionality
1920,SS003,Critical Operations Redundancy,2,7.4465,Supplier and Partner Optionality
1920,SS001,Cash Reserves and Liquidity Buffer,3,7.38902,Supplier and Partner Optionality
1920,SS006,Adaptive Governance and Emergency Decision Space,4,7.3859,Supplier and Partner Optionality
1920,SS002,Workforce Depth and Recovery Time,5,7.36399,Supplier and Partner Optionality
1920,SS004,Knowledge Architecture and Institutional Memory,6,7.3136,Supplier and Partner Optionality
1921,SS002,Workforce Depth and Recovery Time,1,7.51237,Workforce Depth and Recovery Time
1921,SS005,Supplier and Partner Optionality,2,7.4041,Workforce Depth and Recovery Time
1921,SS006,Adaptive Governance and Emergency Decision Space,3,7.15909,Workforce Depth and Recovery Time
1921,SS003,Critical Operations Redundancy,4,7.13228,Workforce Depth and Recovery Time
1921,SS001,Cash Reserves and Liquidity Buffer,5,6.99749,Workforce Depth and Recovery Time
1921,SS004,Knowledge Architecture and Institutional Memory,6,6.9499,Workforce Depth and Recovery Time
1922,SS006,Adaptive Governance and Emergency Decision Space,1,7.77421,Adaptive Governance and Emergency Decision Space
1922,SS002,Workforce Depth and Recovery Time,2,7.58692,Adaptive Governance and Emergency Decision Space
1922,SS005,Supplier and Partner Optionality,3,7.55031,Adaptive Governance and Emergency Decision Space
1922,SS004,Knowledge Architecture and Institutional Memory,4,7.50653,Adaptive Governance and Emergency Decision Space
1922,SS003,Critical Operations Redundancy,5,6.95452,Adaptive Governance and Emergency Decision Space
1922,SS001,Cash Reserves and Liquidity Buffer,6,6.93634,Adaptive Governance and Emergency Decision Space
1923,SS005,Supplier and Partner Optionality,1,7.77903,Supplier and Partner Optionality
1923,SS006,Adaptive Governance and Emergency Decision Space,2,7.74073,Supplier and Partner Optionality
1923,SS002,Workforce Depth and Recovery Time,3,7.53681,Supplier and Partner Optionality
1923,SS003,Critical Operations Redundancy,4,7.17965,Supplier and Partner Optionality
1923,SS004,Knowledge Architecture and Institutional Memory,5,7.17962,Supplier and Partner Optionality
1923,SS001,Cash Reserves and Liquidity Buffer,6,6.98556,Supplier and Partner Optionality
1924,SS003,Critical Operations Redundancy,1,7.63548,Critical Operations Redundancy
1924,SS004,Knowledge Architecture and Institutional Memory,2,7.45849,Critical Operations Redundancy
1924,SS002,Workforce Depth and Recovery Time,3,7.4234,Critical Operations Redundancy
1924,SS006,Adaptive Governance and Emergency Decision Space,4,7.3746,Critical Operations Redundancy
1924,SS005,Supplier and Partner Optionality,5,7.21974,Critical Operations Redundancy
1924,SS001,Cash Reserves and Liquidity Buffer,6,6.67747,Critical Operations Redundancy
1925,SS005,Supplier and Partner Optionality,1,7.76352,Supplier and Partner Optionality
1925,SS003,Critical Operations Redundancy,2,7.53582,Supplier and Partner Optionality
1925,SS002,Workforce Depth and Recovery Time,3,7.35991,Supplier and Partner Optionality
1925,SS006,Adaptive Governance and Emergency Decision Space,4,7.20914,Supplier and Partner Optionality
1925,SS004,Knowledge Architecture and Institutional Memory,5,7.14219,Supplier and Partner Optionality
1925,SS001,Cash Reserves and Liquidity Buffer,6,7.04734,Supplier and Partner Optionality
1926,SS006,Adaptive Governance and Emergency Decision Space,1,7.54785,Adaptive Governance and Emergency Decision Space
1926,SS004,Knowledge Architecture and Institutional Memory,2,7.349,Adaptive Governance and Emergency Decision Space
1926,SS002,Workforce Depth and Recovery Time,3,7.22608,Adaptive Governance and Emergency Decision Space
1926,SS005,Supplier and Partner Optionality,4,7.17,Adaptive Governance and Emergency Decision Space
1926,SS003,Critical Operations Redundancy,5,7.06502,Adaptive Governance and Emergency Decision Space
1926,SS001,Cash Reserves and Liquidity Buffer,6,6.86443,Adaptive Governance and Emergency Decision Space
1927,SS006,Adaptive Governance and Emergency Decision Space,1,7.6633,Adaptive Governance and Emergency Decision Space
1927,SS005,Supplier and Partner Optionality,2,7.58822,Adaptive Governance and Emergency Decision Space
1927,SS002,Workforce Depth and Recovery Time,3,7.47105,Adaptive Governance and Emergency Decision Space
1927,SS004,Knowledge Architecture and Institutional Memory,4,7.40678,Adaptive Governance and Emergency Decision Space
1927,SS001,Cash Reserves and Liquidity Buffer,5,7.29567,Adaptive Governance and Emergency Decision Space
1927,SS003,Critical Operations Redundancy,6,7.09099,Adaptive Governance and Emergency Decision Space
1928,SS002,Workforce Depth and Recovery Time,1,7.49478,Workforce Depth and Recovery Time
1928,SS003,Critical Operations Redundancy,2,7.46662,Workforce Depth and Recovery Time
1928,SS005,Supplier and Partner Optionality,3,7.44737,Workforce Depth and Recovery Time
1928,SS004,Knowledge Architecture and Institutional Memory,4,7.21349,Workforce Depth and Recovery Time
