simulation_id,strategy_id,strategy,rank,adaptive_governance_value,winner
1400,AG005,Equity Accountability and Rights Safeguard,6,7.97635,Monitoring Feedback and Learning System
1401,AG005,Equity Accountability and Rights Safeguard,1,8.5013,Equity Accountability and Rights Safeguard
1401,AG002,Polycentric Cross-Scale Coordination Forum,2,8.28833,Equity Accountability and Rights Safeguard
1401,AG006,Responsible Policy Experimentation Portfolio,3,8.24881,Equity Accountability and Rights Safeguard
1401,AG003,Community Knowledge Co-Production Platform,4,8.05501,Equity Accountability and Rights Safeguard
1401,AG004,Monitoring Feedback and Learning System,5,7.9884,Equity Accountability and Rights Safeguard
1401,AG001,Adaptive Pathways and Decision Triggers,6,7.82181,Equity Accountability and Rights Safeguard
1402,AG006,Responsible Policy Experimentation Portfolio,1,8.4018,Responsible Policy Experimentation Portfolio
1402,AG005,Equity Accountability and Rights Safeguard,2,8.33691,Responsible Policy Experimentation Portfolio
1402,AG003,Community Knowledge Co-Production Platform,3,8.18856,Responsible Policy Experimentation Portfolio
1402,AG001,Adaptive Pathways and Decision Triggers,4,8.14213,Responsible Policy Experimentation Portfolio
1402,AG004,Monitoring Feedback and Learning System,5,8.0316,Responsible Policy Experimentation Portfolio
1402,AG002,Polycentric Cross-Scale Coordination Forum,6,7.73893,Responsible Policy Experimentation Portfolio
1403,AG003,Community Knowledge Co-Production Platform,1,8.57449,Community Knowledge Co-Production Platform
1403,AG005,Equity Accountability and Rights Safeguard,2,8.44636,Community Knowledge Co-Production Platform
1403,AG004,Monitoring Feedback and Learning System,3,8.39036,Community Knowledge Co-Production Platform
1403,AG002,Polycentric Cross-Scale Coordination Forum,4,8.22457,Community Knowledge Co-Production Platform
1403,AG001,Adaptive Pathways and Decision Triggers,5,7.87938,Community Knowledge Co-Production Platform
1403,AG006,Responsible Policy Experimentation Portfolio,6,7.81221,Community Knowledge Co-Production Platform
1404,AG002,Polycentric Cross-Scale Coordination Forum,1,8.38465,Polycentric Cross-Scale Coordination Forum
1404,AG004,Monitoring Feedback and Learning System,2,8.34601,Polycentric Cross-Scale Coordination Forum
1404,AG003,Community Knowledge Co-Production Platform,3,8.23049,Polycentric Cross-Scale Coordination Forum
1404,AG006,Responsible Policy Experimentation Portfolio,4,8.09747,Polycentric Cross-Scale Coordination Forum
1404,AG005,Equity Accountability and Rights Safeguard,5,8.03741,Polycentric Cross-Scale Coordination Forum
1404,AG001,Adaptive Pathways and Decision Triggers,6,7.94092,Polycentric Cross-Scale Coordination Forum
1405,AG004,Monitoring Feedback and Learning System,1,8.43871,Monitoring Feedback and Learning System
1405,AG003,Community Knowledge Co-Production Platform,2,8.14238,Monitoring Feedback and Learning System
1405,AG005,Equity Accountability and Rights Safeguard,3,8.09622,Monitoring Feedback and Learning System
1405,AG006,Responsible Policy Experimentation Portfolio,4,8.01768,Monitoring Feedback and Learning System
1405,AG002,Polycentric Cross-Scale Coordination Forum,5,7.82028,Monitoring Feedback and Learning System
1405,AG001,Adaptive Pathways and Decision Triggers,6,7.75452,Monitoring Feedback and Learning System
1406,AG003,Community Knowledge Co-Production Platform,1,8.57493,Community Knowledge Co-Production Platform
1406,AG005,Equity Accountability and Rights Safeguard,2,8.42808,Community Knowledge Co-Production Platform
1406,AG004,Monitoring Feedback and Learning System,3,8.41747,Community Knowledge Co-Production Platform
1406,AG006,Responsible Policy Experimentation Portfolio,4,8.2942,Community Knowledge Co-Production Platform
1406,AG002,Polycentric Cross-Scale Coordination Forum,5,8.18453,Community Knowledge Co-Production Platform
1406,AG001,Adaptive Pathways and Decision Triggers,6,8.16493,Community Knowledge Co-Production Platform
1407,AG004,Monitoring Feedback and Learning System,1,8.17939,Monitoring Feedback and Learning System
1407,AG002,Polycentric Cross-Scale Coordination Forum,2,8.14941,Monitoring Feedback and Learning System
1407,AG003,Community Knowledge Co-Production Platform,3,8.14598,Monitoring Feedback and Learning System
1407,AG001,Adaptive Pathways and Decision Triggers,4,7.98473,Monitoring Feedback and Learning System
1407,AG005,Equity Accountability and Rights Safeguard,5,7.93275,Monitoring Feedback and Learning System
1407,AG006,Responsible Policy Experimentation Portfolio,6,7.93021,Monitoring Feedback and Learning System
1408,AG004,Monitoring Feedback and Learning System,1,8.54542,Monitoring Feedback and Learning System
1408,AG002,Polycentric Cross-Scale Coordination Forum,2,8.4721,Monitoring Feedback and Learning System
1408,AG006,Responsible Policy Experimentation Portfolio,3,8.15863,Monitoring Feedback and Learning System
1408,AG003,Community Knowledge Co-Production Platform,4,8.0986,Monitoring Feedback and Learning System
1408,AG005,Equity Accountability and Rights Safeguard,5,8.09188,Monitoring Feedback and Learning System
1408,AG001,Adaptive Pathways and Decision Triggers,6,8.08404,Monitoring Feedback and Learning System
1409,AG005,Equity Accountability and Rights Safeguard,1,8.55463,Equity Accountability and Rights Safeguard
1409,AG001,Adaptive Pathways and Decision Triggers,2,8.38537,Equity Accountability and Rights Safeguard
1409,AG003,Community Knowledge Co-Production Platform,3,8.25182,Equity Accountability and Rights Safeguard
1409,AG006,Responsible Policy Experimentation Portfolio,4,8.24072,Equity Accountability and Rights Safeguard
1409,AG002,Polycentric Cross-Scale Coordination Forum,5,8.14695,Equity Accountability and Rights Safeguard
1409,AG004,Monitoring Feedback and Learning System,6,8.06038,Equity Accountability and Rights Safeguard
1410,AG002,Polycentric Cross-Scale Coordination Forum,1,8.67648,Polycentric Cross-Scale Coordination Forum
1410,AG001,Adaptive Pathways and Decision Triggers,2,8.47911,Polycentric Cross-Scale Coordination Forum
1410,AG005,Equity Accountability and Rights Safeguard,3,8.32034,Polycentric Cross-Scale Coordination Forum
1410,AG003,Community Knowledge Co-Production Platform,4,8.23811,Polycentric Cross-Scale Coordination Forum
1410,AG004,Monitoring Feedback and Learning System,5,8.07053,Polycentric Cross-Scale Coordination Forum
1410,AG006,Responsible Policy Experimentation Portfolio,6,7.78512,Polycentric Cross-Scale Coordination Forum
1411,AG004,Monitoring Feedback and Learning System,1,8.44072,Monitoring Feedback and Learning System
1411,AG006,Responsible Policy Experimentation Portfolio,2,8.33873,Monitoring Feedback and Learning System
1411,AG005,Equity Accountability and Rights Safeguard,3,8.26152,Monitoring Feedback and Learning System
1411,AG003,Community Knowledge Co-Production Platform,4,8.23479,Monitoring Feedback and Learning System
1411,AG002,Polycentric Cross-Scale Coordination Forum,5,7.9958,Monitoring Feedback and Learning System
1411,AG001,Adaptive Pathways and Decision Triggers,6,7.84209,Monitoring Feedback and Learning System
1412,AG005,Equity Accountability and Rights Safeguard,1,8.64303,Equity Accountability and Rights Safeguard
1412,AG003,Community Knowledge Co-Production Platform,2,8.25488,Equity Accountability and Rights Safeguard
1412,AG002,Polycentric Cross-Scale Coordination Forum,3,8.00847,Equity Accountability and Rights Safeguard
1412,AG001,Adaptive Pathways and Decision Triggers,4,7.98198,Equity Accountability and Rights Safeguard
1412,AG004,Monitoring Feedback and Learning System,5,7.88238,Equity Accountability and Rights Safeguard
1412,AG006,Responsible Policy Experimentation Portfolio,6,7.52757,Equity Accountability and Rights Safeguard
1413,AG005,Equity Accountability and Rights Safeguard,1,8.65026,Equity Accountability and Rights Safeguard
1413,AG002,Polycentric Cross-Scale Coordination Forum,2,8.53998,Equity Accountability and Rights Safeguard
1413,AG004,Monitoring Feedback and Learning System,3,8.46223,Equity Accountability and Rights Safeguard
1413,AG003,Community Knowledge Co-Production Platform,4,8.41093,Equity Accountability and Rights Safeguard
1413,AG006,Responsible Policy Experimentation Portfolio,5,8.21286,Equity Accountability and Rights Safeguard
1413,AG001,Adaptive Pathways and Decision Triggers,6,8.02135,Equity Accountability and Rights Safeguard
1414,AG003,Community Knowledge Co-Production Platform,1,8.72996,Community Knowledge Co-Production Platform
1414,AG005,Equity Accountability and Rights Safeguard,2,8.57539,Community Knowledge Co-Production Platform
1414,AG006,Responsible Policy Experimentation Portfolio,3,8.04297,Community Knowledge Co-Production Platform
1414,AG004,Monitoring Feedback and Learning System,4,7.93864,Community Knowledge Co-Production Platform
1414,AG002,Polycentric Cross-Scale Coordination Forum,5,7.92686,Community Knowledge Co-Production Platform
1414,AG001,Adaptive Pathways and Decision Triggers,6,7.6418,Community Knowledge Co-Production Platform
1415,AG002,Polycentric Cross-Scale Coordination Forum,1,8.46163,Polycentric Cross-Scale Coordination Forum
1415,AG003,Community Knowledge Co-Production Platform,2,8.35928,Polycentric Cross-Scale Coordination Forum
1415,AG004,Monitoring Feedback and Learning System,3,8.2039,Polycentric Cross-Scale Coordination Forum
1415,AG005,Equity Accountability and Rights Safeguard,4,8.19313,Polycentric Cross-Scale Coordination Forum
1415,AG006,Responsible Policy Experimentation Portfolio,5,8.07539,Polycentric Cross-Scale Coordination Forum
1415,AG001,Adaptive Pathways and Decision Triggers,6,7.81203,Polycentric Cross-Scale Coordination Forum
1416,AG006,Responsible Policy Experimentation Portfolio,1,8.61222,Responsible Policy Experimentation Portfolio
1416,AG004,Monitoring Feedback and Learning System,2,8.57958,Responsible Policy Experimentation Portfolio
1416,AG001,Adaptive Pathways and Decision Triggers,3,8.3984,Responsible Policy Experimentation Portfolio
1416,AG003,Community Knowledge Co-Production Platform,4,8.08999,Responsible Policy Experimentation Portfolio
1416,AG005,Equity Accountability and Rights Safeguard,5,8.04898,Responsible Policy Experimentation Portfolio
1416,AG002,Polycentric Cross-Scale Coordination Forum,6,7.99663,Responsible Policy Experimentation Portfolio
1417,AG003,Community Knowledge Co-Production Platform,1,8.45221,Community Knowledge Co-Production Platform
1417,AG005,Equity Accountability and Rights Safeguard,2,8.38493,Community Knowledge Co-Production Platform
1417,AG001,Adaptive Pathways and Decision Triggers,3,8.32157,Community Knowledge Co-Production Platform
1417,AG004,Monitoring Feedback and Learning System,4,8.167,Community Knowledge Co-Production Platform
1417,AG002,Polycentric Cross-Scale Coordination Forum,5,8.03122,Community Knowledge Co-Production Platform
1417,AG006,Responsible Policy Experimentation Portfolio,6,7.94174,Community Knowledge Co-Production Platform
1418,AG004,Monitoring Feedback and Learning System,1,8.70053,Monitoring Feedback and Learning System
1418,AG001,Adaptive Pathways and Decision Triggers,2,8.20753,Monitoring Feedback and Learning System
1418,AG005,Equity Accountability and Rights Safeguard,3,8.12585,Monitoring Feedback and Learning System
1418,AG003,Community Knowledge Co-Production Platform,4,8.0828,Monitoring Feedback and Learning System
1418,AG002,Polycentric Cross-Scale Coordination Forum,5,8.04838,Monitoring Feedback and Learning System
1418,AG006,Responsible Policy Experimentation Portfolio,6,7.96489,Monitoring Feedback and Learning System
1419,AG003,Community Knowledge Co-Production Platform,1,8.63711,Community Knowledge Co-Production Platform
1419,AG004,Monitoring Feedback and Learning System,2,8.35886,Community Knowledge Co-Production Platform
1419,AG002,Polycentric Cross-Scale Coordination Forum,3,8.34625,Community Knowledge Co-Production Platform
1419,AG005,Equity Accountability and Rights Safeguard,4,8.33105,Community Knowledge Co-Production Platform
1419,AG001,Adaptive Pathways and Decision Triggers,5,8.01948,Community Knowledge Co-Production Platform
1419,AG006,Responsible Policy Experimentation Portfolio,6,7.87965,Community Knowledge Co-Production Platform
1420,AG003,Community Knowledge Co-Production Platform,1,8.67112,Community Knowledge Co-Production Platform
1420,AG005,Equity Accountability and Rights Safeguard,2,8.46099,Community Knowledge Co-Production Platform
1420,AG004,Monitoring Feedback and Learning System,3,8.36823,Community Knowledge Co-Production Platform
1420,AG002,Polycentric Cross-Scale Coordination Forum,4,7.99321,Community Knowledge Co-Production Platform
1420,AG006,Responsible Policy Experimentation Portfolio,5,7.92156,Community Knowledge Co-Production Platform
1420,AG001,Adaptive Pathways and Decision Triggers,6,7.72947,Community Knowledge Co-Production Platform
1421,AG005,Equity Accountability and Rights Safeguard,1,8.35444,Equity Accountability and Rights Safeguard
1421,AG001,Adaptive Pathways and Decision Triggers,2,8.34648,Equity Accountability and Rights Safeguard
1421,AG004,Monitoring Feedback and Learning System,3,8.30842,Equity Accountability and Rights Safeguard
1421,AG006,Responsible Policy Experimentation Portfolio,4,7.95429,Equity Accountability and Rights Safeguard
1421,AG002,Polycentric Cross-Scale Coordination Forum,5,7.92377,Equity Accountability and Rights Safeguard
1421,AG003,Community Knowledge Co-Production Platform,6,7.79352,Equity Accountability and Rights Safeguard
1422,AG003,Community Knowledge Co-Production Platform,1,8.26736,Community Knowledge Co-Production Platform
1422,AG004,Monitoring Feedback and Learning System,2,8.10272,Community Knowledge Co-Production Platform
1422,AG005,Equity Accountability and Rights Safeguard,3,8.05022,Community Knowledge Co-Production Platform
1422,AG001,Adaptive Pathways and Decision Triggers,4,7.95451,Community Knowledge Co-Production Platform
1422,AG002,Polycentric Cross-Scale Coordination Forum,5,7.84003,Community Knowledge Co-Production Platform
1422,AG006,Responsible Policy Experimentation Portfolio,6,7.80325,Community Knowledge Co-Production Platform
1423,AG003,Community Knowledge Co-Production Platform,1,8.72492,Community Knowledge Co-Production Platform
1423,AG006,Responsible Policy Experimentation Portfolio,2,8.54008,Community Knowledge Co-Production Platform
1423,AG005,Equity Accountability and Rights Safeguard,3,8.4408,Community Knowledge Co-Production Platform
1423,AG004,Monitoring Feedback and Learning System,4,8.38194,Community Knowledge Co-Production Platform
1423,AG002,Polycentric Cross-Scale Coordination Forum,5,8.13526,Community Knowledge Co-Production Platform
1423,AG001,Adaptive Pathways and Decision Triggers,6,7.9977,Community Knowledge Co-Production Platform
1424,AG003,Community Knowledge Co-Production Platform,1,8.49628,Community Knowledge Co-Production Platform
1424,AG006,Responsible Policy Experimentation Portfolio,2,8.41395,Community Knowledge Co-Production Platform
1424,AG001,Adaptive Pathways and Decision Triggers,3,8.37051,Community Knowledge Co-Production Platform
1424,AG004,Monitoring Feedback and Learning System,4,8.36586,Community Knowledge Co-Production Platform
1424,AG005,Equity Accountability and Rights Safeguard,5,8.3253,Community Knowledge Co-Production Platform
1424,AG002,Polycentric Cross-Scale Coordination Forum,6,8.21221,Community Knowledge Co-Production Platform
1425,AG005,Equity Accountability and Rights Safeguard,1,8.52013,Equity Accountability and Rights Safeguard
1425,AG001,Adaptive Pathways and Decision Triggers,2,8.5103,Equity Accountability and Rights Safeguard
1425,AG002,Polycentric Cross-Scale Coordination Forum,3,8.21381,Equity Accountability and Rights Safeguard
1425,AG003,Community Knowledge Co-Production Platform,4,8.19773,Equity Accountability and Rights Safeguard
1425,AG006,Responsible Policy Experimentation Portfolio,5,8.01361,Equity Accountability and Rights Safeguard
1425,AG004,Monitoring Feedback and Learning System,6,7.98199,Equity Accountability and Rights Safeguard
1426,AG005,Equity Accountability and Rights Safeguard,1,8.70693,Equity Accountability and Rights Safeguard
1426,AG003,Community Knowledge Co-Production Platform,2,8.65029,Equity Accountability and Rights Safeguard
1426,AG006,Responsible Policy Experimentation Portfolio,3,8.32108,Equity Accountability and Rights Safeguard
1426,AG002,Polycentric Cross-Scale Coordination Forum,4,8.31395,Equity Accountability and Rights Safeguard
1426,AG001,Adaptive Pathways and Decision Triggers,5,8.30101,Equity Accountability and Rights Safeguard
1426,AG004,Monitoring Feedback and Learning System,6,8.13891,Equity Accountability and Rights Safeguard
1427,AG003,Community Knowledge Co-Production Platform,1,8.51523,Community Knowledge Co-Production Platform
1427,AG005,Equity Accountability and Rights Safeguard,2,8.50275,Community Knowledge Co-Production Platform
1427,AG002,Polycentric Cross-Scale Coordination Forum,3,8.28269,Community Knowledge Co-Production Platform
1427,AG004,Monitoring Feedback and Learning System,4,8.21887,Community Knowledge Co-Production Platform
1427,AG006,Responsible Policy Experimentation Portfolio,5,7.96333,Community Knowledge Co-Production Platform
1427,AG001,Adaptive Pathways and Decision Triggers,6,7.81672,Community Knowledge Co-Production Platform
1428,AG005,Equity Accountability and Rights Safeguard,1,8.78995,Equity Accountability and Rights Safeguard
1428,AG002,Polycentric Cross-Scale Coordination Forum,2,8.22987,Equity Accountability and Rights Safeguard
1428,AG003,Community Knowledge Co-Production Platform,3,8.06462,Equity Accountability and Rights Safeguard
1428,AG001,Adaptive Pathways and Decision Triggers,4,8.0234,Equity Accountability and Rights Safeguard
1428,AG006,Responsible Policy Experimentation Portfolio,5,7.98028,Equity Accountability and Rights Safeguard
1428,AG004,Monitoring Feedback and Learning System,6,7.93518,Equity Accountability and Rights Safeguard
1429,AG001,Adaptive Pathways and Decision Triggers,1,8.49448,Adaptive Pathways and Decision Triggers
1429,AG003,Community Knowledge Co-Production Platform,2,8.29752,Adaptive Pathways and Decision Triggers
1429,AG004,Monitoring Feedback and Learning System,3,8.20419,Adaptive Pathways and Decision Triggers
1429,AG005,Equity Accountability and Rights Safeguard,4,8.15053,Adaptive Pathways and Decision Triggers
1429,AG002,Polycentric Cross-Scale Coordination Forum,5,8.06414,Adaptive Pathways and Decision Triggers
1429,AG006,Responsible Policy Experimentation Portfolio,6,7.91334,Adaptive Pathways and Decision Triggers
1430,AG003,Community Knowledge Co-Production Platform,1,8.38534,Community Knowledge Co-Production Platform
1430,AG002,Polycentric Cross-Scale Coordination Forum,2,8.21116,Community Knowledge Co-Production Platform
1430,AG005,Equity Accountability and Rights Safeguard,3,8.14146,Community Knowledge Co-Production Platform
1430,AG004,Monitoring Feedback and Learning System,4,8.08346,Community Knowledge Co-Production Platform
1430,AG006,Responsible Policy Experimentation Portfolio,5,7.77736,Community Knowledge Co-Production Platform
1430,AG001,Adaptive Pathways and Decision Triggers,6,7.64763,Community Knowledge Co-Production Platform
1431,AG002,Polycentric Cross-Scale Coordination Forum,1,8.52334,Polycentric Cross-Scale Coordination Forum
1431,AG001,Adaptive Pathways and Decision Triggers,2,8.47004,Polycentric Cross-Scale Coordination Forum
1431,AG004,Monitoring Feedback and Learning System,3,8.33132,Polycentric Cross-Scale Coordination Forum
1431,AG005,Equity Accountability and Rights Safeguard,4,8.17576,Polycentric Cross-Scale Coordination Forum
1431,AG003,Community Knowledge Co-Production Platform,5,8.00599,Polycentric Cross-Scale Coordination Forum
1431,AG006,Responsible Policy Experimentation Portfolio,6,7.61048,Polycentric Cross-Scale Coordination Forum
1432,AG005,Equity Accountability and Rights Safeguard,1,8.35384,Equity Accountability and Rights Safeguard
1432,AG004,Monitoring Feedback and Learning System,2,8.19152,Equity Accountability and Rights Safeguard
1432,AG002,Polycentric Cross-Scale Coordination Forum,3,8.17778,Equity Accountability and Rights Safeguard
1432,AG001,Adaptive Pathways and Decision Triggers,4,8.16995,Equity Accountability and Rights Safeguard
1432,AG003,Community Knowledge Co-Production Platform,5,8.15533,Equity Accountability and Rights Safeguard
1432,AG006,Responsible Policy Experimentation Portfolio,6,8.05484,Equity Accountability and Rights Safeguard
1433,AG001,Adaptive Pathways and Decision Triggers,1,8.51697,Adaptive Pathways and Decision Triggers
1433,AG005,Equity Accountability and Rights Safeguard,2,8.44615,Adaptive Pathways and Decision Triggers
1433,AG004,Monitoring Feedback and Learning System,3,8.15544,Adaptive Pathways and Decision Triggers
1433,AG003,Community Knowledge Co-Production Platform,4,8.09467,Adaptive Pathways and Decision Triggers
1433,AG006,Responsible Policy Experimentation Portfolio,5,7.89454,Adaptive Pathways and Decision Triggers
1433,AG002,Polycentric Cross-Scale Coordination Forum,6,7.66796,Adaptive Pathways and Decision Triggers
1434,AG003,Community Knowledge Co-Production Platform,1,8.53254,Community Knowledge Co-Production Platform
1434,AG004,Monitoring Feedback and Learning System,2,8.261,Community Knowledge Co-Production Platform
1434,AG005,Equity Accountability and Rights Safeguard,3,8.13747,Community Knowledge Co-Production Platform
1434,AG001,Adaptive Pathways and Decision Triggers,4,7.97171,Community Knowledge Co-Production Platform
1434,AG002,Polycentric Cross-Scale Coordination Forum,5,7.93578,Community Knowledge Co-Production Platform
1434,AG006,Responsible Policy Experimentation Portfolio,6,7.77372,Community Knowledge Co-Production Platform
1435,AG004,Monitoring Feedback and Learning System,1,8.41714,Monitoring Feedback and Learning System
1435,AG002,Polycentric Cross-Scale Coordination Forum,2,8.3634,Monitoring Feedback and Learning System
1435,AG003,Community Knowledge Co-Production Platform,3,8.25908,Monitoring Feedback and Learning System
1435,AG001,Adaptive Pathways and Decision Triggers,4,8.24156,Monitoring Feedback and Learning System
1435,AG005,Equity Accountability and Rights Safeguard,5,8.03679,Monitoring Feedback and Learning System
1435,AG006,Responsible Policy Experimentation Portfolio,6,7.97345,Monitoring Feedback and Learning System
1436,AG003,Community Knowledge Co-Production Platform,1,8.4143,Community Knowledge Co-Production Platform
1436,AG001,Adaptive Pathways and Decision Triggers,2,8.26147,Community Knowledge Co-Production Platform
1436,AG005,Equity Accountability and Rights Safeguard,3,8.25498,Community Knowledge Co-Production Platform
1436,AG004,Monitoring Feedback and Learning System,4,8.12953,Community Knowledge Co-Production Platform
1436,AG006,Responsible Policy Experimentation Portfolio,5,8.03419,Community Knowledge Co-Production Platform
1436,AG002,Polycentric Cross-Scale Coordination Forum,6,7.9675,Community Knowledge Co-Production Platform
1437,AG005,Equity Accountability and Rights Safeguard,1,8.61443,Equity Accountability and Rights Safeguard
1437,AG001,Adaptive Pathways and Decision Triggers,2,8.32482,Equity Accountability and Rights Safeguard
1437,AG006,Responsible Policy Experimentation Portfolio,3,8.26124,Equity Accountability and Rights Safeguard
1437,AG002,Polycentric Cross-Scale Coordination Forum,4,8.19505,Equity Accountability and Rights Safeguard
1437,AG004,Monitoring Feedback and Learning System,5,7.89619,Equity Accountability and Rights Safeguard
1437,AG003,Community Knowledge Co-Production Platform,6,7.88705,Equity Accountability and Rights Safeguard
1438,AG003,Community Knowledge Co-Production Platform,1,8.49491,Community Knowledge Co-Production Platform
1438,AG005,Equity Accountability and Rights Safeguard,2,8.39018,Community Knowledge Co-Production Platform
1438,AG004,Monitoring Feedback and Learning System,3,8.22136,Community Knowledge Co-Production Platform
1438,AG001,Adaptive Pathways and Decision Triggers,4,8.01814,Community Knowledge Co-Production Platform
1438,AG006,Responsible Policy Experimentation Portfolio,5,7.96781,Community Knowledge Co-Production Platform
1438,AG002,Polycentric Cross-Scale Coordination Forum,6,7.88063,Community Knowledge Co-Production Platform
1439,AG005,Equity Accountability and Rights Safeguard,1,8.54257,Equity Accountability and Rights Safeguard
1439,AG002,Polycentric Cross-Scale Coordination Forum,2,8.43223,Equity Accountability and Rights Safeguard
1439,AG003,Community Knowledge Co-Production Platform,3,8.25304,Equity Accountability and Rights Safeguard
1439,AG004,Monitoring Feedback and Learning System,4,8.13182,Equity Accountability and Rights Safeguard
1439,AG006,Responsible Policy Experimentation Portfolio,5,7.99762,Equity Accountability and Rights Safeguard
1439,AG001,Adaptive Pathways and Decision Triggers,6,7.94462,Equity Accountability and Rights Safeguard
1440,AG005,Equity Accountability and Rights Safeguard,1,8.77964,Equity Accountability and Rights Safeguard
1440,AG004,Monitoring Feedback and Learning System,2,8.12781,Equity Accountability and Rights Safeguard
1440,AG001,Adaptive Pathways and Decision Triggers,3,7.97762,Equity Accountability and Rights Safeguard
1440,AG002,Polycentric Cross-Scale Coordination Forum,4,7.93628,Equity Accountability and Rights Safeguard
1440,AG006,Responsible Policy Experimentation Portfolio,5,7.87636,Equity Accountability and Rights Safeguard
1440,AG003,Community Knowledge Co-Production Platform,6,7.7766,Equity Accountability and Rights Safeguard
1441,AG005,Equity Accountability and Rights Safeguard,1,8.66108,Equity Accountability and Rights Safeguard
1441,AG003,Community Knowledge Co-Production Platform,2,8.60061,Equity Accountability and Rights Safeguard
1441,AG004,Monitoring Feedback and Learning System,3,8.4478,Equity Accountability and Rights Safeguard
1441,AG006,Responsible Policy Experimentation Portfolio,4,8.33835,Equity Accountability and Rights Safeguard
1441,AG001,Adaptive Pathways and Decision Triggers,5,8.25735,Equity Accountability and Rights Safeguard
1441,AG002,Polycentric Cross-Scale Coordination Forum,6,8.08662,Equity Accountability and Rights Safeguard
1442,AG004,Monitoring Feedback and Learning System,1,8.28036,Monitoring Feedback and Learning System
1442,AG003,Community Knowledge Co-Production Platform,2,8.21574,Monitoring Feedback and Learning System
1442,AG001,Adaptive Pathways and Decision Triggers,3,8.17002,Monitoring Feedback and Learning System
1442,AG005,Equity Accountability and Rights Safeguard,4,8.0406,Monitoring Feedback and Learning System
1442,AG006,Responsible Policy Experimentation Portfolio,5,7.96322,Monitoring Feedback and Learning System
1442,AG002,Polycentric Cross-Scale Coordination Forum,6,7.88474,Monitoring Feedback and Learning System
1443,AG003,Community Knowledge Co-Production Platform,1,8.4147,Community Knowledge Co-Production Platform
1443,AG001,Adaptive Pathways and Decision Triggers,2,8.23113,Community Knowledge Co-Production Platform
1443,AG006,Responsible Policy Experimentation Portfolio,3,8.04076,Community Knowledge Co-Production Platform
1443,AG004,Monitoring Feedback and Learning System,4,7.97807,Community Knowledge Co-Production Platform
1443,AG005,Equity Accountability and Rights Safeguard,5,7.90558,Community Knowledge Co-Production Platform
1443,AG002,Polycentric Cross-Scale Coordination Forum,6,7.79261,Community Knowledge Co-Production Platform
1444,AG001,Adaptive Pathways and Decision Triggers,1,8.77977,Adaptive Pathways and Decision Triggers
1444,AG003,Community Knowledge Co-Production Platform,2,8.50405,Adaptive Pathways and Decision Triggers
1444,AG005,Equity Accountability and Rights Safeguard,3,8.46766,Adaptive Pathways and Decision Triggers
1444,AG002,Polycentric Cross-Scale Coordination Forum,4,8.33685,Adaptive Pathways and Decision Triggers
1444,AG004,Monitoring Feedback and Learning System,5,8.26053,Adaptive Pathways and Decision Triggers
1444,AG006,Responsible Policy Experimentation Portfolio,6,7.96943,Adaptive Pathways and Decision Triggers
1445,AG004,Monitoring Feedback and Learning System,1,8.78297,Monitoring Feedback and Learning System
1445,AG002,Polycentric Cross-Scale Coordination Forum,2,8.55031,Monitoring Feedback and Learning System
1445,AG003,Community Knowledge Co-Production Platform,3,8.52761,Monitoring Feedback and Learning System
1445,AG005,Equity Accountability and Rights Safeguard,4,8.32691,Monitoring Feedback and Learning System
1445,AG001,Adaptive Pathways and Decision Triggers,5,8.28325,Monitoring Feedback and Learning System
1445,AG006,Responsible Policy Experimentation Portfolio,6,7.33047,Monitoring Feedback and Learning System
1446,AG005,Equity Accountability and Rights Safeguard,1,8.63133,Equity Accountability and Rights Safeguard
1446,AG003,Community Knowledge Co-Production Platform,2,8.3148,Equity Accountability and Rights Safeguard
1446,AG001,Adaptive Pathways and Decision Triggers,3,8.212,Equity Accountability and Rights Safeguard
1446,AG004,Monitoring Feedback and Learning System,4,8.12677,Equity Accountability and Rights Safeguard
1446,AG002,Polycentric Cross-Scale Coordination Forum,5,7.96737,Equity Accountability and Rights Safeguard
1446,AG006,Responsible Policy Experimentation Portfolio,6,7.54185,Equity Accountability and Rights Safeguard
1447,AG002,Polycentric Cross-Scale Coordination Forum,1,8.81106,Polycentric Cross-Scale Coordination Forum
1447,AG004,Monitoring Feedback and Learning System,2,8.28047,Polycentric Cross-Scale Coordination Forum
1447,AG005,Equity Accountability and Rights Safeguard,3,8.27005,Polycentric Cross-Scale Coordination Forum
1447,AG003,Community Knowledge Co-Production Platform,4,8.14611,Polycentric Cross-Scale Coordination Forum
1447,AG006,Responsible Policy Experimentation Portfolio,5,7.96614,Polycentric Cross-Scale Coordination Forum
1447,AG001,Adaptive Pathways and Decision Triggers,6,7.92168,Polycentric Cross-Scale Coordination Forum
1448,AG005,Equity Accountability and Rights Safeguard,1,8.54684,Equity Accountability and Rights Safeguard
1448,AG006,Responsible Policy Experimentation Portfolio,2,8.49568,Equity Accountability and Rights Safeguard
1448,AG003,Community Knowledge Co-Production Platform,3,8.36032,Equity Accountability and Rights Safeguard
1448,AG004,Monitoring Feedback and Learning System,4,8.26234,Equity Accountability and Rights Safeguard
1448,AG001,Adaptive Pathways and Decision Triggers,5,8.25525,Equity Accountability and Rights Safeguard
1448,AG002,Polycentric Cross-Scale Coordination Forum,6,8.12962,Equity Accountability and Rights Safeguard
1449,AG005,Equity Accountability and Rights Safeguard,1,8.55019,Equity Accountability and Rights Safeguard
