system_id,system,system_domain,time,event,stress_load,response_capacity,governance_function,dependency_coupling,equity_adjusted_function
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,76,background adaptive governance stress,0.15231,0.56453,1.0,0.47153,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,77,background adaptive governance stress,0.15123,0.56485,1.0,0.46834,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,78,background adaptive governance stress,0.1545,0.56517,1.0,0.46522,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,79,background adaptive governance stress,0.14834,0.56548,1.0,0.46196,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,0,background adaptive governance stress,0.16479,0.455,1.0,0.79829,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,1,background adaptive governance stress,0.16763,0.45517,1.0,0.79664,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,2,background adaptive governance stress,0.16521,0.45534,1.0,0.79493,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,3,background adaptive governance stress,0.16224,0.45551,1.0,0.79317,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,4,background adaptive governance stress,0.16532,0.45568,1.0,0.79146,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,5,background adaptive governance stress,0.16425,0.45585,1.0,0.78973,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,6,background adaptive governance stress,0.16244,0.45603,1.0,0.78796,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,7,background adaptive governance stress,0.16384,0.4562,1.0,0.78622,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,8,background adaptive governance stress,0.1665,0.45638,1.0,0.78453,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,9,background adaptive governance stress,0.16469,0.45655,1.0,0.7828,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,10,background adaptive governance stress,0.16691,0.45672,1.0,0.78112,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,11,background adaptive governance stress,0.16791,0.45689,1.0,0.77945,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,12,Extreme climate uncertainty and conflicting projections,0.82216,0.45705,1.0,0.79087,0.86672
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,13,background adaptive governance stress,0.16477,0.45591,1.0,0.78915,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,14,background adaptive governance stress,0.16992,0.45609,1.0,0.78753,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,15,background adaptive governance stress,0.1645,0.45625,1.0,0.7858,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,16,background adaptive governance stress,0.16848,0.45642,1.0,0.78415,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,17,background adaptive governance stress,0.16979,0.45659,1.0,0.78252,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,18,background adaptive governance stress,0.16892,0.45675,1.0,0.78088,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,19,background adaptive governance stress,0.16606,0.45691,1.0,0.77917,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,20,background adaptive governance stress,0.16763,0.45708,1.0,0.77749,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,21,background adaptive governance stress,0.1684,0.45725,1.0,0.77583,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,22,background adaptive governance stress,0.16689,0.45742,1.0,0.77414,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,23,background adaptive governance stress,0.16939,0.45759,1.0,0.77249,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,24,background adaptive governance stress,0.16886,0.45775,1.0,0.77084,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,25,background adaptive governance stress,0.1649,0.45792,1.0,0.7691,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,26,background adaptive governance stress,0.16468,0.45809,1.0,0.76735,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,27,Multi-agency coordination breakdown during compound event,0.86979,0.45826,1.0,0.77971,0.84992
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,28,background adaptive governance stress,0.16459,0.45703,1.0,0.77797,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,29,background adaptive governance stress,0.16919,0.4572,1.0,0.77632,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,30,background adaptive governance stress,0.17142,0.45737,1.0,0.77472,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,31,background adaptive governance stress,0.16569,0.45753,1.0,0.773,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,32,background adaptive governance stress,0.1647,0.4577,1.0,0.77126,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,33,background adaptive governance stress,0.16825,0.45787,1.0,0.76959,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,34,background adaptive governance stress,0.1685,0.45804,1.0,0.76792,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,35,background adaptive governance stress,0.17015,0.45821,1.0,0.76629,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,36,background adaptive governance stress,0.16647,0.45837,1.0,0.76457,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,37,background adaptive governance stress,0.16787,0.45854,1.0,0.76289,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,38,background adaptive governance stress,0.16856,0.45871,1.0,0.76121,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,39,background adaptive governance stress,0.1696,0.45888,1.0,0.75956,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,40,background adaptive governance stress,0.16591,0.45904,1.0,0.75782,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,41,background adaptive governance stress,0.17144,0.45922,1.0,0.7562,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,42,Public trust shock after failed adaptation project,0.8385,0.45938,1.0,0.76792,0.84432
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,43,background adaptive governance stress,0.1678,0.45821,1.0,0.76623,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,44,background adaptive governance stress,0.16992,0.45838,1.0,0.76459,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,45,background adaptive governance stress,0.16648,0.45854,1.0,0.76288,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,46,background adaptive governance stress,0.16953,0.45871,1.0,0.76122,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,47,background adaptive governance stress,0.1678,0.45888,1.0,0.75953,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,48,background adaptive governance stress,0.17293,0.45905,1.0,0.75794,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,49,background adaptive governance stress,0.16948,0.45921,1.0,0.75628,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,50,background adaptive governance stress,0.17096,0.45937,1.0,0.75464,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,51,background adaptive governance stress,0.1708,0.45954,1.0,0.753,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,52,background adaptive governance stress,0.17121,0.4597,1.0,0.75137,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,53,background adaptive governance stress,0.16741,0.45986,1.0,0.74966,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,54,background adaptive governance stress,0.16995,0.46003,1.0,0.748,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,55,background adaptive governance stress,0.17132,0.4602,1.0,0.74636,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,56,Data-platform disruption and misinformation surge,0.85471,0.46036,1.0,0.75839,0.85552
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,57,background adaptive governance stress,0.1711,0.45916,1.0,0.75677,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,58,background adaptive governance stress,0.17426,0.45932,1.0,0.7552,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,59,background adaptive governance stress,0.17302,0.45948,1.0,0.7536,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,60,background adaptive governance stress,0.17025,0.45964,1.0,0.75195,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,61,background adaptive governance stress,0.17123,0.4598,1.0,0.75032,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,62,background adaptive governance stress,0.1726,0.45997,1.0,0.74871,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,63,background adaptive governance stress,0.16952,0.46013,1.0,0.74704,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,64,background adaptive governance stress,0.16919,0.4603,1.0,0.74536,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,65,background adaptive governance stress,0.17423,0.46046,1.0,0.74378,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,66,background adaptive governance stress,0.1707,0.46062,1.0,0.74213,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,67,background adaptive governance stress,0.17269,0.46079,1.0,0.74051,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,68,background adaptive governance stress,0.17359,0.46095,1.0,0.73891,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,69,background adaptive governance stress,0.17151,0.46111,1.0,0.73727,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,70,Compound governance crisis with equity and legal contestation,0.95318,0.46127,1.0,0.75126,0.83312
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,71,background adaptive governance stress,0.174,0.45987,1.0,0.74968,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,72,background adaptive governance stress,0.17307,0.46003,1.0,0.74808,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,73,background adaptive governance stress,0.17084,0.46019,1.0,0.74644,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,74,background adaptive governance stress,0.1734,0.46036,1.0,0.74484,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,75,background adaptive governance stress,0.17163,0.46052,1.0,0.74321,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,76,background adaptive governance stress,0.17152,0.46068,1.0,0.74157,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,77,background adaptive governance stress,0.17055,0.46084,1.0,0.73992,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,78,background adaptive governance stress,0.17573,0.46101,1.0,0.73836,1.0
SYS006,Infrastructure Regulation and Adaptive Standards System,infrastructure resilience and regulation,79,background adaptive governance stress,0.17227,0.46116,1.0,0.73673,1.0
