system_id,system_type,scenario_id,scenario_name,time_step,disturbance,vulnerability_stock,resilience_margin,threshold_flag
S004,Supply Chain Network,D004,Slow threshold erosion,51,0.48,2.0,-1.004,threshold risk
S004,Supply Chain Network,D004,Slow threshold erosion,52,0.4772,2.0,-1.0034,threshold risk
S004,Supply Chain Network,D004,Slow threshold erosion,53,0.4739,2.0,-1.0028,threshold risk
S004,Supply Chain Network,D004,Slow threshold erosion,54,0.4703,2.0,-1.0021,threshold risk
S004,Supply Chain Network,D004,Slow threshold erosion,55,0.4664,2.0,-1.0013,threshold risk
S004,Supply Chain Network,D004,Slow threshold erosion,56,0.4623,2.0,-1.0005,threshold risk
S004,Supply Chain Network,D004,Slow threshold erosion,57,0.4581,2.0,-0.9996,threshold risk
S004,Supply Chain Network,D004,Slow threshold erosion,58,0.454,2.0,-0.9988,threshold risk
S004,Supply Chain Network,D004,Slow threshold erosion,59,0.4501,2.0,-0.998,threshold risk
S004,Supply Chain Network,D004,Slow threshold erosion,60,0.8264,2.0,-1.0733,threshold risk
S004,Supply Chain Network,D004,Slow threshold erosion,61,0.4431,2.0,-0.9966,threshold risk
S004,Supply Chain Network,D004,Slow threshold erosion,62,0.4403,2.0,-0.9961,threshold risk
S004,Supply Chain Network,D004,Slow threshold erosion,63,0.438,2.0,-0.9956,threshold risk
S004,Supply Chain Network,D004,Slow threshold erosion,64,0.4363,2.0,-0.9953,threshold risk
S004,Supply Chain Network,D004,Slow threshold erosion,65,0.4353,2.0,-0.9951,threshold risk
S004,Supply Chain Network,D004,Slow threshold erosion,66,0.435,2.0,-0.995,threshold risk
S004,Supply Chain Network,D004,Slow threshold erosion,67,0.4354,2.0,-0.9951,threshold risk
S004,Supply Chain Network,D004,Slow threshold erosion,68,0.4364,2.0,-0.9953,threshold risk
S004,Supply Chain Network,D004,Slow threshold erosion,69,0.4381,2.0,-0.9956,threshold risk
S004,Supply Chain Network,D004,Slow threshold erosion,70,0.4404,2.0,-0.9961,threshold risk
S004,Supply Chain Network,D004,Slow threshold erosion,71,0.4433,2.0,-0.9967,threshold risk
S004,Supply Chain Network,D004,Slow threshold erosion,72,0.8266,2.0,-1.0733,threshold risk
S004,Supply Chain Network,D004,Slow threshold erosion,73,0.4503,2.0,-0.9981,threshold risk
S004,Supply Chain Network,D004,Slow threshold erosion,74,0.4542,2.0,-0.9988,threshold risk
S004,Supply Chain Network,D004,Slow threshold erosion,75,0.4583,2.0,-0.9997,threshold risk
S004,Supply Chain Network,D004,Slow threshold erosion,76,0.4625,2.0,-1.0005,threshold risk
S004,Supply Chain Network,D004,Slow threshold erosion,77,0.4666,2.0,-1.0013,threshold risk
S004,Supply Chain Network,D004,Slow threshold erosion,78,0.4705,2.0,-1.0021,threshold risk
S004,Supply Chain Network,D004,Slow threshold erosion,79,0.4741,2.0,-1.0028,threshold risk
S004,Supply Chain Network,D004,Slow threshold erosion,80,0.4773,2.0,-1.0035,threshold risk
S005,Community Adaptation System,D001,Short operational shock,1,0.2641,0.6164,1.3268,viable margin
S005,Community Adaptation System,D001,Short operational shock,2,0.5682,0.7881,1.0943,viable margin
S005,Community Adaptation System,D001,Short operational shock,3,0.272,0.8856,1.056,viable margin
S005,Community Adaptation System,D001,Short operational shock,4,0.5755,1.0112,0.8697,viable margin
S005,Community Adaptation System,D001,Short operational shock,5,0.2785,1.1355,0.8048,viable margin
S005,Community Adaptation System,D001,Short operational shock,6,0.581,1.2909,0.5888,viable margin
S005,Community Adaptation System,D001,Short operational shock,7,0.283,1.4485,0.4909,viable margin
S005,Community Adaptation System,D001,Short operational shock,8,0.5843,1.6411,0.238,threshold risk
S005,Community Adaptation System,D001,Short operational shock,9,0.2849,1.8401,0.0989,threshold risk
S005,Community Adaptation System,D001,Short operational shock,10,0.5849,2.0,-0.121,threshold risk
S005,Community Adaptation System,D001,Short operational shock,11,0.2841,2.0,-0.0608,threshold risk
S005,Community Adaptation System,D001,Short operational shock,12,0.5827,2.0,-0.1205,threshold risk
S005,Community Adaptation System,D001,Short operational shock,13,0.2807,2.0,-0.0601,threshold risk
S005,Community Adaptation System,D001,Short operational shock,14,0.5781,2.0,-0.1196,threshold risk
S005,Community Adaptation System,D001,Short operational shock,15,0.275,2.0,-0.059,threshold risk
S005,Community Adaptation System,D001,Short operational shock,16,0.5714,2.0,-0.1183,threshold risk
S005,Community Adaptation System,D001,Short operational shock,17,0.2676,2.0,-0.0575,threshold risk
S005,Community Adaptation System,D001,Short operational shock,18,0.5635,2.0,-0.1167,threshold risk
S005,Community Adaptation System,D001,Short operational shock,19,0.2594,2.0,-0.0559,threshold risk
S005,Community Adaptation System,D001,Short operational shock,20,0.5552,2.0,-0.115,threshold risk
S005,Community Adaptation System,D001,Short operational shock,21,0.2512,2.0,-0.0542,threshold risk
S005,Community Adaptation System,D001,Short operational shock,22,0.5475,2.0,-0.1135,threshold risk
S005,Community Adaptation System,D001,Short operational shock,23,0.2441,2.0,-0.0528,threshold risk
S005,Community Adaptation System,D001,Short operational shock,24,0.5411,2.0,-0.1122,threshold risk
S005,Community Adaptation System,D001,Short operational shock,25,0.2386,2.0,-0.0517,threshold risk
S005,Community Adaptation System,D001,Short operational shock,26,0.5368,2.0,-0.1114,threshold risk
S005,Community Adaptation System,D001,Short operational shock,27,0.2356,2.0,-0.0511,threshold risk
S005,Community Adaptation System,D001,Short operational shock,28,0.535,2.0,-0.111,threshold risk
S005,Community Adaptation System,D001,Short operational shock,29,0.2352,2.0,-0.051,threshold risk
S005,Community Adaptation System,D001,Short operational shock,30,0.536,2.0,-0.1112,threshold risk
S005,Community Adaptation System,D001,Short operational shock,31,0.2375,2.0,-0.0515,threshold risk
S005,Community Adaptation System,D001,Short operational shock,32,0.5397,2.0,-0.1119,threshold risk
S005,Community Adaptation System,D001,Short operational shock,33,0.2424,2.0,-0.0525,threshold risk
S005,Community Adaptation System,D001,Short operational shock,34,0.5455,2.0,-0.1131,threshold risk
S005,Community Adaptation System,D001,Short operational shock,35,0.2491,2.0,-0.0538,threshold risk
S005,Community Adaptation System,D001,Short operational shock,36,0.553,2.0,-0.1146,threshold risk
S005,Community Adaptation System,D001,Short operational shock,37,0.2571,2.0,-0.0554,threshold risk
S005,Community Adaptation System,D001,Short operational shock,38,0.5613,2.0,-0.1163,threshold risk
S005,Community Adaptation System,D001,Short operational shock,39,0.2654,2.0,-0.0571,threshold risk
S005,Community Adaptation System,D001,Short operational shock,40,0.5694,2.0,-0.1179,threshold risk
S005,Community Adaptation System,D001,Short operational shock,41,0.2731,2.0,-0.0586,threshold risk
S005,Community Adaptation System,D001,Short operational shock,42,0.5764,2.0,-0.1193,threshold risk
S005,Community Adaptation System,D001,Short operational shock,43,0.2793,2.0,-0.0599,threshold risk
S005,Community Adaptation System,D001,Short operational shock,44,0.5817,2.0,-0.1203,threshold risk
S005,Community Adaptation System,D001,Short operational shock,45,0.2834,2.0,-0.0607,threshold risk
S005,Community Adaptation System,D001,Short operational shock,46,0.5846,2.0,-0.1209,threshold risk
S005,Community Adaptation System,D001,Short operational shock,47,0.285,2.0,-0.061,threshold risk
S005,Community Adaptation System,D001,Short operational shock,48,0.5847,2.0,-0.1209,threshold risk
S005,Community Adaptation System,D001,Short operational shock,49,0.2838,2.0,-0.0608,threshold risk
S005,Community Adaptation System,D001,Short operational shock,50,0.5822,2.0,-0.1204,threshold risk
S005,Community Adaptation System,D001,Short operational shock,51,0.28,2.0,-0.06,threshold risk
S005,Community Adaptation System,D001,Short operational shock,52,0.5772,2.0,-0.1194,threshold risk
S005,Community Adaptation System,D001,Short operational shock,53,0.2739,2.0,-0.0588,threshold risk
S005,Community Adaptation System,D001,Short operational shock,54,0.5703,2.0,-0.1181,threshold risk
S005,Community Adaptation System,D001,Short operational shock,55,0.2664,2.0,-0.0573,threshold risk
S005,Community Adaptation System,D001,Short operational shock,56,0.5623,2.0,-0.1165,threshold risk
S005,Community Adaptation System,D001,Short operational shock,57,0.2581,2.0,-0.0556,threshold risk
S005,Community Adaptation System,D001,Short operational shock,58,0.554,2.0,-0.1148,threshold risk
S005,Community Adaptation System,D001,Short operational shock,59,0.2501,2.0,-0.054,threshold risk
S005,Community Adaptation System,D001,Short operational shock,60,0.5464,2.0,-0.1133,threshold risk
S005,Community Adaptation System,D001,Short operational shock,61,0.2431,2.0,-0.0526,threshold risk
S005,Community Adaptation System,D001,Short operational shock,62,0.5403,2.0,-0.1121,threshold risk
S005,Community Adaptation System,D001,Short operational shock,63,0.238,2.0,-0.0516,threshold risk
S005,Community Adaptation System,D001,Short operational shock,64,0.5363,2.0,-0.1113,threshold risk
S005,Community Adaptation System,D001,Short operational shock,65,0.2353,2.0,-0.0511,threshold risk
S005,Community Adaptation System,D001,Short operational shock,66,0.535,2.0,-0.111,threshold risk
S005,Community Adaptation System,D001,Short operational shock,67,0.2354,2.0,-0.0511,threshold risk
S005,Community Adaptation System,D001,Short operational shock,68,0.5364,2.0,-0.1113,threshold risk
S005,Community Adaptation System,D001,Short operational shock,69,0.2381,2.0,-0.0516,threshold risk
S005,Community Adaptation System,D001,Short operational shock,70,0.5404,2.0,-0.1121,threshold risk
S005,Community Adaptation System,D001,Short operational shock,71,0.2433,2.0,-0.0527,threshold risk
S005,Community Adaptation System,D001,Short operational shock,72,0.5466,2.0,-0.1133,threshold risk
S005,Community Adaptation System,D001,Short operational shock,73,0.2503,2.0,-0.0541,threshold risk
S005,Community Adaptation System,D001,Short operational shock,74,0.5542,2.0,-0.1148,threshold risk
S005,Community Adaptation System,D001,Short operational shock,75,0.2583,2.0,-0.0557,threshold risk
S005,Community Adaptation System,D001,Short operational shock,76,0.5625,2.0,-0.1165,threshold risk
S005,Community Adaptation System,D001,Short operational shock,77,0.2666,2.0,-0.0573,threshold risk
S005,Community Adaptation System,D001,Short operational shock,78,0.5705,2.0,-0.1181,threshold risk
S005,Community Adaptation System,D001,Short operational shock,79,0.2741,2.0,-0.0588,threshold risk
S005,Community Adaptation System,D001,Short operational shock,80,0.5773,2.0,-0.1195,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,1,0.5241,0.646,1.2451,viable margin
S005,Community Adaptation System,D002,Repeated stress with delay,2,0.5282,0.7549,1.1355,viable margin
S005,Community Adaptation System,D002,Repeated stress with delay,3,0.532,0.878,1.0116,viable margin
S005,Community Adaptation System,D002,Repeated stress with delay,4,0.5355,1.0161,0.8728,viable margin
S005,Community Adaptation System,D002,Repeated stress with delay,5,0.5385,1.1708,0.7175,viable margin
S005,Community Adaptation System,D002,Repeated stress with delay,6,1.081,1.5169,0.2629,viable margin
S005,Community Adaptation System,D002,Repeated stress with delay,7,0.543,1.7316,0.1558,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,8,0.5443,1.8445,0.0426,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,9,0.5449,2.0,-0.113,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,10,0.5449,2.0,-0.113,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,11,0.5441,2.0,-0.1128,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,12,1.0827,2.0,-0.2205,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,13,0.5407,2.0,-0.1121,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,14,0.5381,2.0,-0.1116,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,15,0.535,2.0,-0.111,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,16,0.5314,2.0,-0.1103,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,17,0.5276,2.0,-0.1095,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,18,1.0635,2.0,-0.2167,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,19,0.5194,2.0,-0.1079,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,20,0.5152,2.0,-0.107,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,21,0.5112,2.0,-0.1062,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,22,0.5075,2.0,-0.1055,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,23,0.5041,2.0,-0.1048,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,24,1.0411,2.0,-0.2122,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,25,0.4986,2.0,-0.1037,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,26,0.4968,2.0,-0.1034,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,27,0.4956,2.0,-0.1031,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,28,0.495,2.0,-0.103,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,29,0.4952,2.0,-0.103,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,30,1.036,2.0,-0.2112,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,31,0.4975,2.0,-0.1035,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,32,0.4997,2.0,-0.1039,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,33,0.5024,2.0,-0.1045,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,34,0.5055,2.0,-0.1051,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,35,0.5091,2.0,-0.1058,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,36,1.053,2.0,-0.2146,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,37,0.5171,2.0,-0.1074,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,38,0.5213,2.0,-0.1083,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,39,0.5254,2.0,-0.1091,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,40,0.5294,2.0,-0.1099,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,41,0.5331,2.0,-0.1106,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,42,1.0764,2.0,-0.2193,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,43,0.5393,2.0,-0.1119,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,44,0.5417,2.0,-0.1123,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,45,0.5434,2.0,-0.1127,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,46,0.5446,2.0,-0.1129,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,47,0.545,2.0,-0.113,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,48,1.0847,2.0,-0.2209,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,49,0.5438,2.0,-0.1128,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,50,0.5422,2.0,-0.1124,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,51,0.54,2.0,-0.112,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,52,0.5372,2.0,-0.1114,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,53,0.5339,2.0,-0.1108,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,54,1.0703,2.0,-0.2181,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,55,0.5264,2.0,-0.1093,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,56,0.5223,2.0,-0.1085,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,57,0.5181,2.0,-0.1076,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,58,0.514,2.0,-0.1068,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,59,0.5101,2.0,-0.106,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,60,1.0464,2.0,-0.2133,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,61,0.5031,2.0,-0.1046,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,62,0.5003,2.0,-0.1041,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,63,0.498,2.0,-0.1036,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,64,0.4963,2.0,-0.1033,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,65,0.4953,2.0,-0.1031,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,66,1.035,2.0,-0.211,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,67,0.4954,2.0,-0.1031,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,68,0.4964,2.0,-0.1033,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,69,0.4981,2.0,-0.1036,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,70,0.5004,2.0,-0.1041,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,71,0.5033,2.0,-0.1047,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,72,1.0466,2.0,-0.2133,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,73,0.5103,2.0,-0.1061,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,74,0.5142,2.0,-0.1068,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,75,0.5183,2.0,-0.1077,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,76,0.5225,2.0,-0.1085,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,77,0.5266,2.0,-0.1093,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,78,1.0705,2.0,-0.2181,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,79,0.5341,2.0,-0.1108,threshold risk
S005,Community Adaptation System,D002,Repeated stress with delay,80,0.5373,2.0,-0.1115,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,1,0.7641,0.6834,1.1597,viable margin
S005,Community Adaptation System,D003,Compound cascading disruption,2,0.7682,0.8342,1.0082,viable margin
S005,Community Adaptation System,D003,Compound cascading disruption,3,0.772,1.0043,0.8373,viable margin
S005,Community Adaptation System,D003,Compound cascading disruption,4,0.7755,1.195,0.6459,viable margin
S005,Community Adaptation System,D003,Compound cascading disruption,5,0.7785,1.4088,0.4315,viable margin
S005,Community Adaptation System,D003,Compound cascading disruption,6,0.781,1.6482,0.1916,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,7,0.783,1.9164,-0.077,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,8,0.7843,2.0,-0.1609,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,9,1.5449,2.0,-0.313,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,10,0.7849,2.0,-0.161,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,11,0.7841,2.0,-0.1608,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,12,0.7827,2.0,-0.1605,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,13,0.7807,2.0,-0.1601,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,14,0.7781,2.0,-0.1596,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,15,0.775,2.0,-0.159,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,16,0.7714,2.0,-0.1583,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,17,0.7676,2.0,-0.1575,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,18,1.5235,2.0,-0.3087,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,19,0.7594,2.0,-0.1559,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,20,0.7552,2.0,-0.155,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,21,0.7512,2.0,-0.1542,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,22,0.7475,2.0,-0.1535,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,23,0.7441,2.0,-0.1528,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,24,0.7411,2.0,-0.1522,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,25,0.7386,2.0,-0.1517,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,26,0.7368,2.0,-0.1514,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,27,1.4956,2.0,-0.3031,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,28,0.735,2.0,-0.151,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,29,0.7352,2.0,-0.151,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,30,0.736,2.0,-0.1512,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,31,0.7375,2.0,-0.1515,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,32,0.7397,2.0,-0.1519,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,33,0.7424,2.0,-0.1525,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,34,0.7455,2.0,-0.1531,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,35,0.7491,2.0,-0.1538,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,36,1.513,2.0,-0.3066,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,37,0.7571,2.0,-0.1554,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,38,0.7613,2.0,-0.1563,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,39,0.7654,2.0,-0.1571,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,40,0.7694,2.0,-0.1579,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,41,0.7731,2.0,-0.1586,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,42,0.7764,2.0,-0.1593,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,43,0.7793,2.0,-0.1599,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,44,0.7817,2.0,-0.1603,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,45,1.5434,2.0,-0.3127,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,46,0.7846,2.0,-0.1609,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,47,0.785,2.0,-0.161,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,48,0.7847,2.0,-0.1609,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,49,0.7838,2.0,-0.1608,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,50,0.7822,2.0,-0.1604,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,51,0.78,2.0,-0.16,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,52,0.7772,2.0,-0.1594,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,53,0.7739,2.0,-0.1588,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,54,1.5303,2.0,-0.3101,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,55,0.7664,2.0,-0.1573,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,56,0.7623,2.0,-0.1565,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,57,0.7581,2.0,-0.1556,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,58,0.754,2.0,-0.1548,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,59,0.7501,2.0,-0.154,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,60,0.7464,2.0,-0.1533,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,61,0.7431,2.0,-0.1526,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,62,0.7403,2.0,-0.1521,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,63,1.498,2.0,-0.3036,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,64,0.7363,2.0,-0.1513,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,65,0.7353,2.0,-0.1511,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,66,0.735,2.0,-0.151,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,67,0.7354,2.0,-0.1511,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,68,0.7364,2.0,-0.1513,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,69,0.7381,2.0,-0.1516,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,70,0.7404,2.0,-0.1521,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,71,0.7433,2.0,-0.1527,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,72,1.5066,2.0,-0.3053,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,73,0.7503,2.0,-0.1541,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,74,0.7542,2.0,-0.1548,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,75,0.7583,2.0,-0.1557,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,76,0.7625,2.0,-0.1565,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,77,0.7666,2.0,-0.1573,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,78,0.7705,2.0,-0.1581,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,79,0.7741,2.0,-0.1588,threshold risk
S005,Community Adaptation System,D003,Compound cascading disruption,80,0.7773,2.0,-0.1595,threshold risk
S005,Community Adaptation System,D004,Slow threshold erosion,1,0.4641,0.6533,1.2499,viable margin
S005,Community Adaptation System,D004,Slow threshold erosion,2,0.4682,0.7702,1.1321,viable margin
S005,Community Adaptation System,D004,Slow threshold erosion,3,0.472,0.9024,0.9992,viable margin
S005,Community Adaptation System,D004,Slow threshold erosion,4,0.4755,1.0508,0.8501,viable margin
S005,Community Adaptation System,D004,Slow threshold erosion,5,0.4785,1.2171,0.6832,viable margin
S005,Community Adaptation System,D004,Slow threshold erosion,6,0.481,1.4035,0.4963,viable margin
S005,Community Adaptation System,D004,Slow threshold erosion,7,0.483,1.6122,0.2872,viable margin
S005,Community Adaptation System,D004,Slow threshold erosion,8,0.4843,1.8458,0.0533,threshold risk
S005,Community Adaptation System,D004,Slow threshold erosion,9,0.4849,2.0,-0.101,threshold risk
S005,Community Adaptation System,D004,Slow threshold erosion,10,0.4849,2.0,-0.101,threshold risk
S005,Community Adaptation System,D004,Slow threshold erosion,11,0.4841,2.0,-0.1008,threshold risk
S005,Community Adaptation System,D004,Slow threshold erosion,12,0.8627,2.0,-0.1765,threshold risk
S005,Community Adaptation System,D004,Slow threshold erosion,13,0.4807,2.0,-0.1001,threshold risk
S005,Community Adaptation System,D004,Slow threshold erosion,14,0.4781,2.0,-0.0996,threshold risk
S005,Community Adaptation System,D004,Slow threshold erosion,15,0.475,2.0,-0.099,threshold risk
S005,Community Adaptation System,D004,Slow threshold erosion,16,0.4714,2.0,-0.0983,threshold risk
S005,Community Adaptation System,D004,Slow threshold erosion,17,0.4676,2.0,-0.0975,threshold risk
S005,Community Adaptation System,D004,Slow threshold erosion,18,0.4635,2.0,-0.0967,threshold risk
S005,Community Adaptation System,D004,Slow threshold erosion,19,0.4594,2.0,-0.0959,threshold risk
S005,Community Adaptation System,D004,Slow threshold erosion,20,0.4552,2.0,-0.095,threshold risk
S005,Community Adaptation System,D004,Slow threshold erosion,21,0.4512,2.0,-0.0942,threshold risk
S005,Community Adaptation System,D004,Slow threshold erosion,22,0.4475,2.0,-0.0935,threshold risk
S005,Community Adaptation System,D004,Slow threshold erosion,23,0.4441,2.0,-0.0928,threshold risk
S005,Community Adaptation System,D004,Slow threshold erosion,24,0.8211,2.0,-0.1682,threshold risk
S005,Community Adaptation System,D004,Slow threshold erosion,25,0.4386,2.0,-0.0917,threshold risk
S005,Community Adaptation System,D004,Slow threshold erosion,26,0.4368,2.0,-0.0914,threshold risk
S005,Community Adaptation System,D004,Slow threshold erosion,27,0.4356,2.0,-0.0911,threshold risk
