system_id,system,system_domain,time,event,stress_load,response_capacity,institutional_function,dependency_coupling,equity_adjusted_function
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,37,background institutional stress,0.15713,0.45469,1.0,0.61523,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,38,background institutional stress,0.15794,0.45488,1.0,0.61338,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,39,background institutional stress,0.15867,0.45506,1.0,0.61155,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,40,background institutional stress,0.15504,0.45524,1.0,0.60965,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,41,background institutional stress,0.16071,0.45544,1.0,0.60785,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,42,Cyber and public data-system disruption,0.84303,0.45562,1.0,0.6197,0.8712
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,43,background institutional stress,0.15694,0.45443,1.0,0.61784,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,44,background institutional stress,0.1592,0.45462,1.0,0.61602,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,45,background institutional stress,0.15549,0.4548,1.0,0.61413,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,46,background institutional stress,0.15878,0.45499,1.0,0.6123,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,47,background institutional stress,0.15673,0.45517,1.0,0.61043,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,48,background institutional stress,0.16208,0.45536,1.0,0.60866,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,49,background institutional stress,0.15842,0.45553,1.0,0.60682,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,50,background institutional stress,0.15991,0.45572,1.0,0.605,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,51,background institutional stress,0.15982,0.4559,1.0,0.60318,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,52,background institutional stress,0.16036,0.45608,1.0,0.60137,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,53,background institutional stress,0.15639,0.45626,1.0,0.59948,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,54,background institutional stress,0.15881,0.45645,1.0,0.59764,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,55,background institutional stress,0.1604,0.45664,1.0,0.59582,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,56,Multi-agency coordination failure during compound event,0.87827,0.45682,1.0,0.60836,0.8544
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,57,background institutional stress,0.15991,0.45556,1.0,0.60655,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,58,background institutional stress,0.16339,0.45574,1.0,0.60481,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,59,background institutional stress,0.16209,0.45592,1.0,0.60303,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,60,background institutional stress,0.15915,0.4561,1.0,0.6012,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,61,background institutional stress,0.16004,0.45628,1.0,0.59938,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,62,background institutional stress,0.16146,0.45646,1.0,0.59759,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,63,background institutional stress,0.15833,0.45664,1.0,0.59573,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,64,background institutional stress,0.15792,0.45683,1.0,0.59386,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,65,background institutional stress,0.16322,0.45701,1.0,0.5921,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,66,background institutional stress,0.15973,0.45719,1.0,0.59027,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,67,background institutional stress,0.16162,0.45737,1.0,0.58847,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,68,background institutional stress,0.16237,0.45755,1.0,0.58668,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,69,background institutional stress,0.16041,0.45773,1.0,0.58486,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,70,Compound legitimacy capacity cyber equity and legal crisis,0.96319,0.45791,1.0,0.59908,0.8376
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,71,background institutional stress,0.16295,0.45649,1.0,0.59732,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,72,background institutional stress,0.16187,0.45667,1.0,0.59553,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,73,background institutional stress,0.15962,0.45685,1.0,0.5937,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,74,background institutional stress,0.16231,0.45703,1.0,0.59192,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,75,background institutional stress,0.16037,0.45721,1.0,0.5901,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,76,background institutional stress,0.16029,0.45739,1.0,0.58827,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,77,background institutional stress,0.1591,0.45757,1.0,0.58642,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,78,background institutional stress,0.1646,0.45776,1.0,0.58468,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,79,background institutional stress,0.16106,0.45793,1.0,0.58286,1.0
