scenario_id,scenario_name,time_step,pressure,state,regime,monitoring_quality,rolling_variance,rolling_autocorr,recovery_speed_proxy,threshold_proximity_score
RG003,Noisy monitoring environment,173,0.78743,-0.878452,lower regime,0.44,0.002987,0.735487,0.264513,0.613497
RG003,Noisy monitoring environment,174,0.796369,-0.927865,lower regime,0.44,0.003212,0.741786,0.258214,0.644172
RG003,Noisy monitoring environment,175,0.805307,-0.939971,lower regime,0.44,0.003588,0.790897,0.209103,0.708589
RG003,Noisy monitoring environment,176,0.814246,-0.919246,lower regime,0.44,0.003496,0.793572,0.206428,0.693252
RG003,Noisy monitoring environment,177,0.823184,-0.889695,lower regime,0.44,0.002744,0.724266,0.275734,0.570552
RG003,Noisy monitoring environment,178,0.832123,-0.834902,lower regime,0.44,0.002201,0.614064,0.385936,0.432515
RG003,Noisy monitoring environment,179,0.841061,-0.783651,lower regime,0.44,0.00241,0.54258,0.45742,0.386503
RG003,Noisy monitoring environment,180,0.85,-0.757984,lower regime,0.44,0.002469,0.726518,0.273482,0.558282
RG004,Adaptive intervention before crossing,1,-0.75028,-0.9,lower regime,0.78,,,,
RG004,Adaptive intervention before crossing,2,-0.742013,-0.942303,lower regime,0.78,,,,
RG004,Adaptive intervention before crossing,3,-0.733745,-1.004136,lower regime,0.78,,,,
RG004,Adaptive intervention before crossing,4,-0.725478,-1.07696,lower regime,0.78,,,,
RG004,Adaptive intervention before crossing,5,-0.71721,-1.131744,lower regime,0.78,,,,
RG004,Adaptive intervention before crossing,6,-0.708943,-1.160026,lower regime,0.78,,,,
RG004,Adaptive intervention before crossing,7,-0.700675,-1.167519,lower regime,0.78,,,,
RG004,Adaptive intervention before crossing,8,-0.692408,-1.226176,lower regime,0.78,,,,
RG004,Adaptive intervention before crossing,9,-0.68414,-1.261263,lower regime,0.78,,,,
RG004,Adaptive intervention before crossing,10,-0.675873,-1.264488,lower regime,0.78,,,,
RG004,Adaptive intervention before crossing,11,-0.667605,-1.271431,lower regime,0.78,,,,
RG004,Adaptive intervention before crossing,12,-0.659338,-1.290654,lower regime,0.78,,,,
RG004,Adaptive intervention before crossing,13,-0.65107,-1.266122,lower regime,0.78,,,,
RG004,Adaptive intervention before crossing,14,-0.642803,-1.267978,lower regime,0.78,,,,
RG004,Adaptive intervention before crossing,15,-0.634535,-1.281046,lower regime,0.78,,,,
RG004,Adaptive intervention before crossing,16,-0.626268,-1.26696,lower regime,0.78,,,,
RG004,Adaptive intervention before crossing,17,-0.618,-1.281684,lower regime,0.78,,,,
RG004,Adaptive intervention before crossing,18,-0.609733,-1.247198,lower regime,0.78,0.01549,0.982322,0.017678,0.98773
RG004,Adaptive intervention before crossing,19,-0.601465,-1.262587,lower regime,0.78,0.01069,0.977399,0.022601,0.978528
RG004,Adaptive intervention before crossing,20,-0.593198,-1.231229,lower regime,0.78,0.006435,0.953544,0.046456,0.944785
RG004,Adaptive intervention before crossing,21,-0.58493,-1.217152,lower regime,0.78,0.003548,0.910398,0.089602,0.855828
RG004,Adaptive intervention before crossing,22,-0.576663,-1.238096,lower regime,0.78,0.002055,0.854498,0.145502,0.754601
RG004,Adaptive intervention before crossing,23,-0.568395,-1.244667,lower regime,0.78,0.001315,0.77299,0.22701,0.650307
RG004,Adaptive intervention before crossing,24,-0.560128,-1.257084,lower regime,0.78,0.000845,0.611436,0.388564,0.435583
RG004,Adaptive intervention before crossing,25,-0.55186,-1.259428,lower regime,0.78,0.000397,0.516993,0.483007,0.187117
RG004,Adaptive intervention before crossing,26,-0.543593,-1.262432,lower regime,0.78,0.000336,0.572803,0.427197,0.177914
RG004,Adaptive intervention before crossing,27,-0.535325,-1.284408,lower regime,0.78,0.000371,0.55668,0.44332,0.177914
RG004,Adaptive intervention before crossing,28,-0.527058,-1.27302,lower regime,0.78,0.000378,0.569287,0.430713,0.202454
RG004,Adaptive intervention before crossing,29,-0.51879,-1.264917,lower regime,0.78,0.000373,0.567854,0.432146,0.190184
RG004,Adaptive intervention before crossing,30,-0.510523,-1.2929,lower regime,0.78,0.000381,0.557955,0.442045,0.193252
RG004,Adaptive intervention before crossing,31,-0.502255,-1.288674,lower regime,0.78,0.000423,0.611392,0.388608,0.257669
RG004,Adaptive intervention before crossing,32,-0.493988,-1.284882,lower regime,0.78,0.00045,0.642959,0.357041,0.315951
RG004,Adaptive intervention before crossing,33,-0.48572,-1.272693,lower regime,0.78,0.000436,0.652355,0.347645,0.303681
RG004,Adaptive intervention before crossing,34,-0.477453,-1.273557,lower regime,0.78,0.000442,0.663517,0.336483,0.328221
RG004,Adaptive intervention before crossing,35,-0.469185,-1.26536,lower regime,0.78,0.000421,0.732922,0.267078,0.368098
RG004,Adaptive intervention before crossing,36,-0.460918,-1.279639,lower regime,0.78,0.000422,0.735615,0.264385,0.377301
RG004,Adaptive intervention before crossing,37,-0.452651,-1.246425,lower regime,0.78,0.00044,0.717323,0.282677,0.377301
RG004,Adaptive intervention before crossing,38,-0.444383,-1.241125,lower regime,0.78,0.000408,0.676723,0.323277,0.303681
RG004,Adaptive intervention before crossing,39,-0.436116,-1.229405,lower regime,0.78,0.000349,0.656677,0.343323,0.245399
RG004,Adaptive intervention before crossing,40,-0.427848,-1.230086,lower regime,0.78,0.000377,0.704443,0.295557,0.309816
RG004,Adaptive intervention before crossing,41,-0.419581,-1.242491,lower regime,0.78,0.000383,0.732895,0.267105,0.343558
RG004,Adaptive intervention before crossing,42,-0.411313,-1.232626,lower regime,0.78,0.000435,0.756066,0.243934,0.398773
RG004,Adaptive intervention before crossing,43,-0.403046,-1.225113,lower regime,0.78,0.000513,0.790989,0.209011,0.481595
RG004,Adaptive intervention before crossing,44,-0.394778,-1.245836,lower regime,0.78,0.000524,0.802988,0.197012,0.509202
RG004,Adaptive intervention before crossing,45,-0.386511,-1.259348,lower regime,0.78,0.000486,0.786616,0.213384,0.469325
RG004,Adaptive intervention before crossing,46,-0.378243,-1.256555,lower regime,0.78,0.000473,0.785847,0.214153,0.457055
RG004,Adaptive intervention before crossing,47,-0.369976,-1.256485,lower regime,0.78,0.000469,0.827233,0.172767,0.48773
RG004,Adaptive intervention before crossing,48,-0.361708,-1.252455,lower regime,0.78,0.000388,0.789396,0.210604,0.40184
RG004,Adaptive intervention before crossing,49,-0.353441,-1.239284,lower regime,0.78,0.000326,0.728623,0.271377,0.294479
RG004,Adaptive intervention before crossing,50,-0.345173,-1.249928,lower regime,0.78,0.000258,0.668042,0.331958,0.226994
RG004,Adaptive intervention before crossing,51,-0.336906,-1.24976,lower regime,0.78,0.000226,0.61242,0.38758,0.171779
RG004,Adaptive intervention before crossing,52,-0.328638,-1.243418,lower regime,0.78,0.000188,0.549312,0.450688,0.110429
RG004,Adaptive intervention before crossing,53,-0.320371,-1.258667,lower regime,0.78,0.000176,0.421196,0.578804,0.055215
RG004,Adaptive intervention before crossing,54,-0.312103,-1.258624,lower regime,0.78,0.000119,0.569067,0.430933,0.095092
RG004,Adaptive intervention before crossing,55,-0.303836,-1.254494,lower regime,0.78,0.000123,0.596775,0.403225,0.116564
RG004,Adaptive intervention before crossing,56,-0.295568,-1.251523,lower regime,0.78,0.000123,0.612807,0.387193,0.134969
RG004,Adaptive intervention before crossing,57,-0.287301,-1.244527,lower regime,0.78,0.000106,0.524079,0.475921,0.064417
RG004,Adaptive intervention before crossing,58,-0.279033,-1.211264,lower regime,0.78,0.000164,0.438402,0.561598,0.058282
RG004,Adaptive intervention before crossing,59,-0.270766,-1.189922,lower regime,0.78,0.00034,0.713506,0.286494,0.300613
RG004,Adaptive intervention before crossing,60,-0.262498,-1.189871,lower regime,0.78,0.000496,0.813782,0.186218,0.496933
RG004,Adaptive intervention before crossing,61,-0.254231,-1.189105,lower regime,0.78,0.000635,0.891197,0.108803,0.604294
RG004,Adaptive intervention before crossing,62,-0.245963,-1.190863,lower regime,0.78,0.000758,0.917585,0.082415,0.705521
RG004,Adaptive intervention before crossing,63,-0.237696,-1.199773,lower regime,0.78,0.000791,0.916443,0.083557,0.708589
RG004,Adaptive intervention before crossing,64,-0.229428,-1.20345,lower regime,0.78,0.000798,0.916382,0.083618,0.708589
RG004,Adaptive intervention before crossing,65,-0.221161,-1.179705,lower regime,0.78,0.000883,0.907103,0.092897,0.711656
RG004,Adaptive intervention before crossing,66,-0.212893,-1.175821,lower regime,0.78,0.000965,0.920387,0.079613,0.757669
RG004,Adaptive intervention before crossing,67,-0.204626,-1.176596,lower regime,0.78,0.001049,0.930978,0.069022,0.791411
RG004,Adaptive intervention before crossing,68,-0.196358,-1.178091,lower regime,0.78,0.001063,0.931603,0.068397,0.797546
RG004,Adaptive intervention before crossing,69,-0.188091,-1.179875,lower regime,0.78,0.001037,0.93018,0.06982,0.785276
RG004,Adaptive intervention before crossing,70,-0.179823,-1.175156,lower regime,0.78,0.001026,0.939431,0.060569,0.803681
RG004,Adaptive intervention before crossing,71,-0.171556,-1.188176,lower regime,0.78,0.000865,0.921093,0.078907,0.745399
RG004,Adaptive intervention before crossing,72,-0.163288,-1.170063,lower regime,0.78,0.000711,0.887635,0.112365,0.628834
RG004,Adaptive intervention before crossing,73,-0.155021,-1.159731,lower regime,0.78,0.00057,0.847685,0.152315,0.555215
RG004,Adaptive intervention before crossing,74,-0.146754,-1.163717,lower regime,0.78,0.000382,0.76185,0.23815,0.368098
RG004,Adaptive intervention before crossing,75,-0.138486,-1.168678,lower regime,0.78,0.000188,0.687002,0.312998,0.223926
RG004,Adaptive intervention before crossing,76,-0.130219,-1.185942,lower regime,0.78,0.000139,0.644693,0.355307,0.162577
RG004,Adaptive intervention before crossing,77,-0.121951,-1.160859,lower regime,0.78,0.000157,0.541351,0.458649,0.092025
RG004,Adaptive intervention before crossing,78,-0.113684,-1.147011,lower regime,0.78,0.000208,0.608476,0.391524,0.159509
RG004,Adaptive intervention before crossing,79,-0.105416,-1.169019,lower regime,0.78,0.000203,0.557969,0.442031,0.128834
RG004,Adaptive intervention before crossing,80,-0.097149,-1.188723,lower regime,0.78,0.000199,0.460297,0.539703,0.082822
RG004,Adaptive intervention before crossing,81,-0.088881,-1.175971,lower regime,0.78,0.000164,0.292434,0.707566,0.033742
RG004,Adaptive intervention before crossing,82,-0.080614,-1.159915,lower regime,0.78,0.000123,0.222856,0.777144,0.01227
RG004,Adaptive intervention before crossing,83,-0.072346,-1.142431,lower regime,0.78,0.000168,0.319918,0.680082,0.039877
RG004,Adaptive intervention before crossing,84,-0.064079,-1.142843,lower regime,0.78,0.000207,0.472937,0.527063,0.09816
RG004,Adaptive intervention before crossing,85,-0.055811,-1.131689,lower regime,0.78,0.000276,0.581952,0.418048,0.168712
RG004,Adaptive intervention before crossing,86,-0.047544,-1.1244,lower regime,0.78,0.00036,0.678895,0.321105,0.273006
RG004,Adaptive intervention before crossing,87,-0.039276,-1.121407,lower regime,0.78,0.000434,0.742804,0.257196,0.386503
RG004,Adaptive intervention before crossing,88,-0.031009,-1.104328,lower regime,0.78,0.000584,0.800371,0.199629,0.52454
RG004,Adaptive intervention before crossing,89,-0.022741,-1.106743,lower regime,0.78,0.000643,0.842762,0.157238,0.56135
RG004,Adaptive intervention before crossing,90,-0.014474,-1.115957,lower regime,0.78,0.000686,0.855265,0.144735,0.588957
RG004,Adaptive intervention before crossing,91,-0.006206,-1.09254,lower regime,0.78,0.000847,0.864573,0.135427,0.662577
RG004,Adaptive intervention before crossing,92,0.002061,-1.098151,lower regime,0.78,0.000938,0.877957,0.122043,0.693252
RG004,Adaptive intervention before crossing,93,0.010329,-1.131044,lower regime,0.78,0.000894,0.842863,0.157137,0.653374
RG004,Adaptive intervention before crossing,94,0.018596,-1.120968,lower regime,0.78,0.000768,0.840253,0.159747,0.616564
RG004,Adaptive intervention before crossing,95,0.026864,-1.119335,lower regime,0.78,0.000738,0.84258,0.15742,0.59816
RG004,Adaptive intervention before crossing,96,0.035131,-1.11435,lower regime,0.78,0.000744,0.860589,0.139411,0.638037
RG004,Adaptive intervention before crossing,97,0.043399,-1.093968,lower regime,0.78,0.000722,0.855921,0.144079,0.607362
RG004,Adaptive intervention before crossing,98,0.051666,-1.098628,lower regime,0.78,0.000518,0.797208,0.202792,0.48773
RG004,Adaptive intervention before crossing,99,0.059934,-1.076124,lower regime,0.78,0.000437,0.712958,0.287042,0.368098
RG004,Adaptive intervention before crossing,100,0.068201,-1.073093,lower regime,0.78,0.000411,0.734899,0.265101,0.365031
RG004,Adaptive intervention before crossing,101,0.076469,-1.037674,lower regime,0.78,0.00064,0.765033,0.234967,0.5
RG004,Adaptive intervention before crossing,102,0.084736,-1.055837,lower regime,0.78,0.000681,0.779458,0.220542,0.52454
RG004,Adaptive intervention before crossing,103,0.093004,-1.025811,lower regime,0.78,0.00092,0.811412,0.188588,0.634969
RG004,Adaptive intervention before crossing,104,0.101271,-1.007314,lower regime,0.78,0.001277,0.864876,0.135124,0.720859
RG004,Adaptive intervention before crossing,105,0.109539,-1.021774,lower regime,0.78,0.001443,0.880048,0.119952,0.742331
RG004,Adaptive intervention before crossing,106,0.117806,-1.024615,lower regime,0.78,0.001596,0.892061,0.107939,0.766871
RG004,Adaptive intervention before crossing,107,0.126074,-1.020591,lower regime,0.78,0.001722,0.902012,0.097988,0.785276
RG004,Adaptive intervention before crossing,108,0.134341,-0.98576,lower regime,0.78,0.002018,0.909598,0.090402,0.803681
RG004,Adaptive intervention before crossing,109,0.142608,-0.991091,lower regime,0.78,0.002279,0.9195,0.0805,0.840491
RG004,Adaptive intervention before crossing,110,0.150876,-1.00001,lower regime,0.78,0.002384,0.938632,0.061368,0.883436
RG004,Adaptive intervention before crossing,111,0.159143,-1.001686,lower regime,0.78,0.002163,0.932198,0.067802,0.865031
RG004,Adaptive intervention before crossing,112,0.167411,-1.002184,lower regime,0.78,0.001931,0.924051,0.075949,0.837423
RG004,Adaptive intervention before crossing,113,0.175678,-1.016508,lower regime,0.78,0.001579,0.90122,0.09878,0.766871
RG004,Adaptive intervention before crossing,114,0.183946,-1.057023,lower regime,0.78,0.001232,0.824033,0.175967,0.677914
RG004,Adaptive intervention before crossing,115,0.192213,-1.034485,lower regime,0.78,0.001001,0.769312,0.230688,0.610429
RG004,Adaptive intervention before crossing,116,0.200481,-1.00416,lower regime,0.78,0.000728,0.661096,0.338904,0.441718
RG004,Adaptive intervention before crossing,117,0.208748,-1.01868,lower regime,0.78,0.00056,0.532374,0.467626,0.297546
RG004,Adaptive intervention before crossing,118,0.217016,-0.995349,lower regime,0.78,0.00042,0.470264,0.529736,0.184049
RG004,Adaptive intervention before crossing,119,0.225283,-0.983969,lower regime,0.78,0.000447,0.464238,0.535762,0.214724
RG004,Adaptive intervention before crossing,120,0.233551,-1.003771,lower regime,0.78,0.00034,0.429999,0.570001,0.113497
RG004,Adaptive intervention before crossing,121,0.241818,-1.016915,lower regime,0.78,0.000329,0.435459,0.564541,0.107362
RG004,Adaptive intervention before crossing,122,0.250086,-0.977694,lower regime,0.78,0.000388,0.375619,0.624381,0.138037
RG004,Adaptive intervention before crossing,123,0.258353,-0.973163,lower regime,0.78,0.000444,0.451514,0.548486,0.205521
RG004,Adaptive intervention before crossing,124,0.266621,-0.971726,lower regime,0.78,0.000484,0.505354,0.494646,0.248466
RG004,Adaptive intervention before crossing,125,0.274888,-0.969666,lower regime,0.78,0.000523,0.615123,0.384877,0.331288
RG004,Adaptive intervention before crossing,126,0.283156,-0.982503,lower regime,0.78,0.000529,0.628251,0.371749,0.361963
RG004,Adaptive intervention before crossing,127,0.291423,-1.0013,lower regime,0.78,0.000524,0.617609,0.382391,0.343558
RG004,Adaptive intervention before crossing,128,0.299691,-0.997585,lower regime,0.78,0.000524,0.6172,0.3828,0.346626
RG004,Adaptive intervention before crossing,129,0.307958,-0.999134,lower regime,0.78,0.000524,0.617162,0.382838,0.340491
RG004,Adaptive intervention before crossing,130,0.316226,-0.990883,lower regime,0.78,0.000529,0.622393,0.377607,0.361963
RG004,Adaptive intervention before crossing,131,0.324493,-0.965536,lower regime,0.78,0.000572,0.65613,0.34387,0.386503
RG004,Adaptive intervention before crossing,132,0.332761,-0.982519,lower regime,0.78,0.000354,0.479637,0.520363,0.147239
RG004,Adaptive intervention before crossing,133,0.341028,-0.993141,lower regime,0.78,0.000245,0.428045,0.571955,0.082822
RG004,Adaptive intervention before crossing,134,0.349296,-0.963087,lower regime,0.78,0.000273,0.32167,0.67833,0.079755
RG004,Adaptive intervention before crossing,135,0.357563,-0.956216,lower regime,0.78,0.000265,0.408577,0.591423,0.082822
RG004,Adaptive intervention before crossing,136,0.365831,-0.948298,lower regime,0.78,0.000329,0.531267,0.468733,0.144172
RG004,Adaptive intervention before crossing,137,0.374098,-0.929602,lower regime,0.78,0.000481,0.670217,0.329783,0.358896
RG004,Adaptive intervention before crossing,138,0.382366,-0.915597,lower regime,0.78,0.000656,0.755154,0.244846,0.493865
RG004,Adaptive intervention before crossing,139,0.390633,-0.897101,lower regime,0.78,0.000851,0.885897,0.114103,0.684049
RG004,Adaptive intervention before crossing,140,0.398901,-0.89561,lower regime,0.78,0.001127,0.913176,0.086824,0.760736
RG004,Adaptive intervention before crossing,141,0.407168,-0.870632,lower regime,0.78,0.001587,0.935298,0.064702,0.834356
RG004,Adaptive intervention before crossing,142,0.415436,-0.870883,lower regime,0.78,0.00198,0.945747,0.054253,0.877301
RG004,Adaptive intervention before crossing,143,0.423703,-0.861074,lower regime,0.78,0.002405,0.958908,0.041092,0.907975
RG004,Adaptive intervention before crossing,144,0.431971,-0.865615,lower regime,0.78,0.002656,0.966795,0.033205,0.923313
RG004,Adaptive intervention before crossing,145,0.440238,-0.851296,lower regime,0.78,0.002809,0.968102,0.031898,0.932515
RG004,Adaptive intervention before crossing,146,0.448505,-0.863543,lower regime,0.78,0.002753,0.964191,0.035809,0.923313
RG004,Adaptive intervention before crossing,147,0.456773,-0.811019,lower regime,0.78,0.003041,0.944346,0.055654,0.920245
RG004,Adaptive intervention before crossing,148,0.46504,-0.836632,lower regime,0.78,0.002948,0.936174,0.063826,0.904908
RG004,Adaptive intervention before crossing,149,0.473308,-0.851226,lower regime,0.78,0.00285,0.935913,0.064087,0.898773
RG004,Adaptive intervention before crossing,150,0.481575,-0.875955,lower regime,0.78,0.002421,0.919844,0.080156,0.852761
RG004,Adaptive intervention before crossing,151,0.489843,-0.905867,lower regime,0.78,0.001806,0.876654,0.123346,0.760736
RG004,Adaptive intervention before crossing,152,0.49811,-0.916283,lower regime,0.78,0.001509,0.843439,0.156561,0.711656
RG004,Adaptive intervention before crossing,153,0.506378,-0.906367,lower regime,0.78,0.001227,0.806596,0.193404,0.665644
RG004,Adaptive intervention before crossing,154,0.514645,-0.899346,lower regime,0.78,0.000978,0.770543,0.229457,0.610429
RG004,Adaptive intervention before crossing,155,0.522913,-0.879038,lower regime,0.78,0.000819,0.728019,0.271981,0.53681
RG004,Adaptive intervention before crossing,156,0.53118,-0.855888,lower regime,0.78,0.000741,0.697743,0.302257,0.490798
RG004,Adaptive intervention before crossing,157,0.539448,-0.858899,lower regime,0.78,0.000714,0.686279,0.313721,0.453988
RG004,Adaptive intervention before crossing,158,0.547715,-0.872354,lower regime,0.78,0.000676,0.695246,0.304754,0.441718
RG004,Adaptive intervention before crossing,159,0.555983,-0.894251,lower regime,0.78,0.00071,0.684042,0.315958,0.444785
RG004,Adaptive intervention before crossing,160,0.56425,-0.893835,lower regime,0.78,0.000739,0.701331,0.298669,0.48773
RG004,Adaptive intervention before crossing,161,0.572518,-0.885033,lower regime,0.78,0.00074,0.702664,0.297336,0.496933
RG004,Adaptive intervention before crossing,162,0.580785,-0.881812,lower regime,0.78,0.00074,0.706879,0.293121,0.5
RG004,Adaptive intervention before crossing,163,0.589053,-0.898508,lower regime,0.78,0.000735,0.699702,0.300298,0.478528
RG004,Adaptive intervention before crossing,164,0.59732,-0.870639,lower regime,0.78,0.000727,0.761344,0.238656,0.527607
RG004,Adaptive intervention before crossing,165,0.605588,-0.866305,lower regime,0.78,0.000465,0.65911,0.34089,0.337423
RG004,Adaptive intervention before crossing,166,0.613855,-0.838016,lower regime,0.78,0.000458,0.583373,0.416627,0.279141
RG004,Adaptive intervention before crossing,167,0.622123,-0.810565,lower regime,0.78,0.00069,0.74434,0.25566,0.503067
RG004,Adaptive intervention before crossing,168,0.63039,-0.799905,lower regime,0.78,0.001032,0.869012,0.130988,0.702454
RG004,Adaptive intervention before crossing,169,0.638658,-0.795029,lower regime,0.78,0.0013,0.899383,0.100617,0.751534
RG004,Adaptive intervention before crossing,170,0.646925,-0.773827,lower regime,0.78,0.001616,0.919297,0.080703,0.806748
RG004,Adaptive intervention before crossing,171,0.655193,-0.792581,lower regime,0.78,0.001714,0.912224,0.087776,0.794479
RG004,Adaptive intervention before crossing,172,0.66346,-0.761913,lower regime,0.78,0.002025,0.922174,0.077826,0.843558
RG004,Adaptive intervention before crossing,173,0.671728,-0.742595,lower regime,0.78,0.002529,0.942962,0.057038,0.898773
RG004,Adaptive intervention before crossing,174,0.679995,-0.717493,lower regime,0.78,0.003309,0.956288,0.043712,0.932515
RG004,Adaptive intervention before crossing,175,0.688263,-0.695673,lower regime,0.78,0.004249,0.968419,0.031581,0.953988
RG004,Adaptive intervention before crossing,176,0.69653,-0.671458,lower regime,0.78,0.005294,0.979013,0.020987,0.96319
RG004,Adaptive intervention before crossing,177,0.704798,-0.646097,lower regime,0.78,0.00627,0.982408,0.017592,0.972393
RG004,Adaptive intervention before crossing,178,0.713065,-0.639066,lower regime,0.78,0.006966,0.983125,0.016875,0.981595
RG004,Adaptive intervention before crossing,179,0.721333,-0.610075,lower regime,0.78,0.007852,0.984865,0.015135,0.98773
RG004,Adaptive intervention before crossing,180,0.7296,-0.619051,lower regime,0.78,0.008148,0.986049,0.013951,0.993865
