system_id,system,system_domain,time,event,stress_load,response_capacity,community_function,dependency_coupling,equity_adjusted_function
SYS006,Social-Ecological Stewardship System,ecological resilience and place,66,background community stress,0.17158,0.42906,1.0,0.6581,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,67,background community stress,0.17356,0.42919,1.0,0.65685,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,68,background community stress,0.17441,0.42931,1.0,0.65562,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,69,background community stress,0.17255,0.42944,1.0,0.65434,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,70,Compound heat flood outage misinformation and displacement crisis,0.93895,0.42957,1.0,0.6684,0.83536
SYS006,Social-Ecological Stewardship System,ecological resilience and place,71,background community stress,0.17523,0.42816,1.0,0.66719,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,72,background community stress,0.17425,0.42828,1.0,0.66597,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,73,background community stress,0.1721,0.4284,1.0,0.6647,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,74,background community stress,0.17488,0.42853,1.0,0.66348,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,75,background community stress,0.17305,0.42865,1.0,0.66223,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,76,background community stress,0.17307,0.42878,1.0,0.66097,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,77,background community stress,0.17198,0.4289,1.0,0.65969,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,78,background community stress,0.17757,0.42903,1.0,0.65852,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,79,background community stress,0.17414,0.42915,1.0,0.65729,1.0
