system_id,system,system_domain,time,event,stress_load,response_capacity,system_performance,resource_coupling,equity_adjusted_performance
SYS006,Coastal Delta Food-Water System,delta and salinity risk,58,background food-water stress,0.23669,0.1631,1.0,0.91446,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,59,background food-water stress,0.23572,0.16278,1.0,0.91675,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,60,background food-water stress,0.23228,0.16245,1.0,0.91898,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,61,background food-water stress,0.23378,0.16214,1.0,0.92125,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,62,background food-water stress,0.23644,0.16183,1.0,0.92356,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,63,background food-water stress,0.2333,0.1615,1.0,0.92582,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,64,background food-water stress,0.23329,0.16119,1.0,0.92809,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,65,background food-water stress,0.24149,0.16087,1.0,0.9305,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,66,background food-water stress,0.23837,0.16053,1.0,0.93287,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,67,background food-water stress,0.24093,0.1602,1.0,0.93528,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,68,background food-water stress,0.24197,0.15986,1.0,0.93772,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,69,background food-water stress,0.241,0.15952,1.0,0.94014,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,70,Compound heat drought market and power disruption,0.84122,0.15918,0.88741,0.95337,0.74528
SYS006,Coastal Delta Food-Water System,delta and salinity risk,71,background food-water stress,0.24554,0.15733,0.97629,0.95591,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,72,background food-water stress,0.24439,0.15697,1.0,0.95842,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,73,background food-water stress,0.24252,0.15662,1.0,0.96091,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,74,background food-water stress,0.24704,0.15627,1.0,0.96348,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,75,background food-water stress,0.24488,0.15591,1.0,0.96602,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,76,background food-water stress,0.24576,0.15556,1.0,0.96857,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,77,background food-water stress,0.24417,0.1552,1.0,0.9711,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,78,background food-water stress,0.2529,0.15485,1.0,0.9738,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,79,background food-water stress,0.24924,0.15447,1.0,0.97643,1.0
