simulation_id,pathway_id,pathway,rank,viability_value,winner
1341,SR006,Public Health Housing and Heat Resilience Compact,5,7.20963,Ecosystem Restoration and Livelihood Diversification
1341,SR002,Circular Regional Production System,6,7.08836,Ecosystem Restoration and Livelihood Diversification
1342,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.76287,Ecosystem Restoration and Livelihood Diversification
1342,SR006,Public Health Housing and Heat Resilience Compact,2,7.65182,Ecosystem Restoration and Livelihood Diversification
1342,SR001,Distributed Renewable Infrastructure,3,7.64644,Ecosystem Restoration and Livelihood Diversification
1342,SR004,Climate-Resilient Food and Water Strategy,4,7.60798,Ecosystem Restoration and Livelihood Diversification
1342,SR003,Inclusive Urban Resilience Transition,5,7.55387,Ecosystem Restoration and Livelihood Diversification
1342,SR002,Circular Regional Production System,6,7.40492,Ecosystem Restoration and Livelihood Diversification
1343,SR006,Public Health Housing and Heat Resilience Compact,1,7.91026,Public Health Housing and Heat Resilience Compact
1343,SR002,Circular Regional Production System,2,7.71461,Public Health Housing and Heat Resilience Compact
1343,SR003,Inclusive Urban Resilience Transition,3,7.67566,Public Health Housing and Heat Resilience Compact
1343,SR004,Climate-Resilient Food and Water Strategy,4,7.54478,Public Health Housing and Heat Resilience Compact
1343,SR001,Distributed Renewable Infrastructure,5,7.52044,Public Health Housing and Heat Resilience Compact
1343,SR005,Ecosystem Restoration and Livelihood Diversification,6,7.24555,Public Health Housing and Heat Resilience Compact
1344,SR003,Inclusive Urban Resilience Transition,1,7.815,Inclusive Urban Resilience Transition
1344,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.76447,Inclusive Urban Resilience Transition
1344,SR006,Public Health Housing and Heat Resilience Compact,3,7.74483,Inclusive Urban Resilience Transition
1344,SR004,Climate-Resilient Food and Water Strategy,4,7.48681,Inclusive Urban Resilience Transition
1344,SR002,Circular Regional Production System,5,7.26311,Inclusive Urban Resilience Transition
1344,SR001,Distributed Renewable Infrastructure,6,7.15255,Inclusive Urban Resilience Transition
1345,SR006,Public Health Housing and Heat Resilience Compact,1,7.76551,Public Health Housing and Heat Resilience Compact
1345,SR003,Inclusive Urban Resilience Transition,2,7.7509,Public Health Housing and Heat Resilience Compact
1345,SR005,Ecosystem Restoration and Livelihood Diversification,3,7.7037,Public Health Housing and Heat Resilience Compact
1345,SR002,Circular Regional Production System,4,7.64238,Public Health Housing and Heat Resilience Compact
1345,SR001,Distributed Renewable Infrastructure,5,7.5069,Public Health Housing and Heat Resilience Compact
1345,SR004,Climate-Resilient Food and Water Strategy,6,7.50442,Public Health Housing and Heat Resilience Compact
1346,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.79334,Ecosystem Restoration and Livelihood Diversification
1346,SR006,Public Health Housing and Heat Resilience Compact,2,7.75821,Ecosystem Restoration and Livelihood Diversification
1346,SR001,Distributed Renewable Infrastructure,3,7.71251,Ecosystem Restoration and Livelihood Diversification
1346,SR003,Inclusive Urban Resilience Transition,4,7.51222,Ecosystem Restoration and Livelihood Diversification
1346,SR004,Climate-Resilient Food and Water Strategy,5,7.5087,Ecosystem Restoration and Livelihood Diversification
1346,SR002,Circular Regional Production System,6,7.2434,Ecosystem Restoration and Livelihood Diversification
1347,SR003,Inclusive Urban Resilience Transition,1,7.81308,Inclusive Urban Resilience Transition
1347,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.60308,Inclusive Urban Resilience Transition
1347,SR002,Circular Regional Production System,3,7.58446,Inclusive Urban Resilience Transition
1347,SR006,Public Health Housing and Heat Resilience Compact,4,7.55845,Inclusive Urban Resilience Transition
1347,SR004,Climate-Resilient Food and Water Strategy,5,7.55593,Inclusive Urban Resilience Transition
1347,SR001,Distributed Renewable Infrastructure,6,7.51015,Inclusive Urban Resilience Transition
1348,SR002,Circular Regional Production System,1,7.95464,Circular Regional Production System
1348,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.69522,Circular Regional Production System
1348,SR004,Climate-Resilient Food and Water Strategy,3,7.68518,Circular Regional Production System
1348,SR006,Public Health Housing and Heat Resilience Compact,4,7.63751,Circular Regional Production System
1348,SR003,Inclusive Urban Resilience Transition,5,7.61043,Circular Regional Production System
1348,SR001,Distributed Renewable Infrastructure,6,7.21273,Circular Regional Production System
1349,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.8529,Ecosystem Restoration and Livelihood Diversification
1349,SR006,Public Health Housing and Heat Resilience Compact,2,7.71648,Ecosystem Restoration and Livelihood Diversification
1349,SR003,Inclusive Urban Resilience Transition,3,7.5713,Ecosystem Restoration and Livelihood Diversification
1349,SR002,Circular Regional Production System,4,7.51937,Ecosystem Restoration and Livelihood Diversification
1349,SR004,Climate-Resilient Food and Water Strategy,5,7.01217,Ecosystem Restoration and Livelihood Diversification
1349,SR001,Distributed Renewable Infrastructure,6,6.95839,Ecosystem Restoration and Livelihood Diversification
1350,SR003,Inclusive Urban Resilience Transition,1,7.98325,Inclusive Urban Resilience Transition
1350,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.52196,Inclusive Urban Resilience Transition
1350,SR002,Circular Regional Production System,3,7.49859,Inclusive Urban Resilience Transition
1350,SR004,Climate-Resilient Food and Water Strategy,4,7.39646,Inclusive Urban Resilience Transition
1350,SR001,Distributed Renewable Infrastructure,5,7.33344,Inclusive Urban Resilience Transition
1350,SR006,Public Health Housing and Heat Resilience Compact,6,7.19648,Inclusive Urban Resilience Transition
1351,SR004,Climate-Resilient Food and Water Strategy,1,7.8698,Climate-Resilient Food and Water Strategy
1351,SR006,Public Health Housing and Heat Resilience Compact,2,7.65582,Climate-Resilient Food and Water Strategy
1351,SR005,Ecosystem Restoration and Livelihood Diversification,3,7.63326,Climate-Resilient Food and Water Strategy
1351,SR002,Circular Regional Production System,4,7.5513,Climate-Resilient Food and Water Strategy
1351,SR003,Inclusive Urban Resilience Transition,5,7.49609,Climate-Resilient Food and Water Strategy
1351,SR001,Distributed Renewable Infrastructure,6,7.3558,Climate-Resilient Food and Water Strategy
1352,SR003,Inclusive Urban Resilience Transition,1,7.87696,Inclusive Urban Resilience Transition
1352,SR004,Climate-Resilient Food and Water Strategy,2,7.72358,Inclusive Urban Resilience Transition
1352,SR006,Public Health Housing and Heat Resilience Compact,3,7.63635,Inclusive Urban Resilience Transition
1352,SR005,Ecosystem Restoration and Livelihood Diversification,4,7.60385,Inclusive Urban Resilience Transition
1352,SR002,Circular Regional Production System,5,7.59426,Inclusive Urban Resilience Transition
1352,SR001,Distributed Renewable Infrastructure,6,7.53555,Inclusive Urban Resilience Transition
1353,SR006,Public Health Housing and Heat Resilience Compact,1,7.82572,Public Health Housing and Heat Resilience Compact
1353,SR002,Circular Regional Production System,2,7.76872,Public Health Housing and Heat Resilience Compact
1353,SR004,Climate-Resilient Food and Water Strategy,3,7.55252,Public Health Housing and Heat Resilience Compact
1353,SR003,Inclusive Urban Resilience Transition,4,7.52421,Public Health Housing and Heat Resilience Compact
1353,SR005,Ecosystem Restoration and Livelihood Diversification,5,7.44585,Public Health Housing and Heat Resilience Compact
1353,SR001,Distributed Renewable Infrastructure,6,7.25868,Public Health Housing and Heat Resilience Compact
1354,SR003,Inclusive Urban Resilience Transition,1,8.03342,Inclusive Urban Resilience Transition
1354,SR002,Circular Regional Production System,2,8.01799,Inclusive Urban Resilience Transition
1354,SR005,Ecosystem Restoration and Livelihood Diversification,3,7.78641,Inclusive Urban Resilience Transition
1354,SR004,Climate-Resilient Food and Water Strategy,4,7.77582,Inclusive Urban Resilience Transition
1354,SR006,Public Health Housing and Heat Resilience Compact,5,7.67899,Inclusive Urban Resilience Transition
1354,SR001,Distributed Renewable Infrastructure,6,7.18058,Inclusive Urban Resilience Transition
1355,SR006,Public Health Housing and Heat Resilience Compact,1,7.82087,Public Health Housing and Heat Resilience Compact
1355,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.80296,Public Health Housing and Heat Resilience Compact
1355,SR001,Distributed Renewable Infrastructure,3,7.79613,Public Health Housing and Heat Resilience Compact
1355,SR003,Inclusive Urban Resilience Transition,4,7.76259,Public Health Housing and Heat Resilience Compact
1355,SR002,Circular Regional Production System,5,7.6136,Public Health Housing and Heat Resilience Compact
1355,SR004,Climate-Resilient Food and Water Strategy,6,7.60903,Public Health Housing and Heat Resilience Compact
1356,SR003,Inclusive Urban Resilience Transition,1,7.98721,Inclusive Urban Resilience Transition
1356,SR004,Climate-Resilient Food and Water Strategy,2,7.94883,Inclusive Urban Resilience Transition
1356,SR005,Ecosystem Restoration and Livelihood Diversification,3,7.71498,Inclusive Urban Resilience Transition
1356,SR002,Circular Regional Production System,4,7.63501,Inclusive Urban Resilience Transition
1356,SR001,Distributed Renewable Infrastructure,5,7.26567,Inclusive Urban Resilience Transition
1356,SR006,Public Health Housing and Heat Resilience Compact,6,7.09677,Inclusive Urban Resilience Transition
1357,SR006,Public Health Housing and Heat Resilience Compact,1,7.71387,Public Health Housing and Heat Resilience Compact
1357,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.57272,Public Health Housing and Heat Resilience Compact
1357,SR004,Climate-Resilient Food and Water Strategy,3,7.53423,Public Health Housing and Heat Resilience Compact
1357,SR003,Inclusive Urban Resilience Transition,4,7.48737,Public Health Housing and Heat Resilience Compact
1357,SR001,Distributed Renewable Infrastructure,5,7.36007,Public Health Housing and Heat Resilience Compact
1357,SR002,Circular Regional Production System,6,7.3058,Public Health Housing and Heat Resilience Compact
1358,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.98822,Ecosystem Restoration and Livelihood Diversification
1358,SR001,Distributed Renewable Infrastructure,2,7.89795,Ecosystem Restoration and Livelihood Diversification
1358,SR004,Climate-Resilient Food and Water Strategy,3,7.87091,Ecosystem Restoration and Livelihood Diversification
1358,SR002,Circular Regional Production System,4,7.58656,Ecosystem Restoration and Livelihood Diversification
1358,SR003,Inclusive Urban Resilience Transition,5,7.50565,Ecosystem Restoration and Livelihood Diversification
1358,SR006,Public Health Housing and Heat Resilience Compact,6,7.42103,Ecosystem Restoration and Livelihood Diversification
1359,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.88682,Ecosystem Restoration and Livelihood Diversification
1359,SR001,Distributed Renewable Infrastructure,2,7.75632,Ecosystem Restoration and Livelihood Diversification
1359,SR006,Public Health Housing and Heat Resilience Compact,3,7.59681,Ecosystem Restoration and Livelihood Diversification
1359,SR003,Inclusive Urban Resilience Transition,4,7.5939,Ecosystem Restoration and Livelihood Diversification
1359,SR004,Climate-Resilient Food and Water Strategy,5,7.28873,Ecosystem Restoration and Livelihood Diversification
1359,SR002,Circular Regional Production System,6,6.82417,Ecosystem Restoration and Livelihood Diversification
1360,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.86904,Ecosystem Restoration and Livelihood Diversification
1360,SR006,Public Health Housing and Heat Resilience Compact,2,7.77552,Ecosystem Restoration and Livelihood Diversification
1360,SR004,Climate-Resilient Food and Water Strategy,3,7.71546,Ecosystem Restoration and Livelihood Diversification
1360,SR003,Inclusive Urban Resilience Transition,4,7.59882,Ecosystem Restoration and Livelihood Diversification
1360,SR002,Circular Regional Production System,5,7.52464,Ecosystem Restoration and Livelihood Diversification
1360,SR001,Distributed Renewable Infrastructure,6,7.43178,Ecosystem Restoration and Livelihood Diversification
1361,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.96139,Ecosystem Restoration and Livelihood Diversification
1361,SR003,Inclusive Urban Resilience Transition,2,7.69871,Ecosystem Restoration and Livelihood Diversification
1361,SR004,Climate-Resilient Food and Water Strategy,3,7.59019,Ecosystem Restoration and Livelihood Diversification
1361,SR002,Circular Regional Production System,4,7.54713,Ecosystem Restoration and Livelihood Diversification
1361,SR006,Public Health Housing and Heat Resilience Compact,5,7.35979,Ecosystem Restoration and Livelihood Diversification
1361,SR001,Distributed Renewable Infrastructure,6,6.81422,Ecosystem Restoration and Livelihood Diversification
1362,SR006,Public Health Housing and Heat Resilience Compact,1,7.71913,Public Health Housing and Heat Resilience Compact
1362,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.70171,Public Health Housing and Heat Resilience Compact
1362,SR003,Inclusive Urban Resilience Transition,3,7.65693,Public Health Housing and Heat Resilience Compact
1362,SR004,Climate-Resilient Food and Water Strategy,4,7.59088,Public Health Housing and Heat Resilience Compact
1362,SR002,Circular Regional Production System,5,7.57166,Public Health Housing and Heat Resilience Compact
1362,SR001,Distributed Renewable Infrastructure,6,7.43676,Public Health Housing and Heat Resilience Compact
1363,SR004,Climate-Resilient Food and Water Strategy,1,7.76475,Climate-Resilient Food and Water Strategy
1363,SR003,Inclusive Urban Resilience Transition,2,7.76271,Climate-Resilient Food and Water Strategy
1363,SR002,Circular Regional Production System,3,7.59309,Climate-Resilient Food and Water Strategy
1363,SR006,Public Health Housing and Heat Resilience Compact,4,7.45965,Climate-Resilient Food and Water Strategy
1363,SR005,Ecosystem Restoration and Livelihood Diversification,5,7.39513,Climate-Resilient Food and Water Strategy
1363,SR001,Distributed Renewable Infrastructure,6,6.95098,Climate-Resilient Food and Water Strategy
1364,SR005,Ecosystem Restoration and Livelihood Diversification,1,8.02197,Ecosystem Restoration and Livelihood Diversification
1364,SR003,Inclusive Urban Resilience Transition,2,7.64907,Ecosystem Restoration and Livelihood Diversification
1364,SR006,Public Health Housing and Heat Resilience Compact,3,7.49316,Ecosystem Restoration and Livelihood Diversification
1364,SR004,Climate-Resilient Food and Water Strategy,4,7.4671,Ecosystem Restoration and Livelihood Diversification
1364,SR002,Circular Regional Production System,5,7.44969,Ecosystem Restoration and Livelihood Diversification
1364,SR001,Distributed Renewable Infrastructure,6,7.19838,Ecosystem Restoration and Livelihood Diversification
1365,SR002,Circular Regional Production System,1,8.11877,Circular Regional Production System
1365,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.86969,Circular Regional Production System
1365,SR004,Climate-Resilient Food and Water Strategy,3,7.48974,Circular Regional Production System
1365,SR003,Inclusive Urban Resilience Transition,4,7.35945,Circular Regional Production System
1365,SR006,Public Health Housing and Heat Resilience Compact,5,7.34137,Circular Regional Production System
1365,SR001,Distributed Renewable Infrastructure,6,7.19003,Circular Regional Production System
1366,SR004,Climate-Resilient Food and Water Strategy,1,7.81249,Climate-Resilient Food and Water Strategy
1366,SR001,Distributed Renewable Infrastructure,2,7.66327,Climate-Resilient Food and Water Strategy
1366,SR005,Ecosystem Restoration and Livelihood Diversification,3,7.61386,Climate-Resilient Food and Water Strategy
1366,SR003,Inclusive Urban Resilience Transition,4,7.58093,Climate-Resilient Food and Water Strategy
1366,SR006,Public Health Housing and Heat Resilience Compact,5,7.45317,Climate-Resilient Food and Water Strategy
1366,SR002,Circular Regional Production System,6,7.42263,Climate-Resilient Food and Water Strategy
1367,SR004,Climate-Resilient Food and Water Strategy,1,7.90763,Climate-Resilient Food and Water Strategy
1367,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.78363,Climate-Resilient Food and Water Strategy
1367,SR002,Circular Regional Production System,3,7.76633,Climate-Resilient Food and Water Strategy
1367,SR003,Inclusive Urban Resilience Transition,4,7.75645,Climate-Resilient Food and Water Strategy
1367,SR006,Public Health Housing and Heat Resilience Compact,5,7.4752,Climate-Resilient Food and Water Strategy
1367,SR001,Distributed Renewable Infrastructure,6,7.26427,Climate-Resilient Food and Water Strategy
1368,SR006,Public Health Housing and Heat Resilience Compact,1,7.66373,Public Health Housing and Heat Resilience Compact
1368,SR004,Climate-Resilient Food and Water Strategy,2,7.56087,Public Health Housing and Heat Resilience Compact
1368,SR003,Inclusive Urban Resilience Transition,3,7.55282,Public Health Housing and Heat Resilience Compact
1368,SR005,Ecosystem Restoration and Livelihood Diversification,4,7.53436,Public Health Housing and Heat Resilience Compact
1368,SR001,Distributed Renewable Infrastructure,5,7.42789,Public Health Housing and Heat Resilience Compact
1368,SR002,Circular Regional Production System,6,7.19191,Public Health Housing and Heat Resilience Compact
1369,SR004,Climate-Resilient Food and Water Strategy,1,8.09392,Climate-Resilient Food and Water Strategy
1369,SR006,Public Health Housing and Heat Resilience Compact,2,7.85609,Climate-Resilient Food and Water Strategy
1369,SR002,Circular Regional Production System,3,7.83045,Climate-Resilient Food and Water Strategy
1369,SR003,Inclusive Urban Resilience Transition,4,7.71704,Climate-Resilient Food and Water Strategy
1369,SR005,Ecosystem Restoration and Livelihood Diversification,5,7.61847,Climate-Resilient Food and Water Strategy
1369,SR001,Distributed Renewable Infrastructure,6,7.23914,Climate-Resilient Food and Water Strategy
1370,SR001,Distributed Renewable Infrastructure,1,7.8687,Distributed Renewable Infrastructure
1370,SR004,Climate-Resilient Food and Water Strategy,2,7.85612,Distributed Renewable Infrastructure
1370,SR003,Inclusive Urban Resilience Transition,3,7.64052,Distributed Renewable Infrastructure
1370,SR006,Public Health Housing and Heat Resilience Compact,4,7.41033,Distributed Renewable Infrastructure
1370,SR005,Ecosystem Restoration and Livelihood Diversification,5,7.39831,Distributed Renewable Infrastructure
1370,SR002,Circular Regional Production System,6,7.29188,Distributed Renewable Infrastructure
1371,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.91899,Ecosystem Restoration and Livelihood Diversification
1371,SR003,Inclusive Urban Resilience Transition,2,7.84763,Ecosystem Restoration and Livelihood Diversification
1371,SR004,Climate-Resilient Food and Water Strategy,3,7.67875,Ecosystem Restoration and Livelihood Diversification
1371,SR001,Distributed Renewable Infrastructure,4,7.42064,Ecosystem Restoration and Livelihood Diversification
1371,SR002,Circular Regional Production System,5,7.30073,Ecosystem Restoration and Livelihood Diversification
1371,SR006,Public Health Housing and Heat Resilience Compact,6,7.22084,Ecosystem Restoration and Livelihood Diversification
1372,SR006,Public Health Housing and Heat Resilience Compact,1,7.75,Public Health Housing and Heat Resilience Compact
1372,SR004,Climate-Resilient Food and Water Strategy,2,7.6947,Public Health Housing and Heat Resilience Compact
1372,SR003,Inclusive Urban Resilience Transition,3,7.68984,Public Health Housing and Heat Resilience Compact
1372,SR005,Ecosystem Restoration and Livelihood Diversification,4,7.60014,Public Health Housing and Heat Resilience Compact
1372,SR001,Distributed Renewable Infrastructure,5,7.42587,Public Health Housing and Heat Resilience Compact
1372,SR002,Circular Regional Production System,6,7.24591,Public Health Housing and Heat Resilience Compact
1373,SR006,Public Health Housing and Heat Resilience Compact,1,8.00483,Public Health Housing and Heat Resilience Compact
1373,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.85009,Public Health Housing and Heat Resilience Compact
1373,SR004,Climate-Resilient Food and Water Strategy,3,7.73855,Public Health Housing and Heat Resilience Compact
1373,SR001,Distributed Renewable Infrastructure,4,7.63151,Public Health Housing and Heat Resilience Compact
1373,SR003,Inclusive Urban Resilience Transition,5,7.56464,Public Health Housing and Heat Resilience Compact
1373,SR002,Circular Regional Production System,6,7.54635,Public Health Housing and Heat Resilience Compact
1374,SR003,Inclusive Urban Resilience Transition,1,7.79924,Inclusive Urban Resilience Transition
1374,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.77052,Inclusive Urban Resilience Transition
1374,SR006,Public Health Housing and Heat Resilience Compact,3,7.5679,Inclusive Urban Resilience Transition
1374,SR002,Circular Regional Production System,4,7.49357,Inclusive Urban Resilience Transition
1374,SR004,Climate-Resilient Food and Water Strategy,5,7.37027,Inclusive Urban Resilience Transition
1374,SR001,Distributed Renewable Infrastructure,6,7.17416,Inclusive Urban Resilience Transition
1375,SR006,Public Health Housing and Heat Resilience Compact,1,7.98263,Public Health Housing and Heat Resilience Compact
1375,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.6449,Public Health Housing and Heat Resilience Compact
1375,SR002,Circular Regional Production System,3,7.62383,Public Health Housing and Heat Resilience Compact
1375,SR004,Climate-Resilient Food and Water Strategy,4,7.55614,Public Health Housing and Heat Resilience Compact
1375,SR003,Inclusive Urban Resilience Transition,5,7.54318,Public Health Housing and Heat Resilience Compact
1375,SR001,Distributed Renewable Infrastructure,6,7.17118,Public Health Housing and Heat Resilience Compact
1376,SR006,Public Health Housing and Heat Resilience Compact,1,8.06948,Public Health Housing and Heat Resilience Compact
1376,SR003,Inclusive Urban Resilience Transition,2,7.73343,Public Health Housing and Heat Resilience Compact
1376,SR004,Climate-Resilient Food and Water Strategy,3,7.68386,Public Health Housing and Heat Resilience Compact
1376,SR005,Ecosystem Restoration and Livelihood Diversification,4,7.53794,Public Health Housing and Heat Resilience Compact
1376,SR002,Circular Regional Production System,5,7.38448,Public Health Housing and Heat Resilience Compact
1376,SR001,Distributed Renewable Infrastructure,6,7.22032,Public Health Housing and Heat Resilience Compact
1377,SR004,Climate-Resilient Food and Water Strategy,1,7.68214,Climate-Resilient Food and Water Strategy
1377,SR006,Public Health Housing and Heat Resilience Compact,2,7.60159,Climate-Resilient Food and Water Strategy
1377,SR002,Circular Regional Production System,3,7.51479,Climate-Resilient Food and Water Strategy
1377,SR005,Ecosystem Restoration and Livelihood Diversification,4,7.44426,Climate-Resilient Food and Water Strategy
1377,SR001,Distributed Renewable Infrastructure,5,7.3004,Climate-Resilient Food and Water Strategy
1377,SR003,Inclusive Urban Resilience Transition,6,7.15681,Climate-Resilient Food and Water Strategy
1378,SR005,Ecosystem Restoration and Livelihood Diversification,1,8.00112,Ecosystem Restoration and Livelihood Diversification
1378,SR003,Inclusive Urban Resilience Transition,2,7.95709,Ecosystem Restoration and Livelihood Diversification
1378,SR004,Climate-Resilient Food and Water Strategy,3,7.9152,Ecosystem Restoration and Livelihood Diversification
1378,SR006,Public Health Housing and Heat Resilience Compact,4,7.70546,Ecosystem Restoration and Livelihood Diversification
1378,SR001,Distributed Renewable Infrastructure,5,7.44302,Ecosystem Restoration and Livelihood Diversification
1378,SR002,Circular Regional Production System,6,7.18307,Ecosystem Restoration and Livelihood Diversification
1379,SR003,Inclusive Urban Resilience Transition,1,7.7307,Inclusive Urban Resilience Transition
1379,SR006,Public Health Housing and Heat Resilience Compact,2,7.59933,Inclusive Urban Resilience Transition
1379,SR001,Distributed Renewable Infrastructure,3,7.53812,Inclusive Urban Resilience Transition
1379,SR005,Ecosystem Restoration and Livelihood Diversification,4,7.42535,Inclusive Urban Resilience Transition
1379,SR004,Climate-Resilient Food and Water Strategy,5,7.403,Inclusive Urban Resilience Transition
1379,SR002,Circular Regional Production System,6,7.31146,Inclusive Urban Resilience Transition
1380,SR006,Public Health Housing and Heat Resilience Compact,1,7.75947,Public Health Housing and Heat Resilience Compact
1380,SR001,Distributed Renewable Infrastructure,2,7.63189,Public Health Housing and Heat Resilience Compact
1380,SR004,Climate-Resilient Food and Water Strategy,3,7.55379,Public Health Housing and Heat Resilience Compact
1380,SR003,Inclusive Urban Resilience Transition,4,7.38688,Public Health Housing and Heat Resilience Compact
1380,SR002,Circular Regional Production System,5,7.31186,Public Health Housing and Heat Resilience Compact
1380,SR005,Ecosystem Restoration and Livelihood Diversification,6,7.27674,Public Health Housing and Heat Resilience Compact
1381,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.87628,Ecosystem Restoration and Livelihood Diversification
1381,SR006,Public Health Housing and Heat Resilience Compact,2,7.75123,Ecosystem Restoration and Livelihood Diversification
1381,SR001,Distributed Renewable Infrastructure,3,7.44732,Ecosystem Restoration and Livelihood Diversification
1381,SR003,Inclusive Urban Resilience Transition,4,7.19064,Ecosystem Restoration and Livelihood Diversification
1381,SR004,Climate-Resilient Food and Water Strategy,5,7.16386,Ecosystem Restoration and Livelihood Diversification
1381,SR002,Circular Regional Production System,6,7.00526,Ecosystem Restoration and Livelihood Diversification
1382,SR004,Climate-Resilient Food and Water Strategy,1,7.79699,Climate-Resilient Food and Water Strategy
1382,SR002,Circular Regional Production System,2,7.62622,Climate-Resilient Food and Water Strategy
1382,SR006,Public Health Housing and Heat Resilience Compact,3,7.6239,Climate-Resilient Food and Water Strategy
1382,SR005,Ecosystem Restoration and Livelihood Diversification,4,7.60541,Climate-Resilient Food and Water Strategy
1382,SR001,Distributed Renewable Infrastructure,5,7.33956,Climate-Resilient Food and Water Strategy
1382,SR003,Inclusive Urban Resilience Transition,6,7.33902,Climate-Resilient Food and Water Strategy
1383,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.98219,Ecosystem Restoration and Livelihood Diversification
1383,SR003,Inclusive Urban Resilience Transition,2,7.83457,Ecosystem Restoration and Livelihood Diversification
1383,SR006,Public Health Housing and Heat Resilience Compact,3,7.71136,Ecosystem Restoration and Livelihood Diversification
1383,SR004,Climate-Resilient Food and Water Strategy,4,7.70434,Ecosystem Restoration and Livelihood Diversification
1383,SR002,Circular Regional Production System,5,7.49296,Ecosystem Restoration and Livelihood Diversification
1383,SR001,Distributed Renewable Infrastructure,6,7.43906,Ecosystem Restoration and Livelihood Diversification
1384,SR006,Public Health Housing and Heat Resilience Compact,1,7.91046,Public Health Housing and Heat Resilience Compact
1384,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.61838,Public Health Housing and Heat Resilience Compact
1384,SR003,Inclusive Urban Resilience Transition,3,7.58327,Public Health Housing and Heat Resilience Compact
1384,SR001,Distributed Renewable Infrastructure,4,7.48436,Public Health Housing and Heat Resilience Compact
1384,SR004,Climate-Resilient Food and Water Strategy,5,7.44738,Public Health Housing and Heat Resilience Compact
1384,SR002,Circular Regional Production System,6,7.37303,Public Health Housing and Heat Resilience Compact
1385,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.61394,Ecosystem Restoration and Livelihood Diversification
1385,SR004,Climate-Resilient Food and Water Strategy,2,7.50066,Ecosystem Restoration and Livelihood Diversification
1385,SR001,Distributed Renewable Infrastructure,3,7.47591,Ecosystem Restoration and Livelihood Diversification
1385,SR003,Inclusive Urban Resilience Transition,4,7.42091,Ecosystem Restoration and Livelihood Diversification
1385,SR002,Circular Regional Production System,5,7.39568,Ecosystem Restoration and Livelihood Diversification
1385,SR006,Public Health Housing and Heat Resilience Compact,6,7.26341,Ecosystem Restoration and Livelihood Diversification
1386,SR004,Climate-Resilient Food and Water Strategy,1,7.85422,Climate-Resilient Food and Water Strategy
1386,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.8453,Climate-Resilient Food and Water Strategy
1386,SR003,Inclusive Urban Resilience Transition,3,7.78539,Climate-Resilient Food and Water Strategy
1386,SR002,Circular Regional Production System,4,7.74111,Climate-Resilient Food and Water Strategy
1386,SR006,Public Health Housing and Heat Resilience Compact,5,7.67617,Climate-Resilient Food and Water Strategy
1386,SR001,Distributed Renewable Infrastructure,6,7.46143,Climate-Resilient Food and Water Strategy
1387,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.78716,Ecosystem Restoration and Livelihood Diversification
1387,SR004,Climate-Resilient Food and Water Strategy,2,7.70452,Ecosystem Restoration and Livelihood Diversification
1387,SR003,Inclusive Urban Resilience Transition,3,7.65128,Ecosystem Restoration and Livelihood Diversification
1387,SR006,Public Health Housing and Heat Resilience Compact,4,7.63934,Ecosystem Restoration and Livelihood Diversification
1387,SR002,Circular Regional Production System,5,7.42427,Ecosystem Restoration and Livelihood Diversification
1387,SR001,Distributed Renewable Infrastructure,6,7.2702,Ecosystem Restoration and Livelihood Diversification
1388,SR003,Inclusive Urban Resilience Transition,1,7.64684,Inclusive Urban Resilience Transition
1388,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.52658,Inclusive Urban Resilience Transition
1388,SR006,Public Health Housing and Heat Resilience Compact,3,7.42434,Inclusive Urban Resilience Transition
1388,SR004,Climate-Resilient Food and Water Strategy,4,7.3893,Inclusive Urban Resilience Transition
1388,SR002,Circular Regional Production System,5,7.3087,Inclusive Urban Resilience Transition
1388,SR001,Distributed Renewable Infrastructure,6,6.91903,Inclusive Urban Resilience Transition
1389,SR001,Distributed Renewable Infrastructure,1,7.87606,Distributed Renewable Infrastructure
1389,SR006,Public Health Housing and Heat Resilience Compact,2,7.8326,Distributed Renewable Infrastructure
