system_id,system,system_domain,time,event,stress_load,response_capacity,development_quality,resource_pressure,equity_adjusted_quality
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,18,background sustainable-development stress,0.17045,0.33,0.0,0.76908,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,19,background sustainable-development stress,0.16787,0.33,0.0,0.76906,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,20,background sustainable-development stress,0.16959,0.33,0.0,0.76906,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,21,background sustainable-development stress,0.17056,0.33,0.0,0.76908,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,22,background sustainable-development stress,0.16935,0.33,0.0,0.76912,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,23,background sustainable-development stress,0.17202,0.33,0.0,0.76919,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,24,background sustainable-development stress,0.17175,0.33,0.0,0.76928,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,25,background sustainable-development stress,0.1681,0.33,0.0,0.76939,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,26,background sustainable-development stress,0.16816,0.33,0.0,0.76953,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,27,Drought watershed and food-price disruption,0.86936,0.33,0.0,0.78813,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,28,background sustainable-development stress,0.16895,0.33,0.0,0.78831,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,29,background sustainable-development stress,0.17359,0.33,0.0,0.78851,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,30,background sustainable-development stress,0.176,0.33,0.0,0.78874,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,31,background sustainable-development stress,0.1708,0.33,0.0,0.78898,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,32,background sustainable-development stress,0.17005,0.33,0.0,0.78925,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,33,background sustainable-development stress,0.17376,0.33,0.0,0.78955,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,34,background sustainable-development stress,0.17422,0.33,0.0,0.78986,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,35,background sustainable-development stress,0.17599,0.33,0.0,0.7902,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,36,background sustainable-development stress,0.1728,0.33,0.0,0.79056,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,37,background sustainable-development stress,0.17437,0.33,0.0,0.79094,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,38,background sustainable-development stress,0.17535,0.33,0.0,0.79135,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,39,background sustainable-development stress,0.17644,0.33,0.0,0.79177,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,40,background sustainable-development stress,0.17326,0.33,0.0,0.79222,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,41,background sustainable-development stress,0.17881,0.33,0.0,0.7927,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,42,Infrastructure flood and service-continuity shock,0.85682,0.33,0.0,0.8086,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,43,background sustainable-development stress,0.17607,0.33,0.0,0.80911,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,44,background sustainable-development stress,0.17841,0.33,0.0,0.80965,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,45,background sustainable-development stress,0.17532,0.33,0.0,0.81022,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,46,background sustainable-development stress,0.17859,0.33,0.0,0.8108,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,47,background sustainable-development stress,0.17709,0.33,0.0,0.81141,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,48,background sustainable-development stress,0.1823,0.33,0.0,0.81204,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,49,background sustainable-development stress,0.17923,0.33,0.0,0.81269,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,50,background sustainable-development stress,0.18092,0.33,0.0,0.81337,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,51,background sustainable-development stress,0.18108,0.33,0.0,0.81406,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,52,background sustainable-development stress,0.18181,0.33,0.0,0.81478,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,53,background sustainable-development stress,0.17845,0.33,0.0,0.81553,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,54,background sustainable-development stress,0.18108,0.33,0.0,0.81629,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,55,background sustainable-development stress,0.18276,0.33,0.0,0.81708,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,56,Macroeconomic debt and supply-chain instability,0.81577,0.33,0.0,0.83218,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,57,background sustainable-development stress,0.18311,0.33,0.0,0.83301,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,58,background sustainable-development stress,0.18653,0.33,0.0,0.83387,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,59,background sustainable-development stress,0.18562,0.33,0.0,0.83474,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,60,background sustainable-development stress,0.18324,0.33,0.0,0.83564,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,61,background sustainable-development stress,0.18442,0.33,0.0,0.83657,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,62,background sustainable-development stress,0.18604,0.33,0.0,0.83751,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,63,background sustainable-development stress,0.18342,0.33,0.0,0.83848,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,64,background sustainable-development stress,0.18338,0.33,0.0,0.83947,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,65,background sustainable-development stress,0.18856,0.33,0.0,0.84048,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,66,background sustainable-development stress,0.18556,0.33,0.0,0.84152,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,67,background sustainable-development stress,0.1877,0.33,0.0,0.84257,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,68,background sustainable-development stress,0.1888,0.33,0.0,0.84365,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,69,background sustainable-development stress,0.18721,0.33,0.0,0.84476,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,70,Compound climate ecological economic and governance crisis,0.96638,0.33,0.0,0.86416,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,71,background sustainable-development stress,0.19048,0.33,0.0,0.8653,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,72,background sustainable-development stress,0.18986,0.33,0.0,0.86647,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,73,background sustainable-development stress,0.18807,0.33,0.0,0.86767,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,74,background sustainable-development stress,0.19087,0.33,0.0,0.86888,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,75,background sustainable-development stress,0.18945,0.33,0.0,0.87012,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,76,background sustainable-development stress,0.18969,0.33,0.0,0.87138,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,77,background sustainable-development stress,0.18901,0.33,0.0,0.87266,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,78,background sustainable-development stress,0.19436,0.33,0.0,0.87397,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,79,background sustainable-development stress,0.1914,0.33,0.0,0.87529,0.0
