simulation_id,strategy_id,strategy,rank,supply_chain_resilience_value,winner
1665,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,3,7.01608,Climate-Adjusted Infrastructure and Port Resilience Plan
1665,SC001,Supplier Diversification and Qualification Program,4,6.95165,Climate-Adjusted Infrastructure and Port Resilience Plan
1665,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.73517,Climate-Adjusted Infrastructure and Port Resilience Plan
1665,SC002,Regional Buffer Inventory for Critical Goods,6,6.64697,Climate-Adjusted Infrastructure and Port Resilience Plan
1666,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.40693,Climate-Adjusted Infrastructure and Port Resilience Plan
1666,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.1257,Climate-Adjusted Infrastructure and Port Resilience Plan
1666,SC006,Fair Supplier Finance and Labor Continuity Program,3,7.07329,Climate-Adjusted Infrastructure and Port Resilience Plan
1666,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,7.06678,Climate-Adjusted Infrastructure and Port Resilience Plan
1666,SC001,Supplier Diversification and Qualification Program,5,6.95867,Climate-Adjusted Infrastructure and Port Resilience Plan
1666,SC002,Regional Buffer Inventory for Critical Goods,6,6.7033,Climate-Adjusted Infrastructure and Port Resilience Plan
1667,SC006,Fair Supplier Finance and Labor Continuity Program,1,7.22077,Fair Supplier Finance and Labor Continuity Program
1667,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,2,7.04584,Fair Supplier Finance and Labor Continuity Program
1667,SC004,Multi-Route Logistics and Chokepoint Redesign,3,6.93343,Fair Supplier Finance and Labor Continuity Program
1667,SC001,Supplier Diversification and Qualification Program,4,6.89442,Fair Supplier Finance and Labor Continuity Program
1667,SC002,Regional Buffer Inventory for Critical Goods,5,6.76956,Fair Supplier Finance and Labor Continuity Program
1667,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,6,6.7084,Fair Supplier Finance and Labor Continuity Program
1668,SC006,Fair Supplier Finance and Labor Continuity Program,1,7.41685,Fair Supplier Finance and Labor Continuity Program
1668,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.27822,Fair Supplier Finance and Labor Continuity Program
1668,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,7.16252,Fair Supplier Finance and Labor Continuity Program
1668,SC001,Supplier Diversification and Qualification Program,4,6.95502,Fair Supplier Finance and Labor Continuity Program
1668,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.8378,Fair Supplier Finance and Labor Continuity Program
1668,SC002,Regional Buffer Inventory for Critical Goods,6,6.7523,Fair Supplier Finance and Labor Continuity Program
1669,SC006,Fair Supplier Finance and Labor Continuity Program,1,7.34909,Fair Supplier Finance and Labor Continuity Program
1669,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.31109,Fair Supplier Finance and Labor Continuity Program
1669,SC004,Multi-Route Logistics and Chokepoint Redesign,3,7.01825,Fair Supplier Finance and Labor Continuity Program
1669,SC001,Supplier Diversification and Qualification Program,4,6.92183,Fair Supplier Finance and Labor Continuity Program
1669,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.61012,Fair Supplier Finance and Labor Continuity Program
1669,SC002,Regional Buffer Inventory for Critical Goods,6,6.54802,Fair Supplier Finance and Labor Continuity Program
1670,SC006,Fair Supplier Finance and Labor Continuity Program,1,7.40494,Fair Supplier Finance and Labor Continuity Program
1670,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.37582,Fair Supplier Finance and Labor Continuity Program
1670,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,7.23445,Fair Supplier Finance and Labor Continuity Program
1670,SC001,Supplier Diversification and Qualification Program,4,7.00793,Fair Supplier Finance and Labor Continuity Program
1670,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.98921,Fair Supplier Finance and Labor Continuity Program
1670,SC002,Regional Buffer Inventory for Critical Goods,6,6.8119,Fair Supplier Finance and Labor Continuity Program
1671,SC001,Supplier Diversification and Qualification Program,1,7.35321,Supplier Diversification and Qualification Program
1671,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.17092,Supplier Diversification and Qualification Program
1671,SC006,Fair Supplier Finance and Labor Continuity Program,3,7.01014,Supplier Diversification and Qualification Program
1671,SC004,Multi-Route Logistics and Chokepoint Redesign,4,6.98453,Supplier Diversification and Qualification Program
1671,SC002,Regional Buffer Inventory for Critical Goods,5,6.90502,Supplier Diversification and Qualification Program
1671,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,6,6.90102,Supplier Diversification and Qualification Program
1672,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.2856,Multi-Route Logistics and Chokepoint Redesign
1672,SC006,Fair Supplier Finance and Labor Continuity Program,2,7.09475,Multi-Route Logistics and Chokepoint Redesign
1672,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,3,7.0793,Multi-Route Logistics and Chokepoint Redesign
1672,SC001,Supplier Diversification and Qualification Program,4,7.05206,Multi-Route Logistics and Chokepoint Redesign
1672,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,5,7.01398,Multi-Route Logistics and Chokepoint Redesign
1672,SC002,Regional Buffer Inventory for Critical Goods,6,6.49499,Multi-Route Logistics and Chokepoint Redesign
1673,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.30999,Multi-Route Logistics and Chokepoint Redesign
1673,SC006,Fair Supplier Finance and Labor Continuity Program,2,7.11975,Multi-Route Logistics and Chokepoint Redesign
1673,SC001,Supplier Diversification and Qualification Program,3,6.82201,Multi-Route Logistics and Chokepoint Redesign
1673,SC002,Regional Buffer Inventory for Critical Goods,4,6.79687,Multi-Route Logistics and Chokepoint Redesign
1673,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.74975,Multi-Route Logistics and Chokepoint Redesign
1673,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,6,6.74834,Multi-Route Logistics and Chokepoint Redesign
1674,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.38004,Climate-Adjusted Infrastructure and Port Resilience Plan
1674,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.18389,Climate-Adjusted Infrastructure and Port Resilience Plan
1674,SC006,Fair Supplier Finance and Labor Continuity Program,3,7.07515,Climate-Adjusted Infrastructure and Port Resilience Plan
1674,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,6.82916,Climate-Adjusted Infrastructure and Port Resilience Plan
1674,SC001,Supplier Diversification and Qualification Program,5,6.81562,Climate-Adjusted Infrastructure and Port Resilience Plan
1674,SC002,Regional Buffer Inventory for Critical Goods,6,6.59412,Climate-Adjusted Infrastructure and Port Resilience Plan
1675,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.38956,Climate-Adjusted Infrastructure and Port Resilience Plan
1675,SC001,Supplier Diversification and Qualification Program,2,7.17887,Climate-Adjusted Infrastructure and Port Resilience Plan
1675,SC004,Multi-Route Logistics and Chokepoint Redesign,3,7.15345,Climate-Adjusted Infrastructure and Port Resilience Plan
1675,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,6.97996,Climate-Adjusted Infrastructure and Port Resilience Plan
1675,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.90501,Climate-Adjusted Infrastructure and Port Resilience Plan
1675,SC002,Regional Buffer Inventory for Critical Goods,6,6.84571,Climate-Adjusted Infrastructure and Port Resilience Plan
1676,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,1,7.31369,Digital End-to-End Visibility and Cyber Resilience Platform
1676,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.25652,Digital End-to-End Visibility and Cyber Resilience Platform
1676,SC006,Fair Supplier Finance and Labor Continuity Program,3,7.17237,Digital End-to-End Visibility and Cyber Resilience Platform
1676,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,4,6.86597,Digital End-to-End Visibility and Cyber Resilience Platform
1676,SC002,Regional Buffer Inventory for Critical Goods,5,6.74269,Digital End-to-End Visibility and Cyber Resilience Platform
1676,SC001,Supplier Diversification and Qualification Program,6,6.64812,Digital End-to-End Visibility and Cyber Resilience Platform
1677,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.2582,Climate-Adjusted Infrastructure and Port Resilience Plan
1677,SC006,Fair Supplier Finance and Labor Continuity Program,2,7.09815,Climate-Adjusted Infrastructure and Port Resilience Plan
1677,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,3,7.03719,Climate-Adjusted Infrastructure and Port Resilience Plan
1677,SC004,Multi-Route Logistics and Chokepoint Redesign,4,6.9967,Climate-Adjusted Infrastructure and Port Resilience Plan
1677,SC002,Regional Buffer Inventory for Critical Goods,5,6.55519,Climate-Adjusted Infrastructure and Port Resilience Plan
1677,SC001,Supplier Diversification and Qualification Program,6,6.46657,Climate-Adjusted Infrastructure and Port Resilience Plan
1678,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.38594,Multi-Route Logistics and Chokepoint Redesign
1678,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.28702,Multi-Route Logistics and Chokepoint Redesign
1678,SC001,Supplier Diversification and Qualification Program,3,7.20088,Multi-Route Logistics and Chokepoint Redesign
1678,SC006,Fair Supplier Finance and Labor Continuity Program,4,7.05718,Multi-Route Logistics and Chokepoint Redesign
1678,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.99724,Multi-Route Logistics and Chokepoint Redesign
1678,SC002,Regional Buffer Inventory for Critical Goods,6,6.63784,Multi-Route Logistics and Chokepoint Redesign
1679,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.23651,Multi-Route Logistics and Chokepoint Redesign
1679,SC001,Supplier Diversification and Qualification Program,2,7.21282,Multi-Route Logistics and Chokepoint Redesign
1679,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,6.96201,Multi-Route Logistics and Chokepoint Redesign
1679,SC006,Fair Supplier Finance and Labor Continuity Program,4,6.90604,Multi-Route Logistics and Chokepoint Redesign
1679,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.83927,Multi-Route Logistics and Chokepoint Redesign
1679,SC002,Regional Buffer Inventory for Critical Goods,6,6.81516,Multi-Route Logistics and Chokepoint Redesign
1680,SC006,Fair Supplier Finance and Labor Continuity Program,1,7.40452,Fair Supplier Finance and Labor Continuity Program
1680,SC002,Regional Buffer Inventory for Critical Goods,2,7.31838,Fair Supplier Finance and Labor Continuity Program
1680,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,7.02259,Fair Supplier Finance and Labor Continuity Program
1680,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,7.01597,Fair Supplier Finance and Labor Continuity Program
1680,SC001,Supplier Diversification and Qualification Program,5,6.99996,Fair Supplier Finance and Labor Continuity Program
1680,SC004,Multi-Route Logistics and Chokepoint Redesign,6,6.72764,Fair Supplier Finance and Labor Continuity Program
1681,SC001,Supplier Diversification and Qualification Program,1,7.33842,Supplier Diversification and Qualification Program
1681,SC006,Fair Supplier Finance and Labor Continuity Program,2,7.25858,Supplier Diversification and Qualification Program
1681,SC004,Multi-Route Logistics and Chokepoint Redesign,3,7.15057,Supplier Diversification and Qualification Program
1681,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,4,7.08489,Supplier Diversification and Qualification Program
1681,SC002,Regional Buffer Inventory for Critical Goods,5,6.94573,Supplier Diversification and Qualification Program
1681,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,6,6.93598,Supplier Diversification and Qualification Program
1682,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.2355,Multi-Route Logistics and Chokepoint Redesign
1682,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,2,7.21384,Multi-Route Logistics and Chokepoint Redesign
1682,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,7.02168,Multi-Route Logistics and Chokepoint Redesign
1682,SC001,Supplier Diversification and Qualification Program,4,6.94252,Multi-Route Logistics and Chokepoint Redesign
1682,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.90857,Multi-Route Logistics and Chokepoint Redesign
1682,SC002,Regional Buffer Inventory for Critical Goods,6,6.7329,Multi-Route Logistics and Chokepoint Redesign
1683,SC006,Fair Supplier Finance and Labor Continuity Program,1,7.33509,Fair Supplier Finance and Labor Continuity Program
1683,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.19444,Fair Supplier Finance and Labor Continuity Program
1683,SC004,Multi-Route Logistics and Chokepoint Redesign,3,7.08642,Fair Supplier Finance and Labor Continuity Program
1683,SC001,Supplier Diversification and Qualification Program,4,6.9858,Fair Supplier Finance and Labor Continuity Program
1683,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.78574,Fair Supplier Finance and Labor Continuity Program
1683,SC002,Regional Buffer Inventory for Critical Goods,6,6.25204,Fair Supplier Finance and Labor Continuity Program
1684,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.45486,Multi-Route Logistics and Chokepoint Redesign
1684,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.14153,Multi-Route Logistics and Chokepoint Redesign
1684,SC001,Supplier Diversification and Qualification Program,3,7.09081,Multi-Route Logistics and Chokepoint Redesign
1684,SC002,Regional Buffer Inventory for Critical Goods,4,7.04054,Multi-Route Logistics and Chokepoint Redesign
1684,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.96166,Multi-Route Logistics and Chokepoint Redesign
1684,SC006,Fair Supplier Finance and Labor Continuity Program,6,6.68939,Multi-Route Logistics and Chokepoint Redesign
1685,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.34569,Climate-Adjusted Infrastructure and Port Resilience Plan
1685,SC006,Fair Supplier Finance and Labor Continuity Program,2,7.276,Climate-Adjusted Infrastructure and Port Resilience Plan
1685,SC004,Multi-Route Logistics and Chokepoint Redesign,3,7.20236,Climate-Adjusted Infrastructure and Port Resilience Plan
1685,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,7.01442,Climate-Adjusted Infrastructure and Port Resilience Plan
1685,SC001,Supplier Diversification and Qualification Program,5,6.84887,Climate-Adjusted Infrastructure and Port Resilience Plan
1685,SC002,Regional Buffer Inventory for Critical Goods,6,6.52058,Climate-Adjusted Infrastructure and Port Resilience Plan
1686,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.16404,Multi-Route Logistics and Chokepoint Redesign
1686,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,2,7.03278,Multi-Route Logistics and Chokepoint Redesign
1686,SC002,Regional Buffer Inventory for Critical Goods,3,6.978,Multi-Route Logistics and Chokepoint Redesign
1686,SC006,Fair Supplier Finance and Labor Continuity Program,4,6.84819,Multi-Route Logistics and Chokepoint Redesign
1686,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,5,6.75729,Multi-Route Logistics and Chokepoint Redesign
1686,SC001,Supplier Diversification and Qualification Program,6,6.71685,Multi-Route Logistics and Chokepoint Redesign
1687,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.14775,Climate-Adjusted Infrastructure and Port Resilience Plan
1687,SC006,Fair Supplier Finance and Labor Continuity Program,2,7.14065,Climate-Adjusted Infrastructure and Port Resilience Plan
1687,SC004,Multi-Route Logistics and Chokepoint Redesign,3,7.0672,Climate-Adjusted Infrastructure and Port Resilience Plan
1687,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,7.03864,Climate-Adjusted Infrastructure and Port Resilience Plan
1687,SC002,Regional Buffer Inventory for Critical Goods,5,6.9721,Climate-Adjusted Infrastructure and Port Resilience Plan
1687,SC001,Supplier Diversification and Qualification Program,6,6.73858,Climate-Adjusted Infrastructure and Port Resilience Plan
1688,SC001,Supplier Diversification and Qualification Program,1,7.17731,Supplier Diversification and Qualification Program
1688,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.17259,Supplier Diversification and Qualification Program
1688,SC006,Fair Supplier Finance and Labor Continuity Program,3,7.16117,Supplier Diversification and Qualification Program
1688,SC004,Multi-Route Logistics and Chokepoint Redesign,4,7.10372,Supplier Diversification and Qualification Program
1688,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,7.07221,Supplier Diversification and Qualification Program
1688,SC002,Regional Buffer Inventory for Critical Goods,6,6.72504,Supplier Diversification and Qualification Program
1689,SC001,Supplier Diversification and Qualification Program,1,7.24648,Supplier Diversification and Qualification Program
1689,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.10936,Supplier Diversification and Qualification Program
1689,SC006,Fair Supplier Finance and Labor Continuity Program,3,7.08445,Supplier Diversification and Qualification Program
1689,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,4,6.76714,Supplier Diversification and Qualification Program
1689,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.75621,Supplier Diversification and Qualification Program
1689,SC002,Regional Buffer Inventory for Critical Goods,6,6.5732,Supplier Diversification and Qualification Program
1690,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.22717,Climate-Adjusted Infrastructure and Port Resilience Plan
1690,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,2,7.08751,Climate-Adjusted Infrastructure and Port Resilience Plan
1690,SC006,Fair Supplier Finance and Labor Continuity Program,3,7.02796,Climate-Adjusted Infrastructure and Port Resilience Plan
1690,SC004,Multi-Route Logistics and Chokepoint Redesign,4,6.96559,Climate-Adjusted Infrastructure and Port Resilience Plan
1690,SC001,Supplier Diversification and Qualification Program,5,6.84425,Climate-Adjusted Infrastructure and Port Resilience Plan
1690,SC002,Regional Buffer Inventory for Critical Goods,6,6.65876,Climate-Adjusted Infrastructure and Port Resilience Plan
1691,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.40997,Multi-Route Logistics and Chokepoint Redesign
1691,SC001,Supplier Diversification and Qualification Program,2,7.05101,Multi-Route Logistics and Chokepoint Redesign
1691,SC006,Fair Supplier Finance and Labor Continuity Program,3,7.04235,Multi-Route Logistics and Chokepoint Redesign
1691,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,4,6.99659,Multi-Route Logistics and Chokepoint Redesign
1691,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.86995,Multi-Route Logistics and Chokepoint Redesign
1691,SC002,Regional Buffer Inventory for Critical Goods,6,6.7936,Multi-Route Logistics and Chokepoint Redesign
1692,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.50885,Climate-Adjusted Infrastructure and Port Resilience Plan
1692,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,2,7.15584,Climate-Adjusted Infrastructure and Port Resilience Plan
1692,SC004,Multi-Route Logistics and Chokepoint Redesign,3,6.97138,Climate-Adjusted Infrastructure and Port Resilience Plan
1692,SC001,Supplier Diversification and Qualification Program,4,6.92443,Climate-Adjusted Infrastructure and Port Resilience Plan
1692,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.90659,Climate-Adjusted Infrastructure and Port Resilience Plan
1692,SC002,Regional Buffer Inventory for Critical Goods,6,6.75063,Climate-Adjusted Infrastructure and Port Resilience Plan
1693,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.09775,Climate-Adjusted Infrastructure and Port Resilience Plan
1693,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.04121,Climate-Adjusted Infrastructure and Port Resilience Plan
1693,SC001,Supplier Diversification and Qualification Program,3,7.03408,Climate-Adjusted Infrastructure and Port Resilience Plan
1693,SC006,Fair Supplier Finance and Labor Continuity Program,4,7.01905,Climate-Adjusted Infrastructure and Port Resilience Plan
1693,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.78098,Climate-Adjusted Infrastructure and Port Resilience Plan
1693,SC002,Regional Buffer Inventory for Critical Goods,6,6.62054,Climate-Adjusted Infrastructure and Port Resilience Plan
1694,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.27494,Multi-Route Logistics and Chokepoint Redesign
1694,SC006,Fair Supplier Finance and Labor Continuity Program,2,7.11714,Multi-Route Logistics and Chokepoint Redesign
1694,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,7.05361,Multi-Route Logistics and Chokepoint Redesign
1694,SC001,Supplier Diversification and Qualification Program,4,7.01982,Multi-Route Logistics and Chokepoint Redesign
1694,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.80433,Multi-Route Logistics and Chokepoint Redesign
1694,SC002,Regional Buffer Inventory for Critical Goods,6,6.79436,Multi-Route Logistics and Chokepoint Redesign
1695,SC006,Fair Supplier Finance and Labor Continuity Program,1,7.13291,Fair Supplier Finance and Labor Continuity Program
1695,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.07352,Fair Supplier Finance and Labor Continuity Program
1695,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,3,6.90364,Fair Supplier Finance and Labor Continuity Program
1695,SC002,Regional Buffer Inventory for Critical Goods,4,6.89515,Fair Supplier Finance and Labor Continuity Program
1695,SC001,Supplier Diversification and Qualification Program,5,6.85963,Fair Supplier Finance and Labor Continuity Program
1695,SC004,Multi-Route Logistics and Chokepoint Redesign,6,6.85379,Fair Supplier Finance and Labor Continuity Program
1696,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,1,7.31301,Digital End-to-End Visibility and Cyber Resilience Platform
1696,SC001,Supplier Diversification and Qualification Program,2,7.23745,Digital End-to-End Visibility and Cyber Resilience Platform
1696,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,7.1108,Digital End-to-End Visibility and Cyber Resilience Platform
1696,SC004,Multi-Route Logistics and Chokepoint Redesign,4,7.0217,Digital End-to-End Visibility and Cyber Resilience Platform
1696,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.95606,Digital End-to-End Visibility and Cyber Resilience Platform
1696,SC002,Regional Buffer Inventory for Critical Goods,6,6.73472,Digital End-to-End Visibility and Cyber Resilience Platform
1697,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.31743,Climate-Adjusted Infrastructure and Port Resilience Plan
1697,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.11252,Climate-Adjusted Infrastructure and Port Resilience Plan
1697,SC006,Fair Supplier Finance and Labor Continuity Program,3,7.04245,Climate-Adjusted Infrastructure and Port Resilience Plan
1697,SC001,Supplier Diversification and Qualification Program,4,7.02643,Climate-Adjusted Infrastructure and Port Resilience Plan
1697,SC002,Regional Buffer Inventory for Critical Goods,5,6.81123,Climate-Adjusted Infrastructure and Port Resilience Plan
1697,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,6,6.49554,Climate-Adjusted Infrastructure and Port Resilience Plan
1698,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.31124,Climate-Adjusted Infrastructure and Port Resilience Plan
1698,SC006,Fair Supplier Finance and Labor Continuity Program,2,7.263,Climate-Adjusted Infrastructure and Port Resilience Plan
1698,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,3,7.07604,Climate-Adjusted Infrastructure and Port Resilience Plan
1698,SC001,Supplier Diversification and Qualification Program,4,7.06264,Climate-Adjusted Infrastructure and Port Resilience Plan
1698,SC004,Multi-Route Logistics and Chokepoint Redesign,5,6.96243,Climate-Adjusted Infrastructure and Port Resilience Plan
1698,SC002,Regional Buffer Inventory for Critical Goods,6,6.4405,Climate-Adjusted Infrastructure and Port Resilience Plan
1699,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.2061,Climate-Adjusted Infrastructure and Port Resilience Plan
1699,SC006,Fair Supplier Finance and Labor Continuity Program,2,7.12357,Climate-Adjusted Infrastructure and Port Resilience Plan
1699,SC004,Multi-Route Logistics and Chokepoint Redesign,3,6.988,Climate-Adjusted Infrastructure and Port Resilience Plan
1699,SC002,Regional Buffer Inventory for Critical Goods,4,6.97804,Climate-Adjusted Infrastructure and Port Resilience Plan
1699,SC001,Supplier Diversification and Qualification Program,5,6.85579,Climate-Adjusted Infrastructure and Port Resilience Plan
1699,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,6,6.73191,Climate-Adjusted Infrastructure and Port Resilience Plan
1700,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.37624,Climate-Adjusted Infrastructure and Port Resilience Plan
1700,SC001,Supplier Diversification and Qualification Program,2,7.24062,Climate-Adjusted Infrastructure and Port Resilience Plan
1700,SC006,Fair Supplier Finance and Labor Continuity Program,3,6.94043,Climate-Adjusted Infrastructure and Port Resilience Plan
1700,SC004,Multi-Route Logistics and Chokepoint Redesign,4,6.93029,Climate-Adjusted Infrastructure and Port Resilience Plan
1700,SC002,Regional Buffer Inventory for Critical Goods,5,6.91838,Climate-Adjusted Infrastructure and Port Resilience Plan
1700,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,6,6.74303,Climate-Adjusted Infrastructure and Port Resilience Plan
1701,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.18852,Multi-Route Logistics and Chokepoint Redesign
1701,SC001,Supplier Diversification and Qualification Program,2,6.99881,Multi-Route Logistics and Chokepoint Redesign
1701,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,6.90252,Multi-Route Logistics and Chokepoint Redesign
1701,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,6.89828,Multi-Route Logistics and Chokepoint Redesign
1701,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.80455,Multi-Route Logistics and Chokepoint Redesign
1701,SC002,Regional Buffer Inventory for Critical Goods,6,6.11282,Multi-Route Logistics and Chokepoint Redesign
1702,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,1,7.39883,Digital End-to-End Visibility and Cyber Resilience Platform
1702,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.27561,Digital End-to-End Visibility and Cyber Resilience Platform
1702,SC004,Multi-Route Logistics and Chokepoint Redesign,3,7.1798,Digital End-to-End Visibility and Cyber Resilience Platform
1702,SC001,Supplier Diversification and Qualification Program,4,7.06579,Digital End-to-End Visibility and Cyber Resilience Platform
1702,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.91813,Digital End-to-End Visibility and Cyber Resilience Platform
1702,SC002,Regional Buffer Inventory for Critical Goods,6,6.46099,Digital End-to-End Visibility and Cyber Resilience Platform
1703,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.37406,Multi-Route Logistics and Chokepoint Redesign
1703,SC006,Fair Supplier Finance and Labor Continuity Program,2,7.07801,Multi-Route Logistics and Chokepoint Redesign
1703,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,6.99961,Multi-Route Logistics and Chokepoint Redesign
1703,SC001,Supplier Diversification and Qualification Program,4,6.89802,Multi-Route Logistics and Chokepoint Redesign
1703,SC002,Regional Buffer Inventory for Critical Goods,5,6.83582,Multi-Route Logistics and Chokepoint Redesign
1703,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,6,6.65884,Multi-Route Logistics and Chokepoint Redesign
1704,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.22137,Multi-Route Logistics and Chokepoint Redesign
1704,SC001,Supplier Diversification and Qualification Program,2,7.07081,Multi-Route Logistics and Chokepoint Redesign
1704,SC006,Fair Supplier Finance and Labor Continuity Program,3,7.04875,Multi-Route Logistics and Chokepoint Redesign
1704,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,4,6.92727,Multi-Route Logistics and Chokepoint Redesign
1704,SC002,Regional Buffer Inventory for Critical Goods,5,6.82256,Multi-Route Logistics and Chokepoint Redesign
1704,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,6,6.74695,Multi-Route Logistics and Chokepoint Redesign
1705,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.25656,Climate-Adjusted Infrastructure and Port Resilience Plan
