network_id,network,network_context,time,event,disruption_load,adaptive_response,flow_performance,inventory_thinness,supplier_concentration,equity_adjusted_flow
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,54,background supply-network stress,0.16345,0.32673,1.0,0.78494,0.81168,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,55,background supply-network stress,0.16369,0.32697,1.0,0.78485,0.81007,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,56,Climate disaster damaging infrastructure and cold chains,0.91767,0.32721,0.75503,0.80222,0.81485,0.63326
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,57,background supply-network stress,0.16386,0.32445,0.82838,0.80218,0.81325,0.85714
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,58,background supply-network stress,0.16557,0.32468,0.90122,0.80215,0.81166,0.93252
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,59,background supply-network stress,0.16453,0.32491,0.97445,0.80213,0.81006,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,60,background supply-network stress,0.16429,0.32514,1.0,0.80212,0.80846,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,61,background supply-network stress,0.16549,0.32536,1.0,0.80211,0.80685,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,62,background supply-network stress,0.16579,0.32559,1.0,0.80212,0.80525,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,63,background supply-network stress,0.16571,0.32581,1.0,0.80214,0.80364,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,64,background supply-network stress,0.16565,0.32603,1.0,0.80217,0.80203,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,65,background supply-network stress,0.16573,0.32626,1.0,0.80221,0.80042,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,66,background supply-network stress,0.1662,0.32648,1.0,0.80225,0.79881,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,67,background supply-network stress,0.16548,0.3267,1.0,0.80231,0.7972,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,68,background supply-network stress,0.16665,0.32692,1.0,0.80238,0.79558,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,69,background supply-network stress,0.16645,0.32713,1.0,0.80245,0.79397,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,70,Compound demand surge supplier failure and logistics disruption,0.98247,0.32735,0.72333,0.82126,0.80035,0.59857
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,71,background supply-network stress,0.16727,0.3242,0.79552,0.82139,0.79875,0.82314
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,72,background supply-network stress,0.16744,0.32441,0.86771,0.82153,0.79716,0.89784
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,73,background supply-network stress,0.16744,0.32461,0.93994,0.82168,0.79556,0.97258
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,74,background supply-network stress,0.16691,0.32482,1.0,0.82184,0.79396,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,75,background supply-network stress,0.16702,0.32502,1.0,0.82201,0.79236,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,76,background supply-network stress,0.16754,0.32523,1.0,0.82219,0.79076,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,77,background supply-network stress,0.16734,0.32543,1.0,0.82238,0.78916,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,78,background supply-network stress,0.16634,0.32563,1.0,0.82258,0.78755,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,79,background supply-network stress,0.16822,0.32583,1.0,0.82279,0.78595,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,0,background supply-network stress,0.16094,0.2976,0.79677,0.85954,0.69862,0.83336
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,1,background supply-network stress,0.15998,0.29785,0.86391,0.8591,0.69724,0.90358
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,2,background supply-network stress,0.16096,0.2981,0.93078,0.85866,0.69585,0.97352
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,3,background supply-network stress,0.16138,0.29834,0.99757,0.85823,0.69446,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,4,background supply-network stress,0.1602,0.29859,1.0,0.85782,0.69308,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,5,background supply-network stress,0.16122,0.29883,1.0,0.85741,0.69169,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,6,background supply-network stress,0.16045,0.29908,1.0,0.85701,0.69029,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,7,background supply-network stress,0.16021,0.29932,1.0,0.85662,0.6889,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,8,background supply-network stress,0.16068,0.29956,1.0,0.85624,0.6875,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,9,background supply-network stress,0.16158,0.2998,1.0,0.85587,0.6861,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,10,background supply-network stress,0.16048,0.30004,1.0,0.85551,0.6847,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,11,background supply-network stress,0.1616,0.30028,1.0,0.85516,0.6833,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,12,Port closure and inland logistics congestion,0.84224,0.30052,0.7981,0.87063,0.6871,0.71407
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,13,background supply-network stress,0.16141,0.29813,0.86483,0.87033,0.68571,0.90455
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,14,background supply-network stress,0.16115,0.29836,0.93171,0.87003,0.68432,0.97449
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,15,background supply-network stress,0.16177,0.29859,0.99843,0.86975,0.68294,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,16,background supply-network stress,0.16178,0.29882,1.0,0.86947,0.68155,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,17,background supply-network stress,0.16203,0.29905,1.0,0.8692,0.68015,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,18,background supply-network stress,0.16298,0.29927,1.0,0.86895,0.67876,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,19,background supply-network stress,0.16316,0.2995,1.0,0.8687,0.67736,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,20,background supply-network stress,0.16187,0.29973,1.0,0.86846,0.67597,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,21,background supply-network stress,0.16349,0.29995,1.0,0.86824,0.67457,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,22,background supply-network stress,0.16284,0.30017,1.0,0.86802,0.67316,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,23,background supply-network stress,0.16364,0.30039,1.0,0.86781,0.67176,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,24,background supply-network stress,0.16346,0.30062,1.0,0.86761,0.67036,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,25,background supply-network stress,0.16298,0.30084,1.0,0.86742,0.66895,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,26,background supply-network stress,0.16253,0.30106,1.0,0.86724,0.66754,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,27,Upstream supplier failure in concentrated critical input,0.84899,0.30127,0.8097,0.88367,0.67453,0.71085
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,28,background supply-network stress,0.16436,0.29833,0.87554,0.88354,0.67314,0.91574
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,29,background supply-network stress,0.1646,0.29853,0.94134,0.88343,0.67176,0.98457
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,30,background supply-network stress,0.16396,0.29874,1.0,0.88332,0.67037,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,31,background supply-network stress,0.16304,0.29895,1.0,0.88322,0.66897,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,32,background supply-network stress,0.16456,0.29916,1.0,0.88313,0.66758,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,33,background supply-network stress,0.16455,0.29936,1.0,0.88306,0.66619,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,34,background supply-network stress,0.16488,0.29957,1.0,0.88299,0.66479,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,35,background supply-network stress,0.16518,0.29977,1.0,0.88293,0.66339,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,36,background supply-network stress,0.16528,0.29997,1.0,0.88288,0.66199,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,37,background supply-network stress,0.1649,0.30018,1.0,0.88285,0.66059,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,38,background supply-network stress,0.16432,0.30038,1.0,0.88282,0.65919,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,39,background supply-network stress,0.1647,0.30058,1.0,0.8828,0.65778,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,40,background supply-network stress,0.16475,0.30077,1.0,0.88279,0.65638,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,41,background supply-network stress,0.16537,0.30097,1.0,0.88279,0.65497,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,42,Cyber outage affecting tracking customs and warehouse systems,0.81941,0.30117,0.81095,0.89706,0.65916,0.73465
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,43,background supply-network stress,0.16552,0.29887,0.87653,0.89711,0.65777,0.91678
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,44,background supply-network stress,0.16603,0.29906,0.94199,0.89717,0.65638,0.98525
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,45,background supply-network stress,0.16551,0.29925,1.0,0.89724,0.65498,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,46,background supply-network stress,0.16576,0.29943,1.0,0.89731,0.65359,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,47,background supply-network stress,0.16662,0.29962,1.0,0.8974,0.65219,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,48,background supply-network stress,0.16638,0.29981,1.0,0.8975,0.65079,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,49,background supply-network stress,0.16676,0.29999,1.0,0.89761,0.64939,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,50,background supply-network stress,0.1664,0.30017,1.0,0.89773,0.64799,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,51,background supply-network stress,0.16536,0.30035,1.0,0.89785,0.64659,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,52,background supply-network stress,0.16605,0.30054,1.0,0.89799,0.64518,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,53,background supply-network stress,0.1659,0.30072,1.0,0.89814,0.64378,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,54,background supply-network stress,0.16595,0.30089,1.0,0.8983,0.64237,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,55,background supply-network stress,0.16579,0.30107,1.0,0.89847,0.64096,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,56,Climate disaster damaging infrastructure and cold chains,0.91982,0.30125,0.74203,0.9161,0.64595,0.63067
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,57,background supply-network stress,0.16622,0.29844,0.8073,0.91632,0.64456,0.84437
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,58,background supply-network stress,0.16707,0.2986,0.87233,0.91655,0.64317,0.91239
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,59,background supply-network stress,0.16778,0.29877,0.93717,0.91679,0.64178,0.98021
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,60,background supply-network stress,0.16805,0.29894,1.0,0.91704,0.64039,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,61,background supply-network stress,0.16836,0.2991,1.0,0.9173,0.639,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,62,background supply-network stress,0.1677,0.29926,1.0,0.91757,0.63761,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,63,background supply-network stress,0.16667,0.29943,1.0,0.91785,0.63621,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,64,background supply-network stress,0.16713,0.29959,1.0,0.91814,0.63481,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,65,background supply-network stress,0.16697,0.29975,1.0,0.91845,0.63342,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,66,background supply-network stress,0.1687,0.29991,1.0,0.91876,0.63202,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,67,background supply-network stress,0.16771,0.30007,1.0,0.91908,0.63062,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,68,background supply-network stress,0.16862,0.30022,1.0,0.91942,0.62921,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,69,background supply-network stress,0.16819,0.30038,1.0,0.91976,0.62781,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,70,Compound demand surge supplier failure and logistics disruption,0.98469,0.30054,0.71012,0.93884,0.63441,0.59559
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,71,background supply-network stress,0.16895,0.29732,0.77426,0.93923,0.63303,0.80982
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,72,background supply-network stress,0.1696,0.29747,0.83823,0.93964,0.63165,0.87673
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,73,background supply-network stress,0.16932,0.29761,0.90233,0.94006,0.63027,0.94376
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,74,background supply-network stress,0.16826,0.29775,0.96679,0.94049,0.62889,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,75,background supply-network stress,0.16949,0.2979,1.0,0.94093,0.6275,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,76,background supply-network stress,0.16904,0.29804,1.0,0.94139,0.62612,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,77,background supply-network stress,0.17039,0.29818,1.0,0.94185,0.62473,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,78,background supply-network stress,0.16908,0.29832,1.0,0.94232,0.62335,1.0
SN006,Humanitarian emergency response supply network,emergency logistics relief goods and public coordination,79,background supply-network stress,0.16914,0.29845,1.0,0.9428,0.62196,1.0
