system_id,system,system_context,time,event,disturbance,ai_support,governance_buffer,model_drift,ai_risk,fragility_gap,human_strain,equity_performance,function,ethical_adjusted_function,resilience_score
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,1,background system pressure,0.09209,0.7256,0.6122,0.38594,0.57465,0.0,0.46063,0.42825,1.0,0.74565,0.65524
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,2,background system pressure,0.09302,0.7256,0.6122,0.33896,0.54952,0.0,0.4177,0.43596,1.0,0.75341,0.66501
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,3,background system pressure,0.09335,0.7256,0.6122,0.29203,0.52275,0.0,0.37241,0.44387,1.0,0.76155,0.67511
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,4,background system pressure,0.0924,0.7256,0.6122,0.24511,0.49432,0.0,0.32441,0.45197,1.0,0.77009,0.68556
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,5,background system pressure,0.09236,0.7256,0.6122,0.19822,0.46425,0.0,0.27369,0.46027,1.0,0.77905,0.69635
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,6,background system pressure,0.09392,0.7256,0.6122,0.1514,0.43258,0.0,0.22039,0.46875,1.0,0.78839,0.70748
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,7,background system pressure,0.09306,0.7256,0.6122,0.10459,0.39924,0.0,0.16394,0.47743,1.0,0.79817,0.71899
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,8,background system pressure,0.09398,0.7256,0.6122,0.05783,0.3643,0.0,0.10451,0.4863,1.0,0.80839,0.73086
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,9,background system pressure,0.09549,0.7256,0.6122,0.01114,0.32775,0.0,0.04204,0.49536,1.0,0.81902,0.74308
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,10,Climate hazard and infrastructure stress,0.6906,0.7256,0.6122,0.0,0.31182,0.18442,0.13497,0.44558,1.0,0.79793,0.73402
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,11,background system pressure,0.09604,0.7256,0.6122,0.0,0.2749,0.0,0.06783,0.50281,1.0,0.82343,0.7486
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,12,background system pressure,0.09452,0.7256,0.6122,0.0,0.23794,0.0,0.0,0.50725,1.0,0.83314,0.7569
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,13,background system pressure,0.09473,0.7256,0.6122,0.0,0.20099,0.0,0.0,0.51168,1.0,0.83743,0.76113
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,14,background system pressure,0.09536,0.7256,0.6122,0.0,0.16406,0.0,0.0,0.51611,1.0,0.84171,0.76535
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,15,background system pressure,0.09711,0.7256,0.6122,0.0,0.12716,0.0,0.0,0.52054,1.0,0.84599,0.76957
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,16,background system pressure,0.09548,0.7256,0.6122,0.0,0.09023,0.0,0.0,0.52497,1.0,0.85027,0.7738
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,17,background system pressure,0.09626,0.7256,0.6122,0.0,0.05332,0.0,0.0,0.5294,1.0,0.85456,0.77802
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,18,background system pressure,0.09627,0.7256,0.6122,0.0,0.0164,0.0,0.0,0.53383,1.0,0.85884,0.78225
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,19,background system pressure,0.09661,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,20,background system pressure,0.09786,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,21,background system pressure,0.09734,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,22,Data distribution shift,0.757,0.7256,0.6122,0.0,0.0,0.1448,0.06821,0.4862,1.0,0.8404,0.77408
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,23,background system pressure,0.09847,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,24,background system pressure,0.09954,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,25,background system pressure,0.09981,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,26,background system pressure,0.09937,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,27,background system pressure,0.10055,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,28,background system pressure,0.10033,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,29,background system pressure,0.10124,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,30,background system pressure,0.10015,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,31,background system pressure,0.10073,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,32,background system pressure,0.10153,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,33,background system pressure,0.10271,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,34,Public trust and equity challenge,0.7468,0.7256,0.6122,0.0,0.0,0.1346,0.06295,0.467,1.0,0.83506,0.77209
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,35,background system pressure,0.10251,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,36,background system pressure,0.10246,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,37,background system pressure,0.10222,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,38,background system pressure,0.10259,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,39,background system pressure,0.10272,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,40,background system pressure,0.10487,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,41,background system pressure,0.10492,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,42,background system pressure,0.10524,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,43,background system pressure,0.10465,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,44,background system pressure,0.10538,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,45,background system pressure,0.10469,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,46,Cyber and adversarial model stress,0.7824,0.7256,0.6122,0.0,0.0,0.1702,0.07834,0.483,1.0,0.83863,0.77309
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,47,background system pressure,0.10572,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,48,background system pressure,0.10521,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,49,background system pressure,0.10616,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,50,background system pressure,0.10606,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,51,background system pressure,0.10598,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,52,background system pressure,0.10825,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,53,background system pressure,0.10657,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,54,background system pressure,0.10858,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,55,background system pressure,0.1086,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,56,background system pressure,0.10744,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,57,background system pressure,0.10868,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,58,background system pressure,0.1102,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,59,background system pressure,0.11047,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,60,Compound disaster and resource constraint,0.9488,0.7256,0.6122,0.0,0.0,0.3366,0.14659,0.4702,1.0,0.82933,0.76745
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,61,background system pressure,0.11005,0.7256,0.6122,0.0,0.0,0.0,0.05709,0.5358,1.0,0.85617,0.7807
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,62,background system pressure,0.11084,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,63,background system pressure,0.11099,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,64,background system pressure,0.11028,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,65,background system pressure,0.11119,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,66,background system pressure,0.1116,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,67,background system pressure,0.11141,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,68,background system pressure,0.11273,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,69,background system pressure,0.11212,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,70,background system pressure,0.11315,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,71,background system pressure,0.1118,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,72,Institutional learning and governance test,0.742,0.7256,0.6122,0.0,0.0,0.1298,0.06341,0.483,1.0,0.83983,0.77398
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,73,background system pressure,0.1133,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,74,background system pressure,0.11264,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,75,background system pressure,0.11438,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,76,background system pressure,0.11521,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,77,background system pressure,0.11472,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,78,background system pressure,0.11507,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,79,background system pressure,0.1155,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,80,background system pressure,0.11485,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,81,background system pressure,0.11552,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,82,background system pressure,0.11628,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,83,background system pressure,0.11674,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,84,Model failure and automation overreliance,0.8562,0.7256,0.6122,0.0,0.0,0.244,0.10695,0.4766,1.0,0.83442,0.7706
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,85,background system pressure,0.11669,0.7256,0.6122,0.0,0.0,0.0,0.01859,0.5358,1.0,0.85925,0.78301
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,86,background system pressure,0.11722,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,87,background system pressure,0.11716,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,88,background system pressure,0.11799,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,89,background system pressure,0.11858,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,90,Surveillance backlash and rights challenge,0.7756,0.7256,0.6122,0.0,0.0,0.1634,0.07116,0.4654,1.0,0.83393,0.7714
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,91,background system pressure,0.11833,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,92,background system pressure,0.11948,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,93,background system pressure,0.12017,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,94,background system pressure,0.11972,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,95,background system pressure,0.12108,0.7256,0.6122,0.0,0.0,0.0,0.0,0.5358,1.0,0.86074,0.78412
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,0,background system pressure,0.093,0.8408,0.843,0.1272,0.23268,0.0,0.22175,0.72236,1.0,0.88035,0.84144
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,1,background system pressure,0.09309,0.8408,0.843,0.05443,0.16281,0.0,0.09723,0.73802,1.0,0.9006,0.8636
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,2,background system pressure,0.09305,0.8408,0.843,0.0,0.09104,0.0,0.0,0.75208,1.0,0.91834,0.88266
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,3,background system pressure,0.09213,0.8408,0.843,0.0,0.01924,0.0,0.0,0.76069,1.0,0.92667,0.89087
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,4,background system pressure,0.09267,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,5,background system pressure,0.09389,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,6,background system pressure,0.09441,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,7,background system pressure,0.09281,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,8,background system pressure,0.09346,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,9,background system pressure,0.0955,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,10,Climate hazard and infrastructure stress,0.6906,0.8408,0.843,0.0,0.0,0.0,0.0,0.7102,1.0,0.91306,0.88673
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,11,background system pressure,0.09423,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,12,background system pressure,0.09581,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,13,background system pressure,0.09533,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,14,background system pressure,0.09638,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,15,background system pressure,0.09719,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,16,background system pressure,0.09682,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,17,background system pressure,0.09665,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,18,background system pressure,0.09678,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,19,background system pressure,0.0978,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,20,background system pressure,0.09811,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,21,background system pressure,0.09788,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,22,Data distribution shift,0.757,0.8408,0.843,0.0,0.0,0.0,0.0,0.7134,1.0,0.91402,0.88712
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,23,background system pressure,0.0986,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,24,background system pressure,0.09907,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,25,background system pressure,0.0987,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,26,background system pressure,0.0988,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,27,background system pressure,0.10003,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,28,background system pressure,0.0992,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,29,background system pressure,0.10069,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,30,background system pressure,0.10147,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,31,background system pressure,0.10183,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,32,background system pressure,0.10075,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,33,background system pressure,0.10143,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,34,Public trust and equity challenge,0.7468,0.8408,0.843,0.0,0.0,0.0,0.0,0.6942,1.0,0.90826,0.88481
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,35,background system pressure,0.10324,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,36,background system pressure,0.10216,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,37,background system pressure,0.10399,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,38,background system pressure,0.10239,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,39,background system pressure,0.10422,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,40,background system pressure,0.1026,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,41,background system pressure,0.1044,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,42,background system pressure,0.10502,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,43,background system pressure,0.1047,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,44,background system pressure,0.1052,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
AIS005,Balanced AI-enabled resilience system,strong governance equity local knowledge security human oversight and AI support,45,background system pressure,0.10617,0.8408,0.843,0.0,0.0,0.0,0.0,0.763,1.0,0.9289,0.89307
