simulation_id,strategy_id,strategy,rank,ai_resilience_value,winner
1090,AIR001,AI Early Warning and Anomaly Detection,6,7.84391,AI Governance Audit and Drift Monitoring
1090,AIR003,AI-Assisted Infrastructure Maintenance,7,7.68285,AI Governance Audit and Drift Monitoring
1091,AIR004,AI Decision Support with Human Oversight,1,8.39188,AI Decision Support with Human Oversight
1091,AIR005,Participatory AI and Local Knowledge Integration,2,8.28625,AI Decision Support with Human Oversight
1091,AIR006,AI Governance Audit and Drift Monitoring,3,7.99787,AI Decision Support with Human Oversight
1091,AIR007,AI Security and Misuse Resistance,4,7.98588,AI Decision Support with Human Oversight
1091,AIR001,AI Early Warning and Anomaly Detection,5,7.92828,AI Decision Support with Human Oversight
1091,AIR002,AI Scenario Modeling and Stress Testing,6,7.91657,AI Decision Support with Human Oversight
1091,AIR003,AI-Assisted Infrastructure Maintenance,7,7.39214,AI Decision Support with Human Oversight
1092,AIR006,AI Governance Audit and Drift Monitoring,1,8.31771,AI Governance Audit and Drift Monitoring
1092,AIR005,Participatory AI and Local Knowledge Integration,2,8.15294,AI Governance Audit and Drift Monitoring
1092,AIR003,AI-Assisted Infrastructure Maintenance,3,7.76575,AI Governance Audit and Drift Monitoring
1092,AIR001,AI Early Warning and Anomaly Detection,4,7.74253,AI Governance Audit and Drift Monitoring
1092,AIR007,AI Security and Misuse Resistance,5,7.72754,AI Governance Audit and Drift Monitoring
1092,AIR002,AI Scenario Modeling and Stress Testing,6,7.72748,AI Governance Audit and Drift Monitoring
1092,AIR004,AI Decision Support with Human Oversight,7,7.68582,AI Governance Audit and Drift Monitoring
1093,AIR004,AI Decision Support with Human Oversight,1,8.31976,AI Decision Support with Human Oversight
1093,AIR005,Participatory AI and Local Knowledge Integration,2,8.15815,AI Decision Support with Human Oversight
1093,AIR006,AI Governance Audit and Drift Monitoring,3,8.15095,AI Decision Support with Human Oversight
1093,AIR002,AI Scenario Modeling and Stress Testing,4,7.90486,AI Decision Support with Human Oversight
1093,AIR007,AI Security and Misuse Resistance,5,7.8719,AI Decision Support with Human Oversight
1093,AIR001,AI Early Warning and Anomaly Detection,6,7.85892,AI Decision Support with Human Oversight
1093,AIR003,AI-Assisted Infrastructure Maintenance,7,7.76053,AI Decision Support with Human Oversight
1094,AIR006,AI Governance Audit and Drift Monitoring,1,8.29961,AI Governance Audit and Drift Monitoring
1094,AIR002,AI Scenario Modeling and Stress Testing,2,8.11091,AI Governance Audit and Drift Monitoring
1094,AIR004,AI Decision Support with Human Oversight,3,8.07358,AI Governance Audit and Drift Monitoring
1094,AIR007,AI Security and Misuse Resistance,4,7.94002,AI Governance Audit and Drift Monitoring
1094,AIR005,Participatory AI and Local Knowledge Integration,5,7.87647,AI Governance Audit and Drift Monitoring
1094,AIR001,AI Early Warning and Anomaly Detection,6,7.86077,AI Governance Audit and Drift Monitoring
1094,AIR003,AI-Assisted Infrastructure Maintenance,7,7.7865,AI Governance Audit and Drift Monitoring
1095,AIR006,AI Governance Audit and Drift Monitoring,1,8.58438,AI Governance Audit and Drift Monitoring
1095,AIR004,AI Decision Support with Human Oversight,2,8.33009,AI Governance Audit and Drift Monitoring
1095,AIR003,AI-Assisted Infrastructure Maintenance,3,7.99213,AI Governance Audit and Drift Monitoring
1095,AIR005,Participatory AI and Local Knowledge Integration,4,7.92686,AI Governance Audit and Drift Monitoring
1095,AIR002,AI Scenario Modeling and Stress Testing,5,7.75534,AI Governance Audit and Drift Monitoring
1095,AIR007,AI Security and Misuse Resistance,6,7.69739,AI Governance Audit and Drift Monitoring
1095,AIR001,AI Early Warning and Anomaly Detection,7,7.50163,AI Governance Audit and Drift Monitoring
1096,AIR004,AI Decision Support with Human Oversight,1,8.28072,AI Decision Support with Human Oversight
1096,AIR006,AI Governance Audit and Drift Monitoring,2,8.08657,AI Decision Support with Human Oversight
1096,AIR005,Participatory AI and Local Knowledge Integration,3,7.91222,AI Decision Support with Human Oversight
1096,AIR007,AI Security and Misuse Resistance,4,7.9113,AI Decision Support with Human Oversight
1096,AIR002,AI Scenario Modeling and Stress Testing,5,7.85755,AI Decision Support with Human Oversight
1096,AIR001,AI Early Warning and Anomaly Detection,6,7.74139,AI Decision Support with Human Oversight
1096,AIR003,AI-Assisted Infrastructure Maintenance,7,7.6101,AI Decision Support with Human Oversight
1097,AIR005,Participatory AI and Local Knowledge Integration,1,8.40923,Participatory AI and Local Knowledge Integration
1097,AIR006,AI Governance Audit and Drift Monitoring,2,8.13334,Participatory AI and Local Knowledge Integration
1097,AIR001,AI Early Warning and Anomaly Detection,3,7.95062,Participatory AI and Local Knowledge Integration
1097,AIR004,AI Decision Support with Human Oversight,4,7.94803,Participatory AI and Local Knowledge Integration
1097,AIR003,AI-Assisted Infrastructure Maintenance,5,7.94257,Participatory AI and Local Knowledge Integration
1097,AIR002,AI Scenario Modeling and Stress Testing,6,7.78387,Participatory AI and Local Knowledge Integration
1097,AIR007,AI Security and Misuse Resistance,7,7.71939,Participatory AI and Local Knowledge Integration
1098,AIR005,Participatory AI and Local Knowledge Integration,1,8.333,Participatory AI and Local Knowledge Integration
1098,AIR006,AI Governance Audit and Drift Monitoring,2,8.26828,Participatory AI and Local Knowledge Integration
1098,AIR002,AI Scenario Modeling and Stress Testing,3,7.94918,Participatory AI and Local Knowledge Integration
1098,AIR001,AI Early Warning and Anomaly Detection,4,7.84154,Participatory AI and Local Knowledge Integration
1098,AIR004,AI Decision Support with Human Oversight,5,7.80952,Participatory AI and Local Knowledge Integration
1098,AIR007,AI Security and Misuse Resistance,6,7.79906,Participatory AI and Local Knowledge Integration
1098,AIR003,AI-Assisted Infrastructure Maintenance,7,7.42032,Participatory AI and Local Knowledge Integration
1099,AIR006,AI Governance Audit and Drift Monitoring,1,8.38566,AI Governance Audit and Drift Monitoring
1099,AIR004,AI Decision Support with Human Oversight,2,8.26872,AI Governance Audit and Drift Monitoring
1099,AIR005,Participatory AI and Local Knowledge Integration,3,8.14578,AI Governance Audit and Drift Monitoring
1099,AIR007,AI Security and Misuse Resistance,4,8.07994,AI Governance Audit and Drift Monitoring
1099,AIR002,AI Scenario Modeling and Stress Testing,5,8.02341,AI Governance Audit and Drift Monitoring
1099,AIR001,AI Early Warning and Anomaly Detection,6,7.6713,AI Governance Audit and Drift Monitoring
1099,AIR003,AI-Assisted Infrastructure Maintenance,7,7.52251,AI Governance Audit and Drift Monitoring
1100,AIR002,AI Scenario Modeling and Stress Testing,1,8.16098,AI Scenario Modeling and Stress Testing
1100,AIR006,AI Governance Audit and Drift Monitoring,2,8.16035,AI Scenario Modeling and Stress Testing
1100,AIR007,AI Security and Misuse Resistance,3,8.03279,AI Scenario Modeling and Stress Testing
1100,AIR004,AI Decision Support with Human Oversight,4,7.98375,AI Scenario Modeling and Stress Testing
1100,AIR005,Participatory AI and Local Knowledge Integration,5,7.95971,AI Scenario Modeling and Stress Testing
1100,AIR001,AI Early Warning and Anomaly Detection,6,7.67835,AI Scenario Modeling and Stress Testing
1100,AIR003,AI-Assisted Infrastructure Maintenance,7,7.46641,AI Scenario Modeling and Stress Testing
1101,AIR006,AI Governance Audit and Drift Monitoring,1,8.52125,AI Governance Audit and Drift Monitoring
1101,AIR007,AI Security and Misuse Resistance,2,8.12441,AI Governance Audit and Drift Monitoring
1101,AIR005,Participatory AI and Local Knowledge Integration,3,8.03246,AI Governance Audit and Drift Monitoring
1101,AIR002,AI Scenario Modeling and Stress Testing,4,7.8689,AI Governance Audit and Drift Monitoring
1101,AIR001,AI Early Warning and Anomaly Detection,5,7.77331,AI Governance Audit and Drift Monitoring
1101,AIR004,AI Decision Support with Human Oversight,6,7.70104,AI Governance Audit and Drift Monitoring
1101,AIR003,AI-Assisted Infrastructure Maintenance,7,7.42988,AI Governance Audit and Drift Monitoring
1102,AIR004,AI Decision Support with Human Oversight,1,8.30287,AI Decision Support with Human Oversight
1102,AIR005,Participatory AI and Local Knowledge Integration,2,8.19695,AI Decision Support with Human Oversight
1102,AIR003,AI-Assisted Infrastructure Maintenance,3,8.07701,AI Decision Support with Human Oversight
1102,AIR002,AI Scenario Modeling and Stress Testing,4,8.06121,AI Decision Support with Human Oversight
1102,AIR006,AI Governance Audit and Drift Monitoring,5,7.9906,AI Decision Support with Human Oversight
1102,AIR007,AI Security and Misuse Resistance,6,7.81364,AI Decision Support with Human Oversight
1102,AIR001,AI Early Warning and Anomaly Detection,7,7.70008,AI Decision Support with Human Oversight
1103,AIR005,Participatory AI and Local Knowledge Integration,1,8.17634,Participatory AI and Local Knowledge Integration
1103,AIR004,AI Decision Support with Human Oversight,2,8.1132,Participatory AI and Local Knowledge Integration
1103,AIR006,AI Governance Audit and Drift Monitoring,3,8.10332,Participatory AI and Local Knowledge Integration
1103,AIR002,AI Scenario Modeling and Stress Testing,4,8.08807,Participatory AI and Local Knowledge Integration
1103,AIR003,AI-Assisted Infrastructure Maintenance,5,7.82875,Participatory AI and Local Knowledge Integration
1103,AIR001,AI Early Warning and Anomaly Detection,6,7.74876,Participatory AI and Local Knowledge Integration
1103,AIR007,AI Security and Misuse Resistance,7,7.7434,Participatory AI and Local Knowledge Integration
1104,AIR005,Participatory AI and Local Knowledge Integration,1,8.2994,Participatory AI and Local Knowledge Integration
1104,AIR004,AI Decision Support with Human Oversight,2,8.20626,Participatory AI and Local Knowledge Integration
1104,AIR002,AI Scenario Modeling and Stress Testing,3,8.07424,Participatory AI and Local Knowledge Integration
1104,AIR006,AI Governance Audit and Drift Monitoring,4,8.01156,Participatory AI and Local Knowledge Integration
1104,AIR003,AI-Assisted Infrastructure Maintenance,5,7.91392,Participatory AI and Local Knowledge Integration
1104,AIR007,AI Security and Misuse Resistance,6,7.83642,Participatory AI and Local Knowledge Integration
1104,AIR001,AI Early Warning and Anomaly Detection,7,7.53479,Participatory AI and Local Knowledge Integration
1105,AIR006,AI Governance Audit and Drift Monitoring,1,8.41938,AI Governance Audit and Drift Monitoring
1105,AIR007,AI Security and Misuse Resistance,2,8.28253,AI Governance Audit and Drift Monitoring
1105,AIR002,AI Scenario Modeling and Stress Testing,3,8.11068,AI Governance Audit and Drift Monitoring
1105,AIR004,AI Decision Support with Human Oversight,4,8.04873,AI Governance Audit and Drift Monitoring
1105,AIR005,Participatory AI and Local Knowledge Integration,5,7.98388,AI Governance Audit and Drift Monitoring
1105,AIR003,AI-Assisted Infrastructure Maintenance,6,7.52088,AI Governance Audit and Drift Monitoring
1105,AIR001,AI Early Warning and Anomaly Detection,7,7.4383,AI Governance Audit and Drift Monitoring
1106,AIR005,Participatory AI and Local Knowledge Integration,1,8.27413,Participatory AI and Local Knowledge Integration
1106,AIR006,AI Governance Audit and Drift Monitoring,2,8.26213,Participatory AI and Local Knowledge Integration
1106,AIR004,AI Decision Support with Human Oversight,3,8.05011,Participatory AI and Local Knowledge Integration
1106,AIR002,AI Scenario Modeling and Stress Testing,4,7.86046,Participatory AI and Local Knowledge Integration
1106,AIR003,AI-Assisted Infrastructure Maintenance,5,7.73657,Participatory AI and Local Knowledge Integration
1106,AIR007,AI Security and Misuse Resistance,6,7.66449,Participatory AI and Local Knowledge Integration
1106,AIR001,AI Early Warning and Anomaly Detection,7,7.38801,Participatory AI and Local Knowledge Integration
1107,AIR006,AI Governance Audit and Drift Monitoring,1,8.39556,AI Governance Audit and Drift Monitoring
1107,AIR004,AI Decision Support with Human Oversight,2,8.24178,AI Governance Audit and Drift Monitoring
1107,AIR005,Participatory AI and Local Knowledge Integration,3,8.09741,AI Governance Audit and Drift Monitoring
1107,AIR001,AI Early Warning and Anomaly Detection,4,8.0183,AI Governance Audit and Drift Monitoring
1107,AIR007,AI Security and Misuse Resistance,5,7.97708,AI Governance Audit and Drift Monitoring
1107,AIR002,AI Scenario Modeling and Stress Testing,6,7.87671,AI Governance Audit and Drift Monitoring
1107,AIR003,AI-Assisted Infrastructure Maintenance,7,7.78185,AI Governance Audit and Drift Monitoring
1108,AIR006,AI Governance Audit and Drift Monitoring,1,8.2912,AI Governance Audit and Drift Monitoring
1108,AIR004,AI Decision Support with Human Oversight,2,8.19277,AI Governance Audit and Drift Monitoring
1108,AIR005,Participatory AI and Local Knowledge Integration,3,8.1774,AI Governance Audit and Drift Monitoring
1108,AIR007,AI Security and Misuse Resistance,4,8.08998,AI Governance Audit and Drift Monitoring
1108,AIR003,AI-Assisted Infrastructure Maintenance,5,8.04273,AI Governance Audit and Drift Monitoring
1108,AIR002,AI Scenario Modeling and Stress Testing,6,7.95544,AI Governance Audit and Drift Monitoring
1108,AIR001,AI Early Warning and Anomaly Detection,7,7.57236,AI Governance Audit and Drift Monitoring
1109,AIR006,AI Governance Audit and Drift Monitoring,1,8.23597,AI Governance Audit and Drift Monitoring
1109,AIR001,AI Early Warning and Anomaly Detection,2,8.19746,AI Governance Audit and Drift Monitoring
1109,AIR002,AI Scenario Modeling and Stress Testing,3,8.03735,AI Governance Audit and Drift Monitoring
1109,AIR004,AI Decision Support with Human Oversight,4,8.03488,AI Governance Audit and Drift Monitoring
1109,AIR003,AI-Assisted Infrastructure Maintenance,5,7.96956,AI Governance Audit and Drift Monitoring
1109,AIR007,AI Security and Misuse Resistance,6,7.87577,AI Governance Audit and Drift Monitoring
1109,AIR005,Participatory AI and Local Knowledge Integration,7,7.67239,AI Governance Audit and Drift Monitoring
1110,AIR006,AI Governance Audit and Drift Monitoring,1,8.34798,AI Governance Audit and Drift Monitoring
1110,AIR007,AI Security and Misuse Resistance,2,8.0813,AI Governance Audit and Drift Monitoring
1110,AIR005,Participatory AI and Local Knowledge Integration,3,8.0741,AI Governance Audit and Drift Monitoring
1110,AIR004,AI Decision Support with Human Oversight,4,8.06142,AI Governance Audit and Drift Monitoring
1110,AIR002,AI Scenario Modeling and Stress Testing,5,7.84983,AI Governance Audit and Drift Monitoring
1110,AIR001,AI Early Warning and Anomaly Detection,6,7.704,AI Governance Audit and Drift Monitoring
1110,AIR003,AI-Assisted Infrastructure Maintenance,7,7.4961,AI Governance Audit and Drift Monitoring
1111,AIR004,AI Decision Support with Human Oversight,1,8.2816,AI Decision Support with Human Oversight
1111,AIR006,AI Governance Audit and Drift Monitoring,2,8.05267,AI Decision Support with Human Oversight
1111,AIR001,AI Early Warning and Anomaly Detection,3,7.98092,AI Decision Support with Human Oversight
1111,AIR005,Participatory AI and Local Knowledge Integration,4,7.89973,AI Decision Support with Human Oversight
1111,AIR007,AI Security and Misuse Resistance,5,7.86172,AI Decision Support with Human Oversight
1111,AIR002,AI Scenario Modeling and Stress Testing,6,7.75787,AI Decision Support with Human Oversight
1111,AIR003,AI-Assisted Infrastructure Maintenance,7,7.737,AI Decision Support with Human Oversight
1112,AIR004,AI Decision Support with Human Oversight,1,8.29502,AI Decision Support with Human Oversight
1112,AIR002,AI Scenario Modeling and Stress Testing,2,8.14537,AI Decision Support with Human Oversight
1112,AIR003,AI-Assisted Infrastructure Maintenance,3,8.0625,AI Decision Support with Human Oversight
1112,AIR006,AI Governance Audit and Drift Monitoring,4,8.04887,AI Decision Support with Human Oversight
1112,AIR007,AI Security and Misuse Resistance,5,7.96557,AI Decision Support with Human Oversight
1112,AIR005,Participatory AI and Local Knowledge Integration,6,7.87099,AI Decision Support with Human Oversight
1112,AIR001,AI Early Warning and Anomaly Detection,7,7.85351,AI Decision Support with Human Oversight
1113,AIR006,AI Governance Audit and Drift Monitoring,1,8.459,AI Governance Audit and Drift Monitoring
1113,AIR004,AI Decision Support with Human Oversight,2,8.24436,AI Governance Audit and Drift Monitoring
1113,AIR005,Participatory AI and Local Knowledge Integration,3,8.12415,AI Governance Audit and Drift Monitoring
1113,AIR007,AI Security and Misuse Resistance,4,8.02312,AI Governance Audit and Drift Monitoring
1113,AIR002,AI Scenario Modeling and Stress Testing,5,7.74424,AI Governance Audit and Drift Monitoring
1113,AIR001,AI Early Warning and Anomaly Detection,6,7.62581,AI Governance Audit and Drift Monitoring
1113,AIR003,AI-Assisted Infrastructure Maintenance,7,7.36361,AI Governance Audit and Drift Monitoring
1114,AIR006,AI Governance Audit and Drift Monitoring,1,8.41861,AI Governance Audit and Drift Monitoring
1114,AIR004,AI Decision Support with Human Oversight,2,8.22906,AI Governance Audit and Drift Monitoring
1114,AIR007,AI Security and Misuse Resistance,3,8.00461,AI Governance Audit and Drift Monitoring
1114,AIR005,Participatory AI and Local Knowledge Integration,4,7.95196,AI Governance Audit and Drift Monitoring
1114,AIR001,AI Early Warning and Anomaly Detection,5,7.81222,AI Governance Audit and Drift Monitoring
1114,AIR002,AI Scenario Modeling and Stress Testing,6,7.79289,AI Governance Audit and Drift Monitoring
1114,AIR003,AI-Assisted Infrastructure Maintenance,7,7.76603,AI Governance Audit and Drift Monitoring
1115,AIR006,AI Governance Audit and Drift Monitoring,1,8.39505,AI Governance Audit and Drift Monitoring
1115,AIR003,AI-Assisted Infrastructure Maintenance,2,8.03995,AI Governance Audit and Drift Monitoring
1115,AIR004,AI Decision Support with Human Oversight,3,8.03305,AI Governance Audit and Drift Monitoring
1115,AIR007,AI Security and Misuse Resistance,4,7.99347,AI Governance Audit and Drift Monitoring
1115,AIR002,AI Scenario Modeling and Stress Testing,5,7.92521,AI Governance Audit and Drift Monitoring
1115,AIR001,AI Early Warning and Anomaly Detection,6,7.74367,AI Governance Audit and Drift Monitoring
1115,AIR005,Participatory AI and Local Knowledge Integration,7,7.73435,AI Governance Audit and Drift Monitoring
1116,AIR006,AI Governance Audit and Drift Monitoring,1,8.45355,AI Governance Audit and Drift Monitoring
1116,AIR002,AI Scenario Modeling and Stress Testing,2,8.34033,AI Governance Audit and Drift Monitoring
1116,AIR004,AI Decision Support with Human Oversight,3,8.22577,AI Governance Audit and Drift Monitoring
1116,AIR001,AI Early Warning and Anomaly Detection,4,8.03112,AI Governance Audit and Drift Monitoring
1116,AIR007,AI Security and Misuse Resistance,5,7.94519,AI Governance Audit and Drift Monitoring
1116,AIR005,Participatory AI and Local Knowledge Integration,6,7.75289,AI Governance Audit and Drift Monitoring
1116,AIR003,AI-Assisted Infrastructure Maintenance,7,7.70021,AI Governance Audit and Drift Monitoring
1117,AIR006,AI Governance Audit and Drift Monitoring,1,8.4686,AI Governance Audit and Drift Monitoring
1117,AIR001,AI Early Warning and Anomaly Detection,2,8.23785,AI Governance Audit and Drift Monitoring
1117,AIR005,Participatory AI and Local Knowledge Integration,3,8.20457,AI Governance Audit and Drift Monitoring
1117,AIR004,AI Decision Support with Human Oversight,4,8.07793,AI Governance Audit and Drift Monitoring
1117,AIR007,AI Security and Misuse Resistance,5,8.03883,AI Governance Audit and Drift Monitoring
1117,AIR003,AI-Assisted Infrastructure Maintenance,6,7.93286,AI Governance Audit and Drift Monitoring
1117,AIR002,AI Scenario Modeling and Stress Testing,7,7.9017,AI Governance Audit and Drift Monitoring
1118,AIR004,AI Decision Support with Human Oversight,1,8.22517,AI Decision Support with Human Oversight
1118,AIR006,AI Governance Audit and Drift Monitoring,2,8.15389,AI Decision Support with Human Oversight
1118,AIR001,AI Early Warning and Anomaly Detection,3,7.98245,AI Decision Support with Human Oversight
1118,AIR003,AI-Assisted Infrastructure Maintenance,4,7.95866,AI Decision Support with Human Oversight
1118,AIR002,AI Scenario Modeling and Stress Testing,5,7.85136,AI Decision Support with Human Oversight
1118,AIR005,Participatory AI and Local Knowledge Integration,6,7.75291,AI Decision Support with Human Oversight
1118,AIR007,AI Security and Misuse Resistance,7,7.67625,AI Decision Support with Human Oversight
1119,AIR006,AI Governance Audit and Drift Monitoring,1,8.35563,AI Governance Audit and Drift Monitoring
1119,AIR005,Participatory AI and Local Knowledge Integration,2,8.29613,AI Governance Audit and Drift Monitoring
1119,AIR004,AI Decision Support with Human Oversight,3,8.15788,AI Governance Audit and Drift Monitoring
1119,AIR007,AI Security and Misuse Resistance,4,7.97917,AI Governance Audit and Drift Monitoring
1119,AIR002,AI Scenario Modeling and Stress Testing,5,7.85149,AI Governance Audit and Drift Monitoring
1119,AIR003,AI-Assisted Infrastructure Maintenance,6,7.73848,AI Governance Audit and Drift Monitoring
1119,AIR001,AI Early Warning and Anomaly Detection,7,7.71062,AI Governance Audit and Drift Monitoring
1120,AIR006,AI Governance Audit and Drift Monitoring,1,8.53917,AI Governance Audit and Drift Monitoring
1120,AIR003,AI-Assisted Infrastructure Maintenance,2,8.10076,AI Governance Audit and Drift Monitoring
1120,AIR007,AI Security and Misuse Resistance,3,8.08499,AI Governance Audit and Drift Monitoring
1120,AIR004,AI Decision Support with Human Oversight,4,8.01177,AI Governance Audit and Drift Monitoring
1120,AIR005,Participatory AI and Local Knowledge Integration,5,7.979,AI Governance Audit and Drift Monitoring
1120,AIR001,AI Early Warning and Anomaly Detection,6,7.85093,AI Governance Audit and Drift Monitoring
1120,AIR002,AI Scenario Modeling and Stress Testing,7,7.6456,AI Governance Audit and Drift Monitoring
1121,AIR006,AI Governance Audit and Drift Monitoring,1,8.52031,AI Governance Audit and Drift Monitoring
1121,AIR004,AI Decision Support with Human Oversight,2,8.21138,AI Governance Audit and Drift Monitoring
1121,AIR005,Participatory AI and Local Knowledge Integration,3,8.19703,AI Governance Audit and Drift Monitoring
1121,AIR007,AI Security and Misuse Resistance,4,7.96361,AI Governance Audit and Drift Monitoring
1121,AIR001,AI Early Warning and Anomaly Detection,5,7.92233,AI Governance Audit and Drift Monitoring
1121,AIR002,AI Scenario Modeling and Stress Testing,6,7.91069,AI Governance Audit and Drift Monitoring
1121,AIR003,AI-Assisted Infrastructure Maintenance,7,7.70959,AI Governance Audit and Drift Monitoring
1122,AIR004,AI Decision Support with Human Oversight,1,8.33486,AI Decision Support with Human Oversight
1122,AIR006,AI Governance Audit and Drift Monitoring,2,8.29109,AI Decision Support with Human Oversight
1122,AIR002,AI Scenario Modeling and Stress Testing,3,8.22288,AI Decision Support with Human Oversight
1122,AIR005,Participatory AI and Local Knowledge Integration,4,8.04101,AI Decision Support with Human Oversight
1122,AIR007,AI Security and Misuse Resistance,5,7.84527,AI Decision Support with Human Oversight
1122,AIR003,AI-Assisted Infrastructure Maintenance,6,7.83941,AI Decision Support with Human Oversight
1122,AIR001,AI Early Warning and Anomaly Detection,7,7.66141,AI Decision Support with Human Oversight
1123,AIR004,AI Decision Support with Human Oversight,1,8.37909,AI Decision Support with Human Oversight
1123,AIR006,AI Governance Audit and Drift Monitoring,2,8.19004,AI Decision Support with Human Oversight
1123,AIR005,Participatory AI and Local Knowledge Integration,3,7.98798,AI Decision Support with Human Oversight
1123,AIR002,AI Scenario Modeling and Stress Testing,4,7.86154,AI Decision Support with Human Oversight
1123,AIR007,AI Security and Misuse Resistance,5,7.82536,AI Decision Support with Human Oversight
1123,AIR001,AI Early Warning and Anomaly Detection,6,7.69214,AI Decision Support with Human Oversight
1123,AIR003,AI-Assisted Infrastructure Maintenance,7,7.56488,AI Decision Support with Human Oversight
1124,AIR007,AI Security and Misuse Resistance,1,8.49901,AI Security and Misuse Resistance
1124,AIR006,AI Governance Audit and Drift Monitoring,2,8.49221,AI Security and Misuse Resistance
1124,AIR003,AI-Assisted Infrastructure Maintenance,3,8.04946,AI Security and Misuse Resistance
1124,AIR004,AI Decision Support with Human Oversight,4,8.04478,AI Security and Misuse Resistance
1124,AIR001,AI Early Warning and Anomaly Detection,5,7.94202,AI Security and Misuse Resistance
1124,AIR005,Participatory AI and Local Knowledge Integration,6,7.90722,AI Security and Misuse Resistance
1124,AIR002,AI Scenario Modeling and Stress Testing,7,7.74359,AI Security and Misuse Resistance
1125,AIR006,AI Governance Audit and Drift Monitoring,1,8.48582,AI Governance Audit and Drift Monitoring
1125,AIR002,AI Scenario Modeling and Stress Testing,2,8.12439,AI Governance Audit and Drift Monitoring
1125,AIR007,AI Security and Misuse Resistance,3,8.02974,AI Governance Audit and Drift Monitoring
1125,AIR005,Participatory AI and Local Knowledge Integration,4,8.00046,AI Governance Audit and Drift Monitoring
1125,AIR004,AI Decision Support with Human Oversight,5,7.9858,AI Governance Audit and Drift Monitoring
1125,AIR001,AI Early Warning and Anomaly Detection,6,7.71107,AI Governance Audit and Drift Monitoring
1125,AIR003,AI-Assisted Infrastructure Maintenance,7,7.62487,AI Governance Audit and Drift Monitoring
1126,AIR004,AI Decision Support with Human Oversight,1,8.3435,AI Decision Support with Human Oversight
1126,AIR006,AI Governance Audit and Drift Monitoring,2,8.17486,AI Decision Support with Human Oversight
1126,AIR005,Participatory AI and Local Knowledge Integration,3,7.84476,AI Decision Support with Human Oversight
1126,AIR003,AI-Assisted Infrastructure Maintenance,4,7.84442,AI Decision Support with Human Oversight
1126,AIR007,AI Security and Misuse Resistance,5,7.8192,AI Decision Support with Human Oversight
1126,AIR002,AI Scenario Modeling and Stress Testing,6,7.73427,AI Decision Support with Human Oversight
1126,AIR001,AI Early Warning and Anomaly Detection,7,7.56749,AI Decision Support with Human Oversight
1127,AIR006,AI Governance Audit and Drift Monitoring,1,8.2382,AI Governance Audit and Drift Monitoring
1127,AIR004,AI Decision Support with Human Oversight,2,8.1338,AI Governance Audit and Drift Monitoring
1127,AIR002,AI Scenario Modeling and Stress Testing,3,8.07411,AI Governance Audit and Drift Monitoring
1127,AIR005,Participatory AI and Local Knowledge Integration,4,7.93624,AI Governance Audit and Drift Monitoring
1127,AIR003,AI-Assisted Infrastructure Maintenance,5,7.91484,AI Governance Audit and Drift Monitoring
1127,AIR007,AI Security and Misuse Resistance,6,7.83983,AI Governance Audit and Drift Monitoring
1127,AIR001,AI Early Warning and Anomaly Detection,7,7.59853,AI Governance Audit and Drift Monitoring
1128,AIR006,AI Governance Audit and Drift Monitoring,1,8.64217,AI Governance Audit and Drift Monitoring
1128,AIR005,Participatory AI and Local Knowledge Integration,2,8.30117,AI Governance Audit and Drift Monitoring
1128,AIR002,AI Scenario Modeling and Stress Testing,3,8.16061,AI Governance Audit and Drift Monitoring
1128,AIR001,AI Early Warning and Anomaly Detection,4,8.1116,AI Governance Audit and Drift Monitoring
1128,AIR004,AI Decision Support with Human Oversight,5,8.10031,AI Governance Audit and Drift Monitoring
1128,AIR003,AI-Assisted Infrastructure Maintenance,6,7.92026,AI Governance Audit and Drift Monitoring
1128,AIR007,AI Security and Misuse Resistance,7,7.75301,AI Governance Audit and Drift Monitoring
1129,AIR006,AI Governance Audit and Drift Monitoring,1,8.31611,AI Governance Audit and Drift Monitoring
1129,AIR003,AI-Assisted Infrastructure Maintenance,2,8.10759,AI Governance Audit and Drift Monitoring
1129,AIR007,AI Security and Misuse Resistance,3,8.08534,AI Governance Audit and Drift Monitoring
1129,AIR004,AI Decision Support with Human Oversight,4,8.03999,AI Governance Audit and Drift Monitoring
1129,AIR005,Participatory AI and Local Knowledge Integration,5,7.90995,AI Governance Audit and Drift Monitoring
1129,AIR001,AI Early Warning and Anomaly Detection,6,7.89744,AI Governance Audit and Drift Monitoring
1129,AIR002,AI Scenario Modeling and Stress Testing,7,7.81018,AI Governance Audit and Drift Monitoring
1130,AIR006,AI Governance Audit and Drift Monitoring,1,8.35574,AI Governance Audit and Drift Monitoring
1130,AIR005,Participatory AI and Local Knowledge Integration,2,8.03126,AI Governance Audit and Drift Monitoring
1130,AIR004,AI Decision Support with Human Oversight,3,8.03011,AI Governance Audit and Drift Monitoring
1130,AIR007,AI Security and Misuse Resistance,4,7.90322,AI Governance Audit and Drift Monitoring
1130,AIR001,AI Early Warning and Anomaly Detection,5,7.88605,AI Governance Audit and Drift Monitoring
1130,AIR002,AI Scenario Modeling and Stress Testing,6,7.83514,AI Governance Audit and Drift Monitoring
1130,AIR003,AI-Assisted Infrastructure Maintenance,7,7.65825,AI Governance Audit and Drift Monitoring
1131,AIR004,AI Decision Support with Human Oversight,1,8.40408,AI Decision Support with Human Oversight
1131,AIR002,AI Scenario Modeling and Stress Testing,2,8.18808,AI Decision Support with Human Oversight
