simulation_id,strategy_id,strategy,rank,adjusted_ethical_resilience_value
1525,ERS004,Critical Infrastructure Hardening Only,8,5.70457
1526,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.86411
1526,ERS007,Equity-Weighted Recovery Fund,2,7.55932
1526,ERS005,Public Housing Climate Retrofit Program,3,7.52936
1526,ERS003,Community-Led Heat Resilience Network,4,7.32945
1526,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.32518
1526,ERS002,Managed Retreat with Social Protection,6,7.25773
1526,ERS001,Targeted Flood Defense Upgrade,7,5.5123
1526,ERS004,Critical Infrastructure Hardening Only,8,5.12584
1527,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.21306
1527,ERS003,Community-Led Heat Resilience Network,2,7.73777
1527,ERS007,Equity-Weighted Recovery Fund,3,7.70455
1527,ERS005,Public Housing Climate Retrofit Program,4,7.60782
1527,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.41579
1527,ERS002,Managed Retreat with Social Protection,6,7.25322
1527,ERS001,Targeted Flood Defense Upgrade,7,6.2451
1527,ERS004,Critical Infrastructure Hardening Only,8,5.55276
1528,ERS007,Equity-Weighted Recovery Fund,1,7.79613
1528,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.60722
1528,ERS003,Community-Led Heat Resilience Network,3,7.53913
1528,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.42164
1528,ERS002,Managed Retreat with Social Protection,5,7.36413
1528,ERS005,Public Housing Climate Retrofit Program,6,7.27599
1528,ERS001,Targeted Flood Defense Upgrade,7,5.53935
1528,ERS004,Critical Infrastructure Hardening Only,8,4.59761
1529,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.96335
1529,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,7.62503
1529,ERS005,Public Housing Climate Retrofit Program,3,7.50257
1529,ERS002,Managed Retreat with Social Protection,4,7.444
1529,ERS003,Community-Led Heat Resilience Network,5,7.42235
1529,ERS007,Equity-Weighted Recovery Fund,6,7.4071
1529,ERS001,Targeted Flood Defense Upgrade,7,5.94379
1529,ERS004,Critical Infrastructure Hardening Only,8,5.70798
1530,ERS005,Public Housing Climate Retrofit Program,1,8.10559
1530,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.83335
1530,ERS002,Managed Retreat with Social Protection,3,7.72288
1530,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.17751
1530,ERS003,Community-Led Heat Resilience Network,5,7.11593
1530,ERS007,Equity-Weighted Recovery Fund,6,7.05709
1530,ERS001,Targeted Flood Defense Upgrade,7,6.01811
1530,ERS004,Critical Infrastructure Hardening Only,8,4.44375
1531,ERS002,Managed Retreat with Social Protection,1,7.92992
1531,ERS005,Public Housing Climate Retrofit Program,2,7.83427
1531,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.78775
1531,ERS007,Equity-Weighted Recovery Fund,4,7.42148
1531,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.39227
1531,ERS003,Community-Led Heat Resilience Network,6,7.11039
1531,ERS001,Targeted Flood Defense Upgrade,7,6.15057
1531,ERS004,Critical Infrastructure Hardening Only,8,5.13341
1532,ERS005,Public Housing Climate Retrofit Program,1,7.98786
1532,ERS007,Equity-Weighted Recovery Fund,2,7.92085
1532,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.83902
1532,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.66138
1532,ERS002,Managed Retreat with Social Protection,5,7.49593
1532,ERS003,Community-Led Heat Resilience Network,6,7.47318
1532,ERS001,Targeted Flood Defense Upgrade,7,5.5416
1532,ERS004,Critical Infrastructure Hardening Only,8,5.21926
1533,ERS005,Public Housing Climate Retrofit Program,1,7.77531
1533,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.74225
1533,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.64502
1533,ERS007,Equity-Weighted Recovery Fund,4,7.39701
1533,ERS003,Community-Led Heat Resilience Network,5,7.38104
1533,ERS002,Managed Retreat with Social Protection,6,6.88244
1533,ERS001,Targeted Flood Defense Upgrade,7,6.14711
1533,ERS004,Critical Infrastructure Hardening Only,8,4.98839
1534,ERS007,Equity-Weighted Recovery Fund,1,8.03344
1534,ERS005,Public Housing Climate Retrofit Program,2,7.91703
1534,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.6351
1534,ERS003,Community-Led Heat Resilience Network,4,7.52793
1534,ERS002,Managed Retreat with Social Protection,5,7.45692
1534,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.41489
1534,ERS001,Targeted Flood Defense Upgrade,7,5.66919
1534,ERS004,Critical Infrastructure Hardening Only,8,4.90451
1535,ERS005,Public Housing Climate Retrofit Program,1,8.04835
1535,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,7.71563
1535,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.58499
1535,ERS003,Community-Led Heat Resilience Network,4,7.57626
1535,ERS007,Equity-Weighted Recovery Fund,5,7.40198
1535,ERS002,Managed Retreat with Social Protection,6,7.16469
1535,ERS001,Targeted Flood Defense Upgrade,7,6.36849
1535,ERS004,Critical Infrastructure Hardening Only,8,4.73619
1536,ERS007,Equity-Weighted Recovery Fund,1,7.85479
1536,ERS005,Public Housing Climate Retrofit Program,2,7.5441
1536,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.53105
1536,ERS003,Community-Led Heat Resilience Network,4,7.44472
1536,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.37483
1536,ERS002,Managed Retreat with Social Protection,6,7.05741
1536,ERS001,Targeted Flood Defense Upgrade,7,6.63932
1536,ERS004,Critical Infrastructure Hardening Only,8,5.03176
1537,ERS007,Equity-Weighted Recovery Fund,1,8.24783
1537,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.76371
1537,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.67344
1537,ERS003,Community-Led Heat Resilience Network,4,7.45017
1537,ERS005,Public Housing Climate Retrofit Program,5,7.4371
1537,ERS002,Managed Retreat with Social Protection,6,7.43547
1537,ERS001,Targeted Flood Defense Upgrade,7,6.25623
1537,ERS004,Critical Infrastructure Hardening Only,8,4.82614
1538,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.06591
1538,ERS007,Equity-Weighted Recovery Fund,2,7.48729
1538,ERS005,Public Housing Climate Retrofit Program,3,7.16497
1538,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.12303
1538,ERS003,Community-Led Heat Resilience Network,5,7.04668
1538,ERS002,Managed Retreat with Social Protection,6,6.79107
1538,ERS001,Targeted Flood Defense Upgrade,7,6.29822
1538,ERS004,Critical Infrastructure Hardening Only,8,5.3754
1539,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.93203
1539,ERS005,Public Housing Climate Retrofit Program,2,7.92415
1539,ERS007,Equity-Weighted Recovery Fund,3,7.73525
1539,ERS002,Managed Retreat with Social Protection,4,7.71373
1539,ERS003,Community-Led Heat Resilience Network,5,7.50718
1539,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.06048
1539,ERS001,Targeted Flood Defense Upgrade,7,5.63225
1539,ERS004,Critical Infrastructure Hardening Only,8,5.28612
1540,ERS007,Equity-Weighted Recovery Fund,1,7.66805
1540,ERS005,Public Housing Climate Retrofit Program,2,7.60063
1540,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.51345
1540,ERS003,Community-Led Heat Resilience Network,4,7.36132
1540,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.24446
1540,ERS002,Managed Retreat with Social Protection,6,7.21403
1540,ERS001,Targeted Flood Defense Upgrade,7,6.00069
1540,ERS004,Critical Infrastructure Hardening Only,8,5.51937
1541,ERS003,Community-Led Heat Resilience Network,1,8.07371
1541,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.87006
1541,ERS005,Public Housing Climate Retrofit Program,3,7.85597
1541,ERS007,Equity-Weighted Recovery Fund,4,7.81647
1541,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.47323
1541,ERS002,Managed Retreat with Social Protection,6,7.07841
1541,ERS001,Targeted Flood Defense Upgrade,7,6.11036
1541,ERS004,Critical Infrastructure Hardening Only,8,5.31377
1542,ERS002,Managed Retreat with Social Protection,1,7.58395
1542,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,7.56518
1542,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.52625
1542,ERS005,Public Housing Climate Retrofit Program,4,7.50299
1542,ERS003,Community-Led Heat Resilience Network,5,7.43129
1542,ERS007,Equity-Weighted Recovery Fund,6,7.09547
1542,ERS001,Targeted Flood Defense Upgrade,7,6.29776
1542,ERS004,Critical Infrastructure Hardening Only,8,5.28473
1543,ERS007,Equity-Weighted Recovery Fund,1,7.86224
1543,ERS005,Public Housing Climate Retrofit Program,2,7.83605
1543,ERS002,Managed Retreat with Social Protection,3,7.56229
1543,ERS006,Watershed Restoration with Indigenous Co-Governance,4,7.53987
1543,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.45134
1543,ERS003,Community-Led Heat Resilience Network,6,7.31179
1543,ERS001,Targeted Flood Defense Upgrade,7,6.46331
1543,ERS004,Critical Infrastructure Hardening Only,8,5.37847
1544,ERS007,Equity-Weighted Recovery Fund,1,7.85221
1544,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.78069
1544,ERS003,Community-Led Heat Resilience Network,3,7.56046
1544,ERS005,Public Housing Climate Retrofit Program,4,7.3692
1544,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.32434
1544,ERS002,Managed Retreat with Social Protection,6,6.98742
1544,ERS001,Targeted Flood Defense Upgrade,7,5.61822
1544,ERS004,Critical Infrastructure Hardening Only,8,4.71253
1545,ERS005,Public Housing Climate Retrofit Program,1,8.26878
1545,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,7.84148
1545,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.42437
1545,ERS007,Equity-Weighted Recovery Fund,4,7.30922
1545,ERS002,Managed Retreat with Social Protection,5,7.28162
1545,ERS003,Community-Led Heat Resilience Network,6,7.17642
1545,ERS001,Targeted Flood Defense Upgrade,7,6.27648
1545,ERS004,Critical Infrastructure Hardening Only,8,5.08332
1546,ERS005,Public Housing Climate Retrofit Program,1,8.11037
1546,ERS006,Watershed Restoration with Indigenous Co-Governance,2,8.04116
1546,ERS007,Equity-Weighted Recovery Fund,3,7.90906
1546,ERS003,Community-Led Heat Resilience Network,4,7.41953
1546,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.35881
1546,ERS002,Managed Retreat with Social Protection,6,6.97966
1546,ERS001,Targeted Flood Defense Upgrade,7,6.38035
1546,ERS004,Critical Infrastructure Hardening Only,8,4.78629
1547,ERS008,Data Rights and Anti-Surveillance Resilience Program,1,7.65233
1547,ERS007,Equity-Weighted Recovery Fund,2,7.56115
1547,ERS003,Community-Led Heat Resilience Network,3,7.38177
1547,ERS005,Public Housing Climate Retrofit Program,4,7.35765
1547,ERS002,Managed Retreat with Social Protection,5,7.30031
1547,ERS006,Watershed Restoration with Indigenous Co-Governance,6,7.16193
1547,ERS001,Targeted Flood Defense Upgrade,7,5.87485
1547,ERS004,Critical Infrastructure Hardening Only,8,4.73089
1548,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.87715
1548,ERS007,Equity-Weighted Recovery Fund,2,7.71905
1548,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.686
1548,ERS002,Managed Retreat with Social Protection,4,7.67344
1548,ERS005,Public Housing Climate Retrofit Program,5,7.56699
1548,ERS003,Community-Led Heat Resilience Network,6,7.45476
1548,ERS001,Targeted Flood Defense Upgrade,7,5.91267
1548,ERS004,Critical Infrastructure Hardening Only,8,4.98549
1549,ERS008,Data Rights and Anti-Surveillance Resilience Program,1,7.68846
1549,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.68761
1549,ERS005,Public Housing Climate Retrofit Program,3,7.54757
1549,ERS002,Managed Retreat with Social Protection,4,7.37923
1549,ERS003,Community-Led Heat Resilience Network,5,7.10753
1549,ERS007,Equity-Weighted Recovery Fund,6,6.97574
1549,ERS001,Targeted Flood Defense Upgrade,7,6.2781
1549,ERS004,Critical Infrastructure Hardening Only,8,5.19147
1550,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.78742
1550,ERS002,Managed Retreat with Social Protection,2,7.71103
1550,ERS005,Public Housing Climate Retrofit Program,3,7.62152
1550,ERS007,Equity-Weighted Recovery Fund,4,7.54464
1550,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.47085
1550,ERS003,Community-Led Heat Resilience Network,6,7.44648
1550,ERS001,Targeted Flood Defense Upgrade,7,6.2526
1550,ERS004,Critical Infrastructure Hardening Only,8,5.2682
1551,ERS008,Data Rights and Anti-Surveillance Resilience Program,1,7.95003
1551,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.81916
1551,ERS005,Public Housing Climate Retrofit Program,3,7.56415
1551,ERS002,Managed Retreat with Social Protection,4,7.4311
1551,ERS007,Equity-Weighted Recovery Fund,5,7.41532
1551,ERS003,Community-Led Heat Resilience Network,6,7.37007
1551,ERS001,Targeted Flood Defense Upgrade,7,6.34828
1551,ERS004,Critical Infrastructure Hardening Only,8,5.33397
1552,ERS007,Equity-Weighted Recovery Fund,1,7.7156
1552,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.70725
1552,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.55932
1552,ERS002,Managed Retreat with Social Protection,4,7.55634
1552,ERS005,Public Housing Climate Retrofit Program,5,7.54857
1552,ERS003,Community-Led Heat Resilience Network,6,7.19544
1552,ERS001,Targeted Flood Defense Upgrade,7,6.52239
1552,ERS004,Critical Infrastructure Hardening Only,8,4.93267
1553,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.96453
1553,ERS007,Equity-Weighted Recovery Fund,2,7.78833
1553,ERS005,Public Housing Climate Retrofit Program,3,7.7034
1553,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.6408
1553,ERS003,Community-Led Heat Resilience Network,5,7.1555
1553,ERS002,Managed Retreat with Social Protection,6,6.93468
1553,ERS001,Targeted Flood Defense Upgrade,7,5.93158
1553,ERS004,Critical Infrastructure Hardening Only,8,4.56827
1554,ERS005,Public Housing Climate Retrofit Program,1,7.92483
1554,ERS007,Equity-Weighted Recovery Fund,2,7.89462
1554,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.83867
1554,ERS002,Managed Retreat with Social Protection,4,7.55317
1554,ERS003,Community-Led Heat Resilience Network,5,7.46839
1554,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.28767
1554,ERS001,Targeted Flood Defense Upgrade,7,6.17225
1554,ERS004,Critical Infrastructure Hardening Only,8,5.09128
1555,ERS007,Equity-Weighted Recovery Fund,1,7.89515
1555,ERS002,Managed Retreat with Social Protection,2,7.7569
1555,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.72027
1555,ERS006,Watershed Restoration with Indigenous Co-Governance,4,7.69506
1555,ERS005,Public Housing Climate Retrofit Program,5,7.52756
1555,ERS003,Community-Led Heat Resilience Network,6,7.50806
1555,ERS001,Targeted Flood Defense Upgrade,7,5.72219
1555,ERS004,Critical Infrastructure Hardening Only,8,5.49278
1556,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.26713
1556,ERS003,Community-Led Heat Resilience Network,2,7.8242
1556,ERS007,Equity-Weighted Recovery Fund,3,7.68495
1556,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.52473
1556,ERS005,Public Housing Climate Retrofit Program,5,7.29814
1556,ERS002,Managed Retreat with Social Protection,6,7.26106
1556,ERS001,Targeted Flood Defense Upgrade,7,5.88081
1556,ERS004,Critical Infrastructure Hardening Only,8,5.1291
1557,ERS005,Public Housing Climate Retrofit Program,1,8.00919
1557,ERS007,Equity-Weighted Recovery Fund,2,7.7812
1557,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.52622
1557,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.41105
1557,ERS003,Community-Led Heat Resilience Network,5,7.14061
1557,ERS002,Managed Retreat with Social Protection,6,7.12556
1557,ERS001,Targeted Flood Defense Upgrade,7,5.50447
1557,ERS004,Critical Infrastructure Hardening Only,8,5.29009
1558,ERS008,Data Rights and Anti-Surveillance Resilience Program,1,8.21359
1558,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.98194
1558,ERS007,Equity-Weighted Recovery Fund,3,7.89032
1558,ERS002,Managed Retreat with Social Protection,4,7.4874
1558,ERS003,Community-Led Heat Resilience Network,5,7.43181
1558,ERS005,Public Housing Climate Retrofit Program,6,7.39334
1558,ERS001,Targeted Flood Defense Upgrade,7,6.05012
1558,ERS004,Critical Infrastructure Hardening Only,8,4.34568
1559,ERS007,Equity-Weighted Recovery Fund,1,7.86129
1559,ERS005,Public Housing Climate Retrofit Program,2,7.77514
1559,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.73207
1559,ERS002,Managed Retreat with Social Protection,4,7.61211
1559,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.1424
1559,ERS003,Community-Led Heat Resilience Network,6,7.12368
1559,ERS001,Targeted Flood Defense Upgrade,7,6.35881
1559,ERS004,Critical Infrastructure Hardening Only,8,5.51543
1560,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.01794
1560,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,8.01376
1560,ERS005,Public Housing Climate Retrofit Program,3,7.81955
1560,ERS002,Managed Retreat with Social Protection,4,7.7398
1560,ERS007,Equity-Weighted Recovery Fund,5,7.55255
1560,ERS003,Community-Led Heat Resilience Network,6,7.04639
1560,ERS001,Targeted Flood Defense Upgrade,7,5.84926
1560,ERS004,Critical Infrastructure Hardening Only,8,5.05803
1561,ERS007,Equity-Weighted Recovery Fund,1,7.90948
1561,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,7.60489
1561,ERS005,Public Housing Climate Retrofit Program,3,7.49554
1561,ERS006,Watershed Restoration with Indigenous Co-Governance,4,7.4667
1561,ERS002,Managed Retreat with Social Protection,5,7.44785
1561,ERS003,Community-Led Heat Resilience Network,6,7.28187
1561,ERS001,Targeted Flood Defense Upgrade,7,6.22677
1561,ERS004,Critical Infrastructure Hardening Only,8,4.80362
1562,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.74177
1562,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,7.54126
1562,ERS007,Equity-Weighted Recovery Fund,3,7.38836
1562,ERS005,Public Housing Climate Retrofit Program,4,7.29394
1562,ERS003,Community-Led Heat Resilience Network,5,7.16978
1562,ERS002,Managed Retreat with Social Protection,6,7.14602
1562,ERS001,Targeted Flood Defense Upgrade,7,5.8263
1562,ERS004,Critical Infrastructure Hardening Only,8,5.04918
1563,ERS008,Data Rights and Anti-Surveillance Resilience Program,1,7.94028
1563,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.66359
1563,ERS005,Public Housing Climate Retrofit Program,3,7.55197
1563,ERS007,Equity-Weighted Recovery Fund,4,7.53384
1563,ERS003,Community-Led Heat Resilience Network,5,7.43174
1563,ERS002,Managed Retreat with Social Protection,6,7.24738
1563,ERS001,Targeted Flood Defense Upgrade,7,5.92644
1563,ERS004,Critical Infrastructure Hardening Only,8,4.85532
1564,ERS005,Public Housing Climate Retrofit Program,1,8.03257
1564,ERS002,Managed Retreat with Social Protection,2,7.65964
1564,ERS003,Community-Led Heat Resilience Network,3,7.63649
1564,ERS006,Watershed Restoration with Indigenous Co-Governance,4,7.50256
1564,ERS007,Equity-Weighted Recovery Fund,5,7.30446
1564,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.25596
1564,ERS001,Targeted Flood Defense Upgrade,7,5.68329
1564,ERS004,Critical Infrastructure Hardening Only,8,5.21521
1565,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.67787
1565,ERS005,Public Housing Climate Retrofit Program,2,7.62509
1565,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.57141
1565,ERS003,Community-Led Heat Resilience Network,4,7.47321
1565,ERS007,Equity-Weighted Recovery Fund,5,7.40431
1565,ERS002,Managed Retreat with Social Protection,6,7.10538
1565,ERS001,Targeted Flood Defense Upgrade,7,5.76109
1565,ERS004,Critical Infrastructure Hardening Only,8,4.93934
1566,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.01961
1566,ERS002,Managed Retreat with Social Protection,2,7.68304
1566,ERS003,Community-Led Heat Resilience Network,3,7.62848
1566,ERS005,Public Housing Climate Retrofit Program,4,7.46163
1566,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.17212
1566,ERS007,Equity-Weighted Recovery Fund,6,7.05264
1566,ERS001,Targeted Flood Defense Upgrade,7,6.34298
1566,ERS004,Critical Infrastructure Hardening Only,8,5.15579
1567,ERS003,Community-Led Heat Resilience Network,1,7.61297
1567,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,7.56237
1567,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.51752
1567,ERS005,Public Housing Climate Retrofit Program,4,7.50776
1567,ERS007,Equity-Weighted Recovery Fund,5,7.43456
1567,ERS002,Managed Retreat with Social Protection,6,7.27898
1567,ERS001,Targeted Flood Defense Upgrade,7,6.12558
1567,ERS004,Critical Infrastructure Hardening Only,8,4.97168
1568,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.96093
1568,ERS007,Equity-Weighted Recovery Fund,2,7.83664
1568,ERS005,Public Housing Climate Retrofit Program,3,7.71265
1568,ERS003,Community-Led Heat Resilience Network,4,7.64003
1568,ERS002,Managed Retreat with Social Protection,5,7.30995
1568,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.12401
1568,ERS001,Targeted Flood Defense Upgrade,7,6.06453
1568,ERS004,Critical Infrastructure Hardening Only,8,5.14361
1569,ERS005,Public Housing Climate Retrofit Program,1,7.96801
1569,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.67354
1569,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.49769
1569,ERS002,Managed Retreat with Social Protection,4,7.44252
1569,ERS007,Equity-Weighted Recovery Fund,5,7.34574
1569,ERS003,Community-Led Heat Resilience Network,6,7.34516
1569,ERS001,Targeted Flood Defense Upgrade,7,5.53785
1569,ERS004,Critical Infrastructure Hardening Only,8,5.1566
1570,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.90297
1570,ERS007,Equity-Weighted Recovery Fund,2,7.6619
1570,ERS003,Community-Led Heat Resilience Network,3,7.49981
1570,ERS005,Public Housing Climate Retrofit Program,4,7.47299
1570,ERS002,Managed Retreat with Social Protection,5,7.24908
1570,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.24176
1570,ERS001,Targeted Flood Defense Upgrade,7,5.85899
1570,ERS004,Critical Infrastructure Hardening Only,8,5.05801
1571,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.6901
1571,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,7.39519
1571,ERS007,Equity-Weighted Recovery Fund,3,7.33732
1571,ERS005,Public Housing Climate Retrofit Program,4,7.27403
1571,ERS002,Managed Retreat with Social Protection,5,7.21507
1571,ERS003,Community-Led Heat Resilience Network,6,6.96746
1571,ERS001,Targeted Flood Defense Upgrade,7,5.94909
1571,ERS004,Critical Infrastructure Hardening Only,8,5.91258
1572,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.3998
1572,ERS005,Public Housing Climate Retrofit Program,2,8.11526
1572,ERS003,Community-Led Heat Resilience Network,3,7.65249
1572,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.50666
1572,ERS007,Equity-Weighted Recovery Fund,5,7.26939
1572,ERS002,Managed Retreat with Social Protection,6,7.2406
1572,ERS001,Targeted Flood Defense Upgrade,7,6.24925
1572,ERS004,Critical Infrastructure Hardening Only,8,4.99505
1573,ERS007,Equity-Weighted Recovery Fund,1,8.12946
1573,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.57497
1573,ERS003,Community-Led Heat Resilience Network,3,7.45805
1573,ERS002,Managed Retreat with Social Protection,4,7.37607
1573,ERS005,Public Housing Climate Retrofit Program,5,7.14644
1573,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,6.83531
1573,ERS001,Targeted Flood Defense Upgrade,7,6.17217
1573,ERS004,Critical Infrastructure Hardening Only,8,5.10998
1574,ERS008,Data Rights and Anti-Surveillance Resilience Program,1,8.05242
1574,ERS005,Public Housing Climate Retrofit Program,2,7.88248
1574,ERS002,Managed Retreat with Social Protection,3,7.7275
1574,ERS007,Equity-Weighted Recovery Fund,4,7.72212
1574,ERS006,Watershed Restoration with Indigenous Co-Governance,5,7.67084
1574,ERS003,Community-Led Heat Resilience Network,6,7.50587
1574,ERS001,Targeted Flood Defense Upgrade,7,5.96676
1574,ERS004,Critical Infrastructure Hardening Only,8,5.60582
1575,ERS007,Equity-Weighted Recovery Fund,1,7.71947
1575,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.66659
1575,ERS002,Managed Retreat with Social Protection,3,7.63912
1575,ERS005,Public Housing Climate Retrofit Program,4,7.529
1575,ERS003,Community-Led Heat Resilience Network,5,7.43339
1575,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.29615
1575,ERS001,Targeted Flood Defense Upgrade,7,6.06893
1575,ERS004,Critical Infrastructure Hardening Only,8,5.12762
1576,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.84866
1576,ERS005,Public Housing Climate Retrofit Program,2,7.6501
1576,ERS003,Community-Led Heat Resilience Network,3,7.62008
1576,ERS007,Equity-Weighted Recovery Fund,4,7.51557
1576,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.48728
1576,ERS002,Managed Retreat with Social Protection,6,7.22368
1576,ERS001,Targeted Flood Defense Upgrade,7,6.15678
1576,ERS004,Critical Infrastructure Hardening Only,8,4.87569
1577,ERS003,Community-Led Heat Resilience Network,1,7.66448
1577,ERS005,Public Housing Climate Retrofit Program,2,7.63729
1577,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.6064
1577,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.49402
1577,ERS002,Managed Retreat with Social Protection,5,7.37632
1577,ERS007,Equity-Weighted Recovery Fund,6,7.22786
1577,ERS001,Targeted Flood Defense Upgrade,7,6.54598
1577,ERS004,Critical Infrastructure Hardening Only,8,5.51979
1578,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.08103
1578,ERS005,Public Housing Climate Retrofit Program,2,7.82557
1578,ERS007,Equity-Weighted Recovery Fund,3,7.71434
1578,ERS003,Community-Led Heat Resilience Network,4,7.66109
1578,ERS002,Managed Retreat with Social Protection,5,7.39902
1578,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.19119
1578,ERS001,Targeted Flood Defense Upgrade,7,5.83209
1578,ERS004,Critical Infrastructure Hardening Only,8,4.63352
1579,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.08475
1579,ERS007,Equity-Weighted Recovery Fund,2,7.68659
1579,ERS002,Managed Retreat with Social Protection,3,7.67923
1579,ERS005,Public Housing Climate Retrofit Program,4,7.27269
1579,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.18399
1579,ERS003,Community-Led Heat Resilience Network,6,6.9475
1579,ERS001,Targeted Flood Defense Upgrade,7,6.73454
1579,ERS004,Critical Infrastructure Hardening Only,8,5.19462
1580,ERS005,Public Housing Climate Retrofit Program,1,8.08191
1580,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.93786
1580,ERS003,Community-Led Heat Resilience Network,3,7.44297
