system_id,system,system_context,time,event,stress_load,adaptive_response,economic_function,household_fragility,firm_fragility,equity_adjusted_function
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,14,background economic stress,0.15385,0.38158,1.0,0.79292,0.67227,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,15,background economic stress,0.15478,0.38167,1.0,0.79362,0.67092,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,16,background economic stress,0.15492,0.38176,1.0,0.79432,0.66957,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,17,background economic stress,0.15537,0.38185,1.0,0.79503,0.66824,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,18,background economic stress,0.15672,0.38194,1.0,0.79573,0.66691,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,19,background economic stress,0.15707,0.38203,1.0,0.79643,0.6656,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,20,background economic stress,0.15553,0.38212,1.0,0.79712,0.6643,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,21,background economic stress,0.15776,0.3822,1.0,0.79782,0.66301,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,22,background economic stress,0.15704,0.38228,1.0,0.79852,0.66173,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,23,background economic stress,0.1582,0.38236,1.0,0.79922,0.66046,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,24,background economic stress,0.15808,0.38244,1.0,0.79991,0.65921,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,25,background economic stress,0.15758,0.38252,1.0,0.80061,0.65796,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,26,background economic stress,0.15712,0.3826,1.0,0.8013,0.65673,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,27,Port disruption and critical input shortage,0.8355,0.38268,0.8444,0.82107,0.67258,0.73942
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,28,background economic stress,0.1598,0.37769,0.92915,0.82182,0.67142,0.95933
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,29,background economic stress,0.16024,0.37775,1.0,0.82256,0.67027,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,30,background economic stress,0.15952,0.3778,1.0,0.8233,0.66913,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,31,background economic stress,0.15846,0.37786,1.0,0.82404,0.66801,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,32,background economic stress,0.16055,0.37791,1.0,0.82478,0.66689,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,33,background economic stress,0.16066,0.37797,1.0,0.82552,0.66579,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,34,background economic stress,0.16121,0.37802,1.0,0.82626,0.6647,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,35,background economic stress,0.16172,0.37807,1.0,0.827,0.66362,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,36,background economic stress,0.16198,0.37811,1.0,0.82774,0.66255,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,37,background economic stress,0.16161,0.37816,1.0,0.82848,0.66149,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,38,background economic stress,0.16098,0.3782,1.0,0.82922,0.66044,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,39,background economic stress,0.1616,0.37825,1.0,0.82996,0.65941,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,40,background economic stress,0.16179,0.37829,1.0,0.83069,0.65838,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,41,background economic stress,0.16271,0.37833,1.0,0.83143,0.65737,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,42,Credit tightening and small-business liquidity stress,0.79667,0.37837,0.84206,0.85261,0.67279,0.71852
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,43,background economic stress,0.16329,0.37324,0.92472,0.85339,0.67185,0.95476
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,44,background economic stress,0.16407,0.37327,1.0,0.85418,0.67093,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,45,background economic stress,0.16352,0.37328,1.0,0.85497,0.67002,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,46,background economic stress,0.16398,0.3733,1.0,0.85576,0.66912,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,47,background economic stress,0.16521,0.37332,1.0,0.85654,0.66823,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,48,background economic stress,0.16502,0.37333,1.0,0.85733,0.66735,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,49,background economic stress,0.16565,0.37335,1.0,0.85812,0.66648,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,50,background economic stress,0.1653,0.37336,1.0,0.8589,0.66563,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,51,background economic stress,0.16407,0.37337,1.0,0.85969,0.66479,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,52,background economic stress,0.1651,0.37337,1.0,0.86047,0.66396,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,53,background economic stress,0.16502,0.37338,1.0,0.86126,0.66314,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,54,background economic stress,0.16521,0.37338,1.0,0.86205,0.66233,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,55,background economic stress,0.16512,0.37339,1.0,0.86283,0.66154,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,56,Climate disaster damaging infrastructure firms and housing,0.91749,0.37339,0.78197,0.88526,0.67725,0.6541
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,57,background economic stress,0.16603,0.36805,0.86261,0.8861,0.67653,0.89062
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,58,background economic stress,0.16726,0.36803,0.94285,0.88694,0.67583,0.97348
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,59,background economic stress,0.1683,0.36801,1.0,0.88778,0.67513,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,60,background economic stress,0.16879,0.36799,1.0,0.88862,0.67445,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,61,background economic stress,0.16931,0.36797,1.0,0.88946,0.67379,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,62,background economic stress,0.16857,0.36795,1.0,0.8903,0.67313,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,63,background economic stress,0.16736,0.36792,1.0,0.89114,0.67249,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,64,background economic stress,0.16808,0.36789,1.0,0.89198,0.67186,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,65,background economic stress,0.168,0.36786,1.0,0.89282,0.67124,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,66,background economic stress,0.17037,0.36783,1.0,0.89366,0.67063,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,67,background economic stress,0.16921,0.3678,1.0,0.89451,0.67004,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,68,background economic stress,0.17052,0.36776,1.0,0.89535,0.66946,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,69,background economic stress,0.17008,0.36773,1.0,0.89619,0.66889,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,70,Compound inflation fiscal climate and labor crisis,0.96197,0.36769,0.75494,0.92151,0.68633,0.62304
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,71,background economic stress,0.17143,0.3617,0.83246,0.92242,0.68584,0.8595
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,72,background economic stress,0.17239,0.36164,0.90966,0.92332,0.68537,0.9392
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,73,background economic stress,0.17215,0.36158,0.98692,0.92422,0.68491,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,74,background economic stress,0.1709,0.36152,1.0,0.92513,0.68447,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,75,background economic stress,0.17263,0.36146,1.0,0.92603,0.68403,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,76,background economic stress,0.17217,0.36139,1.0,0.92694,0.68361,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,77,background economic stress,0.17405,0.36132,1.0,0.92785,0.6832,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,78,background economic stress,0.17247,0.36125,1.0,0.92876,0.6828,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,79,background economic stress,0.17267,0.36118,1.0,0.92966,0.68242,1.0
