simulation_id,strategy_id,strategy,rank,containment_value,winner
1856,CS003,Wetland and Floodplain Buffer Network,5,6.66363,Digital Service Isolation and Offline Fallbacks
1856,CS004,Cross-Agency Emergency Coordination Cells,6,6.53791,Digital Service Isolation and Offline Fallbacks
1857,CS001,Microgrid and Critical Service Islanding,1,7.42706,Microgrid and Critical Service Islanding
1857,CS005,Digital Service Isolation and Offline Fallbacks,2,7.18764,Microgrid and Critical Service Islanding
1857,CS006,Neighborhood Resilience Hub Network,3,7.05787,Microgrid and Critical Service Islanding
1857,CS003,Wetland and Floodplain Buffer Network,4,7.02684,Microgrid and Critical Service Islanding
1857,CS002,Regional Supply Network Diversification,5,6.98239,Microgrid and Critical Service Islanding
1857,CS004,Cross-Agency Emergency Coordination Cells,6,6.56734,Microgrid and Critical Service Islanding
1858,CS005,Digital Service Isolation and Offline Fallbacks,1,7.59474,Digital Service Isolation and Offline Fallbacks
1858,CS004,Cross-Agency Emergency Coordination Cells,2,7.3485,Digital Service Isolation and Offline Fallbacks
1858,CS001,Microgrid and Critical Service Islanding,3,6.99418,Digital Service Isolation and Offline Fallbacks
1858,CS006,Neighborhood Resilience Hub Network,4,6.84462,Digital Service Isolation and Offline Fallbacks
1858,CS003,Wetland and Floodplain Buffer Network,5,6.81144,Digital Service Isolation and Offline Fallbacks
1858,CS002,Regional Supply Network Diversification,6,6.58903,Digital Service Isolation and Offline Fallbacks
1859,CS005,Digital Service Isolation and Offline Fallbacks,1,7.38116,Digital Service Isolation and Offline Fallbacks
1859,CS003,Wetland and Floodplain Buffer Network,2,7.34955,Digital Service Isolation and Offline Fallbacks
1859,CS004,Cross-Agency Emergency Coordination Cells,3,7.3002,Digital Service Isolation and Offline Fallbacks
1859,CS006,Neighborhood Resilience Hub Network,4,7.09019,Digital Service Isolation and Offline Fallbacks
1859,CS001,Microgrid and Critical Service Islanding,5,6.94164,Digital Service Isolation and Offline Fallbacks
1859,CS002,Regional Supply Network Diversification,6,6.56468,Digital Service Isolation and Offline Fallbacks
1860,CS005,Digital Service Isolation and Offline Fallbacks,1,7.2258,Digital Service Isolation and Offline Fallbacks
1860,CS001,Microgrid and Critical Service Islanding,2,6.85536,Digital Service Isolation and Offline Fallbacks
1860,CS006,Neighborhood Resilience Hub Network,3,6.8398,Digital Service Isolation and Offline Fallbacks
1860,CS004,Cross-Agency Emergency Coordination Cells,4,6.7942,Digital Service Isolation and Offline Fallbacks
1860,CS003,Wetland and Floodplain Buffer Network,5,6.70329,Digital Service Isolation and Offline Fallbacks
1860,CS002,Regional Supply Network Diversification,6,6.40184,Digital Service Isolation and Offline Fallbacks
1861,CS005,Digital Service Isolation and Offline Fallbacks,1,7.39798,Digital Service Isolation and Offline Fallbacks
1861,CS001,Microgrid and Critical Service Islanding,2,7.30013,Digital Service Isolation and Offline Fallbacks
1861,CS003,Wetland and Floodplain Buffer Network,3,7.18041,Digital Service Isolation and Offline Fallbacks
1861,CS004,Cross-Agency Emergency Coordination Cells,4,6.92179,Digital Service Isolation and Offline Fallbacks
1861,CS006,Neighborhood Resilience Hub Network,5,6.69548,Digital Service Isolation and Offline Fallbacks
1861,CS002,Regional Supply Network Diversification,6,6.56647,Digital Service Isolation and Offline Fallbacks
1862,CS005,Digital Service Isolation and Offline Fallbacks,1,7.57936,Digital Service Isolation and Offline Fallbacks
1862,CS001,Microgrid and Critical Service Islanding,2,7.33177,Digital Service Isolation and Offline Fallbacks
1862,CS006,Neighborhood Resilience Hub Network,3,7.08531,Digital Service Isolation and Offline Fallbacks
1862,CS004,Cross-Agency Emergency Coordination Cells,4,6.88747,Digital Service Isolation and Offline Fallbacks
1862,CS003,Wetland and Floodplain Buffer Network,5,6.8827,Digital Service Isolation and Offline Fallbacks
1862,CS002,Regional Supply Network Diversification,6,6.47241,Digital Service Isolation and Offline Fallbacks
1863,CS005,Digital Service Isolation and Offline Fallbacks,1,7.11871,Digital Service Isolation and Offline Fallbacks
1863,CS004,Cross-Agency Emergency Coordination Cells,2,7.11135,Digital Service Isolation and Offline Fallbacks
1863,CS003,Wetland and Floodplain Buffer Network,3,6.93119,Digital Service Isolation and Offline Fallbacks
1863,CS001,Microgrid and Critical Service Islanding,4,6.73768,Digital Service Isolation and Offline Fallbacks
1863,CS006,Neighborhood Resilience Hub Network,5,6.70556,Digital Service Isolation and Offline Fallbacks
1863,CS002,Regional Supply Network Diversification,6,6.62419,Digital Service Isolation and Offline Fallbacks
1864,CS005,Digital Service Isolation and Offline Fallbacks,1,7.39075,Digital Service Isolation and Offline Fallbacks
1864,CS004,Cross-Agency Emergency Coordination Cells,2,7.35491,Digital Service Isolation and Offline Fallbacks
1864,CS002,Regional Supply Network Diversification,3,7.09851,Digital Service Isolation and Offline Fallbacks
1864,CS001,Microgrid and Critical Service Islanding,4,7.01675,Digital Service Isolation and Offline Fallbacks
1864,CS006,Neighborhood Resilience Hub Network,5,6.9552,Digital Service Isolation and Offline Fallbacks
1864,CS003,Wetland and Floodplain Buffer Network,6,6.89099,Digital Service Isolation and Offline Fallbacks
1865,CS002,Regional Supply Network Diversification,1,7.23385,Regional Supply Network Diversification
1865,CS004,Cross-Agency Emergency Coordination Cells,2,7.20171,Regional Supply Network Diversification
1865,CS001,Microgrid and Critical Service Islanding,3,7.17247,Regional Supply Network Diversification
1865,CS005,Digital Service Isolation and Offline Fallbacks,4,7.0044,Regional Supply Network Diversification
1865,CS003,Wetland and Floodplain Buffer Network,5,6.91779,Regional Supply Network Diversification
1865,CS006,Neighborhood Resilience Hub Network,6,6.81219,Regional Supply Network Diversification
1866,CS005,Digital Service Isolation and Offline Fallbacks,1,7.54003,Digital Service Isolation and Offline Fallbacks
1866,CS001,Microgrid and Critical Service Islanding,2,7.2592,Digital Service Isolation and Offline Fallbacks
1866,CS006,Neighborhood Resilience Hub Network,3,7.17186,Digital Service Isolation and Offline Fallbacks
1866,CS002,Regional Supply Network Diversification,4,6.9354,Digital Service Isolation and Offline Fallbacks
1866,CS004,Cross-Agency Emergency Coordination Cells,5,6.8471,Digital Service Isolation and Offline Fallbacks
1866,CS003,Wetland and Floodplain Buffer Network,6,6.39627,Digital Service Isolation and Offline Fallbacks
1867,CS006,Neighborhood Resilience Hub Network,1,7.41213,Neighborhood Resilience Hub Network
1867,CS002,Regional Supply Network Diversification,2,7.35562,Neighborhood Resilience Hub Network
1867,CS005,Digital Service Isolation and Offline Fallbacks,3,7.33175,Neighborhood Resilience Hub Network
1867,CS001,Microgrid and Critical Service Islanding,4,7.23562,Neighborhood Resilience Hub Network
1867,CS004,Cross-Agency Emergency Coordination Cells,5,6.7268,Neighborhood Resilience Hub Network
1867,CS003,Wetland and Floodplain Buffer Network,6,6.46132,Neighborhood Resilience Hub Network
1868,CS001,Microgrid and Critical Service Islanding,1,7.34508,Microgrid and Critical Service Islanding
1868,CS006,Neighborhood Resilience Hub Network,2,7.0883,Microgrid and Critical Service Islanding
1868,CS005,Digital Service Isolation and Offline Fallbacks,3,7.022,Microgrid and Critical Service Islanding
1868,CS004,Cross-Agency Emergency Coordination Cells,4,6.89162,Microgrid and Critical Service Islanding
1868,CS002,Regional Supply Network Diversification,5,6.77084,Microgrid and Critical Service Islanding
1868,CS003,Wetland and Floodplain Buffer Network,6,6.71013,Microgrid and Critical Service Islanding
1869,CS005,Digital Service Isolation and Offline Fallbacks,1,7.3951,Digital Service Isolation and Offline Fallbacks
1869,CS004,Cross-Agency Emergency Coordination Cells,2,7.2705,Digital Service Isolation and Offline Fallbacks
1869,CS001,Microgrid and Critical Service Islanding,3,7.19635,Digital Service Isolation and Offline Fallbacks
1869,CS006,Neighborhood Resilience Hub Network,4,7.14472,Digital Service Isolation and Offline Fallbacks
1869,CS003,Wetland and Floodplain Buffer Network,5,6.87339,Digital Service Isolation and Offline Fallbacks
1869,CS002,Regional Supply Network Diversification,6,6.57454,Digital Service Isolation and Offline Fallbacks
1870,CS005,Digital Service Isolation and Offline Fallbacks,1,7.77285,Digital Service Isolation and Offline Fallbacks
1870,CS001,Microgrid and Critical Service Islanding,2,7.40736,Digital Service Isolation and Offline Fallbacks
1870,CS004,Cross-Agency Emergency Coordination Cells,3,7.33384,Digital Service Isolation and Offline Fallbacks
1870,CS006,Neighborhood Resilience Hub Network,4,7.08121,Digital Service Isolation and Offline Fallbacks
1870,CS003,Wetland and Floodplain Buffer Network,5,6.87495,Digital Service Isolation and Offline Fallbacks
1870,CS002,Regional Supply Network Diversification,6,6.71233,Digital Service Isolation and Offline Fallbacks
1871,CS001,Microgrid and Critical Service Islanding,1,7.35675,Microgrid and Critical Service Islanding
1871,CS005,Digital Service Isolation and Offline Fallbacks,2,7.10406,Microgrid and Critical Service Islanding
1871,CS003,Wetland and Floodplain Buffer Network,3,7.03179,Microgrid and Critical Service Islanding
1871,CS006,Neighborhood Resilience Hub Network,4,7.00884,Microgrid and Critical Service Islanding
1871,CS004,Cross-Agency Emergency Coordination Cells,5,6.69709,Microgrid and Critical Service Islanding
1871,CS002,Regional Supply Network Diversification,6,6.58032,Microgrid and Critical Service Islanding
1872,CS005,Digital Service Isolation and Offline Fallbacks,1,7.40837,Digital Service Isolation and Offline Fallbacks
1872,CS001,Microgrid and Critical Service Islanding,2,7.06574,Digital Service Isolation and Offline Fallbacks
1872,CS006,Neighborhood Resilience Hub Network,3,6.97488,Digital Service Isolation and Offline Fallbacks
1872,CS004,Cross-Agency Emergency Coordination Cells,4,6.91762,Digital Service Isolation and Offline Fallbacks
1872,CS003,Wetland and Floodplain Buffer Network,5,6.90932,Digital Service Isolation and Offline Fallbacks
1872,CS002,Regional Supply Network Diversification,6,6.90833,Digital Service Isolation and Offline Fallbacks
1873,CS001,Microgrid and Critical Service Islanding,1,7.97688,Microgrid and Critical Service Islanding
1873,CS005,Digital Service Isolation and Offline Fallbacks,2,7.39485,Microgrid and Critical Service Islanding
1873,CS006,Neighborhood Resilience Hub Network,3,7.21468,Microgrid and Critical Service Islanding
1873,CS003,Wetland and Floodplain Buffer Network,4,7.06613,Microgrid and Critical Service Islanding
1873,CS002,Regional Supply Network Diversification,5,7.01998,Microgrid and Critical Service Islanding
1873,CS004,Cross-Agency Emergency Coordination Cells,6,6.96659,Microgrid and Critical Service Islanding
1874,CS005,Digital Service Isolation and Offline Fallbacks,1,7.66991,Digital Service Isolation and Offline Fallbacks
1874,CS004,Cross-Agency Emergency Coordination Cells,2,7.39188,Digital Service Isolation and Offline Fallbacks
1874,CS006,Neighborhood Resilience Hub Network,3,7.19575,Digital Service Isolation and Offline Fallbacks
1874,CS001,Microgrid and Critical Service Islanding,4,7.07022,Digital Service Isolation and Offline Fallbacks
1874,CS003,Wetland and Floodplain Buffer Network,5,6.90911,Digital Service Isolation and Offline Fallbacks
1874,CS002,Regional Supply Network Diversification,6,6.73317,Digital Service Isolation and Offline Fallbacks
1875,CS005,Digital Service Isolation and Offline Fallbacks,1,7.68057,Digital Service Isolation and Offline Fallbacks
1875,CS006,Neighborhood Resilience Hub Network,2,7.20245,Digital Service Isolation and Offline Fallbacks
1875,CS001,Microgrid and Critical Service Islanding,3,7.16235,Digital Service Isolation and Offline Fallbacks
1875,CS003,Wetland and Floodplain Buffer Network,4,7.0457,Digital Service Isolation and Offline Fallbacks
1875,CS002,Regional Supply Network Diversification,5,6.85151,Digital Service Isolation and Offline Fallbacks
1875,CS004,Cross-Agency Emergency Coordination Cells,6,6.475,Digital Service Isolation and Offline Fallbacks
1876,CS005,Digital Service Isolation and Offline Fallbacks,1,7.33236,Digital Service Isolation and Offline Fallbacks
1876,CS001,Microgrid and Critical Service Islanding,2,7.17082,Digital Service Isolation and Offline Fallbacks
1876,CS004,Cross-Agency Emergency Coordination Cells,3,7.01967,Digital Service Isolation and Offline Fallbacks
1876,CS006,Neighborhood Resilience Hub Network,4,6.93924,Digital Service Isolation and Offline Fallbacks
1876,CS003,Wetland and Floodplain Buffer Network,5,6.73887,Digital Service Isolation and Offline Fallbacks
1876,CS002,Regional Supply Network Diversification,6,6.60493,Digital Service Isolation and Offline Fallbacks
1877,CS004,Cross-Agency Emergency Coordination Cells,1,7.2176,Cross-Agency Emergency Coordination Cells
1877,CS003,Wetland and Floodplain Buffer Network,2,7.13031,Cross-Agency Emergency Coordination Cells
1877,CS006,Neighborhood Resilience Hub Network,3,7.10833,Cross-Agency Emergency Coordination Cells
1877,CS005,Digital Service Isolation and Offline Fallbacks,4,7.1064,Cross-Agency Emergency Coordination Cells
1877,CS002,Regional Supply Network Diversification,5,6.91626,Cross-Agency Emergency Coordination Cells
1877,CS001,Microgrid and Critical Service Islanding,6,6.88221,Cross-Agency Emergency Coordination Cells
1878,CS004,Cross-Agency Emergency Coordination Cells,1,7.47605,Cross-Agency Emergency Coordination Cells
1878,CS001,Microgrid and Critical Service Islanding,2,7.07297,Cross-Agency Emergency Coordination Cells
1878,CS006,Neighborhood Resilience Hub Network,3,7.05442,Cross-Agency Emergency Coordination Cells
1878,CS003,Wetland and Floodplain Buffer Network,4,6.94788,Cross-Agency Emergency Coordination Cells
1878,CS005,Digital Service Isolation and Offline Fallbacks,5,6.91817,Cross-Agency Emergency Coordination Cells
1878,CS002,Regional Supply Network Diversification,6,6.31356,Cross-Agency Emergency Coordination Cells
1879,CS005,Digital Service Isolation and Offline Fallbacks,1,7.43352,Digital Service Isolation and Offline Fallbacks
1879,CS004,Cross-Agency Emergency Coordination Cells,2,7.29704,Digital Service Isolation and Offline Fallbacks
1879,CS003,Wetland and Floodplain Buffer Network,3,7.25423,Digital Service Isolation and Offline Fallbacks
1879,CS001,Microgrid and Critical Service Islanding,4,7.18881,Digital Service Isolation and Offline Fallbacks
1879,CS006,Neighborhood Resilience Hub Network,5,7.04318,Digital Service Isolation and Offline Fallbacks
1879,CS002,Regional Supply Network Diversification,6,6.3392,Digital Service Isolation and Offline Fallbacks
1880,CS005,Digital Service Isolation and Offline Fallbacks,1,7.42175,Digital Service Isolation and Offline Fallbacks
1880,CS004,Cross-Agency Emergency Coordination Cells,2,7.40529,Digital Service Isolation and Offline Fallbacks
1880,CS001,Microgrid and Critical Service Islanding,3,7.40258,Digital Service Isolation and Offline Fallbacks
1880,CS006,Neighborhood Resilience Hub Network,4,7.09236,Digital Service Isolation and Offline Fallbacks
1880,CS002,Regional Supply Network Diversification,5,6.8147,Digital Service Isolation and Offline Fallbacks
1880,CS003,Wetland and Floodplain Buffer Network,6,6.64717,Digital Service Isolation and Offline Fallbacks
1881,CS005,Digital Service Isolation and Offline Fallbacks,1,7.25849,Digital Service Isolation and Offline Fallbacks
1881,CS001,Microgrid and Critical Service Islanding,2,7.09441,Digital Service Isolation and Offline Fallbacks
1881,CS002,Regional Supply Network Diversification,3,6.92596,Digital Service Isolation and Offline Fallbacks
1881,CS004,Cross-Agency Emergency Coordination Cells,4,6.90864,Digital Service Isolation and Offline Fallbacks
1881,CS006,Neighborhood Resilience Hub Network,5,6.59893,Digital Service Isolation and Offline Fallbacks
1881,CS003,Wetland and Floodplain Buffer Network,6,6.55912,Digital Service Isolation and Offline Fallbacks
1882,CS001,Microgrid and Critical Service Islanding,1,7.43972,Microgrid and Critical Service Islanding
1882,CS005,Digital Service Isolation and Offline Fallbacks,2,7.31559,Microgrid and Critical Service Islanding
1882,CS002,Regional Supply Network Diversification,3,7.00798,Microgrid and Critical Service Islanding
1882,CS003,Wetland and Floodplain Buffer Network,4,6.85765,Microgrid and Critical Service Islanding
1882,CS004,Cross-Agency Emergency Coordination Cells,5,6.79475,Microgrid and Critical Service Islanding
1882,CS006,Neighborhood Resilience Hub Network,6,6.69672,Microgrid and Critical Service Islanding
1883,CS005,Digital Service Isolation and Offline Fallbacks,1,7.47117,Digital Service Isolation and Offline Fallbacks
1883,CS006,Neighborhood Resilience Hub Network,2,6.91708,Digital Service Isolation and Offline Fallbacks
1883,CS001,Microgrid and Critical Service Islanding,3,6.84416,Digital Service Isolation and Offline Fallbacks
1883,CS002,Regional Supply Network Diversification,4,6.83604,Digital Service Isolation and Offline Fallbacks
1883,CS003,Wetland and Floodplain Buffer Network,5,6.78954,Digital Service Isolation and Offline Fallbacks
1883,CS004,Cross-Agency Emergency Coordination Cells,6,6.65508,Digital Service Isolation and Offline Fallbacks
1884,CS005,Digital Service Isolation and Offline Fallbacks,1,7.70986,Digital Service Isolation and Offline Fallbacks
1884,CS003,Wetland and Floodplain Buffer Network,2,6.75945,Digital Service Isolation and Offline Fallbacks
1884,CS004,Cross-Agency Emergency Coordination Cells,3,6.74378,Digital Service Isolation and Offline Fallbacks
1884,CS001,Microgrid and Critical Service Islanding,4,6.74324,Digital Service Isolation and Offline Fallbacks
1884,CS006,Neighborhood Resilience Hub Network,5,6.68798,Digital Service Isolation and Offline Fallbacks
1884,CS002,Regional Supply Network Diversification,6,6.38246,Digital Service Isolation and Offline Fallbacks
1885,CS001,Microgrid and Critical Service Islanding,1,7.61035,Microgrid and Critical Service Islanding
1885,CS005,Digital Service Isolation and Offline Fallbacks,2,7.4645,Microgrid and Critical Service Islanding
1885,CS006,Neighborhood Resilience Hub Network,3,7.34023,Microgrid and Critical Service Islanding
1885,CS002,Regional Supply Network Diversification,4,7.04282,Microgrid and Critical Service Islanding
1885,CS004,Cross-Agency Emergency Coordination Cells,5,6.72638,Microgrid and Critical Service Islanding
1885,CS003,Wetland and Floodplain Buffer Network,6,6.60076,Microgrid and Critical Service Islanding
1886,CS006,Neighborhood Resilience Hub Network,1,7.29521,Neighborhood Resilience Hub Network
1886,CS001,Microgrid and Critical Service Islanding,2,7.2657,Neighborhood Resilience Hub Network
1886,CS005,Digital Service Isolation and Offline Fallbacks,3,7.24632,Neighborhood Resilience Hub Network
1886,CS003,Wetland and Floodplain Buffer Network,4,6.98677,Neighborhood Resilience Hub Network
1886,CS004,Cross-Agency Emergency Coordination Cells,5,6.94954,Neighborhood Resilience Hub Network
1886,CS002,Regional Supply Network Diversification,6,6.36325,Neighborhood Resilience Hub Network
1887,CS001,Microgrid and Critical Service Islanding,1,7.4872,Microgrid and Critical Service Islanding
1887,CS005,Digital Service Isolation and Offline Fallbacks,2,7.16806,Microgrid and Critical Service Islanding
1887,CS003,Wetland and Floodplain Buffer Network,3,7.0424,Microgrid and Critical Service Islanding
1887,CS006,Neighborhood Resilience Hub Network,4,7.00079,Microgrid and Critical Service Islanding
1887,CS004,Cross-Agency Emergency Coordination Cells,5,6.99483,Microgrid and Critical Service Islanding
1887,CS002,Regional Supply Network Diversification,6,6.42397,Microgrid and Critical Service Islanding
1888,CS005,Digital Service Isolation and Offline Fallbacks,1,7.69351,Digital Service Isolation and Offline Fallbacks
1888,CS001,Microgrid and Critical Service Islanding,2,7.28191,Digital Service Isolation and Offline Fallbacks
1888,CS003,Wetland and Floodplain Buffer Network,3,6.8422,Digital Service Isolation and Offline Fallbacks
1888,CS002,Regional Supply Network Diversification,4,6.74732,Digital Service Isolation and Offline Fallbacks
1888,CS004,Cross-Agency Emergency Coordination Cells,5,6.7437,Digital Service Isolation and Offline Fallbacks
1888,CS006,Neighborhood Resilience Hub Network,6,6.63551,Digital Service Isolation and Offline Fallbacks
1889,CS006,Neighborhood Resilience Hub Network,1,7.27044,Neighborhood Resilience Hub Network
1889,CS005,Digital Service Isolation and Offline Fallbacks,2,7.25151,Neighborhood Resilience Hub Network
1889,CS004,Cross-Agency Emergency Coordination Cells,3,7.11492,Neighborhood Resilience Hub Network
1889,CS003,Wetland and Floodplain Buffer Network,4,7.10522,Neighborhood Resilience Hub Network
1889,CS002,Regional Supply Network Diversification,5,6.93102,Neighborhood Resilience Hub Network
1889,CS001,Microgrid and Critical Service Islanding,6,6.84407,Neighborhood Resilience Hub Network
1890,CS001,Microgrid and Critical Service Islanding,1,7.88265,Microgrid and Critical Service Islanding
1890,CS002,Regional Supply Network Diversification,2,7.20794,Microgrid and Critical Service Islanding
1890,CS005,Digital Service Isolation and Offline Fallbacks,3,7.15184,Microgrid and Critical Service Islanding
1890,CS003,Wetland and Floodplain Buffer Network,4,7.15035,Microgrid and Critical Service Islanding
1890,CS006,Neighborhood Resilience Hub Network,5,6.96871,Microgrid and Critical Service Islanding
1890,CS004,Cross-Agency Emergency Coordination Cells,6,6.64916,Microgrid and Critical Service Islanding
1891,CS005,Digital Service Isolation and Offline Fallbacks,1,7.3158,Digital Service Isolation and Offline Fallbacks
1891,CS001,Microgrid and Critical Service Islanding,2,7.24122,Digital Service Isolation and Offline Fallbacks
1891,CS004,Cross-Agency Emergency Coordination Cells,3,7.18665,Digital Service Isolation and Offline Fallbacks
1891,CS006,Neighborhood Resilience Hub Network,4,7.06757,Digital Service Isolation and Offline Fallbacks
1891,CS003,Wetland and Floodplain Buffer Network,5,6.84137,Digital Service Isolation and Offline Fallbacks
1891,CS002,Regional Supply Network Diversification,6,6.70477,Digital Service Isolation and Offline Fallbacks
1892,CS005,Digital Service Isolation and Offline Fallbacks,1,7.48408,Digital Service Isolation and Offline Fallbacks
1892,CS001,Microgrid and Critical Service Islanding,2,7.31778,Digital Service Isolation and Offline Fallbacks
1892,CS003,Wetland and Floodplain Buffer Network,3,7.16379,Digital Service Isolation and Offline Fallbacks
1892,CS006,Neighborhood Resilience Hub Network,4,7.11272,Digital Service Isolation and Offline Fallbacks
1892,CS004,Cross-Agency Emergency Coordination Cells,5,6.83245,Digital Service Isolation and Offline Fallbacks
1892,CS002,Regional Supply Network Diversification,6,6.82703,Digital Service Isolation and Offline Fallbacks
1893,CS005,Digital Service Isolation and Offline Fallbacks,1,7.546,Digital Service Isolation and Offline Fallbacks
1893,CS004,Cross-Agency Emergency Coordination Cells,2,7.22044,Digital Service Isolation and Offline Fallbacks
1893,CS001,Microgrid and Critical Service Islanding,3,7.15102,Digital Service Isolation and Offline Fallbacks
1893,CS006,Neighborhood Resilience Hub Network,4,7.04292,Digital Service Isolation and Offline Fallbacks
1893,CS002,Regional Supply Network Diversification,5,6.77847,Digital Service Isolation and Offline Fallbacks
1893,CS003,Wetland and Floodplain Buffer Network,6,6.69767,Digital Service Isolation and Offline Fallbacks
1894,CS001,Microgrid and Critical Service Islanding,1,7.3017,Microgrid and Critical Service Islanding
1894,CS003,Wetland and Floodplain Buffer Network,2,7.07153,Microgrid and Critical Service Islanding
1894,CS006,Neighborhood Resilience Hub Network,3,6.95185,Microgrid and Critical Service Islanding
1894,CS005,Digital Service Isolation and Offline Fallbacks,4,6.91869,Microgrid and Critical Service Islanding
1894,CS004,Cross-Agency Emergency Coordination Cells,5,6.85576,Microgrid and Critical Service Islanding
1894,CS002,Regional Supply Network Diversification,6,6.48647,Microgrid and Critical Service Islanding
1895,CS005,Digital Service Isolation and Offline Fallbacks,1,7.18132,Digital Service Isolation and Offline Fallbacks
1895,CS002,Regional Supply Network Diversification,2,7.10273,Digital Service Isolation and Offline Fallbacks
1895,CS001,Microgrid and Critical Service Islanding,3,7.05474,Digital Service Isolation and Offline Fallbacks
1895,CS003,Wetland and Floodplain Buffer Network,4,7.02214,Digital Service Isolation and Offline Fallbacks
1895,CS004,Cross-Agency Emergency Coordination Cells,5,6.99688,Digital Service Isolation and Offline Fallbacks
1895,CS006,Neighborhood Resilience Hub Network,6,6.75644,Digital Service Isolation and Offline Fallbacks
1896,CS005,Digital Service Isolation and Offline Fallbacks,1,7.40347,Digital Service Isolation and Offline Fallbacks
1896,CS006,Neighborhood Resilience Hub Network,2,7.19048,Digital Service Isolation and Offline Fallbacks
1896,CS004,Cross-Agency Emergency Coordination Cells,3,7.15711,Digital Service Isolation and Offline Fallbacks
1896,CS003,Wetland and Floodplain Buffer Network,4,7.06801,Digital Service Isolation and Offline Fallbacks
1896,CS001,Microgrid and Critical Service Islanding,5,6.80537,Digital Service Isolation and Offline Fallbacks
1896,CS002,Regional Supply Network Diversification,6,6.74678,Digital Service Isolation and Offline Fallbacks
1897,CS006,Neighborhood Resilience Hub Network,1,7.11332,Neighborhood Resilience Hub Network
1897,CS005,Digital Service Isolation and Offline Fallbacks,2,7.08384,Neighborhood Resilience Hub Network
1897,CS002,Regional Supply Network Diversification,3,7.05788,Neighborhood Resilience Hub Network
1897,CS004,Cross-Agency Emergency Coordination Cells,4,7.01303,Neighborhood Resilience Hub Network
1897,CS001,Microgrid and Critical Service Islanding,5,6.88327,Neighborhood Resilience Hub Network
1897,CS003,Wetland and Floodplain Buffer Network,6,6.73706,Neighborhood Resilience Hub Network
1898,CS005,Digital Service Isolation and Offline Fallbacks,1,7.4683,Digital Service Isolation and Offline Fallbacks
1898,CS001,Microgrid and Critical Service Islanding,2,7.02013,Digital Service Isolation and Offline Fallbacks
1898,CS006,Neighborhood Resilience Hub Network,3,6.91536,Digital Service Isolation and Offline Fallbacks
1898,CS002,Regional Supply Network Diversification,4,6.8876,Digital Service Isolation and Offline Fallbacks
1898,CS004,Cross-Agency Emergency Coordination Cells,5,6.81125,Digital Service Isolation and Offline Fallbacks
1898,CS003,Wetland and Floodplain Buffer Network,6,6.77057,Digital Service Isolation and Offline Fallbacks
1899,CS005,Digital Service Isolation and Offline Fallbacks,1,7.54963,Digital Service Isolation and Offline Fallbacks
1899,CS001,Microgrid and Critical Service Islanding,2,7.40824,Digital Service Isolation and Offline Fallbacks
1899,CS004,Cross-Agency Emergency Coordination Cells,3,7.04938,Digital Service Isolation and Offline Fallbacks
1899,CS006,Neighborhood Resilience Hub Network,4,6.85726,Digital Service Isolation and Offline Fallbacks
1899,CS002,Regional Supply Network Diversification,5,6.80702,Digital Service Isolation and Offline Fallbacks
1899,CS003,Wetland and Floodplain Buffer Network,6,6.27595,Digital Service Isolation and Offline Fallbacks
1900,CS005,Digital Service Isolation and Offline Fallbacks,1,7.48452,Digital Service Isolation and Offline Fallbacks
1900,CS002,Regional Supply Network Diversification,2,6.98599,Digital Service Isolation and Offline Fallbacks
1900,CS006,Neighborhood Resilience Hub Network,3,6.9463,Digital Service Isolation and Offline Fallbacks
1900,CS003,Wetland and Floodplain Buffer Network,4,6.92989,Digital Service Isolation and Offline Fallbacks
1900,CS001,Microgrid and Critical Service Islanding,5,6.91668,Digital Service Isolation and Offline Fallbacks
1900,CS004,Cross-Agency Emergency Coordination Cells,6,6.60381,Digital Service Isolation and Offline Fallbacks
1901,CS005,Digital Service Isolation and Offline Fallbacks,1,7.35308,Digital Service Isolation and Offline Fallbacks
1901,CS003,Wetland and Floodplain Buffer Network,2,7.24978,Digital Service Isolation and Offline Fallbacks
1901,CS001,Microgrid and Critical Service Islanding,3,7.18319,Digital Service Isolation and Offline Fallbacks
1901,CS004,Cross-Agency Emergency Coordination Cells,4,7.16141,Digital Service Isolation and Offline Fallbacks
1901,CS006,Neighborhood Resilience Hub Network,5,6.85414,Digital Service Isolation and Offline Fallbacks
1901,CS002,Regional Supply Network Diversification,6,6.68554,Digital Service Isolation and Offline Fallbacks
1902,CS005,Digital Service Isolation and Offline Fallbacks,1,7.43107,Digital Service Isolation and Offline Fallbacks
1902,CS006,Neighborhood Resilience Hub Network,2,7.01212,Digital Service Isolation and Offline Fallbacks
1902,CS004,Cross-Agency Emergency Coordination Cells,3,6.97467,Digital Service Isolation and Offline Fallbacks
1902,CS001,Microgrid and Critical Service Islanding,4,6.94619,Digital Service Isolation and Offline Fallbacks
1902,CS003,Wetland and Floodplain Buffer Network,5,6.78201,Digital Service Isolation and Offline Fallbacks
1902,CS002,Regional Supply Network Diversification,6,6.65098,Digital Service Isolation and Offline Fallbacks
1903,CS006,Neighborhood Resilience Hub Network,1,7.62451,Neighborhood Resilience Hub Network
1903,CS004,Cross-Agency Emergency Coordination Cells,2,7.3405,Neighborhood Resilience Hub Network
1903,CS005,Digital Service Isolation and Offline Fallbacks,3,7.18371,Neighborhood Resilience Hub Network
1903,CS001,Microgrid and Critical Service Islanding,4,6.93676,Neighborhood Resilience Hub Network
