service_id,service,scenario_id,scenario_name,time_step,disturbance,ecosystem_condition,functional_capacity,service_flow,resilience_margin,threshold_flag
ES004,Carbon Storage,SD003,Compound service stress,61,0.75468,0.01,0.01,8e-05,0.52682,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,62,0.75509,0.01,0.01,8e-05,0.52641,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,63,0.7552,0.01,0.01,8e-05,0.5263,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,64,0.75499,0.01,0.01,8e-05,0.52651,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,65,0.75447,0.01,0.01,8e-05,0.52703,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,66,1.27365,0.01,0.01,6e-05,0.00785,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,67,0.75255,0.01,0.01,8e-05,0.52895,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,68,0.75117,0.01,0.01,8e-05,0.53033,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,69,0.74954,0.01,0.01,8e-05,0.53196,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,70,0.74769,0.01,0.01,8e-05,0.53381,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,71,0.74565,0.01,0.01,8e-05,0.53585,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,72,1.26344,0.01,0.01,6e-05,0.01806,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,73,0.74111,0.01,0.01,8e-05,0.54039,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,74,0.73868,0.01,0.01,8e-05,0.54282,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,75,0.7362,0.01,0.01,8e-05,0.5453,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,76,0.7337,0.01,0.01,8e-05,0.5478,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,77,0.73122,0.01,0.01,8e-05,0.55028,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,78,1.24881,0.01,0.01,6e-05,0.03269,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,79,0.7265,0.01,0.01,8e-05,0.555,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,80,0.72432,0.01,0.01,8e-05,0.55718,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,81,0.72231,0.01,0.01,8e-05,0.55919,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,82,0.72051,0.01,0.01,8e-05,0.56099,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,83,0.71893,0.01,0.01,8e-05,0.56257,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,84,1.23761,0.01,0.01,6e-05,0.04389,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,85,0.71656,0.01,0.01,8e-05,0.56494,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,86,0.7158,0.01,0.01,8e-05,0.5657,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,87,0.71535,0.01,0.01,8e-05,0.56615,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,88,0.7152,0.01,0.01,8e-05,0.5663,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,89,0.71537,0.01,0.01,8e-05,0.56613,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,90,1.23584,0.01,0.01,6e-05,0.04566,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,91,0.71662,0.01,0.01,8e-05,0.56488,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,92,0.71769,0.01,0.01,8e-05,0.56381,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,93,0.71903,0.01,0.01,8e-05,0.56247,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,94,0.72063,0.01,0.01,8e-05,0.56087,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,95,0.72245,0.01,0.01,8e-05,0.55905,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,96,1.24447,0.01,0.01,6e-05,0.03703,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,97,0.72666,0.01,0.01,8e-05,0.55484,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,98,0.72898,0.01,0.01,8e-05,0.55252,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,99,0.7314,0.01,0.01,8e-05,0.5501,threshold risk
ES004,Carbon Storage,SD003,Compound service stress,100,0.73387,0.01,0.01,8e-05,0.54763,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,1,0.51769,0.61304,0.58725,0.2985,1.94409,viable margin
ES004,Carbon Storage,SD004,Slow threshold erosion,2,0.52015,0.60596,0.57441,0.28833,1.92173,viable margin
ES004,Carbon Storage,SD004,Slow threshold erosion,3,0.52253,0.59877,0.56151,0.27824,1.89925,viable margin
ES004,Carbon Storage,SD004,Slow threshold erosion,4,0.52479,0.59147,0.54853,0.26825,1.87672,viable margin
ES004,Carbon Storage,SD004,Slow threshold erosion,5,0.5269,0.58408,0.53549,0.25838,1.85416,viable margin
ES004,Carbon Storage,SD004,Slow threshold erosion,6,0.52883,0.57659,0.52238,0.24864,1.83164,viable margin
ES004,Carbon Storage,SD004,Slow threshold erosion,7,0.53055,0.56903,0.50922,0.23903,1.8092,viable margin
ES004,Carbon Storage,SD004,Slow threshold erosion,8,0.53203,0.56139,0.49602,0.22957,1.78688,viable margin
ES004,Carbon Storage,SD004,Slow threshold erosion,9,0.53325,0.55369,0.48278,0.22027,1.76473,viable margin
ES004,Carbon Storage,SD004,Slow threshold erosion,10,0.53418,0.54596,0.4695,0.21114,1.74278,viable margin
ES004,Carbon Storage,SD004,Slow threshold erosion,11,0.53482,0.53819,0.45621,0.2022,1.72108,viable margin
ES004,Carbon Storage,SD004,Slow threshold erosion,12,0.81515,0.51723,0.43413,0.16414,1.39771,viable margin
ES004,Carbon Storage,SD004,Slow threshold erosion,13,0.53517,0.50945,0.42083,0.17653,1.65661,viable margin
ES004,Carbon Storage,SD004,Slow threshold erosion,14,0.53488,0.50168,0.40753,0.16836,1.63583,viable margin
ES004,Carbon Storage,SD004,Slow threshold erosion,15,0.53428,0.49394,0.39426,0.1604,1.61541,viable margin
ES004,Carbon Storage,SD004,Slow threshold erosion,16,0.53339,0.48624,0.38101,0.15265,1.59536,viable margin
ES004,Carbon Storage,SD004,Slow threshold erosion,17,0.53221,0.47859,0.3678,0.14511,1.57569,viable margin
ES004,Carbon Storage,SD004,Slow threshold erosion,18,0.53076,0.47101,0.35464,0.13778,1.55639,viable margin
ES004,Carbon Storage,SD004,Slow threshold erosion,19,0.52907,0.46352,0.34152,0.13066,1.53747,viable margin
ES004,Carbon Storage,SD004,Slow threshold erosion,20,0.52717,0.45611,0.32847,0.12376,1.51891,viable margin
ES004,Carbon Storage,SD004,Slow threshold erosion,21,0.52508,0.4488,0.31549,0.11706,1.50071,viable margin
ES004,Carbon Storage,SD004,Slow threshold erosion,22,0.52283,0.44159,0.30257,0.11056,1.48283,viable margin
ES004,Carbon Storage,SD004,Slow threshold erosion,23,0.52047,0.4345,0.28973,0.10427,1.46526,viable margin
ES004,Carbon Storage,SD004,Slow threshold erosion,24,0.79802,0.41435,0.26818,0.08186,1.14601,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,25,0.51553,0.40749,0.25549,0.0864,1.40896,viable margin
ES004,Carbon Storage,SD004,Slow threshold erosion,26,0.51304,0.40075,0.24289,0.08086,1.3921,viable margin
ES004,Carbon Storage,SD004,Slow threshold erosion,27,0.51057,0.39412,0.23035,0.07549,1.3754,viable margin
ES004,Carbon Storage,SD004,Slow threshold erosion,28,0.50818,0.38761,0.2179,0.07029,1.35882,viable margin
ES004,Carbon Storage,SD004,Slow threshold erosion,29,0.5059,0.3812,0.20551,0.06526,1.34231,viable margin
ES004,Carbon Storage,SD004,Slow threshold erosion,30,0.50377,0.37489,0.19319,0.06039,1.32582,viable margin
ES004,Carbon Storage,SD004,Slow threshold erosion,31,0.50181,0.36868,0.18094,0.05566,1.3093,viable margin
ES004,Carbon Storage,SD004,Slow threshold erosion,32,0.50006,0.36254,0.16874,0.05108,1.29272,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,33,0.49855,0.35648,0.15658,0.04663,1.27601,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,34,0.4973,0.35048,0.14447,0.04232,1.25914,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,35,0.49633,0.34452,0.13238,0.03814,1.24207,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,36,0.77565,0.32542,0.11154,0.02701,0.92281,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,37,0.49528,0.31952,0.09948,0.02659,1.18523,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,38,0.49521,0.31361,0.08743,0.02294,1.16733,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,39,0.49546,0.3077,0.07538,0.0194,1.14911,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,40,0.49602,0.30175,0.0633,0.01597,1.13053,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,41,0.49688,0.29577,0.0512,0.01266,1.11159,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,42,0.49802,0.28973,0.03906,0.00946,1.09227,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,43,0.49943,0.28363,0.02688,0.00637,1.07258,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,44,0.50109,0.27745,0.01465,0.00339,1.0525,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,45,0.50297,0.27118,0.01,0.00226,1.03971,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,46,0.50503,0.26481,0.01,0.00221,1.03128,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,47,0.50726,0.25834,0.01,0.00215,1.02258,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,48,0.78961,0.23859,0.01,0.00176,0.72048,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,49,0.51205,0.23189,0.01,0.00193,0.99134,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,50,0.51454,0.22508,0.01,0.00187,0.98204,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,51,0.51703,0.21815,0.01,0.00181,0.97261,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,52,0.5195,0.2111,0.01,0.00175,0.9631,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,53,0.5219,0.20394,0.01,0.00169,0.95353,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,54,0.5242,0.19667,0.01,0.00163,0.94397,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,55,0.52636,0.1893,0.01,0.00156,0.93444,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,56,0.52834,0.18184,0.01,0.0015,0.925,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,57,0.53012,0.17429,0.01,0.00144,0.91567,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,58,0.53166,0.16667,0.01,0.00137,0.90651,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,59,0.53295,0.15899,0.01,0.00131,0.89754,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,60,0.81396,0.13809,0.01,0.00101,0.59563,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,61,0.53468,0.13033,0.01,0.00107,0.86715,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,62,0.53509,0.12255,0.01,0.00101,0.85896,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,63,0.5352,0.11476,0.01,0.00094,0.85107,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,64,0.53499,0.10699,0.01,0.00088,0.8435,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,65,0.53447,0.09924,0.01,0.00082,0.83627,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,66,0.53365,0.09152,0.01,0.00075,0.82937,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,67,0.53255,0.08386,0.01,0.00069,0.82282,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,68,0.53117,0.07627,0.01,0.00063,0.8166,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,69,0.52954,0.06875,0.01,0.00057,0.8107,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,70,0.52769,0.06131,0.01,0.00051,0.80512,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,71,0.52565,0.05398,0.01,0.00045,0.79983,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,72,0.80344,0.03357,0.01,0.00025,0.50163,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,73,0.52111,0.02645,0.01,0.00022,0.77684,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,74,0.51868,0.01944,0.01,0.00016,0.77226,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,75,0.5162,0.01255,0.01,0.0001,0.76785,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,76,0.5137,0.01,0.01,8e-05,0.7678,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,77,0.51122,0.01,0.01,8e-05,0.77028,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,78,0.50881,0.01,0.01,8e-05,0.77269,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,79,0.5065,0.01,0.01,8e-05,0.775,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,80,0.50432,0.01,0.01,8e-05,0.77718,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,81,0.50231,0.01,0.01,8e-05,0.77919,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,82,0.50051,0.01,0.01,8e-05,0.78099,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,83,0.49893,0.01,0.01,8e-05,0.78257,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,84,0.77761,0.01,0.01,7e-05,0.50389,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,85,0.49656,0.01,0.01,8e-05,0.78494,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,86,0.4958,0.01,0.01,8e-05,0.7857,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,87,0.49535,0.01,0.01,8e-05,0.78615,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,88,0.4952,0.01,0.01,8e-05,0.7863,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,89,0.49537,0.01,0.01,8e-05,0.78613,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,90,0.49584,0.01,0.01,8e-05,0.78566,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,91,0.49662,0.01,0.01,8e-05,0.78488,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,92,0.49769,0.01,0.01,8e-05,0.78381,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,93,0.49903,0.01,0.01,8e-05,0.78247,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,94,0.50063,0.01,0.01,8e-05,0.78087,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,95,0.50245,0.01,0.01,8e-05,0.77905,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,96,0.78447,0.01,0.01,7e-05,0.49703,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,97,0.50666,0.01,0.01,8e-05,0.77484,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,98,0.50898,0.01,0.01,8e-05,0.77252,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,99,0.5114,0.01,0.01,8e-05,0.7701,threshold risk
ES004,Carbon Storage,SD004,Slow threshold erosion,100,0.51387,0.01,0.01,8e-05,0.76763,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,1,0.40409,0.54493,0.48952,0.23118,1.45135,viable margin
ES005,Food Provision,SD001,Moderate recurring disturbance,2,0.40655,0.53975,0.47895,0.22383,1.43315,viable margin
ES005,Food Provision,SD001,Moderate recurring disturbance,3,0.40893,0.53444,0.46831,0.21651,1.41483,viable margin
ES005,Food Provision,SD001,Moderate recurring disturbance,4,0.41119,0.52903,0.45759,0.20923,1.39643,viable margin
ES005,Food Provision,SD001,Moderate recurring disturbance,5,0.4133,0.52351,0.44681,0.20201,1.37802,viable margin
ES005,Food Provision,SD001,Moderate recurring disturbance,6,0.41523,0.5179,0.43596,0.19485,1.35963,viable margin
ES005,Food Provision,SD001,Moderate recurring disturbance,7,0.41695,0.51221,0.42506,0.18776,1.34132,viable margin
ES005,Food Provision,SD001,Moderate recurring disturbance,8,0.63843,0.49573,0.40696,0.15924,1.08526,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,9,0.41965,0.4899,0.39597,0.16712,1.28723,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,10,0.42058,0.48403,0.38495,0.16047,1.2694,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,11,0.42122,0.47813,0.37391,0.15393,1.25182,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,12,0.42155,0.47221,0.36286,0.14751,1.23452,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,13,0.42157,0.46629,0.35181,0.14122,1.21753,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,14,0.42128,0.46039,0.34076,0.13507,1.20087,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,15,0.42068,0.45451,0.32974,0.12906,1.18457,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,16,0.63979,0.43796,0.3116,0.10766,0.93077,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,17,0.41861,0.43219,0.30064,0.11198,1.13522,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,18,0.41716,0.42648,0.28973,0.10656,1.12005,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,19,0.41547,0.42086,0.27888,0.10128,1.10527,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,20,0.41357,0.41533,0.26809,0.09615,1.09085,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,21,0.41148,0.4099,0.25736,0.09117,1.07679,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,22,0.40923,0.40459,0.24671,0.08634,1.06306,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,23,0.40687,0.39938,0.23614,0.08165,1.04965,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,24,0.62442,0.38358,0.21849,0.06654,0.79865,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,25,0.40193,0.37862,0.20808,0.06833,1.00577,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,26,0.39944,0.37378,0.19775,0.06417,0.99309,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,27,0.39697,0.36906,0.18749,0.06013,0.98058,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,28,0.39458,0.36445,0.17732,0.05621,0.96819,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,29,0.3923,0.35996,0.16721,0.0524,0.95587,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,30,0.39017,0.35557,0.15718,0.04869,0.94358,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,31,0.38821,0.35128,0.14721,0.04509,0.93128,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,32,0.60646,0.33635,0.13015,0.03502,0.68104,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,33,0.38495,0.33222,0.12029,0.03489,0.88855,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,34,0.3837,0.32814,0.11047,0.03166,0.87591,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,35,0.38273,0.32412,0.10068,0.02851,0.86307,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,36,0.38205,0.32012,0.09091,0.02543,0.84998,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,37,0.38168,0.31615,0.08115,0.02242,0.83662,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,38,0.38161,0.31217,0.0714,0.01948,0.82296,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,39,0.38186,0.30819,0.06163,0.0166,0.80896,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,40,0.60242,0.29346,0.04471,0.01051,0.55675,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,41,0.38328,0.28941,0.0349,0.00882,0.76203,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,42,0.38442,0.2853,0.02505,0.00624,0.74693,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,43,0.38583,0.28112,0.01516,0.00372,0.73145,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,44,0.38749,0.27686,0.01,0.00241,0.72037,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,45,0.38937,0.27251,0.01,0.00237,0.71415,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,46,0.39143,0.26806,0.01,0.00233,0.70763,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,47,0.39366,0.2635,0.01,0.00229,0.70084,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,48,0.61601,0.24811,0.01,0.00198,0.4631,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,49,0.39845,0.24332,0.01,0.00211,0.67587,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,50,0.40094,0.2384,0.01,0.00207,0.66847,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,51,0.40343,0.23337,0.01,0.00202,0.66093,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,52,0.4059,0.22821,0.01,0.00198,0.65331,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,53,0.4083,0.22294,0.01,0.00193,0.64564,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,54,0.4106,0.21756,0.01,0.00188,0.63796,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,55,0.41276,0.21207,0.01,0.00183,0.63031,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,56,0.63474,0.19576,0.01,0.00155,0.39202,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,57,0.41652,0.19009,0.01,0.00164,0.60457,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,58,0.41806,0.18434,0.01,0.00159,0.59728,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,59,0.41935,0.17853,0.01,0.00154,0.59018,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,60,0.42036,0.17267,0.01,0.00149,0.58331,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,61,0.42108,0.16678,0.01,0.00144,0.5767,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,62,0.42149,0.16086,0.01,0.00138,0.57037,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,63,0.4216,0.15494,0.01,0.00133,0.56434,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,64,0.64139,0.13831,0.01,0.00109,0.32792,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,65,0.42087,0.13243,0.01,0.00114,0.54256,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,66,0.42005,0.12658,0.01,0.00109,0.53753,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,67,0.41895,0.12079,0.01,0.00104,0.53285,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,68,0.41757,0.11507,0.01,0.00099,0.5285,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,69,0.41594,0.10942,0.01,0.00094,0.52448,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,70,0.41409,0.10387,0.01,0.0009,0.52077,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,71,0.41205,0.09841,0.01,0.00085,0.51736,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,72,0.62984,0.08235,0.01,0.00065,0.2835,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,73,0.40751,0.07711,0.01,0.00067,0.50061,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,74,0.40508,0.072,0.01,0.00062,0.49792,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,75,0.4026,0.067,0.01,0.00058,0.49541,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,76,0.4001,0.06213,0.01,0.00054,0.49303,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,77,0.39762,0.05738,0.01,0.0005,0.49076,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,78,0.39521,0.05274,0.01,0.00046,0.48853,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,79,0.3929,0.04822,0.01,0.00042,0.48633,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,80,0.61072,0.03309,0.01,0.00026,0.25337,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,81,0.38871,0.02877,0.01,0.00025,0.47106,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,82,0.38691,0.02454,0.01,0.00021,0.46863,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,83,0.38533,0.02039,0.01,0.00018,0.46606,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,84,0.38401,0.0163,0.01,0.00014,0.46329,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,85,0.38296,0.01226,0.01,0.00011,0.4603,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,86,0.3822,0.01,0.01,9e-05,0.4588,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,87,0.38175,0.01,0.01,9e-05,0.45925,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,88,0.6016,0.01,0.01,8e-05,0.2394,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,89,0.38177,0.01,0.01,9e-05,0.45923,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,90,0.38224,0.01,0.01,9e-05,0.45876,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,91,0.38302,0.01,0.01,9e-05,0.45798,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,92,0.38409,0.01,0.01,9e-05,0.45691,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,93,0.38543,0.01,0.01,9e-05,0.45557,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,94,0.38703,0.01,0.01,9e-05,0.45397,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,95,0.38885,0.01,0.01,9e-05,0.45215,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,96,0.61087,0.01,0.01,8e-05,0.23013,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,97,0.39306,0.01,0.01,9e-05,0.44794,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,98,0.39538,0.01,0.01,9e-05,0.44562,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,99,0.3978,0.01,0.01,9e-05,0.4432,threshold risk
ES005,Food Provision,SD001,Moderate recurring disturbance,100,0.40027,0.01,0.01,9e-05,0.44073,threshold risk
ES005,Food Provision,SD002,Climate-amplified disturbance,1,0.58409,0.53568,0.48367,0.20915,1.25626,threshold risk
ES005,Food Provision,SD002,Climate-amplified disturbance,2,0.58655,0.52125,0.46726,0.19641,1.22296,threshold risk
