simulation_id,strategy_id,strategy,rank,drr_value,winner
1917,DRR001,Floodplain Land-Use Restriction,4,6.41496,Equitable Recovery and Housing Protection Program
1917,DRR005,Integrated Preparedness and Response Training,5,5.97784,Equitable Recovery and Housing Protection Program
1917,DRR003,Critical Infrastructure Hardening,6,5.95691,Equitable Recovery and Housing Protection Program
1918,DRR006,Equitable Recovery and Housing Protection Program,1,7.10055,Equitable Recovery and Housing Protection Program
1918,DRR002,Community Early Warning Network,2,6.60776,Equitable Recovery and Housing Protection Program
1918,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.43851,Equitable Recovery and Housing Protection Program
1918,DRR005,Integrated Preparedness and Response Training,4,6.19713,Equitable Recovery and Housing Protection Program
1918,DRR001,Floodplain Land-Use Restriction,5,6.11279,Equitable Recovery and Housing Protection Program
1918,DRR003,Critical Infrastructure Hardening,6,5.91916,Equitable Recovery and Housing Protection Program
1919,DRR006,Equitable Recovery and Housing Protection Program,1,6.85555,Equitable Recovery and Housing Protection Program
1919,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.80345,Equitable Recovery and Housing Protection Program
1919,DRR002,Community Early Warning Network,3,6.50926,Equitable Recovery and Housing Protection Program
1919,DRR005,Integrated Preparedness and Response Training,4,6.47535,Equitable Recovery and Housing Protection Program
1919,DRR001,Floodplain Land-Use Restriction,5,6.19761,Equitable Recovery and Housing Protection Program
1919,DRR003,Critical Infrastructure Hardening,6,5.85879,Equitable Recovery and Housing Protection Program
1920,DRR006,Equitable Recovery and Housing Protection Program,1,7.09308,Equitable Recovery and Housing Protection Program
1920,DRR005,Integrated Preparedness and Response Training,2,6.22366,Equitable Recovery and Housing Protection Program
1920,DRR002,Community Early Warning Network,3,6.20985,Equitable Recovery and Housing Protection Program
1920,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,4,6.13769,Equitable Recovery and Housing Protection Program
1920,DRR003,Critical Infrastructure Hardening,5,6.08306,Equitable Recovery and Housing Protection Program
1920,DRR001,Floodplain Land-Use Restriction,6,6.01946,Equitable Recovery and Housing Protection Program
1921,DRR005,Integrated Preparedness and Response Training,1,7.10205,Integrated Preparedness and Response Training
1921,DRR006,Equitable Recovery and Housing Protection Program,2,7.02295,Integrated Preparedness and Response Training
1921,DRR002,Community Early Warning Network,3,6.59652,Integrated Preparedness and Response Training
1921,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,4,6.36385,Integrated Preparedness and Response Training
1921,DRR001,Floodplain Land-Use Restriction,5,6.00197,Integrated Preparedness and Response Training
1921,DRR003,Critical Infrastructure Hardening,6,5.98141,Integrated Preparedness and Response Training
1922,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,7.11436,Ecosystem-Based Flood and Fire Risk Reduction
1922,DRR006,Equitable Recovery and Housing Protection Program,2,7.03277,Ecosystem-Based Flood and Fire Risk Reduction
1922,DRR005,Integrated Preparedness and Response Training,3,6.39119,Ecosystem-Based Flood and Fire Risk Reduction
1922,DRR001,Floodplain Land-Use Restriction,4,6.38734,Ecosystem-Based Flood and Fire Risk Reduction
1922,DRR003,Critical Infrastructure Hardening,5,6.32993,Ecosystem-Based Flood and Fire Risk Reduction
1922,DRR002,Community Early Warning Network,6,6.27833,Ecosystem-Based Flood and Fire Risk Reduction
1923,DRR006,Equitable Recovery and Housing Protection Program,1,6.87586,Equitable Recovery and Housing Protection Program
1923,DRR005,Integrated Preparedness and Response Training,2,6.54998,Equitable Recovery and Housing Protection Program
1923,DRR002,Community Early Warning Network,3,6.54321,Equitable Recovery and Housing Protection Program
1923,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,4,6.51389,Equitable Recovery and Housing Protection Program
1923,DRR001,Floodplain Land-Use Restriction,5,5.9974,Equitable Recovery and Housing Protection Program
1923,DRR003,Critical Infrastructure Hardening,6,5.94696,Equitable Recovery and Housing Protection Program
1924,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,6.86198,Ecosystem-Based Flood and Fire Risk Reduction
1924,DRR006,Equitable Recovery and Housing Protection Program,2,6.58022,Ecosystem-Based Flood and Fire Risk Reduction
1924,DRR001,Floodplain Land-Use Restriction,3,6.49049,Ecosystem-Based Flood and Fire Risk Reduction
1924,DRR002,Community Early Warning Network,4,6.25228,Ecosystem-Based Flood and Fire Risk Reduction
1924,DRR003,Critical Infrastructure Hardening,5,6.20106,Ecosystem-Based Flood and Fire Risk Reduction
1924,DRR005,Integrated Preparedness and Response Training,6,5.97226,Ecosystem-Based Flood and Fire Risk Reduction
1925,DRR006,Equitable Recovery and Housing Protection Program,1,7.07313,Equitable Recovery and Housing Protection Program
1925,DRR005,Integrated Preparedness and Response Training,2,6.72301,Equitable Recovery and Housing Protection Program
1925,DRR002,Community Early Warning Network,3,6.67175,Equitable Recovery and Housing Protection Program
1925,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,4,6.65514,Equitable Recovery and Housing Protection Program
1925,DRR003,Critical Infrastructure Hardening,5,6.54282,Equitable Recovery and Housing Protection Program
1925,DRR001,Floodplain Land-Use Restriction,6,5.99782,Equitable Recovery and Housing Protection Program
1926,DRR006,Equitable Recovery and Housing Protection Program,1,6.86874,Equitable Recovery and Housing Protection Program
1926,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.77775,Equitable Recovery and Housing Protection Program
1926,DRR005,Integrated Preparedness and Response Training,3,6.54079,Equitable Recovery and Housing Protection Program
1926,DRR002,Community Early Warning Network,4,6.4173,Equitable Recovery and Housing Protection Program
1926,DRR003,Critical Infrastructure Hardening,5,6.30626,Equitable Recovery and Housing Protection Program
1926,DRR001,Floodplain Land-Use Restriction,6,6.17092,Equitable Recovery and Housing Protection Program
1927,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,6.70384,Ecosystem-Based Flood and Fire Risk Reduction
1927,DRR002,Community Early Warning Network,2,6.54327,Ecosystem-Based Flood and Fire Risk Reduction
1927,DRR001,Floodplain Land-Use Restriction,3,6.48228,Ecosystem-Based Flood and Fire Risk Reduction
1927,DRR003,Critical Infrastructure Hardening,4,6.25962,Ecosystem-Based Flood and Fire Risk Reduction
1927,DRR006,Equitable Recovery and Housing Protection Program,5,6.16312,Ecosystem-Based Flood and Fire Risk Reduction
1927,DRR005,Integrated Preparedness and Response Training,6,6.14889,Ecosystem-Based Flood and Fire Risk Reduction
1928,DRR006,Equitable Recovery and Housing Protection Program,1,6.83396,Equitable Recovery and Housing Protection Program
1928,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.63509,Equitable Recovery and Housing Protection Program
1928,DRR005,Integrated Preparedness and Response Training,3,6.27967,Equitable Recovery and Housing Protection Program
1928,DRR002,Community Early Warning Network,4,6.27646,Equitable Recovery and Housing Protection Program
1928,DRR001,Floodplain Land-Use Restriction,5,6.06815,Equitable Recovery and Housing Protection Program
1928,DRR003,Critical Infrastructure Hardening,6,6.0587,Equitable Recovery and Housing Protection Program
1929,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,7.19357,Ecosystem-Based Flood and Fire Risk Reduction
1929,DRR006,Equitable Recovery and Housing Protection Program,2,6.90631,Ecosystem-Based Flood and Fire Risk Reduction
1929,DRR005,Integrated Preparedness and Response Training,3,6.42086,Ecosystem-Based Flood and Fire Risk Reduction
1929,DRR001,Floodplain Land-Use Restriction,4,6.11651,Ecosystem-Based Flood and Fire Risk Reduction
1929,DRR002,Community Early Warning Network,5,6.00834,Ecosystem-Based Flood and Fire Risk Reduction
1929,DRR003,Critical Infrastructure Hardening,6,5.67359,Ecosystem-Based Flood and Fire Risk Reduction
1930,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,6.71323,Ecosystem-Based Flood and Fire Risk Reduction
1930,DRR006,Equitable Recovery and Housing Protection Program,2,6.68497,Ecosystem-Based Flood and Fire Risk Reduction
1930,DRR002,Community Early Warning Network,3,6.60067,Ecosystem-Based Flood and Fire Risk Reduction
1930,DRR005,Integrated Preparedness and Response Training,4,6.59322,Ecosystem-Based Flood and Fire Risk Reduction
1930,DRR001,Floodplain Land-Use Restriction,5,6.35626,Ecosystem-Based Flood and Fire Risk Reduction
1930,DRR003,Critical Infrastructure Hardening,6,6.19135,Ecosystem-Based Flood and Fire Risk Reduction
1931,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,7.43241,Ecosystem-Based Flood and Fire Risk Reduction
1931,DRR006,Equitable Recovery and Housing Protection Program,2,7.20835,Ecosystem-Based Flood and Fire Risk Reduction
1931,DRR002,Community Early Warning Network,3,6.58608,Ecosystem-Based Flood and Fire Risk Reduction
1931,DRR005,Integrated Preparedness and Response Training,4,6.36548,Ecosystem-Based Flood and Fire Risk Reduction
1931,DRR001,Floodplain Land-Use Restriction,5,6.12145,Ecosystem-Based Flood and Fire Risk Reduction
1931,DRR003,Critical Infrastructure Hardening,6,5.90016,Ecosystem-Based Flood and Fire Risk Reduction
1932,DRR006,Equitable Recovery and Housing Protection Program,1,6.70748,Equitable Recovery and Housing Protection Program
1932,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.56323,Equitable Recovery and Housing Protection Program
1932,DRR002,Community Early Warning Network,3,6.3375,Equitable Recovery and Housing Protection Program
1932,DRR001,Floodplain Land-Use Restriction,4,6.32176,Equitable Recovery and Housing Protection Program
1932,DRR005,Integrated Preparedness and Response Training,5,6.10987,Equitable Recovery and Housing Protection Program
1932,DRR003,Critical Infrastructure Hardening,6,5.68564,Equitable Recovery and Housing Protection Program
1933,DRR006,Equitable Recovery and Housing Protection Program,1,7.25335,Equitable Recovery and Housing Protection Program
1933,DRR005,Integrated Preparedness and Response Training,2,6.83604,Equitable Recovery and Housing Protection Program
1933,DRR002,Community Early Warning Network,3,6.77006,Equitable Recovery and Housing Protection Program
1933,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,4,6.37003,Equitable Recovery and Housing Protection Program
1933,DRR001,Floodplain Land-Use Restriction,5,6.33731,Equitable Recovery and Housing Protection Program
1933,DRR003,Critical Infrastructure Hardening,6,6.21542,Equitable Recovery and Housing Protection Program
1934,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,7.0811,Ecosystem-Based Flood and Fire Risk Reduction
1934,DRR006,Equitable Recovery and Housing Protection Program,2,6.78978,Ecosystem-Based Flood and Fire Risk Reduction
1934,DRR002,Community Early Warning Network,3,6.61576,Ecosystem-Based Flood and Fire Risk Reduction
1934,DRR005,Integrated Preparedness and Response Training,4,6.19687,Ecosystem-Based Flood and Fire Risk Reduction
1934,DRR003,Critical Infrastructure Hardening,5,6.14564,Ecosystem-Based Flood and Fire Risk Reduction
1934,DRR001,Floodplain Land-Use Restriction,6,5.90392,Ecosystem-Based Flood and Fire Risk Reduction
1935,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,6.85484,Ecosystem-Based Flood and Fire Risk Reduction
1935,DRR006,Equitable Recovery and Housing Protection Program,2,6.8128,Ecosystem-Based Flood and Fire Risk Reduction
1935,DRR002,Community Early Warning Network,3,6.57032,Ecosystem-Based Flood and Fire Risk Reduction
1935,DRR001,Floodplain Land-Use Restriction,4,6.44586,Ecosystem-Based Flood and Fire Risk Reduction
1935,DRR005,Integrated Preparedness and Response Training,5,6.36199,Ecosystem-Based Flood and Fire Risk Reduction
1935,DRR003,Critical Infrastructure Hardening,6,6.09119,Ecosystem-Based Flood and Fire Risk Reduction
1936,DRR005,Integrated Preparedness and Response Training,1,6.86604,Integrated Preparedness and Response Training
1936,DRR006,Equitable Recovery and Housing Protection Program,2,6.71703,Integrated Preparedness and Response Training
1936,DRR002,Community Early Warning Network,3,6.63903,Integrated Preparedness and Response Training
1936,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,4,6.60155,Integrated Preparedness and Response Training
1936,DRR003,Critical Infrastructure Hardening,5,6.36143,Integrated Preparedness and Response Training
1936,DRR001,Floodplain Land-Use Restriction,6,6.0785,Integrated Preparedness and Response Training
1937,DRR002,Community Early Warning Network,1,6.74906,Community Early Warning Network
1937,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.7227,Community Early Warning Network
1937,DRR005,Integrated Preparedness and Response Training,3,6.50296,Community Early Warning Network
1937,DRR001,Floodplain Land-Use Restriction,4,6.40059,Community Early Warning Network
1937,DRR006,Equitable Recovery and Housing Protection Program,5,6.24949,Community Early Warning Network
1937,DRR003,Critical Infrastructure Hardening,6,5.79707,Community Early Warning Network
1938,DRR005,Integrated Preparedness and Response Training,1,6.59757,Integrated Preparedness and Response Training
1938,DRR006,Equitable Recovery and Housing Protection Program,2,6.54858,Integrated Preparedness and Response Training
1938,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.48344,Integrated Preparedness and Response Training
1938,DRR002,Community Early Warning Network,4,6.32562,Integrated Preparedness and Response Training
1938,DRR001,Floodplain Land-Use Restriction,5,6.22359,Integrated Preparedness and Response Training
1938,DRR003,Critical Infrastructure Hardening,6,5.81265,Integrated Preparedness and Response Training
1939,DRR005,Integrated Preparedness and Response Training,1,6.96423,Integrated Preparedness and Response Training
1939,DRR006,Equitable Recovery and Housing Protection Program,2,6.76589,Integrated Preparedness and Response Training
1939,DRR002,Community Early Warning Network,3,6.73443,Integrated Preparedness and Response Training
1939,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,4,6.47118,Integrated Preparedness and Response Training
1939,DRR001,Floodplain Land-Use Restriction,5,6.32323,Integrated Preparedness and Response Training
1939,DRR003,Critical Infrastructure Hardening,6,6.2454,Integrated Preparedness and Response Training
1940,DRR006,Equitable Recovery and Housing Protection Program,1,6.80358,Equitable Recovery and Housing Protection Program
1940,DRR002,Community Early Warning Network,2,6.35972,Equitable Recovery and Housing Protection Program
1940,DRR005,Integrated Preparedness and Response Training,3,6.22453,Equitable Recovery and Housing Protection Program
1940,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,4,6.18805,Equitable Recovery and Housing Protection Program
1940,DRR001,Floodplain Land-Use Restriction,5,5.78918,Equitable Recovery and Housing Protection Program
1940,DRR003,Critical Infrastructure Hardening,6,5.74546,Equitable Recovery and Housing Protection Program
1941,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,7.06629,Ecosystem-Based Flood and Fire Risk Reduction
1941,DRR002,Community Early Warning Network,2,6.55369,Ecosystem-Based Flood and Fire Risk Reduction
1941,DRR006,Equitable Recovery and Housing Protection Program,3,6.37511,Ecosystem-Based Flood and Fire Risk Reduction
1941,DRR005,Integrated Preparedness and Response Training,4,6.27183,Ecosystem-Based Flood and Fire Risk Reduction
1941,DRR001,Floodplain Land-Use Restriction,5,6.21305,Ecosystem-Based Flood and Fire Risk Reduction
1941,DRR003,Critical Infrastructure Hardening,6,5.99114,Ecosystem-Based Flood and Fire Risk Reduction
1942,DRR002,Community Early Warning Network,1,7.04122,Community Early Warning Network
1942,DRR005,Integrated Preparedness and Response Training,2,6.7503,Community Early Warning Network
1942,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.70908,Community Early Warning Network
1942,DRR006,Equitable Recovery and Housing Protection Program,4,6.55282,Community Early Warning Network
1942,DRR001,Floodplain Land-Use Restriction,5,6.52052,Community Early Warning Network
1942,DRR003,Critical Infrastructure Hardening,6,6.33404,Community Early Warning Network
1943,DRR006,Equitable Recovery and Housing Protection Program,1,6.92582,Equitable Recovery and Housing Protection Program
1943,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.57915,Equitable Recovery and Housing Protection Program
1943,DRR001,Floodplain Land-Use Restriction,3,6.48564,Equitable Recovery and Housing Protection Program
1943,DRR003,Critical Infrastructure Hardening,4,6.4252,Equitable Recovery and Housing Protection Program
1943,DRR002,Community Early Warning Network,5,6.22883,Equitable Recovery and Housing Protection Program
1943,DRR005,Integrated Preparedness and Response Training,6,6.11492,Equitable Recovery and Housing Protection Program
1944,DRR002,Community Early Warning Network,1,6.70671,Community Early Warning Network
1944,DRR006,Equitable Recovery and Housing Protection Program,2,6.68593,Community Early Warning Network
1944,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.65371,Community Early Warning Network
1944,DRR001,Floodplain Land-Use Restriction,4,6.42714,Community Early Warning Network
1944,DRR005,Integrated Preparedness and Response Training,5,6.27395,Community Early Warning Network
1944,DRR003,Critical Infrastructure Hardening,6,5.89952,Community Early Warning Network
1945,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,6.92136,Ecosystem-Based Flood and Fire Risk Reduction
1945,DRR001,Floodplain Land-Use Restriction,2,6.86702,Ecosystem-Based Flood and Fire Risk Reduction
1945,DRR006,Equitable Recovery and Housing Protection Program,3,6.84073,Ecosystem-Based Flood and Fire Risk Reduction
1945,DRR005,Integrated Preparedness and Response Training,4,6.42615,Ecosystem-Based Flood and Fire Risk Reduction
1945,DRR002,Community Early Warning Network,5,6.31065,Ecosystem-Based Flood and Fire Risk Reduction
1945,DRR003,Critical Infrastructure Hardening,6,5.77445,Ecosystem-Based Flood and Fire Risk Reduction
1946,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,6.84373,Ecosystem-Based Flood and Fire Risk Reduction
1946,DRR006,Equitable Recovery and Housing Protection Program,2,6.72147,Ecosystem-Based Flood and Fire Risk Reduction
1946,DRR005,Integrated Preparedness and Response Training,3,6.68674,Ecosystem-Based Flood and Fire Risk Reduction
1946,DRR001,Floodplain Land-Use Restriction,4,6.55066,Ecosystem-Based Flood and Fire Risk Reduction
1946,DRR002,Community Early Warning Network,5,6.40766,Ecosystem-Based Flood and Fire Risk Reduction
1946,DRR003,Critical Infrastructure Hardening,6,5.74548,Ecosystem-Based Flood and Fire Risk Reduction
1947,DRR006,Equitable Recovery and Housing Protection Program,1,6.85242,Equitable Recovery and Housing Protection Program
1947,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.54219,Equitable Recovery and Housing Protection Program
1947,DRR002,Community Early Warning Network,3,6.41766,Equitable Recovery and Housing Protection Program
1947,DRR005,Integrated Preparedness and Response Training,4,6.34825,Equitable Recovery and Housing Protection Program
1947,DRR003,Critical Infrastructure Hardening,5,6.1995,Equitable Recovery and Housing Protection Program
1947,DRR001,Floodplain Land-Use Restriction,6,6.01467,Equitable Recovery and Housing Protection Program
1948,DRR006,Equitable Recovery and Housing Protection Program,1,7.16414,Equitable Recovery and Housing Protection Program
1948,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,7.05334,Equitable Recovery and Housing Protection Program
1948,DRR005,Integrated Preparedness and Response Training,3,6.6448,Equitable Recovery and Housing Protection Program
1948,DRR001,Floodplain Land-Use Restriction,4,6.44427,Equitable Recovery and Housing Protection Program
1948,DRR002,Community Early Warning Network,5,6.22104,Equitable Recovery and Housing Protection Program
1948,DRR003,Critical Infrastructure Hardening,6,6.15052,Equitable Recovery and Housing Protection Program
1949,DRR002,Community Early Warning Network,1,6.92999,Community Early Warning Network
1949,DRR006,Equitable Recovery and Housing Protection Program,2,6.90445,Community Early Warning Network
1949,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.66006,Community Early Warning Network
1949,DRR001,Floodplain Land-Use Restriction,4,6.52514,Community Early Warning Network
1949,DRR005,Integrated Preparedness and Response Training,5,6.35512,Community Early Warning Network
1949,DRR003,Critical Infrastructure Hardening,6,5.9103,Community Early Warning Network
1950,DRR006,Equitable Recovery and Housing Protection Program,1,6.9123,Equitable Recovery and Housing Protection Program
1950,DRR005,Integrated Preparedness and Response Training,2,6.63737,Equitable Recovery and Housing Protection Program
1950,DRR001,Floodplain Land-Use Restriction,3,6.59084,Equitable Recovery and Housing Protection Program
1950,DRR002,Community Early Warning Network,4,6.33341,Equitable Recovery and Housing Protection Program
1950,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,5,6.33066,Equitable Recovery and Housing Protection Program
1950,DRR003,Critical Infrastructure Hardening,6,6.24737,Equitable Recovery and Housing Protection Program
1951,DRR006,Equitable Recovery and Housing Protection Program,1,6.86554,Equitable Recovery and Housing Protection Program
1951,DRR005,Integrated Preparedness and Response Training,2,6.72355,Equitable Recovery and Housing Protection Program
1951,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.67488,Equitable Recovery and Housing Protection Program
1951,DRR003,Critical Infrastructure Hardening,4,6.30832,Equitable Recovery and Housing Protection Program
1951,DRR002,Community Early Warning Network,5,6.29793,Equitable Recovery and Housing Protection Program
1951,DRR001,Floodplain Land-Use Restriction,6,6.16514,Equitable Recovery and Housing Protection Program
1952,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,6.96613,Ecosystem-Based Flood and Fire Risk Reduction
1952,DRR002,Community Early Warning Network,2,6.87771,Ecosystem-Based Flood and Fire Risk Reduction
1952,DRR006,Equitable Recovery and Housing Protection Program,3,6.63332,Ecosystem-Based Flood and Fire Risk Reduction
1952,DRR003,Critical Infrastructure Hardening,4,6.51378,Ecosystem-Based Flood and Fire Risk Reduction
1952,DRR005,Integrated Preparedness and Response Training,5,6.32906,Ecosystem-Based Flood and Fire Risk Reduction
1952,DRR001,Floodplain Land-Use Restriction,6,5.86598,Ecosystem-Based Flood and Fire Risk Reduction
1953,DRR002,Community Early Warning Network,1,6.59834,Community Early Warning Network
1953,DRR006,Equitable Recovery and Housing Protection Program,2,6.5507,Community Early Warning Network
1953,DRR005,Integrated Preparedness and Response Training,3,6.49025,Community Early Warning Network
1953,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,4,6.38189,Community Early Warning Network
1953,DRR001,Floodplain Land-Use Restriction,5,6.31179,Community Early Warning Network
1953,DRR003,Critical Infrastructure Hardening,6,6.04319,Community Early Warning Network
1954,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,6.98776,Ecosystem-Based Flood and Fire Risk Reduction
1954,DRR006,Equitable Recovery and Housing Protection Program,2,6.70929,Ecosystem-Based Flood and Fire Risk Reduction
1954,DRR002,Community Early Warning Network,3,6.66113,Ecosystem-Based Flood and Fire Risk Reduction
1954,DRR001,Floodplain Land-Use Restriction,4,6.41249,Ecosystem-Based Flood and Fire Risk Reduction
1954,DRR005,Integrated Preparedness and Response Training,5,6.26514,Ecosystem-Based Flood and Fire Risk Reduction
1954,DRR003,Critical Infrastructure Hardening,6,6.16104,Ecosystem-Based Flood and Fire Risk Reduction
1955,DRR006,Equitable Recovery and Housing Protection Program,1,6.7109,Equitable Recovery and Housing Protection Program
1955,DRR002,Community Early Warning Network,2,6.44732,Equitable Recovery and Housing Protection Program
1955,DRR005,Integrated Preparedness and Response Training,3,6.42648,Equitable Recovery and Housing Protection Program
1955,DRR001,Floodplain Land-Use Restriction,4,6.27363,Equitable Recovery and Housing Protection Program
1955,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,5,6.22759,Equitable Recovery and Housing Protection Program
1955,DRR003,Critical Infrastructure Hardening,6,6.06968,Equitable Recovery and Housing Protection Program
1956,DRR005,Integrated Preparedness and Response Training,1,6.86901,Integrated Preparedness and Response Training
1956,DRR002,Community Early Warning Network,2,6.74777,Integrated Preparedness and Response Training
1956,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.50747,Integrated Preparedness and Response Training
1956,DRR006,Equitable Recovery and Housing Protection Program,4,6.40284,Integrated Preparedness and Response Training
1956,DRR001,Floodplain Land-Use Restriction,5,5.96854,Integrated Preparedness and Response Training
1956,DRR003,Critical Infrastructure Hardening,6,5.93909,Integrated Preparedness and Response Training
1957,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,7.15633,Ecosystem-Based Flood and Fire Risk Reduction
1957,DRR002,Community Early Warning Network,2,6.98026,Ecosystem-Based Flood and Fire Risk Reduction
1957,DRR006,Equitable Recovery and Housing Protection Program,3,6.86943,Ecosystem-Based Flood and Fire Risk Reduction
1957,DRR005,Integrated Preparedness and Response Training,4,6.62006,Ecosystem-Based Flood and Fire Risk Reduction
1957,DRR001,Floodplain Land-Use Restriction,5,6.17638,Ecosystem-Based Flood and Fire Risk Reduction
1957,DRR003,Critical Infrastructure Hardening,6,5.54008,Ecosystem-Based Flood and Fire Risk Reduction
1958,DRR006,Equitable Recovery and Housing Protection Program,1,6.62792,Equitable Recovery and Housing Protection Program
1958,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.59767,Equitable Recovery and Housing Protection Program
1958,DRR001,Floodplain Land-Use Restriction,3,6.17249,Equitable Recovery and Housing Protection Program
1958,DRR002,Community Early Warning Network,4,6.16342,Equitable Recovery and Housing Protection Program
1958,DRR003,Critical Infrastructure Hardening,5,6.09381,Equitable Recovery and Housing Protection Program
1958,DRR005,Integrated Preparedness and Response Training,6,6.03448,Equitable Recovery and Housing Protection Program
1959,DRR006,Equitable Recovery and Housing Protection Program,1,6.97683,Equitable Recovery and Housing Protection Program
1959,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.86563,Equitable Recovery and Housing Protection Program
1959,DRR002,Community Early Warning Network,3,6.83774,Equitable Recovery and Housing Protection Program
1959,DRR005,Integrated Preparedness and Response Training,4,6.23172,Equitable Recovery and Housing Protection Program
1959,DRR001,Floodplain Land-Use Restriction,5,6.22124,Equitable Recovery and Housing Protection Program
1959,DRR003,Critical Infrastructure Hardening,6,6.11765,Equitable Recovery and Housing Protection Program
1960,DRR006,Equitable Recovery and Housing Protection Program,1,6.86343,Equitable Recovery and Housing Protection Program
1960,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.69063,Equitable Recovery and Housing Protection Program
1960,DRR002,Community Early Warning Network,3,6.60208,Equitable Recovery and Housing Protection Program
1960,DRR001,Floodplain Land-Use Restriction,4,6.44587,Equitable Recovery and Housing Protection Program
1960,DRR005,Integrated Preparedness and Response Training,5,6.02334,Equitable Recovery and Housing Protection Program
1960,DRR003,Critical Infrastructure Hardening,6,6.02283,Equitable Recovery and Housing Protection Program
1961,DRR006,Equitable Recovery and Housing Protection Program,1,6.91195,Equitable Recovery and Housing Protection Program
1961,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.76665,Equitable Recovery and Housing Protection Program
1961,DRR003,Critical Infrastructure Hardening,3,6.26003,Equitable Recovery and Housing Protection Program
1961,DRR005,Integrated Preparedness and Response Training,4,6.25942,Equitable Recovery and Housing Protection Program
1961,DRR002,Community Early Warning Network,5,6.15541,Equitable Recovery and Housing Protection Program
1961,DRR001,Floodplain Land-Use Restriction,6,5.97139,Equitable Recovery and Housing Protection Program
1962,DRR006,Equitable Recovery and Housing Protection Program,1,6.71532,Equitable Recovery and Housing Protection Program
1962,DRR005,Integrated Preparedness and Response Training,2,6.63392,Equitable Recovery and Housing Protection Program
1962,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.59569,Equitable Recovery and Housing Protection Program
1962,DRR002,Community Early Warning Network,4,6.32676,Equitable Recovery and Housing Protection Program
1962,DRR001,Floodplain Land-Use Restriction,5,6.29112,Equitable Recovery and Housing Protection Program
1962,DRR003,Critical Infrastructure Hardening,6,5.80777,Equitable Recovery and Housing Protection Program
1963,DRR002,Community Early Warning Network,1,6.68163,Community Early Warning Network
1963,DRR001,Floodplain Land-Use Restriction,2,6.65016,Community Early Warning Network
1963,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.61908,Community Early Warning Network
1963,DRR006,Equitable Recovery and Housing Protection Program,4,6.6037,Community Early Warning Network
1963,DRR005,Integrated Preparedness and Response Training,5,6.53558,Community Early Warning Network
1963,DRR003,Critical Infrastructure Hardening,6,6.1071,Community Early Warning Network
1964,DRR005,Integrated Preparedness and Response Training,1,6.83166,Integrated Preparedness and Response Training
1964,DRR006,Equitable Recovery and Housing Protection Program,2,6.61327,Integrated Preparedness and Response Training
1964,DRR002,Community Early Warning Network,3,6.50078,Integrated Preparedness and Response Training
