simulation_id,strategy_id,strategy,rank,infrastructure_resilience_value,winner
1068,IIR002,Sensor Monitoring and Early Warning Network,5,7.71892,Equity-Centered Climate Adaptation Portfolio
1068,IIR001,Critical Function and Dependency Mapping,6,7.68037,Equity-Centered Climate Adaptation Portfolio
1068,IIR007,Interoperability and Vendor Portability Strategy,7,7.44884,Equity-Centered Climate Adaptation Portfolio
1069,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.10853,Equity-Centered Climate Adaptation Portfolio
1069,IIR001,Critical Function and Dependency Mapping,2,8.02931,Equity-Centered Climate Adaptation Portfolio
1069,IIR004,Predictive Maintenance and Asset Renewal,3,7.98493,Equity-Centered Climate Adaptation Portfolio
1069,IIR002,Sensor Monitoring and Early Warning Network,4,7.97328,Equity-Centered Climate Adaptation Portfolio
1069,IIR003,Digital Twin and Scenario Stress Testing,5,7.84949,Equity-Centered Climate Adaptation Portfolio
1069,IIR005,Cyber-Physical Security and Recovery Program,6,7.81824,Equity-Centered Climate Adaptation Portfolio
1069,IIR007,Interoperability and Vendor Portability Strategy,7,7.63523,Equity-Centered Climate Adaptation Portfolio
1070,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.21171,Equity-Centered Climate Adaptation Portfolio
1070,IIR003,Digital Twin and Scenario Stress Testing,2,8.1764,Equity-Centered Climate Adaptation Portfolio
1070,IIR004,Predictive Maintenance and Asset Renewal,3,8.10115,Equity-Centered Climate Adaptation Portfolio
1070,IIR002,Sensor Monitoring and Early Warning Network,4,7.77752,Equity-Centered Climate Adaptation Portfolio
1070,IIR001,Critical Function and Dependency Mapping,5,7.66856,Equity-Centered Climate Adaptation Portfolio
1070,IIR005,Cyber-Physical Security and Recovery Program,6,7.64944,Equity-Centered Climate Adaptation Portfolio
1070,IIR007,Interoperability and Vendor Portability Strategy,7,7.62487,Equity-Centered Climate Adaptation Portfolio
1071,IIR005,Cyber-Physical Security and Recovery Program,1,8.08001,Cyber-Physical Security and Recovery Program
1071,IIR003,Digital Twin and Scenario Stress Testing,2,8.03791,Cyber-Physical Security and Recovery Program
1071,IIR006,Equity-Centered Climate Adaptation Portfolio,3,7.98882,Cyber-Physical Security and Recovery Program
1071,IIR004,Predictive Maintenance and Asset Renewal,4,7.98399,Cyber-Physical Security and Recovery Program
1071,IIR007,Interoperability and Vendor Portability Strategy,5,7.85819,Cyber-Physical Security and Recovery Program
1071,IIR002,Sensor Monitoring and Early Warning Network,6,7.70763,Cyber-Physical Security and Recovery Program
1071,IIR001,Critical Function and Dependency Mapping,7,7.67295,Cyber-Physical Security and Recovery Program
1072,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.46324,Equity-Centered Climate Adaptation Portfolio
1072,IIR003,Digital Twin and Scenario Stress Testing,2,8.17385,Equity-Centered Climate Adaptation Portfolio
1072,IIR005,Cyber-Physical Security and Recovery Program,3,7.9262,Equity-Centered Climate Adaptation Portfolio
1072,IIR002,Sensor Monitoring and Early Warning Network,4,7.83677,Equity-Centered Climate Adaptation Portfolio
1072,IIR004,Predictive Maintenance and Asset Renewal,5,7.81942,Equity-Centered Climate Adaptation Portfolio
1072,IIR001,Critical Function and Dependency Mapping,6,7.74854,Equity-Centered Climate Adaptation Portfolio
1072,IIR007,Interoperability and Vendor Portability Strategy,7,7.67528,Equity-Centered Climate Adaptation Portfolio
1073,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.07032,Equity-Centered Climate Adaptation Portfolio
1073,IIR002,Sensor Monitoring and Early Warning Network,2,7.85856,Equity-Centered Climate Adaptation Portfolio
1073,IIR003,Digital Twin and Scenario Stress Testing,3,7.80946,Equity-Centered Climate Adaptation Portfolio
1073,IIR007,Interoperability and Vendor Portability Strategy,4,7.80907,Equity-Centered Climate Adaptation Portfolio
1073,IIR005,Cyber-Physical Security and Recovery Program,5,7.79919,Equity-Centered Climate Adaptation Portfolio
1073,IIR001,Critical Function and Dependency Mapping,6,7.78315,Equity-Centered Climate Adaptation Portfolio
1073,IIR004,Predictive Maintenance and Asset Renewal,7,7.64886,Equity-Centered Climate Adaptation Portfolio
1074,IIR004,Predictive Maintenance and Asset Renewal,1,8.04839,Predictive Maintenance and Asset Renewal
1074,IIR001,Critical Function and Dependency Mapping,2,8.03866,Predictive Maintenance and Asset Renewal
1074,IIR006,Equity-Centered Climate Adaptation Portfolio,3,7.99216,Predictive Maintenance and Asset Renewal
1074,IIR007,Interoperability and Vendor Portability Strategy,4,7.92886,Predictive Maintenance and Asset Renewal
1074,IIR005,Cyber-Physical Security and Recovery Program,5,7.807,Predictive Maintenance and Asset Renewal
1074,IIR003,Digital Twin and Scenario Stress Testing,6,7.67486,Predictive Maintenance and Asset Renewal
1074,IIR002,Sensor Monitoring and Early Warning Network,7,7.64314,Predictive Maintenance and Asset Renewal
1075,IIR004,Predictive Maintenance and Asset Renewal,1,8.42892,Predictive Maintenance and Asset Renewal
1075,IIR003,Digital Twin and Scenario Stress Testing,2,8.28301,Predictive Maintenance and Asset Renewal
1075,IIR006,Equity-Centered Climate Adaptation Portfolio,3,8.11345,Predictive Maintenance and Asset Renewal
1075,IIR007,Interoperability and Vendor Portability Strategy,4,7.99495,Predictive Maintenance and Asset Renewal
1075,IIR005,Cyber-Physical Security and Recovery Program,5,7.9523,Predictive Maintenance and Asset Renewal
1075,IIR002,Sensor Monitoring and Early Warning Network,6,7.81257,Predictive Maintenance and Asset Renewal
1075,IIR001,Critical Function and Dependency Mapping,7,7.58245,Predictive Maintenance and Asset Renewal
1076,IIR004,Predictive Maintenance and Asset Renewal,1,8.31762,Predictive Maintenance and Asset Renewal
1076,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.0566,Predictive Maintenance and Asset Renewal
1076,IIR002,Sensor Monitoring and Early Warning Network,3,8.04803,Predictive Maintenance and Asset Renewal
1076,IIR003,Digital Twin and Scenario Stress Testing,4,8.04575,Predictive Maintenance and Asset Renewal
1076,IIR001,Critical Function and Dependency Mapping,5,7.92981,Predictive Maintenance and Asset Renewal
1076,IIR005,Cyber-Physical Security and Recovery Program,6,7.91974,Predictive Maintenance and Asset Renewal
1076,IIR007,Interoperability and Vendor Portability Strategy,7,7.69977,Predictive Maintenance and Asset Renewal
1077,IIR004,Predictive Maintenance and Asset Renewal,1,8.01009,Predictive Maintenance and Asset Renewal
1077,IIR006,Equity-Centered Climate Adaptation Portfolio,2,7.97212,Predictive Maintenance and Asset Renewal
1077,IIR003,Digital Twin and Scenario Stress Testing,3,7.84496,Predictive Maintenance and Asset Renewal
1077,IIR002,Sensor Monitoring and Early Warning Network,4,7.80783,Predictive Maintenance and Asset Renewal
1077,IIR005,Cyber-Physical Security and Recovery Program,5,7.65386,Predictive Maintenance and Asset Renewal
1077,IIR001,Critical Function and Dependency Mapping,6,7.65306,Predictive Maintenance and Asset Renewal
1077,IIR007,Interoperability and Vendor Portability Strategy,7,7.54544,Predictive Maintenance and Asset Renewal
1078,IIR004,Predictive Maintenance and Asset Renewal,1,8.43646,Predictive Maintenance and Asset Renewal
1078,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.17796,Predictive Maintenance and Asset Renewal
1078,IIR005,Cyber-Physical Security and Recovery Program,3,8.16809,Predictive Maintenance and Asset Renewal
1078,IIR007,Interoperability and Vendor Portability Strategy,4,8.10264,Predictive Maintenance and Asset Renewal
1078,IIR001,Critical Function and Dependency Mapping,5,7.98504,Predictive Maintenance and Asset Renewal
1078,IIR002,Sensor Monitoring and Early Warning Network,6,7.87818,Predictive Maintenance and Asset Renewal
1078,IIR003,Digital Twin and Scenario Stress Testing,7,7.87378,Predictive Maintenance and Asset Renewal
1079,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.11521,Equity-Centered Climate Adaptation Portfolio
1079,IIR001,Critical Function and Dependency Mapping,2,7.94196,Equity-Centered Climate Adaptation Portfolio
1079,IIR004,Predictive Maintenance and Asset Renewal,3,7.93104,Equity-Centered Climate Adaptation Portfolio
1079,IIR007,Interoperability and Vendor Portability Strategy,4,7.89131,Equity-Centered Climate Adaptation Portfolio
1079,IIR003,Digital Twin and Scenario Stress Testing,5,7.85252,Equity-Centered Climate Adaptation Portfolio
1079,IIR005,Cyber-Physical Security and Recovery Program,6,7.75974,Equity-Centered Climate Adaptation Portfolio
1079,IIR002,Sensor Monitoring and Early Warning Network,7,7.63571,Equity-Centered Climate Adaptation Portfolio
1080,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.42817,Equity-Centered Climate Adaptation Portfolio
1080,IIR003,Digital Twin and Scenario Stress Testing,2,8.40093,Equity-Centered Climate Adaptation Portfolio
1080,IIR002,Sensor Monitoring and Early Warning Network,3,8.12348,Equity-Centered Climate Adaptation Portfolio
1080,IIR004,Predictive Maintenance and Asset Renewal,4,7.98973,Equity-Centered Climate Adaptation Portfolio
1080,IIR001,Critical Function and Dependency Mapping,5,7.82169,Equity-Centered Climate Adaptation Portfolio
1080,IIR005,Cyber-Physical Security and Recovery Program,6,7.81998,Equity-Centered Climate Adaptation Portfolio
1080,IIR007,Interoperability and Vendor Portability Strategy,7,7.53505,Equity-Centered Climate Adaptation Portfolio
1081,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.35098,Equity-Centered Climate Adaptation Portfolio
1081,IIR003,Digital Twin and Scenario Stress Testing,2,8.28839,Equity-Centered Climate Adaptation Portfolio
1081,IIR001,Critical Function and Dependency Mapping,3,8.03301,Equity-Centered Climate Adaptation Portfolio
1081,IIR004,Predictive Maintenance and Asset Renewal,4,7.9292,Equity-Centered Climate Adaptation Portfolio
1081,IIR005,Cyber-Physical Security and Recovery Program,5,7.8316,Equity-Centered Climate Adaptation Portfolio
1081,IIR002,Sensor Monitoring and Early Warning Network,6,7.80929,Equity-Centered Climate Adaptation Portfolio
1081,IIR007,Interoperability and Vendor Portability Strategy,7,7.70306,Equity-Centered Climate Adaptation Portfolio
1082,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.56657,Equity-Centered Climate Adaptation Portfolio
1082,IIR004,Predictive Maintenance and Asset Renewal,2,8.26296,Equity-Centered Climate Adaptation Portfolio
1082,IIR003,Digital Twin and Scenario Stress Testing,3,8.07193,Equity-Centered Climate Adaptation Portfolio
1082,IIR005,Cyber-Physical Security and Recovery Program,4,8.05388,Equity-Centered Climate Adaptation Portfolio
1082,IIR001,Critical Function and Dependency Mapping,5,7.98662,Equity-Centered Climate Adaptation Portfolio
1082,IIR007,Interoperability and Vendor Portability Strategy,6,7.81238,Equity-Centered Climate Adaptation Portfolio
1082,IIR002,Sensor Monitoring and Early Warning Network,7,7.5697,Equity-Centered Climate Adaptation Portfolio
1083,IIR001,Critical Function and Dependency Mapping,1,8.18163,Critical Function and Dependency Mapping
1083,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.07995,Critical Function and Dependency Mapping
1083,IIR002,Sensor Monitoring and Early Warning Network,3,7.85165,Critical Function and Dependency Mapping
1083,IIR007,Interoperability and Vendor Portability Strategy,4,7.84962,Critical Function and Dependency Mapping
1083,IIR005,Cyber-Physical Security and Recovery Program,5,7.81194,Critical Function and Dependency Mapping
1083,IIR003,Digital Twin and Scenario Stress Testing,6,7.79417,Critical Function and Dependency Mapping
1083,IIR004,Predictive Maintenance and Asset Renewal,7,7.77619,Critical Function and Dependency Mapping
1084,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.09568,Equity-Centered Climate Adaptation Portfolio
1084,IIR004,Predictive Maintenance and Asset Renewal,2,7.91623,Equity-Centered Climate Adaptation Portfolio
1084,IIR005,Cyber-Physical Security and Recovery Program,3,7.80809,Equity-Centered Climate Adaptation Portfolio
1084,IIR007,Interoperability and Vendor Portability Strategy,4,7.77003,Equity-Centered Climate Adaptation Portfolio
1084,IIR003,Digital Twin and Scenario Stress Testing,5,7.76162,Equity-Centered Climate Adaptation Portfolio
1084,IIR001,Critical Function and Dependency Mapping,6,7.73833,Equity-Centered Climate Adaptation Portfolio
1084,IIR002,Sensor Monitoring and Early Warning Network,7,7.57837,Equity-Centered Climate Adaptation Portfolio
1085,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.25578,Equity-Centered Climate Adaptation Portfolio
1085,IIR004,Predictive Maintenance and Asset Renewal,2,8.24961,Equity-Centered Climate Adaptation Portfolio
1085,IIR002,Sensor Monitoring and Early Warning Network,3,8.13158,Equity-Centered Climate Adaptation Portfolio
1085,IIR005,Cyber-Physical Security and Recovery Program,4,7.99864,Equity-Centered Climate Adaptation Portfolio
1085,IIR003,Digital Twin and Scenario Stress Testing,5,7.83371,Equity-Centered Climate Adaptation Portfolio
1085,IIR001,Critical Function and Dependency Mapping,6,7.75492,Equity-Centered Climate Adaptation Portfolio
1085,IIR007,Interoperability and Vendor Portability Strategy,7,7.73384,Equity-Centered Climate Adaptation Portfolio
1086,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.10819,Equity-Centered Climate Adaptation Portfolio
1086,IIR004,Predictive Maintenance and Asset Renewal,2,7.99357,Equity-Centered Climate Adaptation Portfolio
1086,IIR005,Cyber-Physical Security and Recovery Program,3,7.94811,Equity-Centered Climate Adaptation Portfolio
1086,IIR002,Sensor Monitoring and Early Warning Network,4,7.75933,Equity-Centered Climate Adaptation Portfolio
1086,IIR003,Digital Twin and Scenario Stress Testing,5,7.69792,Equity-Centered Climate Adaptation Portfolio
1086,IIR001,Critical Function and Dependency Mapping,6,7.6514,Equity-Centered Climate Adaptation Portfolio
1086,IIR007,Interoperability and Vendor Portability Strategy,7,7.64239,Equity-Centered Climate Adaptation Portfolio
1087,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.10423,Equity-Centered Climate Adaptation Portfolio
1087,IIR004,Predictive Maintenance and Asset Renewal,2,8.04099,Equity-Centered Climate Adaptation Portfolio
1087,IIR005,Cyber-Physical Security and Recovery Program,3,7.87093,Equity-Centered Climate Adaptation Portfolio
1087,IIR003,Digital Twin and Scenario Stress Testing,4,7.84146,Equity-Centered Climate Adaptation Portfolio
1087,IIR007,Interoperability and Vendor Portability Strategy,5,7.79891,Equity-Centered Climate Adaptation Portfolio
1087,IIR002,Sensor Monitoring and Early Warning Network,6,7.72441,Equity-Centered Climate Adaptation Portfolio
1087,IIR001,Critical Function and Dependency Mapping,7,7.69878,Equity-Centered Climate Adaptation Portfolio
1088,IIR004,Predictive Maintenance and Asset Renewal,1,8.24282,Predictive Maintenance and Asset Renewal
1088,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.14323,Predictive Maintenance and Asset Renewal
1088,IIR003,Digital Twin and Scenario Stress Testing,3,8.03389,Predictive Maintenance and Asset Renewal
1088,IIR005,Cyber-Physical Security and Recovery Program,4,7.99687,Predictive Maintenance and Asset Renewal
1088,IIR001,Critical Function and Dependency Mapping,5,7.95415,Predictive Maintenance and Asset Renewal
1088,IIR002,Sensor Monitoring and Early Warning Network,6,7.89876,Predictive Maintenance and Asset Renewal
1088,IIR007,Interoperability and Vendor Portability Strategy,7,7.59322,Predictive Maintenance and Asset Renewal
1089,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.31527,Equity-Centered Climate Adaptation Portfolio
1089,IIR005,Cyber-Physical Security and Recovery Program,2,8.26109,Equity-Centered Climate Adaptation Portfolio
1089,IIR004,Predictive Maintenance and Asset Renewal,3,8.24149,Equity-Centered Climate Adaptation Portfolio
1089,IIR002,Sensor Monitoring and Early Warning Network,4,8.01373,Equity-Centered Climate Adaptation Portfolio
1089,IIR003,Digital Twin and Scenario Stress Testing,5,7.93214,Equity-Centered Climate Adaptation Portfolio
1089,IIR001,Critical Function and Dependency Mapping,6,7.85999,Equity-Centered Climate Adaptation Portfolio
1089,IIR007,Interoperability and Vendor Portability Strategy,7,7.57934,Equity-Centered Climate Adaptation Portfolio
1090,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.19685,Equity-Centered Climate Adaptation Portfolio
1090,IIR004,Predictive Maintenance and Asset Renewal,2,8.10959,Equity-Centered Climate Adaptation Portfolio
1090,IIR005,Cyber-Physical Security and Recovery Program,3,7.98273,Equity-Centered Climate Adaptation Portfolio
1090,IIR007,Interoperability and Vendor Portability Strategy,4,7.97842,Equity-Centered Climate Adaptation Portfolio
1090,IIR002,Sensor Monitoring and Early Warning Network,5,7.92005,Equity-Centered Climate Adaptation Portfolio
1090,IIR001,Critical Function and Dependency Mapping,6,7.89354,Equity-Centered Climate Adaptation Portfolio
1090,IIR003,Digital Twin and Scenario Stress Testing,7,7.88729,Equity-Centered Climate Adaptation Portfolio
1091,IIR004,Predictive Maintenance and Asset Renewal,1,8.28488,Predictive Maintenance and Asset Renewal
1091,IIR005,Cyber-Physical Security and Recovery Program,2,8.14344,Predictive Maintenance and Asset Renewal
1091,IIR001,Critical Function and Dependency Mapping,3,7.94341,Predictive Maintenance and Asset Renewal
1091,IIR006,Equity-Centered Climate Adaptation Portfolio,4,7.91234,Predictive Maintenance and Asset Renewal
1091,IIR002,Sensor Monitoring and Early Warning Network,5,7.86643,Predictive Maintenance and Asset Renewal
1091,IIR007,Interoperability and Vendor Portability Strategy,6,7.7537,Predictive Maintenance and Asset Renewal
1091,IIR003,Digital Twin and Scenario Stress Testing,7,7.6102,Predictive Maintenance and Asset Renewal
1092,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.2494,Equity-Centered Climate Adaptation Portfolio
1092,IIR005,Cyber-Physical Security and Recovery Program,2,7.99121,Equity-Centered Climate Adaptation Portfolio
1092,IIR003,Digital Twin and Scenario Stress Testing,3,7.98191,Equity-Centered Climate Adaptation Portfolio
1092,IIR001,Critical Function and Dependency Mapping,4,7.7489,Equity-Centered Climate Adaptation Portfolio
1092,IIR002,Sensor Monitoring and Early Warning Network,5,7.62178,Equity-Centered Climate Adaptation Portfolio
1092,IIR004,Predictive Maintenance and Asset Renewal,6,7.54849,Equity-Centered Climate Adaptation Portfolio
1092,IIR007,Interoperability and Vendor Portability Strategy,7,7.50632,Equity-Centered Climate Adaptation Portfolio
1093,IIR004,Predictive Maintenance and Asset Renewal,1,8.17205,Predictive Maintenance and Asset Renewal
1093,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.06682,Predictive Maintenance and Asset Renewal
1093,IIR005,Cyber-Physical Security and Recovery Program,3,8.03251,Predictive Maintenance and Asset Renewal
1093,IIR003,Digital Twin and Scenario Stress Testing,4,7.94311,Predictive Maintenance and Asset Renewal
1093,IIR001,Critical Function and Dependency Mapping,5,7.88618,Predictive Maintenance and Asset Renewal
1093,IIR002,Sensor Monitoring and Early Warning Network,6,7.80987,Predictive Maintenance and Asset Renewal
1093,IIR007,Interoperability and Vendor Portability Strategy,7,7.65334,Predictive Maintenance and Asset Renewal
1094,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.22541,Equity-Centered Climate Adaptation Portfolio
1094,IIR002,Sensor Monitoring and Early Warning Network,2,8.01279,Equity-Centered Climate Adaptation Portfolio
1094,IIR003,Digital Twin and Scenario Stress Testing,3,8.00262,Equity-Centered Climate Adaptation Portfolio
1094,IIR004,Predictive Maintenance and Asset Renewal,4,7.93141,Equity-Centered Climate Adaptation Portfolio
1094,IIR001,Critical Function and Dependency Mapping,5,7.88723,Equity-Centered Climate Adaptation Portfolio
1094,IIR007,Interoperability and Vendor Portability Strategy,6,7.72169,Equity-Centered Climate Adaptation Portfolio
1094,IIR005,Cyber-Physical Security and Recovery Program,7,7.6886,Equity-Centered Climate Adaptation Portfolio
1095,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.52433,Equity-Centered Climate Adaptation Portfolio
1095,IIR003,Digital Twin and Scenario Stress Testing,2,8.19667,Equity-Centered Climate Adaptation Portfolio
1095,IIR004,Predictive Maintenance and Asset Renewal,3,8.17277,Equity-Centered Climate Adaptation Portfolio
1095,IIR005,Cyber-Physical Security and Recovery Program,4,7.74329,Equity-Centered Climate Adaptation Portfolio
1095,IIR002,Sensor Monitoring and Early Warning Network,5,7.64495,Equity-Centered Climate Adaptation Portfolio
1095,IIR001,Critical Function and Dependency Mapping,6,7.54742,Equity-Centered Climate Adaptation Portfolio
1095,IIR007,Interoperability and Vendor Portability Strategy,7,7.49412,Equity-Centered Climate Adaptation Portfolio
1096,IIR004,Predictive Maintenance and Asset Renewal,1,8.13669,Predictive Maintenance and Asset Renewal
1096,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.02621,Predictive Maintenance and Asset Renewal
1096,IIR003,Digital Twin and Scenario Stress Testing,3,7.78779,Predictive Maintenance and Asset Renewal
1096,IIR001,Critical Function and Dependency Mapping,4,7.77013,Predictive Maintenance and Asset Renewal
1096,IIR002,Sensor Monitoring and Early Warning Network,5,7.74225,Predictive Maintenance and Asset Renewal
1096,IIR005,Cyber-Physical Security and Recovery Program,6,7.73922,Predictive Maintenance and Asset Renewal
1096,IIR007,Interoperability and Vendor Portability Strategy,7,7.71038,Predictive Maintenance and Asset Renewal
1097,IIR005,Cyber-Physical Security and Recovery Program,1,8.24489,Cyber-Physical Security and Recovery Program
1097,IIR003,Digital Twin and Scenario Stress Testing,2,8.19056,Cyber-Physical Security and Recovery Program
1097,IIR006,Equity-Centered Climate Adaptation Portfolio,3,8.06883,Cyber-Physical Security and Recovery Program
1097,IIR001,Critical Function and Dependency Mapping,4,7.96835,Cyber-Physical Security and Recovery Program
1097,IIR004,Predictive Maintenance and Asset Renewal,5,7.83526,Cyber-Physical Security and Recovery Program
1097,IIR002,Sensor Monitoring and Early Warning Network,6,7.69663,Cyber-Physical Security and Recovery Program
1097,IIR007,Interoperability and Vendor Portability Strategy,7,7.51313,Cyber-Physical Security and Recovery Program
1098,IIR005,Cyber-Physical Security and Recovery Program,1,8.22886,Cyber-Physical Security and Recovery Program
1098,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.19128,Cyber-Physical Security and Recovery Program
1098,IIR001,Critical Function and Dependency Mapping,3,7.87351,Cyber-Physical Security and Recovery Program
1098,IIR002,Sensor Monitoring and Early Warning Network,4,7.83398,Cyber-Physical Security and Recovery Program
1098,IIR003,Digital Twin and Scenario Stress Testing,5,7.66918,Cyber-Physical Security and Recovery Program
1098,IIR004,Predictive Maintenance and Asset Renewal,6,7.66336,Cyber-Physical Security and Recovery Program
1098,IIR007,Interoperability and Vendor Portability Strategy,7,7.56466,Cyber-Physical Security and Recovery Program
1099,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.29626,Equity-Centered Climate Adaptation Portfolio
1099,IIR004,Predictive Maintenance and Asset Renewal,2,8.09945,Equity-Centered Climate Adaptation Portfolio
1099,IIR005,Cyber-Physical Security and Recovery Program,3,7.96267,Equity-Centered Climate Adaptation Portfolio
1099,IIR002,Sensor Monitoring and Early Warning Network,4,7.86708,Equity-Centered Climate Adaptation Portfolio
1099,IIR007,Interoperability and Vendor Portability Strategy,5,7.8592,Equity-Centered Climate Adaptation Portfolio
1099,IIR003,Digital Twin and Scenario Stress Testing,6,7.7073,Equity-Centered Climate Adaptation Portfolio
1099,IIR001,Critical Function and Dependency Mapping,7,7.70073,Equity-Centered Climate Adaptation Portfolio
1100,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.09813,Equity-Centered Climate Adaptation Portfolio
1100,IIR002,Sensor Monitoring and Early Warning Network,2,8.00576,Equity-Centered Climate Adaptation Portfolio
1100,IIR004,Predictive Maintenance and Asset Renewal,3,7.83844,Equity-Centered Climate Adaptation Portfolio
1100,IIR007,Interoperability and Vendor Portability Strategy,4,7.80713,Equity-Centered Climate Adaptation Portfolio
1100,IIR005,Cyber-Physical Security and Recovery Program,5,7.7742,Equity-Centered Climate Adaptation Portfolio
1100,IIR001,Critical Function and Dependency Mapping,6,7.70269,Equity-Centered Climate Adaptation Portfolio
1100,IIR003,Digital Twin and Scenario Stress Testing,7,7.69636,Equity-Centered Climate Adaptation Portfolio
1101,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.43648,Equity-Centered Climate Adaptation Portfolio
1101,IIR007,Interoperability and Vendor Portability Strategy,2,7.94669,Equity-Centered Climate Adaptation Portfolio
1101,IIR005,Cyber-Physical Security and Recovery Program,3,7.86644,Equity-Centered Climate Adaptation Portfolio
1101,IIR001,Critical Function and Dependency Mapping,4,7.7808,Equity-Centered Climate Adaptation Portfolio
1101,IIR002,Sensor Monitoring and Early Warning Network,5,7.74896,Equity-Centered Climate Adaptation Portfolio
1101,IIR003,Digital Twin and Scenario Stress Testing,6,7.64457,Equity-Centered Climate Adaptation Portfolio
1101,IIR004,Predictive Maintenance and Asset Renewal,7,7.57515,Equity-Centered Climate Adaptation Portfolio
1102,IIR003,Digital Twin and Scenario Stress Testing,1,8.28993,Digital Twin and Scenario Stress Testing
1102,IIR004,Predictive Maintenance and Asset Renewal,2,8.15367,Digital Twin and Scenario Stress Testing
1102,IIR005,Cyber-Physical Security and Recovery Program,3,8.04081,Digital Twin and Scenario Stress Testing
1102,IIR002,Sensor Monitoring and Early Warning Network,4,7.95393,Digital Twin and Scenario Stress Testing
1102,IIR006,Equity-Centered Climate Adaptation Portfolio,5,7.92953,Digital Twin and Scenario Stress Testing
1102,IIR001,Critical Function and Dependency Mapping,6,7.7203,Digital Twin and Scenario Stress Testing
1102,IIR007,Interoperability and Vendor Portability Strategy,7,7.61254,Digital Twin and Scenario Stress Testing
1103,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.0407,Equity-Centered Climate Adaptation Portfolio
1103,IIR003,Digital Twin and Scenario Stress Testing,2,8.03973,Equity-Centered Climate Adaptation Portfolio
1103,IIR005,Cyber-Physical Security and Recovery Program,3,7.98439,Equity-Centered Climate Adaptation Portfolio
1103,IIR004,Predictive Maintenance and Asset Renewal,4,7.97099,Equity-Centered Climate Adaptation Portfolio
1103,IIR002,Sensor Monitoring and Early Warning Network,5,7.958,Equity-Centered Climate Adaptation Portfolio
1103,IIR001,Critical Function and Dependency Mapping,6,7.77806,Equity-Centered Climate Adaptation Portfolio
1103,IIR007,Interoperability and Vendor Portability Strategy,7,7.52731,Equity-Centered Climate Adaptation Portfolio
1104,IIR005,Cyber-Physical Security and Recovery Program,1,8.13674,Cyber-Physical Security and Recovery Program
1104,IIR003,Digital Twin and Scenario Stress Testing,2,8.1308,Cyber-Physical Security and Recovery Program
1104,IIR004,Predictive Maintenance and Asset Renewal,3,8.0391,Cyber-Physical Security and Recovery Program
1104,IIR002,Sensor Monitoring and Early Warning Network,4,7.98553,Cyber-Physical Security and Recovery Program
1104,IIR006,Equity-Centered Climate Adaptation Portfolio,5,7.95382,Cyber-Physical Security and Recovery Program
1104,IIR007,Interoperability and Vendor Portability Strategy,6,7.62726,Cyber-Physical Security and Recovery Program
1104,IIR001,Critical Function and Dependency Mapping,7,7.55262,Cyber-Physical Security and Recovery Program
1105,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.36391,Equity-Centered Climate Adaptation Portfolio
1105,IIR007,Interoperability and Vendor Portability Strategy,2,8.11786,Equity-Centered Climate Adaptation Portfolio
1105,IIR002,Sensor Monitoring and Early Warning Network,3,7.99214,Equity-Centered Climate Adaptation Portfolio
1105,IIR004,Predictive Maintenance and Asset Renewal,4,7.91105,Equity-Centered Climate Adaptation Portfolio
1105,IIR005,Cyber-Physical Security and Recovery Program,5,7.78946,Equity-Centered Climate Adaptation Portfolio
1105,IIR003,Digital Twin and Scenario Stress Testing,6,7.76105,Equity-Centered Climate Adaptation Portfolio
1105,IIR001,Critical Function and Dependency Mapping,7,7.50222,Equity-Centered Climate Adaptation Portfolio
1106,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.18932,Equity-Centered Climate Adaptation Portfolio
1106,IIR005,Cyber-Physical Security and Recovery Program,2,8.0642,Equity-Centered Climate Adaptation Portfolio
