simulation_id,framework_id,framework,rank,metric_value,winner
1293,RM002,Performance and Recovery Monitoring,4,5.6175,Hybrid Structural and Dynamic Assessment
1293,RM004,Participatory Resilience Assessment,5,5.60035,Hybrid Structural and Dynamic Assessment
1294,RM005,Hybrid Structural and Dynamic Assessment,1,6.5275,Hybrid Structural and Dynamic Assessment
1294,RM004,Participatory Resilience Assessment,2,6.16795,Hybrid Structural and Dynamic Assessment
1294,RM003,Scenario Stress-Test Framework,3,6.13055,Hybrid Structural and Dynamic Assessment
1294,RM002,Performance and Recovery Monitoring,4,5.76877,Hybrid Structural and Dynamic Assessment
1294,RM001,Indicator Dashboard,5,5.30935,Hybrid Structural and Dynamic Assessment
1295,RM005,Hybrid Structural and Dynamic Assessment,1,7.01917,Hybrid Structural and Dynamic Assessment
1295,RM003,Scenario Stress-Test Framework,2,6.30205,Hybrid Structural and Dynamic Assessment
1295,RM002,Performance and Recovery Monitoring,3,5.94966,Hybrid Structural and Dynamic Assessment
1295,RM004,Participatory Resilience Assessment,4,5.92272,Hybrid Structural and Dynamic Assessment
1295,RM001,Indicator Dashboard,5,5.58436,Hybrid Structural and Dynamic Assessment
1296,RM005,Hybrid Structural and Dynamic Assessment,1,6.74952,Hybrid Structural and Dynamic Assessment
1296,RM003,Scenario Stress-Test Framework,2,6.34148,Hybrid Structural and Dynamic Assessment
1296,RM004,Participatory Resilience Assessment,3,5.94249,Hybrid Structural and Dynamic Assessment
1296,RM002,Performance and Recovery Monitoring,4,5.88542,Hybrid Structural and Dynamic Assessment
1296,RM001,Indicator Dashboard,5,5.8767,Hybrid Structural and Dynamic Assessment
1297,RM005,Hybrid Structural and Dynamic Assessment,1,6.86758,Hybrid Structural and Dynamic Assessment
1297,RM003,Scenario Stress-Test Framework,2,6.11771,Hybrid Structural and Dynamic Assessment
1297,RM002,Performance and Recovery Monitoring,3,6.07641,Hybrid Structural and Dynamic Assessment
1297,RM004,Participatory Resilience Assessment,4,5.93404,Hybrid Structural and Dynamic Assessment
1297,RM001,Indicator Dashboard,5,5.68471,Hybrid Structural and Dynamic Assessment
1298,RM005,Hybrid Structural and Dynamic Assessment,1,6.60096,Hybrid Structural and Dynamic Assessment
1298,RM003,Scenario Stress-Test Framework,2,6.25079,Hybrid Structural and Dynamic Assessment
1298,RM004,Participatory Resilience Assessment,3,5.91974,Hybrid Structural and Dynamic Assessment
1298,RM001,Indicator Dashboard,4,5.69405,Hybrid Structural and Dynamic Assessment
1298,RM002,Performance and Recovery Monitoring,5,5.54745,Hybrid Structural and Dynamic Assessment
1299,RM005,Hybrid Structural and Dynamic Assessment,1,6.48083,Hybrid Structural and Dynamic Assessment
1299,RM004,Participatory Resilience Assessment,2,6.15973,Hybrid Structural and Dynamic Assessment
1299,RM001,Indicator Dashboard,3,5.85912,Hybrid Structural and Dynamic Assessment
1299,RM002,Performance and Recovery Monitoring,4,5.85153,Hybrid Structural and Dynamic Assessment
1299,RM003,Scenario Stress-Test Framework,5,5.82665,Hybrid Structural and Dynamic Assessment
1300,RM005,Hybrid Structural and Dynamic Assessment,1,7.07225,Hybrid Structural and Dynamic Assessment
1300,RM004,Participatory Resilience Assessment,2,6.2485,Hybrid Structural and Dynamic Assessment
1300,RM002,Performance and Recovery Monitoring,3,6.09281,Hybrid Structural and Dynamic Assessment
1300,RM001,Indicator Dashboard,4,5.95098,Hybrid Structural and Dynamic Assessment
1300,RM003,Scenario Stress-Test Framework,5,5.84884,Hybrid Structural and Dynamic Assessment
1301,RM005,Hybrid Structural and Dynamic Assessment,1,6.70849,Hybrid Structural and Dynamic Assessment
1301,RM002,Performance and Recovery Monitoring,2,6.03586,Hybrid Structural and Dynamic Assessment
1301,RM003,Scenario Stress-Test Framework,3,5.90748,Hybrid Structural and Dynamic Assessment
1301,RM004,Participatory Resilience Assessment,4,5.86043,Hybrid Structural and Dynamic Assessment
1301,RM001,Indicator Dashboard,5,5.66278,Hybrid Structural and Dynamic Assessment
1302,RM005,Hybrid Structural and Dynamic Assessment,1,6.98803,Hybrid Structural and Dynamic Assessment
1302,RM004,Participatory Resilience Assessment,2,6.25743,Hybrid Structural and Dynamic Assessment
1302,RM003,Scenario Stress-Test Framework,3,6.22696,Hybrid Structural and Dynamic Assessment
1302,RM002,Performance and Recovery Monitoring,4,5.9393,Hybrid Structural and Dynamic Assessment
1302,RM001,Indicator Dashboard,5,5.91022,Hybrid Structural and Dynamic Assessment
1303,RM005,Hybrid Structural and Dynamic Assessment,1,6.54187,Hybrid Structural and Dynamic Assessment
1303,RM004,Participatory Resilience Assessment,2,6.12401,Hybrid Structural and Dynamic Assessment
1303,RM003,Scenario Stress-Test Framework,3,5.96111,Hybrid Structural and Dynamic Assessment
1303,RM001,Indicator Dashboard,4,5.84798,Hybrid Structural and Dynamic Assessment
1303,RM002,Performance and Recovery Monitoring,5,5.58564,Hybrid Structural and Dynamic Assessment
1304,RM005,Hybrid Structural and Dynamic Assessment,1,6.77814,Hybrid Structural and Dynamic Assessment
1304,RM002,Performance and Recovery Monitoring,2,6.19906,Hybrid Structural and Dynamic Assessment
1304,RM004,Participatory Resilience Assessment,3,6.1269,Hybrid Structural and Dynamic Assessment
1304,RM003,Scenario Stress-Test Framework,4,6.11555,Hybrid Structural and Dynamic Assessment
1304,RM001,Indicator Dashboard,5,5.41845,Hybrid Structural and Dynamic Assessment
1305,RM005,Hybrid Structural and Dynamic Assessment,1,6.66308,Hybrid Structural and Dynamic Assessment
1305,RM003,Scenario Stress-Test Framework,2,6.63164,Hybrid Structural and Dynamic Assessment
1305,RM004,Participatory Resilience Assessment,3,5.91411,Hybrid Structural and Dynamic Assessment
1305,RM001,Indicator Dashboard,4,5.68031,Hybrid Structural and Dynamic Assessment
1305,RM002,Performance and Recovery Monitoring,5,5.56802,Hybrid Structural and Dynamic Assessment
1306,RM005,Hybrid Structural and Dynamic Assessment,1,6.70375,Hybrid Structural and Dynamic Assessment
1306,RM003,Scenario Stress-Test Framework,2,6.06476,Hybrid Structural and Dynamic Assessment
1306,RM002,Performance and Recovery Monitoring,3,5.8968,Hybrid Structural and Dynamic Assessment
1306,RM004,Participatory Resilience Assessment,4,5.84405,Hybrid Structural and Dynamic Assessment
1306,RM001,Indicator Dashboard,5,5.45582,Hybrid Structural and Dynamic Assessment
1307,RM005,Hybrid Structural and Dynamic Assessment,1,6.47498,Hybrid Structural and Dynamic Assessment
1307,RM003,Scenario Stress-Test Framework,2,6.02195,Hybrid Structural and Dynamic Assessment
1307,RM004,Participatory Resilience Assessment,3,5.90016,Hybrid Structural and Dynamic Assessment
1307,RM001,Indicator Dashboard,4,5.7366,Hybrid Structural and Dynamic Assessment
1307,RM002,Performance and Recovery Monitoring,5,5.71384,Hybrid Structural and Dynamic Assessment
1308,RM005,Hybrid Structural and Dynamic Assessment,1,6.73887,Hybrid Structural and Dynamic Assessment
1308,RM002,Performance and Recovery Monitoring,2,6.38413,Hybrid Structural and Dynamic Assessment
1308,RM004,Participatory Resilience Assessment,3,5.68653,Hybrid Structural and Dynamic Assessment
1308,RM003,Scenario Stress-Test Framework,4,5.68005,Hybrid Structural and Dynamic Assessment
1308,RM001,Indicator Dashboard,5,5.20187,Hybrid Structural and Dynamic Assessment
1309,RM005,Hybrid Structural and Dynamic Assessment,1,6.83881,Hybrid Structural and Dynamic Assessment
1309,RM003,Scenario Stress-Test Framework,2,5.92932,Hybrid Structural and Dynamic Assessment
1309,RM004,Participatory Resilience Assessment,3,5.9137,Hybrid Structural and Dynamic Assessment
1309,RM002,Performance and Recovery Monitoring,4,5.65895,Hybrid Structural and Dynamic Assessment
1309,RM001,Indicator Dashboard,5,5.52611,Hybrid Structural and Dynamic Assessment
1310,RM005,Hybrid Structural and Dynamic Assessment,1,7.1508,Hybrid Structural and Dynamic Assessment
1310,RM003,Scenario Stress-Test Framework,2,6.18695,Hybrid Structural and Dynamic Assessment
1310,RM004,Participatory Resilience Assessment,3,6.07496,Hybrid Structural and Dynamic Assessment
1310,RM002,Performance and Recovery Monitoring,4,5.87902,Hybrid Structural and Dynamic Assessment
1310,RM001,Indicator Dashboard,5,5.5634,Hybrid Structural and Dynamic Assessment
1311,RM005,Hybrid Structural and Dynamic Assessment,1,6.6893,Hybrid Structural and Dynamic Assessment
1311,RM004,Participatory Resilience Assessment,2,6.04365,Hybrid Structural and Dynamic Assessment
1311,RM003,Scenario Stress-Test Framework,3,6.02526,Hybrid Structural and Dynamic Assessment
1311,RM002,Performance and Recovery Monitoring,4,5.6677,Hybrid Structural and Dynamic Assessment
1311,RM001,Indicator Dashboard,5,5.62735,Hybrid Structural and Dynamic Assessment
1312,RM005,Hybrid Structural and Dynamic Assessment,1,6.88508,Hybrid Structural and Dynamic Assessment
1312,RM003,Scenario Stress-Test Framework,2,6.50138,Hybrid Structural and Dynamic Assessment
1312,RM004,Participatory Resilience Assessment,3,6.32125,Hybrid Structural and Dynamic Assessment
1312,RM002,Performance and Recovery Monitoring,4,5.85235,Hybrid Structural and Dynamic Assessment
1312,RM001,Indicator Dashboard,5,5.33192,Hybrid Structural and Dynamic Assessment
1313,RM005,Hybrid Structural and Dynamic Assessment,1,6.82885,Hybrid Structural and Dynamic Assessment
1313,RM003,Scenario Stress-Test Framework,2,6.67612,Hybrid Structural and Dynamic Assessment
1313,RM004,Participatory Resilience Assessment,3,6.12103,Hybrid Structural and Dynamic Assessment
1313,RM002,Performance and Recovery Monitoring,4,5.75959,Hybrid Structural and Dynamic Assessment
1313,RM001,Indicator Dashboard,5,5.4389,Hybrid Structural and Dynamic Assessment
1314,RM005,Hybrid Structural and Dynamic Assessment,1,6.77705,Hybrid Structural and Dynamic Assessment
1314,RM004,Participatory Resilience Assessment,2,6.03843,Hybrid Structural and Dynamic Assessment
1314,RM003,Scenario Stress-Test Framework,3,5.98742,Hybrid Structural and Dynamic Assessment
1314,RM001,Indicator Dashboard,4,5.70816,Hybrid Structural and Dynamic Assessment
1314,RM002,Performance and Recovery Monitoring,5,5.70525,Hybrid Structural and Dynamic Assessment
1315,RM005,Hybrid Structural and Dynamic Assessment,1,6.45871,Hybrid Structural and Dynamic Assessment
1315,RM004,Participatory Resilience Assessment,2,5.84016,Hybrid Structural and Dynamic Assessment
1315,RM002,Performance and Recovery Monitoring,3,5.83434,Hybrid Structural and Dynamic Assessment
1315,RM001,Indicator Dashboard,4,5.80002,Hybrid Structural and Dynamic Assessment
1315,RM003,Scenario Stress-Test Framework,5,5.72172,Hybrid Structural and Dynamic Assessment
1316,RM005,Hybrid Structural and Dynamic Assessment,1,6.61955,Hybrid Structural and Dynamic Assessment
1316,RM004,Participatory Resilience Assessment,2,6.10045,Hybrid Structural and Dynamic Assessment
1316,RM003,Scenario Stress-Test Framework,3,6.08354,Hybrid Structural and Dynamic Assessment
1316,RM002,Performance and Recovery Monitoring,4,5.83684,Hybrid Structural and Dynamic Assessment
1316,RM001,Indicator Dashboard,5,5.5651,Hybrid Structural and Dynamic Assessment
1317,RM005,Hybrid Structural and Dynamic Assessment,1,6.6251,Hybrid Structural and Dynamic Assessment
1317,RM004,Participatory Resilience Assessment,2,6.33237,Hybrid Structural and Dynamic Assessment
1317,RM003,Scenario Stress-Test Framework,3,5.88993,Hybrid Structural and Dynamic Assessment
1317,RM002,Performance and Recovery Monitoring,4,5.75582,Hybrid Structural and Dynamic Assessment
1317,RM001,Indicator Dashboard,5,5.50412,Hybrid Structural and Dynamic Assessment
1318,RM005,Hybrid Structural and Dynamic Assessment,1,6.92915,Hybrid Structural and Dynamic Assessment
1318,RM004,Participatory Resilience Assessment,2,6.25056,Hybrid Structural and Dynamic Assessment
1318,RM003,Scenario Stress-Test Framework,3,5.95747,Hybrid Structural and Dynamic Assessment
1318,RM002,Performance and Recovery Monitoring,4,5.83897,Hybrid Structural and Dynamic Assessment
1318,RM001,Indicator Dashboard,5,5.50693,Hybrid Structural and Dynamic Assessment
1319,RM005,Hybrid Structural and Dynamic Assessment,1,6.53088,Hybrid Structural and Dynamic Assessment
1319,RM004,Participatory Resilience Assessment,2,6.35431,Hybrid Structural and Dynamic Assessment
1319,RM003,Scenario Stress-Test Framework,3,6.10871,Hybrid Structural and Dynamic Assessment
1319,RM002,Performance and Recovery Monitoring,4,5.59868,Hybrid Structural and Dynamic Assessment
1319,RM001,Indicator Dashboard,5,5.45378,Hybrid Structural and Dynamic Assessment
1320,RM005,Hybrid Structural and Dynamic Assessment,1,7.21672,Hybrid Structural and Dynamic Assessment
1320,RM004,Participatory Resilience Assessment,2,6.52362,Hybrid Structural and Dynamic Assessment
1320,RM001,Indicator Dashboard,3,6.08866,Hybrid Structural and Dynamic Assessment
1320,RM003,Scenario Stress-Test Framework,4,5.93357,Hybrid Structural and Dynamic Assessment
1320,RM002,Performance and Recovery Monitoring,5,5.58504,Hybrid Structural and Dynamic Assessment
1321,RM005,Hybrid Structural and Dynamic Assessment,1,6.67122,Hybrid Structural and Dynamic Assessment
1321,RM003,Scenario Stress-Test Framework,2,6.2528,Hybrid Structural and Dynamic Assessment
1321,RM002,Performance and Recovery Monitoring,3,6.08362,Hybrid Structural and Dynamic Assessment
1321,RM004,Participatory Resilience Assessment,4,5.94351,Hybrid Structural and Dynamic Assessment
1321,RM001,Indicator Dashboard,5,5.70398,Hybrid Structural and Dynamic Assessment
1322,RM005,Hybrid Structural and Dynamic Assessment,1,6.94757,Hybrid Structural and Dynamic Assessment
1322,RM004,Participatory Resilience Assessment,2,6.32058,Hybrid Structural and Dynamic Assessment
1322,RM003,Scenario Stress-Test Framework,3,5.99676,Hybrid Structural and Dynamic Assessment
1322,RM002,Performance and Recovery Monitoring,4,5.74635,Hybrid Structural and Dynamic Assessment
1322,RM001,Indicator Dashboard,5,5.50496,Hybrid Structural and Dynamic Assessment
1323,RM005,Hybrid Structural and Dynamic Assessment,1,6.67183,Hybrid Structural and Dynamic Assessment
1323,RM003,Scenario Stress-Test Framework,2,6.24644,Hybrid Structural and Dynamic Assessment
1323,RM004,Participatory Resilience Assessment,3,6.05076,Hybrid Structural and Dynamic Assessment
1323,RM002,Performance and Recovery Monitoring,4,5.84015,Hybrid Structural and Dynamic Assessment
1323,RM001,Indicator Dashboard,5,5.80864,Hybrid Structural and Dynamic Assessment
1324,RM003,Scenario Stress-Test Framework,1,6.40111,Scenario Stress-Test Framework
1324,RM005,Hybrid Structural and Dynamic Assessment,2,6.13873,Scenario Stress-Test Framework
1324,RM002,Performance and Recovery Monitoring,3,6.06449,Scenario Stress-Test Framework
1324,RM001,Indicator Dashboard,4,5.55155,Scenario Stress-Test Framework
1324,RM004,Participatory Resilience Assessment,5,5.54376,Scenario Stress-Test Framework
1325,RM005,Hybrid Structural and Dynamic Assessment,1,6.66492,Hybrid Structural and Dynamic Assessment
1325,RM002,Performance and Recovery Monitoring,2,6.07986,Hybrid Structural and Dynamic Assessment
1325,RM004,Participatory Resilience Assessment,3,5.98081,Hybrid Structural and Dynamic Assessment
1325,RM003,Scenario Stress-Test Framework,4,5.91787,Hybrid Structural and Dynamic Assessment
1325,RM001,Indicator Dashboard,5,5.78404,Hybrid Structural and Dynamic Assessment
1326,RM005,Hybrid Structural and Dynamic Assessment,1,6.80175,Hybrid Structural and Dynamic Assessment
1326,RM003,Scenario Stress-Test Framework,2,6.04588,Hybrid Structural and Dynamic Assessment
1326,RM002,Performance and Recovery Monitoring,3,5.92119,Hybrid Structural and Dynamic Assessment
1326,RM004,Participatory Resilience Assessment,4,5.89306,Hybrid Structural and Dynamic Assessment
1326,RM001,Indicator Dashboard,5,5.56914,Hybrid Structural and Dynamic Assessment
1327,RM005,Hybrid Structural and Dynamic Assessment,1,6.77455,Hybrid Structural and Dynamic Assessment
1327,RM004,Participatory Resilience Assessment,2,6.1045,Hybrid Structural and Dynamic Assessment
1327,RM003,Scenario Stress-Test Framework,3,5.8763,Hybrid Structural and Dynamic Assessment
1327,RM002,Performance and Recovery Monitoring,4,5.82455,Hybrid Structural and Dynamic Assessment
1327,RM001,Indicator Dashboard,5,5.60146,Hybrid Structural and Dynamic Assessment
1328,RM005,Hybrid Structural and Dynamic Assessment,1,6.68607,Hybrid Structural and Dynamic Assessment
1328,RM004,Participatory Resilience Assessment,2,6.22503,Hybrid Structural and Dynamic Assessment
1328,RM003,Scenario Stress-Test Framework,3,6.03679,Hybrid Structural and Dynamic Assessment
1328,RM002,Performance and Recovery Monitoring,4,5.50214,Hybrid Structural and Dynamic Assessment
1328,RM001,Indicator Dashboard,5,5.24294,Hybrid Structural and Dynamic Assessment
1329,RM005,Hybrid Structural and Dynamic Assessment,1,6.74451,Hybrid Structural and Dynamic Assessment
1329,RM003,Scenario Stress-Test Framework,2,6.34777,Hybrid Structural and Dynamic Assessment
1329,RM004,Participatory Resilience Assessment,3,6.065,Hybrid Structural and Dynamic Assessment
1329,RM001,Indicator Dashboard,4,5.58212,Hybrid Structural and Dynamic Assessment
1329,RM002,Performance and Recovery Monitoring,5,5.51786,Hybrid Structural and Dynamic Assessment
1330,RM005,Hybrid Structural and Dynamic Assessment,1,6.85997,Hybrid Structural and Dynamic Assessment
1330,RM003,Scenario Stress-Test Framework,2,6.30634,Hybrid Structural and Dynamic Assessment
1330,RM004,Participatory Resilience Assessment,3,6.01057,Hybrid Structural and Dynamic Assessment
1330,RM001,Indicator Dashboard,4,5.51533,Hybrid Structural and Dynamic Assessment
1330,RM002,Performance and Recovery Monitoring,5,5.49428,Hybrid Structural and Dynamic Assessment
1331,RM005,Hybrid Structural and Dynamic Assessment,1,7.15175,Hybrid Structural and Dynamic Assessment
1331,RM002,Performance and Recovery Monitoring,2,6.14472,Hybrid Structural and Dynamic Assessment
1331,RM004,Participatory Resilience Assessment,3,6.09844,Hybrid Structural and Dynamic Assessment
1331,RM001,Indicator Dashboard,4,5.86615,Hybrid Structural and Dynamic Assessment
1331,RM003,Scenario Stress-Test Framework,5,5.75921,Hybrid Structural and Dynamic Assessment
1332,RM005,Hybrid Structural and Dynamic Assessment,1,6.82198,Hybrid Structural and Dynamic Assessment
1332,RM004,Participatory Resilience Assessment,2,6.39574,Hybrid Structural and Dynamic Assessment
1332,RM003,Scenario Stress-Test Framework,3,5.81635,Hybrid Structural and Dynamic Assessment
1332,RM002,Performance and Recovery Monitoring,4,5.64639,Hybrid Structural and Dynamic Assessment
1332,RM001,Indicator Dashboard,5,5.6249,Hybrid Structural and Dynamic Assessment
1333,RM005,Hybrid Structural and Dynamic Assessment,1,6.71087,Hybrid Structural and Dynamic Assessment
1333,RM004,Participatory Resilience Assessment,2,5.9842,Hybrid Structural and Dynamic Assessment
1333,RM002,Performance and Recovery Monitoring,3,5.87686,Hybrid Structural and Dynamic Assessment
1333,RM003,Scenario Stress-Test Framework,4,5.8319,Hybrid Structural and Dynamic Assessment
1333,RM001,Indicator Dashboard,5,5.21097,Hybrid Structural and Dynamic Assessment
1334,RM005,Hybrid Structural and Dynamic Assessment,1,6.4894,Hybrid Structural and Dynamic Assessment
1334,RM004,Participatory Resilience Assessment,2,6.41929,Hybrid Structural and Dynamic Assessment
1334,RM003,Scenario Stress-Test Framework,3,5.86789,Hybrid Structural and Dynamic Assessment
1334,RM002,Performance and Recovery Monitoring,4,5.42305,Hybrid Structural and Dynamic Assessment
1334,RM001,Indicator Dashboard,5,5.31659,Hybrid Structural and Dynamic Assessment
1335,RM005,Hybrid Structural and Dynamic Assessment,1,7.27947,Hybrid Structural and Dynamic Assessment
1335,RM003,Scenario Stress-Test Framework,2,6.39735,Hybrid Structural and Dynamic Assessment
1335,RM001,Indicator Dashboard,3,5.85448,Hybrid Structural and Dynamic Assessment
1335,RM004,Participatory Resilience Assessment,4,5.80137,Hybrid Structural and Dynamic Assessment
1335,RM002,Performance and Recovery Monitoring,5,5.70526,Hybrid Structural and Dynamic Assessment
1336,RM005,Hybrid Structural and Dynamic Assessment,1,6.84628,Hybrid Structural and Dynamic Assessment
1336,RM003,Scenario Stress-Test Framework,2,6.35005,Hybrid Structural and Dynamic Assessment
1336,RM004,Participatory Resilience Assessment,3,6.06635,Hybrid Structural and Dynamic Assessment
1336,RM002,Performance and Recovery Monitoring,4,5.6433,Hybrid Structural and Dynamic Assessment
1336,RM001,Indicator Dashboard,5,5.47758,Hybrid Structural and Dynamic Assessment
1337,RM005,Hybrid Structural and Dynamic Assessment,1,6.63042,Hybrid Structural and Dynamic Assessment
1337,RM004,Participatory Resilience Assessment,2,6.04765,Hybrid Structural and Dynamic Assessment
1337,RM002,Performance and Recovery Monitoring,3,6.02299,Hybrid Structural and Dynamic Assessment
1337,RM001,Indicator Dashboard,4,5.8892,Hybrid Structural and Dynamic Assessment
1337,RM003,Scenario Stress-Test Framework,5,5.70648,Hybrid Structural and Dynamic Assessment
1338,RM005,Hybrid Structural and Dynamic Assessment,1,7.58982,Hybrid Structural and Dynamic Assessment
1338,RM004,Participatory Resilience Assessment,2,6.2794,Hybrid Structural and Dynamic Assessment
1338,RM003,Scenario Stress-Test Framework,3,6.0848,Hybrid Structural and Dynamic Assessment
1338,RM002,Performance and Recovery Monitoring,4,6.00298,Hybrid Structural and Dynamic Assessment
1338,RM001,Indicator Dashboard,5,5.43362,Hybrid Structural and Dynamic Assessment
1339,RM005,Hybrid Structural and Dynamic Assessment,1,6.75082,Hybrid Structural and Dynamic Assessment
1339,RM003,Scenario Stress-Test Framework,2,6.48966,Hybrid Structural and Dynamic Assessment
1339,RM004,Participatory Resilience Assessment,3,6.18534,Hybrid Structural and Dynamic Assessment
1339,RM002,Performance and Recovery Monitoring,4,6.04254,Hybrid Structural and Dynamic Assessment
1339,RM001,Indicator Dashboard,5,5.7009,Hybrid Structural and Dynamic Assessment
1340,RM005,Hybrid Structural and Dynamic Assessment,1,7.10428,Hybrid Structural and Dynamic Assessment
1340,RM003,Scenario Stress-Test Framework,2,6.24949,Hybrid Structural and Dynamic Assessment
1340,RM002,Performance and Recovery Monitoring,3,5.78544,Hybrid Structural and Dynamic Assessment
1340,RM001,Indicator Dashboard,4,5.58799,Hybrid Structural and Dynamic Assessment
1340,RM004,Participatory Resilience Assessment,5,5.40851,Hybrid Structural and Dynamic Assessment
1341,RM005,Hybrid Structural and Dynamic Assessment,1,6.47537,Hybrid Structural and Dynamic Assessment
1341,RM002,Performance and Recovery Monitoring,2,6.12833,Hybrid Structural and Dynamic Assessment
1341,RM004,Participatory Resilience Assessment,3,6.09837,Hybrid Structural and Dynamic Assessment
1341,RM003,Scenario Stress-Test Framework,4,5.88218,Hybrid Structural and Dynamic Assessment
1341,RM001,Indicator Dashboard,5,5.64943,Hybrid Structural and Dynamic Assessment
1342,RM005,Hybrid Structural and Dynamic Assessment,1,7.15578,Hybrid Structural and Dynamic Assessment
1342,RM002,Performance and Recovery Monitoring,2,6.09433,Hybrid Structural and Dynamic Assessment
1342,RM003,Scenario Stress-Test Framework,3,6.02124,Hybrid Structural and Dynamic Assessment
1342,RM004,Participatory Resilience Assessment,4,5.83072,Hybrid Structural and Dynamic Assessment
1342,RM001,Indicator Dashboard,5,5.50527,Hybrid Structural and Dynamic Assessment
1343,RM005,Hybrid Structural and Dynamic Assessment,1,6.9962,Hybrid Structural and Dynamic Assessment
1343,RM003,Scenario Stress-Test Framework,2,6.02507,Hybrid Structural and Dynamic Assessment
1343,RM004,Participatory Resilience Assessment,3,5.92146,Hybrid Structural and Dynamic Assessment
1343,RM002,Performance and Recovery Monitoring,4,5.76305,Hybrid Structural and Dynamic Assessment
1343,RM001,Indicator Dashboard,5,5.68263,Hybrid Structural and Dynamic Assessment
1344,RM005,Hybrid Structural and Dynamic Assessment,1,6.96456,Hybrid Structural and Dynamic Assessment
1344,RM002,Performance and Recovery Monitoring,2,6.32328,Hybrid Structural and Dynamic Assessment
1344,RM003,Scenario Stress-Test Framework,3,6.12689,Hybrid Structural and Dynamic Assessment
1344,RM004,Participatory Resilience Assessment,4,6.04957,Hybrid Structural and Dynamic Assessment
1344,RM001,Indicator Dashboard,5,5.6736,Hybrid Structural and Dynamic Assessment
1345,RM005,Hybrid Structural and Dynamic Assessment,1,6.81487,Hybrid Structural and Dynamic Assessment
1345,RM003,Scenario Stress-Test Framework,2,6.34171,Hybrid Structural and Dynamic Assessment
1345,RM004,Participatory Resilience Assessment,3,5.99506,Hybrid Structural and Dynamic Assessment
1345,RM002,Performance and Recovery Monitoring,4,5.9459,Hybrid Structural and Dynamic Assessment
1345,RM001,Indicator Dashboard,5,5.54442,Hybrid Structural and Dynamic Assessment
1346,RM005,Hybrid Structural and Dynamic Assessment,1,7.12421,Hybrid Structural and Dynamic Assessment
1346,RM002,Performance and Recovery Monitoring,2,6.21472,Hybrid Structural and Dynamic Assessment
1346,RM004,Participatory Resilience Assessment,3,6.21179,Hybrid Structural and Dynamic Assessment
1346,RM001,Indicator Dashboard,4,5.9101,Hybrid Structural and Dynamic Assessment
1346,RM003,Scenario Stress-Test Framework,5,5.75696,Hybrid Structural and Dynamic Assessment
1347,RM003,Scenario Stress-Test Framework,1,6.57504,Scenario Stress-Test Framework
1347,RM005,Hybrid Structural and Dynamic Assessment,2,6.51544,Scenario Stress-Test Framework
1347,RM004,Participatory Resilience Assessment,3,5.81731,Scenario Stress-Test Framework
1347,RM002,Performance and Recovery Monitoring,4,5.65851,Scenario Stress-Test Framework
1347,RM001,Indicator Dashboard,5,5.62235,Scenario Stress-Test Framework
1348,RM005,Hybrid Structural and Dynamic Assessment,1,6.65203,Hybrid Structural and Dynamic Assessment
1348,RM004,Participatory Resilience Assessment,2,6.25169,Hybrid Structural and Dynamic Assessment
1348,RM003,Scenario Stress-Test Framework,3,5.93723,Hybrid Structural and Dynamic Assessment
1348,RM001,Indicator Dashboard,4,5.64771,Hybrid Structural and Dynamic Assessment
1348,RM002,Performance and Recovery Monitoring,5,5.54633,Hybrid Structural and Dynamic Assessment
1349,RM005,Hybrid Structural and Dynamic Assessment,1,6.70455,Hybrid Structural and Dynamic Assessment
1349,RM003,Scenario Stress-Test Framework,2,5.9524,Hybrid Structural and Dynamic Assessment
1349,RM004,Participatory Resilience Assessment,3,5.88054,Hybrid Structural and Dynamic Assessment
1349,RM002,Performance and Recovery Monitoring,4,5.84054,Hybrid Structural and Dynamic Assessment
1349,RM001,Indicator Dashboard,5,5.76389,Hybrid Structural and Dynamic Assessment
1350,RM005,Hybrid Structural and Dynamic Assessment,1,6.62638,Hybrid Structural and Dynamic Assessment
1350,RM004,Participatory Resilience Assessment,2,6.4211,Hybrid Structural and Dynamic Assessment
1350,RM003,Scenario Stress-Test Framework,3,6.10213,Hybrid Structural and Dynamic Assessment
1350,RM001,Indicator Dashboard,4,5.91065,Hybrid Structural and Dynamic Assessment
1350,RM002,Performance and Recovery Monitoring,5,5.83731,Hybrid Structural and Dynamic Assessment
1351,RM005,Hybrid Structural and Dynamic Assessment,1,6.85348,Hybrid Structural and Dynamic Assessment
1351,RM004,Participatory Resilience Assessment,2,6.40091,Hybrid Structural and Dynamic Assessment
1351,RM003,Scenario Stress-Test Framework,3,5.86787,Hybrid Structural and Dynamic Assessment
1351,RM001,Indicator Dashboard,4,5.81625,Hybrid Structural and Dynamic Assessment
1351,RM002,Performance and Recovery Monitoring,5,5.74788,Hybrid Structural and Dynamic Assessment
1352,RM005,Hybrid Structural and Dynamic Assessment,1,6.89185,Hybrid Structural and Dynamic Assessment
1352,RM003,Scenario Stress-Test Framework,2,6.06389,Hybrid Structural and Dynamic Assessment
1352,RM004,Participatory Resilience Assessment,3,5.96479,Hybrid Structural and Dynamic Assessment
1352,RM001,Indicator Dashboard,4,5.81041,Hybrid Structural and Dynamic Assessment
1352,RM002,Performance and Recovery Monitoring,5,5.77247,Hybrid Structural and Dynamic Assessment
1353,RM005,Hybrid Structural and Dynamic Assessment,1,6.44297,Hybrid Structural and Dynamic Assessment
