dynamic_id,pathway,time,shock,climate_pressure,exposure,institutional_capacity,social_protection,ecological_repair,governance_legitimacy,trust,burden_shift,lock_in_risk,transformation_capacity,justice_gap,justice_adjusted_resilience
JTD006,Climate retrofit with anti-displacement policy,15,0.0361,0.27903,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,16,0.03849,0.28562,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,17,0.04369,0.29292,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,18,0.04106,0.29827,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,19,0.03606,0.30301,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,20,0.04877,0.31219,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,21,0.03691,0.31523,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,22,0.03633,0.32108,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,23,0.03201,0.326,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,24,0.04897,0.33624,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,25,0.31,0.4075,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,26,0.04332,0.34683,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,27,0.04016,0.35204,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,28,0.03379,0.35645,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,29,0.03026,0.36157,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,30,0.04118,0.3703,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,31,0.04635,0.37759,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,32,0.04981,0.38445,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,33,0.03188,0.38597,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,34,0.03129,0.39182,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,35,0.03139,0.39785,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,36,0.03308,0.40427,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,37,0.04505,0.41326,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,38,0.04351,0.41888,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,39,0.34,0.499,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,40,0.03772,0.42943,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,41,0.0334,0.43435,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,42,0.04734,0.44383,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,43,0.04992,0.45048,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,44,0.03236,0.45209,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,45,0.03116,0.45779,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,46,0.03218,0.46404,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,47,0.03641,0.4711,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,48,0.04315,0.47879,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,49,0.04386,0.48497,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,50,0.03441,0.4886,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,51,0.03344,0.49436,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,52,0.04072,0.50218,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,53,0.04958,0.51039,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,54,0.04976,0.51644,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,55,0.03113,0.51778,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,56,0.3,0.591,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,57,0.03075,0.52969,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,58,0.04087,0.53822,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,59,0.039,0.54375,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,60,0.04479,0.5512,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,61,0.03664,0.55516,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,62,0.0469,0.56373,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,63,0.04544,0.56936,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,64,0.03576,0.57294,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,65,0.04872,0.58218,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,66,0.042,0.5865,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,67,0.03008,0.58952,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,68,0.04503,0.59926,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,69,0.0431,0.60478,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,70,0.04436,0.61109,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,71,0.04155,0.61639,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD007,Public capacity renewal and infrastructure repair,0,0.04012,0.19003,0.5674,0.9186,0.87114,0.80691,0.88,0.56084,0.28,0.24665,0.8333,0.0,0.72767
JTD007,Public capacity renewal and infrastructure repair,1,0.04338,0.19685,0.44819,0.97709,0.92456,0.85512,0.88,0.62372,0.28,0.17134,0.86445,0.0,0.78773
JTD007,Public capacity renewal and infrastructure repair,2,0.04707,0.20377,0.32224,1.0,0.97882,0.90373,0.88,0.68866,0.28,0.09532,0.88885,0.0,0.84772
JTD007,Public capacity renewal and infrastructure repair,3,0.03444,0.20661,0.19077,1.0,1.0,0.95226,0.88,0.75483,0.28,0.01898,0.90381,0.0,0.90049
JTD007,Public capacity renewal and infrastructure repair,4,0.0332,0.2123,0.05482,1.0,1.0,1.0,0.88,0.82103,0.28,0.0,0.91549,0.0,0.94341
JTD007,Public capacity renewal and infrastructure repair,5,0.04347,0.22087,0.0,1.0,1.0,1.0,0.88,0.88693,0.28,0.0,0.92142,0.0,0.96305
JTD007,Public capacity renewal and infrastructure repair,6,0.03693,0.22523,0.0,1.0,1.0,1.0,0.88,0.95302,0.28,0.0,0.92737,0.0,0.97505
JTD007,Public capacity renewal and infrastructure repair,7,0.0439,0.23297,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,8,0.04697,0.23974,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,9,0.03119,0.2418,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,10,0.03734,0.24934,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,11,0.03362,0.25441,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,12,0.28,0.322,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,13,0.04863,0.27016,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,14,0.03404,0.27251,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,15,0.03788,0.27947,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,16,0.03382,0.28445,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,17,0.03299,0.29025,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,18,0.03211,0.29603,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,19,0.03085,0.30171,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,20,0.04578,0.31144,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,21,0.04378,0.31695,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,22,0.03686,0.32121,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,23,0.04519,0.3293,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,24,0.04848,0.33612,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,25,0.31,0.4075,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,26,0.04309,0.34677,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,27,0.03254,0.35014,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,28,0.03584,0.35696,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,29,0.03729,0.36332,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,30,0.0392,0.3698,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,31,0.04259,0.37665,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,32,0.03735,0.38134,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,33,0.0373,0.38733,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,34,0.04568,0.39542,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,35,0.03739,0.39935,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,36,0.04384,0.40696,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,37,0.04492,0.41323,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,38,0.04804,0.42001,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,39,0.34,0.499,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,40,0.03495,0.42874,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,41,0.04512,0.43728,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,42,0.03566,0.44092,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,43,0.04008,0.44802,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,44,0.03625,0.45306,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,45,0.04827,0.46207,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,46,0.03997,0.46599,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,47,0.034,0.4705,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,48,0.04809,0.48002,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,49,0.03037,0.48159,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,50,0.03562,0.4889,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,51,0.04303,0.49676,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,52,0.03706,0.50127,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,53,0.046,0.5095,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,54,0.04962,0.5164,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,55,0.04089,0.52022,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,56,0.3,0.591,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,57,0.04896,0.53424,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,58,0.04295,0.53874,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,59,0.04376,0.54494,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,60,0.04102,0.55025,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,61,0.04609,0.55752,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,62,0.04732,0.56383,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,63,0.03135,0.56584,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,64,0.03371,0.57243,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,65,0.03047,0.57762,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,66,0.03465,0.58466,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,67,0.03597,0.59099,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,68,0.03768,0.59742,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,69,0.03784,0.60346,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,70,0.04106,0.61026,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD007,Public capacity renewal and infrastructure repair,71,0.04289,0.61672,0.0,1.0,1.0,1.0,0.88,1.0,0.28,0.0,0.9316,0.0,0.98358
JTD008,Community-led social-ecological transformation,0,0.03558,0.1889,0.58066,0.88013,0.89069,0.92668,0.9,0.56336,0.27,0.21643,0.85193,0.0,0.75879
JTD008,Community-led social-ecological transformation,1,0.04561,0.1974,0.45471,0.93996,0.94358,0.97464,0.9,0.62854,0.27,0.14103,0.88346,0.0,0.82011
JTD008,Community-led social-ecological transformation,2,0.03112,0.19978,0.3218,1.0,0.99916,1.0,0.9,0.69637,0.27,0.06315,0.91295,0.0,0.87901
JTD008,Community-led social-ecological transformation,3,0.04595,0.20949,0.18327,1.0,1.0,1.0,0.9,0.76379,0.27,0.0,0.91914,0.0,0.91714
JTD008,Community-led social-ecological transformation,4,0.03509,0.21277,0.04298,1.0,1.0,1.0,0.9,0.83154,0.27,0.0,0.92524,0.0,0.94909
JTD008,Community-led social-ecological transformation,5,0.04131,0.22033,0.0,1.0,1.0,1.0,0.9,0.8991,0.27,0.0,0.93132,0.0,0.96737
JTD008,Community-led social-ecological transformation,6,0.04657,0.22764,0.0,1.0,1.0,1.0,0.9,0.9665,0.27,0.0,0.93739,0.0,0.97961
JTD008,Community-led social-ecological transformation,7,0.03514,0.23078,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,8,0.04359,0.2389,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,9,0.04936,0.24634,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,10,0.04265,0.25066,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,11,0.03689,0.25522,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,12,0.28,0.322,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,13,0.04994,0.27048,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,14,0.036,0.273,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,15,0.04721,0.2818,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,16,0.04107,0.28627,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,17,0.03302,0.29026,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,18,0.03786,0.29747,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,19,0.03755,0.30339,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,20,0.0423,0.31057,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,21,0.03451,0.31463,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,22,0.04073,0.32218,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,23,0.04104,0.32826,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,24,0.03498,0.33275,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,25,0.31,0.4075,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,26,0.03971,0.34593,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,27,0.04655,0.35364,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,28,0.04797,0.35999,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,29,0.04439,0.3651,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,30,0.04297,0.37074,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,31,0.04381,0.37695,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,32,0.0331,0.38028,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,33,0.04456,0.38914,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,34,0.04866,0.39616,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,35,0.0433,0.40082,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,36,0.04329,0.40682,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,37,0.04635,0.41359,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,38,0.04165,0.41841,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,39,0.34,0.499,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,40,0.04714,0.43179,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,41,0.03063,0.43366,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,42,0.0449,0.44323,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,43,0.04053,0.44813,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,44,0.04275,0.45469,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
JTD008,Community-led social-ecological transformation,45,0.0372,0.4593,0.0,1.0,1.0,1.0,0.9,1.0,0.27,0.0,0.9404,0.0,0.9857
