simulation_id,pathway_id,pathway,rank,adjusted_value,justice_gap
965,JTR001,Technical Decarbonization Only,8,2.16811,3.97324
965,JTR007,Digital Modernization Without Access Safeguards,9,1.57224,4.31234
965,JTR003,Coastal Retreat Without Long-Term Support,10,1.13799,4.60562
966,JTR004,Participatory Retreat and Wetland Restoration,1,7.9153,0.85345
966,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.14269,0.97855
966,JTR002,Just Energy Transition with Worker Support,3,6.99839,1.15107
966,JTR008,Public Digital Infrastructure with Community Oversight,4,6.99335,1.18453
966,JTR006,Climate Retrofit with Anti-Displacement Policy,5,6.97056,1.07133
966,JTR009,Ecosystem Restoration with Community Stewardship,6,6.71195,1.29149
966,JTR005,Green Infrastructure Without Housing Protection,7,3.01866,3.5319
966,JTR003,Coastal Retreat Without Long-Term Support,8,2.16526,3.95155
966,JTR007,Digital Modernization Without Access Safeguards,9,2.14941,3.8409
966,JTR001,Technical Decarbonization Only,10,1.73221,3.99681
967,JTR004,Participatory Retreat and Wetland Restoration,1,7.72991,0.78736
967,JTR002,Just Energy Transition with Worker Support,2,7.45052,0.89065
967,JTR009,Ecosystem Restoration with Community Stewardship,3,7.42018,1.1726
967,JTR010,Infrastructure Repair and Public Capacity Renewal,4,7.21661,0.87334
967,JTR008,Public Digital Infrastructure with Community Oversight,5,7.01916,1.0488
967,JTR006,Climate Retrofit with Anti-Displacement Policy,6,7.00463,1.11406
967,JTR005,Green Infrastructure Without Housing Protection,7,3.06283,3.65207
967,JTR001,Technical Decarbonization Only,8,2.49044,3.81315
967,JTR007,Digital Modernization Without Access Safeguards,9,1.48986,4.42922
967,JTR003,Coastal Retreat Without Long-Term Support,10,1.14431,4.41365
968,JTR004,Participatory Retreat and Wetland Restoration,1,7.82936,0.98806
968,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.52387,0.98288
968,JTR009,Ecosystem Restoration with Community Stewardship,3,7.23273,1.19334
968,JTR006,Climate Retrofit with Anti-Displacement Policy,4,7.09561,0.92803
968,JTR008,Public Digital Infrastructure with Community Oversight,5,6.55228,0.95084
968,JTR002,Just Energy Transition with Worker Support,6,6.41074,1.46546
968,JTR005,Green Infrastructure Without Housing Protection,7,3.03753,3.37234
968,JTR001,Technical Decarbonization Only,8,2.54751,3.79281
968,JTR007,Digital Modernization Without Access Safeguards,9,1.9156,4.04421
968,JTR003,Coastal Retreat Without Long-Term Support,10,1.74966,3.94408
969,JTR004,Participatory Retreat and Wetland Restoration,1,7.4902,1.09095
969,JTR002,Just Energy Transition with Worker Support,2,7.42068,1.10333
969,JTR009,Ecosystem Restoration with Community Stewardship,3,7.20292,1.19632
969,JTR010,Infrastructure Repair and Public Capacity Renewal,4,7.16907,1.05253
969,JTR006,Climate Retrofit with Anti-Displacement Policy,5,7.15925,0.85915
969,JTR008,Public Digital Infrastructure with Community Oversight,6,6.44415,1.20207
969,JTR001,Technical Decarbonization Only,7,2.04042,3.98482
969,JTR005,Green Infrastructure Without Housing Protection,8,2.01,3.86756
969,JTR007,Digital Modernization Without Access Safeguards,9,1.4728,4.20889
969,JTR003,Coastal Retreat Without Long-Term Support,10,1.01529,4.55494
970,JTR004,Participatory Retreat and Wetland Restoration,1,7.38103,1.05457
970,JTR002,Just Energy Transition with Worker Support,2,7.35754,0.93172
970,JTR009,Ecosystem Restoration with Community Stewardship,3,7.21997,1.10665
970,JTR010,Infrastructure Repair and Public Capacity Renewal,4,6.89661,0.99573
970,JTR006,Climate Retrofit with Anti-Displacement Policy,5,6.56807,1.23414
970,JTR008,Public Digital Infrastructure with Community Oversight,6,6.46449,1.15753
970,JTR005,Green Infrastructure Without Housing Protection,7,2.25666,3.88783
970,JTR001,Technical Decarbonization Only,8,1.87831,4.08341
970,JTR007,Digital Modernization Without Access Safeguards,9,1.27515,4.45184
970,JTR003,Coastal Retreat Without Long-Term Support,10,1.14761,4.57739
971,JTR004,Participatory Retreat and Wetland Restoration,1,7.55768,0.8078
971,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.40741,0.95539
971,JTR009,Ecosystem Restoration with Community Stewardship,3,7.13601,1.04236
971,JTR008,Public Digital Infrastructure with Community Oversight,4,6.80144,1.10203
971,JTR002,Just Energy Transition with Worker Support,5,6.6438,1.37757
971,JTR010,Infrastructure Repair and Public Capacity Renewal,6,6.51994,1.29747
971,JTR005,Green Infrastructure Without Housing Protection,7,2.54913,3.67315
971,JTR007,Digital Modernization Without Access Safeguards,8,2.33281,3.81374
971,JTR003,Coastal Retreat Without Long-Term Support,9,1.56581,4.3538
971,JTR001,Technical Decarbonization Only,10,1.07783,4.6372
972,JTR002,Just Energy Transition with Worker Support,1,7.85773,0.60248
972,JTR004,Participatory Retreat and Wetland Restoration,2,7.17227,1.20875
972,JTR008,Public Digital Infrastructure with Community Oversight,3,7.13625,0.94576
972,JTR006,Climate Retrofit with Anti-Displacement Policy,4,7.01749,1.20878
972,JTR009,Ecosystem Restoration with Community Stewardship,5,6.60361,1.29891
972,JTR010,Infrastructure Repair and Public Capacity Renewal,6,6.57648,1.40338
972,JTR005,Green Infrastructure Without Housing Protection,7,2.95851,3.773
972,JTR001,Technical Decarbonization Only,8,1.77741,4.0583
972,JTR003,Coastal Retreat Without Long-Term Support,9,1.61451,4.04476
972,JTR007,Digital Modernization Without Access Safeguards,10,1.50293,4.10904
973,JTR010,Infrastructure Repair and Public Capacity Renewal,1,7.25992,1.13089
973,JTR004,Participatory Retreat and Wetland Restoration,2,6.99835,1.3246
973,JTR002,Just Energy Transition with Worker Support,3,6.95412,1.14431
973,JTR009,Ecosystem Restoration with Community Stewardship,4,6.58921,1.66718
973,JTR006,Climate Retrofit with Anti-Displacement Policy,5,6.52151,1.29321
973,JTR008,Public Digital Infrastructure with Community Oversight,6,6.43124,1.13284
973,JTR005,Green Infrastructure Without Housing Protection,7,2.62071,3.75257
973,JTR003,Coastal Retreat Without Long-Term Support,8,2.46091,3.87836
973,JTR001,Technical Decarbonization Only,9,2.4116,3.60224
973,JTR007,Digital Modernization Without Access Safeguards,10,0.76602,4.7031
974,JTR004,Participatory Retreat and Wetland Restoration,1,7.64677,0.88432
974,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.57116,0.75007
974,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.36631,0.97147
974,JTR002,Just Energy Transition with Worker Support,4,6.93989,1.045
974,JTR009,Ecosystem Restoration with Community Stewardship,5,6.88247,1.1797
974,JTR008,Public Digital Infrastructure with Community Oversight,6,6.76001,1.00261
974,JTR005,Green Infrastructure Without Housing Protection,7,3.37372,3.23872
974,JTR001,Technical Decarbonization Only,8,2.17414,3.97948
974,JTR007,Digital Modernization Without Access Safeguards,9,1.96984,4.07992
974,JTR003,Coastal Retreat Without Long-Term Support,10,0.9503,4.63076
975,JTR010,Infrastructure Repair and Public Capacity Renewal,1,7.05492,1.03676
975,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.0148,1.12815
975,JTR004,Participatory Retreat and Wetland Restoration,3,7.01096,1.46914
975,JTR008,Public Digital Infrastructure with Community Oversight,4,6.93665,0.83989
975,JTR009,Ecosystem Restoration with Community Stewardship,5,6.82777,1.13891
975,JTR002,Just Energy Transition with Worker Support,6,6.06927,1.59508
975,JTR005,Green Infrastructure Without Housing Protection,7,2.76247,3.77026
975,JTR001,Technical Decarbonization Only,8,2.02986,4.14412
975,JTR003,Coastal Retreat Without Long-Term Support,9,1.23398,4.49076
975,JTR007,Digital Modernization Without Access Safeguards,10,1.20325,4.4108
976,JTR010,Infrastructure Repair and Public Capacity Renewal,1,7.52226,0.88696
976,JTR004,Participatory Retreat and Wetland Restoration,2,7.28075,1.18714
976,JTR009,Ecosystem Restoration with Community Stewardship,3,7.27899,1.06326
976,JTR002,Just Energy Transition with Worker Support,4,7.26144,0.91873
976,JTR008,Public Digital Infrastructure with Community Oversight,5,6.97695,1.07877
976,JTR006,Climate Retrofit with Anti-Displacement Policy,6,6.25828,1.47041
976,JTR005,Green Infrastructure Without Housing Protection,7,2.51316,3.74937
976,JTR001,Technical Decarbonization Only,8,2.13019,4.01785
976,JTR007,Digital Modernization Without Access Safeguards,9,2.05713,3.88672
976,JTR003,Coastal Retreat Without Long-Term Support,10,1.25221,4.44929
977,JTR002,Just Energy Transition with Worker Support,1,7.2775,1.01025
977,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.20218,1.10728
977,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.14486,1.21338
977,JTR009,Ecosystem Restoration with Community Stewardship,4,7.08556,1.06167
977,JTR004,Participatory Retreat and Wetland Restoration,5,6.91036,1.44871
977,JTR008,Public Digital Infrastructure with Community Oversight,6,6.1083,1.46754
977,JTR005,Green Infrastructure Without Housing Protection,7,2.2958,3.93169
977,JTR001,Technical Decarbonization Only,8,1.57858,4.17537
977,JTR003,Coastal Retreat Without Long-Term Support,9,1.57658,4.30519
977,JTR007,Digital Modernization Without Access Safeguards,10,1.42675,4.30936
978,JTR010,Infrastructure Repair and Public Capacity Renewal,1,7.20166,1.05383
978,JTR009,Ecosystem Restoration with Community Stewardship,2,7.12564,1.28137
978,JTR002,Just Energy Transition with Worker Support,3,7.01575,1.04183
978,JTR006,Climate Retrofit with Anti-Displacement Policy,4,7.00659,0.99584
978,JTR004,Participatory Retreat and Wetland Restoration,5,6.88129,1.20259
978,JTR008,Public Digital Infrastructure with Community Oversight,6,6.77622,1.15527
978,JTR007,Digital Modernization Without Access Safeguards,7,2.7574,3.52699
978,JTR001,Technical Decarbonization Only,8,2.20357,4.14907
978,JTR005,Green Infrastructure Without Housing Protection,9,2.18497,4.11448
978,JTR003,Coastal Retreat Without Long-Term Support,10,1.23917,4.41285
979,JTR010,Infrastructure Repair and Public Capacity Renewal,1,7.8068,0.82664
979,JTR004,Participatory Retreat and Wetland Restoration,2,7.65414,0.99724
979,JTR006,Climate Retrofit with Anti-Displacement Policy,3,7.19967,1.03652
979,JTR002,Just Energy Transition with Worker Support,4,6.97021,1.13874
979,JTR009,Ecosystem Restoration with Community Stewardship,5,6.83963,1.10428
979,JTR008,Public Digital Infrastructure with Community Oversight,6,6.52735,1.33655
979,JTR005,Green Infrastructure Without Housing Protection,7,2.92889,3.67328
979,JTR001,Technical Decarbonization Only,8,2.07907,4.02536
979,JTR007,Digital Modernization Without Access Safeguards,9,1.6687,4.16653
979,JTR003,Coastal Retreat Without Long-Term Support,10,0.61732,4.83097
980,JTR002,Just Energy Transition with Worker Support,1,7.69071,0.70944
980,JTR004,Participatory Retreat and Wetland Restoration,2,7.51874,0.93558
980,JTR009,Ecosystem Restoration with Community Stewardship,3,7.27018,0.99178
980,JTR006,Climate Retrofit with Anti-Displacement Policy,4,6.88821,0.92221
980,JTR008,Public Digital Infrastructure with Community Oversight,5,6.84069,0.90053
980,JTR010,Infrastructure Repair and Public Capacity Renewal,6,6.66407,1.21604
980,JTR005,Green Infrastructure Without Housing Protection,7,3.18694,3.35675
980,JTR001,Technical Decarbonization Only,8,2.72447,3.58098
980,JTR007,Digital Modernization Without Access Safeguards,9,1.42862,4.42859
980,JTR003,Coastal Retreat Without Long-Term Support,10,1.00702,4.82016
981,JTR004,Participatory Retreat and Wetland Restoration,1,7.47823,0.9941
981,JTR002,Just Energy Transition with Worker Support,2,6.93459,1.01074
981,JTR006,Climate Retrofit with Anti-Displacement Policy,3,6.90912,1.04142
981,JTR009,Ecosystem Restoration with Community Stewardship,4,6.59762,1.3995
981,JTR008,Public Digital Infrastructure with Community Oversight,5,6.45688,1.28519
981,JTR010,Infrastructure Repair and Public Capacity Renewal,6,5.94249,1.46303
981,JTR005,Green Infrastructure Without Housing Protection,7,4.11597,3.08173
981,JTR003,Coastal Retreat Without Long-Term Support,8,1.81248,4.14219
981,JTR001,Technical Decarbonization Only,9,1.64559,4.44763
981,JTR007,Digital Modernization Without Access Safeguards,10,1.28538,4.30054
982,JTR002,Just Energy Transition with Worker Support,1,7.58655,0.91692
982,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.57142,0.93551
982,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.17188,0.90707
982,JTR004,Participatory Retreat and Wetland Restoration,4,7.15242,1.03433
982,JTR008,Public Digital Infrastructure with Community Oversight,5,6.95802,0.96521
982,JTR009,Ecosystem Restoration with Community Stewardship,6,6.94609,1.20606
982,JTR001,Technical Decarbonization Only,7,2.28188,4.22703
982,JTR005,Green Infrastructure Without Housing Protection,8,2.19311,4.14954
982,JTR003,Coastal Retreat Without Long-Term Support,9,1.38422,4.41166
982,JTR007,Digital Modernization Without Access Safeguards,10,1.07255,4.60566
983,JTR006,Climate Retrofit with Anti-Displacement Policy,1,7.62678,0.92405
983,JTR008,Public Digital Infrastructure with Community Oversight,2,7.40013,0.9269
983,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.35208,1.01971
983,JTR002,Just Energy Transition with Worker Support,4,7.21572,1.22675
983,JTR004,Participatory Retreat and Wetland Restoration,5,6.71189,1.40731
983,JTR009,Ecosystem Restoration with Community Stewardship,6,6.65,1.42013
983,JTR005,Green Infrastructure Without Housing Protection,7,2.19883,3.88442
983,JTR001,Technical Decarbonization Only,8,2.09169,3.91239
983,JTR007,Digital Modernization Without Access Safeguards,9,1.73755,4.16789
983,JTR003,Coastal Retreat Without Long-Term Support,10,1.25553,4.42336
984,JTR010,Infrastructure Repair and Public Capacity Renewal,1,7.51908,0.89161
984,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.01992,1.09083
984,JTR002,Just Energy Transition with Worker Support,3,6.98236,1.12351
984,JTR004,Participatory Retreat and Wetland Restoration,4,6.94302,1.32466
984,JTR009,Ecosystem Restoration with Community Stewardship,5,6.90122,1.21242
984,JTR008,Public Digital Infrastructure with Community Oversight,6,6.83791,1.17434
984,JTR005,Green Infrastructure Without Housing Protection,7,2.4946,3.69818
984,JTR007,Digital Modernization Without Access Safeguards,8,2.3431,3.83678
984,JTR003,Coastal Retreat Without Long-Term Support,9,1.76313,4.21717
984,JTR001,Technical Decarbonization Only,10,1.52125,4.28781
985,JTR004,Participatory Retreat and Wetland Restoration,1,7.70857,0.99099
985,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.33552,0.99151
985,JTR009,Ecosystem Restoration with Community Stewardship,3,7.2498,1.13811
985,JTR010,Infrastructure Repair and Public Capacity Renewal,4,7.22353,0.94018
985,JTR008,Public Digital Infrastructure with Community Oversight,5,7.2014,1.01567
985,JTR002,Just Energy Transition with Worker Support,6,7.08484,1.06368
985,JTR005,Green Infrastructure Without Housing Protection,7,3.0446,3.57402
985,JTR001,Technical Decarbonization Only,8,2.12075,3.8959
985,JTR007,Digital Modernization Without Access Safeguards,9,2.02365,4.05588
985,JTR003,Coastal Retreat Without Long-Term Support,10,1.79918,3.93176
986,JTR004,Participatory Retreat and Wetland Restoration,1,7.55981,0.98614
986,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.45093,0.87742
986,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.34881,1.06246
986,JTR008,Public Digital Infrastructure with Community Oversight,4,7.08689,0.91703
986,JTR002,Just Energy Transition with Worker Support,5,6.91752,1.17146
986,JTR009,Ecosystem Restoration with Community Stewardship,6,6.87979,1.19247
986,JTR005,Green Infrastructure Without Housing Protection,7,3.28165,3.39895
986,JTR001,Technical Decarbonization Only,8,2.48693,3.90884
986,JTR007,Digital Modernization Without Access Safeguards,9,1.39214,4.28413
986,JTR003,Coastal Retreat Without Long-Term Support,10,0.88272,4.60438
987,JTR002,Just Energy Transition with Worker Support,1,7.41711,0.96317
987,JTR004,Participatory Retreat and Wetland Restoration,2,7.35189,1.00379
987,JTR006,Climate Retrofit with Anti-Displacement Policy,3,7.17763,1.03629
987,JTR010,Infrastructure Repair and Public Capacity Renewal,4,6.71884,1.14525
987,JTR008,Public Digital Infrastructure with Community Oversight,5,6.43967,1.37261
987,JTR009,Ecosystem Restoration with Community Stewardship,6,6.36381,1.50979
987,JTR001,Technical Decarbonization Only,7,2.63624,3.71422
987,JTR005,Green Infrastructure Without Housing Protection,8,2.46855,3.92163
987,JTR007,Digital Modernization Without Access Safeguards,9,2.0368,3.79817
987,JTR003,Coastal Retreat Without Long-Term Support,10,1.37915,4.52599
988,JTR004,Participatory Retreat and Wetland Restoration,1,7.90158,0.6446
988,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.24608,0.95924
988,JTR002,Just Energy Transition with Worker Support,3,7.2049,1.16294
988,JTR006,Climate Retrofit with Anti-Displacement Policy,4,7.17953,0.97662
988,JTR008,Public Digital Infrastructure with Community Oversight,5,6.95645,1.02108
988,JTR009,Ecosystem Restoration with Community Stewardship,6,6.01237,1.82734
988,JTR005,Green Infrastructure Without Housing Protection,7,3.53564,3.31752
988,JTR003,Coastal Retreat Without Long-Term Support,8,1.8534,4.27371
988,JTR007,Digital Modernization Without Access Safeguards,9,1.80316,3.91015
988,JTR001,Technical Decarbonization Only,10,1.65539,4.32776
989,JTR010,Infrastructure Repair and Public Capacity Renewal,1,7.82623,0.86665
989,JTR004,Participatory Retreat and Wetland Restoration,2,7.65943,0.93691
989,JTR006,Climate Retrofit with Anti-Displacement Policy,3,6.88106,1.23151
989,JTR002,Just Energy Transition with Worker Support,4,6.87827,1.38284
989,JTR009,Ecosystem Restoration with Community Stewardship,5,6.6728,1.32576
989,JTR008,Public Digital Infrastructure with Community Oversight,6,5.99217,1.45189
989,JTR001,Technical Decarbonization Only,7,2.60104,4.05485
989,JTR003,Coastal Retreat Without Long-Term Support,8,2.34599,4.09694
989,JTR005,Green Infrastructure Without Housing Protection,9,2.0874,4.1588
989,JTR007,Digital Modernization Without Access Safeguards,10,1.19907,4.52138
990,JTR008,Public Digital Infrastructure with Community Oversight,1,7.14064,1.16568
990,JTR009,Ecosystem Restoration with Community Stewardship,2,7.10168,0.99961
990,JTR004,Participatory Retreat and Wetland Restoration,3,7.01752,1.47043
990,JTR002,Just Energy Transition with Worker Support,4,7.01659,1.00017
990,JTR010,Infrastructure Repair and Public Capacity Renewal,5,6.78155,1.17052
990,JTR006,Climate Retrofit with Anti-Displacement Policy,6,6.74917,1.26571
990,JTR005,Green Infrastructure Without Housing Protection,7,2.49347,3.85249
990,JTR001,Technical Decarbonization Only,8,2.21565,3.98871
990,JTR003,Coastal Retreat Without Long-Term Support,9,1.51237,4.38906
990,JTR007,Digital Modernization Without Access Safeguards,10,0.85039,4.64152
991,JTR006,Climate Retrofit with Anti-Displacement Policy,1,7.22467,1.00015
991,JTR009,Ecosystem Restoration with Community Stewardship,2,7.05583,1.19547
991,JTR004,Participatory Retreat and Wetland Restoration,3,6.85858,1.38359
991,JTR010,Infrastructure Repair and Public Capacity Renewal,4,6.79795,1.15584
991,JTR002,Just Energy Transition with Worker Support,5,6.50742,1.14514
991,JTR008,Public Digital Infrastructure with Community Oversight,6,6.46672,1.21351
991,JTR001,Technical Decarbonization Only,7,2.35798,3.87612
991,JTR005,Green Infrastructure Without Housing Protection,8,1.7824,4.06535
991,JTR003,Coastal Retreat Without Long-Term Support,9,1.76252,4.31557
991,JTR007,Digital Modernization Without Access Safeguards,10,1.44936,4.43251
992,JTR009,Ecosystem Restoration with Community Stewardship,1,7.32125,1.26528
992,JTR004,Participatory Retreat and Wetland Restoration,2,7.29549,1.04785
992,JTR006,Climate Retrofit with Anti-Displacement Policy,3,7.26882,1.03771
992,JTR010,Infrastructure Repair and Public Capacity Renewal,4,7.09212,0.86075
992,JTR008,Public Digital Infrastructure with Community Oversight,5,6.80283,0.9298
992,JTR002,Just Energy Transition with Worker Support,6,6.51675,1.33558
992,JTR005,Green Infrastructure Without Housing Protection,7,2.71111,3.94973
992,JTR001,Technical Decarbonization Only,8,1.92738,4.26805
992,JTR007,Digital Modernization Without Access Safeguards,9,1.7432,4.17813
992,JTR003,Coastal Retreat Without Long-Term Support,10,1.29187,4.54152
993,JTR009,Ecosystem Restoration with Community Stewardship,1,7.60723,0.95203
993,JTR004,Participatory Retreat and Wetland Restoration,2,7.39495,0.87701
993,JTR002,Just Energy Transition with Worker Support,3,7.10992,1.04988
993,JTR010,Infrastructure Repair and Public Capacity Renewal,4,7.01821,0.84484
993,JTR008,Public Digital Infrastructure with Community Oversight,5,6.82937,1.23748
993,JTR006,Climate Retrofit with Anti-Displacement Policy,6,6.77405,1.01311
993,JTR005,Green Infrastructure Without Housing Protection,7,3.03588,3.55341
993,JTR001,Technical Decarbonization Only,8,2.46805,3.90315
993,JTR007,Digital Modernization Without Access Safeguards,9,2.21484,3.89187
993,JTR003,Coastal Retreat Without Long-Term Support,10,1.91377,4.27622
994,JTR006,Climate Retrofit with Anti-Displacement Policy,1,7.71901,0.86347
994,JTR004,Participatory Retreat and Wetland Restoration,2,7.63805,0.84648
994,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.49999,0.94666
994,JTR008,Public Digital Infrastructure with Community Oversight,4,7.40677,0.86164
994,JTR002,Just Energy Transition with Worker Support,5,7.31446,1.10069
994,JTR009,Ecosystem Restoration with Community Stewardship,6,6.77988,1.10556
994,JTR005,Green Infrastructure Without Housing Protection,7,2.78255,3.55919
994,JTR001,Technical Decarbonization Only,8,2.30648,3.77253
994,JTR007,Digital Modernization Without Access Safeguards,9,1.65276,4.2506
994,JTR003,Coastal Retreat Without Long-Term Support,10,1.52359,4.40999
995,JTR002,Just Energy Transition with Worker Support,1,7.5085,0.80919
995,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.45216,0.94081
995,JTR004,Participatory Retreat and Wetland Restoration,3,7.06533,1.29127
995,JTR010,Infrastructure Repair and Public Capacity Renewal,4,6.97412,0.9516
995,JTR008,Public Digital Infrastructure with Community Oversight,5,6.86909,1.25221
995,JTR009,Ecosystem Restoration with Community Stewardship,6,6.82117,1.21041
995,JTR005,Green Infrastructure Without Housing Protection,7,2.77288,3.72594
995,JTR001,Technical Decarbonization Only,8,2.39366,3.91052
995,JTR007,Digital Modernization Without Access Safeguards,9,1.97464,3.96612
995,JTR003,Coastal Retreat Without Long-Term Support,10,1.89053,4.08948
996,JTR002,Just Energy Transition with Worker Support,1,7.20638,1.15382
996,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.19885,1.03398
996,JTR004,Participatory Retreat and Wetland Restoration,3,7.06484,1.13777
996,JTR009,Ecosystem Restoration with Community Stewardship,4,6.96221,1.25994
996,JTR008,Public Digital Infrastructure with Community Oversight,5,6.87958,0.95315
996,JTR010,Infrastructure Repair and Public Capacity Renewal,6,6.65947,1.29959
996,JTR005,Green Infrastructure Without Housing Protection,7,2.36571,3.76675
996,JTR001,Technical Decarbonization Only,8,2.29633,3.91917
996,JTR007,Digital Modernization Without Access Safeguards,9,1.9658,3.87846
996,JTR003,Coastal Retreat Without Long-Term Support,10,1.18316,4.31828
997,JTR004,Participatory Retreat and Wetland Restoration,1,7.73884,0.83181
997,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.39387,0.83451
997,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.39262,0.85112
997,JTR002,Just Energy Transition with Worker Support,4,6.95728,1.37531
997,JTR008,Public Digital Infrastructure with Community Oversight,5,6.52039,1.12316
997,JTR009,Ecosystem Restoration with Community Stewardship,6,6.10327,1.83473
997,JTR005,Green Infrastructure Without Housing Protection,7,2.87265,3.38494
997,JTR007,Digital Modernization Without Access Safeguards,8,2.21905,3.8344
997,JTR001,Technical Decarbonization Only,9,1.62037,4.48426
997,JTR003,Coastal Retreat Without Long-Term Support,10,0.87104,4.63792
998,JTR002,Just Energy Transition with Worker Support,1,7.31815,1.03795
998,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.19525,1.09989
998,JTR004,Participatory Retreat and Wetland Restoration,3,7.17731,0.90084
998,JTR008,Public Digital Infrastructure with Community Oversight,4,6.99262,1.01864
998,JTR006,Climate Retrofit with Anti-Displacement Policy,5,6.89629,1.16802
998,JTR009,Ecosystem Restoration with Community Stewardship,6,6.77367,1.27589
998,JTR005,Green Infrastructure Without Housing Protection,7,1.8501,4.05071
998,JTR001,Technical Decarbonization Only,8,1.39503,4.34772
998,JTR007,Digital Modernization Without Access Safeguards,9,1.23687,4.52275
998,JTR003,Coastal Retreat Without Long-Term Support,10,1.17914,4.46304
999,JTR004,Participatory Retreat and Wetland Restoration,1,7.61756,1.17409
999,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.48896,0.93464
999,JTR008,Public Digital Infrastructure with Community Oversight,3,7.11094,0.81263
999,JTR002,Just Energy Transition with Worker Support,4,7.00853,1.23335
999,JTR010,Infrastructure Repair and Public Capacity Renewal,5,6.58088,1.41174
999,JTR009,Ecosystem Restoration with Community Stewardship,6,6.49464,1.38267
999,JTR005,Green Infrastructure Without Housing Protection,7,3.20046,3.37931
999,JTR001,Technical Decarbonization Only,8,2.19578,4.14481
999,JTR003,Coastal Retreat Without Long-Term Support,9,1.59944,4.34652
999,JTR007,Digital Modernization Without Access Safeguards,10,1.48651,4.24691
1000,JTR009,Ecosystem Restoration with Community Stewardship,1,7.37026,1.03907
1000,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.21773,1.03388
1000,JTR002,Just Energy Transition with Worker Support,3,7.20264,1.15133
1000,JTR006,Climate Retrofit with Anti-Displacement Policy,4,7.18119,1.09357
1000,JTR004,Participatory Retreat and Wetland Restoration,5,7.03684,0.97693
1000,JTR008,Public Digital Infrastructure with Community Oversight,6,6.47007,1.20772
1000,JTR005,Green Infrastructure Without Housing Protection,7,3.05141,3.5372
1000,JTR001,Technical Decarbonization Only,8,1.73933,4.13932
1000,JTR007,Digital Modernization Without Access Safeguards,9,1.63817,4.11893
1000,JTR003,Coastal Retreat Without Long-Term Support,10,1.40464,4.54495
1001,JTR004,Participatory Retreat and Wetland Restoration,1,7.69932,0.96592
1001,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.45503,1.06779
1001,JTR009,Ecosystem Restoration with Community Stewardship,3,7.44368,1.08565
1001,JTR002,Just Energy Transition with Worker Support,4,7.31389,0.94298
1001,JTR010,Infrastructure Repair and Public Capacity Renewal,5,7.08462,1.05036
1001,JTR008,Public Digital Infrastructure with Community Oversight,6,6.83237,1.01102
1001,JTR005,Green Infrastructure Without Housing Protection,7,2.79789,3.76171
1001,JTR003,Coastal Retreat Without Long-Term Support,8,1.86068,3.98832
1001,JTR001,Technical Decarbonization Only,9,1.31014,4.47659
1001,JTR007,Digital Modernization Without Access Safeguards,10,0.77069,4.50679
1002,JTR004,Participatory Retreat and Wetland Restoration,1,7.55954,1.16186
1002,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.4211,0.83556
1002,JTR002,Just Energy Transition with Worker Support,3,7.22526,1.19005
1002,JTR010,Infrastructure Repair and Public Capacity Renewal,4,7.22515,1.16544
1002,JTR009,Ecosystem Restoration with Community Stewardship,5,6.95139,1.26847
1002,JTR008,Public Digital Infrastructure with Community Oversight,6,6.38362,1.15899
1002,JTR005,Green Infrastructure Without Housing Protection,7,2.14806,4.13312
1002,JTR001,Technical Decarbonization Only,8,1.97192,4.08995
1002,JTR007,Digital Modernization Without Access Safeguards,9,1.51341,4.25522
1002,JTR003,Coastal Retreat Without Long-Term Support,10,1.3823,4.3324
1003,JTR004,Participatory Retreat and Wetland Restoration,1,7.34388,0.99042
1003,JTR008,Public Digital Infrastructure with Community Oversight,2,7.19637,0.7029
1003,JTR006,Climate Retrofit with Anti-Displacement Policy,3,7.03819,1.13135
1003,JTR010,Infrastructure Repair and Public Capacity Renewal,4,7.02845,1.19631
1003,JTR002,Just Energy Transition with Worker Support,5,6.94545,1.13245
1003,JTR009,Ecosystem Restoration with Community Stewardship,6,6.67015,1.37293
