pathway_id,pathway,time,shock,persistence,harm,lock_in,burden_shift,transformation_capacity,ecological_integrity,equity,maladaptive_risk,adaptive_resilience
MP007,Monitoring Without Repair,14,0.03627,0.85104,0.88037,0.75783,0.62,0.34,0.33922,0.20267,0.67327,0.19854
MP007,Monitoring Without Repair,15,0.03375,0.85735,0.89925,0.76552,0.62,0.34,0.33034,0.18139,0.68427,0.18731
MP007,Monitoring Without Repair,16,0.0418,0.86413,0.91883,0.77358,0.62,0.34,0.32096,0.15971,0.69573,0.17571
MP007,Monitoring Without Repair,17,0.04844,0.87134,0.93911,0.78199,0.62,0.34,0.31109,0.13763,0.70763,0.16373
MP007,Monitoring Without Repair,18,0.04469,0.87857,0.95984,0.79054,0.62,0.34,0.30069,0.11513,0.71973,0.15145
MP007,Monitoring Without Repair,19,0.03279,0.88549,0.98083,0.79906,0.62,0.34,0.28977,0.09222,0.73185,0.13892
MP007,Monitoring Without Repair,20,0.03744,0.89277,1.0,0.8079,0.62,0.34,0.27837,0.06892,0.74368,0.12654
MP007,Monitoring Without Repair,21,0.03153,0.89999,1.0,0.81683,0.62,0.34,0.26697,0.04562,0.75014,0.11808
MP007,Monitoring Without Repair,22,0.03322,0.90745,1.0,0.82601,0.62,0.34,0.25557,0.02232,0.75673,0.10958
MP007,Monitoring Without Repair,23,0.03986,0.91537,1.0,0.83557,0.62,0.34,0.24417,0.0,0.76344,0.10124
MP007,Monitoring Without Repair,24,0.03307,0.9232,1.0,0.84523,0.62,0.34,0.23277,0.0,0.76791,0.09772
MP007,Monitoring Without Repair,25,0.32,0.94271,1.0,0.86121,0.62,0.34,0.22137,0.0,0.77728,0.09358
MP007,Monitoring Without Repair,26,0.03486,0.95112,1.0,0.87174,0.62,0.34,0.20997,0.0,0.78212,0.08994
MP007,Monitoring Without Repair,27,0.03845,0.9599,1.0,0.88261,0.62,0.34,0.19857,0.0,0.78714,0.08625
MP007,Monitoring Without Repair,28,0.04711,0.96923,1.0,0.89393,0.62,0.34,0.18717,0.0,0.79243,0.08251
MP007,Monitoring Without Repair,29,0.03471,0.9783,1.0,0.90527,0.62,0.34,0.17577,0.0,0.79765,0.07876
MP007,Monitoring Without Repair,30,0.04226,0.9879,1.0,0.91705,0.62,0.34,0.16437,0.0,0.80312,0.07496
MP007,Monitoring Without Repair,31,0.038,0.99756,1.0,0.92904,0.62,0.34,0.15297,0.0,0.80866,0.07113
MP007,Monitoring Without Repair,32,0.03583,1.0,1.0,0.94106,0.62,0.34,0.14157,0.0,0.81203,0.06706
MP007,Monitoring Without Repair,33,0.03597,1.0,1.0,0.95308,0.62,0.34,0.13017,0.0,0.81468,0.06292
MP007,Monitoring Without Repair,34,0.04558,1.0,1.0,0.96529,0.62,0.34,0.11877,0.0,0.81736,0.05874
MP007,Monitoring Without Repair,35,0.04685,1.0,1.0,0.97752,0.62,0.34,0.10737,0.0,0.82006,0.05456
MP007,Monitoring Without Repair,36,0.04465,1.0,1.0,0.98972,0.62,0.34,0.09597,0.0,0.82274,0.05039
MP007,Monitoring Without Repair,37,0.04778,1.0,1.0,1.0,0.62,0.34,0.08457,0.0,0.825,0.04651
MP007,Monitoring Without Repair,38,0.04457,1.0,1.0,1.0,0.62,0.34,0.07317,0.0,0.825,0.04423
MP007,Monitoring Without Repair,39,0.03597,1.0,1.0,1.0,0.62,0.34,0.06177,0.0,0.825,0.04195
MP007,Monitoring Without Repair,40,0.34,1.0,1.0,1.0,0.62,0.34,0.05037,0.0,0.825,0.03967
MP007,Monitoring Without Repair,41,0.04133,1.0,1.0,1.0,0.62,0.34,0.03897,0.0,0.825,0.03739
MP007,Monitoring Without Repair,42,0.04218,1.0,1.0,1.0,0.62,0.34,0.02757,0.0,0.825,0.03511
MP007,Monitoring Without Repair,43,0.0457,1.0,1.0,1.0,0.62,0.34,0.01617,0.0,0.825,0.03283
MP007,Monitoring Without Repair,44,0.04812,1.0,1.0,1.0,0.62,0.34,0.00477,0.0,0.825,0.03055
MP007,Monitoring Without Repair,45,0.04596,1.0,1.0,1.0,0.62,0.34,0.0,0.0,0.825,0.0296
MP007,Monitoring Without Repair,46,0.04952,1.0,1.0,1.0,0.62,0.34,0.0,0.0,0.825,0.0296
MP007,Monitoring Without Repair,47,0.04348,1.0,1.0,1.0,0.62,0.34,0.0,0.0,0.825,0.0296
MP007,Monitoring Without Repair,48,0.04365,1.0,1.0,1.0,0.62,0.34,0.0,0.0,0.825,0.0296
MP007,Monitoring Without Repair,49,0.04599,1.0,1.0,1.0,0.62,0.34,0.0,0.0,0.825,0.0296
MP007,Monitoring Without Repair,50,0.03994,1.0,1.0,1.0,0.62,0.34,0.0,0.0,0.825,0.0296
MP007,Monitoring Without Repair,51,0.04596,1.0,1.0,1.0,0.62,0.34,0.0,0.0,0.825,0.0296
MP007,Monitoring Without Repair,52,0.04751,1.0,1.0,1.0,0.62,0.34,0.0,0.0,0.825,0.0296
MP007,Monitoring Without Repair,53,0.04025,1.0,1.0,1.0,0.62,0.34,0.0,0.0,0.825,0.0296
MP007,Monitoring Without Repair,54,0.03686,1.0,1.0,1.0,0.62,0.34,0.0,0.0,0.825,0.0296
MP007,Monitoring Without Repair,55,0.3,1.0,1.0,1.0,0.62,0.34,0.0,0.0,0.825,0.0296
MP007,Monitoring Without Repair,56,0.04225,1.0,1.0,1.0,0.62,0.34,0.0,0.0,0.825,0.0296
MP007,Monitoring Without Repair,57,0.04132,1.0,1.0,1.0,0.62,0.34,0.0,0.0,0.825,0.0296
MP007,Monitoring Without Repair,58,0.0399,1.0,1.0,1.0,0.62,0.34,0.0,0.0,0.825,0.0296
MP007,Monitoring Without Repair,59,0.03779,1.0,1.0,1.0,0.62,0.34,0.0,0.0,0.825,0.0296
MP007,Monitoring Without Repair,60,0.04476,1.0,1.0,1.0,0.62,0.34,0.0,0.0,0.825,0.0296
MP007,Monitoring Without Repair,61,0.04369,1.0,1.0,1.0,0.62,0.34,0.0,0.0,0.825,0.0296
MP007,Monitoring Without Repair,62,0.04873,1.0,1.0,1.0,0.62,0.34,0.0,0.0,0.825,0.0296
MP007,Monitoring Without Repair,63,0.04924,1.0,1.0,1.0,0.62,0.34,0.0,0.0,0.825,0.0296
MP007,Monitoring Without Repair,64,0.03027,1.0,1.0,1.0,0.62,0.34,0.0,0.0,0.825,0.0296
MP007,Monitoring Without Repair,65,0.03801,1.0,1.0,1.0,0.62,0.34,0.0,0.0,0.825,0.0296
MP007,Monitoring Without Repair,66,0.04486,1.0,1.0,1.0,0.62,0.34,0.0,0.0,0.825,0.0296
MP007,Monitoring Without Repair,67,0.04072,1.0,1.0,1.0,0.62,0.34,0.0,0.0,0.825,0.0296
MP007,Monitoring Without Repair,68,0.04236,1.0,1.0,1.0,0.62,0.34,0.0,0.0,0.825,0.0296
MP007,Monitoring Without Repair,69,0.03514,1.0,1.0,1.0,0.62,0.34,0.0,0.0,0.825,0.0296
MP008,Institutional Reform and Corrective Action,0,0.03261,0.7065,0.36614,0.43785,0.32,0.8,0.72285,0.83908,0.21489,0.6954
MP008,Institutional Reform and Corrective Action,1,0.04631,0.69311,0.33147,0.41557,0.32,0.8,0.74656,0.85885,0.19429,0.71454
MP008,Institutional Reform and Corrective Action,2,0.04761,0.67933,0.29564,0.3929,0.32,0.8,0.77117,0.87933,0.17308,0.7343
MP008,Institutional Reform and Corrective Action,3,0.0377,0.6647,0.25832,0.36959,0.32,0.8,0.79671,0.90057,0.15099,0.75479
MP008,Institutional Reform and Corrective Action,4,0.03553,0.64951,0.21964,0.34579,0.32,0.8,0.82322,0.92258,0.12817,0.77598
MP008,Institutional Reform and Corrective Action,5,0.03392,0.63378,0.17957,0.32148,0.32,0.8,0.85073,0.94538,0.1046,0.79788
MP008,Institutional Reform and Corrective Action,6,0.03162,0.61748,0.13805,0.29664,0.32,0.8,0.87928,0.96902,0.08025,0.82053
MP008,Institutional Reform and Corrective Action,7,0.0343,0.60078,0.09516,0.27135,0.32,0.8,0.9089,0.99352,0.05522,0.84392
MP008,Institutional Reform and Corrective Action,8,0.03404,0.58357,0.05077,0.24554,0.32,0.8,0.93963,1.0,0.0313,0.86402
MP008,Institutional Reform and Corrective Action,9,0.04708,0.56636,0.00518,0.21947,0.32,0.8,0.9715,1.0,0.00764,0.88322
MP008,Institutional Reform and Corrective Action,10,0.03381,0.5481,0.0,0.19259,0.32,0.8,1.0,1.0,0.0,0.89274
MP008,Institutional Reform and Corrective Action,11,0.0338,0.52931,0.0,0.16514,0.32,0.8,1.0,1.0,0.0,0.89453
MP008,Institutional Reform and Corrective Action,12,0.28,0.51981,0.0,0.14234,0.32,0.8,1.0,1.0,0.0,0.8965
MP008,Institutional Reform and Corrective Action,13,0.04834,0.50059,0.0,0.11432,0.32,0.8,1.0,1.0,0.0,0.89833
MP008,Institutional Reform and Corrective Action,14,0.03204,0.48016,0.0,0.08537,0.32,0.8,1.0,1.0,0.0,0.90017
MP008,Institutional Reform and Corrective Action,15,0.03646,0.45933,0.0,0.05588,0.32,0.8,1.0,1.0,0.0,0.90204
MP008,Institutional Reform and Corrective Action,16,0.04977,0.43843,0.0,0.02602,0.32,0.8,1.0,1.0,0.0,0.90395
MP008,Institutional Reform and Corrective Action,17,0.03781,0.41647,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.90532
MP008,Institutional Reform and Corrective Action,18,0.04255,0.39417,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.90353
MP008,Institutional Reform and Corrective Action,19,0.04383,0.37192,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.90175
MP008,Institutional Reform and Corrective Action,20,0.04294,0.34964,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.89997
MP008,Institutional Reform and Corrective Action,21,0.03111,0.32688,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.89815
MP008,Institutional Reform and Corrective Action,22,0.04446,0.30466,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.89637
MP008,Institutional Reform and Corrective Action,23,0.04627,0.28251,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.8946
MP008,Institutional Reform and Corrective Action,24,0.03896,0.26007,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.89281
MP008,Institutional Reform and Corrective Action,25,0.32,0.24887,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.89191
MP008,Institutional Reform and Corrective Action,26,0.04445,0.22665,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.89013
MP008,Institutional Reform and Corrective Action,27,0.04978,0.20464,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.88837
MP008,Institutional Reform and Corrective Action,28,0.04885,0.1826,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.88661
MP008,Institutional Reform and Corrective Action,29,0.03403,0.15996,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.8848
MP008,Institutional Reform and Corrective Action,30,0.04518,0.13776,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.88302
MP008,Institutional Reform and Corrective Action,31,0.0398,0.11536,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.88123
MP008,Institutional Reform and Corrective Action,32,0.04974,0.09335,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.87947
MP008,Institutional Reform and Corrective Action,33,0.04941,0.07132,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.87771
MP008,Institutional Reform and Corrective Action,34,0.03968,0.04891,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.87591
MP008,Institutional Reform and Corrective Action,35,0.04804,0.02683,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.87415
MP008,Institutional Reform and Corrective Action,36,0.04769,0.00474,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.87238
MP008,Institutional Reform and Corrective Action,37,0.03223,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,38,0.03812,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,39,0.04893,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,40,0.34,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,41,0.03877,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,42,0.04258,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,43,0.03705,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,44,0.0457,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,45,0.03365,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,46,0.04195,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,47,0.04103,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,48,0.03054,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,49,0.04583,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,50,0.04581,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,51,0.04704,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,52,0.03382,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,53,0.04062,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,54,0.03301,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,55,0.3,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,56,0.04229,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,57,0.04783,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,58,0.03273,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,59,0.03505,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,60,0.03144,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,61,0.04854,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,62,0.0429,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,63,0.03282,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,64,0.04478,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,65,0.03892,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,66,0.03804,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,67,0.04565,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,68,0.04463,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
MP008,Institutional Reform and Corrective Action,69,0.0397,0.0,0.0,0.0,0.32,0.8,1.0,1.0,0.0,0.872
