simulation_id,strategy_id,strategy,rank,adjusted_value,maladaptive_risk
1429,MRS008,Maintenance Backlog Repair and Governance Reform,3,7.22709,0.53336
1429,MRS006,Distributed Renewable Resilience Hubs,4,7.20473,0.57074
1429,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,7.02601,0.66514
1429,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.22295,4.22335
1429,MRS003,Private Cooling Expansion Only,7,0.04839,4.30951
1429,MRS007,Dashboard Monitoring Without Repair,8,-0.59838,4.71011
1429,MRS005,Fossil Backup Power Expansion,9,-0.91569,4.77303
1429,MRS001,Rebuild Same Floodplain Housing,10,-1.10274,4.98796
1430,MRS006,Distributed Renewable Resilience Hubs,1,7.90362,0.4315
1430,MRS002,Floodplain Restoration and Housing Transition,2,7.7311,0.5429
1430,MRS004,Housing Retrofit and Public Cooling Network,3,7.32813,0.32392
1430,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.04158,0.57391
1430,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.7052,0.70598
1430,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.76643,4.00302
1430,MRS003,Private Cooling Expansion Only,7,0.13851,4.19504
1430,MRS007,Dashboard Monitoring Without Repair,8,-0.69059,4.63854
1430,MRS005,Fossil Backup Power Expansion,9,-0.75845,4.71562
1430,MRS001,Rebuild Same Floodplain Housing,10,-2.29735,5.64387
1431,MRS002,Floodplain Restoration and Housing Transition,1,7.83549,0.43877
1431,MRS008,Maintenance Backlog Repair and Governance Reform,2,7.73407,0.57158
1431,MRS004,Housing Retrofit and Public Cooling Network,3,7.65387,0.30865
1431,MRS006,Distributed Renewable Resilience Hubs,4,7.27349,0.52802
1431,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,7.26256,0.71814
1431,MRS009,Supply Chain Buffering Through Worker Flexibility,6,-0.11103,4.39463
1431,MRS007,Dashboard Monitoring Without Repair,7,-0.21883,4.47423
1431,MRS003,Private Cooling Expansion Only,8,-0.43587,4.51359
1431,MRS001,Rebuild Same Floodplain Housing,9,-0.64239,4.70584
1431,MRS005,Fossil Backup Power Expansion,10,-1.33102,4.96334
1432,MRS002,Floodplain Restoration and Housing Transition,1,8.34551,0.21501
1432,MRS006,Distributed Renewable Resilience Hubs,2,7.80884,0.47766
1432,MRS004,Housing Retrofit and Public Cooling Network,3,7.41633,0.50114
1432,MRS008,Maintenance Backlog Repair and Governance Reform,4,6.86927,0.8248
1432,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.40538,0.97094
1432,MRS003,Private Cooling Expansion Only,6,0.48072,3.99006
1432,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.02011,4.54071
1432,MRS007,Dashboard Monitoring Without Repair,8,-0.59847,4.59026
1432,MRS005,Fossil Backup Power Expansion,9,-1.19005,4.99088
1432,MRS001,Rebuild Same Floodplain Housing,10,-1.91435,5.39327
1433,MRS002,Floodplain Restoration and Housing Transition,1,7.57155,0.43863
1433,MRS008,Maintenance Backlog Repair and Governance Reform,2,7.48129,0.46766
1433,MRS004,Housing Retrofit and Public Cooling Network,3,7.4148,0.42019
1433,MRS006,Distributed Renewable Resilience Hubs,4,7.17004,0.70365
1433,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.7175,0.72114
1433,MRS003,Private Cooling Expansion Only,6,-0.11803,4.44866
1433,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.2095,4.44484
1433,MRS007,Dashboard Monitoring Without Repair,8,-0.62955,4.46366
1433,MRS005,Fossil Backup Power Expansion,9,-0.65135,4.59662
1433,MRS001,Rebuild Same Floodplain Housing,10,-1.64127,5.15916
1434,MRS002,Floodplain Restoration and Housing Transition,1,7.7059,0.34871
1434,MRS004,Housing Retrofit and Public Cooling Network,2,7.53994,0.67616
1434,MRS006,Distributed Renewable Resilience Hubs,3,7.46413,0.63267
1434,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.25933,0.49777
1434,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,7.08314,0.54182
1434,MRS003,Private Cooling Expansion Only,6,0.00752,4.23713
1434,MRS007,Dashboard Monitoring Without Repair,7,-0.02196,4.18199
1434,MRS009,Supply Chain Buffering Through Worker Flexibility,8,-0.4165,4.76897
1434,MRS005,Fossil Backup Power Expansion,9,-0.80786,4.65906
1434,MRS001,Rebuild Same Floodplain Housing,10,-1.50082,5.27715
1435,MRS002,Floodplain Restoration and Housing Transition,1,7.66963,0.56258
1435,MRS006,Distributed Renewable Resilience Hubs,2,7.17859,0.60426
1435,MRS010,Diversified Supply Chain with Labor and Ecological Standards,3,7.04047,0.50337
1435,MRS004,Housing Retrofit and Public Cooling Network,4,6.88373,0.68811
1435,MRS008,Maintenance Backlog Repair and Governance Reform,5,6.83001,0.86885
1435,MRS007,Dashboard Monitoring Without Repair,6,-0.42491,4.44297
1435,MRS003,Private Cooling Expansion Only,7,-0.45305,4.57851
1435,MRS009,Supply Chain Buffering Through Worker Flexibility,8,-0.6425,4.55159
1435,MRS005,Fossil Backup Power Expansion,9,-1.50488,5.10014
1435,MRS001,Rebuild Same Floodplain Housing,10,-2.62761,5.75519
1436,MRS004,Housing Retrofit and Public Cooling Network,1,7.60177,0.386
1436,MRS002,Floodplain Restoration and Housing Transition,2,7.53191,0.41169
1436,MRS006,Distributed Renewable Resilience Hubs,3,7.34676,0.51085
1436,MRS008,Maintenance Backlog Repair and Governance Reform,4,6.88518,0.64394
1436,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.64861,0.72607
1436,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.02187,4.46037
1436,MRS003,Private Cooling Expansion Only,7,-0.41502,4.62635
1436,MRS007,Dashboard Monitoring Without Repair,8,-0.71546,4.73986
1436,MRS001,Rebuild Same Floodplain Housing,9,-1.82429,5.34095
1436,MRS005,Fossil Backup Power Expansion,10,-1.92188,5.28266
1437,MRS002,Floodplain Restoration and Housing Transition,1,7.87402,0.44411
1437,MRS004,Housing Retrofit and Public Cooling Network,2,7.54841,0.57047
1437,MRS006,Distributed Renewable Resilience Hubs,3,7.49419,0.56347
1437,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.40275,0.41208
1437,MRS008,Maintenance Backlog Repair and Governance Reform,5,6.67042,0.74097
1437,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.16064,4.42306
1437,MRS003,Private Cooling Expansion Only,7,-0.15649,4.4024
1437,MRS007,Dashboard Monitoring Without Repair,8,-1.0712,4.86567
1437,MRS001,Rebuild Same Floodplain Housing,9,-1.53942,5.27365
1437,MRS005,Fossil Backup Power Expansion,10,-1.66717,5.1141
1438,MRS002,Floodplain Restoration and Housing Transition,1,8.15515,0.49377
1438,MRS006,Distributed Renewable Resilience Hubs,2,7.93678,0.36106
1438,MRS008,Maintenance Backlog Repair and Governance Reform,3,7.37918,0.42892
1438,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.34894,0.53755
1438,MRS004,Housing Retrofit and Public Cooling Network,5,6.84006,0.70708
1438,MRS003,Private Cooling Expansion Only,6,0.42517,4.11516
1438,MRS005,Fossil Backup Power Expansion,7,-0.39099,4.61106
1438,MRS009,Supply Chain Buffering Through Worker Flexibility,8,-0.58348,4.76424
1438,MRS001,Rebuild Same Floodplain Housing,9,-1.1995,5.03514
1438,MRS007,Dashboard Monitoring Without Repair,10,-1.3881,5.04298
1439,MRS006,Distributed Renewable Resilience Hubs,1,7.87182,0.35535
1439,MRS002,Floodplain Restoration and Housing Transition,2,7.7454,0.48589
1439,MRS004,Housing Retrofit and Public Cooling Network,3,7.41164,0.46523
1439,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.11156,0.52374
1439,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.97475,0.56202
1439,MRS003,Private Cooling Expansion Only,6,0.40048,4.14648
1439,MRS005,Fossil Backup Power Expansion,7,-0.76307,4.58888
1439,MRS009,Supply Chain Buffering Through Worker Flexibility,8,-0.80364,4.79261
1439,MRS007,Dashboard Monitoring Without Repair,9,-1.20884,5.06554
1439,MRS001,Rebuild Same Floodplain Housing,10,-1.65255,5.21769
1440,MRS006,Distributed Renewable Resilience Hubs,1,7.75741,0.49358
1440,MRS004,Housing Retrofit and Public Cooling Network,2,7.63631,0.40059
1440,MRS002,Floodplain Restoration and Housing Transition,3,7.51562,0.44614
1440,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.26112,0.67825
1440,MRS008,Maintenance Backlog Repair and Governance Reform,5,6.67875,0.75396
1440,MRS003,Private Cooling Expansion Only,6,0.10226,4.29989
1440,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.44316,4.62993
1440,MRS007,Dashboard Monitoring Without Repair,8,-0.7472,4.62631
1440,MRS001,Rebuild Same Floodplain Housing,9,-0.88569,4.7452
1440,MRS005,Fossil Backup Power Expansion,10,-1.29481,4.92136
1441,MRS002,Floodplain Restoration and Housing Transition,1,7.90758,0.2813
1441,MRS006,Distributed Renewable Resilience Hubs,2,7.69735,0.42428
1441,MRS004,Housing Retrofit and Public Cooling Network,3,7.39618,0.47026
1441,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.12828,0.6717
1441,MRS008,Maintenance Backlog Repair and Governance Reform,5,7.08546,0.6776
1441,MRS003,Private Cooling Expansion Only,6,1.05634,3.72718
1441,MRS009,Supply Chain Buffering Through Worker Flexibility,7,0.62803,4.06989
1441,MRS007,Dashboard Monitoring Without Repair,8,-0.73638,4.78203
1441,MRS005,Fossil Backup Power Expansion,9,-1.61507,5.12354
1441,MRS001,Rebuild Same Floodplain Housing,10,-1.75915,5.31012
1442,MRS002,Floodplain Restoration and Housing Transition,1,7.73431,0.41933
1442,MRS006,Distributed Renewable Resilience Hubs,2,7.71521,0.45067
1442,MRS004,Housing Retrofit and Public Cooling Network,3,7.27325,0.48817
1442,MRS008,Maintenance Backlog Repair and Governance Reform,4,6.92041,0.63394
1442,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.66084,0.91631
1442,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.39013,4.18676
1442,MRS003,Private Cooling Expansion Only,7,-0.74881,4.7181
1442,MRS007,Dashboard Monitoring Without Repair,8,-0.9928,4.72879
1442,MRS005,Fossil Backup Power Expansion,9,-1.31386,5.06153
1442,MRS001,Rebuild Same Floodplain Housing,10,-1.67206,5.22669
1443,MRS002,Floodplain Restoration and Housing Transition,1,7.49251,0.52619
1443,MRS004,Housing Retrofit and Public Cooling Network,2,7.39557,0.51383
1443,MRS006,Distributed Renewable Resilience Hubs,3,7.36568,0.58619
1443,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.32085,0.38843
1443,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,7.13708,0.66989
1443,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.67912,3.96565
1443,MRS003,Private Cooling Expansion Only,7,0.1259,4.37053
1443,MRS007,Dashboard Monitoring Without Repair,8,-0.82828,4.62821
1443,MRS005,Fossil Backup Power Expansion,9,-1.52598,5.05345
1443,MRS001,Rebuild Same Floodplain Housing,10,-1.91076,5.27615
1444,MRS008,Maintenance Backlog Repair and Governance Reform,1,7.98196,0.50383
1444,MRS004,Housing Retrofit and Public Cooling Network,2,7.8513,0.42954
1444,MRS006,Distributed Renewable Resilience Hubs,3,7.55775,0.42486
1444,MRS002,Floodplain Restoration and Housing Transition,4,7.457,0.45603
1444,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,7.30292,0.52255
1444,MRS003,Private Cooling Expansion Only,6,0.66044,3.9089
1444,MRS009,Supply Chain Buffering Through Worker Flexibility,7,0.03217,4.34211
1444,MRS007,Dashboard Monitoring Without Repair,8,-0.88649,4.67826
1444,MRS001,Rebuild Same Floodplain Housing,9,-0.91497,4.74032
1444,MRS005,Fossil Backup Power Expansion,10,-1.47455,4.99928
1445,MRS006,Distributed Renewable Resilience Hubs,1,7.7674,0.33977
1445,MRS002,Floodplain Restoration and Housing Transition,2,7.69461,0.55721
1445,MRS004,Housing Retrofit and Public Cooling Network,3,7.53568,0.43333
1445,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.45333,0.60834
1445,MRS008,Maintenance Backlog Repair and Governance Reform,5,7.40719,0.58277
1445,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.28311,4.13788
1445,MRS003,Private Cooling Expansion Only,7,-0.02113,4.454
1445,MRS005,Fossil Backup Power Expansion,8,-0.44841,4.50241
1445,MRS007,Dashboard Monitoring Without Repair,9,-1.17521,4.95812
1445,MRS001,Rebuild Same Floodplain Housing,10,-1.51695,5.2298
1446,MRS002,Floodplain Restoration and Housing Transition,1,7.68333,0.42169
1446,MRS006,Distributed Renewable Resilience Hubs,2,7.30232,0.6284
1446,MRS010,Diversified Supply Chain with Labor and Ecological Standards,3,7.17533,0.55464
1446,MRS004,Housing Retrofit and Public Cooling Network,4,7.0078,0.74965
1446,MRS008,Maintenance Backlog Repair and Governance Reform,5,6.75529,0.76075
1446,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.59782,4.06648
1446,MRS003,Private Cooling Expansion Only,7,0.02144,4.30427
1446,MRS005,Fossil Backup Power Expansion,8,-1.06664,4.82716
1446,MRS007,Dashboard Monitoring Without Repair,9,-1.33983,5.1039
1446,MRS001,Rebuild Same Floodplain Housing,10,-2.35353,5.57416
1447,MRS006,Distributed Renewable Resilience Hubs,1,7.60472,0.43767
1447,MRS002,Floodplain Restoration and Housing Transition,2,7.39596,0.49381
1447,MRS010,Diversified Supply Chain with Labor and Ecological Standards,3,7.1573,0.55746
1447,MRS004,Housing Retrofit and Public Cooling Network,4,6.9983,0.63014
1447,MRS008,Maintenance Backlog Repair and Governance Reform,5,6.18096,1.02118
1447,MRS003,Private Cooling Expansion Only,6,0.39373,4.05426
1447,MRS009,Supply Chain Buffering Through Worker Flexibility,7,0.00518,4.35697
1447,MRS007,Dashboard Monitoring Without Repair,8,-0.75154,4.81263
1447,MRS001,Rebuild Same Floodplain Housing,9,-1.42906,5.27354
1447,MRS005,Fossil Backup Power Expansion,10,-1.57722,5.21297
1448,MRS002,Floodplain Restoration and Housing Transition,1,8.03371,0.4252
1448,MRS004,Housing Retrofit and Public Cooling Network,2,7.71242,0.61001
1448,MRS006,Distributed Renewable Resilience Hubs,3,7.58677,0.5029
1448,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.01406,0.76068
1448,MRS008,Maintenance Backlog Repair and Governance Reform,5,6.88823,0.64542
1448,MRS003,Private Cooling Expansion Only,6,0.73625,4.04691
1448,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.20552,4.4833
1448,MRS005,Fossil Backup Power Expansion,8,-0.56992,4.52743
1448,MRS007,Dashboard Monitoring Without Repair,9,-0.99817,4.74437
1448,MRS001,Rebuild Same Floodplain Housing,10,-1.15403,4.9432
1449,MRS004,Housing Retrofit and Public Cooling Network,1,7.48459,0.56083
1449,MRS010,Diversified Supply Chain with Labor and Ecological Standards,2,7.38061,0.55681
1449,MRS002,Floodplain Restoration and Housing Transition,3,7.1683,0.57798
1449,MRS008,Maintenance Backlog Repair and Governance Reform,4,6.9656,0.70314
1449,MRS006,Distributed Renewable Resilience Hubs,5,6.61496,0.6865
1449,MRS003,Private Cooling Expansion Only,6,0.61395,3.88773
1449,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.15079,4.45318
1449,MRS005,Fossil Backup Power Expansion,8,-0.74296,4.68733
1449,MRS007,Dashboard Monitoring Without Repair,9,-1.09017,4.94713
1449,MRS001,Rebuild Same Floodplain Housing,10,-1.14228,5.039
1450,MRS002,Floodplain Restoration and Housing Transition,1,7.57339,0.57655
1450,MRS006,Distributed Renewable Resilience Hubs,2,7.43252,0.36924
1450,MRS004,Housing Retrofit and Public Cooling Network,3,7.39472,0.45209
1450,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.13554,0.56939
1450,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.95941,0.68836
1450,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.31334,4.18224
1450,MRS003,Private Cooling Expansion Only,7,-0.37288,4.5708
1450,MRS005,Fossil Backup Power Expansion,8,-0.70042,4.67439
1450,MRS007,Dashboard Monitoring Without Repair,9,-0.95488,4.80395
1450,MRS001,Rebuild Same Floodplain Housing,10,-2.43281,5.6018
1451,MRS002,Floodplain Restoration and Housing Transition,1,7.57958,0.47686
1451,MRS006,Distributed Renewable Resilience Hubs,2,7.18217,0.68638
1451,MRS004,Housing Retrofit and Public Cooling Network,3,6.96786,0.66145
1451,MRS008,Maintenance Backlog Repair and Governance Reform,4,6.75082,0.77616
1451,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.61564,0.86887
1451,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.45044,4.39408
1451,MRS003,Private Cooling Expansion Only,7,0.1812,4.32385
1451,MRS007,Dashboard Monitoring Without Repair,8,-0.33902,4.45219
1451,MRS005,Fossil Backup Power Expansion,9,-1.07472,4.85781
1451,MRS001,Rebuild Same Floodplain Housing,10,-1.08726,4.88565
1452,MRS004,Housing Retrofit and Public Cooling Network,1,8.07102,0.27431
1452,MRS002,Floodplain Restoration and Housing Transition,2,7.88495,0.51152
1452,MRS006,Distributed Renewable Resilience Hubs,3,7.60604,0.41927
1452,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.35852,0.46939
1452,MRS008,Maintenance Backlog Repair and Governance Reform,5,6.97465,0.68017
1452,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.4365,4.15075
1452,MRS005,Fossil Backup Power Expansion,7,-0.37567,4.57815
1452,MRS003,Private Cooling Expansion Only,8,-0.45299,4.60929
1452,MRS007,Dashboard Monitoring Without Repair,9,-1.00877,4.83811
1452,MRS001,Rebuild Same Floodplain Housing,10,-1.12977,4.96958
1453,MRS002,Floodplain Restoration and Housing Transition,1,8.08907,0.42343
1453,MRS004,Housing Retrofit and Public Cooling Network,2,7.58653,0.49222
1453,MRS008,Maintenance Backlog Repair and Governance Reform,3,7.20108,0.61807
1453,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.14229,0.6046
1453,MRS006,Distributed Renewable Resilience Hubs,5,6.73809,0.69664
1453,MRS003,Private Cooling Expansion Only,6,0.16057,4.27622
1453,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.28358,4.49675
1453,MRS005,Fossil Backup Power Expansion,8,-0.59478,4.59487
1453,MRS007,Dashboard Monitoring Without Repair,9,-0.63484,4.57888
1453,MRS001,Rebuild Same Floodplain Housing,10,-1.03587,4.86984
1454,MRS002,Floodplain Restoration and Housing Transition,1,8.00691,0.38798
1454,MRS006,Distributed Renewable Resilience Hubs,2,7.57794,0.46628
1454,MRS010,Diversified Supply Chain with Labor and Ecological Standards,3,7.32102,0.59316
1454,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.24879,0.48924
1454,MRS004,Housing Retrofit and Public Cooling Network,5,7.07418,0.57121
1454,MRS003,Private Cooling Expansion Only,6,0.56866,4.07524
1454,MRS007,Dashboard Monitoring Without Repair,7,-0.09295,4.33898
1454,MRS009,Supply Chain Buffering Through Worker Flexibility,8,-0.34743,4.5292
1454,MRS005,Fossil Backup Power Expansion,9,-1.64036,5.07999
1454,MRS001,Rebuild Same Floodplain Housing,10,-1.73014,5.3275
1455,MRS008,Maintenance Backlog Repair and Governance Reform,1,7.58771,0.40844
1455,MRS006,Distributed Renewable Resilience Hubs,2,7.30515,0.50117
1455,MRS002,Floodplain Restoration and Housing Transition,3,7.28902,0.43588
1455,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.08679,0.59538
1455,MRS004,Housing Retrofit and Public Cooling Network,5,6.63993,0.82798
1455,MRS003,Private Cooling Expansion Only,6,1.00414,3.70466
1455,MRS007,Dashboard Monitoring Without Repair,7,-0.19268,4.47471
1455,MRS009,Supply Chain Buffering Through Worker Flexibility,8,-0.58244,4.63222
1455,MRS005,Fossil Backup Power Expansion,9,-2.09519,5.36733
1455,MRS001,Rebuild Same Floodplain Housing,10,-2.16926,5.5696
1456,MRS002,Floodplain Restoration and Housing Transition,1,7.7828,0.35439
1456,MRS004,Housing Retrofit and Public Cooling Network,2,7.69542,0.46553
1456,MRS006,Distributed Renewable Resilience Hubs,3,7.25656,0.4104
1456,MRS008,Maintenance Backlog Repair and Governance Reform,4,6.95821,0.62156
1456,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.50345,0.87011
1456,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.37246,4.14672
1456,MRS003,Private Cooling Expansion Only,7,0.32498,4.01562
1456,MRS001,Rebuild Same Floodplain Housing,8,-0.94487,4.86825
1456,MRS007,Dashboard Monitoring Without Repair,9,-1.0024,4.75578
1456,MRS005,Fossil Backup Power Expansion,10,-1.55209,5.15651
1457,MRS004,Housing Retrofit and Public Cooling Network,1,7.6808,0.38613
1457,MRS002,Floodplain Restoration and Housing Transition,2,7.64481,0.50874
1457,MRS008,Maintenance Backlog Repair and Governance Reform,3,7.36444,0.50114
1457,MRS006,Distributed Renewable Resilience Hubs,4,7.17235,0.70885
1457,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.73291,0.84859
1457,MRS003,Private Cooling Expansion Only,6,0.43549,4.13083
1457,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.17613,4.42209
1457,MRS007,Dashboard Monitoring Without Repair,8,-0.5646,4.74785
1457,MRS001,Rebuild Same Floodplain Housing,9,-1.08405,4.90364
1457,MRS005,Fossil Backup Power Expansion,10,-1.13484,4.81507
1458,MRS002,Floodplain Restoration and Housing Transition,1,8.00688,0.53833
1458,MRS004,Housing Retrofit and Public Cooling Network,2,7.69296,0.37179
1458,MRS006,Distributed Renewable Resilience Hubs,3,7.57,0.47572
1458,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.41744,0.56602
1458,MRS008,Maintenance Backlog Repair and Governance Reform,5,6.90325,0.74843
1458,MRS003,Private Cooling Expansion Only,6,0.49292,4.06963
1458,MRS005,Fossil Backup Power Expansion,7,-0.23902,4.39006
1458,MRS007,Dashboard Monitoring Without Repair,8,-0.3015,4.53656
1458,MRS009,Supply Chain Buffering Through Worker Flexibility,9,-0.7167,4.75152
1458,MRS001,Rebuild Same Floodplain Housing,10,-1.00986,4.77873
1459,MRS002,Floodplain Restoration and Housing Transition,1,7.90977,0.41634
1459,MRS004,Housing Retrofit and Public Cooling Network,2,7.38337,0.49263
1459,MRS006,Distributed Renewable Resilience Hubs,3,7.12316,0.51668
1459,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.10879,0.76001
1459,MRS008,Maintenance Backlog Repair and Governance Reform,5,7.10141,0.57497
1459,MRS007,Dashboard Monitoring Without Repair,6,-0.41308,4.52548
1459,MRS005,Fossil Backup Power Expansion,7,-0.58438,4.54873
1459,MRS003,Private Cooling Expansion Only,8,-0.61609,4.6462
1459,MRS009,Supply Chain Buffering Through Worker Flexibility,9,-0.84312,4.83965
1459,MRS001,Rebuild Same Floodplain Housing,10,-1.57865,5.17512
1460,MRS002,Floodplain Restoration and Housing Transition,1,7.75056,0.52376
1460,MRS004,Housing Retrofit and Public Cooling Network,2,7.52667,0.41293
1460,MRS006,Distributed Renewable Resilience Hubs,3,7.27305,0.57039
1460,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.14505,0.63708
1460,MRS008,Maintenance Backlog Repair and Governance Reform,5,6.39401,0.93524
1460,MRS003,Private Cooling Expansion Only,6,0.64025,3.98317
1460,MRS009,Supply Chain Buffering Through Worker Flexibility,7,0.00685,4.37276
1460,MRS007,Dashboard Monitoring Without Repair,8,-0.36935,4.506
1460,MRS005,Fossil Backup Power Expansion,9,-0.70222,4.54401
1460,MRS001,Rebuild Same Floodplain Housing,10,-1.1948,4.98552
1461,MRS004,Housing Retrofit and Public Cooling Network,1,7.68874,0.36324
1461,MRS002,Floodplain Restoration and Housing Transition,2,7.46766,0.34594
1461,MRS010,Diversified Supply Chain with Labor and Ecological Standards,3,7.32733,0.52938
1461,MRS006,Distributed Renewable Resilience Hubs,4,6.97346,0.62685
1461,MRS008,Maintenance Backlog Repair and Governance Reform,5,6.65378,0.65407
1461,MRS009,Supply Chain Buffering Through Worker Flexibility,6,-0.13403,4.40194
1461,MRS007,Dashboard Monitoring Without Repair,7,-0.22496,4.48775
1461,MRS003,Private Cooling Expansion Only,8,-0.32556,4.51811
1461,MRS005,Fossil Backup Power Expansion,9,-0.89828,4.6896
1461,MRS001,Rebuild Same Floodplain Housing,10,-2.21862,5.61113
1462,MRS006,Distributed Renewable Resilience Hubs,1,7.67693,0.49642
1462,MRS004,Housing Retrofit and Public Cooling Network,2,7.50027,0.58661
1462,MRS002,Floodplain Restoration and Housing Transition,3,7.41751,0.48571
1462,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.25468,0.49585
1462,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,7.17991,0.70176
1462,MRS003,Private Cooling Expansion Only,6,0.18148,4.31406
1462,MRS005,Fossil Backup Power Expansion,7,-0.12842,4.41767
1462,MRS009,Supply Chain Buffering Through Worker Flexibility,8,-1.57847,5.14256
1462,MRS007,Dashboard Monitoring Without Repair,9,-1.76301,5.12515
1462,MRS001,Rebuild Same Floodplain Housing,10,-1.90538,5.43775
1463,MRS006,Distributed Renewable Resilience Hubs,1,7.96751,0.32576
1463,MRS002,Floodplain Restoration and Housing Transition,2,7.84145,0.51086
1463,MRS004,Housing Retrofit and Public Cooling Network,3,7.82881,0.37199
1463,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.16203,0.73365
1463,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,7.02761,0.53
1463,MRS007,Dashboard Monitoring Without Repair,6,-0.19882,4.40653
1463,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.20055,4.49911
1463,MRS003,Private Cooling Expansion Only,8,-0.33062,4.53502
1463,MRS005,Fossil Backup Power Expansion,9,-1.42246,5.05663
1463,MRS001,Rebuild Same Floodplain Housing,10,-1.88849,5.41709
1464,MRS002,Floodplain Restoration and Housing Transition,1,7.81485,0.52884
1464,MRS006,Distributed Renewable Resilience Hubs,2,7.59672,0.53638
1464,MRS004,Housing Retrofit and Public Cooling Network,3,7.58884,0.40343
1464,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.37955,0.55642
1464,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.30132,1.08149
1464,MRS003,Private Cooling Expansion Only,6,-0.04989,4.21571
1464,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.76735,4.95876
1464,MRS007,Dashboard Monitoring Without Repair,8,-0.97028,4.8101
1464,MRS005,Fossil Backup Power Expansion,9,-1.22191,4.81226
1464,MRS001,Rebuild Same Floodplain Housing,10,-1.29931,4.96181
1465,MRS006,Distributed Renewable Resilience Hubs,1,7.78102,0.46972
1465,MRS010,Diversified Supply Chain with Labor and Ecological Standards,2,7.4512,0.46002
1465,MRS002,Floodplain Restoration and Housing Transition,3,7.44943,0.35832
1465,MRS004,Housing Retrofit and Public Cooling Network,4,7.4475,0.46762
1465,MRS008,Maintenance Backlog Repair and Governance Reform,5,7.35949,0.42451
1465,MRS007,Dashboard Monitoring Without Repair,6,-0.2569,4.50208
1465,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.45593,4.51324
1465,MRS005,Fossil Backup Power Expansion,8,-0.61808,4.53958
1465,MRS003,Private Cooling Expansion Only,9,-0.68696,4.72433
1465,MRS001,Rebuild Same Floodplain Housing,10,-1.12541,5.01356
