system_id,system,knowledge_context,time,event,knowledge_stress,protective_capacity,knowledge_function,institutional_trust,extraction_risk,equity_adjusted_function
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,26,background local-knowledge practice stress,0.17034,0.72663,1.0,0.72936,0.60788,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,27,Sensitive household and sacred-site data exposure risk,0.98343,0.7272,1.0,0.7174,0.623,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,28,background local-knowledge practice stress,0.16994,0.72541,1.0,0.7212,0.61908,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,29,background local-knowledge practice stress,0.17245,0.72598,1.0,0.725,0.61516,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,30,background local-knowledge practice stress,0.17191,0.72655,1.0,0.7288,0.61124,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,31,background local-knowledge practice stress,0.17343,0.72712,1.0,0.7326,0.60732,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,32,background local-knowledge practice stress,0.17239,0.72769,1.0,0.7364,0.6034,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,33,background local-knowledge practice stress,0.17171,0.72826,1.0,0.7402,0.59948,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,34,background local-knowledge practice stress,0.17344,0.72883,1.0,0.744,0.59556,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,35,background local-knowledge practice stress,0.17412,0.7294,1.0,0.7478,0.59164,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,36,background local-knowledge practice stress,0.17231,0.72997,1.0,0.7516,0.58772,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,37,background local-knowledge practice stress,0.1722,0.73054,1.0,0.7554,0.5838,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,38,background local-knowledge practice stress,0.16919,0.73111,1.0,0.7592,0.57988,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,39,background local-knowledge practice stress,0.17059,0.73168,1.0,0.763,0.57596,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,40,background local-knowledge practice stress,0.17034,0.73225,1.0,0.7668,0.57204,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,41,background local-knowledge practice stress,0.16965,0.73282,1.0,0.7706,0.56812,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,42,Agency ignores community map after public workshop,0.97065,0.73339,1.0,0.75736,0.57988,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,43,background local-knowledge practice stress,0.1728,0.7314,1.0,0.76116,0.57596,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,44,background local-knowledge practice stress,0.17054,0.73197,1.0,0.76496,0.57204,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,45,background local-knowledge practice stress,0.17296,0.73254,1.0,0.76876,0.56812,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,46,background local-knowledge practice stress,0.17247,0.73311,1.0,0.77256,0.5642,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,47,background local-knowledge practice stress,0.17,0.73368,1.0,0.77636,0.56028,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,48,background local-knowledge practice stress,0.16812,0.73425,1.0,0.78016,0.55636,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,49,background local-knowledge practice stress,0.1683,0.73482,1.0,0.78396,0.55244,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,50,background local-knowledge practice stress,0.1676,0.73539,1.0,0.78776,0.54852,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,51,background local-knowledge practice stress,0.16795,0.73596,1.0,0.79156,0.5446,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,52,background local-knowledge practice stress,0.16853,0.73653,1.0,0.79536,0.54068,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,53,background local-knowledge practice stress,0.16666,0.7371,1.0,0.79916,0.53676,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,54,background local-knowledge practice stress,0.168,0.73767,1.0,0.80296,0.53284,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,55,background local-knowledge practice stress,0.16791,0.73824,1.0,0.80676,0.52892,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,56,Community science findings contested by regulator,0.93831,0.73881,1.0,0.79576,0.54016,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,57,background local-knowledge practice stress,0.16891,0.73716,1.0,0.79956,0.53624,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,58,background local-knowledge practice stress,0.17006,0.73773,1.0,0.80336,0.53232,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,59,background local-knowledge practice stress,0.16909,0.7383,1.0,0.80716,0.5284,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,60,background local-knowledge practice stress,0.17118,0.73887,1.0,0.81096,0.52448,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,61,background local-knowledge practice stress,0.16852,0.73944,1.0,0.81476,0.52056,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,62,background local-knowledge practice stress,0.16755,0.74001,1.0,0.81856,0.51664,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,63,background local-knowledge practice stress,0.16978,0.74058,1.0,0.82236,0.51272,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,64,background local-knowledge practice stress,0.16949,0.74115,1.0,0.82616,0.5088,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,65,background local-knowledge practice stress,0.16665,0.74172,1.0,0.82996,0.50488,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,66,background local-knowledge practice stress,0.17047,0.74229,1.0,0.83376,0.50096,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,67,background local-knowledge practice stress,0.16566,0.74286,1.0,0.83756,0.49704,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,68,background local-knowledge practice stress,0.16748,0.74343,1.0,0.84136,0.49312,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,69,background local-knowledge practice stress,0.16557,0.744,1.0,0.84516,0.4892,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,70,Compound knowledge governance crisis during recovery,1.08654,0.74457,1.0,0.83136,0.50448,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,71,background local-knowledge practice stress,0.16763,0.7425,1.0,0.83516,0.50056,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,72,background local-knowledge practice stress,0.16615,0.74307,1.0,0.83896,0.49664,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,73,background local-knowledge practice stress,0.16816,0.74364,1.0,0.84276,0.49272,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,74,background local-knowledge practice stress,0.16921,0.74421,1.0,0.84656,0.4888,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,75,background local-knowledge practice stress,0.16627,0.74478,1.0,0.85036,0.48488,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,76,background local-knowledge practice stress,0.16788,0.74535,1.0,0.85416,0.48096,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,77,background local-knowledge practice stress,0.16684,0.74592,1.0,0.85796,0.47704,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,78,background local-knowledge practice stress,0.16939,0.74649,1.0,0.86176,0.47312,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,79,background local-knowledge practice stress,0.16421,0.74706,1.0,0.86556,0.4692,0.9608
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,0,background local-knowledge practice stress,0.18405,0.7394,1.0,0.6242,0.79548,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,1,background local-knowledge practice stress,0.18611,0.74003,1.0,0.6284,0.79096,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,2,background local-knowledge practice stress,0.18386,0.74066,1.0,0.6326,0.78644,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,3,background local-knowledge practice stress,0.18113,0.74129,1.0,0.6368,0.78192,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,4,background local-knowledge practice stress,0.18339,0.74192,1.0,0.641,0.7774,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,5,background local-knowledge practice stress,0.18224,0.74255,1.0,0.6452,0.77288,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,6,background local-knowledge practice stress,0.18047,0.74318,1.0,0.6494,0.76836,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,7,background local-knowledge practice stress,0.18135,0.74381,1.0,0.6536,0.76384,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,8,background local-knowledge practice stress,0.18326,0.74444,1.0,0.6578,0.75932,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,9,background local-knowledge practice stress,0.18147,0.74507,1.0,0.662,0.7548,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,10,background local-knowledge practice stress,0.18302,0.7457,1.0,0.6662,0.75028,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,11,background local-knowledge practice stress,0.18357,0.74633,1.0,0.6704,0.74576,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,12,Emergency planning rush with limited participation time,0.92606,0.74696,1.0,0.66136,0.75496,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,13,background local-knowledge practice stress,0.18068,0.7456,1.0,0.66556,0.75044,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,14,background local-knowledge practice stress,0.18463,0.74623,1.0,0.66976,0.74592,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,15,background local-knowledge practice stress,0.17989,0.74686,1.0,0.67396,0.7414,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,16,background local-knowledge practice stress,0.18289,0.74749,1.0,0.67816,0.73688,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,17,background local-knowledge practice stress,0.18368,0.74812,1.0,0.68236,0.73236,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,18,background local-knowledge practice stress,0.18268,0.74875,1.0,0.68656,0.72784,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,19,background local-knowledge practice stress,0.18006,0.74938,1.0,0.69076,0.72332,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,20,background local-knowledge practice stress,0.18107,0.75001,1.0,0.69496,0.7188,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,21,background local-knowledge practice stress,0.18142,0.75064,1.0,0.69916,0.71428,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,22,background local-knowledge practice stress,0.1799,0.75127,1.0,0.70336,0.70976,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,23,background local-knowledge practice stress,0.18167,0.7519,1.0,0.70756,0.70524,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,24,background local-knowledge practice stress,0.18096,0.75253,1.0,0.71176,0.70072,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,25,background local-knowledge practice stress,0.17744,0.75316,1.0,0.71596,0.6962,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,26,background local-knowledge practice stress,0.17697,0.75379,1.0,0.72016,0.69168,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,27,Sensitive household and sacred-site data exposure risk,0.99013,0.75442,1.0,0.7086,0.7062,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,28,background local-knowledge practice stress,0.17695,0.75269,1.0,0.7128,0.70168,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,29,background local-knowledge practice stress,0.18045,0.75332,1.0,0.717,0.69716,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,30,background local-knowledge practice stress,0.18199,0.75395,1.0,0.7212,0.69264,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,31,background local-knowledge practice stress,0.177,0.75458,1.0,0.7254,0.68812,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,32,background local-knowledge practice stress,0.17593,0.75521,1.0,0.7296,0.6836,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,33,background local-knowledge practice stress,0.17855,0.75584,1.0,0.7338,0.67908,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,34,background local-knowledge practice stress,0.17848,0.75647,1.0,0.738,0.67456,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,35,background local-knowledge practice stress,0.17956,0.7571,1.0,0.7422,0.67004,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,36,background local-knowledge practice stress,0.17625,0.75773,1.0,0.7464,0.66552,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,37,background local-knowledge practice stress,0.17713,0.75836,1.0,0.7506,0.661,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,38,background local-knowledge practice stress,0.1774,0.75899,1.0,0.7548,0.65648,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,39,background local-knowledge practice stress,0.178,0.75962,1.0,0.759,0.65196,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,40,background local-knowledge practice stress,0.17468,0.76025,1.0,0.7632,0.64744,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,41,background local-knowledge practice stress,0.17895,0.76088,1.0,0.7674,0.64292,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,42,Agency ignores community map after public workshop,0.97663,0.76151,1.0,0.75456,0.65408,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,43,background local-knowledge practice stress,0.17577,0.75958,1.0,0.75876,0.64956,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,44,background local-knowledge practice stress,0.17722,0.76021,1.0,0.76296,0.64504,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,45,background local-knowledge practice stress,0.17413,0.76084,1.0,0.76716,0.64052,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,46,background local-knowledge practice stress,0.17634,0.76147,1.0,0.77136,0.636,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,47,background local-knowledge practice stress,0.17466,0.7621,1.0,0.77556,0.63148,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,48,background local-knowledge practice stress,0.17859,0.76273,1.0,0.77976,0.62696,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,49,background local-knowledge practice stress,0.17548,0.76336,1.0,0.78396,0.62244,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,50,background local-knowledge practice stress,0.17642,0.76399,1.0,0.78816,0.61792,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,51,background local-knowledge practice stress,0.17599,0.76462,1.0,0.79236,0.6134,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,52,background local-knowledge practice stress,0.17604,0.76525,1.0,0.79656,0.60888,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,53,background local-knowledge practice stress,0.17263,0.76588,1.0,0.80076,0.60436,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,54,background local-knowledge practice stress,0.17447,0.76651,1.0,0.80496,0.59984,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,55,background local-knowledge practice stress,0.17529,0.76714,1.0,0.80916,0.59532,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,56,Community science findings contested by regulator,0.94363,0.76777,1.0,0.79856,0.60596,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,57,background local-knowledge practice stress,0.17488,0.76618,1.0,0.80276,0.60144,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,58,background local-knowledge practice stress,0.17718,0.76681,1.0,0.80696,0.59692,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,59,background local-knowledge practice stress,0.17587,0.76744,1.0,0.81116,0.5924,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,60,background local-knowledge practice stress,0.17332,0.76807,1.0,0.81536,0.58788,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,61,background local-knowledge practice stress,0.17385,0.7687,1.0,0.81956,0.58336,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,62,background local-knowledge practice stress,0.17469,0.76933,1.0,0.82376,0.57884,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,63,background local-knowledge practice stress,0.17188,0.76996,1.0,0.82796,0.57432,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,64,background local-knowledge practice stress,0.17132,0.77059,1.0,0.83216,0.5698,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,65,background local-knowledge practice stress,0.17517,0.77122,1.0,0.83636,0.56528,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,66,background local-knowledge practice stress,0.17197,0.77185,1.0,0.84056,0.56076,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,67,background local-knowledge practice stress,0.17334,0.77248,1.0,0.84476,0.55624,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,68,background local-knowledge practice stress,0.17382,0.77311,1.0,0.84896,0.55172,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,69,background local-knowledge practice stress,0.17181,0.77374,1.0,0.85316,0.5472,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,70,Compound knowledge governance crisis during recovery,1.09118,0.77437,1.0,0.83976,0.56188,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,71,background local-knowledge practice stress,0.17379,0.77236,1.0,0.84396,0.55736,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,72,background local-knowledge practice stress,0.17276,0.77299,1.0,0.84816,0.55284,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,73,background local-knowledge practice stress,0.17063,0.77362,1.0,0.85236,0.54832,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,74,background local-knowledge practice stress,0.17245,0.77425,1.0,0.85656,0.5438,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,75,background local-knowledge practice stress,0.17071,0.77488,1.0,0.86076,0.53928,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,76,background local-knowledge practice stress,0.17034,0.77551,1.0,0.86496,0.53476,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,77,background local-knowledge practice stress,0.16928,0.77614,1.0,0.86916,0.53024,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,78,background local-knowledge practice stress,0.17323,0.77677,1.0,0.87336,0.52572,0.9832
KS006,Recovery Feedback and Administrative Burden Learning System,disaster recovery access and institutional learning,79,background local-knowledge practice stress,0.1701,0.7774,1.0,0.87756,0.5212,0.9832
