simulation_id,strategy_id,strategy,rank,knowledge_integration_value,winner
1637,LK001,Participatory Risk Mapping and Action Triggers,4,8.33101,Indigenous Knowledge Governance Protocol
1637,LK002,Community Science Environmental Monitoring Network,5,8.19361,Indigenous Knowledge Governance Protocol
1637,LK005,Trusted Messenger and Local Warning System,6,7.82925,Indigenous Knowledge Governance Protocol
1638,LK006,Recovery Feedback and Administrative Burden Review,1,9.18866,Recovery Feedback and Administrative Burden Review
1638,LK004,Funded Community Resilience Advisory Council,2,8.93434,Recovery Feedback and Administrative Burden Review
1638,LK003,Indigenous Knowledge Governance Protocol,3,8.45182,Recovery Feedback and Administrative Burden Review
1638,LK002,Community Science Environmental Monitoring Network,4,8.39147,Recovery Feedback and Administrative Burden Review
1638,LK001,Participatory Risk Mapping and Action Triggers,5,8.33296,Recovery Feedback and Administrative Burden Review
1638,LK005,Trusted Messenger and Local Warning System,6,8.21367,Recovery Feedback and Administrative Burden Review
1639,LK004,Funded Community Resilience Advisory Council,1,8.99442,Funded Community Resilience Advisory Council
1639,LK003,Indigenous Knowledge Governance Protocol,2,8.99005,Funded Community Resilience Advisory Council
1639,LK001,Participatory Risk Mapping and Action Triggers,3,8.43205,Funded Community Resilience Advisory Council
1639,LK005,Trusted Messenger and Local Warning System,4,8.41963,Funded Community Resilience Advisory Council
1639,LK006,Recovery Feedback and Administrative Burden Review,5,8.22391,Funded Community Resilience Advisory Council
1639,LK002,Community Science Environmental Monitoring Network,6,8.16238,Funded Community Resilience Advisory Council
1640,LK003,Indigenous Knowledge Governance Protocol,1,9.04088,Indigenous Knowledge Governance Protocol
1640,LK004,Funded Community Resilience Advisory Council,2,8.85159,Indigenous Knowledge Governance Protocol
1640,LK006,Recovery Feedback and Administrative Burden Review,3,8.44467,Indigenous Knowledge Governance Protocol
1640,LK002,Community Science Environmental Monitoring Network,4,8.43539,Indigenous Knowledge Governance Protocol
1640,LK001,Participatory Risk Mapping and Action Triggers,5,8.39312,Indigenous Knowledge Governance Protocol
1640,LK005,Trusted Messenger and Local Warning System,6,8.23935,Indigenous Knowledge Governance Protocol
1641,LK003,Indigenous Knowledge Governance Protocol,1,8.93376,Indigenous Knowledge Governance Protocol
1641,LK004,Funded Community Resilience Advisory Council,2,8.86581,Indigenous Knowledge Governance Protocol
1641,LK006,Recovery Feedback and Administrative Burden Review,3,8.59972,Indigenous Knowledge Governance Protocol
1641,LK005,Trusted Messenger and Local Warning System,4,8.21732,Indigenous Knowledge Governance Protocol
1641,LK001,Participatory Risk Mapping and Action Triggers,5,8.14702,Indigenous Knowledge Governance Protocol
1641,LK002,Community Science Environmental Monitoring Network,6,8.11701,Indigenous Knowledge Governance Protocol
1642,LK004,Funded Community Resilience Advisory Council,1,8.99057,Funded Community Resilience Advisory Council
1642,LK005,Trusted Messenger and Local Warning System,2,8.67476,Funded Community Resilience Advisory Council
1642,LK006,Recovery Feedback and Administrative Burden Review,3,8.56068,Funded Community Resilience Advisory Council
1642,LK001,Participatory Risk Mapping and Action Triggers,4,8.55661,Funded Community Resilience Advisory Council
1642,LK003,Indigenous Knowledge Governance Protocol,5,8.49443,Funded Community Resilience Advisory Council
1642,LK002,Community Science Environmental Monitoring Network,6,7.84689,Funded Community Resilience Advisory Council
1643,LK004,Funded Community Resilience Advisory Council,1,8.87057,Funded Community Resilience Advisory Council
1643,LK005,Trusted Messenger and Local Warning System,2,8.77534,Funded Community Resilience Advisory Council
1643,LK003,Indigenous Knowledge Governance Protocol,3,8.67061,Funded Community Resilience Advisory Council
1643,LK001,Participatory Risk Mapping and Action Triggers,4,8.62074,Funded Community Resilience Advisory Council
1643,LK006,Recovery Feedback and Administrative Burden Review,5,7.99593,Funded Community Resilience Advisory Council
1643,LK002,Community Science Environmental Monitoring Network,6,7.91479,Funded Community Resilience Advisory Council
1644,LK003,Indigenous Knowledge Governance Protocol,1,8.93055,Indigenous Knowledge Governance Protocol
1644,LK004,Funded Community Resilience Advisory Council,2,8.90729,Indigenous Knowledge Governance Protocol
1644,LK005,Trusted Messenger and Local Warning System,3,8.68762,Indigenous Knowledge Governance Protocol
1644,LK006,Recovery Feedback and Administrative Burden Review,4,8.54161,Indigenous Knowledge Governance Protocol
1644,LK001,Participatory Risk Mapping and Action Triggers,5,8.26642,Indigenous Knowledge Governance Protocol
1644,LK002,Community Science Environmental Monitoring Network,6,8.11261,Indigenous Knowledge Governance Protocol
1645,LK004,Funded Community Resilience Advisory Council,1,8.79135,Funded Community Resilience Advisory Council
1645,LK003,Indigenous Knowledge Governance Protocol,2,8.63828,Funded Community Resilience Advisory Council
1645,LK005,Trusted Messenger and Local Warning System,3,8.59254,Funded Community Resilience Advisory Council
1645,LK006,Recovery Feedback and Administrative Burden Review,4,8.52698,Funded Community Resilience Advisory Council
1645,LK001,Participatory Risk Mapping and Action Triggers,5,8.52377,Funded Community Resilience Advisory Council
1645,LK002,Community Science Environmental Monitoring Network,6,8.01842,Funded Community Resilience Advisory Council
1646,LK003,Indigenous Knowledge Governance Protocol,1,8.9591,Indigenous Knowledge Governance Protocol
1646,LK006,Recovery Feedback and Administrative Burden Review,2,8.62202,Indigenous Knowledge Governance Protocol
1646,LK001,Participatory Risk Mapping and Action Triggers,3,8.49211,Indigenous Knowledge Governance Protocol
1646,LK004,Funded Community Resilience Advisory Council,4,8.28377,Indigenous Knowledge Governance Protocol
1646,LK002,Community Science Environmental Monitoring Network,5,8.19455,Indigenous Knowledge Governance Protocol
1646,LK005,Trusted Messenger and Local Warning System,6,8.06793,Indigenous Knowledge Governance Protocol
1647,LK003,Indigenous Knowledge Governance Protocol,1,8.76493,Indigenous Knowledge Governance Protocol
1647,LK004,Funded Community Resilience Advisory Council,2,8.55072,Indigenous Knowledge Governance Protocol
1647,LK001,Participatory Risk Mapping and Action Triggers,3,8.44251,Indigenous Knowledge Governance Protocol
1647,LK006,Recovery Feedback and Administrative Burden Review,4,8.34955,Indigenous Knowledge Governance Protocol
1647,LK005,Trusted Messenger and Local Warning System,5,8.3161,Indigenous Knowledge Governance Protocol
1647,LK002,Community Science Environmental Monitoring Network,6,7.90956,Indigenous Knowledge Governance Protocol
1648,LK003,Indigenous Knowledge Governance Protocol,1,8.79121,Indigenous Knowledge Governance Protocol
1648,LK006,Recovery Feedback and Administrative Burden Review,2,8.39063,Indigenous Knowledge Governance Protocol
1648,LK001,Participatory Risk Mapping and Action Triggers,3,8.37233,Indigenous Knowledge Governance Protocol
1648,LK002,Community Science Environmental Monitoring Network,4,8.31681,Indigenous Knowledge Governance Protocol
1648,LK004,Funded Community Resilience Advisory Council,5,8.26172,Indigenous Knowledge Governance Protocol
1648,LK005,Trusted Messenger and Local Warning System,6,7.74394,Indigenous Knowledge Governance Protocol
1649,LK003,Indigenous Knowledge Governance Protocol,1,9.21833,Indigenous Knowledge Governance Protocol
1649,LK004,Funded Community Resilience Advisory Council,2,9.15359,Indigenous Knowledge Governance Protocol
1649,LK001,Participatory Risk Mapping and Action Triggers,3,8.54453,Indigenous Knowledge Governance Protocol
1649,LK006,Recovery Feedback and Administrative Burden Review,4,8.11017,Indigenous Knowledge Governance Protocol
1649,LK005,Trusted Messenger and Local Warning System,5,7.95031,Indigenous Knowledge Governance Protocol
1649,LK002,Community Science Environmental Monitoring Network,6,7.60618,Indigenous Knowledge Governance Protocol
1650,LK003,Indigenous Knowledge Governance Protocol,1,8.82608,Indigenous Knowledge Governance Protocol
1650,LK001,Participatory Risk Mapping and Action Triggers,2,8.75152,Indigenous Knowledge Governance Protocol
1650,LK004,Funded Community Resilience Advisory Council,3,8.49174,Indigenous Knowledge Governance Protocol
1650,LK006,Recovery Feedback and Administrative Burden Review,4,8.48623,Indigenous Knowledge Governance Protocol
1650,LK002,Community Science Environmental Monitoring Network,5,8.10875,Indigenous Knowledge Governance Protocol
1650,LK005,Trusted Messenger and Local Warning System,6,8.08626,Indigenous Knowledge Governance Protocol
1651,LK001,Participatory Risk Mapping and Action Triggers,1,8.8339,Participatory Risk Mapping and Action Triggers
1651,LK003,Indigenous Knowledge Governance Protocol,2,8.78045,Participatory Risk Mapping and Action Triggers
1651,LK006,Recovery Feedback and Administrative Burden Review,3,8.70882,Participatory Risk Mapping and Action Triggers
1651,LK004,Funded Community Resilience Advisory Council,4,8.6338,Participatory Risk Mapping and Action Triggers
1651,LK005,Trusted Messenger and Local Warning System,5,8.62703,Participatory Risk Mapping and Action Triggers
1651,LK002,Community Science Environmental Monitoring Network,6,7.74907,Participatory Risk Mapping and Action Triggers
1652,LK003,Indigenous Knowledge Governance Protocol,1,8.94616,Indigenous Knowledge Governance Protocol
1652,LK004,Funded Community Resilience Advisory Council,2,8.87974,Indigenous Knowledge Governance Protocol
1652,LK001,Participatory Risk Mapping and Action Triggers,3,8.4285,Indigenous Knowledge Governance Protocol
1652,LK006,Recovery Feedback and Administrative Burden Review,4,8.169,Indigenous Knowledge Governance Protocol
1652,LK005,Trusted Messenger and Local Warning System,5,8.14287,Indigenous Knowledge Governance Protocol
1652,LK002,Community Science Environmental Monitoring Network,6,8.04434,Indigenous Knowledge Governance Protocol
1653,LK003,Indigenous Knowledge Governance Protocol,1,9.06344,Indigenous Knowledge Governance Protocol
1653,LK004,Funded Community Resilience Advisory Council,2,8.89381,Indigenous Knowledge Governance Protocol
1653,LK005,Trusted Messenger and Local Warning System,3,8.71479,Indigenous Knowledge Governance Protocol
1653,LK006,Recovery Feedback and Administrative Burden Review,4,8.70103,Indigenous Knowledge Governance Protocol
1653,LK001,Participatory Risk Mapping and Action Triggers,5,8.53142,Indigenous Knowledge Governance Protocol
1653,LK002,Community Science Environmental Monitoring Network,6,8.07642,Indigenous Knowledge Governance Protocol
1654,LK003,Indigenous Knowledge Governance Protocol,1,8.82781,Indigenous Knowledge Governance Protocol
1654,LK004,Funded Community Resilience Advisory Council,2,8.7094,Indigenous Knowledge Governance Protocol
1654,LK006,Recovery Feedback and Administrative Burden Review,3,8.64722,Indigenous Knowledge Governance Protocol
1654,LK001,Participatory Risk Mapping and Action Triggers,4,8.58464,Indigenous Knowledge Governance Protocol
1654,LK005,Trusted Messenger and Local Warning System,5,8.34355,Indigenous Knowledge Governance Protocol
1654,LK002,Community Science Environmental Monitoring Network,6,7.78142,Indigenous Knowledge Governance Protocol
1655,LK003,Indigenous Knowledge Governance Protocol,1,8.83088,Indigenous Knowledge Governance Protocol
1655,LK004,Funded Community Resilience Advisory Council,2,8.80539,Indigenous Knowledge Governance Protocol
1655,LK001,Participatory Risk Mapping and Action Triggers,3,8.63205,Indigenous Knowledge Governance Protocol
1655,LK006,Recovery Feedback and Administrative Burden Review,4,8.62407,Indigenous Knowledge Governance Protocol
1655,LK005,Trusted Messenger and Local Warning System,5,8.32281,Indigenous Knowledge Governance Protocol
1655,LK002,Community Science Environmental Monitoring Network,6,8.09981,Indigenous Knowledge Governance Protocol
1656,LK004,Funded Community Resilience Advisory Council,1,8.79425,Funded Community Resilience Advisory Council
1656,LK003,Indigenous Knowledge Governance Protocol,2,8.73395,Funded Community Resilience Advisory Council
1656,LK006,Recovery Feedback and Administrative Burden Review,3,8.42666,Funded Community Resilience Advisory Council
1656,LK005,Trusted Messenger and Local Warning System,4,8.38625,Funded Community Resilience Advisory Council
1656,LK001,Participatory Risk Mapping and Action Triggers,5,8.36805,Funded Community Resilience Advisory Council
1656,LK002,Community Science Environmental Monitoring Network,6,8.14022,Funded Community Resilience Advisory Council
1657,LK004,Funded Community Resilience Advisory Council,1,8.86869,Funded Community Resilience Advisory Council
1657,LK001,Participatory Risk Mapping and Action Triggers,2,8.69762,Funded Community Resilience Advisory Council
1657,LK003,Indigenous Knowledge Governance Protocol,3,8.60402,Funded Community Resilience Advisory Council
1657,LK005,Trusted Messenger and Local Warning System,4,8.25843,Funded Community Resilience Advisory Council
1657,LK006,Recovery Feedback and Administrative Burden Review,5,8.25358,Funded Community Resilience Advisory Council
1657,LK002,Community Science Environmental Monitoring Network,6,8.02636,Funded Community Resilience Advisory Council
1658,LK003,Indigenous Knowledge Governance Protocol,1,9.09778,Indigenous Knowledge Governance Protocol
1658,LK004,Funded Community Resilience Advisory Council,2,8.78109,Indigenous Knowledge Governance Protocol
1658,LK006,Recovery Feedback and Administrative Burden Review,3,8.27516,Indigenous Knowledge Governance Protocol
1658,LK001,Participatory Risk Mapping and Action Triggers,4,8.25535,Indigenous Knowledge Governance Protocol
1658,LK005,Trusted Messenger and Local Warning System,5,8.20874,Indigenous Knowledge Governance Protocol
1658,LK002,Community Science Environmental Monitoring Network,6,8.17938,Indigenous Knowledge Governance Protocol
1659,LK003,Indigenous Knowledge Governance Protocol,1,9.24073,Indigenous Knowledge Governance Protocol
1659,LK004,Funded Community Resilience Advisory Council,2,8.72673,Indigenous Knowledge Governance Protocol
1659,LK005,Trusted Messenger and Local Warning System,3,8.4828,Indigenous Knowledge Governance Protocol
1659,LK001,Participatory Risk Mapping and Action Triggers,4,8.17801,Indigenous Knowledge Governance Protocol
1659,LK006,Recovery Feedback and Administrative Burden Review,5,8.14118,Indigenous Knowledge Governance Protocol
1659,LK002,Community Science Environmental Monitoring Network,6,8.07031,Indigenous Knowledge Governance Protocol
1660,LK003,Indigenous Knowledge Governance Protocol,1,8.79131,Indigenous Knowledge Governance Protocol
1660,LK004,Funded Community Resilience Advisory Council,2,8.68392,Indigenous Knowledge Governance Protocol
1660,LK001,Participatory Risk Mapping and Action Triggers,3,8.57604,Indigenous Knowledge Governance Protocol
1660,LK006,Recovery Feedback and Administrative Burden Review,4,8.27466,Indigenous Knowledge Governance Protocol
1660,LK002,Community Science Environmental Monitoring Network,5,7.89222,Indigenous Knowledge Governance Protocol
1660,LK005,Trusted Messenger and Local Warning System,6,7.88242,Indigenous Knowledge Governance Protocol
1661,LK003,Indigenous Knowledge Governance Protocol,1,9.0215,Indigenous Knowledge Governance Protocol
1661,LK004,Funded Community Resilience Advisory Council,2,8.74543,Indigenous Knowledge Governance Protocol
1661,LK001,Participatory Risk Mapping and Action Triggers,3,8.43426,Indigenous Knowledge Governance Protocol
1661,LK005,Trusted Messenger and Local Warning System,4,8.20308,Indigenous Knowledge Governance Protocol
1661,LK006,Recovery Feedback and Administrative Burden Review,5,8.0907,Indigenous Knowledge Governance Protocol
1661,LK002,Community Science Environmental Monitoring Network,6,7.89666,Indigenous Knowledge Governance Protocol
1662,LK003,Indigenous Knowledge Governance Protocol,1,8.66898,Indigenous Knowledge Governance Protocol
1662,LK005,Trusted Messenger and Local Warning System,2,8.61934,Indigenous Knowledge Governance Protocol
1662,LK004,Funded Community Resilience Advisory Council,3,8.48669,Indigenous Knowledge Governance Protocol
1662,LK006,Recovery Feedback and Administrative Burden Review,4,8.41622,Indigenous Knowledge Governance Protocol
1662,LK002,Community Science Environmental Monitoring Network,5,8.28185,Indigenous Knowledge Governance Protocol
1662,LK001,Participatory Risk Mapping and Action Triggers,6,7.93441,Indigenous Knowledge Governance Protocol
1663,LK004,Funded Community Resilience Advisory Council,1,8.86101,Funded Community Resilience Advisory Council
1663,LK003,Indigenous Knowledge Governance Protocol,2,8.84715,Funded Community Resilience Advisory Council
1663,LK006,Recovery Feedback and Administrative Burden Review,3,8.70087,Funded Community Resilience Advisory Council
1663,LK005,Trusted Messenger and Local Warning System,4,8.58079,Funded Community Resilience Advisory Council
1663,LK001,Participatory Risk Mapping and Action Triggers,5,8.34908,Funded Community Resilience Advisory Council
1663,LK002,Community Science Environmental Monitoring Network,6,8.16386,Funded Community Resilience Advisory Council
1664,LK003,Indigenous Knowledge Governance Protocol,1,8.94054,Indigenous Knowledge Governance Protocol
1664,LK004,Funded Community Resilience Advisory Council,2,8.88683,Indigenous Knowledge Governance Protocol
1664,LK006,Recovery Feedback and Administrative Burden Review,3,8.62001,Indigenous Knowledge Governance Protocol
1664,LK005,Trusted Messenger and Local Warning System,4,8.2902,Indigenous Knowledge Governance Protocol
1664,LK001,Participatory Risk Mapping and Action Triggers,5,8.07129,Indigenous Knowledge Governance Protocol
1664,LK002,Community Science Environmental Monitoring Network,6,7.63187,Indigenous Knowledge Governance Protocol
1665,LK006,Recovery Feedback and Administrative Burden Review,1,8.96096,Recovery Feedback and Administrative Burden Review
1665,LK004,Funded Community Resilience Advisory Council,2,8.95134,Recovery Feedback and Administrative Burden Review
1665,LK003,Indigenous Knowledge Governance Protocol,3,8.54033,Recovery Feedback and Administrative Burden Review
1665,LK001,Participatory Risk Mapping and Action Triggers,4,8.53104,Recovery Feedback and Administrative Burden Review
1665,LK005,Trusted Messenger and Local Warning System,5,8.15022,Recovery Feedback and Administrative Burden Review
1665,LK002,Community Science Environmental Monitoring Network,6,7.83327,Recovery Feedback and Administrative Burden Review
1666,LK004,Funded Community Resilience Advisory Council,1,8.91131,Funded Community Resilience Advisory Council
1666,LK003,Indigenous Knowledge Governance Protocol,2,8.70933,Funded Community Resilience Advisory Council
1666,LK006,Recovery Feedback and Administrative Burden Review,3,8.45656,Funded Community Resilience Advisory Council
1666,LK005,Trusted Messenger and Local Warning System,4,8.30047,Funded Community Resilience Advisory Council
1666,LK001,Participatory Risk Mapping and Action Triggers,5,8.12288,Funded Community Resilience Advisory Council
1666,LK002,Community Science Environmental Monitoring Network,6,7.90986,Funded Community Resilience Advisory Council
1667,LK004,Funded Community Resilience Advisory Council,1,8.62597,Funded Community Resilience Advisory Council
1667,LK005,Trusted Messenger and Local Warning System,2,8.5922,Funded Community Resilience Advisory Council
1667,LK006,Recovery Feedback and Administrative Burden Review,3,8.56582,Funded Community Resilience Advisory Council
1667,LK003,Indigenous Knowledge Governance Protocol,4,8.48453,Funded Community Resilience Advisory Council
1667,LK002,Community Science Environmental Monitoring Network,5,8.26015,Funded Community Resilience Advisory Council
1667,LK001,Participatory Risk Mapping and Action Triggers,6,8.11317,Funded Community Resilience Advisory Council
1668,LK003,Indigenous Knowledge Governance Protocol,1,9.22745,Indigenous Knowledge Governance Protocol
1668,LK004,Funded Community Resilience Advisory Council,2,8.92073,Indigenous Knowledge Governance Protocol
1668,LK006,Recovery Feedback and Administrative Burden Review,3,8.55769,Indigenous Knowledge Governance Protocol
1668,LK001,Participatory Risk Mapping and Action Triggers,4,8.42194,Indigenous Knowledge Governance Protocol
1668,LK005,Trusted Messenger and Local Warning System,5,8.27783,Indigenous Knowledge Governance Protocol
1668,LK002,Community Science Environmental Monitoring Network,6,8.07615,Indigenous Knowledge Governance Protocol
1669,LK003,Indigenous Knowledge Governance Protocol,1,8.77745,Indigenous Knowledge Governance Protocol
1669,LK006,Recovery Feedback and Administrative Burden Review,2,8.54721,Indigenous Knowledge Governance Protocol
1669,LK005,Trusted Messenger and Local Warning System,3,8.42635,Indigenous Knowledge Governance Protocol
1669,LK004,Funded Community Resilience Advisory Council,4,8.39741,Indigenous Knowledge Governance Protocol
1669,LK002,Community Science Environmental Monitoring Network,5,8.22763,Indigenous Knowledge Governance Protocol
1669,LK001,Participatory Risk Mapping and Action Triggers,6,8.13893,Indigenous Knowledge Governance Protocol
1670,LK003,Indigenous Knowledge Governance Protocol,1,8.70821,Indigenous Knowledge Governance Protocol
1670,LK006,Recovery Feedback and Administrative Burden Review,2,8.6918,Indigenous Knowledge Governance Protocol
1670,LK004,Funded Community Resilience Advisory Council,3,8.66802,Indigenous Knowledge Governance Protocol
1670,LK001,Participatory Risk Mapping and Action Triggers,4,8.52347,Indigenous Knowledge Governance Protocol
1670,LK002,Community Science Environmental Monitoring Network,5,8.07984,Indigenous Knowledge Governance Protocol
1670,LK005,Trusted Messenger and Local Warning System,6,7.77581,Indigenous Knowledge Governance Protocol
1671,LK003,Indigenous Knowledge Governance Protocol,1,9.02063,Indigenous Knowledge Governance Protocol
1671,LK004,Funded Community Resilience Advisory Council,2,8.54128,Indigenous Knowledge Governance Protocol
1671,LK005,Trusted Messenger and Local Warning System,3,8.38347,Indigenous Knowledge Governance Protocol
1671,LK001,Participatory Risk Mapping and Action Triggers,4,8.33269,Indigenous Knowledge Governance Protocol
1671,LK006,Recovery Feedback and Administrative Burden Review,5,8.25194,Indigenous Knowledge Governance Protocol
1671,LK002,Community Science Environmental Monitoring Network,6,8.08867,Indigenous Knowledge Governance Protocol
1672,LK004,Funded Community Resilience Advisory Council,1,8.81127,Funded Community Resilience Advisory Council
1672,LK003,Indigenous Knowledge Governance Protocol,2,8.67449,Funded Community Resilience Advisory Council
1672,LK001,Participatory Risk Mapping and Action Triggers,3,8.61489,Funded Community Resilience Advisory Council
1672,LK002,Community Science Environmental Monitoring Network,4,8.51563,Funded Community Resilience Advisory Council
1672,LK005,Trusted Messenger and Local Warning System,5,8.28318,Funded Community Resilience Advisory Council
1672,LK006,Recovery Feedback and Administrative Burden Review,6,8.16698,Funded Community Resilience Advisory Council
1673,LK004,Funded Community Resilience Advisory Council,1,8.97744,Funded Community Resilience Advisory Council
1673,LK003,Indigenous Knowledge Governance Protocol,2,8.89992,Funded Community Resilience Advisory Council
1673,LK001,Participatory Risk Mapping and Action Triggers,3,8.56908,Funded Community Resilience Advisory Council
1673,LK005,Trusted Messenger and Local Warning System,4,8.38908,Funded Community Resilience Advisory Council
1673,LK006,Recovery Feedback and Administrative Burden Review,5,8.32299,Funded Community Resilience Advisory Council
1673,LK002,Community Science Environmental Monitoring Network,6,8.18649,Funded Community Resilience Advisory Council
1674,LK004,Funded Community Resilience Advisory Council,1,9.01472,Funded Community Resilience Advisory Council
1674,LK006,Recovery Feedback and Administrative Burden Review,2,8.68197,Funded Community Resilience Advisory Council
1674,LK003,Indigenous Knowledge Governance Protocol,3,8.6266,Funded Community Resilience Advisory Council
1674,LK001,Participatory Risk Mapping and Action Triggers,4,8.28599,Funded Community Resilience Advisory Council
1674,LK002,Community Science Environmental Monitoring Network,5,8.23265,Funded Community Resilience Advisory Council
1674,LK005,Trusted Messenger and Local Warning System,6,8.10481,Funded Community Resilience Advisory Council
1675,LK003,Indigenous Knowledge Governance Protocol,1,9.17282,Indigenous Knowledge Governance Protocol
1675,LK004,Funded Community Resilience Advisory Council,2,9.00362,Indigenous Knowledge Governance Protocol
1675,LK006,Recovery Feedback and Administrative Burden Review,3,8.69364,Indigenous Knowledge Governance Protocol
1675,LK001,Participatory Risk Mapping and Action Triggers,4,8.28801,Indigenous Knowledge Governance Protocol
1675,LK002,Community Science Environmental Monitoring Network,5,8.22447,Indigenous Knowledge Governance Protocol
1675,LK005,Trusted Messenger and Local Warning System,6,8.21698,Indigenous Knowledge Governance Protocol
1676,LK006,Recovery Feedback and Administrative Burden Review,1,8.54413,Recovery Feedback and Administrative Burden Review
1676,LK003,Indigenous Knowledge Governance Protocol,2,8.53532,Recovery Feedback and Administrative Burden Review
1676,LK005,Trusted Messenger and Local Warning System,3,8.46272,Recovery Feedback and Administrative Burden Review
1676,LK004,Funded Community Resilience Advisory Council,4,8.35744,Recovery Feedback and Administrative Burden Review
1676,LK002,Community Science Environmental Monitoring Network,5,7.92917,Recovery Feedback and Administrative Burden Review
1676,LK001,Participatory Risk Mapping and Action Triggers,6,7.7051,Recovery Feedback and Administrative Burden Review
1677,LK004,Funded Community Resilience Advisory Council,1,8.73652,Funded Community Resilience Advisory Council
1677,LK003,Indigenous Knowledge Governance Protocol,2,8.6727,Funded Community Resilience Advisory Council
1677,LK002,Community Science Environmental Monitoring Network,3,8.35521,Funded Community Resilience Advisory Council
1677,LK005,Trusted Messenger and Local Warning System,4,8.30615,Funded Community Resilience Advisory Council
1677,LK006,Recovery Feedback and Administrative Burden Review,5,8.27722,Funded Community Resilience Advisory Council
1677,LK001,Participatory Risk Mapping and Action Triggers,6,8.12119,Funded Community Resilience Advisory Council
1678,LK004,Funded Community Resilience Advisory Council,1,9.0654,Funded Community Resilience Advisory Council
1678,LK003,Indigenous Knowledge Governance Protocol,2,8.94972,Funded Community Resilience Advisory Council
1678,LK001,Participatory Risk Mapping and Action Triggers,3,8.40923,Funded Community Resilience Advisory Council
1678,LK005,Trusted Messenger and Local Warning System,4,8.28609,Funded Community Resilience Advisory Council
1678,LK002,Community Science Environmental Monitoring Network,5,8.12629,Funded Community Resilience Advisory Council
1678,LK006,Recovery Feedback and Administrative Burden Review,6,8.09081,Funded Community Resilience Advisory Council
1679,LK004,Funded Community Resilience Advisory Council,1,8.96848,Funded Community Resilience Advisory Council
1679,LK003,Indigenous Knowledge Governance Protocol,2,8.91565,Funded Community Resilience Advisory Council
1679,LK005,Trusted Messenger and Local Warning System,3,8.44874,Funded Community Resilience Advisory Council
1679,LK001,Participatory Risk Mapping and Action Triggers,4,8.30456,Funded Community Resilience Advisory Council
1679,LK006,Recovery Feedback and Administrative Burden Review,5,7.89661,Funded Community Resilience Advisory Council
1679,LK002,Community Science Environmental Monitoring Network,6,7.72388,Funded Community Resilience Advisory Council
1680,LK006,Recovery Feedback and Administrative Burden Review,1,8.73489,Recovery Feedback and Administrative Burden Review
1680,LK001,Participatory Risk Mapping and Action Triggers,2,8.70887,Recovery Feedback and Administrative Burden Review
1680,LK003,Indigenous Knowledge Governance Protocol,3,8.67391,Recovery Feedback and Administrative Burden Review
1680,LK004,Funded Community Resilience Advisory Council,4,8.64712,Recovery Feedback and Administrative Burden Review
1680,LK002,Community Science Environmental Monitoring Network,5,8.33358,Recovery Feedback and Administrative Burden Review
1680,LK005,Trusted Messenger and Local Warning System,6,8.21621,Recovery Feedback and Administrative Burden Review
1681,LK004,Funded Community Resilience Advisory Council,1,8.75208,Funded Community Resilience Advisory Council
1681,LK002,Community Science Environmental Monitoring Network,2,8.47184,Funded Community Resilience Advisory Council
1681,LK003,Indigenous Knowledge Governance Protocol,3,8.46908,Funded Community Resilience Advisory Council
1681,LK001,Participatory Risk Mapping and Action Triggers,4,8.44556,Funded Community Resilience Advisory Council
1681,LK006,Recovery Feedback and Administrative Burden Review,5,8.2545,Funded Community Resilience Advisory Council
1681,LK005,Trusted Messenger and Local Warning System,6,8.08471,Funded Community Resilience Advisory Council
1682,LK003,Indigenous Knowledge Governance Protocol,1,9.21344,Indigenous Knowledge Governance Protocol
1682,LK004,Funded Community Resilience Advisory Council,2,8.86878,Indigenous Knowledge Governance Protocol
1682,LK005,Trusted Messenger and Local Warning System,3,8.48794,Indigenous Knowledge Governance Protocol
1682,LK006,Recovery Feedback and Administrative Burden Review,4,8.47772,Indigenous Knowledge Governance Protocol
1682,LK001,Participatory Risk Mapping and Action Triggers,5,8.18881,Indigenous Knowledge Governance Protocol
1682,LK002,Community Science Environmental Monitoring Network,6,7.73622,Indigenous Knowledge Governance Protocol
1683,LK004,Funded Community Resilience Advisory Council,1,9.09189,Funded Community Resilience Advisory Council
1683,LK003,Indigenous Knowledge Governance Protocol,2,8.93041,Funded Community Resilience Advisory Council
1683,LK001,Participatory Risk Mapping and Action Triggers,3,8.76137,Funded Community Resilience Advisory Council
1683,LK006,Recovery Feedback and Administrative Burden Review,4,8.52017,Funded Community Resilience Advisory Council
1683,LK005,Trusted Messenger and Local Warning System,5,8.21352,Funded Community Resilience Advisory Council
1683,LK002,Community Science Environmental Monitoring Network,6,8.14272,Funded Community Resilience Advisory Council
1684,LK004,Funded Community Resilience Advisory Council,1,8.9809,Funded Community Resilience Advisory Council
1684,LK006,Recovery Feedback and Administrative Burden Review,2,8.50928,Funded Community Resilience Advisory Council
1684,LK003,Indigenous Knowledge Governance Protocol,3,8.49273,Funded Community Resilience Advisory Council
1684,LK005,Trusted Messenger and Local Warning System,4,8.22624,Funded Community Resilience Advisory Council
1684,LK002,Community Science Environmental Monitoring Network,5,8.06575,Funded Community Resilience Advisory Council
1684,LK001,Participatory Risk Mapping and Action Triggers,6,7.78038,Funded Community Resilience Advisory Council
1685,LK004,Funded Community Resilience Advisory Council,1,8.82774,Funded Community Resilience Advisory Council
1685,LK003,Indigenous Knowledge Governance Protocol,2,8.76216,Funded Community Resilience Advisory Council
