simulation_id,dashboard_id,dashboard,rank,dashboard_value,winner
1251,DB002,Indicator Domain Dashboard,5,6.65643,Adaptive Learning and Decision-Trigger Dashboard
1251,DB001,Simple Composite Resilience Score,6,3.99535,Adaptive Learning and Decision-Trigger Dashboard
1252,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.69946,Adaptive Learning and Decision-Trigger Dashboard
1252,DB003,Threshold-Sensitive Early Warning Dashboard,2,6.98558,Adaptive Learning and Decision-Trigger Dashboard
1252,DB004,Justice-Centered Resilience Dashboard,3,6.8855,Adaptive Learning and Decision-Trigger Dashboard
1252,DB006,Participatory Community Resilience Dashboard,4,6.85814,Adaptive Learning and Decision-Trigger Dashboard
1252,DB002,Indicator Domain Dashboard,5,6.38502,Adaptive Learning and Decision-Trigger Dashboard
1252,DB001,Simple Composite Resilience Score,6,4.30256,Adaptive Learning and Decision-Trigger Dashboard
1253,DB004,Justice-Centered Resilience Dashboard,1,7.27866,Justice-Centered Resilience Dashboard
1253,DB005,Adaptive Learning and Decision-Trigger Dashboard,2,7.18904,Justice-Centered Resilience Dashboard
1253,DB006,Participatory Community Resilience Dashboard,3,6.99865,Justice-Centered Resilience Dashboard
1253,DB003,Threshold-Sensitive Early Warning Dashboard,4,6.89022,Justice-Centered Resilience Dashboard
1253,DB002,Indicator Domain Dashboard,5,6.68947,Justice-Centered Resilience Dashboard
1253,DB001,Simple Composite Resilience Score,6,4.86826,Justice-Centered Resilience Dashboard
1254,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.34907,Adaptive Learning and Decision-Trigger Dashboard
1254,DB006,Participatory Community Resilience Dashboard,2,6.9162,Adaptive Learning and Decision-Trigger Dashboard
1254,DB004,Justice-Centered Resilience Dashboard,3,6.91374,Adaptive Learning and Decision-Trigger Dashboard
1254,DB003,Threshold-Sensitive Early Warning Dashboard,4,6.88294,Adaptive Learning and Decision-Trigger Dashboard
1254,DB002,Indicator Domain Dashboard,5,6.28133,Adaptive Learning and Decision-Trigger Dashboard
1254,DB001,Simple Composite Resilience Score,6,4.81283,Adaptive Learning and Decision-Trigger Dashboard
1255,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.36743,Adaptive Learning and Decision-Trigger Dashboard
1255,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.05779,Adaptive Learning and Decision-Trigger Dashboard
1255,DB004,Justice-Centered Resilience Dashboard,3,6.94167,Adaptive Learning and Decision-Trigger Dashboard
1255,DB006,Participatory Community Resilience Dashboard,4,6.93044,Adaptive Learning and Decision-Trigger Dashboard
1255,DB002,Indicator Domain Dashboard,5,6.30515,Adaptive Learning and Decision-Trigger Dashboard
1255,DB001,Simple Composite Resilience Score,6,4.49964,Adaptive Learning and Decision-Trigger Dashboard
1256,DB004,Justice-Centered Resilience Dashboard,1,7.25599,Justice-Centered Resilience Dashboard
1256,DB005,Adaptive Learning and Decision-Trigger Dashboard,2,7.09451,Justice-Centered Resilience Dashboard
1256,DB006,Participatory Community Resilience Dashboard,3,7.03456,Justice-Centered Resilience Dashboard
1256,DB003,Threshold-Sensitive Early Warning Dashboard,4,7.0227,Justice-Centered Resilience Dashboard
1256,DB002,Indicator Domain Dashboard,5,6.11199,Justice-Centered Resilience Dashboard
1256,DB001,Simple Composite Resilience Score,6,4.60572,Justice-Centered Resilience Dashboard
1257,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.55379,Adaptive Learning and Decision-Trigger Dashboard
1257,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.33411,Adaptive Learning and Decision-Trigger Dashboard
1257,DB006,Participatory Community Resilience Dashboard,3,6.70132,Adaptive Learning and Decision-Trigger Dashboard
1257,DB004,Justice-Centered Resilience Dashboard,4,6.68196,Adaptive Learning and Decision-Trigger Dashboard
1257,DB002,Indicator Domain Dashboard,5,6.33284,Adaptive Learning and Decision-Trigger Dashboard
1257,DB001,Simple Composite Resilience Score,6,4.89141,Adaptive Learning and Decision-Trigger Dashboard
1258,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.24214,Adaptive Learning and Decision-Trigger Dashboard
1258,DB006,Participatory Community Resilience Dashboard,2,6.95274,Adaptive Learning and Decision-Trigger Dashboard
1258,DB004,Justice-Centered Resilience Dashboard,3,6.75258,Adaptive Learning and Decision-Trigger Dashboard
1258,DB003,Threshold-Sensitive Early Warning Dashboard,4,6.62085,Adaptive Learning and Decision-Trigger Dashboard
1258,DB002,Indicator Domain Dashboard,5,6.47595,Adaptive Learning and Decision-Trigger Dashboard
1258,DB001,Simple Composite Resilience Score,6,4.69904,Adaptive Learning and Decision-Trigger Dashboard
1259,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.33062,Adaptive Learning and Decision-Trigger Dashboard
1259,DB003,Threshold-Sensitive Early Warning Dashboard,2,6.99812,Adaptive Learning and Decision-Trigger Dashboard
1259,DB004,Justice-Centered Resilience Dashboard,3,6.94845,Adaptive Learning and Decision-Trigger Dashboard
1259,DB006,Participatory Community Resilience Dashboard,4,6.90976,Adaptive Learning and Decision-Trigger Dashboard
1259,DB002,Indicator Domain Dashboard,5,6.58987,Adaptive Learning and Decision-Trigger Dashboard
1259,DB001,Simple Composite Resilience Score,6,5.1408,Adaptive Learning and Decision-Trigger Dashboard
1260,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,8.12477,Adaptive Learning and Decision-Trigger Dashboard
1260,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.2637,Adaptive Learning and Decision-Trigger Dashboard
1260,DB006,Participatory Community Resilience Dashboard,3,7.20082,Adaptive Learning and Decision-Trigger Dashboard
1260,DB004,Justice-Centered Resilience Dashboard,4,6.73047,Adaptive Learning and Decision-Trigger Dashboard
1260,DB002,Indicator Domain Dashboard,5,6.28734,Adaptive Learning and Decision-Trigger Dashboard
1260,DB001,Simple Composite Resilience Score,6,4.49302,Adaptive Learning and Decision-Trigger Dashboard
1261,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.79441,Adaptive Learning and Decision-Trigger Dashboard
1261,DB004,Justice-Centered Resilience Dashboard,2,7.14143,Adaptive Learning and Decision-Trigger Dashboard
1261,DB003,Threshold-Sensitive Early Warning Dashboard,3,7.05648,Adaptive Learning and Decision-Trigger Dashboard
1261,DB006,Participatory Community Resilience Dashboard,4,6.93073,Adaptive Learning and Decision-Trigger Dashboard
1261,DB002,Indicator Domain Dashboard,5,5.93382,Adaptive Learning and Decision-Trigger Dashboard
1261,DB001,Simple Composite Resilience Score,6,4.4516,Adaptive Learning and Decision-Trigger Dashboard
1262,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.71593,Adaptive Learning and Decision-Trigger Dashboard
1262,DB006,Participatory Community Resilience Dashboard,2,7.29253,Adaptive Learning and Decision-Trigger Dashboard
1262,DB003,Threshold-Sensitive Early Warning Dashboard,3,7.14184,Adaptive Learning and Decision-Trigger Dashboard
1262,DB004,Justice-Centered Resilience Dashboard,4,6.81093,Adaptive Learning and Decision-Trigger Dashboard
1262,DB002,Indicator Domain Dashboard,5,5.95339,Adaptive Learning and Decision-Trigger Dashboard
1262,DB001,Simple Composite Resilience Score,6,4.88103,Adaptive Learning and Decision-Trigger Dashboard
1263,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.7883,Adaptive Learning and Decision-Trigger Dashboard
1263,DB006,Participatory Community Resilience Dashboard,2,7.02455,Adaptive Learning and Decision-Trigger Dashboard
1263,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.84362,Adaptive Learning and Decision-Trigger Dashboard
1263,DB004,Justice-Centered Resilience Dashboard,4,6.65391,Adaptive Learning and Decision-Trigger Dashboard
1263,DB002,Indicator Domain Dashboard,5,6.30594,Adaptive Learning and Decision-Trigger Dashboard
1263,DB001,Simple Composite Resilience Score,6,4.81229,Adaptive Learning and Decision-Trigger Dashboard
1264,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.78397,Adaptive Learning and Decision-Trigger Dashboard
1264,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.27757,Adaptive Learning and Decision-Trigger Dashboard
1264,DB006,Participatory Community Resilience Dashboard,3,7.17001,Adaptive Learning and Decision-Trigger Dashboard
1264,DB004,Justice-Centered Resilience Dashboard,4,6.65902,Adaptive Learning and Decision-Trigger Dashboard
1264,DB002,Indicator Domain Dashboard,5,6.37765,Adaptive Learning and Decision-Trigger Dashboard
1264,DB001,Simple Composite Resilience Score,6,4.70937,Adaptive Learning and Decision-Trigger Dashboard
1265,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.80854,Adaptive Learning and Decision-Trigger Dashboard
1265,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.29118,Adaptive Learning and Decision-Trigger Dashboard
1265,DB004,Justice-Centered Resilience Dashboard,3,6.96378,Adaptive Learning and Decision-Trigger Dashboard
1265,DB006,Participatory Community Resilience Dashboard,4,6.74094,Adaptive Learning and Decision-Trigger Dashboard
1265,DB002,Indicator Domain Dashboard,5,6.41139,Adaptive Learning and Decision-Trigger Dashboard
1265,DB001,Simple Composite Resilience Score,6,4.21401,Adaptive Learning and Decision-Trigger Dashboard
1266,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.59853,Adaptive Learning and Decision-Trigger Dashboard
1266,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.05786,Adaptive Learning and Decision-Trigger Dashboard
1266,DB004,Justice-Centered Resilience Dashboard,3,6.84673,Adaptive Learning and Decision-Trigger Dashboard
1266,DB006,Participatory Community Resilience Dashboard,4,6.73948,Adaptive Learning and Decision-Trigger Dashboard
1266,DB002,Indicator Domain Dashboard,5,6.25827,Adaptive Learning and Decision-Trigger Dashboard
1266,DB001,Simple Composite Resilience Score,6,4.77855,Adaptive Learning and Decision-Trigger Dashboard
1267,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.9724,Adaptive Learning and Decision-Trigger Dashboard
1267,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.08206,Adaptive Learning and Decision-Trigger Dashboard
1267,DB004,Justice-Centered Resilience Dashboard,3,6.71377,Adaptive Learning and Decision-Trigger Dashboard
1267,DB006,Participatory Community Resilience Dashboard,4,6.69999,Adaptive Learning and Decision-Trigger Dashboard
1267,DB002,Indicator Domain Dashboard,5,6.19626,Adaptive Learning and Decision-Trigger Dashboard
1267,DB001,Simple Composite Resilience Score,6,4.67688,Adaptive Learning and Decision-Trigger Dashboard
1268,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.8621,Adaptive Learning and Decision-Trigger Dashboard
1268,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.26938,Adaptive Learning and Decision-Trigger Dashboard
1268,DB006,Participatory Community Resilience Dashboard,3,6.97432,Adaptive Learning and Decision-Trigger Dashboard
1268,DB004,Justice-Centered Resilience Dashboard,4,6.83271,Adaptive Learning and Decision-Trigger Dashboard
1268,DB002,Indicator Domain Dashboard,5,6.23068,Adaptive Learning and Decision-Trigger Dashboard
1268,DB001,Simple Composite Resilience Score,6,4.54771,Adaptive Learning and Decision-Trigger Dashboard
1269,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.29391,Adaptive Learning and Decision-Trigger Dashboard
1269,DB003,Threshold-Sensitive Early Warning Dashboard,2,6.92718,Adaptive Learning and Decision-Trigger Dashboard
1269,DB006,Participatory Community Resilience Dashboard,3,6.88913,Adaptive Learning and Decision-Trigger Dashboard
1269,DB004,Justice-Centered Resilience Dashboard,4,6.78449,Adaptive Learning and Decision-Trigger Dashboard
1269,DB002,Indicator Domain Dashboard,5,6.48383,Adaptive Learning and Decision-Trigger Dashboard
1269,DB001,Simple Composite Resilience Score,6,4.5331,Adaptive Learning and Decision-Trigger Dashboard
1270,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.43845,Adaptive Learning and Decision-Trigger Dashboard
1270,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.02771,Adaptive Learning and Decision-Trigger Dashboard
1270,DB004,Justice-Centered Resilience Dashboard,3,6.82329,Adaptive Learning and Decision-Trigger Dashboard
1270,DB006,Participatory Community Resilience Dashboard,4,6.71363,Adaptive Learning and Decision-Trigger Dashboard
1270,DB002,Indicator Domain Dashboard,5,6.35895,Adaptive Learning and Decision-Trigger Dashboard
1270,DB001,Simple Composite Resilience Score,6,4.8026,Adaptive Learning and Decision-Trigger Dashboard
1271,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.56047,Adaptive Learning and Decision-Trigger Dashboard
1271,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.2594,Adaptive Learning and Decision-Trigger Dashboard
1271,DB006,Participatory Community Resilience Dashboard,3,7.14643,Adaptive Learning and Decision-Trigger Dashboard
1271,DB004,Justice-Centered Resilience Dashboard,4,6.91346,Adaptive Learning and Decision-Trigger Dashboard
1271,DB002,Indicator Domain Dashboard,5,6.00155,Adaptive Learning and Decision-Trigger Dashboard
1271,DB001,Simple Composite Resilience Score,6,4.43117,Adaptive Learning and Decision-Trigger Dashboard
1272,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.70652,Adaptive Learning and Decision-Trigger Dashboard
1272,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.24454,Adaptive Learning and Decision-Trigger Dashboard
1272,DB006,Participatory Community Resilience Dashboard,3,7.0754,Adaptive Learning and Decision-Trigger Dashboard
1272,DB004,Justice-Centered Resilience Dashboard,4,6.81785,Adaptive Learning and Decision-Trigger Dashboard
1272,DB002,Indicator Domain Dashboard,5,6.15885,Adaptive Learning and Decision-Trigger Dashboard
1272,DB001,Simple Composite Resilience Score,6,4.78496,Adaptive Learning and Decision-Trigger Dashboard
1273,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.6949,Adaptive Learning and Decision-Trigger Dashboard
1273,DB006,Participatory Community Resilience Dashboard,2,6.96036,Adaptive Learning and Decision-Trigger Dashboard
1273,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.88805,Adaptive Learning and Decision-Trigger Dashboard
1273,DB004,Justice-Centered Resilience Dashboard,4,6.66651,Adaptive Learning and Decision-Trigger Dashboard
1273,DB002,Indicator Domain Dashboard,5,6.11891,Adaptive Learning and Decision-Trigger Dashboard
1273,DB001,Simple Composite Resilience Score,6,4.88313,Adaptive Learning and Decision-Trigger Dashboard
1274,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.67913,Adaptive Learning and Decision-Trigger Dashboard
1274,DB004,Justice-Centered Resilience Dashboard,2,7.34875,Adaptive Learning and Decision-Trigger Dashboard
1274,DB006,Participatory Community Resilience Dashboard,3,7.27782,Adaptive Learning and Decision-Trigger Dashboard
1274,DB003,Threshold-Sensitive Early Warning Dashboard,4,7.06029,Adaptive Learning and Decision-Trigger Dashboard
1274,DB002,Indicator Domain Dashboard,5,6.19365,Adaptive Learning and Decision-Trigger Dashboard
1274,DB001,Simple Composite Resilience Score,6,4.60688,Adaptive Learning and Decision-Trigger Dashboard
1275,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.56628,Adaptive Learning and Decision-Trigger Dashboard
1275,DB006,Participatory Community Resilience Dashboard,2,7.14248,Adaptive Learning and Decision-Trigger Dashboard
1275,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.87376,Adaptive Learning and Decision-Trigger Dashboard
1275,DB004,Justice-Centered Resilience Dashboard,4,6.76506,Adaptive Learning and Decision-Trigger Dashboard
1275,DB002,Indicator Domain Dashboard,5,6.60229,Adaptive Learning and Decision-Trigger Dashboard
1275,DB001,Simple Composite Resilience Score,6,4.72678,Adaptive Learning and Decision-Trigger Dashboard
1276,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.44926,Adaptive Learning and Decision-Trigger Dashboard
1276,DB006,Participatory Community Resilience Dashboard,2,6.94739,Adaptive Learning and Decision-Trigger Dashboard
1276,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.91072,Adaptive Learning and Decision-Trigger Dashboard
1276,DB004,Justice-Centered Resilience Dashboard,4,6.84678,Adaptive Learning and Decision-Trigger Dashboard
1276,DB002,Indicator Domain Dashboard,5,6.25273,Adaptive Learning and Decision-Trigger Dashboard
1276,DB001,Simple Composite Resilience Score,6,4.74846,Adaptive Learning and Decision-Trigger Dashboard
1277,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.48963,Adaptive Learning and Decision-Trigger Dashboard
1277,DB003,Threshold-Sensitive Early Warning Dashboard,2,6.88792,Adaptive Learning and Decision-Trigger Dashboard
1277,DB006,Participatory Community Resilience Dashboard,3,6.87756,Adaptive Learning and Decision-Trigger Dashboard
1277,DB004,Justice-Centered Resilience Dashboard,4,6.86895,Adaptive Learning and Decision-Trigger Dashboard
1277,DB002,Indicator Domain Dashboard,5,6.24244,Adaptive Learning and Decision-Trigger Dashboard
1277,DB001,Simple Composite Resilience Score,6,4.48941,Adaptive Learning and Decision-Trigger Dashboard
1278,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.63983,Adaptive Learning and Decision-Trigger Dashboard
1278,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.28476,Adaptive Learning and Decision-Trigger Dashboard
1278,DB006,Participatory Community Resilience Dashboard,3,6.55768,Adaptive Learning and Decision-Trigger Dashboard
1278,DB004,Justice-Centered Resilience Dashboard,4,6.46989,Adaptive Learning and Decision-Trigger Dashboard
1278,DB002,Indicator Domain Dashboard,5,6.40438,Adaptive Learning and Decision-Trigger Dashboard
1278,DB001,Simple Composite Resilience Score,6,4.82398,Adaptive Learning and Decision-Trigger Dashboard
1279,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.46318,Adaptive Learning and Decision-Trigger Dashboard
1279,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.43114,Adaptive Learning and Decision-Trigger Dashboard
1279,DB006,Participatory Community Resilience Dashboard,3,7.25698,Adaptive Learning and Decision-Trigger Dashboard
1279,DB004,Justice-Centered Resilience Dashboard,4,7.09454,Adaptive Learning and Decision-Trigger Dashboard
1279,DB002,Indicator Domain Dashboard,5,6.39619,Adaptive Learning and Decision-Trigger Dashboard
1279,DB001,Simple Composite Resilience Score,6,4.74069,Adaptive Learning and Decision-Trigger Dashboard
1280,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.84581,Adaptive Learning and Decision-Trigger Dashboard
1280,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.19172,Adaptive Learning and Decision-Trigger Dashboard
1280,DB004,Justice-Centered Resilience Dashboard,3,7.09594,Adaptive Learning and Decision-Trigger Dashboard
1280,DB006,Participatory Community Resilience Dashboard,4,6.86061,Adaptive Learning and Decision-Trigger Dashboard
1280,DB002,Indicator Domain Dashboard,5,5.54951,Adaptive Learning and Decision-Trigger Dashboard
1280,DB001,Simple Composite Resilience Score,6,4.46314,Adaptive Learning and Decision-Trigger Dashboard
1281,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,8.04827,Adaptive Learning and Decision-Trigger Dashboard
1281,DB006,Participatory Community Resilience Dashboard,2,6.80352,Adaptive Learning and Decision-Trigger Dashboard
1281,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.79732,Adaptive Learning and Decision-Trigger Dashboard
1281,DB004,Justice-Centered Resilience Dashboard,4,6.7128,Adaptive Learning and Decision-Trigger Dashboard
1281,DB002,Indicator Domain Dashboard,5,6.35133,Adaptive Learning and Decision-Trigger Dashboard
1281,DB001,Simple Composite Resilience Score,6,4.46588,Adaptive Learning and Decision-Trigger Dashboard
1282,DB004,Justice-Centered Resilience Dashboard,1,7.53179,Justice-Centered Resilience Dashboard
1282,DB005,Adaptive Learning and Decision-Trigger Dashboard,2,7.36523,Justice-Centered Resilience Dashboard
1282,DB003,Threshold-Sensitive Early Warning Dashboard,3,7.12879,Justice-Centered Resilience Dashboard
1282,DB006,Participatory Community Resilience Dashboard,4,7.02468,Justice-Centered Resilience Dashboard
1282,DB002,Indicator Domain Dashboard,5,6.0759,Justice-Centered Resilience Dashboard
1282,DB001,Simple Composite Resilience Score,6,4.5907,Justice-Centered Resilience Dashboard
1283,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.62299,Adaptive Learning and Decision-Trigger Dashboard
1283,DB004,Justice-Centered Resilience Dashboard,2,6.96735,Adaptive Learning and Decision-Trigger Dashboard
1283,DB006,Participatory Community Resilience Dashboard,3,6.9389,Adaptive Learning and Decision-Trigger Dashboard
1283,DB003,Threshold-Sensitive Early Warning Dashboard,4,6.79664,Adaptive Learning and Decision-Trigger Dashboard
1283,DB002,Indicator Domain Dashboard,5,6.45042,Adaptive Learning and Decision-Trigger Dashboard
1283,DB001,Simple Composite Resilience Score,6,4.80034,Adaptive Learning and Decision-Trigger Dashboard
1284,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.58488,Adaptive Learning and Decision-Trigger Dashboard
1284,DB003,Threshold-Sensitive Early Warning Dashboard,2,6.8612,Adaptive Learning and Decision-Trigger Dashboard
1284,DB004,Justice-Centered Resilience Dashboard,3,6.83667,Adaptive Learning and Decision-Trigger Dashboard
1284,DB006,Participatory Community Resilience Dashboard,4,6.82465,Adaptive Learning and Decision-Trigger Dashboard
1284,DB002,Indicator Domain Dashboard,5,6.3511,Adaptive Learning and Decision-Trigger Dashboard
1284,DB001,Simple Composite Resilience Score,6,4.93019,Adaptive Learning and Decision-Trigger Dashboard
1285,DB003,Threshold-Sensitive Early Warning Dashboard,1,7.12689,Threshold-Sensitive Early Warning Dashboard
1285,DB005,Adaptive Learning and Decision-Trigger Dashboard,2,7.10205,Threshold-Sensitive Early Warning Dashboard
1285,DB006,Participatory Community Resilience Dashboard,3,7.02703,Threshold-Sensitive Early Warning Dashboard
1285,DB004,Justice-Centered Resilience Dashboard,4,6.73356,Threshold-Sensitive Early Warning Dashboard
1285,DB002,Indicator Domain Dashboard,5,6.37219,Threshold-Sensitive Early Warning Dashboard
1285,DB001,Simple Composite Resilience Score,6,4.57644,Threshold-Sensitive Early Warning Dashboard
1286,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.39968,Adaptive Learning and Decision-Trigger Dashboard
1286,DB004,Justice-Centered Resilience Dashboard,2,6.93224,Adaptive Learning and Decision-Trigger Dashboard
1286,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.90302,Adaptive Learning and Decision-Trigger Dashboard
1286,DB002,Indicator Domain Dashboard,4,6.81488,Adaptive Learning and Decision-Trigger Dashboard
1286,DB006,Participatory Community Resilience Dashboard,5,6.70058,Adaptive Learning and Decision-Trigger Dashboard
1286,DB001,Simple Composite Resilience Score,6,4.70679,Adaptive Learning and Decision-Trigger Dashboard
1287,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.2175,Adaptive Learning and Decision-Trigger Dashboard
1287,DB003,Threshold-Sensitive Early Warning Dashboard,2,6.95594,Adaptive Learning and Decision-Trigger Dashboard
1287,DB004,Justice-Centered Resilience Dashboard,3,6.71822,Adaptive Learning and Decision-Trigger Dashboard
1287,DB002,Indicator Domain Dashboard,4,6.45863,Adaptive Learning and Decision-Trigger Dashboard
1287,DB006,Participatory Community Resilience Dashboard,5,6.34196,Adaptive Learning and Decision-Trigger Dashboard
1287,DB001,Simple Composite Resilience Score,6,4.43412,Adaptive Learning and Decision-Trigger Dashboard
1288,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.55948,Adaptive Learning and Decision-Trigger Dashboard
1288,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.22586,Adaptive Learning and Decision-Trigger Dashboard
1288,DB004,Justice-Centered Resilience Dashboard,3,7.20093,Adaptive Learning and Decision-Trigger Dashboard
1288,DB006,Participatory Community Resilience Dashboard,4,6.88547,Adaptive Learning and Decision-Trigger Dashboard
1288,DB002,Indicator Domain Dashboard,5,6.33901,Adaptive Learning and Decision-Trigger Dashboard
1288,DB001,Simple Composite Resilience Score,6,4.89327,Adaptive Learning and Decision-Trigger Dashboard
1289,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.6618,Adaptive Learning and Decision-Trigger Dashboard
1289,DB004,Justice-Centered Resilience Dashboard,2,7.30337,Adaptive Learning and Decision-Trigger Dashboard
1289,DB003,Threshold-Sensitive Early Warning Dashboard,3,7.19086,Adaptive Learning and Decision-Trigger Dashboard
1289,DB006,Participatory Community Resilience Dashboard,4,6.7678,Adaptive Learning and Decision-Trigger Dashboard
1289,DB002,Indicator Domain Dashboard,5,5.75392,Adaptive Learning and Decision-Trigger Dashboard
1289,DB001,Simple Composite Resilience Score,6,5.00013,Adaptive Learning and Decision-Trigger Dashboard
1290,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.16913,Adaptive Learning and Decision-Trigger Dashboard
1290,DB004,Justice-Centered Resilience Dashboard,2,6.96701,Adaptive Learning and Decision-Trigger Dashboard
1290,DB006,Participatory Community Resilience Dashboard,3,6.88324,Adaptive Learning and Decision-Trigger Dashboard
1290,DB003,Threshold-Sensitive Early Warning Dashboard,4,6.80996,Adaptive Learning and Decision-Trigger Dashboard
1290,DB002,Indicator Domain Dashboard,5,6.53302,Adaptive Learning and Decision-Trigger Dashboard
1290,DB001,Simple Composite Resilience Score,6,4.68848,Adaptive Learning and Decision-Trigger Dashboard
1291,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.30409,Adaptive Learning and Decision-Trigger Dashboard
1291,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.18604,Adaptive Learning and Decision-Trigger Dashboard
1291,DB006,Participatory Community Resilience Dashboard,3,6.94504,Adaptive Learning and Decision-Trigger Dashboard
1291,DB004,Justice-Centered Resilience Dashboard,4,6.84471,Adaptive Learning and Decision-Trigger Dashboard
1291,DB002,Indicator Domain Dashboard,5,6.06179,Adaptive Learning and Decision-Trigger Dashboard
1291,DB001,Simple Composite Resilience Score,6,4.76529,Adaptive Learning and Decision-Trigger Dashboard
1292,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.60065,Adaptive Learning and Decision-Trigger Dashboard
1292,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.20869,Adaptive Learning and Decision-Trigger Dashboard
1292,DB004,Justice-Centered Resilience Dashboard,3,6.85338,Adaptive Learning and Decision-Trigger Dashboard
1292,DB006,Participatory Community Resilience Dashboard,4,6.6705,Adaptive Learning and Decision-Trigger Dashboard
1292,DB002,Indicator Domain Dashboard,5,5.85986,Adaptive Learning and Decision-Trigger Dashboard
1292,DB001,Simple Composite Resilience Score,6,4.35314,Adaptive Learning and Decision-Trigger Dashboard
1293,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.3058,Adaptive Learning and Decision-Trigger Dashboard
1293,DB003,Threshold-Sensitive Early Warning Dashboard,2,6.97727,Adaptive Learning and Decision-Trigger Dashboard
1293,DB006,Participatory Community Resilience Dashboard,3,6.85019,Adaptive Learning and Decision-Trigger Dashboard
1293,DB004,Justice-Centered Resilience Dashboard,4,6.48879,Adaptive Learning and Decision-Trigger Dashboard
1293,DB002,Indicator Domain Dashboard,5,6.07354,Adaptive Learning and Decision-Trigger Dashboard
1293,DB001,Simple Composite Resilience Score,6,4.18649,Adaptive Learning and Decision-Trigger Dashboard
1294,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.78922,Adaptive Learning and Decision-Trigger Dashboard
1294,DB006,Participatory Community Resilience Dashboard,2,6.99552,Adaptive Learning and Decision-Trigger Dashboard
1294,DB004,Justice-Centered Resilience Dashboard,3,6.80828,Adaptive Learning and Decision-Trigger Dashboard
1294,DB003,Threshold-Sensitive Early Warning Dashboard,4,6.76559,Adaptive Learning and Decision-Trigger Dashboard
1294,DB002,Indicator Domain Dashboard,5,6.53399,Adaptive Learning and Decision-Trigger Dashboard
1294,DB001,Simple Composite Resilience Score,6,4.64807,Adaptive Learning and Decision-Trigger Dashboard
