simulation_id,strategy_id,strategy,rank,technology_resilience_value,winner
1184,TR003,Cyber Recovery and Tested Backup Program,3,7.83136,Data Integrity and Lineage Governance
1184,TR001,Critical Function and Dependency Mapping,4,7.79407,Data Integrity and Lineage Governance
1184,TR007,Human-Centered Fallback and Accessibility Program,5,7.64489,Data Integrity and Lineage Governance
1184,TR006,Vendor Portability and Platform Contingency Planning,6,7.59208,Data Integrity and Lineage Governance
1184,TR005,Technical Debt and Maintainability Program,7,7.55459,Data Integrity and Lineage Governance
1185,TR004,Data Integrity and Lineage Governance,1,7.84981,Data Integrity and Lineage Governance
1185,TR002,Graceful Degradation and Fallback Architecture,2,7.80469,Data Integrity and Lineage Governance
1185,TR003,Cyber Recovery and Tested Backup Program,3,7.76859,Data Integrity and Lineage Governance
1185,TR006,Vendor Portability and Platform Contingency Planning,4,7.66937,Data Integrity and Lineage Governance
1185,TR007,Human-Centered Fallback and Accessibility Program,5,7.66909,Data Integrity and Lineage Governance
1185,TR001,Critical Function and Dependency Mapping,6,7.63163,Data Integrity and Lineage Governance
1185,TR005,Technical Debt and Maintainability Program,7,7.59984,Data Integrity and Lineage Governance
1186,TR002,Graceful Degradation and Fallback Architecture,1,7.98235,Graceful Degradation and Fallback Architecture
1186,TR004,Data Integrity and Lineage Governance,2,7.93113,Graceful Degradation and Fallback Architecture
1186,TR007,Human-Centered Fallback and Accessibility Program,3,7.86885,Graceful Degradation and Fallback Architecture
1186,TR006,Vendor Portability and Platform Contingency Planning,4,7.77534,Graceful Degradation and Fallback Architecture
1186,TR003,Cyber Recovery and Tested Backup Program,5,7.74851,Graceful Degradation and Fallback Architecture
1186,TR005,Technical Debt and Maintainability Program,6,7.67489,Graceful Degradation and Fallback Architecture
1186,TR001,Critical Function and Dependency Mapping,7,7.54549,Graceful Degradation and Fallback Architecture
1187,TR002,Graceful Degradation and Fallback Architecture,1,7.8196,Graceful Degradation and Fallback Architecture
1187,TR003,Cyber Recovery and Tested Backup Program,2,7.77558,Graceful Degradation and Fallback Architecture
1187,TR007,Human-Centered Fallback and Accessibility Program,3,7.76319,Graceful Degradation and Fallback Architecture
1187,TR004,Data Integrity and Lineage Governance,4,7.695,Graceful Degradation and Fallback Architecture
1187,TR005,Technical Debt and Maintainability Program,5,7.63969,Graceful Degradation and Fallback Architecture
1187,TR001,Critical Function and Dependency Mapping,6,7.58929,Graceful Degradation and Fallback Architecture
1187,TR006,Vendor Portability and Platform Contingency Planning,7,7.49313,Graceful Degradation and Fallback Architecture
1188,TR002,Graceful Degradation and Fallback Architecture,1,7.8247,Graceful Degradation and Fallback Architecture
1188,TR003,Cyber Recovery and Tested Backup Program,2,7.75159,Graceful Degradation and Fallback Architecture
1188,TR006,Vendor Portability and Platform Contingency Planning,3,7.73617,Graceful Degradation and Fallback Architecture
1188,TR005,Technical Debt and Maintainability Program,4,7.71979,Graceful Degradation and Fallback Architecture
1188,TR001,Critical Function and Dependency Mapping,5,7.6723,Graceful Degradation and Fallback Architecture
1188,TR004,Data Integrity and Lineage Governance,6,7.58929,Graceful Degradation and Fallback Architecture
1188,TR007,Human-Centered Fallback and Accessibility Program,7,7.56344,Graceful Degradation and Fallback Architecture
1189,TR005,Technical Debt and Maintainability Program,1,7.8757,Technical Debt and Maintainability Program
1189,TR006,Vendor Portability and Platform Contingency Planning,2,7.79131,Technical Debt and Maintainability Program
1189,TR004,Data Integrity and Lineage Governance,3,7.74605,Technical Debt and Maintainability Program
1189,TR003,Cyber Recovery and Tested Backup Program,4,7.74077,Technical Debt and Maintainability Program
1189,TR007,Human-Centered Fallback and Accessibility Program,5,7.68857,Technical Debt and Maintainability Program
1189,TR002,Graceful Degradation and Fallback Architecture,6,7.63066,Technical Debt and Maintainability Program
1189,TR001,Critical Function and Dependency Mapping,7,7.51691,Technical Debt and Maintainability Program
1190,TR006,Vendor Portability and Platform Contingency Planning,1,8.04874,Vendor Portability and Platform Contingency Planning
1190,TR002,Graceful Degradation and Fallback Architecture,2,7.80531,Vendor Portability and Platform Contingency Planning
1190,TR005,Technical Debt and Maintainability Program,3,7.71588,Vendor Portability and Platform Contingency Planning
1190,TR001,Critical Function and Dependency Mapping,4,7.69925,Vendor Portability and Platform Contingency Planning
1190,TR004,Data Integrity and Lineage Governance,5,7.6553,Vendor Portability and Platform Contingency Planning
1190,TR007,Human-Centered Fallback and Accessibility Program,6,7.56027,Vendor Portability and Platform Contingency Planning
1190,TR003,Cyber Recovery and Tested Backup Program,7,7.55366,Vendor Portability and Platform Contingency Planning
1191,TR005,Technical Debt and Maintainability Program,1,7.87293,Technical Debt and Maintainability Program
1191,TR001,Critical Function and Dependency Mapping,2,7.84207,Technical Debt and Maintainability Program
1191,TR003,Cyber Recovery and Tested Backup Program,3,7.79635,Technical Debt and Maintainability Program
1191,TR004,Data Integrity and Lineage Governance,4,7.69908,Technical Debt and Maintainability Program
1191,TR006,Vendor Portability and Platform Contingency Planning,5,7.57145,Technical Debt and Maintainability Program
1191,TR002,Graceful Degradation and Fallback Architecture,6,7.56494,Technical Debt and Maintainability Program
1191,TR007,Human-Centered Fallback and Accessibility Program,7,7.54435,Technical Debt and Maintainability Program
1192,TR003,Cyber Recovery and Tested Backup Program,1,7.97844,Cyber Recovery and Tested Backup Program
1192,TR002,Graceful Degradation and Fallback Architecture,2,7.90015,Cyber Recovery and Tested Backup Program
1192,TR001,Critical Function and Dependency Mapping,3,7.83249,Cyber Recovery and Tested Backup Program
1192,TR006,Vendor Portability and Platform Contingency Planning,4,7.66232,Cyber Recovery and Tested Backup Program
1192,TR004,Data Integrity and Lineage Governance,5,7.55689,Cyber Recovery and Tested Backup Program
1192,TR007,Human-Centered Fallback and Accessibility Program,6,7.44865,Cyber Recovery and Tested Backup Program
1192,TR005,Technical Debt and Maintainability Program,7,7.38241,Cyber Recovery and Tested Backup Program
1193,TR005,Technical Debt and Maintainability Program,1,7.89898,Technical Debt and Maintainability Program
1193,TR003,Cyber Recovery and Tested Backup Program,2,7.70296,Technical Debt and Maintainability Program
1193,TR007,Human-Centered Fallback and Accessibility Program,3,7.68981,Technical Debt and Maintainability Program
1193,TR002,Graceful Degradation and Fallback Architecture,4,7.66975,Technical Debt and Maintainability Program
1193,TR006,Vendor Portability and Platform Contingency Planning,5,7.61918,Technical Debt and Maintainability Program
1193,TR004,Data Integrity and Lineage Governance,6,7.35538,Technical Debt and Maintainability Program
1193,TR001,Critical Function and Dependency Mapping,7,7.19698,Technical Debt and Maintainability Program
1194,TR006,Vendor Portability and Platform Contingency Planning,1,7.90205,Vendor Portability and Platform Contingency Planning
1194,TR003,Cyber Recovery and Tested Backup Program,2,7.89122,Vendor Portability and Platform Contingency Planning
1194,TR004,Data Integrity and Lineage Governance,3,7.85313,Vendor Portability and Platform Contingency Planning
1194,TR002,Graceful Degradation and Fallback Architecture,4,7.83803,Vendor Portability and Platform Contingency Planning
1194,TR001,Critical Function and Dependency Mapping,5,7.70011,Vendor Portability and Platform Contingency Planning
1194,TR007,Human-Centered Fallback and Accessibility Program,6,7.62579,Vendor Portability and Platform Contingency Planning
1194,TR005,Technical Debt and Maintainability Program,7,7.53713,Vendor Portability and Platform Contingency Planning
1195,TR003,Cyber Recovery and Tested Backup Program,1,7.91317,Cyber Recovery and Tested Backup Program
1195,TR006,Vendor Portability and Platform Contingency Planning,2,7.90829,Cyber Recovery and Tested Backup Program
1195,TR007,Human-Centered Fallback and Accessibility Program,3,7.81795,Cyber Recovery and Tested Backup Program
1195,TR002,Graceful Degradation and Fallback Architecture,4,7.81623,Cyber Recovery and Tested Backup Program
1195,TR005,Technical Debt and Maintainability Program,5,7.76582,Cyber Recovery and Tested Backup Program
1195,TR004,Data Integrity and Lineage Governance,6,7.6906,Cyber Recovery and Tested Backup Program
1195,TR001,Critical Function and Dependency Mapping,7,7.63065,Cyber Recovery and Tested Backup Program
1196,TR004,Data Integrity and Lineage Governance,1,7.89442,Data Integrity and Lineage Governance
1196,TR002,Graceful Degradation and Fallback Architecture,2,7.88991,Data Integrity and Lineage Governance
1196,TR006,Vendor Portability and Platform Contingency Planning,3,7.71823,Data Integrity and Lineage Governance
1196,TR001,Critical Function and Dependency Mapping,4,7.66937,Data Integrity and Lineage Governance
1196,TR005,Technical Debt and Maintainability Program,5,7.65766,Data Integrity and Lineage Governance
1196,TR007,Human-Centered Fallback and Accessibility Program,6,7.64569,Data Integrity and Lineage Governance
1196,TR003,Cyber Recovery and Tested Backup Program,7,7.53575,Data Integrity and Lineage Governance
1197,TR005,Technical Debt and Maintainability Program,1,7.93033,Technical Debt and Maintainability Program
1197,TR004,Data Integrity and Lineage Governance,2,7.8686,Technical Debt and Maintainability Program
1197,TR003,Cyber Recovery and Tested Backup Program,3,7.79101,Technical Debt and Maintainability Program
1197,TR001,Critical Function and Dependency Mapping,4,7.78335,Technical Debt and Maintainability Program
1197,TR007,Human-Centered Fallback and Accessibility Program,5,7.71657,Technical Debt and Maintainability Program
1197,TR002,Graceful Degradation and Fallback Architecture,6,7.66847,Technical Debt and Maintainability Program
1197,TR006,Vendor Portability and Platform Contingency Planning,7,7.47237,Technical Debt and Maintainability Program
1198,TR006,Vendor Portability and Platform Contingency Planning,1,7.83962,Vendor Portability and Platform Contingency Planning
1198,TR002,Graceful Degradation and Fallback Architecture,2,7.77211,Vendor Portability and Platform Contingency Planning
1198,TR007,Human-Centered Fallback and Accessibility Program,3,7.75579,Vendor Portability and Platform Contingency Planning
1198,TR001,Critical Function and Dependency Mapping,4,7.70703,Vendor Portability and Platform Contingency Planning
1198,TR005,Technical Debt and Maintainability Program,5,7.70007,Vendor Portability and Platform Contingency Planning
1198,TR003,Cyber Recovery and Tested Backup Program,6,7.65021,Vendor Portability and Platform Contingency Planning
1198,TR004,Data Integrity and Lineage Governance,7,7.6119,Vendor Portability and Platform Contingency Planning
1199,TR006,Vendor Portability and Platform Contingency Planning,1,8.03606,Vendor Portability and Platform Contingency Planning
1199,TR002,Graceful Degradation and Fallback Architecture,2,7.96905,Vendor Portability and Platform Contingency Planning
1199,TR001,Critical Function and Dependency Mapping,3,7.82412,Vendor Portability and Platform Contingency Planning
1199,TR004,Data Integrity and Lineage Governance,4,7.73575,Vendor Portability and Platform Contingency Planning
1199,TR005,Technical Debt and Maintainability Program,5,7.67369,Vendor Portability and Platform Contingency Planning
1199,TR007,Human-Centered Fallback and Accessibility Program,6,7.62225,Vendor Portability and Platform Contingency Planning
1199,TR003,Cyber Recovery and Tested Backup Program,7,7.34036,Vendor Portability and Platform Contingency Planning
1200,TR001,Critical Function and Dependency Mapping,1,8.0081,Critical Function and Dependency Mapping
1200,TR004,Data Integrity and Lineage Governance,2,7.99663,Critical Function and Dependency Mapping
1200,TR002,Graceful Degradation and Fallback Architecture,3,7.9428,Critical Function and Dependency Mapping
1200,TR005,Technical Debt and Maintainability Program,4,7.85562,Critical Function and Dependency Mapping
1200,TR006,Vendor Portability and Platform Contingency Planning,5,7.8486,Critical Function and Dependency Mapping
1200,TR003,Cyber Recovery and Tested Backup Program,6,7.82467,Critical Function and Dependency Mapping
1200,TR007,Human-Centered Fallback and Accessibility Program,7,7.82447,Critical Function and Dependency Mapping
1201,TR003,Cyber Recovery and Tested Backup Program,1,7.87196,Cyber Recovery and Tested Backup Program
1201,TR001,Critical Function and Dependency Mapping,2,7.83813,Cyber Recovery and Tested Backup Program
1201,TR006,Vendor Portability and Platform Contingency Planning,3,7.8057,Cyber Recovery and Tested Backup Program
1201,TR007,Human-Centered Fallback and Accessibility Program,4,7.78444,Cyber Recovery and Tested Backup Program
1201,TR004,Data Integrity and Lineage Governance,5,7.75149,Cyber Recovery and Tested Backup Program
1201,TR005,Technical Debt and Maintainability Program,6,7.73104,Cyber Recovery and Tested Backup Program
1201,TR002,Graceful Degradation and Fallback Architecture,7,7.65674,Cyber Recovery and Tested Backup Program
1202,TR002,Graceful Degradation and Fallback Architecture,1,8.10373,Graceful Degradation and Fallback Architecture
1202,TR006,Vendor Portability and Platform Contingency Planning,2,7.98796,Graceful Degradation and Fallback Architecture
1202,TR007,Human-Centered Fallback and Accessibility Program,3,7.93872,Graceful Degradation and Fallback Architecture
1202,TR005,Technical Debt and Maintainability Program,4,7.77136,Graceful Degradation and Fallback Architecture
1202,TR001,Critical Function and Dependency Mapping,5,7.71541,Graceful Degradation and Fallback Architecture
1202,TR003,Cyber Recovery and Tested Backup Program,6,7.6972,Graceful Degradation and Fallback Architecture
1202,TR004,Data Integrity and Lineage Governance,7,7.5183,Graceful Degradation and Fallback Architecture
1203,TR002,Graceful Degradation and Fallback Architecture,1,7.94585,Graceful Degradation and Fallback Architecture
1203,TR003,Cyber Recovery and Tested Backup Program,2,7.92928,Graceful Degradation and Fallback Architecture
1203,TR005,Technical Debt and Maintainability Program,3,7.8758,Graceful Degradation and Fallback Architecture
1203,TR007,Human-Centered Fallback and Accessibility Program,4,7.85657,Graceful Degradation and Fallback Architecture
1203,TR006,Vendor Portability and Platform Contingency Planning,5,7.82135,Graceful Degradation and Fallback Architecture
1203,TR001,Critical Function and Dependency Mapping,6,7.7636,Graceful Degradation and Fallback Architecture
1203,TR004,Data Integrity and Lineage Governance,7,7.6786,Graceful Degradation and Fallback Architecture
1204,TR004,Data Integrity and Lineage Governance,1,8.01999,Data Integrity and Lineage Governance
1204,TR003,Cyber Recovery and Tested Backup Program,2,7.9382,Data Integrity and Lineage Governance
1204,TR007,Human-Centered Fallback and Accessibility Program,3,7.80115,Data Integrity and Lineage Governance
1204,TR002,Graceful Degradation and Fallback Architecture,4,7.65978,Data Integrity and Lineage Governance
1204,TR001,Critical Function and Dependency Mapping,5,7.64558,Data Integrity and Lineage Governance
1204,TR005,Technical Debt and Maintainability Program,6,7.56846,Data Integrity and Lineage Governance
1204,TR006,Vendor Portability and Platform Contingency Planning,7,7.48533,Data Integrity and Lineage Governance
1205,TR003,Cyber Recovery and Tested Backup Program,1,8.31376,Cyber Recovery and Tested Backup Program
1205,TR007,Human-Centered Fallback and Accessibility Program,2,7.80326,Cyber Recovery and Tested Backup Program
1205,TR001,Critical Function and Dependency Mapping,3,7.7582,Cyber Recovery and Tested Backup Program
1205,TR006,Vendor Portability and Platform Contingency Planning,4,7.68146,Cyber Recovery and Tested Backup Program
1205,TR004,Data Integrity and Lineage Governance,5,7.64491,Cyber Recovery and Tested Backup Program
1205,TR005,Technical Debt and Maintainability Program,6,7.61282,Cyber Recovery and Tested Backup Program
1205,TR002,Graceful Degradation and Fallback Architecture,7,7.52188,Cyber Recovery and Tested Backup Program
1206,TR007,Human-Centered Fallback and Accessibility Program,1,7.93602,Human-Centered Fallback and Accessibility Program
1206,TR001,Critical Function and Dependency Mapping,2,7.87693,Human-Centered Fallback and Accessibility Program
1206,TR002,Graceful Degradation and Fallback Architecture,3,7.84473,Human-Centered Fallback and Accessibility Program
1206,TR003,Cyber Recovery and Tested Backup Program,4,7.84157,Human-Centered Fallback and Accessibility Program
1206,TR006,Vendor Portability and Platform Contingency Planning,5,7.52904,Human-Centered Fallback and Accessibility Program
1206,TR004,Data Integrity and Lineage Governance,6,7.51654,Human-Centered Fallback and Accessibility Program
1206,TR005,Technical Debt and Maintainability Program,7,7.42683,Human-Centered Fallback and Accessibility Program
1207,TR003,Cyber Recovery and Tested Backup Program,1,7.83424,Cyber Recovery and Tested Backup Program
1207,TR004,Data Integrity and Lineage Governance,2,7.82278,Cyber Recovery and Tested Backup Program
1207,TR002,Graceful Degradation and Fallback Architecture,3,7.78104,Cyber Recovery and Tested Backup Program
1207,TR007,Human-Centered Fallback and Accessibility Program,4,7.73098,Cyber Recovery and Tested Backup Program
1207,TR006,Vendor Portability and Platform Contingency Planning,5,7.71684,Cyber Recovery and Tested Backup Program
1207,TR001,Critical Function and Dependency Mapping,6,7.60387,Cyber Recovery and Tested Backup Program
1207,TR005,Technical Debt and Maintainability Program,7,7.50404,Cyber Recovery and Tested Backup Program
1208,TR003,Cyber Recovery and Tested Backup Program,1,7.94735,Cyber Recovery and Tested Backup Program
1208,TR001,Critical Function and Dependency Mapping,2,7.88775,Cyber Recovery and Tested Backup Program
1208,TR006,Vendor Portability and Platform Contingency Planning,3,7.87641,Cyber Recovery and Tested Backup Program
1208,TR007,Human-Centered Fallback and Accessibility Program,4,7.83867,Cyber Recovery and Tested Backup Program
1208,TR002,Graceful Degradation and Fallback Architecture,5,7.67248,Cyber Recovery and Tested Backup Program
1208,TR004,Data Integrity and Lineage Governance,6,7.6567,Cyber Recovery and Tested Backup Program
1208,TR005,Technical Debt and Maintainability Program,7,7.65488,Cyber Recovery and Tested Backup Program
1209,TR003,Cyber Recovery and Tested Backup Program,1,8.02761,Cyber Recovery and Tested Backup Program
1209,TR002,Graceful Degradation and Fallback Architecture,2,7.81701,Cyber Recovery and Tested Backup Program
1209,TR001,Critical Function and Dependency Mapping,3,7.75453,Cyber Recovery and Tested Backup Program
1209,TR004,Data Integrity and Lineage Governance,4,7.62604,Cyber Recovery and Tested Backup Program
1209,TR006,Vendor Portability and Platform Contingency Planning,5,7.60102,Cyber Recovery and Tested Backup Program
1209,TR005,Technical Debt and Maintainability Program,6,7.52352,Cyber Recovery and Tested Backup Program
1209,TR007,Human-Centered Fallback and Accessibility Program,7,7.49412,Cyber Recovery and Tested Backup Program
1210,TR004,Data Integrity and Lineage Governance,1,7.87241,Data Integrity and Lineage Governance
1210,TR002,Graceful Degradation and Fallback Architecture,2,7.76193,Data Integrity and Lineage Governance
1210,TR001,Critical Function and Dependency Mapping,3,7.63324,Data Integrity and Lineage Governance
1210,TR007,Human-Centered Fallback and Accessibility Program,4,7.62866,Data Integrity and Lineage Governance
1210,TR006,Vendor Portability and Platform Contingency Planning,5,7.60671,Data Integrity and Lineage Governance
1210,TR005,Technical Debt and Maintainability Program,6,7.47653,Data Integrity and Lineage Governance
1210,TR003,Cyber Recovery and Tested Backup Program,7,7.46987,Data Integrity and Lineage Governance
1211,TR003,Cyber Recovery and Tested Backup Program,1,7.88594,Cyber Recovery and Tested Backup Program
1211,TR004,Data Integrity and Lineage Governance,2,7.77698,Cyber Recovery and Tested Backup Program
1211,TR001,Critical Function and Dependency Mapping,3,7.75055,Cyber Recovery and Tested Backup Program
1211,TR005,Technical Debt and Maintainability Program,4,7.68458,Cyber Recovery and Tested Backup Program
1211,TR002,Graceful Degradation and Fallback Architecture,5,7.67373,Cyber Recovery and Tested Backup Program
1211,TR006,Vendor Portability and Platform Contingency Planning,6,7.64642,Cyber Recovery and Tested Backup Program
1211,TR007,Human-Centered Fallback and Accessibility Program,7,7.43568,Cyber Recovery and Tested Backup Program
1212,TR003,Cyber Recovery and Tested Backup Program,1,8.00563,Cyber Recovery and Tested Backup Program
1212,TR002,Graceful Degradation and Fallback Architecture,2,7.86754,Cyber Recovery and Tested Backup Program
1212,TR007,Human-Centered Fallback and Accessibility Program,3,7.76337,Cyber Recovery and Tested Backup Program
1212,TR005,Technical Debt and Maintainability Program,4,7.69116,Cyber Recovery and Tested Backup Program
1212,TR004,Data Integrity and Lineage Governance,5,7.61919,Cyber Recovery and Tested Backup Program
1212,TR006,Vendor Portability and Platform Contingency Planning,6,7.56871,Cyber Recovery and Tested Backup Program
1212,TR001,Critical Function and Dependency Mapping,7,7.53624,Cyber Recovery and Tested Backup Program
1213,TR002,Graceful Degradation and Fallback Architecture,1,7.96531,Graceful Degradation and Fallback Architecture
1213,TR005,Technical Debt and Maintainability Program,2,7.87323,Graceful Degradation and Fallback Architecture
1213,TR006,Vendor Portability and Platform Contingency Planning,3,7.83837,Graceful Degradation and Fallback Architecture
1213,TR007,Human-Centered Fallback and Accessibility Program,4,7.8353,Graceful Degradation and Fallback Architecture
1213,TR004,Data Integrity and Lineage Governance,5,7.81464,Graceful Degradation and Fallback Architecture
1213,TR003,Cyber Recovery and Tested Backup Program,6,7.79145,Graceful Degradation and Fallback Architecture
1213,TR001,Critical Function and Dependency Mapping,7,7.55403,Graceful Degradation and Fallback Architecture
1214,TR003,Cyber Recovery and Tested Backup Program,1,8.0388,Cyber Recovery and Tested Backup Program
1214,TR001,Critical Function and Dependency Mapping,2,7.8947,Cyber Recovery and Tested Backup Program
1214,TR004,Data Integrity and Lineage Governance,3,7.7728,Cyber Recovery and Tested Backup Program
1214,TR007,Human-Centered Fallback and Accessibility Program,4,7.74398,Cyber Recovery and Tested Backup Program
1214,TR005,Technical Debt and Maintainability Program,5,7.6166,Cyber Recovery and Tested Backup Program
1214,TR002,Graceful Degradation and Fallback Architecture,6,7.61271,Cyber Recovery and Tested Backup Program
1214,TR006,Vendor Portability and Platform Contingency Planning,7,7.38688,Cyber Recovery and Tested Backup Program
1215,TR007,Human-Centered Fallback and Accessibility Program,1,8.17923,Human-Centered Fallback and Accessibility Program
1215,TR004,Data Integrity and Lineage Governance,2,7.944,Human-Centered Fallback and Accessibility Program
1215,TR006,Vendor Portability and Platform Contingency Planning,3,7.90489,Human-Centered Fallback and Accessibility Program
1215,TR003,Cyber Recovery and Tested Backup Program,4,7.77163,Human-Centered Fallback and Accessibility Program
1215,TR002,Graceful Degradation and Fallback Architecture,5,7.64885,Human-Centered Fallback and Accessibility Program
1215,TR001,Critical Function and Dependency Mapping,6,7.64127,Human-Centered Fallback and Accessibility Program
1215,TR005,Technical Debt and Maintainability Program,7,7.59175,Human-Centered Fallback and Accessibility Program
1216,TR007,Human-Centered Fallback and Accessibility Program,1,7.96176,Human-Centered Fallback and Accessibility Program
1216,TR005,Technical Debt and Maintainability Program,2,7.84771,Human-Centered Fallback and Accessibility Program
1216,TR002,Graceful Degradation and Fallback Architecture,3,7.84344,Human-Centered Fallback and Accessibility Program
1216,TR001,Critical Function and Dependency Mapping,4,7.80569,Human-Centered Fallback and Accessibility Program
1216,TR006,Vendor Portability and Platform Contingency Planning,5,7.60347,Human-Centered Fallback and Accessibility Program
1216,TR003,Cyber Recovery and Tested Backup Program,6,7.51414,Human-Centered Fallback and Accessibility Program
1216,TR004,Data Integrity and Lineage Governance,7,7.45826,Human-Centered Fallback and Accessibility Program
1217,TR006,Vendor Portability and Platform Contingency Planning,1,8.02795,Vendor Portability and Platform Contingency Planning
1217,TR005,Technical Debt and Maintainability Program,2,8.02171,Vendor Portability and Platform Contingency Planning
1217,TR007,Human-Centered Fallback and Accessibility Program,3,8.00977,Vendor Portability and Platform Contingency Planning
1217,TR004,Data Integrity and Lineage Governance,4,7.884,Vendor Portability and Platform Contingency Planning
1217,TR003,Cyber Recovery and Tested Backup Program,5,7.86428,Vendor Portability and Platform Contingency Planning
1217,TR001,Critical Function and Dependency Mapping,6,7.76649,Vendor Portability and Platform Contingency Planning
1217,TR002,Graceful Degradation and Fallback Architecture,7,7.58346,Vendor Portability and Platform Contingency Planning
1218,TR002,Graceful Degradation and Fallback Architecture,1,7.92412,Graceful Degradation and Fallback Architecture
1218,TR006,Vendor Portability and Platform Contingency Planning,2,7.90682,Graceful Degradation and Fallback Architecture
1218,TR003,Cyber Recovery and Tested Backup Program,3,7.83641,Graceful Degradation and Fallback Architecture
1218,TR007,Human-Centered Fallback and Accessibility Program,4,7.6585,Graceful Degradation and Fallback Architecture
1218,TR004,Data Integrity and Lineage Governance,5,7.60117,Graceful Degradation and Fallback Architecture
1218,TR005,Technical Debt and Maintainability Program,6,7.51301,Graceful Degradation and Fallback Architecture
1218,TR001,Critical Function and Dependency Mapping,7,7.46243,Graceful Degradation and Fallback Architecture
1219,TR003,Cyber Recovery and Tested Backup Program,1,8.01178,Cyber Recovery and Tested Backup Program
1219,TR007,Human-Centered Fallback and Accessibility Program,2,7.76287,Cyber Recovery and Tested Backup Program
1219,TR006,Vendor Portability and Platform Contingency Planning,3,7.71832,Cyber Recovery and Tested Backup Program
1219,TR002,Graceful Degradation and Fallback Architecture,4,7.71094,Cyber Recovery and Tested Backup Program
1219,TR005,Technical Debt and Maintainability Program,5,7.66943,Cyber Recovery and Tested Backup Program
1219,TR001,Critical Function and Dependency Mapping,6,7.61631,Cyber Recovery and Tested Backup Program
1219,TR004,Data Integrity and Lineage Governance,7,7.51274,Cyber Recovery and Tested Backup Program
1220,TR006,Vendor Portability and Platform Contingency Planning,1,8.04285,Vendor Portability and Platform Contingency Planning
1220,TR005,Technical Debt and Maintainability Program,2,8.01649,Vendor Portability and Platform Contingency Planning
1220,TR001,Critical Function and Dependency Mapping,3,7.87322,Vendor Portability and Platform Contingency Planning
1220,TR007,Human-Centered Fallback and Accessibility Program,4,7.83464,Vendor Portability and Platform Contingency Planning
1220,TR003,Cyber Recovery and Tested Backup Program,5,7.8193,Vendor Portability and Platform Contingency Planning
1220,TR004,Data Integrity and Lineage Governance,6,7.72588,Vendor Portability and Platform Contingency Planning
1220,TR002,Graceful Degradation and Fallback Architecture,7,7.68659,Vendor Portability and Platform Contingency Planning
1221,TR002,Graceful Degradation and Fallback Architecture,1,7.90641,Graceful Degradation and Fallback Architecture
1221,TR006,Vendor Portability and Platform Contingency Planning,2,7.8925,Graceful Degradation and Fallback Architecture
1221,TR005,Technical Debt and Maintainability Program,3,7.76662,Graceful Degradation and Fallback Architecture
1221,TR003,Cyber Recovery and Tested Backup Program,4,7.74667,Graceful Degradation and Fallback Architecture
1221,TR007,Human-Centered Fallback and Accessibility Program,5,7.73983,Graceful Degradation and Fallback Architecture
1221,TR004,Data Integrity and Lineage Governance,6,7.68444,Graceful Degradation and Fallback Architecture
1221,TR001,Critical Function and Dependency Mapping,7,7.53805,Graceful Degradation and Fallback Architecture
1222,TR002,Graceful Degradation and Fallback Architecture,1,7.91363,Graceful Degradation and Fallback Architecture
1222,TR004,Data Integrity and Lineage Governance,2,7.80325,Graceful Degradation and Fallback Architecture
1222,TR003,Cyber Recovery and Tested Backup Program,3,7.79521,Graceful Degradation and Fallback Architecture
1222,TR005,Technical Debt and Maintainability Program,4,7.79137,Graceful Degradation and Fallback Architecture
1222,TR001,Critical Function and Dependency Mapping,5,7.62737,Graceful Degradation and Fallback Architecture
1222,TR007,Human-Centered Fallback and Accessibility Program,6,7.61013,Graceful Degradation and Fallback Architecture
1222,TR006,Vendor Portability and Platform Contingency Planning,7,7.55829,Graceful Degradation and Fallback Architecture
1223,TR007,Human-Centered Fallback and Accessibility Program,1,8.01445,Human-Centered Fallback and Accessibility Program
1223,TR002,Graceful Degradation and Fallback Architecture,2,7.84207,Human-Centered Fallback and Accessibility Program
1223,TR005,Technical Debt and Maintainability Program,3,7.78385,Human-Centered Fallback and Accessibility Program
1223,TR001,Critical Function and Dependency Mapping,4,7.75295,Human-Centered Fallback and Accessibility Program
1223,TR004,Data Integrity and Lineage Governance,5,7.74098,Human-Centered Fallback and Accessibility Program
1223,TR006,Vendor Portability and Platform Contingency Planning,6,7.65164,Human-Centered Fallback and Accessibility Program
1223,TR003,Cyber Recovery and Tested Backup Program,7,7.57958,Human-Centered Fallback and Accessibility Program
1224,TR002,Graceful Degradation and Fallback Architecture,1,8.129,Graceful Degradation and Fallback Architecture
1224,TR007,Human-Centered Fallback and Accessibility Program,2,7.8715,Graceful Degradation and Fallback Architecture
1224,TR003,Cyber Recovery and Tested Backup Program,3,7.77176,Graceful Degradation and Fallback Architecture
1224,TR004,Data Integrity and Lineage Governance,4,7.72614,Graceful Degradation and Fallback Architecture
1224,TR005,Technical Debt and Maintainability Program,5,7.72542,Graceful Degradation and Fallback Architecture
1224,TR001,Critical Function and Dependency Mapping,6,7.62554,Graceful Degradation and Fallback Architecture
1224,TR006,Vendor Portability and Platform Contingency Planning,7,7.37361,Graceful Degradation and Fallback Architecture
1225,TR004,Data Integrity and Lineage Governance,1,7.9357,Data Integrity and Lineage Governance
1225,TR003,Cyber Recovery and Tested Backup Program,2,7.73557,Data Integrity and Lineage Governance
1225,TR007,Human-Centered Fallback and Accessibility Program,3,7.73201,Data Integrity and Lineage Governance
