scenario_id,scenario_name,step,pressure,state,direction,regime,rolling_variance,rolling_autocorr,recovery_speed_proxy
TH004,Precautionary adaptive response,14,-0.677358,-1.273124,Increasing Pressure,lower regime,,,
TH004,Precautionary adaptive response,15,-0.667925,-1.288591,Increasing Pressure,lower regime,,,
TH004,Precautionary adaptive response,16,-0.658491,-1.304024,Increasing Pressure,lower regime,0.011343,0.995671,0.004329
TH004,Precautionary adaptive response,17,-0.649057,-1.300889,Increasing Pressure,lower regime,0.008017,0.993649,0.006351
TH004,Precautionary adaptive response,18,-0.639623,-1.285115,Increasing Pressure,lower regime,0.005398,0.987637,0.012363
TH004,Precautionary adaptive response,19,-0.630189,-1.287112,Increasing Pressure,lower regime,0.003534,0.984105,0.015895
TH004,Precautionary adaptive response,20,-0.620755,-1.290037,Increasing Pressure,lower regime,0.002066,0.974479,0.025521
TH004,Precautionary adaptive response,21,-0.611321,-1.28428,Increasing Pressure,lower regime,0.001064,0.958331,0.041669
TH004,Precautionary adaptive response,22,-0.601887,-1.302961,Increasing Pressure,lower regime,0.000684,0.909904,0.090096
TH004,Precautionary adaptive response,23,-0.592453,-1.303906,Increasing Pressure,lower regime,0.000423,0.86627,0.13373
TH004,Precautionary adaptive response,24,-0.583019,-1.294564,Increasing Pressure,lower regime,0.000274,0.812853,0.187147
TH004,Precautionary adaptive response,25,-0.573585,-1.281958,Increasing Pressure,lower regime,0.000203,0.734731,0.265269
TH004,Precautionary adaptive response,26,-0.564151,-1.284631,Increasing Pressure,lower regime,0.000168,0.696475,0.303525
TH004,Precautionary adaptive response,27,-0.554717,-1.278926,Increasing Pressure,lower regime,0.000154,0.644318,0.355682
TH004,Precautionary adaptive response,28,-0.545283,-1.275353,Increasing Pressure,lower regime,0.000131,0.55141,0.44859
TH004,Precautionary adaptive response,29,-0.535849,-1.265559,Increasing Pressure,lower regime,0.000132,0.530242,0.469758
TH004,Precautionary adaptive response,30,-0.526415,-1.279824,Increasing Pressure,lower regime,0.000122,0.586409,0.413591
TH004,Precautionary adaptive response,31,-0.516981,-1.270829,Increasing Pressure,lower regime,0.00014,0.652215,0.347785
TH004,Precautionary adaptive response,32,-0.507547,-1.28801,Increasing Pressure,lower regime,0.00012,0.520998,0.479002
TH004,Precautionary adaptive response,33,-0.498113,-1.314797,Increasing Pressure,lower regime,0.00016,0.497486,0.502514
TH004,Precautionary adaptive response,34,-0.488679,-1.311758,Increasing Pressure,lower regime,0.000198,0.621128,0.378872
TH004,Precautionary adaptive response,35,-0.479245,-1.312558,Increasing Pressure,lower regime,0.000234,0.686289,0.313711
TH004,Precautionary adaptive response,36,-0.469811,-1.291225,Increasing Pressure,lower regime,0.000234,0.642182,0.357818
TH004,Precautionary adaptive response,37,-0.460377,-1.276106,Increasing Pressure,lower regime,0.000245,0.664222,0.335778
TH004,Precautionary adaptive response,38,-0.450943,-1.285945,Increasing Pressure,lower regime,0.000233,0.634182,0.365818
TH004,Precautionary adaptive response,39,-0.441509,-1.268683,Increasing Pressure,lower regime,0.000238,0.606965,0.393035
TH004,Precautionary adaptive response,40,-0.432075,-1.276334,Increasing Pressure,lower regime,0.000238,0.633138,0.366862
TH004,Precautionary adaptive response,41,-0.422642,-1.271121,Increasing Pressure,lower regime,0.00025,0.645109,0.354891
TH004,Precautionary adaptive response,42,-0.413208,-1.268885,Increasing Pressure,lower regime,0.000266,0.666197,0.333803
TH004,Precautionary adaptive response,43,-0.403774,-1.261684,Increasing Pressure,lower regime,0.000295,0.687263,0.312737
TH004,Precautionary adaptive response,44,-0.39434,-1.246858,Increasing Pressure,lower regime,0.000372,0.723022,0.276978
TH004,Precautionary adaptive response,45,-0.384906,-1.236332,Increasing Pressure,lower regime,0.000484,0.808859,0.191141
TH004,Precautionary adaptive response,46,-0.375472,-1.230599,Increasing Pressure,lower regime,0.000629,0.857279,0.142721
TH004,Precautionary adaptive response,47,-0.366038,-1.221758,Increasing Pressure,lower regime,0.000812,0.908023,0.091977
TH004,Precautionary adaptive response,48,-0.356604,-1.215967,Increasing Pressure,lower regime,0.000989,0.957107,0.042893
TH004,Precautionary adaptive response,49,-0.34717,-1.223912,Increasing Pressure,lower regime,0.00094,0.948977,0.051023
TH004,Precautionary adaptive response,50,-0.337736,-1.231173,Increasing Pressure,lower regime,0.000816,0.940221,0.059779
TH004,Precautionary adaptive response,51,-0.328302,-1.233789,Increasing Pressure,lower regime,0.000625,0.934346,0.065654
TH004,Precautionary adaptive response,52,-0.318868,-1.223862,Increasing Pressure,lower regime,0.000561,0.931672,0.068328
TH004,Precautionary adaptive response,53,-0.309434,-1.224109,Increasing Pressure,lower regime,0.000538,0.940665,0.059335
TH004,Precautionary adaptive response,54,-0.3,-1.192814,Increasing Pressure,lower regime,0.000572,0.901461,0.098539
TH004,Precautionary adaptive response,55,-0.290566,-1.203885,Increasing Pressure,lower regime,0.00058,0.895913,0.104087
TH004,Precautionary adaptive response,56,-0.281132,-1.21612,Increasing Pressure,lower regime,0.000476,0.859904,0.140096
TH004,Precautionary adaptive response,57,-0.271698,-1.203521,Increasing Pressure,lower regime,0.000404,0.813222,0.186778
TH004,Precautionary adaptive response,58,-0.262264,-1.184621,Increasing Pressure,lower regime,0.00038,0.748694,0.251306
TH004,Precautionary adaptive response,59,-0.25283,-1.179151,Increasing Pressure,lower regime,0.000368,0.771805,0.228195
TH004,Precautionary adaptive response,60,-0.243396,-1.170065,Increasing Pressure,lower regime,0.000429,0.817266,0.182734
TH004,Precautionary adaptive response,61,-0.233962,-1.154757,Increasing Pressure,lower regime,0.00058,0.863344,0.136656
TH004,Precautionary adaptive response,62,-0.224528,-1.159406,Increasing Pressure,lower regime,0.000671,0.883514,0.116486
TH004,Precautionary adaptive response,63,-0.215094,-1.178876,Increasing Pressure,lower regime,0.000676,0.864616,0.135384
TH004,Precautionary adaptive response,64,-0.20566,-1.184359,Increasing Pressure,lower regime,0.00067,0.864809,0.135191
TH004,Precautionary adaptive response,65,-0.196226,-1.170732,Increasing Pressure,lower regime,0.000661,0.855305,0.144695
TH004,Precautionary adaptive response,66,-0.186792,-1.187408,Increasing Pressure,lower regime,0.000567,0.80987,0.19013
TH004,Precautionary adaptive response,67,-0.177358,-1.18341,Increasing Pressure,lower regime,0.000443,0.760056,0.239944
TH004,Precautionary adaptive response,68,-0.167925,-1.176906,Increasing Pressure,lower regime,0.00036,0.689634,0.310366
TH004,Precautionary adaptive response,69,-0.158491,-1.177725,Increasing Pressure,lower regime,0.000256,0.725419,0.274581
TH004,Precautionary adaptive response,70,-0.149057,-1.16548,Increasing Pressure,lower regime,0.000266,0.719184,0.280816
TH004,Precautionary adaptive response,71,-0.139623,-1.156265,Increasing Pressure,lower regime,0.000263,0.700342,0.299658
TH004,Precautionary adaptive response,72,-0.130189,-1.127,Increasing Pressure,lower regime,0.000307,0.61698,0.38302
TH004,Precautionary adaptive response,73,-0.120755,-1.121646,Increasing Pressure,lower regime,0.000387,0.779561,0.220439
TH004,Precautionary adaptive response,74,-0.111321,-1.131267,Increasing Pressure,lower regime,0.000442,0.806044,0.193956
TH004,Precautionary adaptive response,75,-0.101887,-1.138591,Increasing Pressure,lower regime,0.000463,0.820359,0.179641
TH004,Precautionary adaptive response,76,-0.092453,-1.147706,Increasing Pressure,lower regime,0.000469,0.834224,0.165776
TH004,Precautionary adaptive response,77,-0.083019,-1.133702,Increasing Pressure,lower regime,0.000511,0.835024,0.164976
TH004,Precautionary adaptive response,78,-0.073585,-1.139349,Increasing Pressure,lower regime,0.000535,0.86682,0.13318
TH004,Precautionary adaptive response,79,-0.064151,-1.13781,Increasing Pressure,lower regime,0.000523,0.86542,0.13458
TH004,Precautionary adaptive response,80,-0.054717,-1.126172,Increasing Pressure,lower regime,0.000507,0.864305,0.135695
TH004,Precautionary adaptive response,81,-0.045283,-1.133274,Increasing Pressure,lower regime,0.000498,0.879993,0.120007
TH004,Precautionary adaptive response,82,-0.035849,-1.133813,Increasing Pressure,lower regime,0.000403,0.849379,0.150621
TH004,Precautionary adaptive response,83,-0.026415,-1.15238,Increasing Pressure,lower regime,0.000306,0.746217,0.253783
TH004,Precautionary adaptive response,84,-0.016981,-1.158845,Increasing Pressure,lower regime,0.000247,0.643663,0.356337
TH004,Precautionary adaptive response,85,-0.007547,-1.157754,Increasing Pressure,lower regime,0.000178,0.550657,0.449343
TH004,Precautionary adaptive response,86,0.001887,-1.144543,Increasing Pressure,lower regime,0.000138,0.458329,0.541671
TH004,Precautionary adaptive response,87,0.011321,-1.123362,Increasing Pressure,lower regime,0.000134,0.542336,0.457664
TH004,Precautionary adaptive response,88,0.020755,-1.119066,Increasing Pressure,lower regime,0.00015,0.567677,0.432323
TH004,Precautionary adaptive response,89,0.030189,-1.111494,Increasing Pressure,lower regime,0.000178,0.65707,0.34293
TH004,Precautionary adaptive response,90,0.039623,-1.105529,Increasing Pressure,lower regime,0.000238,0.758572,0.241428
TH004,Precautionary adaptive response,91,0.049057,-1.088832,Increasing Pressure,lower regime,0.000371,0.837217,0.162783
TH004,Precautionary adaptive response,92,0.058491,-1.075974,Increasing Pressure,lower regime,0.000543,0.903281,0.096719
TH004,Precautionary adaptive response,93,0.067925,-1.071568,Increasing Pressure,lower regime,0.000734,0.931328,0.068672
TH004,Precautionary adaptive response,94,0.077358,-1.082603,Increasing Pressure,lower regime,0.000817,0.926679,0.073321
TH004,Precautionary adaptive response,95,0.086792,-1.068937,Increasing Pressure,lower regime,0.000952,0.937263,0.062737
TH004,Precautionary adaptive response,96,0.096226,-1.06262,Increasing Pressure,lower regime,0.001117,0.949636,0.050364
TH004,Precautionary adaptive response,97,0.10566,-1.046377,Increasing Pressure,lower regime,0.001341,0.956092,0.043908
TH004,Precautionary adaptive response,98,0.115094,-1.04648,Increasing Pressure,lower regime,0.0015,0.971695,0.028305
TH004,Precautionary adaptive response,99,0.124528,-1.022304,Increasing Pressure,lower regime,0.001667,0.97134,0.02866
TH004,Precautionary adaptive response,100,0.133962,-1.02783,Increasing Pressure,lower regime,0.001587,0.967855,0.032145
TH004,Precautionary adaptive response,101,0.143396,-1.008921,Increasing Pressure,lower regime,0.001522,0.9615,0.0385
TH004,Precautionary adaptive response,102,0.15283,-1.009083,Increasing Pressure,lower regime,0.00142,0.963838,0.036162
TH004,Precautionary adaptive response,103,0.162264,-1.016336,Increasing Pressure,lower regime,0.001331,0.957489,0.042511
TH004,Precautionary adaptive response,104,0.171698,-1.029782,Increasing Pressure,lower regime,0.001129,0.941217,0.058783
TH004,Precautionary adaptive response,105,0.181132,-1.029723,Increasing Pressure,lower regime,0.000927,0.927939,0.072061
TH004,Precautionary adaptive response,106,0.190566,-1.010306,Increasing Pressure,lower regime,0.000783,0.903316,0.096684
TH004,Precautionary adaptive response,107,0.2,-0.999566,Increasing Pressure,lower regime,0.000743,0.898787,0.101213
TH004,Precautionary adaptive response,108,0.209434,-0.990866,Increasing Pressure,lower regime,0.000765,0.899832,0.100168
TH004,Precautionary adaptive response,109,0.218868,-1.019243,Increasing Pressure,lower regime,0.000665,0.846159,0.153841
TH004,Precautionary adaptive response,110,0.228302,-1.007509,Increasing Pressure,lower regime,0.000485,0.780459,0.219541
TH004,Precautionary adaptive response,111,0.237736,-0.998267,Increasing Pressure,lower regime,0.000381,0.698321,0.301679
TH004,Precautionary adaptive response,112,0.24717,-1.002663,Increasing Pressure,lower regime,0.000267,0.611347,0.388653
TH004,Precautionary adaptive response,113,0.256604,-1.007121,Increasing Pressure,lower regime,0.000208,0.469815,0.530185
TH004,Precautionary adaptive response,114,0.266038,-1.003198,Increasing Pressure,lower regime,0.000138,0.430316,0.569684
TH004,Precautionary adaptive response,115,0.275472,-0.978437,Increasing Pressure,lower regime,0.000195,0.40192,0.59808
TH004,Precautionary adaptive response,116,0.284906,-0.988724,Increasing Pressure,lower regime,0.00019,0.52205,0.47795
TH004,Precautionary adaptive response,117,0.29434,-0.990137,Increasing Pressure,lower regime,0.000206,0.564292,0.435708
TH004,Precautionary adaptive response,118,0.303774,-0.96948,Increasing Pressure,lower regime,0.000283,0.607011,0.392989
TH004,Precautionary adaptive response,119,0.313208,-0.971782,Increasing Pressure,lower regime,0.000325,0.675701,0.324299
TH004,Precautionary adaptive response,120,0.322642,-0.972442,Increasing Pressure,lower regime,0.000301,0.644881,0.355119
TH004,Precautionary adaptive response,121,0.332075,-0.967032,Increasing Pressure,lower regime,0.000267,0.666561,0.333439
TH004,Precautionary adaptive response,122,0.341509,-0.977658,Increasing Pressure,lower regime,0.000255,0.672226,0.327774
TH004,Precautionary adaptive response,123,0.350943,-0.969408,Increasing Pressure,lower regime,0.000274,0.69277,0.30723
TH004,Precautionary adaptive response,124,0.360377,-0.978519,Increasing Pressure,lower regime,0.00028,0.784324,0.215676
TH004,Precautionary adaptive response,125,0.369811,-0.961271,Increasing Pressure,lower regime,0.000245,0.719989,0.280011
TH004,Precautionary adaptive response,126,0.379245,-0.955534,Increasing Pressure,lower regime,0.000251,0.73912,0.26088
TH004,Precautionary adaptive response,127,0.388679,-0.922408,Increasing Pressure,lower regime,0.000433,0.753942,0.246058
TH004,Precautionary adaptive response,128,0.398113,-0.915236,Increasing Pressure,lower regime,0.0006,0.829271,0.170729
TH004,Precautionary adaptive response,129,0.407547,-0.895052,Increasing Pressure,lower regime,0.000838,0.876018,0.123982
TH004,Precautionary adaptive response,130,0.416981,-0.907693,Increasing Pressure,lower regime,0.000903,0.897538,0.102462
TH004,Precautionary adaptive response,131,0.426415,-0.904907,Increasing Pressure,lower regime,0.001036,0.915875,0.084125
TH004,Precautionary adaptive response,132,0.435849,-0.896482,Increasing Pressure,lower regime,0.001128,0.922543,0.077457
TH004,Precautionary adaptive response,133,0.445283,-0.871034,Increasing Pressure,lower regime,0.001333,0.935465,0.064535
TH004,Precautionary adaptive response,134,0.454717,-0.887688,Increasing Pressure,lower regime,0.001427,0.926536,0.073464
TH004,Precautionary adaptive response,135,0.464151,-0.87088,Increasing Pressure,lower regime,0.001563,0.929421,0.070579
TH004,Precautionary adaptive response,136,0.473585,-0.859332,Increasing Pressure,lower regime,0.001697,0.934512,0.065488
TH004,Precautionary adaptive response,137,0.483019,-0.83661,Increasing Pressure,lower regime,0.001965,0.942478,0.057522
TH004,Precautionary adaptive response,138,0.492453,-0.824357,Increasing Pressure,lower regime,0.002114,0.946753,0.053247
TH004,Precautionary adaptive response,139,0.501887,-0.820089,Increasing Pressure,lower regime,0.002196,0.95327,0.04673
TH004,Precautionary adaptive response,140,0.511321,-0.822411,Increasing Pressure,lower regime,0.001964,0.947929,0.052071
TH004,Precautionary adaptive response,141,0.520755,-0.832884,Increasing Pressure,lower regime,0.001679,0.935474,0.064526
TH004,Precautionary adaptive response,142,0.530189,-0.825114,Increasing Pressure,lower regime,0.001366,0.937255,0.062745
TH004,Precautionary adaptive response,143,0.539623,-0.821853,Increasing Pressure,lower regime,0.001272,0.932592,0.067408
TH004,Precautionary adaptive response,144,0.549057,-0.791712,Increasing Pressure,lower regime,0.001348,0.925525,0.074475
TH004,Precautionary adaptive response,145,0.558491,-0.79381,Increasing Pressure,lower regime,0.001438,0.935589,0.064411
TH004,Precautionary adaptive response,146,0.567925,-0.784187,Increasing Pressure,lower regime,0.001407,0.933171,0.066829
TH004,Precautionary adaptive response,147,0.577358,-0.797087,Increasing Pressure,lower regime,0.001204,0.914505,0.085495
TH004,Precautionary adaptive response,148,0.586792,-0.794997,Increasing Pressure,lower regime,0.000995,0.912361,0.087639
TH004,Precautionary adaptive response,149,0.596226,-0.784629,Increasing Pressure,lower regime,0.000956,0.926671,0.073329
TH004,Precautionary adaptive response,150,0.60566,-0.767383,Increasing Pressure,lower regime,0.000802,0.899357,0.100643
TH004,Precautionary adaptive response,151,0.615094,-0.7427,Increasing Pressure,lower regime,0.000861,0.885738,0.114262
TH004,Precautionary adaptive response,152,0.624528,-0.736081,Increasing Pressure,lower regime,0.000937,0.920761,0.079239
TH004,Precautionary adaptive response,153,0.633962,-0.742014,Increasing Pressure,lower regime,0.001015,0.925932,0.074068
TH004,Precautionary adaptive response,154,0.643396,-0.728444,Increasing Pressure,lower regime,0.001184,0.93517,0.06483
TH004,Precautionary adaptive response,155,0.65283,-0.713978,Increasing Pressure,lower regime,0.001414,0.945265,0.054735
TH004,Precautionary adaptive response,156,0.662264,-0.699606,Increasing Pressure,lower regime,0.001661,0.95727,0.04273
TH004,Precautionary adaptive response,157,0.671698,-0.69928,Increasing Pressure,lower regime,0.001697,0.957089,0.042911
TH004,Precautionary adaptive response,158,0.681132,-0.676482,Increasing Pressure,lower regime,0.001865,0.956312,0.043688
TH004,Precautionary adaptive response,159,0.690566,-0.666009,Increasing Pressure,lower regime,0.001987,0.973156,0.026844
TH004,Precautionary adaptive response,160,0.7,-0.647801,Increasing Pressure,lower regime,0.002383,0.977952,0.022048
