simulation_id,strategy_id,strategy,rank,adjusted_resilience_value
1266,FRS002,Regional Early Warning and Analytics Network,7,7.60534
1266,FRS003,Critical Supply Chain Diversification,8,7.37779
1267,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.14303
1267,FRS008,Adaptive Governance and Learning System,2,7.94734
1267,FRS006,Community Resilience and Mutual Aid Infrastructure,3,7.94553
1267,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.8269
1267,FRS007,Digital Public Infrastructure Resilience Program,5,7.78346
1267,FRS002,Regional Early Warning and Analytics Network,6,7.52832
1267,FRS001,Distributed Renewable Microgrids,7,7.45532
1267,FRS003,Critical Supply Chain Diversification,8,6.75636
1268,FRS008,Adaptive Governance and Learning System,1,8.27652
1268,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.26018
1268,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.06749
1268,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.90617
1268,FRS001,Distributed Renewable Microgrids,5,7.70478
1268,FRS002,Regional Early Warning and Analytics Network,6,7.69879
1268,FRS007,Digital Public Infrastructure Resilience Program,7,7.46092
1268,FRS003,Critical Supply Chain Diversification,8,7.2124
1269,FRS005,Watershed Restoration and Nature-Based Buffers,1,8.33596
1269,FRS008,Adaptive Governance and Learning System,2,8.14172
1269,FRS006,Community Resilience and Mutual Aid Infrastructure,3,7.9379
1269,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.82168
1269,FRS007,Digital Public Infrastructure Resilience Program,5,7.65303
1269,FRS002,Regional Early Warning and Analytics Network,6,7.64083
1269,FRS003,Critical Supply Chain Diversification,7,7.54955
1269,FRS001,Distributed Renewable Microgrids,8,7.51525
1270,FRS008,Adaptive Governance and Learning System,1,8.26932
1270,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.09042
1270,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.06519
1270,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.92931
1270,FRS007,Digital Public Infrastructure Resilience Program,5,7.55305
1270,FRS002,Regional Early Warning and Analytics Network,6,7.49825
1270,FRS001,Distributed Renewable Microgrids,7,7.41564
1270,FRS003,Critical Supply Chain Diversification,8,7.12681
1271,FRS008,Adaptive Governance and Learning System,1,8.29865
1271,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.23103
1271,FRS005,Watershed Restoration and Nature-Based Buffers,3,7.93615
1271,FRS002,Regional Early Warning and Analytics Network,4,7.79468
1271,FRS006,Community Resilience and Mutual Aid Infrastructure,5,7.69675
1271,FRS007,Digital Public Infrastructure Resilience Program,6,7.62556
1271,FRS001,Distributed Renewable Microgrids,7,7.46896
1271,FRS003,Critical Supply Chain Diversification,8,7.08494
1272,FRS008,Adaptive Governance and Learning System,1,8.31732
1272,FRS006,Community Resilience and Mutual Aid Infrastructure,2,7.96369
1272,FRS001,Distributed Renewable Microgrids,3,7.93514
1272,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.88006
1272,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.86067
1272,FRS003,Critical Supply Chain Diversification,6,7.71044
1272,FRS002,Regional Early Warning and Analytics Network,7,7.65797
1272,FRS007,Digital Public Infrastructure Resilience Program,8,7.65329
1273,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.11576
1273,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.06029
1273,FRS008,Adaptive Governance and Learning System,3,7.94946
1273,FRS007,Digital Public Infrastructure Resilience Program,4,7.80151
1273,FRS006,Community Resilience and Mutual Aid Infrastructure,5,7.70595
1273,FRS002,Regional Early Warning and Analytics Network,6,7.51454
1273,FRS003,Critical Supply Chain Diversification,7,7.49662
1273,FRS001,Distributed Renewable Microgrids,8,7.09462
1274,FRS008,Adaptive Governance and Learning System,1,8.32818
1274,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.32514
1274,FRS002,Regional Early Warning and Analytics Network,3,7.92843
1274,FRS001,Distributed Renewable Microgrids,4,7.81443
1274,FRS006,Community Resilience and Mutual Aid Infrastructure,5,7.79242
1274,FRS005,Watershed Restoration and Nature-Based Buffers,6,7.70443
1274,FRS007,Digital Public Infrastructure Resilience Program,7,7.62602
1274,FRS003,Critical Supply Chain Diversification,8,7.11074
1275,FRS005,Watershed Restoration and Nature-Based Buffers,1,8.15545
1275,FRS001,Distributed Renewable Microgrids,2,7.96034
1275,FRS006,Community Resilience and Mutual Aid Infrastructure,3,7.94641
1275,FRS002,Regional Early Warning and Analytics Network,4,7.83291
1275,FRS004,Adaptive Urban Heat and Flood Redesign,5,7.74855
1275,FRS007,Digital Public Infrastructure Resilience Program,6,7.58189
1275,FRS008,Adaptive Governance and Learning System,7,7.48908
1275,FRS003,Critical Supply Chain Diversification,8,6.93839
1276,FRS008,Adaptive Governance and Learning System,1,8.2054
1276,FRS007,Digital Public Infrastructure Resilience Program,2,8.14004
1276,FRS005,Watershed Restoration and Nature-Based Buffers,3,7.97854
1276,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.82698
1276,FRS006,Community Resilience and Mutual Aid Infrastructure,5,7.73054
1276,FRS002,Regional Early Warning and Analytics Network,6,7.60966
1276,FRS001,Distributed Renewable Microgrids,7,7.57112
1276,FRS003,Critical Supply Chain Diversification,8,6.89186
1277,FRS008,Adaptive Governance and Learning System,1,8.28225
1277,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.22262
1277,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.11583
1277,FRS001,Distributed Renewable Microgrids,4,7.76134
1277,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.68454
1277,FRS002,Regional Early Warning and Analytics Network,6,7.54241
1277,FRS007,Digital Public Infrastructure Resilience Program,7,7.44707
1277,FRS003,Critical Supply Chain Diversification,8,7.04209
1278,FRS008,Adaptive Governance and Learning System,1,8.52549
1278,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.03143
1278,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.00784
1278,FRS007,Digital Public Infrastructure Resilience Program,4,7.79175
1278,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.78011
1278,FRS002,Regional Early Warning and Analytics Network,6,7.72441
1278,FRS001,Distributed Renewable Microgrids,7,7.70438
1278,FRS003,Critical Supply Chain Diversification,8,7.05948
1279,FRS008,Adaptive Governance and Learning System,1,8.38636
1279,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.23348
1279,FRS006,Community Resilience and Mutual Aid Infrastructure,3,7.90529
1279,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.74137
1279,FRS007,Digital Public Infrastructure Resilience Program,5,7.68431
1279,FRS001,Distributed Renewable Microgrids,6,7.64568
1279,FRS002,Regional Early Warning and Analytics Network,7,7.42365
1279,FRS003,Critical Supply Chain Diversification,8,7.37742
1280,FRS005,Watershed Restoration and Nature-Based Buffers,1,8.0036
1280,FRS006,Community Resilience and Mutual Aid Infrastructure,2,7.99159
1280,FRS007,Digital Public Infrastructure Resilience Program,3,7.80887
1280,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.73812
1280,FRS008,Adaptive Governance and Learning System,5,7.51014
1280,FRS001,Distributed Renewable Microgrids,6,7.48506
1280,FRS002,Regional Early Warning and Analytics Network,7,7.4303
1280,FRS003,Critical Supply Chain Diversification,8,7.21116
1281,FRS008,Adaptive Governance and Learning System,1,8.29863
1281,FRS004,Adaptive Urban Heat and Flood Redesign,2,7.96935
1281,FRS005,Watershed Restoration and Nature-Based Buffers,3,7.8438
1281,FRS002,Regional Early Warning and Analytics Network,4,7.84084
1281,FRS006,Community Resilience and Mutual Aid Infrastructure,5,7.80908
1281,FRS001,Distributed Renewable Microgrids,6,7.75115
1281,FRS007,Digital Public Infrastructure Resilience Program,7,7.37658
1281,FRS003,Critical Supply Chain Diversification,8,7.17837
1282,FRS008,Adaptive Governance and Learning System,1,8.35691
1282,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.02574
1282,FRS002,Regional Early Warning and Analytics Network,3,7.81055
1282,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.70545
1282,FRS007,Digital Public Infrastructure Resilience Program,5,7.52
1282,FRS001,Distributed Renewable Microgrids,6,7.50371
1282,FRS006,Community Resilience and Mutual Aid Infrastructure,7,7.28699
1282,FRS003,Critical Supply Chain Diversification,8,7.25262
1283,FRS008,Adaptive Governance and Learning System,1,8.49191
1283,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.31467
1283,FRS005,Watershed Restoration and Nature-Based Buffers,3,8.03431
1283,FRS006,Community Resilience and Mutual Aid Infrastructure,4,7.95884
1283,FRS001,Distributed Renewable Microgrids,5,7.92396
1283,FRS003,Critical Supply Chain Diversification,6,7.7231
1283,FRS007,Digital Public Infrastructure Resilience Program,7,7.64725
1283,FRS002,Regional Early Warning and Analytics Network,8,7.45863
1284,FRS008,Adaptive Governance and Learning System,1,8.29857
1284,FRS004,Adaptive Urban Heat and Flood Redesign,2,7.94474
1284,FRS007,Digital Public Infrastructure Resilience Program,3,7.94145
1284,FRS002,Regional Early Warning and Analytics Network,4,7.79084
1284,FRS006,Community Resilience and Mutual Aid Infrastructure,5,7.67557
1284,FRS005,Watershed Restoration and Nature-Based Buffers,6,7.66352
1284,FRS001,Distributed Renewable Microgrids,7,7.64654
1284,FRS003,Critical Supply Chain Diversification,8,7.36599
1285,FRS006,Community Resilience and Mutual Aid Infrastructure,1,8.27356
1285,FRS008,Adaptive Governance and Learning System,2,8.21938
1285,FRS004,Adaptive Urban Heat and Flood Redesign,3,7.95458
1285,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.86288
1285,FRS001,Distributed Renewable Microgrids,5,7.82153
1285,FRS002,Regional Early Warning and Analytics Network,6,7.80326
1285,FRS003,Critical Supply Chain Diversification,7,7.42092
1285,FRS007,Digital Public Infrastructure Resilience Program,8,7.37956
1286,FRS005,Watershed Restoration and Nature-Based Buffers,1,8.47485
1286,FRS008,Adaptive Governance and Learning System,2,8.22851
1286,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.11553
1286,FRS007,Digital Public Infrastructure Resilience Program,4,8.01571
1286,FRS006,Community Resilience and Mutual Aid Infrastructure,5,7.97391
1286,FRS002,Regional Early Warning and Analytics Network,6,7.62497
1286,FRS001,Distributed Renewable Microgrids,7,7.53556
1286,FRS003,Critical Supply Chain Diversification,8,7.3679
1287,FRS008,Adaptive Governance and Learning System,1,8.49868
1287,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.05273
1287,FRS005,Watershed Restoration and Nature-Based Buffers,3,8.02461
1287,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.98248
1287,FRS002,Regional Early Warning and Analytics Network,5,7.73314
1287,FRS007,Digital Public Infrastructure Resilience Program,6,7.54371
1287,FRS001,Distributed Renewable Microgrids,7,7.44444
1287,FRS003,Critical Supply Chain Diversification,8,7.14211
1288,FRS005,Watershed Restoration and Nature-Based Buffers,1,8.37673
1288,FRS006,Community Resilience and Mutual Aid Infrastructure,2,7.9716
1288,FRS008,Adaptive Governance and Learning System,3,7.91664
1288,FRS001,Distributed Renewable Microgrids,4,7.8833
1288,FRS007,Digital Public Infrastructure Resilience Program,5,7.78323
1288,FRS002,Regional Early Warning and Analytics Network,6,7.72802
1288,FRS004,Adaptive Urban Heat and Flood Redesign,7,7.33523
1288,FRS003,Critical Supply Chain Diversification,8,7.08127
1289,FRS008,Adaptive Governance and Learning System,1,8.30222
1289,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.16664
1289,FRS001,Distributed Renewable Microgrids,3,8.07504
1289,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.98594
1289,FRS004,Adaptive Urban Heat and Flood Redesign,5,7.97388
1289,FRS007,Digital Public Infrastructure Resilience Program,6,7.88524
1289,FRS002,Regional Early Warning and Analytics Network,7,7.58392
1289,FRS003,Critical Supply Chain Diversification,8,6.97122
1290,FRS008,Adaptive Governance and Learning System,1,8.10198
1290,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.05666
1290,FRS004,Adaptive Urban Heat and Flood Redesign,3,7.87826
1290,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.84305
1290,FRS001,Distributed Renewable Microgrids,5,7.77656
1290,FRS007,Digital Public Infrastructure Resilience Program,6,7.77203
1290,FRS002,Regional Early Warning and Analytics Network,7,7.51678
1290,FRS003,Critical Supply Chain Diversification,8,6.77434
1291,FRS008,Adaptive Governance and Learning System,1,8.56929
1291,FRS006,Community Resilience and Mutual Aid Infrastructure,2,7.99113
1291,FRS005,Watershed Restoration and Nature-Based Buffers,3,7.8036
1291,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.80353
1291,FRS002,Regional Early Warning and Analytics Network,5,7.68611
1291,FRS007,Digital Public Infrastructure Resilience Program,6,7.62139
1291,FRS001,Distributed Renewable Microgrids,7,7.61047
1291,FRS003,Critical Supply Chain Diversification,8,7.57522
1292,FRS008,Adaptive Governance and Learning System,1,8.28902
1292,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.15665
1292,FRS005,Watershed Restoration and Nature-Based Buffers,3,8.06295
1292,FRS007,Digital Public Infrastructure Resilience Program,4,7.89854
1292,FRS004,Adaptive Urban Heat and Flood Redesign,5,7.7263
1292,FRS002,Regional Early Warning and Analytics Network,6,7.60915
1292,FRS001,Distributed Renewable Microgrids,7,7.49839
1292,FRS003,Critical Supply Chain Diversification,8,7.21479
1293,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.08813
1293,FRS008,Adaptive Governance and Learning System,2,8.05372
1293,FRS005,Watershed Restoration and Nature-Based Buffers,3,7.92274
1293,FRS001,Distributed Renewable Microgrids,4,7.8765
1293,FRS006,Community Resilience and Mutual Aid Infrastructure,5,7.82941
1293,FRS002,Regional Early Warning and Analytics Network,6,7.60042
1293,FRS003,Critical Supply Chain Diversification,7,7.57336
1293,FRS007,Digital Public Infrastructure Resilience Program,8,7.35448
1294,FRS008,Adaptive Governance and Learning System,1,8.12224
1294,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.08605
1294,FRS001,Distributed Renewable Microgrids,3,7.96218
1294,FRS006,Community Resilience and Mutual Aid Infrastructure,4,7.916
1294,FRS004,Adaptive Urban Heat and Flood Redesign,5,7.56861
1294,FRS007,Digital Public Infrastructure Resilience Program,6,7.55757
1294,FRS002,Regional Early Warning and Analytics Network,7,7.34803
1294,FRS003,Critical Supply Chain Diversification,8,7.19785
1295,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.3483
1295,FRS008,Adaptive Governance and Learning System,2,7.98696
1295,FRS006,Community Resilience and Mutual Aid Infrastructure,3,7.90831
1295,FRS007,Digital Public Infrastructure Resilience Program,4,7.8604
1295,FRS002,Regional Early Warning and Analytics Network,5,7.7559
1295,FRS005,Watershed Restoration and Nature-Based Buffers,6,7.40729
1295,FRS003,Critical Supply Chain Diversification,7,7.23131
1295,FRS001,Distributed Renewable Microgrids,8,7.05926
1296,FRS005,Watershed Restoration and Nature-Based Buffers,1,8.23865
1296,FRS008,Adaptive Governance and Learning System,2,7.95818
1296,FRS004,Adaptive Urban Heat and Flood Redesign,3,7.90302
1296,FRS006,Community Resilience and Mutual Aid Infrastructure,4,7.71223
1296,FRS002,Regional Early Warning and Analytics Network,5,7.64305
1296,FRS007,Digital Public Infrastructure Resilience Program,6,7.57546
1296,FRS001,Distributed Renewable Microgrids,7,7.25022
1296,FRS003,Critical Supply Chain Diversification,8,7.03704
1297,FRS008,Adaptive Governance and Learning System,1,8.35026
1297,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.33349
1297,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.30351
1297,FRS001,Distributed Renewable Microgrids,4,8.21715
1297,FRS007,Digital Public Infrastructure Resilience Program,5,8.02476
1297,FRS006,Community Resilience and Mutual Aid Infrastructure,6,7.61774
1297,FRS002,Regional Early Warning and Analytics Network,7,7.52443
1297,FRS003,Critical Supply Chain Diversification,8,7.15874
1298,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.17728
1298,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.06071
1298,FRS001,Distributed Renewable Microgrids,3,7.9433
1298,FRS007,Digital Public Infrastructure Resilience Program,4,7.91812
1298,FRS008,Adaptive Governance and Learning System,5,7.90511
1298,FRS005,Watershed Restoration and Nature-Based Buffers,6,7.6453
1298,FRS002,Regional Early Warning and Analytics Network,7,7.50169
1298,FRS003,Critical Supply Chain Diversification,8,7.35003
1299,FRS006,Community Resilience and Mutual Aid Infrastructure,1,8.16676
1299,FRS008,Adaptive Governance and Learning System,2,8.16003
1299,FRS004,Adaptive Urban Heat and Flood Redesign,3,7.91174
1299,FRS001,Distributed Renewable Microgrids,4,7.74821
1299,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.55754
1299,FRS002,Regional Early Warning and Analytics Network,6,7.54229
1299,FRS007,Digital Public Infrastructure Resilience Program,7,7.49058
1299,FRS003,Critical Supply Chain Diversification,8,7.36195
1300,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.47444
1300,FRS006,Community Resilience and Mutual Aid Infrastructure,2,7.99211
1300,FRS005,Watershed Restoration and Nature-Based Buffers,3,7.75574
1300,FRS008,Adaptive Governance and Learning System,4,7.71849
1300,FRS003,Critical Supply Chain Diversification,5,7.69741
1300,FRS001,Distributed Renewable Microgrids,6,7.61508
1300,FRS007,Digital Public Infrastructure Resilience Program,7,7.51357
1300,FRS002,Regional Early Warning and Analytics Network,8,7.35089
1301,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.42344
1301,FRS008,Adaptive Governance and Learning System,2,8.39792
1301,FRS002,Regional Early Warning and Analytics Network,3,8.02341
1301,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.94542
1301,FRS001,Distributed Renewable Microgrids,5,7.90492
1301,FRS006,Community Resilience and Mutual Aid Infrastructure,6,7.89946
1301,FRS007,Digital Public Infrastructure Resilience Program,7,7.47992
1301,FRS003,Critical Supply Chain Diversification,8,7.09797
1302,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.23448
1302,FRS008,Adaptive Governance and Learning System,2,8.16273
1302,FRS005,Watershed Restoration and Nature-Based Buffers,3,8.13761
1302,FRS001,Distributed Renewable Microgrids,4,7.9078
1302,FRS002,Regional Early Warning and Analytics Network,5,7.76746
1302,FRS003,Critical Supply Chain Diversification,6,7.63495
1302,FRS007,Digital Public Infrastructure Resilience Program,7,7.62354
1302,FRS006,Community Resilience and Mutual Aid Infrastructure,8,7.56022
1303,FRS008,Adaptive Governance and Learning System,1,8.33671
1303,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.2365
1303,FRS006,Community Resilience and Mutual Aid Infrastructure,3,8.02718
1303,FRS001,Distributed Renewable Microgrids,4,7.71504
1303,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.71181
1303,FRS002,Regional Early Warning and Analytics Network,6,7.65618
1303,FRS007,Digital Public Infrastructure Resilience Program,7,7.55879
1303,FRS003,Critical Supply Chain Diversification,8,7.35194
1304,FRS001,Distributed Renewable Microgrids,1,8.14365
1304,FRS008,Adaptive Governance and Learning System,2,8.12103
1304,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.10396
1304,FRS005,Watershed Restoration and Nature-Based Buffers,4,8.03296
1304,FRS007,Digital Public Infrastructure Resilience Program,5,8.03111
1304,FRS006,Community Resilience and Mutual Aid Infrastructure,6,7.87196
1304,FRS002,Regional Early Warning and Analytics Network,7,7.51313
1304,FRS003,Critical Supply Chain Diversification,8,6.92498
1305,FRS005,Watershed Restoration and Nature-Based Buffers,1,8.36572
1305,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.35127
1305,FRS008,Adaptive Governance and Learning System,3,8.30477
1305,FRS001,Distributed Renewable Microgrids,4,7.94911
1305,FRS006,Community Resilience and Mutual Aid Infrastructure,5,7.8972
1305,FRS002,Regional Early Warning and Analytics Network,6,7.58534
1305,FRS007,Digital Public Infrastructure Resilience Program,7,7.23938
1305,FRS003,Critical Supply Chain Diversification,8,7.01149
1306,FRS005,Watershed Restoration and Nature-Based Buffers,1,7.94332
1306,FRS004,Adaptive Urban Heat and Flood Redesign,2,7.92407
1306,FRS006,Community Resilience and Mutual Aid Infrastructure,3,7.92026
1306,FRS001,Distributed Renewable Microgrids,4,7.9002
1306,FRS008,Adaptive Governance and Learning System,5,7.86591
1306,FRS002,Regional Early Warning and Analytics Network,6,7.6352
1306,FRS007,Digital Public Infrastructure Resilience Program,7,7.58516
1306,FRS003,Critical Supply Chain Diversification,8,7.03425
1307,FRS008,Adaptive Governance and Learning System,1,8.29103
1307,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.047
1307,FRS004,Adaptive Urban Heat and Flood Redesign,3,7.95588
1307,FRS003,Critical Supply Chain Diversification,4,7.7634
1307,FRS006,Community Resilience and Mutual Aid Infrastructure,5,7.74084
1307,FRS007,Digital Public Infrastructure Resilience Program,6,7.67324
1307,FRS001,Distributed Renewable Microgrids,7,7.66773
1307,FRS002,Regional Early Warning and Analytics Network,8,7.63621
1308,FRS008,Adaptive Governance and Learning System,1,8.49729
1308,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.45298
1308,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.12889
1308,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.96727
1308,FRS001,Distributed Renewable Microgrids,5,7.77134
1308,FRS002,Regional Early Warning and Analytics Network,6,7.62527
1308,FRS007,Digital Public Infrastructure Resilience Program,7,7.332
1308,FRS003,Critical Supply Chain Diversification,8,7.05375
1309,FRS008,Adaptive Governance and Learning System,1,8.0408
1309,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.03081
1309,FRS002,Regional Early Warning and Analytics Network,3,7.84403
1309,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.83182
1309,FRS006,Community Resilience and Mutual Aid Infrastructure,5,7.78217
1309,FRS001,Distributed Renewable Microgrids,6,7.46951
1309,FRS003,Critical Supply Chain Diversification,7,7.43539
1309,FRS007,Digital Public Infrastructure Resilience Program,8,7.04296
1310,FRS006,Community Resilience and Mutual Aid Infrastructure,1,8.49316
1310,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.18404
1310,FRS008,Adaptive Governance and Learning System,3,8.12237
1310,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.87731
1310,FRS007,Digital Public Infrastructure Resilience Program,5,7.74314
1310,FRS002,Regional Early Warning and Analytics Network,6,7.72748
1310,FRS001,Distributed Renewable Microgrids,7,7.70026
1310,FRS003,Critical Supply Chain Diversification,8,7.1263
1311,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.61207
1311,FRS008,Adaptive Governance and Learning System,2,8.51928
1311,FRS006,Community Resilience and Mutual Aid Infrastructure,3,7.97771
1311,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.95993
1311,FRS001,Distributed Renewable Microgrids,5,7.799
1311,FRS002,Regional Early Warning and Analytics Network,6,7.78069
1311,FRS007,Digital Public Infrastructure Resilience Program,7,7.63044
1311,FRS003,Critical Supply Chain Diversification,8,7.21009
1312,FRS008,Adaptive Governance and Learning System,1,8.32523
1312,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.14827
1312,FRS006,Community Resilience and Mutual Aid Infrastructure,3,7.82178
1312,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.75834
1312,FRS003,Critical Supply Chain Diversification,5,7.71664
1312,FRS007,Digital Public Infrastructure Resilience Program,6,7.60427
1312,FRS001,Distributed Renewable Microgrids,7,7.57284
1312,FRS002,Regional Early Warning and Analytics Network,8,7.55399
1313,FRS008,Adaptive Governance and Learning System,1,7.94676
1313,FRS004,Adaptive Urban Heat and Flood Redesign,2,7.94029
1313,FRS006,Community Resilience and Mutual Aid Infrastructure,3,7.84678
1313,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.77988
1313,FRS001,Distributed Renewable Microgrids,5,7.48577
1313,FRS007,Digital Public Infrastructure Resilience Program,6,7.42201
1313,FRS003,Critical Supply Chain Diversification,7,7.2453
1313,FRS002,Regional Early Warning and Analytics Network,8,6.98583
1314,FRS008,Adaptive Governance and Learning System,1,8.23509
1314,FRS002,Regional Early Warning and Analytics Network,2,7.89913
1314,FRS004,Adaptive Urban Heat and Flood Redesign,3,7.8839
1314,FRS006,Community Resilience and Mutual Aid Infrastructure,4,7.71661
1314,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.68524
1314,FRS007,Digital Public Infrastructure Resilience Program,6,7.53818
1314,FRS003,Critical Supply Chain Diversification,7,7.39346
1314,FRS001,Distributed Renewable Microgrids,8,7.14903
1315,FRS007,Digital Public Infrastructure Resilience Program,1,8.02256
1315,FRS004,Adaptive Urban Heat and Flood Redesign,2,7.98344
1315,FRS008,Adaptive Governance and Learning System,3,7.9469
1315,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.86198
1315,FRS002,Regional Early Warning and Analytics Network,5,7.69459
1315,FRS001,Distributed Renewable Microgrids,6,7.64621
1315,FRS006,Community Resilience and Mutual Aid Infrastructure,7,7.62333
1315,FRS003,Critical Supply Chain Diversification,8,7.1351
1316,FRS008,Adaptive Governance and Learning System,1,8.13614
1316,FRS004,Adaptive Urban Heat and Flood Redesign,2,7.98758
1316,FRS007,Digital Public Infrastructure Resilience Program,3,7.89073
1316,FRS006,Community Resilience and Mutual Aid Infrastructure,4,7.76901
1316,FRS002,Regional Early Warning and Analytics Network,5,7.5743
1316,FRS003,Critical Supply Chain Diversification,6,7.48014
1316,FRS005,Watershed Restoration and Nature-Based Buffers,7,7.41027
1316,FRS001,Distributed Renewable Microgrids,8,7.19743
1317,FRS008,Adaptive Governance and Learning System,1,8.4841
1317,FRS005,Watershed Restoration and Nature-Based Buffers,2,7.77376
1317,FRS004,Adaptive Urban Heat and Flood Redesign,3,7.69211
1317,FRS006,Community Resilience and Mutual Aid Infrastructure,4,7.60211
1317,FRS001,Distributed Renewable Microgrids,5,7.54726
1317,FRS002,Regional Early Warning and Analytics Network,6,7.31155
1317,FRS003,Critical Supply Chain Diversification,7,7.20011
1317,FRS007,Digital Public Infrastructure Resilience Program,8,7.07949
1318,FRS008,Adaptive Governance and Learning System,1,8.32712
1318,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.31297
1318,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.13396
1318,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.99549
1318,FRS003,Critical Supply Chain Diversification,5,7.68392
1318,FRS007,Digital Public Infrastructure Resilience Program,6,7.51143
1318,FRS002,Regional Early Warning and Analytics Network,7,7.50333
1318,FRS001,Distributed Renewable Microgrids,8,7.17607
1319,FRS008,Adaptive Governance and Learning System,1,8.5752
1319,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.06228
1319,FRS004,Adaptive Urban Heat and Flood Redesign,3,7.94949
1319,FRS002,Regional Early Warning and Analytics Network,4,7.86645
1319,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.77411
1319,FRS001,Distributed Renewable Microgrids,6,7.52141
1319,FRS003,Critical Supply Chain Diversification,7,7.47612
1319,FRS007,Digital Public Infrastructure Resilience Program,8,7.45201
1320,FRS001,Distributed Renewable Microgrids,1,8.49205
1320,FRS008,Adaptive Governance and Learning System,2,8.27798
1320,FRS006,Community Resilience and Mutual Aid Infrastructure,3,8.03156
1320,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.9268
1320,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.81217
1320,FRS007,Digital Public Infrastructure Resilience Program,6,7.62286
1320,FRS003,Critical Supply Chain Diversification,7,7.39491
1320,FRS002,Regional Early Warning and Analytics Network,8,7.37861
1321,FRS008,Adaptive Governance and Learning System,1,8.45493
