simulation_id,strategy_id,strategy,rank,local_resilience_value,winner
1112,LE006,Workforce Childcare and Local Skills Resilience,3,7.5185,Community Development Finance and Patient Capital
1112,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.43566,Community Development Finance and Patient Capital
1112,LE004,Small Business Continuity and Digital Resilience Support,5,7.41405,Community Development Finance and Patient Capital
1112,LE001,Emergency Microgrant and Liquidity Fund,6,7.39239,Community Development Finance and Patient Capital
1113,LE003,Local Procurement and Anchor Institution Access,1,7.63917,Local Procurement and Anchor Institution Access
1113,LE006,Workforce Childcare and Local Skills Resilience,2,7.59779,Local Procurement and Anchor Institution Access
1113,LE002,Community Development Finance and Patient Capital,3,7.57101,Local Procurement and Anchor Institution Access
1113,LE001,Emergency Microgrant and Liquidity Fund,4,7.32935,Local Procurement and Anchor Institution Access
1113,LE004,Small Business Continuity and Digital Resilience Support,5,7.29866,Local Procurement and Anchor Institution Access
1113,LE005,Commercial Anti-Displacement and Ownership Strategy,6,7.27999,Local Procurement and Anchor Institution Access
1114,LE003,Local Procurement and Anchor Institution Access,1,7.54515,Local Procurement and Anchor Institution Access
1114,LE001,Emergency Microgrant and Liquidity Fund,2,7.47419,Local Procurement and Anchor Institution Access
1114,LE006,Workforce Childcare and Local Skills Resilience,3,7.40768,Local Procurement and Anchor Institution Access
1114,LE004,Small Business Continuity and Digital Resilience Support,4,7.28334,Local Procurement and Anchor Institution Access
1114,LE005,Commercial Anti-Displacement and Ownership Strategy,5,7.23844,Local Procurement and Anchor Institution Access
1114,LE002,Community Development Finance and Patient Capital,6,7.22627,Local Procurement and Anchor Institution Access
1115,LE006,Workforce Childcare and Local Skills Resilience,1,7.70344,Workforce Childcare and Local Skills Resilience
1115,LE004,Small Business Continuity and Digital Resilience Support,2,7.57533,Workforce Childcare and Local Skills Resilience
1115,LE005,Commercial Anti-Displacement and Ownership Strategy,3,7.57477,Workforce Childcare and Local Skills Resilience
1115,LE003,Local Procurement and Anchor Institution Access,4,7.55139,Workforce Childcare and Local Skills Resilience
1115,LE002,Community Development Finance and Patient Capital,5,7.45971,Workforce Childcare and Local Skills Resilience
1115,LE001,Emergency Microgrant and Liquidity Fund,6,7.20749,Workforce Childcare and Local Skills Resilience
1116,LE002,Community Development Finance and Patient Capital,1,7.59456,Community Development Finance and Patient Capital
1116,LE004,Small Business Continuity and Digital Resilience Support,2,7.51996,Community Development Finance and Patient Capital
1116,LE006,Workforce Childcare and Local Skills Resilience,3,7.44944,Community Development Finance and Patient Capital
1116,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.38423,Community Development Finance and Patient Capital
1116,LE003,Local Procurement and Anchor Institution Access,5,7.3341,Community Development Finance and Patient Capital
1116,LE001,Emergency Microgrant and Liquidity Fund,6,7.17312,Community Development Finance and Patient Capital
1117,LE001,Emergency Microgrant and Liquidity Fund,1,7.59033,Emergency Microgrant and Liquidity Fund
1117,LE002,Community Development Finance and Patient Capital,2,7.5728,Emergency Microgrant and Liquidity Fund
1117,LE003,Local Procurement and Anchor Institution Access,3,7.5201,Emergency Microgrant and Liquidity Fund
1117,LE006,Workforce Childcare and Local Skills Resilience,4,7.4797,Emergency Microgrant and Liquidity Fund
1117,LE004,Small Business Continuity and Digital Resilience Support,5,7.40515,Emergency Microgrant and Liquidity Fund
1117,LE005,Commercial Anti-Displacement and Ownership Strategy,6,7.38729,Emergency Microgrant and Liquidity Fund
1118,LE005,Commercial Anti-Displacement and Ownership Strategy,1,7.65889,Commercial Anti-Displacement and Ownership Strategy
1118,LE006,Workforce Childcare and Local Skills Resilience,2,7.51586,Commercial Anti-Displacement and Ownership Strategy
1118,LE002,Community Development Finance and Patient Capital,3,7.39399,Commercial Anti-Displacement and Ownership Strategy
1118,LE004,Small Business Continuity and Digital Resilience Support,4,7.37645,Commercial Anti-Displacement and Ownership Strategy
1118,LE003,Local Procurement and Anchor Institution Access,5,7.37127,Commercial Anti-Displacement and Ownership Strategy
1118,LE001,Emergency Microgrant and Liquidity Fund,6,7.17871,Commercial Anti-Displacement and Ownership Strategy
1119,LE005,Commercial Anti-Displacement and Ownership Strategy,1,7.82677,Commercial Anti-Displacement and Ownership Strategy
1119,LE002,Community Development Finance and Patient Capital,2,7.54246,Commercial Anti-Displacement and Ownership Strategy
1119,LE004,Small Business Continuity and Digital Resilience Support,3,7.5232,Commercial Anti-Displacement and Ownership Strategy
1119,LE001,Emergency Microgrant and Liquidity Fund,4,7.49446,Commercial Anti-Displacement and Ownership Strategy
1119,LE006,Workforce Childcare and Local Skills Resilience,5,7.30943,Commercial Anti-Displacement and Ownership Strategy
1119,LE003,Local Procurement and Anchor Institution Access,6,7.23116,Commercial Anti-Displacement and Ownership Strategy
1120,LE005,Commercial Anti-Displacement and Ownership Strategy,1,7.87074,Commercial Anti-Displacement and Ownership Strategy
1120,LE003,Local Procurement and Anchor Institution Access,2,7.69661,Commercial Anti-Displacement and Ownership Strategy
1120,LE001,Emergency Microgrant and Liquidity Fund,3,7.38674,Commercial Anti-Displacement and Ownership Strategy
1120,LE002,Community Development Finance and Patient Capital,4,7.33054,Commercial Anti-Displacement and Ownership Strategy
1120,LE004,Small Business Continuity and Digital Resilience Support,5,7.23375,Commercial Anti-Displacement and Ownership Strategy
1120,LE006,Workforce Childcare and Local Skills Resilience,6,7.20675,Commercial Anti-Displacement and Ownership Strategy
1121,LE005,Commercial Anti-Displacement and Ownership Strategy,1,7.51554,Commercial Anti-Displacement and Ownership Strategy
1121,LE003,Local Procurement and Anchor Institution Access,2,7.5097,Commercial Anti-Displacement and Ownership Strategy
1121,LE002,Community Development Finance and Patient Capital,3,7.42985,Commercial Anti-Displacement and Ownership Strategy
1121,LE006,Workforce Childcare and Local Skills Resilience,4,7.30449,Commercial Anti-Displacement and Ownership Strategy
1121,LE004,Small Business Continuity and Digital Resilience Support,5,7.25444,Commercial Anti-Displacement and Ownership Strategy
1121,LE001,Emergency Microgrant and Liquidity Fund,6,7.09209,Commercial Anti-Displacement and Ownership Strategy
1122,LE002,Community Development Finance and Patient Capital,1,7.6489,Community Development Finance and Patient Capital
1122,LE003,Local Procurement and Anchor Institution Access,2,7.46817,Community Development Finance and Patient Capital
1122,LE006,Workforce Childcare and Local Skills Resilience,3,7.33393,Community Development Finance and Patient Capital
1122,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.26842,Community Development Finance and Patient Capital
1122,LE004,Small Business Continuity and Digital Resilience Support,5,7.19541,Community Development Finance and Patient Capital
1122,LE001,Emergency Microgrant and Liquidity Fund,6,7.13878,Community Development Finance and Patient Capital
1123,LE003,Local Procurement and Anchor Institution Access,1,7.71157,Local Procurement and Anchor Institution Access
1123,LE002,Community Development Finance and Patient Capital,2,7.65417,Local Procurement and Anchor Institution Access
1123,LE005,Commercial Anti-Displacement and Ownership Strategy,3,7.40226,Local Procurement and Anchor Institution Access
1123,LE006,Workforce Childcare and Local Skills Resilience,4,7.3941,Local Procurement and Anchor Institution Access
1123,LE001,Emergency Microgrant and Liquidity Fund,5,7.2114,Local Procurement and Anchor Institution Access
1123,LE004,Small Business Continuity and Digital Resilience Support,6,7.06292,Local Procurement and Anchor Institution Access
1124,LE006,Workforce Childcare and Local Skills Resilience,1,7.87782,Workforce Childcare and Local Skills Resilience
1124,LE002,Community Development Finance and Patient Capital,2,7.66579,Workforce Childcare and Local Skills Resilience
1124,LE004,Small Business Continuity and Digital Resilience Support,3,7.65244,Workforce Childcare and Local Skills Resilience
1124,LE003,Local Procurement and Anchor Institution Access,4,7.54743,Workforce Childcare and Local Skills Resilience
1124,LE001,Emergency Microgrant and Liquidity Fund,5,7.4971,Workforce Childcare and Local Skills Resilience
1124,LE005,Commercial Anti-Displacement and Ownership Strategy,6,7.18031,Workforce Childcare and Local Skills Resilience
1125,LE003,Local Procurement and Anchor Institution Access,1,7.9921,Local Procurement and Anchor Institution Access
1125,LE004,Small Business Continuity and Digital Resilience Support,2,7.94787,Local Procurement and Anchor Institution Access
1125,LE006,Workforce Childcare and Local Skills Resilience,3,7.57885,Local Procurement and Anchor Institution Access
1125,LE002,Community Development Finance and Patient Capital,4,7.47298,Local Procurement and Anchor Institution Access
1125,LE005,Commercial Anti-Displacement and Ownership Strategy,5,7.26477,Local Procurement and Anchor Institution Access
1125,LE001,Emergency Microgrant and Liquidity Fund,6,7.12648,Local Procurement and Anchor Institution Access
1126,LE005,Commercial Anti-Displacement and Ownership Strategy,1,7.85426,Commercial Anti-Displacement and Ownership Strategy
1126,LE004,Small Business Continuity and Digital Resilience Support,2,7.51966,Commercial Anti-Displacement and Ownership Strategy
1126,LE002,Community Development Finance and Patient Capital,3,7.50335,Commercial Anti-Displacement and Ownership Strategy
1126,LE006,Workforce Childcare and Local Skills Resilience,4,7.41357,Commercial Anti-Displacement and Ownership Strategy
1126,LE003,Local Procurement and Anchor Institution Access,5,7.28691,Commercial Anti-Displacement and Ownership Strategy
1126,LE001,Emergency Microgrant and Liquidity Fund,6,7.11513,Commercial Anti-Displacement and Ownership Strategy
1127,LE006,Workforce Childcare and Local Skills Resilience,1,7.8376,Workforce Childcare and Local Skills Resilience
1127,LE004,Small Business Continuity and Digital Resilience Support,2,7.80281,Workforce Childcare and Local Skills Resilience
1127,LE003,Local Procurement and Anchor Institution Access,3,7.64033,Workforce Childcare and Local Skills Resilience
1127,LE002,Community Development Finance and Patient Capital,4,7.56344,Workforce Childcare and Local Skills Resilience
1127,LE001,Emergency Microgrant and Liquidity Fund,5,7.53623,Workforce Childcare and Local Skills Resilience
1127,LE005,Commercial Anti-Displacement and Ownership Strategy,6,7.2293,Workforce Childcare and Local Skills Resilience
1128,LE003,Local Procurement and Anchor Institution Access,1,7.55909,Local Procurement and Anchor Institution Access
1128,LE002,Community Development Finance and Patient Capital,2,7.46427,Local Procurement and Anchor Institution Access
1128,LE006,Workforce Childcare and Local Skills Resilience,3,7.4641,Local Procurement and Anchor Institution Access
1128,LE004,Small Business Continuity and Digital Resilience Support,4,7.29984,Local Procurement and Anchor Institution Access
1128,LE001,Emergency Microgrant and Liquidity Fund,5,7.26641,Local Procurement and Anchor Institution Access
1128,LE005,Commercial Anti-Displacement and Ownership Strategy,6,7.13731,Local Procurement and Anchor Institution Access
1129,LE004,Small Business Continuity and Digital Resilience Support,1,7.47831,Small Business Continuity and Digital Resilience Support
1129,LE001,Emergency Microgrant and Liquidity Fund,2,7.4753,Small Business Continuity and Digital Resilience Support
1129,LE006,Workforce Childcare and Local Skills Resilience,3,7.34495,Small Business Continuity and Digital Resilience Support
1129,LE002,Community Development Finance and Patient Capital,4,7.28156,Small Business Continuity and Digital Resilience Support
1129,LE003,Local Procurement and Anchor Institution Access,5,7.27863,Small Business Continuity and Digital Resilience Support
1129,LE005,Commercial Anti-Displacement and Ownership Strategy,6,7.19444,Small Business Continuity and Digital Resilience Support
1130,LE001,Emergency Microgrant and Liquidity Fund,1,7.75017,Emergency Microgrant and Liquidity Fund
1130,LE005,Commercial Anti-Displacement and Ownership Strategy,2,7.58865,Emergency Microgrant and Liquidity Fund
1130,LE004,Small Business Continuity and Digital Resilience Support,3,7.55092,Emergency Microgrant and Liquidity Fund
1130,LE003,Local Procurement and Anchor Institution Access,4,7.5372,Emergency Microgrant and Liquidity Fund
1130,LE002,Community Development Finance and Patient Capital,5,7.4932,Emergency Microgrant and Liquidity Fund
1130,LE006,Workforce Childcare and Local Skills Resilience,6,7.19125,Emergency Microgrant and Liquidity Fund
1131,LE006,Workforce Childcare and Local Skills Resilience,1,7.62747,Workforce Childcare and Local Skills Resilience
1131,LE002,Community Development Finance and Patient Capital,2,7.56611,Workforce Childcare and Local Skills Resilience
1131,LE001,Emergency Microgrant and Liquidity Fund,3,7.50381,Workforce Childcare and Local Skills Resilience
1131,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.45898,Workforce Childcare and Local Skills Resilience
1131,LE004,Small Business Continuity and Digital Resilience Support,5,7.40898,Workforce Childcare and Local Skills Resilience
1131,LE003,Local Procurement and Anchor Institution Access,6,7.32902,Workforce Childcare and Local Skills Resilience
1132,LE003,Local Procurement and Anchor Institution Access,1,7.61583,Local Procurement and Anchor Institution Access
1132,LE004,Small Business Continuity and Digital Resilience Support,2,7.54778,Local Procurement and Anchor Institution Access
1132,LE001,Emergency Microgrant and Liquidity Fund,3,7.54008,Local Procurement and Anchor Institution Access
1132,LE006,Workforce Childcare and Local Skills Resilience,4,7.50703,Local Procurement and Anchor Institution Access
1132,LE005,Commercial Anti-Displacement and Ownership Strategy,5,7.47774,Local Procurement and Anchor Institution Access
1132,LE002,Community Development Finance and Patient Capital,6,7.27834,Local Procurement and Anchor Institution Access
1133,LE003,Local Procurement and Anchor Institution Access,1,7.92884,Local Procurement and Anchor Institution Access
1133,LE006,Workforce Childcare and Local Skills Resilience,2,7.56076,Local Procurement and Anchor Institution Access
1133,LE002,Community Development Finance and Patient Capital,3,7.55606,Local Procurement and Anchor Institution Access
1133,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.42638,Local Procurement and Anchor Institution Access
1133,LE001,Emergency Microgrant and Liquidity Fund,5,7.32799,Local Procurement and Anchor Institution Access
1133,LE004,Small Business Continuity and Digital Resilience Support,6,7.16641,Local Procurement and Anchor Institution Access
1134,LE003,Local Procurement and Anchor Institution Access,1,7.71266,Local Procurement and Anchor Institution Access
1134,LE006,Workforce Childcare and Local Skills Resilience,2,7.59635,Local Procurement and Anchor Institution Access
1134,LE005,Commercial Anti-Displacement and Ownership Strategy,3,7.40387,Local Procurement and Anchor Institution Access
1134,LE004,Small Business Continuity and Digital Resilience Support,4,7.38805,Local Procurement and Anchor Institution Access
1134,LE002,Community Development Finance and Patient Capital,5,7.27746,Local Procurement and Anchor Institution Access
1134,LE001,Emergency Microgrant and Liquidity Fund,6,7.25401,Local Procurement and Anchor Institution Access
1135,LE002,Community Development Finance and Patient Capital,1,7.62272,Community Development Finance and Patient Capital
1135,LE003,Local Procurement and Anchor Institution Access,2,7.57551,Community Development Finance and Patient Capital
1135,LE006,Workforce Childcare and Local Skills Resilience,3,7.30833,Community Development Finance and Patient Capital
1135,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.23671,Community Development Finance and Patient Capital
1135,LE004,Small Business Continuity and Digital Resilience Support,5,7.12875,Community Development Finance and Patient Capital
1135,LE001,Emergency Microgrant and Liquidity Fund,6,7.08252,Community Development Finance and Patient Capital
1136,LE002,Community Development Finance and Patient Capital,1,7.80637,Community Development Finance and Patient Capital
1136,LE005,Commercial Anti-Displacement and Ownership Strategy,2,7.69766,Community Development Finance and Patient Capital
1136,LE004,Small Business Continuity and Digital Resilience Support,3,7.45877,Community Development Finance and Patient Capital
1136,LE001,Emergency Microgrant and Liquidity Fund,4,7.45507,Community Development Finance and Patient Capital
1136,LE006,Workforce Childcare and Local Skills Resilience,5,7.40219,Community Development Finance and Patient Capital
1136,LE003,Local Procurement and Anchor Institution Access,6,7.26761,Community Development Finance and Patient Capital
1137,LE003,Local Procurement and Anchor Institution Access,1,7.87685,Local Procurement and Anchor Institution Access
1137,LE001,Emergency Microgrant and Liquidity Fund,2,7.63789,Local Procurement and Anchor Institution Access
1137,LE006,Workforce Childcare and Local Skills Resilience,3,7.58083,Local Procurement and Anchor Institution Access
1137,LE002,Community Development Finance and Patient Capital,4,7.57705,Local Procurement and Anchor Institution Access
1137,LE005,Commercial Anti-Displacement and Ownership Strategy,5,7.30964,Local Procurement and Anchor Institution Access
1137,LE004,Small Business Continuity and Digital Resilience Support,6,6.92032,Local Procurement and Anchor Institution Access
1138,LE003,Local Procurement and Anchor Institution Access,1,7.91321,Local Procurement and Anchor Institution Access
1138,LE006,Workforce Childcare and Local Skills Resilience,2,7.58868,Local Procurement and Anchor Institution Access
1138,LE005,Commercial Anti-Displacement and Ownership Strategy,3,7.55571,Local Procurement and Anchor Institution Access
1138,LE004,Small Business Continuity and Digital Resilience Support,4,7.49867,Local Procurement and Anchor Institution Access
1138,LE001,Emergency Microgrant and Liquidity Fund,5,7.40375,Local Procurement and Anchor Institution Access
1138,LE002,Community Development Finance and Patient Capital,6,7.23762,Local Procurement and Anchor Institution Access
1139,LE002,Community Development Finance and Patient Capital,1,7.8813,Community Development Finance and Patient Capital
1139,LE003,Local Procurement and Anchor Institution Access,2,7.62207,Community Development Finance and Patient Capital
1139,LE005,Commercial Anti-Displacement and Ownership Strategy,3,7.32323,Community Development Finance and Patient Capital
1139,LE001,Emergency Microgrant and Liquidity Fund,4,7.3078,Community Development Finance and Patient Capital
1139,LE004,Small Business Continuity and Digital Resilience Support,5,7.29145,Community Development Finance and Patient Capital
1139,LE006,Workforce Childcare and Local Skills Resilience,6,7.19534,Community Development Finance and Patient Capital
1140,LE002,Community Development Finance and Patient Capital,1,7.64596,Community Development Finance and Patient Capital
1140,LE001,Emergency Microgrant and Liquidity Fund,2,7.58444,Community Development Finance and Patient Capital
1140,LE006,Workforce Childcare and Local Skills Resilience,3,7.46996,Community Development Finance and Patient Capital
1140,LE003,Local Procurement and Anchor Institution Access,4,7.41237,Community Development Finance and Patient Capital
1140,LE004,Small Business Continuity and Digital Resilience Support,5,7.38196,Community Development Finance and Patient Capital
1140,LE005,Commercial Anti-Displacement and Ownership Strategy,6,7.26338,Community Development Finance and Patient Capital
1141,LE002,Community Development Finance and Patient Capital,1,7.74423,Community Development Finance and Patient Capital
1141,LE003,Local Procurement and Anchor Institution Access,2,7.60181,Community Development Finance and Patient Capital
1141,LE006,Workforce Childcare and Local Skills Resilience,3,7.57296,Community Development Finance and Patient Capital
1141,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.28783,Community Development Finance and Patient Capital
1141,LE004,Small Business Continuity and Digital Resilience Support,5,7.2706,Community Development Finance and Patient Capital
1141,LE001,Emergency Microgrant and Liquidity Fund,6,7.13351,Community Development Finance and Patient Capital
1142,LE005,Commercial Anti-Displacement and Ownership Strategy,1,7.91923,Commercial Anti-Displacement and Ownership Strategy
1142,LE002,Community Development Finance and Patient Capital,2,7.81815,Commercial Anti-Displacement and Ownership Strategy
1142,LE001,Emergency Microgrant and Liquidity Fund,3,7.664,Commercial Anti-Displacement and Ownership Strategy
1142,LE004,Small Business Continuity and Digital Resilience Support,4,7.37715,Commercial Anti-Displacement and Ownership Strategy
1142,LE003,Local Procurement and Anchor Institution Access,5,7.33264,Commercial Anti-Displacement and Ownership Strategy
1142,LE006,Workforce Childcare and Local Skills Resilience,6,7.22215,Commercial Anti-Displacement and Ownership Strategy
1143,LE004,Small Business Continuity and Digital Resilience Support,1,7.74236,Small Business Continuity and Digital Resilience Support
1143,LE006,Workforce Childcare and Local Skills Resilience,2,7.68194,Small Business Continuity and Digital Resilience Support
1143,LE005,Commercial Anti-Displacement and Ownership Strategy,3,7.49482,Small Business Continuity and Digital Resilience Support
1143,LE002,Community Development Finance and Patient Capital,4,7.48757,Small Business Continuity and Digital Resilience Support
1143,LE003,Local Procurement and Anchor Institution Access,5,7.30589,Small Business Continuity and Digital Resilience Support
1143,LE001,Emergency Microgrant and Liquidity Fund,6,7.24404,Small Business Continuity and Digital Resilience Support
1144,LE005,Commercial Anti-Displacement and Ownership Strategy,1,7.76804,Commercial Anti-Displacement and Ownership Strategy
1144,LE003,Local Procurement and Anchor Institution Access,2,7.76478,Commercial Anti-Displacement and Ownership Strategy
1144,LE006,Workforce Childcare and Local Skills Resilience,3,7.60864,Commercial Anti-Displacement and Ownership Strategy
1144,LE002,Community Development Finance and Patient Capital,4,7.55892,Commercial Anti-Displacement and Ownership Strategy
1144,LE001,Emergency Microgrant and Liquidity Fund,5,7.52309,Commercial Anti-Displacement and Ownership Strategy
1144,LE004,Small Business Continuity and Digital Resilience Support,6,7.26066,Commercial Anti-Displacement and Ownership Strategy
1145,LE005,Commercial Anti-Displacement and Ownership Strategy,1,7.86698,Commercial Anti-Displacement and Ownership Strategy
1145,LE004,Small Business Continuity and Digital Resilience Support,2,7.64837,Commercial Anti-Displacement and Ownership Strategy
1145,LE003,Local Procurement and Anchor Institution Access,3,7.55683,Commercial Anti-Displacement and Ownership Strategy
1145,LE006,Workforce Childcare and Local Skills Resilience,4,7.49819,Commercial Anti-Displacement and Ownership Strategy
1145,LE002,Community Development Finance and Patient Capital,5,7.49291,Commercial Anti-Displacement and Ownership Strategy
1145,LE001,Emergency Microgrant and Liquidity Fund,6,7.17826,Commercial Anti-Displacement and Ownership Strategy
1146,LE005,Commercial Anti-Displacement and Ownership Strategy,1,7.75674,Commercial Anti-Displacement and Ownership Strategy
1146,LE003,Local Procurement and Anchor Institution Access,2,7.75349,Commercial Anti-Displacement and Ownership Strategy
1146,LE002,Community Development Finance and Patient Capital,3,7.59099,Commercial Anti-Displacement and Ownership Strategy
1146,LE004,Small Business Continuity and Digital Resilience Support,4,7.59099,Commercial Anti-Displacement and Ownership Strategy
1146,LE001,Emergency Microgrant and Liquidity Fund,5,7.45131,Commercial Anti-Displacement and Ownership Strategy
1146,LE006,Workforce Childcare and Local Skills Resilience,6,7.26967,Commercial Anti-Displacement and Ownership Strategy
1147,LE003,Local Procurement and Anchor Institution Access,1,7.95764,Local Procurement and Anchor Institution Access
1147,LE004,Small Business Continuity and Digital Resilience Support,2,7.76593,Local Procurement and Anchor Institution Access
1147,LE006,Workforce Childcare and Local Skills Resilience,3,7.76288,Local Procurement and Anchor Institution Access
1147,LE001,Emergency Microgrant and Liquidity Fund,4,7.70527,Local Procurement and Anchor Institution Access
1147,LE005,Commercial Anti-Displacement and Ownership Strategy,5,7.38533,Local Procurement and Anchor Institution Access
1147,LE002,Community Development Finance and Patient Capital,6,7.32198,Local Procurement and Anchor Institution Access
1148,LE003,Local Procurement and Anchor Institution Access,1,7.99755,Local Procurement and Anchor Institution Access
1148,LE005,Commercial Anti-Displacement and Ownership Strategy,2,7.72891,Local Procurement and Anchor Institution Access
1148,LE002,Community Development Finance and Patient Capital,3,7.71831,Local Procurement and Anchor Institution Access
1148,LE001,Emergency Microgrant and Liquidity Fund,4,7.4369,Local Procurement and Anchor Institution Access
1148,LE004,Small Business Continuity and Digital Resilience Support,5,7.36546,Local Procurement and Anchor Institution Access
1148,LE006,Workforce Childcare and Local Skills Resilience,6,7.29291,Local Procurement and Anchor Institution Access
1149,LE002,Community Development Finance and Patient Capital,1,7.65527,Community Development Finance and Patient Capital
1149,LE004,Small Business Continuity and Digital Resilience Support,2,7.63902,Community Development Finance and Patient Capital
1149,LE001,Emergency Microgrant and Liquidity Fund,3,7.61649,Community Development Finance and Patient Capital
1149,LE003,Local Procurement and Anchor Institution Access,4,7.28078,Community Development Finance and Patient Capital
1149,LE006,Workforce Childcare and Local Skills Resilience,5,7.27079,Community Development Finance and Patient Capital
1149,LE005,Commercial Anti-Displacement and Ownership Strategy,6,7.21247,Community Development Finance and Patient Capital
1150,LE003,Local Procurement and Anchor Institution Access,1,7.96595,Local Procurement and Anchor Institution Access
1150,LE002,Community Development Finance and Patient Capital,2,7.78342,Local Procurement and Anchor Institution Access
1150,LE006,Workforce Childcare and Local Skills Resilience,3,7.65825,Local Procurement and Anchor Institution Access
1150,LE004,Small Business Continuity and Digital Resilience Support,4,7.45899,Local Procurement and Anchor Institution Access
1150,LE005,Commercial Anti-Displacement and Ownership Strategy,5,7.44143,Local Procurement and Anchor Institution Access
1150,LE001,Emergency Microgrant and Liquidity Fund,6,7.36226,Local Procurement and Anchor Institution Access
1151,LE002,Community Development Finance and Patient Capital,1,7.85379,Community Development Finance and Patient Capital
1151,LE003,Local Procurement and Anchor Institution Access,2,7.74691,Community Development Finance and Patient Capital
1151,LE004,Small Business Continuity and Digital Resilience Support,3,7.48318,Community Development Finance and Patient Capital
1151,LE006,Workforce Childcare and Local Skills Resilience,4,7.43496,Community Development Finance and Patient Capital
1151,LE005,Commercial Anti-Displacement and Ownership Strategy,5,7.35317,Community Development Finance and Patient Capital
1151,LE001,Emergency Microgrant and Liquidity Fund,6,6.90422,Community Development Finance and Patient Capital
1152,LE002,Community Development Finance and Patient Capital,1,8.0083,Community Development Finance and Patient Capital
1152,LE003,Local Procurement and Anchor Institution Access,2,7.62629,Community Development Finance and Patient Capital
1152,LE005,Commercial Anti-Displacement and Ownership Strategy,3,7.45671,Community Development Finance and Patient Capital
1152,LE006,Workforce Childcare and Local Skills Resilience,4,7.28875,Community Development Finance and Patient Capital
1152,LE004,Small Business Continuity and Digital Resilience Support,5,7.20196,Community Development Finance and Patient Capital
1152,LE001,Emergency Microgrant and Liquidity Fund,6,7.08347,Community Development Finance and Patient Capital
1153,LE005,Commercial Anti-Displacement and Ownership Strategy,1,7.91711,Commercial Anti-Displacement and Ownership Strategy
1153,LE003,Local Procurement and Anchor Institution Access,2,7.79582,Commercial Anti-Displacement and Ownership Strategy
1153,LE006,Workforce Childcare and Local Skills Resilience,3,7.56752,Commercial Anti-Displacement and Ownership Strategy
1153,LE002,Community Development Finance and Patient Capital,4,7.5487,Commercial Anti-Displacement and Ownership Strategy
1153,LE001,Emergency Microgrant and Liquidity Fund,5,7.44672,Commercial Anti-Displacement and Ownership Strategy
1153,LE004,Small Business Continuity and Digital Resilience Support,6,7.44548,Commercial Anti-Displacement and Ownership Strategy
1154,LE005,Commercial Anti-Displacement and Ownership Strategy,1,7.35284,Commercial Anti-Displacement and Ownership Strategy
1154,LE002,Community Development Finance and Patient Capital,2,7.31472,Commercial Anti-Displacement and Ownership Strategy
1154,LE006,Workforce Childcare and Local Skills Resilience,3,7.3007,Commercial Anti-Displacement and Ownership Strategy
1154,LE003,Local Procurement and Anchor Institution Access,4,7.29382,Commercial Anti-Displacement and Ownership Strategy
1154,LE001,Emergency Microgrant and Liquidity Fund,5,7.17742,Commercial Anti-Displacement and Ownership Strategy
1154,LE004,Small Business Continuity and Digital Resilience Support,6,7.14457,Commercial Anti-Displacement and Ownership Strategy
1155,LE005,Commercial Anti-Displacement and Ownership Strategy,1,7.77403,Commercial Anti-Displacement and Ownership Strategy
1155,LE003,Local Procurement and Anchor Institution Access,2,7.55173,Commercial Anti-Displacement and Ownership Strategy
1155,LE002,Community Development Finance and Patient Capital,3,7.46609,Commercial Anti-Displacement and Ownership Strategy
1155,LE004,Small Business Continuity and Digital Resilience Support,4,7.44789,Commercial Anti-Displacement and Ownership Strategy
1155,LE001,Emergency Microgrant and Liquidity Fund,5,7.38741,Commercial Anti-Displacement and Ownership Strategy
1155,LE006,Workforce Childcare and Local Skills Resilience,6,7.38196,Commercial Anti-Displacement and Ownership Strategy
1156,LE002,Community Development Finance and Patient Capital,1,7.72874,Community Development Finance and Patient Capital
1156,LE003,Local Procurement and Anchor Institution Access,2,7.6816,Community Development Finance and Patient Capital
1156,LE006,Workforce Childcare and Local Skills Resilience,3,7.51446,Community Development Finance and Patient Capital
1156,LE001,Emergency Microgrant and Liquidity Fund,4,7.48874,Community Development Finance and Patient Capital
1156,LE004,Small Business Continuity and Digital Resilience Support,5,7.36572,Community Development Finance and Patient Capital
1156,LE005,Commercial Anti-Displacement and Ownership Strategy,6,6.93169,Community Development Finance and Patient Capital
1157,LE003,Local Procurement and Anchor Institution Access,1,7.73037,Local Procurement and Anchor Institution Access
1157,LE005,Commercial Anti-Displacement and Ownership Strategy,2,7.68997,Local Procurement and Anchor Institution Access
1157,LE004,Small Business Continuity and Digital Resilience Support,3,7.56167,Local Procurement and Anchor Institution Access
1157,LE006,Workforce Childcare and Local Skills Resilience,4,7.55313,Local Procurement and Anchor Institution Access
1157,LE002,Community Development Finance and Patient Capital,5,7.50855,Local Procurement and Anchor Institution Access
1157,LE001,Emergency Microgrant and Liquidity Fund,6,7.21554,Local Procurement and Anchor Institution Access
1158,LE005,Commercial Anti-Displacement and Ownership Strategy,1,7.80058,Commercial Anti-Displacement and Ownership Strategy
