business_id,business,business_context,time,event,shock_load,adaptive_capacity,fragility_gap,function,cash_runway,customer_demand,owner_strain,equity_adjusted_function,survival_risk
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,46,background local volatility,0.09256,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,47,background local volatility,0.0919,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,48,background local volatility,0.09271,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,49,background local volatility,0.09246,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,50,Extreme weather closure,0.7158,0.602,0.1138,1.0,0.96236,0.9288,0.05431,0.82225,0.03542
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,51,background local volatility,0.09239,0.59598,0.0,1.0,1.0,0.9632,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,52,background local volatility,0.09451,0.602,0.0,1.0,1.0,0.9976,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,53,background local volatility,0.09268,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,54,background local volatility,0.09455,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,55,background local volatility,0.09443,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,56,background local volatility,0.09312,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,57,background local volatility,0.09421,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,58,background local volatility,0.09559,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,59,background local volatility,0.09572,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,60,background local volatility,0.09485,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,61,background local volatility,0.0955,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,62,background local volatility,0.0955,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,63,background local volatility,0.09465,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,64,background local volatility,0.09542,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,65,background local volatility,0.09568,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,66,Rent and debt pressure,0.6216,0.602,0.0196,1.0,0.96443,0.9512,0.02323,0.82274,0.01906
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,67,background local volatility,0.0955,0.59631,0.0,1.0,1.0,0.9856,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,68,background local volatility,0.09667,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,69,background local volatility,0.09592,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,70,background local volatility,0.0968,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,71,background local volatility,0.09531,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,72,background local volatility,0.09637,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,73,background local volatility,0.09556,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,74,background local volatility,0.09715,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,75,background local volatility,0.09784,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,76,background local volatility,0.0972,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,77,background local volatility,0.09741,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,78,Insurance claim delay and undercoverage,0.6202,0.602,0.0182,1.0,0.96252,0.9608,0.02277,0.82178,0.01949
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,79,background local volatility,0.09784,0.596,0.0,1.0,1.0,0.9952,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,80,background local volatility,0.09705,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,81,background local volatility,0.09758,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,82,background local volatility,0.09819,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,83,background local volatility,0.0985,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,84,background local volatility,0.09801,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,85,background local volatility,0.0984,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,86,background local volatility,0.09819,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,87,background local volatility,0.09888,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,88,Compound local economic stress,0.8494,0.602,0.2474,0.98719,0.94136,0.9128,0.0984,0.80064,0.06943
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,89,background local volatility,0.09947,0.59262,0.0,1.0,0.98262,0.9472,0.02471,0.85762,0.01103
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,90,background local volatility,0.09879,0.59922,0.0,1.0,1.0,0.9816,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,91,background local volatility,0.09979,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,92,background local volatility,0.10034,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,93,background local volatility,0.09974,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,94,background local volatility,0.10095,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,95,background local volatility,0.09949,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,0,background local volatility,0.0868,0.7632,0.0,1.0,0.793,0.8554,0.27102,0.90512,0.12665
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,1,background local volatility,0.08674,0.77488,0.0,1.0,0.86594,0.9108,0.16204,0.91384,0.07933
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,2,background local volatility,0.08656,0.78655,0.0,1.0,0.93882,0.9662,0.05302,0.92256,0.03202
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,3,background local volatility,0.0855,0.79821,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,4,background local volatility,0.08589,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,5,background local volatility,0.08696,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,6,background local volatility,0.08734,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,7,background local volatility,0.08559,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,8,Demand shock,0.5336,0.808,0.0,1.0,1.0,0.9338,0.0,0.9008,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,9,background local volatility,0.08625,0.808,0.0,1.0,1.0,0.9892,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,10,background local volatility,0.08815,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,11,background local volatility,0.08643,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,12,background local volatility,0.08787,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,13,background local volatility,0.08724,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,14,background local volatility,0.08815,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,15,background local volatility,0.08882,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,16,background local volatility,0.0883,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,17,background local volatility,0.08799,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,18,background local volatility,0.08797,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,19,background local volatility,0.08884,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,20,Supplier delay and price increase,0.566,0.808,0.0,1.0,1.0,0.9978,0.0,0.9018,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,21,background local volatility,0.08916,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,22,background local volatility,0.08878,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,23,background local volatility,0.08907,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,24,background local volatility,0.08939,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,25,background local volatility,0.08887,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,26,background local volatility,0.08883,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,27,background local volatility,0.08991,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,28,background local volatility,0.08894,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,29,background local volatility,0.09028,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,30,background local volatility,0.09092,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,31,background local volatility,0.09114,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,32,background local volatility,0.08991,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,33,background local volatility,0.09045,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,34,background local volatility,0.09182,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,35,Digital payment and platform disruption,0.5152,0.808,0.0,1.0,1.0,1.0,0.0,0.9038,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,36,background local volatility,0.09074,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,37,background local volatility,0.09243,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,38,background local volatility,0.09068,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,39,background local volatility,0.09237,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,40,background local volatility,0.0906,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,41,background local volatility,0.09225,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,42,background local volatility,0.09273,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,43,background local volatility,0.09226,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,44,background local volatility,0.09262,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,45,background local volatility,0.09344,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,46,background local volatility,0.09379,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,47,background local volatility,0.09198,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,48,background local volatility,0.09295,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,49,background local volatility,0.09195,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,50,Extreme weather closure,0.7158,0.808,0.0,1.0,0.99605,0.9498,0.00424,0.89346,0.00223
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,51,background local volatility,0.09306,0.80737,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,52,background local volatility,0.09265,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,53,background local volatility,0.09283,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,54,background local volatility,0.0941,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,55,background local volatility,0.09295,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,56,background local volatility,0.09327,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,57,background local volatility,0.09307,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,58,background local volatility,0.09515,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,59,background local volatility,0.09393,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,60,background local volatility,0.09367,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,61,background local volatility,0.09514,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,62,background local volatility,0.09552,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,63,background local volatility,0.09546,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,64,background local volatility,0.09541,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,65,background local volatility,0.09553,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,66,Rent and debt pressure,0.6216,0.808,0.0,1.0,0.99575,0.9722,0.0,0.8918,0.00149
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,67,background local volatility,0.09628,0.80732,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,68,background local volatility,0.09544,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,69,background local volatility,0.09687,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,70,background local volatility,0.09667,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,71,background local volatility,0.09721,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,72,background local volatility,0.09744,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,73,background local volatility,0.09747,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,74,background local volatility,0.09685,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,75,background local volatility,0.097,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,76,background local volatility,0.09766,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,77,background local volatility,0.09744,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,78,Insurance claim delay and undercoverage,0.6202,0.808,0.0,1.0,0.9938,0.9818,0.0,0.8908,0.00217
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,79,background local volatility,0.09642,0.80701,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,80,background local volatility,0.0987,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,81,background local volatility,0.09713,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,82,background local volatility,0.09796,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,83,background local volatility,0.09804,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,84,background local volatility,0.09732,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,85,background local volatility,0.09864,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,86,background local volatility,0.09882,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,87,background local volatility,0.0995,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,88,Compound local economic stress,0.8494,0.808,0.0414,1.0,0.97737,0.9338,0.0345,0.88404,0.01896
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,89,background local volatility,0.09932,0.80438,0.0,1.0,1.0,0.9892,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,90,background local volatility,0.09874,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,91,background local volatility,0.09951,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,92,background local volatility,0.1006,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,93,background local volatility,0.09998,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,94,background local volatility,0.10063,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB005,Resilient diversified small firm,stronger liquidity workforce digital supplier support and equity access,95,background local volatility,0.09878,0.808,0.0,1.0,1.0,1.0,0.0,0.9268,0.0
SB006,Microenterprise with administrative access barriers,small owner-operated firm with language paperwork and program-access barriers,0,background local volatility,0.08661,0.4468,0.0,0.85008,0.3232,0.842,0.69993,0.62623,0.42934
SB006,Microenterprise with administrative access barriers,small owner-operated firm with language paperwork and program-access barriers,1,background local volatility,0.08549,0.45051,0.0,0.95403,0.34634,0.886,0.63781,0.71536,0.37243
SB006,Microenterprise with administrative access barriers,small owner-operated firm with language paperwork and program-access barriers,2,background local volatility,0.0867,0.45421,0.0,1.0,0.36942,0.93,0.57407,0.75767,0.33552
SB006,Microenterprise with administrative access barriers,small owner-operated firm with language paperwork and program-access barriers,3,background local volatility,0.08723,0.45791,0.0,1.0,0.39244,0.974,0.50857,0.76291,0.31436
SB006,Microenterprise with administrative access barriers,small owner-operated firm with language paperwork and program-access barriers,4,background local volatility,0.08585,0.46159,0.0,1.0,0.4154,1.0,0.44099,0.76832,0.29281
SB006,Microenterprise with administrative access barriers,small owner-operated firm with language paperwork and program-access barriers,5,background local volatility,0.08709,0.46526,0.0,1.0,0.4383,1.0,0.37181,0.77386,0.27096
SB006,Microenterprise with administrative access barriers,small owner-operated firm with language paperwork and program-access barriers,6,background local volatility,0.0862,0.46893,0.0,1.0,0.46114,1.0,0.30152,0.77948,0.24891
SB006,Microenterprise with administrative access barriers,small owner-operated firm with language paperwork and program-access barriers,7,background local volatility,0.08594,0.47258,0.0,1.0,0.48392,1.0,0.23119,0.7851,0.22687
SB006,Microenterprise with administrative access barriers,small owner-operated firm with language paperwork and program-access barriers,8,Demand shock,0.5336,0.47623,0.05737,1.0,0.45719,0.9224,0.25005,0.7576,0.24573
SB006,Microenterprise with administrative access barriers,small owner-operated firm with language paperwork and program-access barriers,9,background local volatility,0.08669,0.47195,0.0,1.0,0.47985,0.9664,0.17985,0.78921,0.21802
SB006,Microenterprise with administrative access barriers,small owner-operated firm with language paperwork and program-access barriers,10,background local volatility,0.0878,0.47558,0.0,1.0,0.50245,1.0,0.10985,0.79481,0.19611
SB006,Microenterprise with administrative access barriers,small owner-operated firm with language paperwork and program-access barriers,11,background local volatility,0.0865,0.47919,0.0,1.0,0.52499,1.0,0.03963,0.80043,0.17418
SB006,Microenterprise with administrative access barriers,small owner-operated firm with language paperwork and program-access barriers,12,background local volatility,0.08788,0.4828,0.0,1.0,0.54747,1.0,0.0,0.8036,0.15839
SB006,Microenterprise with administrative access barriers,small owner-operated firm with language paperwork and program-access barriers,13,background local volatility,0.08729,0.4864,0.0,1.0,0.56989,1.0,0.0,0.8036,0.15054
SB006,Microenterprise with administrative access barriers,small owner-operated firm with language paperwork and program-access barriers,14,background local volatility,0.08701,0.48998,0.0,1.0,0.59225,1.0,0.0,0.8036,0.14271
SB006,Microenterprise with administrative access barriers,small owner-operated firm with language paperwork and program-access barriers,15,background local volatility,0.08778,0.49356,0.0,1.0,0.61455,1.0,0.0,0.8036,0.13491
SB006,Microenterprise with administrative access barriers,small owner-operated firm with language paperwork and program-access barriers,16,background local volatility,0.08783,0.49713,0.0,1.0,0.63679,1.0,0.0,0.8036,0.12712
SB006,Microenterprise with administrative access barriers,small owner-operated firm with language paperwork and program-access barriers,17,background local volatility,0.08815,0.50069,0.0,1.0,0.65897,1.0,0.0,0.8036,0.11936
SB006,Microenterprise with administrative access barriers,small owner-operated firm with language paperwork and program-access barriers,18,background local volatility,0.08931,0.50424,0.0,1.0,0.68109,1.0,0.0,0.8036,0.11162
