system_id,system,system_context,time,event,stress_load,stabilizing_capacity,financial_function,liquidity_fragility,household_financial_fragility,inclusion_adjusted_function
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,35,background financial-system stress,0.16863,0.33945,1.0,0.73766,0.89671,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,36,background financial-system stress,0.17017,0.33952,1.0,0.73689,0.89704,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,37,background financial-system stress,0.16884,0.33959,1.0,0.73614,0.89736,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,38,background financial-system stress,0.17038,0.33966,1.0,0.7354,0.89768,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,39,background financial-system stress,0.16903,0.33972,1.0,0.73467,0.89801,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,40,Cyber outage in payment and clearing systems,0.8232,0.33979,0.80325,0.74691,0.91121,0.70159
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,41,background financial-system stress,0.17108,0.33649,0.87853,0.74624,0.91156,0.91002
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,42,background financial-system stress,0.17161,0.33654,0.95366,0.74558,0.91192,0.98784
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,43,background financial-system stress,0.17135,0.33659,1.0,0.74493,0.91227,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,44,background financial-system stress,0.17178,0.33664,1.0,0.74429,0.91263,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,45,background financial-system stress,0.1726,0.33668,1.0,0.74366,0.91298,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,46,background financial-system stress,0.17302,0.33673,1.0,0.74305,0.91333,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,47,background financial-system stress,0.17164,0.33677,1.0,0.74244,0.91368,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,48,background financial-system stress,0.17259,0.33682,1.0,0.74185,0.91404,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,49,background financial-system stress,0.17188,0.33686,1.0,0.74127,0.91439,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,50,background financial-system stress,0.17281,0.3369,1.0,0.7407,0.91474,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,51,background financial-system stress,0.1726,0.33693,1.0,0.74015,0.91509,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,52,background financial-system stress,0.17289,0.33697,1.0,0.7396,0.91544,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,53,background financial-system stress,0.17407,0.337,1.0,0.73907,0.91579,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,54,Climate repricing and insurance retreat,0.89144,0.33704,0.78528,0.75238,0.9317,0.66391
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,55,background financial-system stress,0.17384,0.33326,0.85897,0.7519,0.93209,0.88976
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,56,background financial-system stress,0.17423,0.33328,0.93254,0.75144,0.93247,0.96596
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,57,background financial-system stress,0.1742,0.3333,1.0,0.75099,0.93286,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,58,background financial-system stress,0.17607,0.33332,1.0,0.75056,0.93325,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,59,background financial-system stress,0.17519,0.33333,1.0,0.75013,0.93363,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,60,background financial-system stress,0.1751,0.33335,1.0,0.74972,0.93402,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,61,background financial-system stress,0.17646,0.33336,1.0,0.74932,0.93441,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,62,background financial-system stress,0.17691,0.33337,1.0,0.74893,0.93479,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,63,background financial-system stress,0.177,0.33338,1.0,0.74855,0.93518,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,64,background financial-system stress,0.17709,0.33338,1.0,0.74818,0.93557,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,65,background financial-system stress,0.17733,0.33339,1.0,0.74783,0.93595,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,66,background financial-system stress,0.17795,0.33339,1.0,0.74749,0.93634,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,67,background financial-system stress,0.1774,0.33339,1.0,0.74716,0.93672,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,68,Non-bank redemption spiral and private credit stress,0.92096,0.33339,0.7734,0.76314,0.95071,0.67551
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,69,background financial-system stress,0.17932,0.32947,0.8445,0.76288,0.95114,0.87476
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,70,background financial-system stress,0.17928,0.32946,0.91561,0.76262,0.95156,0.94842
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,71,background financial-system stress,0.17987,0.32945,0.98653,0.76238,0.95199,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,72,background financial-system stress,0.1802,0.32943,1.0,0.76215,0.95241,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,73,background financial-system stress,0.18036,0.32941,1.0,0.76193,0.95284,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,74,background financial-system stress,0.17998,0.32939,1.0,0.76172,0.95326,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,75,background financial-system stress,0.18025,0.32937,1.0,0.76153,0.95369,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,76,background financial-system stress,0.18093,0.32934,1.0,0.76135,0.95412,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,77,background financial-system stress,0.18089,0.32932,1.0,0.76118,0.95454,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,78,background financial-system stress,0.18005,0.32929,1.0,0.76102,0.95497,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,79,background financial-system stress,0.18209,0.32926,1.0,0.76088,0.9554,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,80,Compound credit liquidity cyber climate and household stress,1.01271,0.32923,0.70805,0.77763,0.97275,0.59068
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,81,background financial-system stress,0.18155,0.3248,0.77741,0.77755,0.97322,0.80527
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,82,background financial-system stress,0.18239,0.32476,0.84649,0.77749,0.97369,0.87683
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,83,background financial-system stress,0.18259,0.32471,0.9155,0.77744,0.97416,0.94831
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,84,background financial-system stress,0.18214,0.32466,0.98464,0.7774,0.97464,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,85,background financial-system stress,0.18337,0.32461,1.0,0.77737,0.97511,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,86,background financial-system stress,0.18366,0.32455,1.0,0.77736,0.97559,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,87,background financial-system stress,0.18437,0.3245,1.0,0.77736,0.97606,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,88,background financial-system stress,0.18423,0.32444,1.0,0.77737,0.97654,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,89,background financial-system stress,0.18389,0.32438,1.0,0.77739,0.97701,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,0,background financial-system stress,0.15524,0.4054,0.86711,0.69815,0.89967,0.90207
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,1,background financial-system stress,0.15441,0.4057,0.96455,0.6963,0.89933,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,2,background financial-system stress,0.15553,0.406,1.0,0.69447,0.89899,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,3,background financial-system stress,0.15609,0.4063,1.0,0.69264,0.89865,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,4,background financial-system stress,0.15504,0.40659,1.0,0.69082,0.8983,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,5,background financial-system stress,0.15619,0.40689,1.0,0.68901,0.89795,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,6,background financial-system stress,0.15556,0.40718,1.0,0.68721,0.8976,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,7,background financial-system stress,0.15545,0.40748,1.0,0.68542,0.89724,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,8,background financial-system stress,0.15605,0.40777,1.0,0.68364,0.89689,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,9,background financial-system stress,0.15709,0.40806,1.0,0.68187,0.89653,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,10,background financial-system stress,0.15612,0.40836,1.0,0.6801,0.89616,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,11,background financial-system stress,0.15738,0.40865,1.0,0.67835,0.8958,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,12,Rapid liquidity run and funding market freeze,0.85798,0.40894,0.81737,0.69398,0.90887,0.72674
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,13,background financial-system stress,0.15758,0.40518,0.91368,0.69228,0.90854,0.95052
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,14,background financial-system stress,0.15745,0.40546,1.0,0.6906,0.9082,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,15,background financial-system stress,0.15821,0.40573,1.0,0.68892,0.90786,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,16,background financial-system stress,0.15836,0.40601,1.0,0.68725,0.90752,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,17,background financial-system stress,0.15875,0.40628,1.0,0.68559,0.90718,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,18,background financial-system stress,0.15982,0.40656,1.0,0.68394,0.90683,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,19,background financial-system stress,0.16014,0.40683,1.0,0.6823,0.90649,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,20,background financial-system stress,0.15899,0.4071,1.0,0.68067,0.90614,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,21,background financial-system stress,0.16075,0.40737,1.0,0.67905,0.90578,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,22,background financial-system stress,0.16023,0.40764,1.0,0.67744,0.90543,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,23,background financial-system stress,0.16117,0.40791,1.0,0.67583,0.90507,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,24,background financial-system stress,0.16112,0.40818,1.0,0.67424,0.9047,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,25,background financial-system stress,0.16077,0.40844,1.0,0.67266,0.90434,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,26,Asset-price decline and fire-sale contagion,0.873,0.40871,0.82691,0.68777,0.91649,0.73985
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,27,background financial-system stress,0.16103,0.40513,0.92211,0.68624,0.91616,0.95929
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,28,background financial-system stress,0.16262,0.40539,1.0,0.68472,0.91583,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,29,background financial-system stress,0.163,0.40564,1.0,0.68322,0.91549,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,30,background financial-system stress,0.16249,0.40589,1.0,0.68172,0.91515,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,31,background financial-system stress,0.16171,0.40614,1.0,0.68023,0.91481,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,32,background financial-system stress,0.16336,0.40639,1.0,0.67875,0.91447,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,33,background financial-system stress,0.16349,0.40664,1.0,0.67728,0.91412,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,34,background financial-system stress,0.16395,0.40689,1.0,0.67582,0.91377,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,35,background financial-system stress,0.16439,0.40713,1.0,0.67436,0.91342,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,36,background financial-system stress,0.16462,0.40738,1.0,0.67292,0.91307,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,37,background financial-system stress,0.16438,0.40762,1.0,0.67149,0.91271,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,38,background financial-system stress,0.16393,0.40787,1.0,0.67007,0.91235,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,39,background financial-system stress,0.16445,0.40811,1.0,0.66865,0.91199,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,40,Cyber outage in payment and clearing systems,0.81763,0.40835,0.827,0.68021,0.92451,0.72604
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,41,background financial-system stress,0.16517,0.40523,0.9209,0.67885,0.92418,0.95803
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,42,background financial-system stress,0.16592,0.40546,1.0,0.6775,0.92384,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,43,background financial-system stress,0.16589,0.40569,1.0,0.67616,0.9235,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,44,background financial-system stress,0.16653,0.40592,1.0,0.67483,0.92316,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,45,background financial-system stress,0.16615,0.40614,1.0,0.67351,0.92282,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,46,background financial-system stress,0.16654,0.40637,1.0,0.6722,0.92248,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,47,background financial-system stress,0.16753,0.4066,1.0,0.67089,0.92213,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,48,background financial-system stress,0.16742,0.40682,1.0,0.6696,0.92179,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,49,background financial-system stress,0.16794,0.40704,1.0,0.66832,0.92143,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,50,background financial-system stress,0.16772,0.40726,1.0,0.66705,0.92108,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,51,background financial-system stress,0.16681,0.40748,1.0,0.66578,0.92073,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,52,background financial-system stress,0.16764,0.4077,1.0,0.66453,0.92037,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,53,background financial-system stress,0.16763,0.40792,1.0,0.66329,0.92001,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,54,Climate repricing and insurance retreat,0.88565,0.40814,0.81072,0.67589,0.93521,0.68905
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,55,background financial-system stress,0.16838,0.40455,0.90344,0.6747,0.93488,0.93986
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,56,background financial-system stress,0.16835,0.40476,0.99621,0.67352,0.93456,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,57,background financial-system stress,0.16856,0.40496,1.0,0.67236,0.93423,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,58,background financial-system stress,0.16955,0.40516,1.0,0.6712,0.9339,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,59,background financial-system stress,0.17039,0.40536,1.0,0.67006,0.93356,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,60,background financial-system stress,0.1708,0.40556,1.0,0.66892,0.93323,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,61,background financial-system stress,0.17125,0.40576,1.0,0.6678,0.93289,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,62,background financial-system stress,0.17072,0.40596,1.0,0.66668,0.93255,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,63,background financial-system stress,0.16983,0.40616,1.0,0.66558,0.93221,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,64,background financial-system stress,0.17042,0.40635,1.0,0.66448,0.93186,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,65,background financial-system stress,0.1704,0.40655,1.0,0.66339,0.93152,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,66,background financial-system stress,0.17226,0.40674,1.0,0.66232,0.93117,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,67,background financial-system stress,0.17141,0.40693,1.0,0.66125,0.93082,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,68,Non-bank redemption spiral and private credit stress,0.91494,0.40713,0.80061,0.6765,0.94407,0.70287
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,69,background financial-system stress,0.17304,0.4034,0.89158,0.6755,0.94376,0.92753
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,70,background financial-system stress,0.17274,0.40358,0.98269,0.6745,0.94344,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,71,background financial-system stress,0.17325,0.40376,1.0,0.67351,0.94312,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,72,background financial-system stress,0.17403,0.40393,1.0,0.67254,0.9428,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,73,background financial-system stress,0.17389,0.40411,1.0,0.67157,0.94248,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,74,background financial-system stress,0.17297,0.40428,1.0,0.67062,0.94216,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,75,background financial-system stress,0.17434,0.40445,1.0,0.66967,0.94183,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,76,background financial-system stress,0.17402,0.40463,1.0,0.66874,0.94151,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,77,background financial-system stress,0.17551,0.4048,1.0,0.66782,0.94118,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,78,background financial-system stress,0.17434,0.40496,1.0,0.6669,0.94085,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,79,background financial-system stress,0.17453,0.40513,1.0,0.666,0.94052,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,80,Compound credit liquidity cyber climate and household stress,1.00649,0.4053,0.73886,0.68199,0.95711,0.61969
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,81,background financial-system stress,0.17676,0.40107,0.82813,0.68115,0.95682,0.86152
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,82,background financial-system stress,0.17599,0.40122,0.91768,0.68032,0.95652,0.95468
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,83,background financial-system stress,0.17558,0.40137,1.0,0.6795,0.95623,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,84,background financial-system stress,0.17725,0.40152,1.0,0.6787,0.95594,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,85,background financial-system stress,0.17774,0.40167,1.0,0.6779,0.95564,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,86,background financial-system stress,0.17714,0.40182,1.0,0.67711,0.95534,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,87,background financial-system stress,0.17674,0.40196,1.0,0.67634,0.95504,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,88,background financial-system stress,0.17838,0.40211,1.0,0.67557,0.95474,1.0
FS006,Household and small-firm financial access system,inclusion payments savings credit insurance and community finance,89,background financial-system stress,0.17758,0.40225,1.0,0.67482,0.95444,1.0
