simulation_id,strategy_id,strategy,rank,financial_resilience_value,winner
1917,FR006,Inclusive Finance and Household Balance Sheet Resilience,2,5.88183,Resolution Planning and Bail-In Readiness
1917,FR005,Non-Bank Financial Intermediation Oversight,3,5.82695,Resolution Planning and Bail-In Readiness
1917,FR002,Expanded Systemwide Stress Testing,4,5.77226,Resolution Planning and Bail-In Readiness
1917,FR001,Higher Capital and Liquidity Buffers,5,5.71251,Resolution Planning and Bail-In Readiness
1917,FR004,Payment and Clearing Infrastructure Hardening,6,5.42123,Resolution Planning and Bail-In Readiness
1918,FR001,Higher Capital and Liquidity Buffers,1,5.90547,Higher Capital and Liquidity Buffers
1918,FR003,Resolution Planning and Bail-In Readiness,2,5.80661,Higher Capital and Liquidity Buffers
1918,FR004,Payment and Clearing Infrastructure Hardening,3,5.59391,Higher Capital and Liquidity Buffers
1918,FR002,Expanded Systemwide Stress Testing,4,5.51559,Higher Capital and Liquidity Buffers
1918,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.37037,Higher Capital and Liquidity Buffers
1918,FR005,Non-Bank Financial Intermediation Oversight,6,5.11293,Higher Capital and Liquidity Buffers
1919,FR004,Payment and Clearing Infrastructure Hardening,1,5.8994,Payment and Clearing Infrastructure Hardening
1919,FR002,Expanded Systemwide Stress Testing,2,5.72388,Payment and Clearing Infrastructure Hardening
1919,FR005,Non-Bank Financial Intermediation Oversight,3,5.70904,Payment and Clearing Infrastructure Hardening
1919,FR003,Resolution Planning and Bail-In Readiness,4,5.63131,Payment and Clearing Infrastructure Hardening
1919,FR001,Higher Capital and Liquidity Buffers,5,5.30634,Payment and Clearing Infrastructure Hardening
1919,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.05619,Payment and Clearing Infrastructure Hardening
1920,FR001,Higher Capital and Liquidity Buffers,1,5.90616,Higher Capital and Liquidity Buffers
1920,FR003,Resolution Planning and Bail-In Readiness,2,5.78155,Higher Capital and Liquidity Buffers
1920,FR004,Payment and Clearing Infrastructure Hardening,3,5.68443,Higher Capital and Liquidity Buffers
1920,FR005,Non-Bank Financial Intermediation Oversight,4,5.44689,Higher Capital and Liquidity Buffers
1920,FR002,Expanded Systemwide Stress Testing,5,5.42244,Higher Capital and Liquidity Buffers
1920,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.27498,Higher Capital and Liquidity Buffers
1921,FR001,Higher Capital and Liquidity Buffers,1,6.14654,Higher Capital and Liquidity Buffers
1921,FR002,Expanded Systemwide Stress Testing,2,5.94981,Higher Capital and Liquidity Buffers
1921,FR003,Resolution Planning and Bail-In Readiness,3,5.64032,Higher Capital and Liquidity Buffers
1921,FR004,Payment and Clearing Infrastructure Hardening,4,5.48974,Higher Capital and Liquidity Buffers
1921,FR005,Non-Bank Financial Intermediation Oversight,5,5.3217,Higher Capital and Liquidity Buffers
1921,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,4.92155,Higher Capital and Liquidity Buffers
1922,FR001,Higher Capital and Liquidity Buffers,1,5.8324,Higher Capital and Liquidity Buffers
1922,FR002,Expanded Systemwide Stress Testing,2,5.79464,Higher Capital and Liquidity Buffers
1922,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.6167,Higher Capital and Liquidity Buffers
1922,FR003,Resolution Planning and Bail-In Readiness,4,5.48135,Higher Capital and Liquidity Buffers
1922,FR005,Non-Bank Financial Intermediation Oversight,5,5.43452,Higher Capital and Liquidity Buffers
1922,FR004,Payment and Clearing Infrastructure Hardening,6,5.35812,Higher Capital and Liquidity Buffers
1923,FR004,Payment and Clearing Infrastructure Hardening,1,6.26559,Payment and Clearing Infrastructure Hardening
1923,FR001,Higher Capital and Liquidity Buffers,2,6.03449,Payment and Clearing Infrastructure Hardening
1923,FR003,Resolution Planning and Bail-In Readiness,3,5.82597,Payment and Clearing Infrastructure Hardening
1923,FR005,Non-Bank Financial Intermediation Oversight,4,5.80548,Payment and Clearing Infrastructure Hardening
1923,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.67578,Payment and Clearing Infrastructure Hardening
1923,FR002,Expanded Systemwide Stress Testing,6,5.64383,Payment and Clearing Infrastructure Hardening
1924,FR001,Higher Capital and Liquidity Buffers,1,6.26679,Higher Capital and Liquidity Buffers
1924,FR006,Inclusive Finance and Household Balance Sheet Resilience,2,6.07372,Higher Capital and Liquidity Buffers
1924,FR002,Expanded Systemwide Stress Testing,3,5.69175,Higher Capital and Liquidity Buffers
1924,FR004,Payment and Clearing Infrastructure Hardening,4,5.4521,Higher Capital and Liquidity Buffers
1924,FR003,Resolution Planning and Bail-In Readiness,5,5.23447,Higher Capital and Liquidity Buffers
1924,FR005,Non-Bank Financial Intermediation Oversight,6,5.05077,Higher Capital and Liquidity Buffers
1925,FR004,Payment and Clearing Infrastructure Hardening,1,5.73072,Payment and Clearing Infrastructure Hardening
1925,FR002,Expanded Systemwide Stress Testing,2,5.58516,Payment and Clearing Infrastructure Hardening
1925,FR003,Resolution Planning and Bail-In Readiness,3,5.57573,Payment and Clearing Infrastructure Hardening
1925,FR005,Non-Bank Financial Intermediation Oversight,4,5.56599,Payment and Clearing Infrastructure Hardening
1925,FR001,Higher Capital and Liquidity Buffers,5,5.55544,Payment and Clearing Infrastructure Hardening
1925,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.48268,Payment and Clearing Infrastructure Hardening
1926,FR004,Payment and Clearing Infrastructure Hardening,1,5.89664,Payment and Clearing Infrastructure Hardening
1926,FR006,Inclusive Finance and Household Balance Sheet Resilience,2,5.83144,Payment and Clearing Infrastructure Hardening
1926,FR001,Higher Capital and Liquidity Buffers,3,5.65419,Payment and Clearing Infrastructure Hardening
1926,FR005,Non-Bank Financial Intermediation Oversight,4,5.53813,Payment and Clearing Infrastructure Hardening
1926,FR003,Resolution Planning and Bail-In Readiness,5,5.35775,Payment and Clearing Infrastructure Hardening
1926,FR002,Expanded Systemwide Stress Testing,6,5.31043,Payment and Clearing Infrastructure Hardening
1927,FR001,Higher Capital and Liquidity Buffers,1,5.75734,Higher Capital and Liquidity Buffers
1927,FR004,Payment and Clearing Infrastructure Hardening,2,5.73655,Higher Capital and Liquidity Buffers
1927,FR003,Resolution Planning and Bail-In Readiness,3,5.63757,Higher Capital and Liquidity Buffers
1927,FR002,Expanded Systemwide Stress Testing,4,5.55389,Higher Capital and Liquidity Buffers
1927,FR005,Non-Bank Financial Intermediation Oversight,5,5.38944,Higher Capital and Liquidity Buffers
1927,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.24766,Higher Capital and Liquidity Buffers
1928,FR003,Resolution Planning and Bail-In Readiness,1,6.14403,Resolution Planning and Bail-In Readiness
1928,FR004,Payment and Clearing Infrastructure Hardening,2,5.95423,Resolution Planning and Bail-In Readiness
1928,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.79249,Resolution Planning and Bail-In Readiness
1928,FR005,Non-Bank Financial Intermediation Oversight,4,5.64205,Resolution Planning and Bail-In Readiness
1928,FR001,Higher Capital and Liquidity Buffers,5,5.53152,Resolution Planning and Bail-In Readiness
1928,FR002,Expanded Systemwide Stress Testing,6,5.48438,Resolution Planning and Bail-In Readiness
1929,FR001,Higher Capital and Liquidity Buffers,1,5.92319,Higher Capital and Liquidity Buffers
1929,FR006,Inclusive Finance and Household Balance Sheet Resilience,2,5.66433,Higher Capital and Liquidity Buffers
1929,FR004,Payment and Clearing Infrastructure Hardening,3,5.51971,Higher Capital and Liquidity Buffers
1929,FR003,Resolution Planning and Bail-In Readiness,4,5.47546,Higher Capital and Liquidity Buffers
1929,FR002,Expanded Systemwide Stress Testing,5,5.35234,Higher Capital and Liquidity Buffers
1929,FR005,Non-Bank Financial Intermediation Oversight,6,5.34468,Higher Capital and Liquidity Buffers
1930,FR004,Payment and Clearing Infrastructure Hardening,1,5.85535,Payment and Clearing Infrastructure Hardening
1930,FR002,Expanded Systemwide Stress Testing,2,5.76232,Payment and Clearing Infrastructure Hardening
1930,FR003,Resolution Planning and Bail-In Readiness,3,5.65546,Payment and Clearing Infrastructure Hardening
1930,FR001,Higher Capital and Liquidity Buffers,4,5.62087,Payment and Clearing Infrastructure Hardening
1930,FR005,Non-Bank Financial Intermediation Oversight,5,5.61681,Payment and Clearing Infrastructure Hardening
1930,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.43547,Payment and Clearing Infrastructure Hardening
1931,FR003,Resolution Planning and Bail-In Readiness,1,5.831,Resolution Planning and Bail-In Readiness
1931,FR004,Payment and Clearing Infrastructure Hardening,2,5.80321,Resolution Planning and Bail-In Readiness
1931,FR002,Expanded Systemwide Stress Testing,3,5.60437,Resolution Planning and Bail-In Readiness
1931,FR006,Inclusive Finance and Household Balance Sheet Resilience,4,5.57744,Resolution Planning and Bail-In Readiness
1931,FR001,Higher Capital and Liquidity Buffers,5,5.39102,Resolution Planning and Bail-In Readiness
1931,FR005,Non-Bank Financial Intermediation Oversight,6,5.08976,Resolution Planning and Bail-In Readiness
1932,FR001,Higher Capital and Liquidity Buffers,1,5.79232,Higher Capital and Liquidity Buffers
1932,FR004,Payment and Clearing Infrastructure Hardening,2,5.73523,Higher Capital and Liquidity Buffers
1932,FR005,Non-Bank Financial Intermediation Oversight,3,5.65154,Higher Capital and Liquidity Buffers
1932,FR006,Inclusive Finance and Household Balance Sheet Resilience,4,5.63457,Higher Capital and Liquidity Buffers
1932,FR002,Expanded Systemwide Stress Testing,5,5.5716,Higher Capital and Liquidity Buffers
1932,FR003,Resolution Planning and Bail-In Readiness,6,5.24286,Higher Capital and Liquidity Buffers
1933,FR002,Expanded Systemwide Stress Testing,1,5.90571,Expanded Systemwide Stress Testing
1933,FR003,Resolution Planning and Bail-In Readiness,2,5.82311,Expanded Systemwide Stress Testing
1933,FR001,Higher Capital and Liquidity Buffers,3,5.68044,Expanded Systemwide Stress Testing
1933,FR004,Payment and Clearing Infrastructure Hardening,4,5.55662,Expanded Systemwide Stress Testing
1933,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.26172,Expanded Systemwide Stress Testing
1933,FR005,Non-Bank Financial Intermediation Oversight,6,5.1454,Expanded Systemwide Stress Testing
1934,FR003,Resolution Planning and Bail-In Readiness,1,6.06392,Resolution Planning and Bail-In Readiness
1934,FR001,Higher Capital and Liquidity Buffers,2,6.04686,Resolution Planning and Bail-In Readiness
1934,FR005,Non-Bank Financial Intermediation Oversight,3,6.00755,Resolution Planning and Bail-In Readiness
1934,FR004,Payment and Clearing Infrastructure Hardening,4,5.85183,Resolution Planning and Bail-In Readiness
1934,FR002,Expanded Systemwide Stress Testing,5,5.8459,Resolution Planning and Bail-In Readiness
1934,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.75673,Resolution Planning and Bail-In Readiness
1935,FR003,Resolution Planning and Bail-In Readiness,1,5.84784,Resolution Planning and Bail-In Readiness
1935,FR004,Payment and Clearing Infrastructure Hardening,2,5.74101,Resolution Planning and Bail-In Readiness
1935,FR001,Higher Capital and Liquidity Buffers,3,5.61565,Resolution Planning and Bail-In Readiness
1935,FR006,Inclusive Finance and Household Balance Sheet Resilience,4,5.33724,Resolution Planning and Bail-In Readiness
1935,FR005,Non-Bank Financial Intermediation Oversight,5,5.14391,Resolution Planning and Bail-In Readiness
1935,FR002,Expanded Systemwide Stress Testing,6,5.04541,Resolution Planning and Bail-In Readiness
1936,FR002,Expanded Systemwide Stress Testing,1,5.90845,Expanded Systemwide Stress Testing
1936,FR003,Resolution Planning and Bail-In Readiness,2,5.80123,Expanded Systemwide Stress Testing
1936,FR004,Payment and Clearing Infrastructure Hardening,3,5.70007,Expanded Systemwide Stress Testing
1936,FR001,Higher Capital and Liquidity Buffers,4,5.66855,Expanded Systemwide Stress Testing
1936,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.66566,Expanded Systemwide Stress Testing
1936,FR005,Non-Bank Financial Intermediation Oversight,6,5.18346,Expanded Systemwide Stress Testing
1937,FR001,Higher Capital and Liquidity Buffers,1,5.87284,Higher Capital and Liquidity Buffers
1937,FR004,Payment and Clearing Infrastructure Hardening,2,5.86839,Higher Capital and Liquidity Buffers
1937,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.61889,Higher Capital and Liquidity Buffers
1937,FR002,Expanded Systemwide Stress Testing,4,5.58104,Higher Capital and Liquidity Buffers
1937,FR003,Resolution Planning and Bail-In Readiness,5,5.44891,Higher Capital and Liquidity Buffers
1937,FR005,Non-Bank Financial Intermediation Oversight,6,5.39727,Higher Capital and Liquidity Buffers
1938,FR001,Higher Capital and Liquidity Buffers,1,5.99837,Higher Capital and Liquidity Buffers
1938,FR002,Expanded Systemwide Stress Testing,2,5.81886,Higher Capital and Liquidity Buffers
1938,FR003,Resolution Planning and Bail-In Readiness,3,5.72928,Higher Capital and Liquidity Buffers
1938,FR004,Payment and Clearing Infrastructure Hardening,4,5.50493,Higher Capital and Liquidity Buffers
1938,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.38971,Higher Capital and Liquidity Buffers
1938,FR005,Non-Bank Financial Intermediation Oversight,6,5.38824,Higher Capital and Liquidity Buffers
1939,FR001,Higher Capital and Liquidity Buffers,1,5.9562,Higher Capital and Liquidity Buffers
1939,FR006,Inclusive Finance and Household Balance Sheet Resilience,2,5.75702,Higher Capital and Liquidity Buffers
1939,FR004,Payment and Clearing Infrastructure Hardening,3,5.73579,Higher Capital and Liquidity Buffers
1939,FR003,Resolution Planning and Bail-In Readiness,4,5.47753,Higher Capital and Liquidity Buffers
1939,FR002,Expanded Systemwide Stress Testing,5,5.37891,Higher Capital and Liquidity Buffers
1939,FR005,Non-Bank Financial Intermediation Oversight,6,5.24046,Higher Capital and Liquidity Buffers
1940,FR004,Payment and Clearing Infrastructure Hardening,1,5.88216,Payment and Clearing Infrastructure Hardening
1940,FR006,Inclusive Finance and Household Balance Sheet Resilience,2,5.60475,Payment and Clearing Infrastructure Hardening
1940,FR001,Higher Capital and Liquidity Buffers,3,5.57724,Payment and Clearing Infrastructure Hardening
1940,FR003,Resolution Planning and Bail-In Readiness,4,5.57063,Payment and Clearing Infrastructure Hardening
1940,FR002,Expanded Systemwide Stress Testing,5,5.55528,Payment and Clearing Infrastructure Hardening
1940,FR005,Non-Bank Financial Intermediation Oversight,6,5.50656,Payment and Clearing Infrastructure Hardening
1941,FR002,Expanded Systemwide Stress Testing,1,6.06323,Expanded Systemwide Stress Testing
1941,FR005,Non-Bank Financial Intermediation Oversight,2,5.83934,Expanded Systemwide Stress Testing
1941,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.75436,Expanded Systemwide Stress Testing
1941,FR003,Resolution Planning and Bail-In Readiness,4,5.68974,Expanded Systemwide Stress Testing
1941,FR004,Payment and Clearing Infrastructure Hardening,5,5.65773,Expanded Systemwide Stress Testing
1941,FR001,Higher Capital and Liquidity Buffers,6,5.62311,Expanded Systemwide Stress Testing
1942,FR006,Inclusive Finance and Household Balance Sheet Resilience,1,5.94705,Inclusive Finance and Household Balance Sheet Resilience
1942,FR004,Payment and Clearing Infrastructure Hardening,2,5.78322,Inclusive Finance and Household Balance Sheet Resilience
1942,FR001,Higher Capital and Liquidity Buffers,3,5.62762,Inclusive Finance and Household Balance Sheet Resilience
1942,FR005,Non-Bank Financial Intermediation Oversight,4,5.48451,Inclusive Finance and Household Balance Sheet Resilience
1942,FR003,Resolution Planning and Bail-In Readiness,5,5.34622,Inclusive Finance and Household Balance Sheet Resilience
1942,FR002,Expanded Systemwide Stress Testing,6,5.16123,Inclusive Finance and Household Balance Sheet Resilience
1943,FR001,Higher Capital and Liquidity Buffers,1,6.2784,Higher Capital and Liquidity Buffers
1943,FR003,Resolution Planning and Bail-In Readiness,2,5.96778,Higher Capital and Liquidity Buffers
1943,FR004,Payment and Clearing Infrastructure Hardening,3,5.92798,Higher Capital and Liquidity Buffers
1943,FR005,Non-Bank Financial Intermediation Oversight,4,5.63136,Higher Capital and Liquidity Buffers
1943,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.60507,Higher Capital and Liquidity Buffers
1943,FR002,Expanded Systemwide Stress Testing,6,5.38051,Higher Capital and Liquidity Buffers
1944,FR002,Expanded Systemwide Stress Testing,1,6.18505,Expanded Systemwide Stress Testing
1944,FR001,Higher Capital and Liquidity Buffers,2,5.92375,Expanded Systemwide Stress Testing
1944,FR003,Resolution Planning and Bail-In Readiness,3,5.77422,Expanded Systemwide Stress Testing
1944,FR004,Payment and Clearing Infrastructure Hardening,4,5.73788,Expanded Systemwide Stress Testing
1944,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.4986,Expanded Systemwide Stress Testing
1944,FR005,Non-Bank Financial Intermediation Oversight,6,5.2404,Expanded Systemwide Stress Testing
1945,FR004,Payment and Clearing Infrastructure Hardening,1,5.74606,Payment and Clearing Infrastructure Hardening
1945,FR003,Resolution Planning and Bail-In Readiness,2,5.71507,Payment and Clearing Infrastructure Hardening
1945,FR001,Higher Capital and Liquidity Buffers,3,5.62393,Payment and Clearing Infrastructure Hardening
1945,FR002,Expanded Systemwide Stress Testing,4,5.574,Payment and Clearing Infrastructure Hardening
1945,FR005,Non-Bank Financial Intermediation Oversight,5,5.42767,Payment and Clearing Infrastructure Hardening
1945,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.22219,Payment and Clearing Infrastructure Hardening
1946,FR004,Payment and Clearing Infrastructure Hardening,1,6.07293,Payment and Clearing Infrastructure Hardening
1946,FR001,Higher Capital and Liquidity Buffers,2,5.9357,Payment and Clearing Infrastructure Hardening
1946,FR005,Non-Bank Financial Intermediation Oversight,3,5.52702,Payment and Clearing Infrastructure Hardening
1946,FR002,Expanded Systemwide Stress Testing,4,5.43022,Payment and Clearing Infrastructure Hardening
1946,FR003,Resolution Planning and Bail-In Readiness,5,5.32115,Payment and Clearing Infrastructure Hardening
1946,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.29206,Payment and Clearing Infrastructure Hardening
1947,FR004,Payment and Clearing Infrastructure Hardening,1,5.97794,Payment and Clearing Infrastructure Hardening
1947,FR001,Higher Capital and Liquidity Buffers,2,5.91765,Payment and Clearing Infrastructure Hardening
1947,FR002,Expanded Systemwide Stress Testing,3,5.38495,Payment and Clearing Infrastructure Hardening
1947,FR006,Inclusive Finance and Household Balance Sheet Resilience,4,5.31882,Payment and Clearing Infrastructure Hardening
1947,FR003,Resolution Planning and Bail-In Readiness,5,5.21039,Payment and Clearing Infrastructure Hardening
1947,FR005,Non-Bank Financial Intermediation Oversight,6,5.15656,Payment and Clearing Infrastructure Hardening
1948,FR004,Payment and Clearing Infrastructure Hardening,1,5.99146,Payment and Clearing Infrastructure Hardening
1948,FR003,Resolution Planning and Bail-In Readiness,2,5.93057,Payment and Clearing Infrastructure Hardening
1948,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.66736,Payment and Clearing Infrastructure Hardening
1948,FR002,Expanded Systemwide Stress Testing,4,5.5801,Payment and Clearing Infrastructure Hardening
1948,FR001,Higher Capital and Liquidity Buffers,5,5.51768,Payment and Clearing Infrastructure Hardening
1948,FR005,Non-Bank Financial Intermediation Oversight,6,5.05629,Payment and Clearing Infrastructure Hardening
1949,FR002,Expanded Systemwide Stress Testing,1,5.95078,Expanded Systemwide Stress Testing
1949,FR004,Payment and Clearing Infrastructure Hardening,2,5.90437,Expanded Systemwide Stress Testing
1949,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.65231,Expanded Systemwide Stress Testing
1949,FR001,Higher Capital and Liquidity Buffers,4,5.6388,Expanded Systemwide Stress Testing
1949,FR005,Non-Bank Financial Intermediation Oversight,5,5.62531,Expanded Systemwide Stress Testing
1949,FR003,Resolution Planning and Bail-In Readiness,6,5.4472,Expanded Systemwide Stress Testing
1950,FR004,Payment and Clearing Infrastructure Hardening,1,5.82518,Payment and Clearing Infrastructure Hardening
1950,FR002,Expanded Systemwide Stress Testing,2,5.77875,Payment and Clearing Infrastructure Hardening
1950,FR001,Higher Capital and Liquidity Buffers,3,5.75305,Payment and Clearing Infrastructure Hardening
1950,FR003,Resolution Planning and Bail-In Readiness,4,5.74076,Payment and Clearing Infrastructure Hardening
1950,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.23207,Payment and Clearing Infrastructure Hardening
1950,FR005,Non-Bank Financial Intermediation Oversight,6,5.21538,Payment and Clearing Infrastructure Hardening
1951,FR004,Payment and Clearing Infrastructure Hardening,1,5.99145,Payment and Clearing Infrastructure Hardening
1951,FR001,Higher Capital and Liquidity Buffers,2,5.95397,Payment and Clearing Infrastructure Hardening
1951,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.69506,Payment and Clearing Infrastructure Hardening
1951,FR002,Expanded Systemwide Stress Testing,4,5.67583,Payment and Clearing Infrastructure Hardening
1951,FR005,Non-Bank Financial Intermediation Oversight,5,5.36345,Payment and Clearing Infrastructure Hardening
1951,FR003,Resolution Planning and Bail-In Readiness,6,5.30047,Payment and Clearing Infrastructure Hardening
1952,FR002,Expanded Systemwide Stress Testing,1,5.8838,Expanded Systemwide Stress Testing
1952,FR001,Higher Capital and Liquidity Buffers,2,5.73607,Expanded Systemwide Stress Testing
1952,FR005,Non-Bank Financial Intermediation Oversight,3,5.6891,Expanded Systemwide Stress Testing
1952,FR006,Inclusive Finance and Household Balance Sheet Resilience,4,5.66202,Expanded Systemwide Stress Testing
1952,FR003,Resolution Planning and Bail-In Readiness,5,5.53122,Expanded Systemwide Stress Testing
1952,FR004,Payment and Clearing Infrastructure Hardening,6,5.49661,Expanded Systemwide Stress Testing
1953,FR001,Higher Capital and Liquidity Buffers,1,6.32791,Higher Capital and Liquidity Buffers
1953,FR004,Payment and Clearing Infrastructure Hardening,2,6.10485,Higher Capital and Liquidity Buffers
1953,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.72827,Higher Capital and Liquidity Buffers
1953,FR002,Expanded Systemwide Stress Testing,4,5.67452,Higher Capital and Liquidity Buffers
1953,FR003,Resolution Planning and Bail-In Readiness,5,5.67325,Higher Capital and Liquidity Buffers
1953,FR005,Non-Bank Financial Intermediation Oversight,6,5.46761,Higher Capital and Liquidity Buffers
1954,FR004,Payment and Clearing Infrastructure Hardening,1,6.21195,Payment and Clearing Infrastructure Hardening
1954,FR003,Resolution Planning and Bail-In Readiness,2,5.89682,Payment and Clearing Infrastructure Hardening
1954,FR001,Higher Capital and Liquidity Buffers,3,5.88196,Payment and Clearing Infrastructure Hardening
1954,FR002,Expanded Systemwide Stress Testing,4,5.7946,Payment and Clearing Infrastructure Hardening
1954,FR005,Non-Bank Financial Intermediation Oversight,5,5.46185,Payment and Clearing Infrastructure Hardening
1954,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.22733,Payment and Clearing Infrastructure Hardening
1955,FR001,Higher Capital and Liquidity Buffers,1,5.74057,Higher Capital and Liquidity Buffers
1955,FR003,Resolution Planning and Bail-In Readiness,2,5.71744,Higher Capital and Liquidity Buffers
1955,FR004,Payment and Clearing Infrastructure Hardening,3,5.63024,Higher Capital and Liquidity Buffers
1955,FR002,Expanded Systemwide Stress Testing,4,5.53352,Higher Capital and Liquidity Buffers
1955,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.36491,Higher Capital and Liquidity Buffers
1955,FR005,Non-Bank Financial Intermediation Oversight,6,5.26877,Higher Capital and Liquidity Buffers
1956,FR004,Payment and Clearing Infrastructure Hardening,1,6.20946,Payment and Clearing Infrastructure Hardening
1956,FR003,Resolution Planning and Bail-In Readiness,2,6.07847,Payment and Clearing Infrastructure Hardening
1956,FR005,Non-Bank Financial Intermediation Oversight,3,5.87815,Payment and Clearing Infrastructure Hardening
1956,FR001,Higher Capital and Liquidity Buffers,4,5.66352,Payment and Clearing Infrastructure Hardening
1956,FR002,Expanded Systemwide Stress Testing,5,5.66092,Payment and Clearing Infrastructure Hardening
1956,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.35259,Payment and Clearing Infrastructure Hardening
1957,FR002,Expanded Systemwide Stress Testing,1,6.11456,Expanded Systemwide Stress Testing
1957,FR001,Higher Capital and Liquidity Buffers,2,6.09428,Expanded Systemwide Stress Testing
1957,FR004,Payment and Clearing Infrastructure Hardening,3,5.88159,Expanded Systemwide Stress Testing
1957,FR003,Resolution Planning and Bail-In Readiness,4,5.65386,Expanded Systemwide Stress Testing
1957,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.6127,Expanded Systemwide Stress Testing
1957,FR005,Non-Bank Financial Intermediation Oversight,6,5.23038,Expanded Systemwide Stress Testing
1958,FR004,Payment and Clearing Infrastructure Hardening,1,6.1701,Payment and Clearing Infrastructure Hardening
1958,FR001,Higher Capital and Liquidity Buffers,2,5.87968,Payment and Clearing Infrastructure Hardening
1958,FR003,Resolution Planning and Bail-In Readiness,3,5.70681,Payment and Clearing Infrastructure Hardening
1958,FR002,Expanded Systemwide Stress Testing,4,5.56134,Payment and Clearing Infrastructure Hardening
1958,FR005,Non-Bank Financial Intermediation Oversight,5,5.4971,Payment and Clearing Infrastructure Hardening
1958,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.31537,Payment and Clearing Infrastructure Hardening
1959,FR002,Expanded Systemwide Stress Testing,1,6.20389,Expanded Systemwide Stress Testing
1959,FR004,Payment and Clearing Infrastructure Hardening,2,5.76803,Expanded Systemwide Stress Testing
1959,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.53922,Expanded Systemwide Stress Testing
1959,FR003,Resolution Planning and Bail-In Readiness,4,5.51578,Expanded Systemwide Stress Testing
1959,FR001,Higher Capital and Liquidity Buffers,5,5.46544,Expanded Systemwide Stress Testing
1959,FR005,Non-Bank Financial Intermediation Oversight,6,5.38325,Expanded Systemwide Stress Testing
1960,FR002,Expanded Systemwide Stress Testing,1,6.03345,Expanded Systemwide Stress Testing
1960,FR001,Higher Capital and Liquidity Buffers,2,5.8956,Expanded Systemwide Stress Testing
1960,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.67345,Expanded Systemwide Stress Testing
1960,FR004,Payment and Clearing Infrastructure Hardening,4,5.34763,Expanded Systemwide Stress Testing
1960,FR005,Non-Bank Financial Intermediation Oversight,5,5.14082,Expanded Systemwide Stress Testing
1960,FR003,Resolution Planning and Bail-In Readiness,6,5.09353,Expanded Systemwide Stress Testing
1961,FR002,Expanded Systemwide Stress Testing,1,5.84043,Expanded Systemwide Stress Testing
1961,FR001,Higher Capital and Liquidity Buffers,2,5.78794,Expanded Systemwide Stress Testing
1961,FR004,Payment and Clearing Infrastructure Hardening,3,5.77286,Expanded Systemwide Stress Testing
1961,FR005,Non-Bank Financial Intermediation Oversight,4,5.65239,Expanded Systemwide Stress Testing
1961,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.45568,Expanded Systemwide Stress Testing
1961,FR003,Resolution Planning and Bail-In Readiness,6,5.29864,Expanded Systemwide Stress Testing
1962,FR001,Higher Capital and Liquidity Buffers,1,5.88315,Higher Capital and Liquidity Buffers
1962,FR002,Expanded Systemwide Stress Testing,2,5.82371,Higher Capital and Liquidity Buffers
1962,FR004,Payment and Clearing Infrastructure Hardening,3,5.7978,Higher Capital and Liquidity Buffers
1962,FR003,Resolution Planning and Bail-In Readiness,4,5.70457,Higher Capital and Liquidity Buffers
1962,FR005,Non-Bank Financial Intermediation Oversight,5,5.12494,Higher Capital and Liquidity Buffers
1962,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.04638,Higher Capital and Liquidity Buffers
1963,FR004,Payment and Clearing Infrastructure Hardening,1,6.09291,Payment and Clearing Infrastructure Hardening
1963,FR002,Expanded Systemwide Stress Testing,2,5.97129,Payment and Clearing Infrastructure Hardening
